"","DELTA","STAT","LIV1","Ecadherin","SNAI1","ZEB2","ZEB1","miR200","SNAI2","cateninmemb","IKK","ILK","HEY1","SMAD","NFB","Csn","TGF","NOTCHic","FOXC2","TGFR","MEK","Csl","ERK","TrCP","SUFU","EGR1","cfos","SMO","CDC42","NOTCH","Patched","FUS","KLF4","SHH","PAK1","TWIST1","AKT","Jagged","SOSGRB2","RKIP","AXIN2","DSH","Frizzled","GLI","Wnt","CD44","SRC","cateninnuc","TCFLEF","cMet","RAF","PI3K","RAS","Destcompl","GSK3"
"SMAD",-0.258542656760997,-0.117142857142857,-0.06,-0.1349198861747,-0.102651389381228,-0.128883833485461,-0.140786473289379,-0.0689595883942818,0.04914969607399,-0.0216153493490262,-0.119887955182073,0.0236325318517099,0.0515362286630231,-0.0687484205292424,-0.0904761904761905,-0.0666666666666667,0.0586410298541082,-0.0529064039408867,-0.0585842597850003,0.064617125471638,0.0281076106938823,-0.060952380952381,-0.0271460722323438,-0.1,-0.0166666666666667,-0.0285714285714286,-0.0317972350230415,-0.0541666666666667,0.0808182427900738,0.048144499178982,0.0624235474006116,-0.0291666666666667,0.1338314341081,0.0679997555790503,0.104761904761905,0.06116271050864,0.13455462184874,0.120867895545315,0.0933451641526176,0.0931649447581784,0.066002041012452,0.0904761904761905,0.101587301587302,0.103026150508165,0.101587301587302,0.129344877344877,0.128253968253968,0.130971312728061,0.130566044237686,0.128253968253968,0.258542656760997,0.258542656760997,0.263147919918892,0.181472167040575,0.271447919944161
"SNAI2",-0.307961439023978,-0.229090909090909,-0.22,-0.211015610853891,-0.284251969910521,-0.121726452695616,0.311490455212922,0.288901793746387,0.0876017258049071,-0.017931427371176,-0.267241379310345,0.0202548625083836,0.0340114526823388,0.0312596471973789,-0.25,-0.2,-0.122319964775208,-0.0907894736842105,0.00135196798886368,-0.111139840551605,-0.0897191308956015,-0.0925438596491228,0.0843137254901961,-0.1,-0.2,0.1,0.0823529411764706,-0.225882352941176,-0.0983193277310924,0.0907894736842105,0.23608643457383,-0.22,0.0944230769230769,0.251579392320308,-0.0745098039215686,0.154661996244403,0.282904029912754,0.264404929810007,0.112237998647735,0.271397435897436,0.154390709915792,0.229090909090909,0.243376623376623,0.266890971497434,0.258869581123102,0.267471731660737,0.243376623376623,0.268400847367979,0.268090288361768,0.258869581123102,0.307961439023978,0.307961439023978,0.318920343133567,0.324520719620478,0.325688412983971
"NOTCHic",-0.0189723320158103,0.08,0.1,-0.0755346712877139,0.0191188441188441,-0.118421900161031,-0.249178743961353,-0.158021670044791,0.18644814827769,0.000350917186534719,0.0888888888888889,-0.0919047619047619,-0.197190635451505,-0.0868687906817403,0.0888888888888889,0.0333333333333333,0.159609250507956,0.0452534562211982,-0.146056616194865,0.170437275985663,0.0447619047619048,0.174285714285714,-0.0533333333333333,0,0.0333333333333333,-0.02,-0.0533333333333333,0.100641025641026,0.176888888888889,-0.050516614115935,-0.0712292609351433,0.108333333333333,0.115458937198068,-0.0658529168491218,0.188888888888889,0.066487368084426,-0.0679586563307494,-0.0403194352863227,0.103444976076555,-0.00388289062402711,-0.0355810122791255,-0.08,-0.0107692307692308,-0.00920520339875179,-0.00167832167832168,-0.00937062937062938,-0.0107692307692308,-0.010648086918534,-0.01141144569716,-0.00167832167832168,0.0189723320158103,0.0189723320158103,0.0165092778286182,-0.0662069907023178,-0.0188602324182261
"TrCP",-0.101382910887932,-0.03,0.05,-0.0687487686660602,-0.0252765855937965,-0.118298512748969,-0.209576813085763,-0.123876287940188,0.146062725964786,0.0201026477311568,0.0445175438596491,-0.0850827786311657,-0.0912404092071611,-0.0792763270182625,0.0708333333333333,0.0833333333333333,0.124188155142832,0.0512820512820513,-0.122803900365865,0.129106187929717,0.0432630803242447,0.0435897435897436,-0.0392630803242447,0.0333333333333333,0.104761904761905,-0.04,-0.0443478260869565,0.059062980030722,0.144257703081232,-0.058974358974359,-0.0528901405245491,0.0880952380952381,0.125396825396825,-0.0508901405245491,0.161904761904762,0.0838594955768869,-0.0315545808966862,-0.0157172375596455,0.118660616061606,0.0343148012208786,-0.0118948477243858,0.03,0.0411111111111111,0.0373113678505206,0.0358479532163743,0.0366958047156067,0.0411111111111111,0.0390993807053896,0.0385476565674586,0.0357057057057057,0.101382910887932,0.101382910887932,0.103201092706114,0.00811345445217469,0.069883658008658
"LIV1",-0.101382910887932,-0.03,0.05,-0.0687487686660602,-0.0252765855937965,-0.118298512748969,-0.209576813085763,-0.123876287940188,0.146062725964786,0.0201026477311568,0.0445175438596491,-0.0850827786311657,-0.0912404092071611,-0.0792763270182625,0.0708333333333333,0.0833333333333333,0.124188155142832,0.0512820512820513,-0.122803900365865,0.129106187929717,0.0432630803242447,0.0435897435897436,-0.0392630803242447,0.0333333333333333,0.104761904761905,-0.04,-0.0443478260869565,0.059062980030722,0.144257703081232,-0.058974358974359,-0.0528901405245491,0.0880952380952381,0.125396825396825,-0.0508901405245491,0.161904761904762,0.0838594955768869,-0.0315545808966862,-0.0157172375596455,0.118660616061606,0.0343148012208786,-0.0118948477243858,0.03,0.0411111111111111,0.0373113678505206,0.0358479532163743,0.0366958047156067,0.0411111111111111,0.0390993807053896,0.0385476565674586,0.0357057057057057,0.101382910887932,0.101382910887932,0.103201092706114,0.00811345445217469,0.069883658008658
"SNAI1",-0.103201092706114,-0.0411111111111111,-0.03,-0.0669277488949884,-0.126700073138281,-0.113255462318465,-0.20625577987543,-0.123780226460841,0.14468827071839,0.0225551520489461,0.0315545808966862,-0.0792763270182625,-0.084097552064304,-0.0759552938079304,0.0445175438596491,0.0708333333333333,0.124792993852509,0.058974358974359,-0.123947483593311,0.124188155142832,0.0423662193376976,0.0512820512820513,-0.0432630803242447,0.0833333333333333,0.0880952380952381,-0.0443478260869565,-0.0392630803242447,0.0528901405245491,0.129106187929717,-0.0573417059131345,-0.0508901405245491,0.059062980030722,0.116362557484053,-0.0468124706216365,0.144257703081232,0.0853979571153484,-0.0280823586744639,-0.0124231199125867,0.108471936816323,0.0334779811371965,-0.0111955470250851,0.0411111111111111,0.0358479532163743,0.0400535981978698,0.0373113678505206,0.0385476565674586,0.0357057057057057,0.0382217348613008,0.0390993807053896,0.0366958047156067,0.103201092706114,0.103201092706114,0.105828350505786,0.010196787785508,0.0740420738502422
"Csl",-0.0165092778286182,0.0107692307692308,0.08,-0.0721625782644581,0.0234666702058007,-0.112897038282578,-0.244206368270745,-0.15170358725612,0.184882152751963,-0.000260703608572314,0.0679586563307494,-0.0868687906817403,-0.193922661595296,-0.0846465684595181,0.0888888888888889,0.0888888888888889,0.156661404702967,0.050516614115935,-0.140309489758083,0.159609250507956,0.0501966873706004,0.0452534562211982,-0.0447619047619048,0.0333333333333333,0.108333333333333,-0.0533333333333333,-0.0533333333333333,0.0712292609351433,0.170437275985663,-0.0577893413886623,-0.0658529168491218,0.100641025641026,0.121173222912353,-0.0658529168491218,0.176888888888889,0.0667131017187375,-0.0578811369509044,-0.0397986019529894,0.102631967946474,-0.00434372011711466,-0.0358380816878658,-0.0107692307692308,-0.00167832167832168,-0.0108181066245582,-0.00920520339875179,-0.01141144569716,-0.00167832167832168,-0.00944740081218755,-0.010648086918534,-0.00937062937062938,0.0165092778286182,0.0165092778286182,0.015038689593324,-0.065658544632848,-0.0172402029631451
"ZEB2",-0.218809523809524,-0.17,-0.15,-0.139525193774653,-0.133284086034879,-0.111973935348446,-0.104767354543393,-0.0961888832260202,-0.0861832414751751,-0.0664831109046405,-0.0266666666666667,-0.0224962596089357,-0.0167741935483871,-0.0157889425357649,-0.0111111111111111,-0.0111111111111111,-0.00820311963169106,-0.00656410256410256,-0.00547940947940949,-0.00397031539888683,-0.00368959377199884,-0.00256410256410256,-0.00118845500848896,0,0,0,0.00526315789473684,0.00571428571428571,0.00623376623376623,0.00711055065153426,0.0137979094076655,0.0142857142857143,0.0148200132531189,0.01834336395312,0.0298701298701299,0.0458711727878985,0.0462928348909657,0.0566140572390572,0.0632600732600733,0.130515297906602,0.134408231219669,0.159090909090909,0.179090909090909,0.181466820641133,0.184219114219114,0.189853801169591,0.19,0.190168416132093,0.190558026521703,0.192631578947368,0.218809523809524,0.218809523809524,0.220736718670338,0.243388448412964,0.299030125942198
"STAT",0.111931348221671,0.157142857142857,0.3,0.0493033882705221,0.089040548991251,-0.109467455621302,-0.29297113143267,-0.192941403683086,0.179123535250752,0.0150437392997506,0.105238095238095,-0.0948470209339775,-0.101333333333333,-0.0959964462213338,0.11,0.05,0.19394979543721,0.0418653948065713,-0.161686434901159,0.201196172248804,0.0285262492093612,0.0607843137254902,-0.0274509803921569,0,0.05,-0.0333333333333333,-0.0333333333333333,0.105,0.209090909090909,-0.0486615113114256,-0.0840697674418605,0.125,0.213784907902555,-0.0831848116896481,0.209090909090909,-0.00820098608704306,-0.0899838579499596,-0.0716602010741038,0.0245073891625616,-0.0681418918918919,-0.0874063191710251,-0.157142857142857,-0.107142857142857,-0.116386554621849,-0.107142857142857,-0.116544566544567,-0.107142857142857,-0.114749580023885,-0.117490938784314,-0.107142857142857,-0.111931348221671,-0.111931348221671,-0.117155228818686,-0.181523925700275,-0.147803738317757
"Destcompl",-0.507307558086349,-0.326984126984127,-0.305555555555556,0.036301325426836,-0.499994570739259,-0.101488554101875,0.50814259283732,0.439702829896289,-0.368491369113645,0.301012401081915,-0.39086788652006,0.0778571428571429,0.0692929292929293,0.0833542188805347,-0.362939958592133,-0.323809523809524,-0.354227193599763,0.0685213474343909,0.329898403018107,-0.344670543353458,-0.0584101103295957,0.0630865648256953,0.0550345829034354,-0.266666666666667,-0.166666666666667,0.041025641025641,0.0501165501165501,-0.214844006568144,-0.328881069669247,-0.0703249546488198,0.228833643873844,-0.197701149425287,0.0931586398791327,0.23676401137868,-0.306122448979592,-0.0635182877551878,0.41100211470798,0.326340611087665,-0.0788623951826468,0.466836347564609,0.17008010744556,0.326984126984127,0.339312894107415,0.35051074858674,0.346243587176722,0.351253192614877,0.339312894107415,0.357262567200111,0.354814836450494,0.346775580674579,0.507307558086349,0.507307558086349,0.51829656907536,0.553004726448321,0.648724313326333
