"","DELTA","STAT","LIV1","Ecadherin","SNAI1","ZEB2","ZEB1","miR200","SNAI2","cateninmemb","IKK","ILK","HEY1","SMAD","NFB","Csn","TGF","NOTCHic","FOXC2","TGFR","MEK","Csl","ERK","TrCP","SUFU","EGR1","cfos","SMO","CDC42","NOTCH","Patched","FUS","KLF4","SHH","PAK1","TWIST1","AKT","Jagged","SOSGRB2","RKIP","AXIN2","DSH","Frizzled","GLI","Wnt","CD44","SRC","cateninnuc","TCFLEF","cMet","RAF","PI3K","RAS","Destcompl","GSK3"
"HEY1",-0.26,-0.166666666666667,-0.166666666666667,-0.0120557391881143,-0.23894981071004,-0.0834416924664603,0.275902992776058,0.250919820919821,-0.230704281991173,0.0940523997231314,-0.224761904761905,0.0266666666666667,0.0328953399541635,0.0353623188405797,-0.22,-0.2,-0.124365114560237,-0.0361722488038278,0.0362130581882548,-0.114121212121212,-0.0717084734549865,-0.0309090909090909,0.0644919786096257,-0.1,-0.2,0.08,0.0527272727272727,-0.166666666666667,-0.107454545454545,0.0372031766388793,0.179166666666667,-0.166666666666667,0.0555555555555556,0.19744623655914,-0.0954545454545455,0.113228758169935,0.23957671957672,0.202594157466721,0.0708118925100057,0.232446918161204,0.103276019754893,0.166666666666667,0.184313725490196,0.204041071119707,0.200592795257638,0.204940621344594,0.184313725490196,0.200717328258883,0.200592795257638,0.200592795257638,0.26,0.26,0.267352941176471,0.279386778085287,0.28417033625773
"IKK",0.0211736237144586,-0.15,-0.1,-0.240569575478514,0.131092733955329,-0.0776942355889724,-0.278736842105263,-0.213634336677815,0.199731250186528,-0.118027242775846,-0.0142857142857143,0.0270833333333333,0.0403508771929825,0.0221328382838284,0.0857142857142857,0.1,0.327563636363636,-0.185281385281385,-0.385194805194805,0.336363636363636,0.0132698412698413,-0.209090909090909,0.00228571428571429,0.2,-0.1,0,0.0142857142857143,-0.12,0.35,0.177344877344877,0.0940740740740741,-0.12,0.0747252747252747,0.0940740740740741,0.35,0.351797385620915,0.000772200772200771,0.109311152764761,0.286974789915966,-0.146357012750455,0.126190476190476,0.15,0.138888888888889,0.16965811965812,0.146581196581197,0.16965811965812,0.138888888888889,0.180528462216941,0.179262639432131,0.146581196581197,-0.0211736237144586,-0.0211736237144586,-0.0084975673764304,-0.0734206947341856,-0.188571428571429
"NFB",0.0084975673764304,-0.138888888888889,-0.15,-0.238643411754598,0.119859857243001,-0.0750122432518077,-0.26915829804396,-0.206081466587181,0.196275965633683,-0.115387327253143,-0.000772200772200771,0.0221328382838284,0.0367794486215539,0.0269655520384752,-0.0142857142857143,0.0857142857142857,0.321867433831991,-0.177344877344877,-0.383999586071299,0.327563636363636,0.0152306255835668,-0.185281385281385,-0.0132698412698413,0.1,-0.12,0.0142857142857143,0.00228571428571429,-0.0940740740740741,0.336363636363636,0.183151328957781,0.0940740740740741,-0.12,0.0728021978021978,0.100098170459616,0.35,0.354019607843137,0.00299442299442299,0.113627699527351,0.285922158337019,-0.142510858904302,0.128318135764944,0.138888888888889,0.146581196581197,0.178646883703063,0.16965811965812,0.179262639432131,0.146581196581197,0.179665717118902,0.180528462216941,0.16965811965812,-0.0084975673764304,-0.0084975673764304,-3.9855933644331e-05,-0.0697662096843517,-0.183473389355742
"Csn",0.364511064819008,0.183333333333333,0.2,-0.0680685315752388,0.252322738005089,-0.0726236559139785,-0.353786600496278,-0.262884589060931,0.214951392747116,-0.0819986797224103,0.228333333333333,-0.0897502587991719,-0.0819407530454042,-0.0910356058428737,0.22,0.17,0.348702817919681,-0.0896103896103896,-0.338280763648563,0.348941481404168,0.0496536796536797,-0.0727272727272727,-0.0496536796536797,0.22,0.0428571428571429,-0.0366666666666667,-0.0457575757575758,0.0953823953823954,0.347659430122117,0.0867257742257742,-0.0857049760275567,0.0984126984126984,0.0743790849673202,-0.0873443202898518,0.343181818181818,0.113288140875799,-0.227533333333333,-0.0823325069809156,0.15859333563934,-0.235969110788287,-0.119377163991187,-0.183333333333333,-0.145402298850575,-0.155777423804539,-0.146607118127683,-0.155940451461016,-0.145402298850575,-0.157809579620137,-0.157869711911177,-0.146607118127683,-0.364511064819008,-0.364511064819008,-0.373148300903461,-0.457496891536891,-0.524017304383565
"RAS",-0.46974358974359,-0.1,0,-0.00763073433150159,-0.346194690265487,-0.0726215022091311,0.323078055964654,0.276676923076923,0.0616352862278064,0.0491454453494701,-0.166666666666667,-0.0623376623376623,-0.0729249011857707,-0.0521335807050093,-0.133333333333333,-0.1,-0.316400698893419,0.194736842105263,0.303174603174603,-0.303529411764706,-0.105593395252838,0.2,0.0957894736842105,-0.1,0.1,0.08,0.08,0.0833333333333333,-0.28,-0.200397219463754,-0.0553333333333333,0.1,0.0757142857142857,-0.0434689265536723,-0.22,-0.189252591380251,0.194444444444444,-0.0216834220382417,-0.194372294372294,0.362314465408805,0.146561264822134,0.1,0.2,0.197549019607843,0.205882352941176,0.195244055068836,0.2,0.20046523615404,0.196782516607298,0.205882352941176,0.46974358974359,0.46974358974359,0.377435897435897,0.47014059165222,0.574496124031008
"cateninnuc",-0.308834273834274,-0.165501165501166,-0.142424242424242,0.0191099466750419,-0.276168778366589,-0.0389941517185028,0.314387133728728,0.272656470106459,-0.265321719030715,0.146392119894623,-0.287045454545455,0.0439163059163059,0.0415804199804852,0.0475997984128953,-0.267045454545455,-0.245833333333333,-0.194116413025312,0.0353421217827997,0.108301310711147,-0.190622963243653,-0.0689972878031125,0.0353421217827997,0.0671624254177914,-0.233333333333333,-0.111111111111111,0.0630434782608696,0.0646307798481712,-0.145701275045537,-0.185450549450549,-0.0398875763282543,0.148806865107649,-0.121111111111111,0.0212283663351279,0.148589000183902,-0.173142857142857,0.0337219456848351,0.294857954545455,0.170721235670735,0.0260633111393915,0.270357438260664,0.0489287838200658,0.165501165501166,0.166871028514864,0.16529000084688,0.162523202427908,0.166708894969765,0.168278943278943,0.0696818027793451,0.16932278593317,0.163931117191987,0.308834273834274,0.308834273834274,0.312369627369627,0.327491000720474,0.335541584170798
"TWIST1",-0.318746222503338,-0.233333333333333,-0.233333333333333,-0.198719896093666,-0.180829207920792,-0.0291888379607678,0.118163777812901,0.0846972714250777,0.0650902909729498,-0.0336079035504969,-0.368131868131868,0.130949130949131,0.148128143043397,0.141840220058042,-0.353846153846154,-0.3,0.0200791256370158,-0.0763532763532764,-0.110261981079686,0.0312408568443051,0.0152714687432403,-0.0814814814814815,-0.0217391304347826,-0.2,-0.3,0,-0.0217391304347826,-0.329333333333333,0.0437408568443051,0.0763532763532764,0.330703196347032,-0.333333333333333,0.00710860954763394,0.3469593539825,0.0678787878787879,0.148414060513603,0.378301359657292,0.269093864604474,0.224864558274169,0.119653600088383,0.168983382209189,0.233333333333333,0.244444444444444,0.27273918128655,0.26233918128655,0.274436754108633,0.244444444444444,0.274187363275684,0.274589893465448,0.263593380614657,0.318746222503338,0.318746222503338,0.331417455380051,0.333626433807709,0.330513591626417
"TGF",-0.232142857142857,0,0,-0.0746094725599737,-0.0627813095994914,-0.0270147701268983,-0.0875519497029795,-0.0612939742250087,-0.063084135882427,-0.025566583162024,-0.219047619047619,0.0915151515151515,0.108188265635074,0.0882893450635386,-0.233333333333333,-0.233333333333333,-0.0226587301587302,-0.00333333333333333,0.0176552795031056,0.0898412698412698,0.120451127819549,-0.0133333333333333,-0.113784461152882,-0.2,-0.133333333333333,-0.133333333333333,-0.119047619047619,-0.08,0.108888888888889,0.0102298850574713,0.104137931034483,-0.113333333333333,0.0288329519450801,0.110387931034483,0.12,-0.0131481481481481,0.240100250626566,0.130878743249877,0.275,-0.0376623376623377,0.041358024691358,0,0.0428571428571429,0.0496495956873315,0.0628571428571429,0.0734591194968554,0.0666666666666667,0.0795595979657549,0.0747749089705396,0.0866666666666667,0.232142857142857,0.232142857142857,0.2375,0.0842199237451521,0.193225235299599
"TGFR",-0.2375,-0.0666666666666667,0,-0.0712023175344201,-0.0630762948502289,-0.0251279776740681,-0.0743444025331681,-0.0522030651340996,-0.0674822840305752,-0.0216404861643334,-0.240100250626566,0.0882893450635386,0.103710653694776,0.0922039358108696,-0.219047619047619,-0.233333333333333,-0.0311693684566025,-0.0102298850574713,0.0311923974070357,-0.0226587301587302,0.120451127819549,-0.00333333333333333,-0.120451127819549,-0.233333333333333,-0.113333333333333,-0.119047619047619,-0.113784461152882,-0.104137931034483,0.0898412698412698,-0.00200033076986687,0.110387931034483,-0.08,0.0270472376593658,0.104173241768946,0.108888888888889,-0.0177744826677211,0.251728157603311,0.130154105568718,0.268827160493827,-0.0262337662337662,0.045220685635564,0.0428571428571429,0.0628571428571429,0.0502947569776541,0.0496495956873315,0.0747749089705396,0.0866666666666667,0.0801796156805467,0.0795595979657549,0.0734591194968554,0.2375,0.2375,0.238669590643275,0.089461859229023,0.200315699847277
"Patched",0.223076923076923,0.1,0.1,-0.0609573894282632,0.259677419354839,-0.025,-0.375,-0.314285714285714,0.271908045977012,-0.141559139784946,0.1,-0.0333333333333333,-0.0384615384615385,-0.0333333333333333,0.1,0,0.381666666666667,-0.0333333333333333,-0.25,0.373333333333333,-0.0276923076923077,0,0.02,0,0,0.1,0,0.0666666666666667,0.333333333333333,0.00606060606060606,-0.186666666666667,0.1,0.0111111111111111,-0.224166666666667,0.233333333333333,0.0537037037037037,-0.114285714285714,-0.133968253968254,0.166666666666667,-0.234285714285714,-0.0385281385281385,-0.2,-0.2,-0.2375,-0.25,-0.143333333333333,-0.1,-0.13680690399137,-0.137777777777778,-0.15,-0.223076923076923,-0.223076923076923,-0.235576923076923,-0.287432567432567,-0.290842490842491
"MEK",0.172674547674548,0.166666666666667,0.1,0.0452865585395397,0.308658687155396,-0.0223826376078887,-0.3326358315684,-0.259936410682691,-0.188725556890018,0.0264279159257638,-0.0152597402597403,0.0144463579862479,0.0320184422623447,0.0148153616762848,-0.0607142857142857,-0.0857142857142857,0.31277245573173,-0.0668609168609169,-0.293804016217809,0.314232309746328,0.00529102470041575,-0.0707070707070707,-0.103624358033749,-0.1,-0.1,-0.08,-0.0972413793103448,-0.008,0.311428571428571,0.0748901139412088,-0.000196721311475413,-0.06,0.021090387374462,0.00699282117218472,0.306666666666667,0.159464914170797,0.00467150496562262,0.020256451546635,0.208063492063492,-0.330657526168362,-0.1042982856274,-0.166666666666667,-0.166666666666667,-0.14009324009324,-0.143589743589744,-0.134830082198503,-0.16140350877193,-0.142961697738104,-0.140173593648885,-0.138326585695007,-0.172674547674548,-0.172674547674548,-0.172357087357087,-0.386577739576288,-0.326904660947214
"RKIP",0.176948051948052,0.1,0,0.0472902015267893,0.311222789719499,-0.0192080344332855,-0.331842180774749,-0.261484398298791,-0.190672028909483,0.028379135437959,-0.0607142857142857,0.0154364569961489,0.0338366240805265,0.0144463579862479,-0.0857142857142857,-0.1,0.314232309746328,-0.0707070707070707,-0.290200412614206,0.311428571428571,0.103624358033749,-0.0888888888888889,-0.0972413793103448,-0.1,-0.1,-0.03,-0.08,-0.06,0.306666666666667,0.0668609168609169,0.008,-0.1,0.0152080344332855,-0.000196721311475413,0.3,0.158366013071895,0.0152597402597403,0.0186171072843399,0.199174603174603,-0.329341736694678,-0.102496483825598,-0.1,-0.166666666666667,-0.143589743589744,-0.166666666666667,-0.138326585695007,-0.166666666666667,-0.140173593648885,-0.134830082198503,-0.16140350877193,-0.176948051948052,-0.176948051948052,-0.172674547674548,-0.381975229116037,-0.319779353821907
"CD44",0,-0.1,-0.1,-0.0549207469330149,0.0482721956406167,-0.0174603174603175,0.0142857142857143,0.0295827843653931,-0.230520590520591,-0.0558974358974359,-0.1,0.122222222222222,0.126900584795322,0.103854875283447,-0.1,-0.1,0.00583333333333332,-0.114285714285714,-0.0133333333333333,0.00583333333333332,0.155,-0.1,-0.155,0,-0.1,-0.2,-0.175,-0.1,-0.00666666666666668,0.119548872180451,0.12,-0.1,-0.0920634920634921,0.129090909090909,-0.0666666666666667,0.0153113553113553,0.106666666666667,0.112540792540793,0.230952380952381,-0.0788888888888889,0.05,0,0.1,0.0533333333333333,0.1,0.0533333333333333,0.2,0.0462850327966607,0.0370542635658915,0.2,0,0,-0.02,-0.14894685146786,-0.144047619047619
"cMet",0.02,-0.2,-0.1,-0.0511039530398851,0.0516620261490913,-0.0144300144300144,0.00923520923520925,0.0280202843653931,-0.23125051752789,-0.0562533077835569,-0.106666666666667,0.103854875283447,0.109253525971792,0.0984003298289013,-0.1,-0.1,0.00796099290780141,-0.119548872180451,-0.00700421940928269,0.00583333333333332,0.164090909090909,-0.114285714285714,-0.155,-0.1,-0.1,-0.175,-0.155,-0.12,0.00583333333333332,0.108910574308111,0.129090909090909,-0.1,-0.0825396825396825,0.104090909090909,-0.00666666666666668,0.0119405687945014,0.112916666666667,0.0951494881929664,0.230952380952381,-0.0825925925925926,0.0484126984126984,0.1,0.1,0.0351515151515151,0.0533333333333333,0.0370542635658915,0.2,0.0508048068079601,0.0462850327966607,0.0533333333333333,-0.02,-0.02,-0.0313207547169811,-0.150298202819211,-0.153725038402458
"SHH",0.2,0.1,0,-0.0502777777777778,0.25,0,-0.35,-0.3,0.270574712643678,-0.138781362007168,0.1,0,0,-0.0333333333333333,0,0,0.373333333333333,0,-0.25,0.333333333333333,-0.02,0.1,0,0,0,0,0.1,0.1,0.233333333333333,0.0333333333333333,-0.0666666666666667,0,0,-0.186666666666667,0.2,0.05,-0.1,-0.122857142857143,0.1,-0.22,-0.0476190476190476,-0.2,-0.2,-0.25,-0.2,-0.15,-0.1,-0.137777777777778,-0.143333333333333,-0.1,-0.2,-0.2,-0.223076923076923,-0.27974025974026,-0.271794871794872
"SOSGRB2",-0.149529190207156,0.1,0,0.0787799125722021,0.064727789623312,0.00342105263157895,-0.169260651629073,-0.149699948283256,-0.130209370689503,0.0557165867165867,-0.173099415204678,-0.0498924731182796,-0.0403409090909091,-0.0463959696217761,-0.188888888888889,-0.2,0.114475878731198,0.124475524475524,-0.0970818070818071,0.118021978021978,-0.000772200772200771,0.109090909090909,0.000772200772200771,-0.2,0,0.0476190476190476,0.0142857142857143,0.0333333333333333,0.125714285714286,-0.12588397517975,-0.0630630630630631,0,-0.00342105263157895,-0.0607374816677142,0.135714285714286,0.0171304347826087,0.152266081871345,-0.0516751954994874,0.0694444444444444,-0.102229532163743,-0.0854304180418042,-0.1,-0.142857142857143,-0.107349896480331,-0.126190476190476,-0.102277432712215,-0.142857142857143,-0.105910319901508,-0.102277432712215,-0.12111801242236,0.149529190207156,0.149529190207156,0.158503549181515,-0.140274192623186,0.00984548255235492
"RAF",-0.176948051948052,-0.1,0,-0.0472902015267893,-0.311222789719499,0.0192080344332855,0.331842180774749,0.261484398298791,0.190672028909483,-0.028379135437959,0.0607142857142857,-0.0154364569961489,-0.0338366240805265,-0.0144463579862479,0.0857142857142857,0.1,-0.314232309746328,0.0707070707070707,0.290200412614206,-0.311428571428571,-0.103624358033749,0.0888888888888889,0.0972413793103448,0.1,0.1,0.03,0.08,0.06,-0.306666666666667,-0.0668609168609169,-0.008,0.1,-0.0152080344332855,0.000196721311475413,-0.3,-0.158366013071895,-0.0152597402597403,-0.0186171072843399,-0.199174603174603,0.329341736694678,0.102496483825598,0.1,0.166666666666667,0.143589743589744,0.166666666666667,0.138326585695007,0.166666666666667,0.140173593648885,0.134830082198503,0.16140350877193,0.176948051948052,0.176948051948052,0.172674547674548,0.381975229116037,0.319779353821907
"ERK",-0.172357087357087,-0.16140350877193,-0.166666666666667,-0.0448402832219977,-0.3123623908591,0.0228550785527706,0.330588587473912,0.258220724408182,0.186651616403093,-0.0240360116019368,0.00467150496562262,-0.0148153616762848,-0.0309945514773618,-0.0142074589407225,0.0152597402597403,0.0607142857142857,-0.311398829358103,0.0748901139412088,0.292949315363108,-0.31277245573173,-0.00556957623244918,0.0668609168609169,0.00529102470041575,0.0857142857142857,0.06,0.0972413793103448,0.103624358033749,-0.000196721311475413,-0.314232309746328,-0.0746131056309595,-0.00699282117218472,0.008,-0.0257415501651596,-0.00844209653450356,-0.311428571428571,-0.155997507790769,-0.00650636735094372,-0.0172444033538639,-0.216801356141162,0.329264768508195,0.107062513269676,0.166666666666667,0.143589743589744,0.145356397987977,0.14009324009324,0.140173593648885,0.138326585695007,0.143170031071438,0.142961697738104,0.134830082198503,0.172357087357087,0.172357087357087,0.177087560404392,0.390298145438745,0.332445078749212
"FUS",-0.237902504472272,-0.15,-0.1,0.0598503783581525,-0.261609135437498,0.0260814183217219,0.391158885307268,0.32303367768965,-0.273399026570326,0.144737531063354,-0.142285714285714,0.0476190476190476,0.0438445612358656,0.0521351766513057,-0.114285714285714,-0.1,-0.388624688518306,0.00606060606060606,0.263475499092559,-0.384369369369369,0.00909251667872358,0.00606060606060606,-0.0125407925407925,-0.1,-0.0666666666666667,-0.02,-0.0276923076923077,-0.224166666666667,-0.381666666666667,-0.0128787878787879,0.218611111111111,-0.186666666666667,-0.0377504553734062,0.225681818181818,-0.373333333333333,-0.0651450341625888,0.149978021978022,0.135216102505259,-0.175775978407557,0.242934053346424,0.0379070205157162,0.25,0.2375,0.230021367521368,0.231944444444444,0.13680690399137,0.143333333333333,0.135638221415365,0.134551264893626,0.137777777777778,0.237902504472272,0.237902504472272,0.239212548140394,0.296115869644982,0.305330915039653
