"","CDC42","Jagged","ILK","SMO","IKK","SHH","Csn","TWIST1","SUFU","AKT","SMAD","Patched","FUS","KLF4","AXIN2","Ecadherin","LIV1","TCFLEF","Frizzled","Wnt","ZEB1","RAS","PI3K","GSK3","RAF","DELTA","FOXC2","ZEB2","GLI","DSH","cateninnuc","Destcompl","STAT","SRC","cMet","CD44","TrCP","cateninmemb","miR200","NFB","SNAI2","Csl","NOTCH","SNAI1","HEY1","EGR1","NOTCHic","RKIP","ERK","cfos","MEK","SOSGRB2","TGF","PAK1","TGFR"
"ZEB1",0.29888389138764,0.141202229656889,0.176069278503288,0.204545454545455,0.220972102387115,0.194155391046745,0.226666666666667,0.235076652115487,0.2,0.203829245244258,0.140973124657134,0.165329768270945,0.15,0.0130332512233059,0.0979232501227585,0.0802385645412429,0,-0.00642838446171118,-0.00209059233449477,-0.0117059769498794,0.0404672938256147,0.0798940315762114,0.0781617481116445,0.0176297571418426,-0.0781617481116445,-0.0781617481116445,-0.0275406219551721,-0.0404672938256147,0.0113623343381955,0.0142857142857143,0.0045692846574059,-0.0791673195448672,0.00769230769230769,-0.00450281425891182,0.00334032299599014,0.00403476744043459,-0.166666666666667,-0.170175357200832,-0.158769769151839,-0.189824561403509,-0.175447582133629,-0.1625,-0.172806271268838,-0.241559702518807,-0.178730871891494,-0.166666666666667,-0.186029411764706,-0.263031475294531,-0.207137254901961,-0.210666666666667,-0.217269413492269,-0.254152046783626,-0.305834608842374,-0.306130268199234,-0.310559018291193
"TCFLEF",0.123613595706619,0.0621010637950229,0.101458494721653,0.00571428571428571,0.0258349392542941,0.0101472958072998,0.0844155844155844,0.0551352857993748,-0.0333333333333333,0.00626972186298974,0.0901774239759547,-0.003963133640553,-0.0133333333333333,-0.0952842500636618,0.32450989010989,0.0677653933877879,0.0333333333333333,-0.133257867454036,-0.00607843137254902,-0.0103519356460533,0.0212110136452242,-0.152393265947112,-0.143589060953682,0.398806150264897,0.143589060953682,0.143589060953682,0.207517549793332,-0.0212110136452242,0.0196687058323887,-0.00392156862745098,0.134718348553692,0.464475259499999,0.00416666666666666,0.0141666666666667,0.0184401709401709,0.0278741332043219,-0.0571428571428571,-0.00966518472356121,0.0042024374554495,-0.0484155844155844,-0.139978377950621,-0.124198947871832,-0.0929306265898305,0.105355799477138,-0.118157896406255,-0.0142857142857143,-0.106551889048302,0.0694714607154337,-0.0488501742160279,-0.045993031358885,-0.0481699021071843,-0.0516364194687548,-0.0888144374470411,-0.153846153846154,-0.103052848043068
"SOSGRB2",-0.0242857142857143,0.02445861680406,0.0333333333333333,0.0333333333333333,-0.0929824561403509,0.0352817934213283,-0.1,0,0,-0.0888157894736842,0.0382284382284382,0.0306306306306306,0.0333333333333333,0.0169298245614035,0.00189081408140814,0.150573062938654,0,0.000845592241473248,0.0142857142857143,-0.00238095238095238,0.0140726817042607,-0.117564826886861,-0.106026365348399,0.059289147816497,0.106026365348399,0.106026365348399,0.0286691086691087,-0.0140726817042607,0.00383022774327122,0,0.000492839880897689,0.123828371479378,0,-0.0142857142857143,-0.00124223602484472,0.000207039337474121,0.1,-0.133165672165672,0.00440885239284543,0.0666666666666667,0.233594829281268,0.0727272727272727,0.0895203388161135,0.0516503198294243,-0.0361742424242424,0.104761904761905,0.0881118881118881,0.159576023391813,0.102960102960103,0.138095238095238,0.121141921141921,0.114166666666667,0.0225672200140285,0.0142857142857143,0.0204395604395604
"NFB",0.120707070707071,0.0497212988746772,0.0935299779977998,0.103703703703704,-0.0212998712998713,0.107318161535029,-0.0857142857142857,0.136339869281046,0.08,-0.0324109824109824,0.0909277475145284,0.103703703703704,0.1,0.0043040293040293,0.0319300911854103,0.0555126541024837,0.05,0.00736251162125438,0.00897435897435898,0.0166666666666667,0.00971831878546942,-0.143093967548826,-0.14010889292196,0.271788407670761,0.14010889292196,0.14010889292196,0.121599259527546,-0.00971831878546942,-0.0110486891385768,-0.0166666666666667,-0.0066566292683132,0.209849457844788,-0.0166666666666667,-0.00897435897435898,-0.0166666666666667,-0.0115819209039548,0.1,-0.0632431074968815,0.00829764875870222,0.00238095238095238,-0.27371335585502,0.0329004329004329,0.0504119536377601,0.024827692379193,-0.0931390977443609,-0.0357142857142857,0.0471861471861472,0.0127644668628275,-0.0748253968253968,-0.0637142857142857,-0.0715574229691877,-0.165338345864662,-0.101076690960235,-0.138888888888889,-0.105507070707071
"IKK",-0.138888888888889,-0.0490018744142455,-0.0826388888888889,-0.1,0.00238095238095238,-0.103703703703704,0.1,-0.143006535947712,-0.1,0.0212998712998713,-0.0935299779977998,-0.103703703703704,-0.08,0.00146520146520147,-0.0354761904761905,-0.0518208402983103,-0.1,-0.0115819209039548,-0.0166666666666667,-0.00897435897435898,-0.00550375939849624,0.14010889292196,0.14010889292196,-0.27021978021978,-0.14010889292196,-0.14010889292196,-0.12040404040404,0.00550375939849624,0.0166666666666667,0.05,0.00736251162125438,-0.206028859838144,0.05,0.0166666666666667,0.00897435897435898,0.0166666666666667,-0.2,0.065249443294136,-0.00739130434782609,-0.0857142857142857,0.277371892440386,-0.00909090909090909,-0.0471861471861472,-0.0278413910093299,0.0842105263157895,0.05,-0.0329004329004329,-0.010200364298725,0.0637142857142857,0.0357142857142857,0.0748253968253968,0.164285714285714,0.105507070707071,0.15,0.120707070707071
"SRC",0.0763888888888889,0.00102211244413079,0.0388157894736842,0.0166666666666667,0.0602564102564102,0.0190631808278867,0.05,0.0245080207149173,-0.0333333333333333,0.0713675213675214,0.0559329065908013,0.0425925925925926,0.0166666666666667,0.0839147286821706,0.0361681329423265,-0.01588065529242,0,-0.0194582167133147,-0.025,-0.015,-0.0281895777178796,-0.0783646224447226,-0.0783646224447226,0.25004329004329,0.0783646224447226,0.0783646224447226,0.0725676937441643,0.0281895777178796,0.0133606557377049,0,0.0232613487043661,0.115609571587832,0.1,0.025,0.015,0.0133606557377049,-0.1,-0.0411136057476426,-0.0226233347972478,-0.0833333333333333,0.0235920120106527,-0.08,-0.0669047619047619,0.0214499652814119,-0.0730139026812314,0.0666666666666667,-0.0561904761904762,0.103844900619094,0.0505050505050505,0.0393939393939394,0.0523918429578807,-0.0228571428571429,-0.0602849927849928,-0.0888888888888889,-0.0621031746031746
"CDC42",0.080952380952381,-0.0599652777777778,-0.0148148148148148,0.0238095238095238,0.0125,-0.0145815554417705,0,0.0371601731601732,0,-0.0348684210526316,-0.0712664277180406,-0.050384024577573,-0.0428571428571429,-0.0925714285714286,-0.115057471264368,-0.119744244959212,-0.1,-0.0893767034361094,-0.08,-0.0837037037037037,-0.0433759944655828,0.0463055954088953,0.0426470588235294,-0.0205059523809524,-0.0426470588235294,-0.0426470588235294,0.040897724943636,0.0433759944655828,0.0837037037037037,0.1,0.0853026293620353,0.103210793234816,0.1,0.08,0.0837037037037037,0.0864064064064064,0.1,0.137112713839678,-0.0296451914098973,0.05,-0.121930040762158,0.0833333333333333,0.0664102564102564,-0.0969839443257165,0.0149425287356322,-0.22,0.0371794871794872,-0.155547785547786,-0.258260869565217,-0.28,-0.273515106853353,-0.2,-0.0949452508276038,-0.185714285714286,-0.102521008403361
"Jagged",0.1,-0.0425974025974026,0.0333333333333333,0,0,0.0192307692307692,0,0.071,0,-0.0333333333333333,-0.0666666666666667,-0.05,-0.1,-0.1,-0.0142857142857143,-0.0447368421052632,0,-0.0153379953379953,0,-0.02,-0.0434782608695652,0.0624242424242424,0.0533333333333333,-0.0409961685823755,-0.0533333333333333,-0.0533333333333333,0.0485714285714286,0.0434782608695652,0.0123076923076923,0,0.012041292041292,0.00758301158301158,0,0,0.02,0.0123076923076923,0,0.0276824583866837,-0.0333333333333333,0.1,-0.147385620915033,0,-0.0314285714285714,-0.125,-0.133333333333333,-0.1,-0.06,-0.158974358974359,-0.22,-0.2,-0.253333333333333,-0.18,-0.107111111111111,-0.2,-0.111111111111111
"STAT",0.184659090909091,-0.0207597362504223,-0.00112721417069243,-0.015,0.00285714285714285,-0.0457059065651369,0,0.126526996242139,-0.05,-0.0361259079903148,-0.045954800377589,-0.0731395348837209,-0.075,0.012962962962963,0.0518461930226636,-0.0545736512404501,-0.1,-0.00106925584054922,-0.00178571428571429,0.00730519480519481,-0.0444862829478214,0.118204264039603,0.115219189412738,-0.102196261682243,-0.115219189412738,-0.115219189412738,0.0399263803680982,0.0444862829478214,-0.00478418640183346,0.0142857142857143,-0.00167210291987987,-0.0590227423380376,0.0142857142857143,0.00178571428571429,-0.00730519480519481,-0.00303169053169053,0.1,-0.0301891204244359,-0.0330373130793159,0.04,-0.114479686120553,0.0294117647058824,0.0181286369179002,-0.0842963959200161,-0.00266666666666667,-0.2,-0.000317965023847377,-0.141586229086229,-0.234117647058824,-0.24,-0.243795066413662,-0.142857142857143,-0.192769947761367,-0.190909090909091,-0.195185406698565
"Csn",0.193690637720488,0.0431220299288397,-0.0050491718426501,-0.0284271284271284,0.165833333333333,-0.0338034725131499,0.145,0.163918497740377,-0.0142857142857143,0.168233333333333,-0.00839107415627478,-0.0338034725131499,-0.0253968253968254,-0.0486432521726639,0.199306047371734,-0.0511278315757739,0.133333333333333,0.164758545881052,0.153448275862069,0.159472372247611,-0.0476856906534326,0.377134114213341,0.372719526881288,-0.437675805424019,-0.372719526881288,-0.372719526881288,-0.0939673539611376,0.0476856906534326,-0.163402503251978,-0.15,-0.165299736500414,-0.439984986772528,-0.15,-0.153448275862069,-0.159472372247611,-0.163472372247611,-0.22,-0.0338342913057752,-0.018895592785464,-0.153333333333333,-0.121774771303174,-0.171717171717172,-0.184654234654235,-0.187969992911082,-0.00655592469545958,0.0533333333333333,-0.180808080808081,-0.153309012266119,0.0494372294372294,0.0533333333333333,0.0494372294372294,-0.0105153925977171,-0.210390962058044,-0.177272727272727,-0.203947047976899
"Ecadherin",0.0855757575757576,-0.0204247158717292,0.0031304347826087,0.0229166666666667,0.0821164021164021,0.0230521336042672,0.08,0.0138926497973491,0.0333333333333333,0.0782202982202982,-0.00824971049584166,0.0175403225806452,0.0166666666666667,-0.0794186591654946,0.0823465216123661,-0.14944721151506,-0.0333333333333333,-0.0140356281485496,-0.0108983128134975,-0.0160707266066009,-0.0510742251502746,0.0765485940830995,0.0776659125188537,-0.0814590473209008,-0.0776659125188537,-0.0776659125188537,0.0305986626569756,0.0510742251502746,0.0160707266066009,0.00392156862745098,0.0145024815565795,-0.0865612034418893,0.00392156862745098,0.0108983128134975,0.0169852693352366,0.0166508211747015,-0.1,-0.0740315522327718,-0.0393955475519721,-0.0561904761904762,-0.105854186312399,-0.0709090909090909,-0.0774165833400111,-0.0521249028501695,-0.0152251065160659,0.0527272727272727,-0.0822492970946579,-0.0501266969164241,0.0620056232427367,0.0527272727272727,0.0569075840270504,0.0041708043694141,-0.0877245689372889,-0.0789090909090909,-0.088990391722099
"ZEB2",-0.336103896103896,-0.214953480334067,-0.195947995666306,-0.195,-0.191388888888889,-0.181341463414634,-0.177777777777778,-0.177059545553786,-0.175,-0.151201973001038,-0.146557751763867,-0.141341463414634,-0.117857142857143,-0.111169144234632,-0.110581400735164,-0.105812309790403,-0.1,-0.0763484611371935,-0.0727272727272727,-0.0701631701631702,-0.0590800401446825,-0.032077180492598,-0.028008658008658,-0.0176497962438725,0.028008658008658,0.028008658008658,0.0453286713286713,0.0590800401446825,0.0719980325484913,0.0727272727272727,0.0775172923060247,0.0781256144110907,0.08,0.08,0.08,0.0809259259259259,0.1,0.125809182078845,0.136502330921162,0.140277777777778,0.162144000412137,0.18974358974359,0.196912988650694,0.198120905597215,0.198181818181818,0.2,0.220410256410256,0.244380032206119,0.247368421052632,0.247368421052632,0.266880616174583,0.287673992673993,0.339429670858242,0.341558441558442,0.346307977736549
"RAF",0.153333333333333,-0.128872584687525,-0.164495079161318,-0.153333333333333,0.0107142857142857,-0.162644808743169,0,0.164111705288176,-0.1,0.0198051948051948,-0.155584188072209,-0.141333333333333,-0.133333333333333,-0.043663318986131,0.019971870604782,-0.195053349106341,0,0.0255796834744203,0,0.02,-0.059663318986131,0.310003885003885,0.288636363636364,-0.358786446020489,-0.288636363636364,-0.288636363636364,-0.0402593575007368,0.059663318986131,-0.0276923076923077,0,-0.0283786656627155,-0.338131977529688,0,0,-0.0157894736842105,-0.0234817813765182,0,0.144663487016428,-0.0132255546121277,0.0142857142857143,-0.409194789298828,0.0111111111111111,-0.0186091686091686,-0.241202851446208,0.164808362369338,-0.25,-0.00707070707070707,-0.334313725490196,-0.225862068965517,-0.25,-0.249266324284666,-0.275492063492064,-0.170244770805518,-0.133333333333333,-0.158095238095238
"KLF4",0.0789090909090909,-0.0224842124392349,-0.00266666666666666,0.0166666666666667,0.0561904761904762,0.0175403225806452,0.1,0.0155686274509804,0,0.0821164021164021,0.0031304347826087,0.0229166666666667,0.0333333333333333,-0.062962962962963,0.0833774494474177,-0.047597162829568,-0.0333333333333333,-0.0166508211747015,-0.00392156862745098,-0.0108983128134975,-0.0610268317853457,0.0776659125188537,0.0798717948717949,-0.0836665528396646,-0.0798717948717949,-0.0798717948717949,0.0257931706661289,0.0610268317853457,0.0160707266066009,0.0333333333333333,0.0140356281485496,-0.0855360403477606,0.0333333333333333,0.00392156862745098,0.0108983128134975,0.0169852693352366,-0.1,-0.0719802701814897,-0.0511273911273911,-0.08,-0.104349068913242,-0.0709090909090909,-0.0822492970946579,-0.051808447153967,-0.0105271199388846,0.08,-0.0709090909090909,-0.05424654710369,0.0527272727272727,0.0527272727272727,0.0620056232427367,0.00943396226415094,-0.088990391722099,-0.0909090909090909,-0.0855757575757576
"FOXC2",0.0789090909090909,-0.0224842124392349,-0.00266666666666666,0.0166666666666667,0.0561904761904762,0.0175403225806452,0.1,0.0155686274509804,0,0.0821164021164021,0.0031304347826087,0.0229166666666667,0.0333333333333333,-0.062962962962963,0.0833774494474177,-0.047597162829568,-0.0333333333333333,-0.0166508211747015,-0.00392156862745098,-0.0108983128134975,-0.0610268317853457,0.0776659125188537,0.0798717948717949,-0.0836665528396646,-0.0798717948717949,-0.0798717948717949,0.0257931706661289,0.0610268317853457,0.0160707266066009,0.0333333333333333,0.0140356281485496,-0.0855360403477606,0.0333333333333333,0.00392156862745098,0.0108983128134975,0.0169852693352366,-0.1,-0.0719802701814897,-0.0511273911273911,-0.08,-0.104349068913242,-0.0709090909090909,-0.0822492970946579,-0.051808447153967,-0.0105271199388846,0.08,-0.0709090909090909,-0.05424654710369,0.0527272727272727,0.0527272727272727,0.0620056232427367,0.00943396226415094,-0.088990391722099,-0.0909090909090909,-0.0855757575757576
"SMAD",0.10271629778672,0.0103625192012289,0.0330842673308427,0.06,0.0200280112044818,0.0634855564271341,0.0166666666666667,0.0570194136696816,0.05,0.0373613445378151,-0.0283443040977287,0.0921100917431193,0.125,-0.0429343795925521,-0.029423375846799,-0.0313630129701055,-0.02,-0.0272489069802503,-0.0388888888888889,-0.036965811965812,-0.0754669340648058,-0.0644306289741822,-0.0604832605531295,0.10182857938497,0.0604832605531295,0.0604832605531295,0.036554123827332,0.0754669340648058,0.0420017831888335,0.0333333333333333,0.0281607610835937,0.0713109956315447,0.02,0.0255555555555556,0.0255555555555556,0.0295555555555556,-0.05,0.0327147490993912,-0.0658896957460896,-0.0690476190476191,-0.129709275815223,-0.0361904761904762,-0.0154734537493158,-0.0688526724171885,-0.0335030525893973,-0.257142857142857,-0.0051559934318555,-0.142587996561246,-0.254967313256886,-0.241013824884793,-0.245351928641501,-0.179939367051168,-0.0902655421500491,-0.0928571428571429,-0.0898671357755471
"Wnt",0.333333333333333,0.0465196078431373,0.0136752136752137,-0.05,0.166666666666667,-0.0621212121212121,0.1,0.231176470588235,0,0.154166666666667,-0.0444643212085073,-0.0954545454545455,-0.1,-0.109803921568627,0.180606060606061,-0.195711101120228,0,0.147932330827068,0.2,0.125,-0.0780966044954567,0.402426520847573,0.379699248120301,-0.453605015673981,-0.379699248120301,-0.379699248120301,-0.0780566801619433,0.0780966044954567,-0.140789473684211,-0.2,-0.152568092416472,-0.44598141316023,-0.1,-0.1,-0.125,-0.140789473684211,-0.1,0.0216949152542373,-0.0467676767676768,-0.0666666666666667,-0.224741379310345,-0.1,-0.171428571428571,-0.289906832298137,-0.0292307692307692,0,-0.171428571428571,-0.263333333333333,-0.0133333333333333,-0.0333333333333333,-0.0309803921568627,-0.160606060606061,-0.388405797101449,-0.3,-0.366666666666667
"cMet",0.113333333333333,-0.0919742576264315,-0.0897959183673469,-0.1,0.06,-0.0875,0.1,0.0584607153146479,-0.1,0.06625,-0.10252319109462,-0.1,-0.1,0.00952380952380952,0.0615873015873016,-0.0360801099912899,-0.1,0.0431663685152057,0.05,0.03,-0.0813852813852814,0.0753459119496855,0.0866666666666667,0.0148041474654378,-0.0866666666666667,-0.0866666666666667,-0.0703059071729958,0.0813852813852814,-0.0436363636363636,-0.1,-0.0397765380067311,-0.0602868911692441,0,0.05,-0.03,-0.0416279069767442,0,-0.0230690365387874,-0.0512803304787001,-0.0666666666666667,-0.215530228084973,-0.0857142857142857,-0.0677971524556071,-0.0782359725713874,0.0576195390436877,-0.125,-0.0699248120300752,-0.178888888888889,-0.215,-0.185,-0.187727272727273,-0.21952380952381,-0.104822695035461,-0.113333333333333,-0.113333333333333
"TrCP",0.102521008403361,-0.0832781612133606,-0.0712664277180406,-0.050384024577573,-0.0348684210526316,-0.0495815554417705,-0.05,0.0463993035949558,-0.0428571428571429,-0.00894249512670565,-0.02610513739546,-0.0145815554417705,0.0238095238095238,-0.041751756440281,-0.117573194534808,-0.11829095776198,-0.1,-0.0853026293620353,-0.0837037037037037,-0.0837037037037037,-0.0829258336938787,0.0422146863179862,0.0463055954088953,-0.0237786796536797,-0.0463055954088953,-0.0463055954088953,0.0195184145988084,0.0829258336938787,0.0880939476061427,0.08,0.0859922845344491,0.102007785716019,0.08,0.0837037037037037,0.0864064064064064,0.0893767034361094,0,0.135830662557627,-0.0702543284657349,-0.0125,-0.121930040762158,0.0371794871794872,0.0521245421245421,-0.0776522020822797,0.0693542934415145,-0.28,0.0664102564102564,-0.17267485737099,-0.273515106853353,-0.258260869565217,-0.261515106853353,-0.206930693069307,-0.0976774912647622,-0.080952380952381,-0.0949452508276038
"CD44",0.113333333333333,-0.102843822843823,-0.1,-0.1,0.0666666666666667,-0.1,0,0.0618315018315018,-0.1,0.06,-0.0897959183673469,-0.1,-0.1,0.019047619047619,0.06,-0.033790033655412,-0.1,0.0416279069767442,0.1,0.05,-0.0904761904761905,0.0866666666666667,0.0952380952380952,0.0196428571428571,-0.0952380952380952,-0.0952380952380952,-0.0791666666666667,0.0904761904761905,-0.03,0,-0.0431663685152057,-0.0609625668449198,0.1,0,0.05,-0.03,-0.1,-0.0234249084249084,-0.0622178304787001,-0.1,-0.214070374070374,-0.1,-0.0699248120300752,-0.0799308878256247,0.0713450292397661,-0.2,-0.0857142857142857,-0.178888888888889,-0.185,-0.125,-0.215,-0.192857142857143,-0.113333333333333,-0.133333333333333,-0.113333333333333
"SNAI2",0.134453781512605,0.0798112374554103,-0.0137491616364856,-0.0858823529411765,0.116091954022989,-0.0866584380230966,0.133333333333333,0.119735982000553,-0.1,0.126935327516964,-0.0113568171388779,-0.0838415366146459,-0.08,-0.100192307692308,0.137185089933633,0.160212600320454,0.08,0.0823465216123661,0.0851948051948052,0.0866032558990305,-0.0966320537025383,0.130355925807015,0.130355925807015,-0.130925875777547,-0.130355925807015,-0.130355925807015,0.0543180666244049,0.0966320537025383,-0.0839294591075867,-0.0709090909090909,-0.0835887576372108,-0.133750891428043,-0.0709090909090909,-0.0851948051948052,-0.0866032558990305,-0.0833774494474177,-0.1,-0.171875355800855,-0.0697315127114287,-0.133333333333333,0.194948581643321,-0.128070175438597,-0.132809295967191,-0.114958565337078,-0.00691681735985533,0.1,-0.126315789473684,-0.110474358974359,0.0764705882352941,0.0823529411764706,0.0805246422893482,0.0308992562542258,-0.140123474138819,-0.13921568627451,-0.137017884076708
"miR200",-0.32156862745098,-0.158383712938544,-0.135273680760406,-0.134166666666667,-0.171278195488722,-0.15307145477894,-0.14,-0.269674088692494,-0.1,-0.210900836998156,-0.184489981700845,-0.198723628691983,-0.1875,-0.159454796411318,-0.13651943782293,-0.192483840647991,-0.1,-0.0895043932377853,-0.08,-0.0870422535211268,-0.112177419354839,-0.0980210209264439,-0.101262916188289,-0.0144253390766926,0.101262916188289,0.101262916188289,0.0514510963291451,0.112177419354839,0.0804488469277202,0.1,0.086171059904452,0.113155677953514,0.1,0.0869565217391304,0.0939987752602572,0.0895043932377853,0.2,0.195027072316392,0.18690037334274,0.208421052631579,0.209167425275633,0.201970443349754,0.200937908769586,0.212615902615903,0.138107344632768,0.171428571428571,0.174384236453202,0.272885885800986,0.226883116883117,0.181428571428571,0.224842300556586,0.26717279174726,0.326163526175662,0.3,0.315117014547755
"Frizzled",0.366666666666667,0.025307486631016,-0.0444643212085073,-0.0954545454545455,0.154166666666667,-0.107282502443793,0.0666666666666667,0.254985994397759,-0.1,0.204166666666667,-0.0136231997131802,-0.0621212121212121,-0.05,-0.0812324929971989,0.192233967582805,-0.200140005549132,0.1,0.152568092416472,0.125,0.140789473684211,-0.122651059941001,0.415812347619227,0.402426520847573,-0.467544409613375,-0.402426520847573,-0.402426520847573,-0.096661331324734,0.122651059941001,-0.147932330827068,-0.2,-0.153044282892662,-0.454734728810097,-0.1,-0.125,-0.140789473684211,-0.147932330827068,-0.1,0.0264568200161421,-0.0827051767676768,-0.166666666666667,-0.233889644294572,-0.171428571428571,-0.208683473389356,-0.280383022774327,0.0239607201309329,-0.0333333333333333,-0.171428571428571,-0.295476190476191,-0.0309803921568627,-0.0133333333333333,-0.027276688453159,-0.163636363636364,-0.414120082815735,-0.333333333333333,-0.388405797101449
"cateninmemb",0.224606060606061,0.147596584482878,-0.00788405797101449,-0.166666666666667,0.203597883597884,-0.16753026839387,0.22,0.242427940263629,-0.166666666666667,0.211390091390091,-0.0168428957434116,-0.16989247311828,-0.166666666666667,-0.145897796530708,0.227130701695637,-0.0581257371053179,0.133333333333333,0.155951406294463,0.162608299133607,0.159160023271538,-0.130526315789474,0.213268051096674,0.214385369532428,-0.207743359921875,-0.214385369532428,-0.214385369532428,0.0515752601282205,0.130526315789474,-0.155826689938205,-0.150980392156863,-0.156978483792129,-0.215879191369038,-0.150980392156863,-0.162608299133607,-0.15826047304665,-0.154581543280764,-0.2,-0.101940335618318,-0.0697158273135927,-0.196190476190476,-0.270354614265513,-0.205645933014354,-0.217526514013089,-0.201602930657093,-0.0212517368143108,0.0927272727272727,-0.214924283529818,-0.194352490740934,0.078172997408898,0.0750802139037433,0.0777808405461528,-0.00094414853600553,-0.233298337763914,-0.223272727272727,-0.230947524020695
"TWIST1",0.197115987460815,0.0249731921353892,0.00797615797615798,0.0182222222222222,0.152014652014652,0.0210699177482361,0.2,0.100075369583379,0.0333333333333333,0.163879058794313,0.00302566292665303,0.0195920852359209,0.0222222222222222,-0.13413591828226,0.0756038047973532,-0.0437522590389468,0.0333333333333333,0.0411738708115182,0.05,0.0447368421052632,-0.134526631895053,0.0808845336392926,0.0812269993927173,-0.0805237496886484,-0.0812269993927173,-0.0812269993927173,0.0751396858954998,0.134526631895053,-0.0407368421052632,-0.0333333333333333,-0.0428414958833986,-0.0785250942633416,-0.0333333333333333,-0.05,-0.0457446808510638,-0.0413270101683329,-0.2,-0.0395375477927715,-0.0861457569087797,-0.161538461538462,-0.332603108830222,-0.0814814814814815,-0.0887625651776595,-0.162826048521001,-0.0233500962314522,-0.106666666666667,-0.0840455840455841,-0.169725052333748,-0.125774218154081,-0.128405797101449,-0.124281680840648,-0.179111658745526,-0.199960520490428,-0.210909090909091,-0.198365987460815
