"","FOXC2","ZEB2","LIV1","CD44","SRC","GLI","cMet","MEK","STAT","miR200","NOTCH","cateninmemb","Jagged","Csl","RAF","DELTA","GSK3","SOSGRB2","Csn","TWIST1","KLF4","RKIP","NFB","HEY1","SNAI1","Patched","SMO","SHH","SMAD","ILK","PAK1","TGF","IKK","AKT","TrCP","SUFU","FUS","CDC42","TGFR","ZEB1","PI3K","RAS","Ecadherin","SNAI2","NOTCHic","DSH","ERK","Wnt","cfos","Frizzled","AXIN2","EGR1","TCFLEF","cateninnuc","Destcompl"
"CDC42",-0.085287968846075,-0.010373188823552,-0.1,-0.0282882882882883,-0.04,-0.0303508771929825,-0.00666666666666667,-0.0856005895357406,0,0.00495713436889907,0.119487179487179,-0.0291280114887962,0.100243055555556,0.133333333333333,0.0391067538126362,0.0391067538126362,-0.0711742424242424,0.0194444444444444,-0.133333333333333,-0.0558268398268398,0.00412698412698413,-0.0216317016317016,-0.133333333333333,0.0893303348325837,0.0104038577456299,0.0964669738863287,0.119047619047619,0.114985492404847,0.0720942140296979,0.0801587301587302,-0.0428571428571429,0.0740132416603005,-0.0833333333333333,0.0885964912280702,-0.1,-0.133333333333333,0.119047619047619,-0.0714285714285714,-0.0694677871148459,0.11189899688689,-0.0391067538126362,-0.018375046495563,-0.0146337049414588,0.0642771826713433,-0.117948717948718,0,0.0669565217391304,0.00666666666666667,0.08,0.04,0.0464532019704434,0.1,0.0154170011595754,0.0172688530114273,0.0198258613338325
"Csl",-0.0749672727823054,-0.00662645350130337,0,-0.0347671376242805,-0.0205128205128205,-0.0369106699751861,-0.0457875457875458,-0.115031055900621,-0.0538461538461538,0.00580628584708829,0.0951696690406368,-0.0331900100813304,0.084770306343154,0.0924423963133641,-0.00525633287252478,-0.00525633287252478,-0.0881307185455135,-0.0113416579141868,-0.144444444444444,-0.0542721114167896,-0.018440303657695,-0.0127044747593401,-0.0888888888888889,0.191333420770761,-0.0153878006051919,0.111345059115458,0.0866138763197587,0.0958278177361472,0.0911339499828708,0.0811339499828709,0.0564444444444444,0.055305020110914,-0.100516795865633,0.096640826873385,-0.133333333333333,-0.108333333333333,0.116025641025641,-0.0499928315412186,-0.0519036595666963,0.108833729237284,0.00525633287252478,-0.00393484359806346,0.00381208391482895,0.0987918096605665,-0.0924423963133641,0.0538461538461538,0.112857142857143,0.047394540942928,0.0928571428571429,0.0205128205128205,0.0368833163570516,0.1,0.0370572139601583,0.0368856873735374,0.0581013323362586
"GLI",0.106283862229102,-0.00598711384195255,0,0.0116649936243523,0.00451612903225806,0.0149792078808188,0.0289063729346971,0.187456171820813,0.04,0.00748692999466993,-0.146815397246432,0.0353002173416764,-0.114241579904189,-0.141220159151194,-0.153001312139784,-0.153001312139784,0.167112687396273,-0.0215676359039191,0.0888888888888889,0.0640681663177419,0.00133247533247533,0.0322734365931983,0.0415204678362573,-0.104573751093276,0.049979966841669,-0.0268886501969209,-0.00852130325814536,-0.0124853580158509,-0.0934343150666597,-0.090731612363957,0.035,0.0256388049038744,0.0517245494689104,-0.0501620494689104,0.1,0.019047619047619,-0.019047619047619,-0.038448275862069,-0.0277564519626979,-0.112196876600102,0.153001312139784,0.162704282436814,0.00993715168051265,-0.0671639640443448,0.148720159151194,-0.14,-0.188008658008658,-0.13157495256167,-0.163333333333333,-0.104516129032258,-0.0255495169082126,-0.18,-0.0149117468711055,-0.0117437851257379,-0.00626977461685698
"STAT",0.126013633265167,-0.00263582571274879,0.1,-0.0843337218337218,-0.0625,-0.0828972498090145,-0.0988636363636364,0.0741808981657179,-0.1,0.0122623207822721,-0.116449287665735,-0.0636207509962178,-0.0966622980230432,-0.129411764705882,-0.084625723738627,-0.084625723738627,-0.0949265687583445,-0.131075533661741,0.1,0.143022644521895,0.0784907902554961,-0.0166200128700129,0.12,-0.0726666666666667,-0.049763885241326,-0.110116279069767,-0.145,-0.130470261370652,-0.0452023988005997,-0.0601449275362319,-0.0727272727272727,-0.0965243106118392,0.0676190476190476,-0.0727037933817595,0.1,0.15,-0.125,0.0914772727272727,0.0941088516746411,-0.0829478214093599,0.084625723738627,0.0667152759774329,0.117390176208094,-0.00524191229229226,0.121303656597774,0.1,-0.0623529411764706,0.0988636363636364,-0.08,0.0625,0.0579726156196744,-0.1,0.0941129016444474,0.0949472282237084,0.134106161756966
"TrCP",0.0714948653977992,0.000405343164388031,0,0.0154170011595754,0.00666666666666667,0.0181557552417629,0.0282882882882883,0.0882672562024073,0.04,-0.000388606450117348,-0.119487179487179,0.0289448613056461,-0.105151031015678,-0.117948717948718,-0.018375046495563,-0.018375046495563,0.0675378787878788,-0.0243949394939494,0.133333333333333,0.053109448522492,0.00898776997137653,0.0033996574328066,0.0833333333333333,-0.0849185701267014,0.000813326025253164,-0.114985492404847,-0.0964669738863287,-0.100985492404847,-0.0785458269329237,-0.0720942140296979,-0.0714285714285714,-0.0778383782723223,0.0885964912280702,-0.0848927875243665,0.133333333333333,0.119047619047619,-0.119047619047619,0.0694677871148459,0.0740132416603005,-0.0987157171441251,0.018375046495563,0.0265568646773812,0.0189935665331543,-0.0680746510257736,0.119487179487179,-0.04,-0.0856005895357406,-0.0303508771929825,-0.0669565217391304,-0.00666666666666667,-0.0275852774421415,-0.08,-0.0172688530114273,-0.0158895426665997,-0.021630372612028
"PAK1",0.0714948653977992,0.000405343164388031,0,0.0154170011595754,0.00666666666666667,0.0181557552417629,0.0282882882882883,0.0882672562024073,0.04,-0.000388606450117348,-0.119487179487179,0.0289448613056461,-0.105151031015678,-0.117948717948718,-0.018375046495563,-0.018375046495563,0.0675378787878788,-0.0243949394939494,0.133333333333333,0.053109448522492,0.00898776997137653,0.0033996574328066,0.0833333333333333,-0.0849185701267014,0.000813326025253164,-0.114985492404847,-0.0964669738863287,-0.100985492404847,-0.0785458269329237,-0.0720942140296979,-0.0714285714285714,-0.0778383782723223,0.0885964912280702,-0.0848927875243665,0.133333333333333,0.119047619047619,-0.119047619047619,0.0694677871148459,0.0740132416603005,-0.0987157171441251,0.018375046495563,0.0265568646773812,0.0189935665331543,-0.0680746510257736,0.119487179487179,-0.04,-0.0856005895357406,-0.0303508771929825,-0.0669565217391304,-0.00666666666666667,-0.0275852774421415,-0.08,-0.0172688530114273,-0.0158895426665997,-0.021630372612028
"LIV1",0.0714948653977992,0.000405343164388031,0,0.0154170011595754,0.00666666666666667,0.0181557552417629,0.0282882882882883,0.0882672562024073,0.04,-0.000388606450117348,-0.119487179487179,0.0289448613056461,-0.105151031015678,-0.117948717948718,-0.018375046495563,-0.018375046495563,0.0675378787878788,-0.0243949394939494,0.133333333333333,0.053109448522492,0.00898776997137653,0.0033996574328066,0.0833333333333333,-0.0849185701267014,0.000813326025253164,-0.114985492404847,-0.0964669738863287,-0.100985492404847,-0.0785458269329237,-0.0720942140296979,-0.0714285714285714,-0.0778383782723223,0.0885964912280702,-0.0848927875243665,0.133333333333333,0.119047619047619,-0.119047619047619,0.0694677871148459,0.0740132416603005,-0.0987157171441251,0.018375046495563,0.0265568646773812,0.0189935665331543,-0.0680746510257736,0.119487179487179,-0.04,-0.0856005895357406,-0.0303508771929825,-0.0669565217391304,-0.00666666666666667,-0.0275852774421415,-0.08,-0.0172688530114273,-0.0158895426665997,-0.021630372612028
"EGR1",0.0714948653977992,0.000405343164388031,0,0.0154170011595754,0.00666666666666667,0.0181557552417629,0.0282882882882883,0.0882672562024073,0.04,-0.000388606450117348,-0.119487179487179,0.0289448613056461,-0.105151031015678,-0.117948717948718,-0.018375046495563,-0.018375046495563,0.0675378787878788,-0.0243949394939494,0.133333333333333,0.053109448522492,0.00898776997137653,0.0033996574328066,0.0833333333333333,-0.0849185701267014,0.000813326025253164,-0.114985492404847,-0.0964669738863287,-0.100985492404847,-0.0785458269329237,-0.0720942140296979,-0.0714285714285714,-0.0778383782723223,0.0885964912280702,-0.0848927875243665,0.133333333333333,0.119047619047619,-0.119047619047619,0.0694677871148459,0.0740132416603005,-0.0987157171441251,0.018375046495563,0.0265568646773812,0.0189935665331543,-0.0680746510257736,0.119487179487179,-0.04,-0.0856005895357406,-0.0303508771929825,-0.0669565217391304,-0.00666666666666667,-0.0275852774421415,-0.08,-0.0172688530114273,-0.0158895426665997,-0.021630372612028
"NOTCH",-0.0683673469387755,0.00177133655394525,0,-0.0205128205128205,0,-0.0205128205128205,-0.0538461538461538,-0.0928571428571429,-0.1,0.012987012987013,0.0924423963133641,-0.0314643213876309,0.0878884078884079,0.18,-0.0096969696969697,-0.0096969696969697,-0.0856757227446883,-0.00631578947368421,-0.1,-0.0612542372881356,-0.0241545893719807,-0.0085764809902741,-0.133333333333333,0.178985507246377,-0.0261538461538462,0.116025641025641,0.108333333333333,0.0866138763197587,0.089047619047619,0.0690476190476191,0.1,0.0499928315412186,-0.144444444444444,0.0888888888888889,0,-0.1,0.133333333333333,-0.0444444444444444,-0.0564444444444444,0.116908212560386,0.0096969696969697,-0.0149407114624506,0.00625127334465195,0.104360889655007,-0.208571428571429,0.1,0.1,0.0538461538461538,0.1,0,0.0228301886792453,0.2,0.0457875457875458,0.0347671376242805,0.0586351531772093
"SNAI1",0.0761962631106327,0.00840042311518754,0.04,0.0172688530114273,0.0282882882882883,0.0198010934501725,0.0154170011595754,0.0873703952158602,0.00666666666666667,-0.00586411077288392,-0.115813710099424,0.0274595417892384,-0.106327501603914,-0.119487179487179,-0.0265568646773812,-0.0265568646773812,0.0698481098109811,-0.0247722979845154,0.0833333333333333,0.056083807496851,0.0005765550181055,0.0109310381859447,0.0885964912280702,-0.0896804748886061,-0.105770303867985,-0.100985492404847,-0.114985492404847,-0.109723356482517,-0.0703047445220996,-0.0785458269329237,-0.0694677871148459,-0.0746125718207094,0.0848927875243665,-0.0932261208576998,0.133333333333333,0.119047619047619,-0.0964669738863287,0.0740132416603005,0.0778383782723223,-0.102282752814482,0.0265568646773812,0.0229443852028327,0.01493529390048,-0.0660297298055256,0.119487179487179,-0.00666666666666667,-0.0882672562024073,-0.0181557552417629,-0.0856005895357406,-0.0303508771929825,-0.0357437856006496,-0.0669565217391304,-0.0158895426665997,-0.0149086443702652,-0.0206435305067648
"cfos",0.085287968846075,0.010373188823552,0.1,0.0282882882882883,0.04,0.0303508771929825,0.00666666666666667,0.0856005895357406,0,-0.00495713436889907,-0.119487179487179,0.0291280114887962,-0.100243055555556,-0.133333333333333,-0.0391067538126362,-0.0391067538126362,0.0711742424242424,-0.0194444444444444,0.133333333333333,0.0558268398268398,-0.00412698412698413,0.0216317016317016,0.133333333333333,-0.0893303348325837,-0.0104038577456299,-0.0964669738863287,-0.119047619047619,-0.114985492404847,-0.0720942140296979,-0.0801587301587302,-0.0571428571428571,-0.0740132416603005,0.0833333333333333,-0.0885964912280702,0.1,0.133333333333333,-0.119047619047619,0.0714285714285714,0.0694677871148459,-0.11189899688689,0.0391067538126362,0.018375046495563,0.0146337049414588,-0.0642771826713433,0.117948717948718,0,-0.0669565217391304,-0.00666666666666667,-0.08,-0.04,-0.0464532019704434,0,-0.0154170011595754,-0.0172688530114273,-0.0198258613338325
"TWIST1",0.14504523046346,0.0117889819644206,-0.133333333333333,-0.139060802480438,-0.138095238095238,-0.139737343358396,-0.133839918946302,-0.0907339731548209,-0.104761904761905,-0.0306753310274954,-0.00167177336988658,-0.0922005646864238,-0.0203930394636334,-0.0037037037037037,0.0373725922682279,0.0373725922682279,-0.149333497532147,-0.147953216374269,-0.05,0.101015900257891,0.0139462163852408,0.0269058595145552,-0.0730769230769231,0.140851803563668,-0.0193623162782117,0.00396955859969558,0.0217777777777778,0.0182552728854099,0.144743708605095,0.151674401674402,-0.171515151515152,-0.184223206656146,-0.0635531135531136,0.0754175203327746,-0.1,-0.0333333333333333,-0.0222222222222222,0.178411703239289,0.177161703239289,-0.00739335827055126,-0.0373725922682279,-0.0346328662408307,0.216552178510572,0.00855888630616637,-0.00398860398860399,0.104761904761905,0.0902364607170099,0.134937343358396,0.0797101449275362,0.138095238095238,0.0977943024717218,0.0666666666666667,0.14105161411903,0.139498997672796,0.141708274151374
"ZEB1",0.151256694231296,0.016779892212911,0.0333333333333333,0.0243475548443267,0.0273295809881176,0.0192974069765621,0.0194864437332156,0.109868014166019,0.0102564102564103,-0.0808698975093288,0.0795626721763085,-0.0113552647368636,0.0374428745252744,0.0770833333333333,0.057620123869815,0.057620123869815,0.0319968919837531,0.0864327485380117,0,0.0041285499195265,0.0161149540384115,0.0609945824646018,0.00526315789473684,0.00398685942727394,0.0710802200136328,0.058801247771836,0.0450757575757576,0.0513279381632951,-0.00678955260262568,-0.0101549372180103,0.0270114942528736,0.0340013124258447,-0.00621225194132873,0.00621225194132873,0,-0.0416666666666667,0.0541666666666667,-0.0313593203398301,-0.0308517061266321,-0.165899632601282,-0.057620123869815,-0.061872092373752,-0.067600075395651,-0.0798164034648584,-0.0770833333333333,-0.00476190476190476,-0.10678431372549,-0.0141427678013044,-0.112666666666667,-0.0218350754936121,-0.033797279451527,-0.116666666666667,-0.0243475548443267,-0.0237604706955987,-0.123089210476447
"NOTCHic",0.0893350888742594,0.0182286634460548,0.1,0.0457875457875458,0.0538461538461538,0.047394540942928,0.0205128205128205,0.112857142857143,0,-0.0112529089407702,-0.0924423963133641,0.0328841996837769,-0.0806036396764874,-0.208571428571429,-0.0149407114624506,-0.0149407114624506,0.0906344004306387,0.0154066985645933,0.133333333333333,0.0581095832000853,0.00272601794340925,0.0325201429621051,0.144444444444444,-0.195908584169454,0.00234432234432235,-0.0866138763197587,-0.116025641025641,-0.111345059115458,-0.0811339499828709,-0.089047619047619,-0.0444444444444444,-0.0519036595666963,0.0888888888888889,-0.100516795865633,0.1,0.133333333333333,-0.108333333333333,0.0564444444444444,0.0499928315412186,-0.122093397745572,0.0149407114624506,-0.00525633287252478,-0.00916092112413128,-0.0945412503764502,0.0924423963133641,0,-0.0928571428571429,-0.0205128205128205,-0.1,-0.0538461538461538,-0.0561635220125786,-0.1,-0.0347671376242805,-0.0370572139601583,-0.0559684865105426
"AKT",-0.0679654013081484,0.0256731219212986,0.1,0.192864979939409,0.173429951690821,0.19175397403719,0.193429951690821,0.0320995383004831,0.177777777777778,-0.000880662814124724,0.180253283302064,-0.0697681238457078,0.129960497269664,0.182692307692308,0.0253390262705331,0.0253390262705331,0.102408105633912,0.0858547008547009,-0.1,-0.111968133773963,0.0344860548807917,0.0508923301762176,-0.0823529411764706,0.0789653985635059,0.0743921700386231,0.118162393162393,0.132051282051282,0.126583445793972,0.0499546178067186,0.0597189275710284,0.142647058823529,0.165143656961716,-0.0644042232277526,-0.0366058777823484,-0.1,-0.15,0.116666666666667,-0.150647058823529,-0.161216164514586,0.0998960725346879,-0.0253390262705331,-0.0149775804874006,-0.0170985706543304,-0.0189786912799505,-0.182692307692308,-0.177777777777778,-0.0295678927308628,-0.193429951690821,-0.0246498599439776,-0.173429951690821,-0.121315798521575,0.00476190476190476,-0.198019619114667,-0.201404234499282,-0.305148054324351
"ERK",0.11577747508782,0.0264301201948035,0.0333333333333333,0.0318869693317263,0.0357624831309042,0.027593984962406,0.0280701754385965,0.0478860363867731,0.0280701754385965,-0.0204144906071332,0.0678551894082557,-0.121783771727544,0.0744102044851733,0.0628205128205128,-0.0926529026529027,-0.0926529026529027,0.0488019235801716,0.0503676991832332,-0.0732142857142857,0.106012916584019,0.0244658725657024,0.160704758373075,-0.0580627705627706,0.0562009386416279,0.176934478128555,0.0541099324975892,0.0443060109289618,0.0516944735603911,0.0447583103199168,0.0444543589521356,0.0266666666666667,0.0308899282267179,-0.063945123503947,0.0666974170819287,-0.0857142857142857,-0.0466666666666667,0.0426666666666667,-0.027601246105919,-0.0297910271278168,-0.0536175811596004,0.0926529026529027,0.0907827156342008,0.114976369236246,0.0611080138853151,-0.0664701478570092,-0.0233333333333333,-0.0481645879188066,-0.0233333333333333,0.0501687454145268,-0.031025641025641,-0.0200073939329883,0.056551724137931,-0.0313293485138824,-0.0323710151805491,-0.200787257581157
"TGFR",-0.0471375003390382,0.0311252763374865,0,-0.0429476994372724,-0.0366666666666667,-0.0473445787322842,-0.0574213836477987,0.0721449743079159,-0.0666666666666667,-0.0256423436901746,0.163414371950715,-0.0463026357137529,0.07215694435551,0.156666666666667,0.0702380952380952,0.0702380952380952,0.0433585047152576,-0.0249187784275504,0.0333333333333333,-0.00996770792144458,0.0211638698194762,0.0576623376623377,0.019047619047619,0.117904673922457,-0.038463798202334,0.0894683908045977,0.0832183908045977,0.0798638710305864,0.104361117778636,0.095464320625611,-0.0266666666666667,0.0514488348530902,-0.00200501253132832,-0.00962289444541587,0.0333333333333333,-0.0866666666666667,0.0866666666666667,0.0457142857142857,-0.0542857142857143,-0.0313895572450903,-0.0702380952380952,-0.0819340016708438,0.0980420190460622,0.0260159019401467,-0.167011494252874,0.0714285714285714,-0.0598162071846282,0.0621832884097035,-0.0709273182957394,0.0414285714285714,0.0217567045893226,-0.0761904761904762,0.0539524841262676,0.0512066913893323,-0.0105769310882595
"Wnt",-0.00194331983805668,0.0318986131037781,0,0.169736842105263,0.1,0.169736842105263,0.175,0.036078431372549,0.1,-0.00333333333333333,0.172619047619048,-0.0752542372881356,0.112647058823529,0.15,0.0120300751879699,0.0120300751879699,0.162539184952978,0.0787878787878788,0.1,-0.0558823529411765,0.0392156862745098,0.0933333333333334,0,0.0594871794871795,0.130538302277433,0.122727272727273,0.15,0.117965367965368,0.0205724508050089,0.0461538461538462,0.1,0.17768115942029,-0.02,0.0075,0.1,0,0.1,-0.166666666666667,-0.173333333333333,0.0425633668101387,-0.0120300751879699,0.00160628844839371,-0.00588306919935559,-0.0378448275862069,-0.164285714285714,0,-0.00666666666666667,-0.175,0.0333333333333333,0,-0.103636363636364,0,-0.187593984962406,-0.182958223373002,-0.278815050047479
"PI3K",-0.0634541231126597,0.0325224369897918,0.1,0.193429951690821,0.177777777777778,0.193429951690821,0.173429951690821,0.0295678927308628,0.1,0.00125837461903036,0.182692307692308,-0.0700739342432613,0.129298245614035,0.175,0.0212294372294372,0.0212294372294372,0.0991822991822992,0.0880769230769231,-0.1,-0.110439081786195,0.0199561403508772,0.0577246283128636,-0.1,0.0752060000672653,0.0626127214170693,0.132051282051282,0.116666666666667,0.118162393162393,0.0597189275710284,0.0573189275710284,0.125,0.161216164514586,-0.0823529411764706,0.0644042232277526,0,-0.1,0.15,-0.142647058823529,-0.150647058823529,0.102635798562085,-0.0212294372294372,-0.0253390262705331,-0.0192197827755425,-0.0148580882648751,-0.182692307692308,-0.1,-0.0246498599439776,-0.173429951690821,0.00476190476190476,-0.177777777777778,-0.129619047619048,0.0333333333333333,-0.192864979939409,-0.198019619114667,-0.303080229675881
"ILK",-0.0634541231126597,0.0325224369897918,0.1,0.193429951690821,0.177777777777778,0.193429951690821,0.173429951690821,0.0295678927308628,0.1,0.00125837461903036,0.182692307692308,-0.0700739342432613,0.129298245614035,0.175,0.0212294372294372,0.0212294372294372,0.0991822991822992,0.0880769230769231,-0.1,-0.110439081786195,0.0199561403508772,0.0577246283128636,-0.1,0.0752060000672653,0.0626127214170693,0.132051282051282,0.116666666666667,0.118162393162393,0.0597189275710284,0.0573189275710284,0.125,0.161216164514586,-0.0823529411764706,0.0644042232277526,0,-0.1,0.15,-0.142647058823529,-0.150647058823529,0.102635798562085,-0.0212294372294372,-0.0253390262705331,-0.0192197827755425,-0.0148580882648751,-0.182692307692308,-0.1,-0.0246498599439776,-0.173429951690821,0.00476190476190476,-0.177777777777778,-0.129619047619048,0.0333333333333333,-0.192864979939409,-0.198019619114667,-0.303080229675881
"DSH",-0.0133598103243146,0.0384706876340658,0.1,0.182958223373002,0.169736842105263,0.18171163202123,0.187593984962406,0.0434301439874195,0.175,-0.0116793699186992,0.161841589782766,-0.078628515150046,0.110861764014979,0.172619047619048,0.000755916276015738,0.000755916276015738,0.181170978526767,0.0830007390983001,-0.02,-0.067776983133679,0.047075140735906,0.0792723942723943,-0.0075,0.0456014012117036,0.135645272601794,0.0986105292556905,0.117965367965368,0.107812983243421,0.0210944046050442,0.0252453480012706,0.173333333333333,0.186275816795435,0.03,-0.0357471264367816,0,-0.15,0.122727272727273,-0.17768115942029,-0.182443064182195,0.0530490610488539,-0.000755916276015738,0.0107286775615193,-0.00969739944037591,-0.0354599842315615,-0.166736694677871,-0.175,-0.0471895424836601,-0.187593984962406,-0.036078431372549,-0.169736842105263,-0.114018072987752,-0.00666666666666667,-0.187243937658716,-0.189826306314104,-0.280225340204808
"Frizzled",-0.00426890123340552,0.044769900232491,0.1,0.187593984962406,0.175,0.187593984962406,0.169736842105263,0.0471895424836601,0.1,-0.00802083333333333,0.166736694677871,-0.0787463007801991,0.111636957813428,0.164285714285714,-0.00160628844839371,-0.00160628844839371,0.177690700104493,0.0878787878787879,0,-0.0663585434173669,0.034453781512605,0.0897619047619048,-0.02,0.0403382433169667,0.122601794340925,0.117965367965368,0.122727272727273,0.0986105292556905,0.0252453480012706,0.0205724508050089,0.166666666666667,0.182443064182195,-0.0075,-0.03,0.1,-0.1,0.15,-0.173333333333333,-0.17768115942029,0.0514742578992476,0.00160628844839371,-0.000755916276015738,-0.01031197362826,-0.0318511367344719,-0.172619047619048,0,-0.036078431372549,-0.169736842105263,-0.00666666666666667,-0.175,-0.124566596194503,0.0333333333333333,-0.182958223373002,-0.187243937658716,-0.279080302036869
"miR200",-0.00176484761850616,0.0455197132616487,0,0.0193236409173163,0.0156521739130435,0.0197455502244235,0.0226944274341702,0.0122448979591837,0.02,-0.0708576594055913,0.00288942695722357,0.00960497529403652,-0.00778193878366499,0.00226600985221675,0.0582778415614237,0.0582778415614237,0.00517066634375904,0.0148420373952289,0.02,-0.0733640796830981,0.0488440303657695,0.00341861977326058,0.00421052631578948,-0.00347457627118644,0.0156952306952307,0.00530590717299578,0.0141666666666667,0.0118276463034306,-0.00648381896474664,-0.00491642084562439,0.0208333333333333,0.0215169601223835,0.012781954887218,-0.0146687473400482,0,-0.02,0.0075,-0.0188725490196078,-0.0220983554712207,0.043597670250896,-0.0582778415614237,-0.0550359462995783,0.000946977371489599,-0.0612084180019135,-0.00571428571428572,-0.02,-0.0142857142857143,-0.0230422535211268,-0.0142857142857143,-0.016,-0.0261103333459457,-0.0142857142857143,-0.0185299901236655,-0.0203481719418473,-0.0715762468177352
"CD44",0.03375,0.0507936507936508,0.1,-0.0966666666666667,0,-0.0966666666666667,0.05,0.07,0.1,-0.0600966183574879,-0.169924812030075,-0.0414285714285714,-0.0999533799533799,-0.2,0,0,-0.0809523809523809,0.0928571428571429,0,0.035970695970696,0.146031746031746,-0.00111111111111111,0,-0.095906432748538,0.0259702286018075,-0.1,-0.1,-0.0636363636363636,-0.0535147392290249,-0.0555555555555556,0.0666666666666667,0.0358333333333333,0.0333333333333333,-0.0266666666666667,-0.1,0.1,-0.1,-0.00666666666666668,-0.0191666666666667,-0.0571428571428571,0,0.0257142857142857,0.0525643252632722,0.0245443445443445,0.185714285714286,0,-0.09,0.05,-0.05,0.1,0.09,0,0.0803875968992248,0.0788491353607633,0.0563461748335698
"cMet",0.0628639240506329,0.0538239538239538,0.1,-0.0803875968992248,0.05,-0.0784848484848485,-0.0966666666666667,0.05,0,-0.0725966183574879,-0.172052471604543,-0.0389374682257245,-0.0912577277794669,-0.185714285714286,-0.0257142857142857,-0.0257142857142857,-0.0745007680491551,0.0928571428571429,0,0.0438358645100218,0.150793650793651,0.0174074074074074,0.0333333333333333,-0.0939456484348125,0.022580398093333,-0.0636363636363636,-0.1,-0.0730113636363636,-0.0607874665017522,-0.0535147392290249,0.00666666666666668,0.0337056737588653,0.0266666666666667,-0.00791666666666667,0,0.1,-0.1,-0.0191666666666667,-0.0358333333333333,-0.0823953823953824,0.0257142857142857,0.0143935309973046,0.0482386255177251,0.0260041985589431,0.169924812030075,0.1,-0.07,0.0966666666666667,-0.09,0.05,0.063015873015873,-0.05,0.0788491353607633,0.0748943331008763,0.0590488775362725
"SUFU",0.201548301531616,0.0545977985843306,0.25,0.293437801623801,0.284444444444444,0.386814094620786,0.27764832793959,0.242545700814226,0.256666666666667,-0.108739073454258,0.148051948051948,-0.192437033196622,0.0877347470036993,0.150757575757576,-0.0615840630883283,-0.0615840630883283,0.33755337497222,0.262335909704331,0.164285714285714,-0.0411497875149652,0.0702982014113849,0.177213222058583,0.168285714285714,-0.197694744577929,0.212264257099141,0.0899494949494949,0.095,0.0826135876135876,-0.217241940805228,-0.214239631336406,0.383333333333333,0.388404657962759,0.160593406593407,-0.169318238808172,0.15,-0.12,0.095,-0.377927927927928,-0.39175771516197,-0.262472717143906,0.0615840630883283,0.0568372276452904,0.0255781149840322,-0.0659945111371034,-0.157575757575758,-0.35,-0.231907402941886,-0.37008547008547,-0.23995337995338,-0.377777777777778,-0.112630474202967,-0.236923076923077,-0.286916062493366,-0.292491510063698,-0.304699320112841
