"","Destcompl","PI3K","DELTA","RAS","SRC","cMet","TCFLEF","ZEB2","NOTCHic","NOTCH","Csl","TWIST1","Csn","SMO","TGFR","TGF","FUS","TrCP","ILK","KLF4","HEY1","SMAD","SHH","cfos","SUFU","EGR1","Patched","SNAI2","Jagged","IKK","RKIP","AKT","NFB","FOXC2","ERK","CDC42","MEK","SNAI1","PAK1","SOSGRB2","Ecadherin","cateninnuc","CD44","GLI","Wnt","cateninmemb","Frizzled","RAF","ZEB1","STAT","LIV1","DSH","miR200","AXIN2","GSK3"
"ZEB1",-0.183772798089537,-0.141975674284736,-0.141975674284736,-0.142133154599697,-0.169606003752345,-0.165684435124894,-0.167339281460592,-0.260129321247586,-0.260539215686275,-0.256406984281316,-0.2625,0.0889224292565241,0.186666666666667,-0.262878787878788,0.313426154942833,0.309489147068817,-0.258333333333333,0.166666666666667,0.223134997816854,-0.255080394395156,0.189021160186963,0.210634997816854,0.258238497598975,0.219333333333333,-0.283333333333333,0.183333333333333,0.255035650623886,0.232106870216141,0.228765375026975,-0.167857348288755,0.287537156589381,-0.165000205431612,-0.149824561403509,-0.302017069599937,0.206392156862745,-0.312918540729635,0.206832685497106,0.258616883625196,-0.314367816091954,-0.101559454191033,0.0627655795094386,0.168806991832412,0.167073324013783,0.159373195323661,0.158342267488609,0.186770064751002,0.16411149825784,0.141975674284736,-0.0898790956816356,0.176923076923077,0.2,0.171428571428571,0.0248684507220101,0.208023477802169,0.0647562456245963
"SMO",-0.184279906140371,-0.229807692307692,-0.229807692307692,-0.222830948121646,-0.05,-0.03,-0.0215318230852211,-0.234745762711864,-0.260606060606061,-0.240606060606061,-0.233333333333333,0.109694989106754,-0.1,-0.293333333333333,0.39,0.381891891891892,-0.133333333333333,0,0.13,-0.233333333333333,0.118681318681319,0.125238095238095,0.261388888888889,0.16,-0.1,0.1,0.255833333333333,0.209631089217296,0.115502645502645,0.0857142857142857,0.263174603174603,0.0977142857142857,0.1,-0.276551724137931,0.198461538461538,-0.373333333333333,0.195431235431235,0.239324116743472,-0.333333333333333,-0.149122807017544,-0.0611628193951842,0.0230355824837174,0.0244444444444444,0.119444444444444,0.125,0.0286559139784946,0.15,0.229807692307692,-0.10819209039548,0.1,0.1,0.2,0.0122664255575648,0.190520973279594,0.167342366371493
"FUS",-0.182382095921393,-0.222830948121646,-0.222830948121646,-0.217154092226449,-0.03,-0.0244444444444444,-0.0230355824837174,-0.225543308724134,-0.240606060606061,-0.240606060606061,-0.260606060606061,0.10917142889733,-0.1,-0.255833333333333,0.381891891891892,0.375508913168488,-0.293333333333333,-0.1,0.125238095238095,-0.218579234972678,0.111434941869724,0.122012288786482,0.256338383838384,0.198461538461538,-0.133333333333333,0.16,0.261388888888889,0.211246888140097,0.11188818767132,0.0977142857142857,0.264205531009655,0.0784835164835165,0.0857142857142857,-0.26997277676951,0.195431235431235,-0.39,0.182787557270316,0.231776946932151,-0.373333333333333,-0.152968960863698,-0.0589710385732664,0.0246660172663261,0.0215318230852211,0.115598290598291,0.119444444444444,0.0295870126749565,0.125,0.222830948121646,-0.112486568923088,0.05,0.1,0.15,0.0172169206070698,0.184930911167793,0.162325643963466
"SNAI2",-0.248382081100304,-0.266269284712482,-0.266269284712482,-0.263529558685085,-0.203766233766234,-0.199540881653558,-0.192147022879586,-0.224107195301028,-0.267543859649123,-0.270141262246525,-0.265789473684211,-0.123123762109598,-0.2,-0.214117647058824,0.1060116354234,0.109117225485512,-0.22,-0.1,0.0280348759221999,-0.187884615384615,-0.00721820373719108,0.022771718027463,0.220240096038415,0.264705882352941,-0.2,0.2,0.220240096038415,0.450548657937664,0.205255125719564,0.260344827586207,0.268730769230769,0.256730369754882,0.25,-0.00302270439806559,0.282352941176471,-0.0983193277310924,0.289109697933227,0.24619924722712,-0.0745098039215686,0.142968221771467,0.196541791718687,0.190904786854741,0.195239806384741,0.194728047428959,0.199540881653558,0.244220532918267,0.203766233766234,0.266269284712482,-0.177250681770506,0.210909090909091,0.22,0.210909090909091,0.0871333961869027,0.262932744320231,0.251185260439695
"SUFU",-0.182009953443988,-0.217154092226449,-0.217154092226449,-0.215255358049234,-0.0244444444444444,-0.0215318230852211,-0.0246660172663261,-0.224094033361815,-0.240606060606061,-0.235844155844156,-0.240606060606061,0.105253903124134,-0.0857142857142857,-0.261388888888889,0.375508913168488,0.371366901334168,-0.255833333333333,-0.1,0.122012288786482,-0.210794803834953,0.106615664761291,0.115776722966621,0.25286348036348,0.195431235431235,-0.293333333333333,0.198461538461538,0.256338383838384,0.212499360124276,0.111650657980109,0.0784835164835165,0.257266755499451,0.0764700936647245,0.0977142857142857,-0.265754414486632,0.182787557270316,-0.381891891891892,0.179808833866061,0.227858718652764,-0.39,-0.150871058765796,-0.0576322126206403,0.026353996805968,0.0230355824837174,0.116713532233978,0.115598290598291,0.0314969717472621,0.119444444444444,0.217154092226449,-0.106206375686373,0.03,0.05,0.125,0.0157299317594861,0.183759950980439,0.159754949876062
"GSK3",-0.222590563408778,-0.162942046049479,-0.162942046049479,-0.160421037646117,0.276503759398496,0.277166011054125,0.276662682385169,-0.183385358741759,-0.0609331844625962,-0.0585955221249339,-0.0672268907563025,0.287008153140026,-0.110833333333333,0.0248498813014942,0.339825278998132,0.33854322771608,0.0183982683982684,-0.0733333333333333,0.0536422682279407,-0.191851672856202,0.0523473087886809,0.0603888949145974,-0.0359896940234832,0.157647058823529,0.0136363636363636,0.190980392156863,-0.0254633782340095,-0.068701097872318,-0.0783641723434228,0.078433908045977,0.271856564488143,0.0707416003536693,0.0795833333333333,-0.396274741170702,0.155391419725785,-0.345051759834369,0.150277783362149,0.222456706309082,-0.353623188405797,-0.208750580106224,-0.139447508239973,-0.276531103437801,-0.277642201530316,-0.278100750396153,-0.277157354169738,-0.201674629526794,-0.276503759398496,0.162942046049479,-0.109044580536226,-0.265789473684211,-0.25,-0.265789473684211,0.014507104163616,-0.325639276941998,0.21195811352903
"miR200",-0.0941124939546062,-0.0697895139686184,-0.0697895139686184,-0.0660488655895661,-0.0669565217391304,-0.0683649724433558,-0.0707459248243082,-0.182992831541219,-0.127389162561576,-0.123434360301689,-0.144630541871921,0.0315860826290274,0.08,-0.124166666666667,0.213504111321948,0.207108762484739,-0.1575,0.1,0.103742098609355,-0.194375431331953,0.0833050847457627,0.112206048452615,0.118924509264355,0.0957142857142857,-0.12,0.0857142857142857,0.117837552742616,0.165935459733089,0.112228913929513,-0.0911278195488722,0.131984393995081,-0.0986749893601929,-0.116842105263158,-0.198231903597757,0.118441558441558,-0.22156862745098,0.0987136672850959,0.104747844747845,-0.2,-0.101856866537718,-0.0188467355353791,0.0719580460364294,0.0683649724433558,0.0614084507042254,0.0614084507042254,0.0729585606756052,0.06,0.0697895139686184,-0.0261155913978495,0.08,0.1,0.08,-0.0703442396448835,0.11067354463321,-0.0364962968900623
"KLF4",-0.197887593922601,-0.208846153846154,-0.208846153846154,-0.204434389140272,-0.127450980392157,-0.125125398996808,-0.118436435786106,-0.181707946336429,-0.205645933014354,-0.208738716519509,-0.210909090909091,-0.0791328976034858,-0.2,-0.15,0.106121212121212,0.106609016999261,-0.166666666666667,-0.1,0.0293333333333333,-0.144444444444444,-0.00209320091673033,0.0191884057971014,0.159274193548387,0.245454545454545,-0.2,0.2,0.1625,0.181061628831018,0.131639634728091,0.215238095238095,0.228365285508143,0.204126984126984,0.22,-0.0358836907082521,0.239572192513369,-0.107454545454545,0.240603120348421,0.195501439367538,-0.0954545454545455,0.101129216695254,-0.00159793727953608,0.11831190278486,0.120777572909852,0.119952985203705,0.125125398996808,0.15241009103814,0.127450980392157,0.208846153846154,-0.138317853457172,0.133333333333333,0.166666666666667,0.133333333333333,0.0568213268213268,0.195239806384741,0.201112960002042
"HEY1",-0.197887593922601,-0.208846153846154,-0.208846153846154,-0.204434389140272,-0.127450980392157,-0.125125398996808,-0.118436435786106,-0.181707946336429,-0.205645933014354,-0.208738716519509,-0.210909090909091,-0.0791328976034858,-0.2,-0.15,0.106121212121212,0.106609016999261,-0.166666666666667,-0.1,0.0293333333333333,-0.144444444444444,-0.00209320091673033,0.0191884057971014,0.159274193548387,0.245454545454545,-0.2,0.2,0.1625,0.181061628831018,0.131639634728091,0.215238095238095,0.228365285508143,0.204126984126984,0.22,-0.0358836907082521,0.239572192513369,-0.107454545454545,0.240603120348421,0.195501439367538,-0.0954545454545455,0.101129216695254,-0.00159793727953608,0.11831190278486,0.120777572909852,0.119952985203705,0.125125398996808,0.15241009103814,0.127450980392157,0.208846153846154,-0.138317853457172,0.133333333333333,0.166666666666667,0.133333333333333,0.0568213268213268,0.195239806384741,0.201112960002042
"FOXC2",-0.197887593922601,-0.208846153846154,-0.208846153846154,-0.204434389140272,-0.127450980392157,-0.125125398996808,-0.118436435786106,-0.181707946336429,-0.205645933014354,-0.208738716519509,-0.210909090909091,-0.0791328976034858,-0.2,-0.15,0.106121212121212,0.106609016999261,-0.166666666666667,-0.1,0.0293333333333333,-0.144444444444444,-0.00209320091673033,0.0191884057971014,0.159274193548387,0.245454545454545,-0.2,0.2,0.1625,0.181061628831018,0.131639634728091,0.215238095238095,0.228365285508143,0.204126984126984,0.22,-0.0358836907082521,0.239572192513369,-0.107454545454545,0.240603120348421,0.195501439367538,-0.0954545454545455,0.101129216695254,-0.00159793727953608,0.11831190278486,0.120777572909852,0.119952985203705,0.125125398996808,0.15241009103814,0.127450980392157,0.208846153846154,-0.138317853457172,0.133333333333333,0.166666666666667,0.133333333333333,0.0568213268213268,0.195239806384741,0.201112960002042
