"","Destcompl","PI3K","DELTA","RAS","SRC","cMet","TCFLEF","ZEB2","NOTCHic","NOTCH","Csl","TWIST1","Csn","SMO","TGFR","TGF","FUS","TrCP","ILK","KLF4","HEY1","SMAD","SHH","cfos","SUFU","EGR1","Patched","SNAI2","Jagged","IKK","RKIP","AKT","NFB","FOXC2","ERK","CDC42","MEK","SNAI1","PAK1","SOSGRB2","Ecadherin","cateninnuc","CD44","GLI","Wnt","cateninmemb","Frizzled","RAF","ZEB1","STAT","LIV1","DSH","miR200","AXIN2","GSK3"
"TWIST1",-0.173214711985799,-0.184492792797663,-0.184492792797663,-0.183807861290814,-0.133333333333333,-0.131205673758865,-0.126097338426725,-0.181697486960645,-0.198803418803419,-0.198803418803419,-0.191111111111111,-0.0622500090806727,-0.05,-0.256444444444444,0.189359979101358,0.190043350399764,-0.244444444444444,0,0.156201656201656,-0.169282885136544,0.128434841994164,0.154551491185155,0.252827466240787,0.0417391304347826,-0.233333333333333,0.02,0.252334855403349,0.386813881393497,0.140941534970331,0.0576923076923077,0.180896854809898,0.0644719687092568,0.0576923076923077,-0.164343683323428,0.0548970251716247,-0.181859979101358,0.061364686863167,0.201637096939508,-0.171515151515152,-0.0999393690469205,0.117089551996134,0.125694808236961,0.128394428778946,0.126975438596491,0.130175438596491,0.157405501292668,0.133333333333333,0.184492792797663,-0.147271833236746,0.133333333333333,0.133333333333333,0.133333333333333,0.077278761834888,0.179929693961952,0.173847893454451
"Ecadherin",-0.196769234183551,-0.204434389140272,-0.204434389140272,-0.201361763441948,-0.125125398996808,-0.120777572909852,-0.11831190278486,-0.180286145388562,-0.208738716519509,-0.205392991612446,-0.205645933014354,-0.0800639962999477,-0.22,-0.1625,0.106609016999261,0.104619866908845,-0.15,-0.2,0.0191884057971014,-0.146976090014065,-0.0108180331314954,0.0189462750464961,0.151400177800356,0.239572192513369,-0.166666666666667,0.245454545454545,0.159274193548387,0.181362652310849,0.126834142737244,0.204126984126984,0.223496371650465,0.204126984126984,0.215238095238095,-0.0347395259485267,0.240603120348421,-0.106121212121212,0.243348218387636,0.190121692532095,-0.107454545454545,0.0998134272215702,-0.10052685646162,0.11924560960092,0.118436435786106,0.117286318537038,0.119952985203705,0.15292291155096,0.125125398996808,0.204434389140272,-0.13452638426286,0.127450980392157,0.133333333333333,0.127450980392157,0.0536555912533566,0.192147022879586,0.198684703931402
"cMet",-0.0462550622214488,-0.0857142857142857,-0.0857142857142857,-0.0706199460916442,0.3,0.233333333333333,0.241848539057841,-0.17950937950938,-0.190977443609023,-0.184594464885618,-0.185714285714286,0.26427213236202,0,-0.14,0.236666666666667,0.236666666666667,-0.1,0.1,0.140136054421769,-0.282539682539683,0.13140694874441,0.15104514533086,0.102784090909091,-0.11,-0.1,-0.05,0.130909090909091,-0.287206127206127,0.0612100942535725,-0.0333333333333333,0.0211111111111111,-0.0395833333333333,0,-0.264245780590717,-0.11,-0.22,-0.09,0.166728390055776,-0.22,-0.369047619047619,-0.229921403024318,-0.243543454312079,-0.24031007751938,-0.242424242424242,-0.233333333333333,-0.272546048257792,-0.2,0.0857142857142857,-0.148051948051948,-0.2,-0.1,-0.1,0.0504424681598595,-0.270634920634921,0.111059907834101
"cateninnuc",-0.205883137417538,-0.219612414612415,-0.219612414612415,-0.217928912928913,-0.0443278943278943,-0.0421539812844161,-0.0428773948719073,-0.174452838858183,-0.226574840508621,-0.222938476872257,-0.234714375392341,0.0142182345439804,-0.233333333333333,-0.0941347905282331,0.158658330175572,0.155164880393912,-0.108888888888889,-0.233333333333333,0.0329191919191919,-0.130630075736837,0.00253399456087027,0.0325099149751264,0.0886976398225402,0.245617667356798,-0.0888888888888889,0.23768115942029,0.0897869644412766,0.191669914504375,0.0564843769979529,0.222181818181818,0.241161902613516,0.219056818181818,0.218181818181818,-0.0917133249264397,0.245617667356798,-0.162681318681319,0.239654364604504,0.206430720656479,-0.161142857142857,0.073366532027518,-0.0229919140167607,-0.0560455545895674,0.0417571558875907,0.0404649648544824,0.0408602217714785,0.0564701628046467,0.0430341348149567,0.219612414612415,-0.103801333594262,0.0498834498834499,0.0575757575757576,0.0498834498834499,0.0260845152913017,0.209089420902296,0.207269929336654
"Csn",-0.190884948789517,-0.152781383865525,-0.152781383865525,-0.154508831082415,0.260344827586207,0.266368923971749,0.262860528116086,-0.142410256410256,-0.0740981240981241,-0.0692904317904318,-0.0883838383838384,0.271673679289388,-0.045,0.00432900432900432,0.330843161813311,0.324876574701139,-0.00476190476190477,-0.02,0.062360248447205,-0.144047978165625,0.0575996677740864,0.0420517651567165,-0.00427612225602706,0.160606060606061,-0.0714285714285714,0.133333333333333,-0.00755481078061723,-0.0121381585562383,-0.0409603703312068,0.0575,0.258660994178236,0.0535,0.0866666666666667,-0.370747959734698,0.117748917748918,-0.344945725915875,0.110457251082251,0.213024608550354,-0.361363636363636,-0.219836273492448,-0.126925705268151,-0.261116691675918,-0.264146701749527,-0.264185517858212,-0.266368923971749,-0.182760202478151,-0.260344827586207,0.152781383865525,-0.0997154673283706,-0.25,-0.2,-0.25,0.00542511220323297,-0.309134108435631,0.279530945099152
"AKT",-0.19393822281245,-0.116538931388246,-0.116538931388246,-0.118707606087042,0.268599033816425,0.27321441843181,0.270183374107737,-0.141660794110147,-0.045409429280397,-0.0368728439145434,-0.0615384615384615,0.133693594443495,-0.166666666666667,0.0243589743589744,0.191077953132472,0.182920853434587,0.0166666666666667,-0.233333333333333,0.0537613445378151,-0.147357174988754,0.05057758410758,0.0372630280394986,-0.0329847053531264,0.165266106442577,-0.05,0.147619047619048,-0.0382478632478632,-0.128023589796843,-0.0740397350993378,0.174509803921569,0.212780697563306,0.0775401069518717,0.207843137254902,-0.221279418057338,0.13083987693438,-0.201647058823529,0.12451076301033,0.165562941169348,-0.217647058823529,-0.163803418803419,-0.146959660328663,-0.268798758723122,-0.270389559674748,-0.270421122342424,-0.27321441843181,-0.19876542519545,-0.268599033816425,0.116538931388246,-0.0753860080421677,-0.255555555555556,-0.2,-0.255555555555556,0.00807898500762532,-0.315344335568162,0.188916236093655
"Jagged",0.194131274131274,0.0933333333333333,0.0933333333333333,0.111515151515152,0.1,0.16,0.143216783216783,-0.102898550724638,-0.12,-0.0628571428571429,-0.1,0.181,0,-0.1,0.233333333333333,0.205333333333333,0,0,0.0333333333333333,-0.133333333333333,-0.0666666666666667,0.0380952380952381,0.00192307692307692,0,0,0.1,0.025,0.0450980392156863,-0.0388744588744589,-0.1,0.148717948717949,-0.0666666666666667,0,-0.251428571428571,0.02,-0.2,0.0533333333333333,0.0833333333333333,-0.2,-0.16,-0.0974035087719298,-0.135524475524476,-0.152307692307692,-0.152307692307692,-0.16,-0.162048655569782,-0.1,-0.0933333333333333,-0.0768115942028985,0,0,0,-0.0260606060606061,-0.191428571428571,-0.179693486590038
"ZEB2",-0.183034874718512,-0.148246753246753,-0.148246753246753,-0.144178230762813,-0.136666666666667,-0.13140350877193,-0.125235016335832,-0.0951399736573484,-0.0707692307692308,-0.0658511979823455,-0.0641025641025641,-0.063858275333841,-0.0555555555555556,-0.0378571428571429,-0.0342238713667285,-0.0342238713667285,-0.0178571428571429,0,0.0021536913790435,0.00354094813717151,0.00927024588314911,0.013739057232702,0.0174802027241052,0.0197368421052632,0.025,0.025,0.0256620209059233,0.0329226353072737,0.034547035767357,0.0363888888888889,0.0414331723027375,0.0429309449636553,0.0430555555555556,0.0456301476301476,0.0487691001697793,0.0498701298701299,0.0597447099258768,0.0622973109031986,0.0662337662337662,0.0774908424908425,0.0980155780043588,0.124325925426741,0.127699805068226,0.134395543294626,0.138065268065268,0.140446190915926,0.145757575757576,0.148246753246753,0.14835787572008,0.15,0.15,0.159090909090909,0.16043386894926,0.16978797960724,0.244593912825295
"SMAD",0.0761861190214287,0.100480084689692,0.100480084689692,0.102124821531797,0.02,0.012156862745098,0.00630611647644132,-0.0830934390623204,-0.0927422003284072,-0.0998850574712643,-0.0961904761904762,0.120903338305875,0.144444444444444,-0.1325,0.16689297797961,0.170080228975625,-0.1375,0.2,0.125292333237539,-0.0806349136309093,0.0756247453369298,0.0314828094280149,0.136572166706456,0.0216589861751152,-0.15,0.0571428571428571,0.148096330275229,0.160754060236684,0.118787180561374,-0.156769374416433,0.133903244033063,-0.172769374416433,-0.158730158730159,-0.176104026450496,0.010031079198371,-0.173038229376258,0.00906954073683255,0.0951507099531293,-0.185714285714286,-0.108081928423543,-0.0192611906639827,-0.0062047993538476,-0.00888413547237077,-0.0234827522597307,-0.0256410256410256,-0.0157064729304666,-0.0333333333333333,-0.100480084689692,-0.0902599875773443,-0.02,-0.02,-0.0333333333333333,0.00485069523592432,-0.0127128533445604,-0.178281707153888
"cateninmemb",-0.0774834749905679,-0.0710331825037707,-0.0710331825037707,-0.0707538528948322,0.0297765617875057,0.0323852574396796,0.0314281442729178,-0.0822560024259142,-0.0760637300843486,-0.0697440274821182,-0.0709090909090909,0.0388865520137291,-0.08,0.0145833333333333,0.0472209903917221,0.0445085129957004,0.0333333333333333,-0.1,0.00933333333333333,-0.0754336615096109,-0.00420280864023462,0.0124810330912026,-0.0301366311065955,0.12096256684492,0.0333333333333333,0.132727272727273,-0.0285618279569892,0.0693714257382914,-0.0309510316612029,0.0678306878306878,0.0608217001475428,0.0743241943241943,0.0752380952380952,-0.00571422378479376,0.128179061690281,-0.0457575757575758,0.127786904827536,0.0450952445526851,-0.0470909090909091,0.0500127892630375,-0.0795016985935953,-0.03068117882007,-0.0320508092791445,-0.032558170982908,-0.0332248376495747,-0.10535962233433,-0.0297765617875057,0.0710331825037707,-0.0540266508199688,-0.0274509803921569,-0.0333333333333333,-0.0274509803921569,0.0325097827891124,0.066731545869426,0.0778618993491867
"GLI",0.197197529267161,0.00147325061869881,0.00147325061869881,8.7112004837428e-05,0.146774193548387,0.137018095987411,0.128061535306713,-0.0814739716675201,-0.0316423519009726,-0.0325947328533536,-0.0291423519009726,0.123031450722452,0.05,-0.159931077694236,0.291459553242247,0.289812494418717,-0.149404761904762,0.0833333333333333,0.0691099819004599,-0.0836138996138996,0.06599055066797,0.0750559278464058,0.150071331326553,-0.143809523809524,-0.161904761904762,-0.0771428571428571,0.157890261367705,0.0969587570924489,0.036848595987488,-0.0906015037593985,0.0439698732250867,-0.0906015037593985,-0.0763157894736842,-0.200816563467492,-0.152900432900433,-0.295862068965517,-0.153452919088278,0.0408442598353374,-0.32,-0.352010496877753,-0.0996428790025313,-0.12692585090743,-0.130983613228791,-0.14385804836691,-0.04853889943074,-0.144436754940335,-0.0567741935483871,-0.00147325061869881,-0.0858854753370882,-0.15,-0.15,-0.06,-0.00412921443881196,-0.174104770531401,-0.267642219681393
"TrCP",0.183491994162446,0.070176417450449,0.070176417450449,0.0710855083595399,0.146296296296296,0.138188188188188,0.12990435980535,-0.0806561962078417,0.0169230769230769,0.0114285714285714,0.0153846153846154,0.14561434217956,0.05,-0.0151305683563748,0.18598166539343,0.188167457743157,-0.0119047619047619,0.1,0.0238777948455368,-0.0800811865729898,0.025967163477085,0.0316197303294077,0.0112416794674859,0.0147826086956522,-0.0285714285714286,0.08,0.0262416794674859,0.100621491908566,-0.00287129345603272,-0.0855263157894737,0.130034771857976,-0.0966374269005848,-0.075,-0.20752575546619,-0.00386145910095799,-0.193557422969188,-0.00252812576762466,0.0831661511906822,-0.219047619047619,-0.153767876787679,-0.101685175839036,-0.129352635667419,-0.133237693138683,-0.13498692530785,-0.138401559454191,-0.146516756896757,-0.146296296296296,-0.070176417450449,-0.0873681228990588,-0.15,-0.15,-0.15,0.00307716072123358,-0.176911113176565,-0.168163961038961
"PAK1",0.183491994162446,0.070176417450449,0.070176417450449,0.0710855083595399,0.146296296296296,0.138188188188188,0.12990435980535,-0.0806561962078417,0.0169230769230769,0.0114285714285714,0.0153846153846154,0.14561434217956,0.05,-0.0151305683563748,0.18598166539343,0.188167457743157,-0.0119047619047619,0.1,0.0238777948455368,-0.0800811865729898,0.025967163477085,0.0316197303294077,0.0112416794674859,0.0147826086956522,-0.0285714285714286,0.08,0.0262416794674859,0.100621491908566,-0.00287129345603272,-0.0855263157894737,0.130034771857976,-0.0966374269005848,-0.075,-0.20752575546619,-0.00386145910095799,-0.193557422969188,-0.00252812576762466,0.0831661511906822,-0.219047619047619,-0.153767876787679,-0.101685175839036,-0.129352635667419,-0.133237693138683,-0.13498692530785,-0.138401559454191,-0.146516756896757,-0.146296296296296,-0.070176417450449,-0.0873681228990588,-0.15,-0.15,-0.15,0.00307716072123358,-0.176911113176565,-0.168163961038961
"EGR1",0.183491994162446,0.070176417450449,0.070176417450449,0.0710855083595399,0.146296296296296,0.138188188188188,0.12990435980535,-0.0806561962078417,0.0169230769230769,0.0114285714285714,0.0153846153846154,0.14561434217956,0.05,-0.0151305683563748,0.18598166539343,0.188167457743157,-0.0119047619047619,0.1,0.0238777948455368,-0.0800811865729898,0.025967163477085,0.0316197303294077,0.0112416794674859,0.0147826086956522,-0.0285714285714286,0.08,0.0262416794674859,0.100621491908566,-0.00287129345603272,-0.0855263157894737,0.130034771857976,-0.0966374269005848,-0.075,-0.20752575546619,-0.00386145910095799,-0.193557422969188,-0.00252812576762466,0.0831661511906822,-0.219047619047619,-0.153767876787679,-0.101685175839036,-0.129352635667419,-0.133237693138683,-0.13498692530785,-0.138401559454191,-0.146516756896757,-0.146296296296296,-0.070176417450449,-0.0873681228990588,-0.15,-0.15,-0.15,0.00307716072123358,-0.176911113176565,-0.168163961038961
"SNAI1",0.182340678372973,0.0710855083595399,0.0710855083595399,0.0671446216600325,0.138188188188188,0.133237693138683,0.129352635667419,-0.0778271679175588,0.0114285714285714,0.0151020408163265,0.0169230769230769,0.139768188333406,0.075,-0.0262416794674859,0.188167457743157,0.184135199678641,-0.0151305683563748,0.05,0.0316197303294077,-0.0847540837692515,0.0343004968104183,0.032972743859543,0.0172610969432141,-0.00386145910095799,-0.0119047619047619,0.0147826086956522,0.0112416794674859,0.100587968609873,0.00206988301455552,-0.0966374269005848,0.118737700728269,-0.081359649122807,-0.0855263157894737,-0.201553709722861,-0.00252812576762466,-0.18598166539343,-0.00207969527435112,-0.0107840267452609,-0.193557422969188,-0.151881084334849,-0.102257496338516,-0.128526616049453,-0.12990435980535,-0.130782172108581,-0.13498692530785,-0.1453768605237,-0.138401559454191,-0.0710855083595399,-0.0796190454082839,-0.146296296296296,-0.15,-0.146296296296296,-0.00297471247761369,-0.173181509446962,-0.16717386202906
"cfos",0.184995753560942,0.0750544662309368,0.0750544662309368,0.070176417450449,0.15,0.146296296296296,0.133237693138683,-0.0758330450824397,0.0153846153846154,0.0169230769230769,0,0.146701298701299,0.1,-0.0119047619047619,0.193557422969188,0.18598166539343,-0.0285714285714286,0,0.0529100529100529,-0.0735238095238095,0.0480259870064968,0.0238777948455368,0.0262416794674859,0.08,-0.1,0.12,0.0151305683563748,0.100078996429361,0.00510416666666667,-0.075,0.132797202797203,-0.0855263157894737,-0.05,-0.206836100293776,0.0147826086956522,-0.219047619047619,-0.00386145910095799,0.0934286810236177,-0.242857142857143,-0.152777777777778,-0.103415279645265,-0.12990435980535,-0.138188188188188,-0.138401559454191,-0.146296296296296,-0.148531408911409,-0.15,-0.0750544662309368,-0.0857604058572582,-0.15,-0.1,-0.15,-0.00199898141074612,-0.181313628899836,-0.17325487012987
"CDC42",0.184995753560942,0.0750544662309368,0.0750544662309368,0.070176417450449,0.15,0.146296296296296,0.133237693138683,-0.0758330450824397,0.0153846153846154,0.0169230769230769,0,0.146701298701299,0.1,-0.0119047619047619,0.193557422969188,0.18598166539343,-0.0285714285714286,0,0.0529100529100529,-0.0735238095238095,0.0480259870064968,0.0238777948455368,0.0262416794674859,0.08,-0.1,0.02,0.0151305683563748,0.100078996429361,0.00510416666666667,-0.075,0.132797202797203,-0.0855263157894737,-0.05,-0.206836100293776,0.0147826086956522,-0.219047619047619,-0.00386145910095799,0.0934286810236177,-0.142857142857143,-0.152777777777778,-0.103415279645265,-0.12990435980535,-0.138188188188188,-0.138401559454191,-0.146296296296296,-0.148531408911409,-0.15,-0.0750544662309368,-0.0857604058572582,-0.15,-0.1,-0.15,-0.00199898141074612,-0.181313628899836,-0.17325487012987
"SRC",0.185355152094283,0.246441385064664,0.246441385064664,0.240380779004058,0.2,0.19,0.176925229908037,-0.0712189278227014,0.128333333333333,0.131904761904762,0.095,0.134422129594543,0.15,-0.0233333333333333,0.0873015873015873,0.0745743145743146,-0.0833333333333333,0.1,0.0989035087719298,-0.185529715762274,0.115491559086395,0.0907954006638217,0.037276688453159,-0.172727272727273,-0.0333333333333333,-0.2,0.0196296296296296,-0.0915829044353409,0.0113255704540108,-0.175641025641026,-0.157771260997067,-0.181196581196581,-0.183333333333333,-0.0920961718020541,-0.217171717171717,-0.111111111111111,-0.256794358681151,-0.0445878278993397,-0.111111111111111,-0.284285714285714,-0.179547647341765,-0.174016952503115,-0.181803278688525,-0.181803278688525,-0.19,-0.212296437659033,-0.2,-0.246441385064664,-0.023712189278227,-0.3,-0.2,-0.2,-0.0222017274191187,-0.226150707637384,-0.162251082251082
"TGFR",-0.0039673379584482,-0.167261904761905,-0.167261904761905,-0.16843149540518,0,0.00943396226415094,0.0090751105895098,-0.0485013862121932,-0.246781609195402,-0.250378731497561,-0.243333333333333,0.0363107947805457,0.0583333333333333,-0.143908045977012,0.0360714285714286,0.0403267477203647,-0.126666666666667,0.0333333333333333,0.152922776148583,-0.0369006756020486,0.118504190844616,0.136908541273138,0.149593074225599,-0.15187969924812,-0.193333333333333,-0.157142857142857,0.150158045977011,-0.0153725502760443,0.141619175684617,-0.0132205513784461,0.0268398268398268,-0.0108949699830973,0.0130952380952381,-0.0470974938295045,-0.189657477025898,-0.134285714285714,-0.173219120861515,0.0431354325481437,-0.153333333333333,-0.313888888888889,-0.0101445157936215,-0.00951798038578969,-0.00811817279046673,-0.0230745152595426,-0.0237196765498652,-0.00932324488740289,-0.0142857142857143,0.167261904761905,-0.0934113031354083,0,0,-0.0142857142857143,0.0506395779476981,-0.00746039315424151,0.0809578188154162
