"","ZEB2","GSK3","CDC42","PAK1","KLF4","Destcompl","cfos","EGR1","FUS","RKIP","LIV1","cateninmemb","SMO","SHH","ILK","SUFU","HEY1","AKT","Csn","STAT","DSH","SRC","TrCP","cMet","Frizzled","NOTCHic","RAS","DELTA","SNAI2","RAF","PI3K","FOXC2","NOTCH","AXIN2","Csl","GLI","Wnt","Jagged","CD44","TCFLEF","cateninnuc","TWIST1","IKK","NFB","Patched","SMAD","miR200","MEK","ERK","Ecadherin","SOSGRB2","SNAI1","TGFR","TGF","ZEB1"
"SMO",-0.303531073446328,-0.273829083537821,-0.0866666666666667,-0.0666666666666667,-0.277777777777778,-0.255624375624376,-0.06,0,-0.0666666666666667,-0.222857142857143,-0.1,0.0718597974736403,-0.186666666666667,-0.175555555555556,0,-0.1,-0.00293040293040293,-0.0317142857142857,-0.1,-0.1,-0.2,-0.1,0,-0.08,-0.2,0.0424242424242424,-0.0826923076923077,-0.0826923076923077,-0.19767925561029,0.0826923076923077,0.0826923076923077,0.188103448275862,-0.0374242424242424,0.00995670995670996,-0.0333333333333333,0.169444444444444,0.175,-0.091031746031746,0.0744444444444445,0.0695900755124056,0.0703419552116537,0.0818082788671024,0.0357142857142857,0.05,0.186666666666667,0.00793650793650794,0.168083182640145,0.0889044289044289,0.0676923076923077,0.0268682453814829,-0.0736842105263158,0.235867895545315,0.103333333333333,0.122252252252252,0.303531073446328
"SUFU",-0.302173674436221,-0.274934739924578,-0.122252252252252,-0.103333333333333,-0.287456780428215,-0.257629365981268,-0.0889044289044289,-0.0676923076923077,-0.186666666666667,-0.216048811277088,-0.1,0.0689928264532933,-0.175555555555556,-0.178199758199758,-0.0111623143881208,-0.186666666666667,-0.0166897882979601,-0.0196853750276569,-0.0357142857142857,-0.08,-0.175,-0.0744444444444445,-0.05,-0.0695900755124056,-0.169444444444444,0.0442424242424242,-0.084799709162652,-0.0857490762512596,-0.191374645618681,0.0857490762512596,0.0857490762512596,0.183261473612156,-0.0402741702741703,0.00849046415689324,-0.0374242424242424,0.164790455310901,0.163675213675214,-0.0842950605725697,0.0703419552116537,0.070070216081219,0.069609858024953,0.0837751380455986,0.0163296703296703,0.0317142857142857,0.178585858585859,0.0160121989146797,0.166599874458025,0.104272489554955,0.103846957640061,0.0296799209595482,-0.0422156790577843,0.238448976192031,0.122252252252252,0.125210832133909,0.302173674436221
"FUS",-0.301690582648782,-0.274163531698357,-0.103333333333333,-0.0866666666666667,-0.289253187613843,-0.256938244237514,-0.0676923076923077,-0.06,-0.186666666666667,-0.215640648011782,-0.1,0.0698113803414242,-0.186666666666667,-0.178585858585859,-0.00793650793650794,-0.0666666666666667,-0.0130753304666348,-0.0163296703296703,-0.05,-0.1,-0.2,-0.08,-0.1,-0.0744444444444445,-0.175,0.0374242424242424,-0.0857490762512596,-0.0826923076923077,-0.193549991696466,0.0826923076923077,0.0826923076923077,0.181524500907441,-0.0442424242424242,0.00685111989459815,-0.0424242424242424,0.163675213675214,0.169444444444444,-0.0850076496462039,0.0695900755124056,0.0703419552116537,0.070070216081219,0.0823318390765265,0.0317142857142857,0.0357142857142857,0.175555555555556,0.0111623143881208,0.165112885610442,0.103846957640061,0.0889044289044289,0.0282381083951816,-0.0582995951417004,0.239641480450975,0.122252252252252,0.122252252252252,0.301690582648782
"SMAD",-0.290823033713135,-0.251766429059662,-0.272199865861838,-0.25952380952381,-0.286303184741481,-0.141836715320651,-0.257603686635945,-0.228571428571429,-0.170833333333333,-0.182608774898311,-0.08,-0.110958653013165,-0.170833333333333,-0.170683270238623,-0.18239550403934,-0.183333333333333,-0.147066954920006,-0.132720821661998,-0.155555555555556,-0.0657142857142857,-0.0523809523809524,-0.0546031746031746,-0.1,-0.0506816059757236,-0.0412698412698413,-0.107816091954023,-0.0583427678963188,-0.0603164521068451,0.112312179811456,0.0603164521068451,0.0603164521068451,0.0724136940376031,0.107816091954023,0.0537617628978106,0.106666666666667,0.0374236874236874,0.0374236874236874,0.130413350090769,0.05104524233936,0.0509095571290479,0.050504288638673,0.139942312320435,0.135387488328665,0.141269841269841,0.168081039755352,0.0866812183250539,0.148588470263875,0.270506191108217,0.259929268031294,0.150969724728706,0.250805974563739,0.238553079089369,0.277227798822732,0.280415049818747,0.290823033713135
"ZEB2",-0.286653332051512,-0.27067736782376,-0.223896103896104,-0.185714285714286,-0.184768653069175,-0.174317737311476,-0.16359649122807,-0.158333333333333,-0.153571428571429,-0.152882447665056,-0.15,-0.139942475550304,-0.139285714285714,-0.135937598986379,-0.13569416498994,-0.125,-0.12375366568915,-0.117751817237799,-0.111111111111111,-0.11,-0.104545454545455,-0.103333333333333,-0.1,-0.0980701754385965,-0.0978787878787879,-0.0830769230769231,-0.0130001761265145,-0.0102164502164502,-0.00143142085507448,0.0102164502164502,0.0102164502164502,0.0534700854700855,0.0836233711643548,0.0884384170815247,0.0897435897435898,0.0909157203652616,0.0927505827505827,0.0960804389330926,0.0962183235867447,0.09762677429097,0.09762677429097,0.0984018055725664,0.120555555555556,0.136111111111111,0.13684668989547,0.14240148206311,0.16324017562631,0.182951329937748,0.182951329937748,0.185150492227032,0.190457875457875,0.197378370368751,0.227297464440322,0.227826564969422,0.286653332051512
"ZEB1",-0.284773091799285,-0.144985854975024,-0.223846410128269,-0.202107279693487,-0.280854932275916,-0.138223479135607,-0.138,-0.15,-0.158333333333333,-0.152137623820409,-0.0333333333333333,-0.0585176421110825,-0.14469696969697,-0.147725369669058,-0.138640627687585,-0.133333333333333,-0.126248294020315,-0.125316570113809,-0.113333333333333,-0.0102564102564103,-0.00476190476190476,-0.00293933708567855,-0.133333333333333,-0.000978552771953056,0.00255516840882695,-0.112745098039216,0.0059105746642706,0.00795781875875879,-0.056254759629242,-0.00795781875875879,-0.00795781875875879,0.059859492638227,0.111918651758224,0.0207871766128452,0.116666666666667,-0.00482188794358772,-0.00447824533190387,0.120825020791512,0.000978552771953056,0.000978552771953056,0.000685010697589064,0.0618105905084774,0.128173712970952,0.139649122807018,0.146657754010695,0.141525243072201,0.16577801129952,0.157849701995336,0.155647058823529,0.154603793486151,0.15504873294347,0.187929212393783,0.227399709620655,0.227399709620655,0.284773091799285
"Wnt",-0.284744141559063,-0.356896551724138,-0.366666666666667,-0.3,-0.272549019607843,-0.280950824265633,-0.2,-0.1,0,-0.188333333333333,0,-0.163474576271186,0,-0.0225108225108225,-0.0743589743589744,0,-0.081025641025641,0.128333333333333,0.1,0.1,0,0.1,0.1,0.125,0,0.114285714285714,-0.301503759398496,-0.301503759398496,0.24051724137931,0.301503759398496,0.301503759398496,0.0775708502024292,-0.0892857142857143,-0.0872727272727273,-0.1,-0.130263157894737,-0.125,0.0889950980392157,-0.130263157894737,-0.133834586466165,-0.133172334810536,0.252647058823529,-0.153333333333333,-0.133333333333333,0.0272727272727273,0.0906380441264162,0.153535353535354,0.245882352941176,0.24,0.196497883181597,0.363636363636364,0.248447204968944,0.373333333333333,0.395072463768116,0.284744141559063
"SHH",-0.275,-0.271794871794872,0.0333333333333333,0,-0.25,-0.25012987012987,-0.1,0,0,-0.18,0,0.0814336917562724,-0.1,-0.186666666666667,0,0,0,-0.05,0,-0.1,-0.2,-0.1,0,-0.1,-0.2,0,-0.0576923076923077,-0.05,-0.213869731800766,0.05,0.05,0.175,-0.0333333333333333,0.019047619047619,-0.1,0.2,0.2,-0.105714285714286,0.1,0.08,0.0744444444444445,0.05,0.1,0,0.0666666666666667,0,0.15,0.06,0,0.0133333333333333,-0.1,0.233333333333333,0.0666666666666667,0.0866666666666667,0.275
"SNAI1",-0.248282734257382,-0.147220704213278,-0.222981920040744,-0.215406162464986,-0.244380008803481,-0.140030550529158,-0.211348563006632,-0.21304347826087,-0.0794162826420891,-0.13153839364362,-0.1,-0.120977580841106,-0.0757125789383854,-0.0790718022393563,-0.0765898617511521,-0.0761904761904762,-0.0728002070393375,-0.0770833333333333,-0.0833333333333333,-0.0888888888888889,-0.0888888888888889,-0.0888888888888889,-0.0833333333333333,-0.0898789878987899,-0.0888888888888889,-0.0346520146520147,0.0781605086920973,0.079802544816892,0.134820096852373,-0.079802544816892,-0.079802544816892,0.0428587299361156,0.0338356881214024,0.0794960017211156,0.0379487179487179,0.0877313555585282,0.0893766937669377,0.030358594971731,0.0887678767876788,0.0883540836842305,0.0877861951968789,0.108639317204535,0.0777777777777778,0.0833333333333333,0.0777125789383854,0.0776968728212628,0.126621586131544,0.225154243126214,0.222015229673299,0.162937972548434,0.223418228615314,0.0835107541501689,0.224621264303039,0.225226103012716,0.248282734257382
"TrCP",-0.246683718267222,-0.146758658008658,-0.215406162464986,-0.20952380952381,-0.242199323445225,-0.139317831230913,-0.21304347826087,-0.2,-0.0761904761904762,-0.129027933392574,-0.1,-0.12039036149741,-0.0794162826420891,-0.0777125789383854,-0.0746543778801843,-0.0761904761904762,-0.0710144927536232,-0.0777777777777778,-0.0833333333333333,-0.1,-0.1,-0.0888888888888889,-0.0333333333333333,-0.0888888888888889,-0.0888888888888889,-0.0379487179487179,0.079802544816892,0.0793479993623466,0.134049060982444,-0.0793479993623466,-0.0793479993623466,0.0409527578903723,0.0346520146520147,0.079962202187316,0.0333333333333333,0.0893766937669377,0.0888888888888889,0.0289468302658487,0.0898789878987899,0.0887678767876788,0.0883540836842305,0.106895727460945,0.0833333333333333,0.0833333333333333,0.0757125789383854,0.0765898617511521,0.125564909858729,0.222015229673299,0.211348563006632,0.16257376859422,0.22002200220022,0.181553458776503,0.222981920040744,0.224621264303039,0.246683718267222
"PAK1",-0.246683718267222,-0.146758658008658,-0.215406162464986,-0.20952380952381,-0.242199323445225,-0.139317831230913,-0.21304347826087,-0.2,-0.0761904761904762,-0.129027933392574,-0.1,-0.12039036149741,-0.0794162826420891,-0.0777125789383854,-0.0746543778801843,-0.0761904761904762,-0.0710144927536232,-0.0777777777777778,-0.0833333333333333,-0.1,-0.1,-0.0888888888888889,-0.0333333333333333,-0.0888888888888889,-0.0888888888888889,-0.0379487179487179,0.079802544816892,0.0793479993623466,0.134049060982444,-0.0793479993623466,-0.0793479993623466,0.0409527578903723,0.0346520146520147,0.079962202187316,0.0333333333333333,0.0893766937669377,0.0888888888888889,0.0289468302658487,0.0898789878987899,0.0887678767876788,0.0883540836842305,0.106895727460945,0.0833333333333333,0.0833333333333333,0.0757125789383854,0.0765898617511521,0.125564909858729,0.222015229673299,0.211348563006632,0.16257376859422,0.22002200220022,0.181553458776503,0.222981920040744,0.224621264303039,0.246683718267222
"LIV1",-0.246683718267222,-0.146758658008658,-0.215406162464986,-0.20952380952381,-0.242199323445225,-0.139317831230913,-0.21304347826087,-0.2,-0.0761904761904762,-0.129027933392574,-0.1,-0.12039036149741,-0.0794162826420891,-0.0777125789383854,-0.0746543778801843,-0.0761904761904762,-0.0710144927536232,-0.0777777777777778,-0.0833333333333333,-0.1,-0.1,-0.0888888888888889,-0.0333333333333333,-0.0888888888888889,-0.0888888888888889,-0.0379487179487179,0.079802544816892,0.0793479993623466,0.134049060982444,-0.0793479993623466,-0.0793479993623466,0.0409527578903723,0.0346520146520147,0.079962202187316,0.0333333333333333,0.0893766937669377,0.0888888888888889,0.0289468302658487,0.0898789878987899,0.0887678767876788,0.0883540836842305,0.106895727460945,0.0833333333333333,0.0833333333333333,0.0757125789383854,0.0765898617511521,0.125564909858729,0.222015229673299,0.211348563006632,0.16257376859422,0.22002200220022,0.181553458776503,0.222981920040744,0.224621264303039,0.246683718267222
"EGR1",-0.246683718267222,-0.146758658008658,-0.215406162464986,-0.20952380952381,-0.242199323445225,-0.139317831230913,-0.21304347826087,-0.2,-0.0761904761904762,-0.129027933392574,-0.1,-0.12039036149741,-0.0794162826420891,-0.0777125789383854,-0.0746543778801843,-0.0761904761904762,-0.0710144927536232,-0.0777777777777778,-0.0833333333333333,-0.1,-0.1,-0.0888888888888889,-0.0333333333333333,-0.0888888888888889,-0.0888888888888889,-0.0379487179487179,0.079802544816892,0.0793479993623466,0.134049060982444,-0.0793479993623466,-0.0793479993623466,0.0409527578903723,0.0346520146520147,0.079962202187316,0.0333333333333333,0.0893766937669377,0.0888888888888889,0.0289468302658487,0.0898789878987899,0.0887678767876788,0.0883540836842305,0.106895727460945,0.0833333333333333,0.0833333333333333,0.0757125789383854,0.0765898617511521,0.125564909858729,0.222015229673299,0.211348563006632,0.16257376859422,0.22002200220022,0.181553458776503,0.222981920040744,0.224621264303039,0.246683718267222
"cfos",-0.244432914408701,-0.143122294372294,-0.20952380952381,-0.185714285714286,-0.238920634920635,-0.138565951531665,-0.2,-0.12,-0.0761904761904762,-0.12958041958042,-0.1,-0.118558859665908,-0.0761904761904762,-0.0757125789383854,-0.0714285714285714,-0.0333333333333333,-0.0710144927536232,-0.0833333333333333,-0.0333333333333333,-0.1,-0.1,-0.1,0,-0.0888888888888889,-0.1,-0.0333333333333333,0.0793479993623466,0.0830065359477124,0.132059910892028,-0.0830065359477124,-0.0830065359477124,0.0416424130627861,0.0379487179487179,0.0805911330049261,0.0333333333333333,0.0888888888888889,0.0888888888888889,0.0283333333333333,0.0888888888888889,0.0898789878987899,0.0887678767876788,0.107982683982684,0.0833333333333333,0.0833333333333333,0.0794162826420891,0.0746543778801843,0.125057295645531,0.211348563006632,0.21304347826087,0.161812522919479,0.211111111111111,0.178928160447148,0.215406162464986,0.222981920040744,0.244432914408701
"CDC42",-0.244432914408701,-0.143122294372294,-0.20952380952381,-0.0857142857142857,-0.238920634920635,-0.138565951531665,-0.2,-0.22,-0.0761904761904762,-0.12958041958042,-0.1,-0.118558859665908,-0.0761904761904762,-0.0757125789383854,-0.0714285714285714,-0.0333333333333333,-0.0710144927536232,-0.0833333333333333,-0.0333333333333333,-0.1,-0.1,-0.1,0,-0.0888888888888889,-0.1,-0.0333333333333333,0.0793479993623466,0.0830065359477124,0.132059910892028,-0.0830065359477124,-0.0830065359477124,0.0416424130627861,0.0379487179487179,0.0805911330049261,0.0333333333333333,0.0888888888888889,0.0888888888888889,0.0283333333333333,0.0888888888888889,0.0898789878987899,0.0887678767876788,0.107982683982684,0.0833333333333333,0.0833333333333333,0.0794162826420891,0.0746543778801843,0.125057295645531,0.211348563006632,0.21304347826087,0.161812522919479,0.211111111111111,0.178928160447148,0.215406162464986,0.222981920040744,0.244432914408701
"Csl",-0.235805909200096,-0.0720407453093359,-0.215111111111111,-0.215111111111111,-0.232011732229124,-0.0318493551019478,-0.22,-0.22,-0.066025641025641,-0.115485675239079,-0.02,-0.0330872239462512,-0.0719079939668175,-0.0716947941151304,-0.0754813292223364,-0.0583333333333333,0.0281006404791571,-0.0762273901808786,-0.0666666666666667,-0.0276923076923077,-0.0276923076923077,-0.0186013986013986,-0.0333333333333333,-0.0197002997002997,-0.0186013986013986,-0.042774678632064,0.0415928537831924,0.042695794959663,0.156090243599095,-0.042695794959663,-0.042695794959663,0.0248959917671184,0.0400474059047913,0.0106319064787804,0.0375115207373272,0.0196766674186029,0.0196766674186029,0.0323986633920409,0.0201084629656058,0.0184290736526287,0.0182575470660078,0.112003666216451,0.0801033591731266,0.0777777777777778,0.0708327251496132,0.0754813292223364,0.120457413303384,0.227608695652174,0.22,0.0739942024476055,0.227702182284981,0.164332816941513,0.223391365888181,0.224978667475483,0.235805909200096
"cMet",-0.23015873015873,-0.196678187403994,-0.2325,-0.22,-0.319047619047619,-0.157586474393197,-0.225,-0.225,-0.1,-0.0448148148148148,0.1,-0.0387365244482682,-0.1,-0.136647727272727,-0.139455782312925,-0.1,-0.132782937736498,-0.112083333333333,-0.1,0.2,0.1,0.15,-0.1,0.03,0.05,-0.0984962406015037,-0.0217969451931716,-0.0104761904761905,0.296654408041269,0.0104761904761905,0.0104761904761905,0.102705696202532,0.104879219324908,-0.0479365079365079,0.114285714285714,-0.0436363636363636,-0.03,0.124033647511908,-0.0416279069767442,-0.0462432915921288,-0.0490681503491909,0.200590196320533,0.0933333333333333,0.1,0.127272727272727,0.141273964131107,0.152867396794027,0.256818181818182,0.255,0.0901005781062194,0.361904761904762,0.215937699925211,0.226944444444444,0.231199763593381,0.23015873015873
"NOTCH",-0.227858293075684,-0.0662312783002438,-0.211111111111111,-0.2,-0.224154589371981,-0.0290894526034713,-0.22,-0.2,-0.0333333333333333,-0.104244031830239,0,-0.0316081065162991,-0.0583333333333333,-0.0719079939668175,-0.0714285714285714,0,0.0289855072463768,-0.0777777777777778,0,0,0,-0.02,0,-0.0276923076923077,-0.02,-0.134285714285714,0.0431884057971014,0.0533333333333333,0.152972300031124,-0.0533333333333333,-0.0533333333333333,0.0222448979591837,0.0375115207373272,0.00862533692722372,0.12,0.0186013986013986,0.0276923076923077,0.0317364117364117,0.0186013986013986,0.0197002997002997,0.0201084629656058,0.109084745762712,0.0666666666666667,0.0333333333333333,0.066025641025641,0.0747619047619048,0.115757575757576,0.22,0.22,0.0712631578947368,0.225263157894737,0.160769230769231,0.215111111111111,0.215111111111111,0.227858293075684
