"","ZEB2","GSK3","CDC42","PAK1","KLF4","Destcompl","cfos","EGR1","FUS","RKIP","LIV1","cateninmemb","SMO","SHH","ILK","SUFU","HEY1","AKT","Csn","STAT","DSH","SRC","TrCP","cMet","Frizzled","NOTCHic","RAS","DELTA","SNAI2","RAF","PI3K","FOXC2","NOTCH","AXIN2","Csl","GLI","Wnt","Jagged","CD44","TCFLEF","cateninnuc","TWIST1","IKK","NFB","Patched","SMAD","miR200","MEK","ERK","Ecadherin","SOSGRB2","SNAI1","TGFR","TGF","ZEB1"
"SRC",-0.167864630128781,0.0590476190476191,-0.0958333333333333,-0.133333333333333,-0.262532299741602,0.0612728937728938,-0.193939393939394,-0.166666666666667,-0.0333333333333333,0.106060606060606,0.2,-0.000749139350396647,-0.0733333333333333,-0.0799782135076253,-0.0905701754385965,-0.0333333333333333,-0.101183382985766,-0.0094017094017094,0.05,0.1,0,-0.025,0.1,-0.025,-0.025,0.0411904761904762,0.0782208821633102,0.0736754276178557,0.119567308693389,-0.0736754276178557,-0.0736754276178557,-0.0870961718020541,-0.0376190476190476,-0.00369118959581793,-0.065,0.0299180327868852,0.025,0.0265184662432369,0.0299180327868852,0.0274790083966413,0.0259130128709143,0.0968106606037641,0.00384615384615384,-0.05,0.077037037037037,0.0878674727358938,0.0740272288098375,0.15515532685344,0.14949494949495,0.0731711371417254,0.285714285714286,0.0131577934508476,0.0910714285714286,0.0983441558441558,0.167864630128781
"TGFR",-0.149984966891836,-0.308437512839926,-0.188571428571429,-0.16,-0.145492808107225,-0.144798521397992,-0.189974937343358,-0.195238095238095,-0.17,-0.091991341991342,-0.1,-0.0995808470803523,-0.152758620689655,-0.156448592441068,-0.156559139784946,-0.153333333333333,-0.126012105815218,-0.221915253249403,-0.233333333333333,-0.0666666666666667,-0.0571428571428571,-0.0566666666666667,-0.233333333333333,-0.0510062893081761,-0.0471428571428571,-0.222988505747126,0.0518692564745196,0.0565476190476191,0.112601499036119,-0.0565476190476191,-0.0565476190476191,0.174131994358404,0.222269081286695,0.0505408330873281,0.233333333333333,0.0369663507521085,0.0414824797843666,0.142387302298777,0.0470589208871235,0.0451450452890374,0.0443478796557335,0.045338078291815,0.2265664160401,0.247619047619048,0.155883620689655,0.160473730532277,0.113226936516703,0.224343278287042,0.218863826232247,0.122416268617409,0.30683885640026,0.121246729939409,0.0957142857142857,0.0999696048632219,0.149984966891836
"TGF",-0.147343457457874,-0.308682011617432,-0.16,-0.16,-0.14370709382151,-0.143185618172186,-0.195238095238095,-0.166666666666667,-0.153333333333333,-0.0848484848484849,0,-0.0977332720226156,-0.17,-0.155883620689655,-0.153333333333333,-0.133333333333333,-0.121534493874919,-0.2265664160401,-0.233333333333333,-0.1,-0.1,-0.0666666666666667,-0.2,-0.0566666666666667,-0.0571428571428571,-0.233333333333333,0.0565476190476191,0.0601190476190476,0.108666313850934,-0.0601190476190476,-0.0601190476190476,0.170201863354037,0.222988505747126,0.0509700176366843,0.213333333333333,0.0414824797843666,0.0471428571428571,0.13876411389298,0.0510062893081761,0.0470589208871235,0.0451450452890374,0.04,0.247619047619048,0.233333333333333,0.152758620689655,0.156559139784946,0.11058764032902,0.218863826232247,0.189974937343358,0.119520186845688,0.290789473684211,0.118591862682772,0.188571428571429,0.0957142857142857,0.147343457457874
"SNAI2",-0.137535556954059,-0.138756190529852,0.0324929971988796,0.0372549019607843,-0.1225,-0.137444864054937,0.0607843137254902,0.0666666666666667,-0.08,-0.110974358974359,-0.08,-0.120652144790076,-0.0623529411764706,-0.064537476962616,0.0187122736418511,-0.1,0.0054249547920434,-0.0252977426949176,-0.0666666666666667,-0.0709090909090909,-0.0709090909090909,-0.0637662337662338,-0.1,-0.0623577830620084,-0.0637662337662338,0.0736842105263158,0.0311293455248109,0.0288462405019799,0.222508876568666,-0.0288462405019799,-0.0288462405019799,0.120683533836143,-0.0762816131237184,0.060591638671146,-0.0719298245614035,0.0639620611368747,0.0623577830620084,-0.0675678626905154,0.064508320696417,0.0647145062634273,0.064093388251005,-0.0452544270265903,0.0313218390804598,0.0416666666666667,0.06031212484994,-0.0172768669432865,0.105181818784115,-0.048145204027557,-0.0549019607843137,0.202252714757248,-0.104056795131846,0.109872971809424,-0.0316382963441787,-0.0322594143566011,0.137535556954059
"TCFLEF",-0.132102649300018,0.0975398764039292,0.0377459749552773,0.0307692307692308,-0.033462248535778,0.133860706798629,0.211602787456446,0.204285714285714,-0.0566666666666667,-0.0902323552371768,-0.1,0.13145364907406,-0.0566666666666667,-0.0516003694175078,0.0561292625503152,-0.05,0.0432297395882894,-0.070406495327954,-0.0584415584415584,-0.125,-0.117647058823529,-0.125,-0.0857142857142857,-0.120726495726496,-0.117647058823529,0.0292364100111589,0.111831222132752,0.11196262817743,-0.245649499673401,-0.11196262817743,-0.11196262817743,0.00351015457363721,-0.0295686359247802,0.0337299145299145,-0.0311971943248844,0.112752436537603,0.113373554550025,-0.148881945548858,0.119468634091276,0.0198122767029594,0.0198981873558804,-0.0619135122102895,0.0736673648931714,0.0704415584415584,0.0534408602150538,-0.0578501038505064,0.0515801735078844,-0.220990542558487,-0.218269454123113,-0.130305108388857,-0.254107170274835,-0.0279435418138347,-0.0386805543945296,-0.0380183027389005,0.132102649300018
"RAS",-0.120754786450663,-0.113552971576227,-0.14,-0.1,-0.121785714285714,-0.0965740733182594,-0.03,0.02,0.1,-0.182006289308176,0,-0.0196555490832933,0.1,0.104474576271186,0.0861471861471862,0.1,0.0778656126482213,0.0288888888888889,0,0.1,0.1,0.1,0,0.129411764705882,0.1,0.00526315789473684,-0.238333333333333,-0.147948717948718,-0.173173747766268,0.147948717948718,0.147948717948718,0.0952380952380952,0.0117179741807349,-0.0942292490118577,0,-0.121078431372549,-0.129411764705882,-0.0475813128326434,-0.123028785982478,-0.119951862905555,-0.117968860072694,0.0773595199127114,-0.04,-0.0333333333333333,-0.096,-0.0779839208410637,0.0969538461538462,0.0293808049535604,0.0352631578947368,-0.0250173885979513,-0.00692640692640694,0.147384464110128,0.134117647058824,0.145008736167734,0.120754786450663
"miR200",-0.102885304659498,0.000565480606497833,-0.00220588235294118,-0.00416666666666667,-0.102398205659075,-0.0642063128342566,-0.00571428571428572,0.0142857142857143,-0.0075,-0.0038737949167397,0,-0.0143008349710597,-0.0075,-0.00840809025866814,-0.000721075057358243,-0.02,2.82485875706215e-05,-0.00706766917293233,-0.02,0,0,-0.00434782608695652,0,-0.00293937538273117,-0.004,-0.012512315270936,0.0492771038343674,0.046035208572522,-0.0760850579718366,-0.046035208572522,-0.046035208572522,0.0112014814453839,0.0130772870223484,0.0188068241536023,0.012512315270936,0.00369045039467575,0.00259154929577465,0.011238679773036,0.00406297088834915,0.00485662168199994,0.00425056107593933,-0.0663710726900911,0.00706766917293233,0.00421052631578948,0.00623417721518988,0.0016615139288316,0.00355160654966634,-0.00133580705009276,-0.00337662337662337,-0.00471092792000419,-0.00272082527401676,0.0101245051245051,-0.00263282732447818,-0.00205143197564097,0.102885304659498
"Ecadherin",-0.0983663228324505,-0.091439162658786,-0.0139393939393939,-0.0152727272727273,-0.0851851851851852,-0.0896892884034663,0.0432085561497326,0.0490909090909091,0.05,-0.050378121967207,0.0333333333333333,-0.0210491213844872,0.04375,0.0362231182795699,0.00423188405797101,0.0333333333333333,-0.00231048856394297,0.0193746993746994,0.02,0.0392156862745098,0.0392156862745098,0.036890104879161,0,0.0325422787922044,0.036890104879161,0.0321836925960637,-0.0166376804267044,-0.0155203619909502,-0.0760759304375417,0.0155203619909502,0.0155203619909502,0.0825988078085713,-0.0288379676890005,0.0130247802786527,-0.0290909090909091,-0.0341084956837587,-0.033441829017092,0.0328110107625613,-0.0335456232738098,-0.0346664202850178,-0.0345730496034118,0.0422532101605384,-0.0284656084656085,-0.0247619047619048,-0.0362231182795699,-0.00398975330736569,0.0760084628799713,-0.0395214730690777,-0.0359920613043718,-0.098942851831191,-0.0617209834190966,0.0466452102592961,0.0124759793052476,0.012656811131649,0.0983663228324505
"KLF4",-0.0964705882352941,-0.091439162658786,-0.0152727272727273,-0.0272727272727273,-0.0851851851851852,-0.0901552716280703,0.0490909090909091,0.04,0.0333333333333333,-0.0485054627911771,0.0333333333333333,-0.0205363008716667,0.05,0.0362231182795699,0.00133333333333333,0,-0.00432391138273491,0.0284656084656085,0,0.0333333333333333,0.0333333333333333,0.0392156862745098,-0.1,0.036890104879161,0.0392156862745098,0.0290909090909091,-0.0155203619909502,-0.0184615384615385,-0.0764973633093057,0.0184615384615385,0.0184615384615385,0.0805393112410656,-0.0321836925960637,0.0144680792477249,-0.0290909090909091,-0.033441829017092,-0.036890104879161,0.0330398437145064,-0.0325422787922044,-0.0335456232738098,-0.0346664202850178,0.0402047930283224,-0.0247619047619048,-0.02,-0.04375,-0.00423188405797101,0.0747049247049247,-0.0359920613043718,-0.0432085561497326,0.000472922268127414,-0.0617209834190966,0.0475945773479036,0.0139393939393939,0.0124759793052476,0.0964705882352941
"IKK",0.0145263157894737,-0.168186813186813,0.0277777777777778,0.05,0.00769230769230769,-0.089339823206067,-0.0428571428571429,0,0.12,0.0271402550091075,0.1,0.104905197223633,0.14,0.132848020434227,0.09375,0.1,0.0888544891640867,0.251415701415701,0.1,0.15,0.15,0.138888888888889,0,0.138888888888889,0.138888888888889,0.123376623376623,-0.214726958240672,-0.217543859649123,-0.153814277613633,0.217543859649123,0.217543859649123,0.0468398268398268,-0.118614718614719,-0.109761904761905,-0.109090909090909,-0.14042735042735,-0.138888888888889,0.021426116838488,-0.14042735042735,-0.137602491670288,-0.138024432598558,0.0224509803921569,-0.259523809523809,-0.142857142857143,-0.136296296296296,-0.0868193069306931,-0.00869565217391304,0.0481904761904762,0.0548571428571428,-0.183951000606513,-0.0180672268907563,-0.0229855810008482,-0.0414141414141414,-0.0438141414141414,-0.0145263157894737
"NFB",0.0149094575519258,-0.168971126912303,0.0414141414141414,0.0277777777777778,0.00961538461538462,-0.0888414843356351,-0.0548571428571428,-0.0428571428571429,0.14,0.02970435757321,0.15,0.105221987086357,0.136296296296296,0.129233562602902,0.0868193069306931,0.12,0.0817116320212296,0.249193479193479,0.142857142857143,0.138888888888889,0.138888888888889,0.138888888888889,0.1,0.14042735042735,0.138888888888889,0.118614718614719,-0.210746858738185,-0.214726958240672,-0.153204521516072,0.214726958240672,0.214726958240672,0.0456446077163209,-0.116679234743751,-0.108343465045593,-0.123376623376623,-0.137056563910496,-0.14042735042735,0.0221455412989196,-0.137602491670288,-0.138024432598558,-0.138102863971107,0.0214985994397759,-0.251415701415701,-0.259523809523809,-0.132848020434227,-0.0879345485663808,-0.00899776697753842,0.0501512605042017,0.0481904761904762,-0.183790486962853,-0.0212251216275984,-0.0227116083981085,-0.0438141414141414,-0.0431812300217364,-0.0149094575519258
"Csn",0.0392043010752688,0.318839897356059,0.166553595658073,0.159090909090909,0.0409337068160598,0.25185409995778,0.112424242424242,0.103333333333333,-0.0142857142857143,0.0822127073935316,-0.133333333333333,0.0703368793553213,-0.0173160173160173,-0.00948065683655319,0.0239091614906832,-0.0142857142857143,0.0293217054263566,-0.143566666666667,-0.145,-0.15,-0.15,-0.153448275862069,-0.02,-0.152243456584961,-0.153448275862069,-0.104834054834055,0.316523536065356,0.31671547464501,-0.126082159153942,-0.31671547464501,-0.31671547464501,-0.06655057471883,0.101949439449439,0.109994491658798,0.103535353535354,0.151806775362253,0.152243456584961,-0.0506598521964917,0.151799012140516,0.151477468732156,0.151778130187357,-0.136180458158018,0.149166666666667,0.145,0.0119396732299958,-0.0257086473518657,-0.024114499903391,-0.124112554112554,-0.124112554112554,-0.0334984276045234,-0.18773204196933,-0.11341375214492,-0.166553595658073,-0.16679225914256,-0.0392043010752688
"HEY1",0.0964705882352941,0.091439162658786,0.0152727272727273,0.0272727272727273,0.0851851851851852,0.0901552716280703,-0.0490909090909091,-0.04,-0.0333333333333333,0.0485054627911771,-0.0333333333333333,0.0205363008716667,-0.05,-0.0362231182795699,-0.00133333333333333,0,0.00432391138273491,-0.0284656084656085,0,-0.0333333333333333,-0.0333333333333333,-0.0392156862745098,0.1,-0.036890104879161,-0.0392156862745098,-0.0290909090909091,0.0155203619909502,0.0184615384615385,0.0764973633093057,-0.0184615384615385,-0.0184615384615385,-0.0805393112410656,0.0321836925960637,-0.0144680792477249,0.0290909090909091,0.033441829017092,0.036890104879161,-0.0330398437145064,0.0325422787922044,0.0335456232738098,0.0346664202850178,-0.0402047930283224,0.0247619047619048,0.02,0.04375,0.00423188405797101,-0.0747049247049247,0.0359920613043718,0.0432085561497326,-0.000472922268127414,0.0617209834190966,-0.0475945773479036,-0.0139393939393939,-0.0124759793052476,-0.0964705882352941
"FOXC2",0.0964705882352941,0.091439162658786,0.0152727272727273,0.0272727272727273,0.0851851851851852,0.0901552716280703,-0.0490909090909091,-0.04,-0.0333333333333333,0.0485054627911771,-0.0333333333333333,0.0205363008716667,-0.05,-0.0362231182795699,-0.00133333333333333,0,0.00432391138273491,-0.0284656084656085,0,-0.0333333333333333,-0.0333333333333333,-0.0392156862745098,0.1,-0.036890104879161,-0.0392156862745098,-0.0290909090909091,0.0155203619909502,0.0184615384615385,0.0764973633093057,-0.0184615384615385,-0.0184615384615385,-0.0805393112410656,0.0321836925960637,-0.0144680792477249,0.0290909090909091,0.033441829017092,0.036890104879161,-0.0330398437145064,0.0325422787922044,0.0335456232738098,0.0346664202850178,-0.0402047930283224,0.0247619047619048,0.02,0.04375,0.00423188405797101,-0.0747049247049247,0.0359920613043718,0.0432085561497326,-0.000472922268127414,0.0617209834190966,-0.0475945773479036,-0.0139393939393939,-0.0124759793052476,-0.0964705882352941
"AXIN2",0.135127478997866,0.125020086448004,0.168796296296296,0.1725,0.139220473515724,0.127490735817088,0.15219512195122,0.14,-0.107692307692308,0.0827215526409075,-0.133333333333333,0.150029500455749,-0.0934065934065934,-0.0904557737344623,0.0379572118702553,-0.1,0.0371709727693501,-0.136425120772947,-0.144444444444444,-0.126666666666667,-0.126666666666667,-0.128992248062016,-0.133333333333333,-0.127268110130981,-0.128992248062016,-0.011453634085213,0.152308419393194,0.152308419393194,-0.209184280814157,-0.152308419393194,-0.152308419393194,-0.0434072796836263,0.0107779584095374,-0.0229294862959503,0.0185964912280702,0.128525971766201,0.127268110130981,-0.135402429532864,0.128845397197227,0.12849369731446,0.128363995628338,-0.117219603825419,0.138647342995169,0.148792270531401,0.0934065934065934,-0.0383540372670807,-0.100874591394737,-0.153329508029209,-0.151260542511967,-0.0779823999574275,-0.180094634989446,-0.103759323857023,-0.172336119305146,-0.172336119305146,-0.135127478997866
"RKIP",0.18405356288857,0.337864460204886,0.153333333333333,0.133333333333333,0.16805356288857,0.305833622647665,0.23,0.13,0.1,0.105392156862745,0,0.184672571731395,0.12,0.128524590163934,0.138350449293967,0.1,0.122957801006581,0.100865800865801,0.1,0,0,0.0333333333333333,0.1,0.00701754385964912,0.0333333333333333,0.0797979797979798,0.139424464424464,0.133441558441558,-0.382592527831206,-0.133441558441558,-0.133441558441558,-0.125508399646331,-0.099028749028749,-0.00287154242850446,-0.0888888888888889,0.00435897435897436,-0.00333333333333333,-0.12427843803056,0.00067476383265857,0.00696847012636486,0.00722292305257352,-0.067602495543672,-0.0857142857142857,-0.0857142857142857,-0.14,-0.145281142363274,-0.12133771742372,-0.253624358033749,-0.247241379310345,-0.228998509856653,-0.251746031746032,-0.162402971622101,-0.158095238095238,-0.183328882955051,-0.18405356288857
"CD44",0.219047619047619,0.193452380952381,0.22,0.2,0.314285714285714,0.154883771690494,0.225,0.2,0.1,0.0262962962962963,-0.1,0.0362454212454212,0.1,0.127272727272727,0.133333333333333,0.1,0.126900584795322,0.0933333333333333,0.1,-0.1,0,-0.2,0,-0.15,-0.1,0.114285714285714,0.0104761904761905,0.019047619047619,-0.293004773004773,-0.019047619047619,-0.019047619047619,-0.08625,-0.0984962406015037,0.04,-0.1,0.03,0.05,-0.115337995337995,0.03,0.0416279069767442,0.0462432915921288,-0.183736263736264,-0.1,-0.1,-0.1,-0.139455782312925,-0.145054896794027,-0.255,-0.225,-0.0873015959179242,-0.361904761904762,-0.205768208399787,-0.2325,-0.226944444444444,-0.219047619047619
"Destcompl",0.219299737162827,0.265133292128273,0.268346235045742,0.264897959183673,0.227725810136938,0.172509432099542,0.276829836829837,0.270769230769231,-0.1272030651341,0.164348143383489,-0.261111111111111,0.294866748324259,-0.118631636562671,-0.112614458943685,0.0738095238095238,-0.144444444444444,0.0719407088637858,-0.220638813810684,-0.247619047619048,-0.261111111111111,-0.261111111111111,-0.259741248097413,-0.233333333333333,-0.261233785410845,-0.259741248097413,-0.0241382687034861,0.274256292505103,0.273628349020017,-0.366401407688047,-0.273628349020017,-0.273628349020017,-0.0192526401397815,0.021132256679438,0.12849369731446,0.0295730513121817,0.260916875864271,0.260731347107313,-0.269186261928034,0.261606919739204,0.261195960835094,0.261195960835094,-0.238621563709591,0.224665659448268,0.234575569358178,0.113968424127438,-0.0748621553884712,-0.136309083634613,-0.279562077266995,-0.279562077266995,-0.130479861046136,-0.291774545705901,-0.208628027200144,-0.270451498203637,-0.272323419385903,-0.219299737162827
"NOTCHic",0.23304347826087,0.0695370634242108,0.215111111111111,0.211111111111111,0.227726017943409,0.0314227859368046,0.22,0.22,0.0583333333333333,0.114103186759816,0,0.0314052667597068,0.066025641025641,0.0708327251496132,0.0747619047619048,0.0333333333333333,-0.0274470457079153,0.0801033591731266,0.0333333333333333,0.02,0.02,0.0276923076923077,0,0.0186013986013986,0.0276923076923077,0.0375115207373272,-0.042695794959663,-0.0431884057971014,-0.154375105642346,0.0431884057971014,0.0431884057971014,-0.0254707044107966,-0.042774678632064,-0.0114031147050015,-0.134285714285714,-0.0196766674186029,-0.0186013986013986,-0.0323986633920409,-0.0197002997002997,-0.0201084629656058,-0.0184290736526287,-0.112229399850762,-0.0777777777777778,-0.0666666666666667,-0.0719079939668175,-0.0754813292223364,-0.119803818532142,-0.22,-0.22,-0.0729476908196986,-0.225263157894737,-0.162356532356532,-0.215111111111111,-0.223391365888181,-0.23304347826087
"PI3K",0.275104354317802,0.364405964405964,0.255882352941176,0.25,0.27609649122807,0.289317718301905,0.228571428571429,0.2,0,0.18164188752424,-0.1,0.140168003084361,0.0166666666666667,0.0145299145299145,0.0735014005602241,0,0.0796959607170484,-0.0618401206636501,-0.0333333333333333,-0.1,-0.1,-0.133333333333333,0,-0.146376811594203,-0.133333333333333,-0.101923076923077,0.314247286959616,0.316987012987013,-0.146058946060354,-0.316987012987013,-0.316987012987013,-0.169486643437863,0.10514888337469,0.0991428571428571,0.125,0.147915273132664,0.146376811594203,-0.0966666666666667,0.147915273132664,0.147350301381252,0.146731744680221,-0.152259896593468,0.0490196078431372,0.0666666666666667,-0.00897435897435897,-0.0775014005602241,-0.147918261033015,-0.259043945447031,-0.234453781512605,-0.137431483591879,-0.323846153846154,-0.238498389694042,-0.279882352941176,-0.285573409851746,-0.275104354317802
"ILK",0.275104354317802,0.364405964405964,0.255882352941176,0.25,0.27609649122807,0.289317718301905,0.228571428571429,0.2,0,0.18164188752424,-0.1,0.140168003084361,0.0166666666666667,0.0145299145299145,0.0735014005602241,0,0.0796959607170484,-0.0618401206636501,-0.0333333333333333,-0.1,-0.1,-0.133333333333333,0,-0.146376811594203,-0.133333333333333,-0.101923076923077,0.314247286959616,0.316987012987013,-0.146058946060354,-0.316987012987013,-0.316987012987013,-0.169486643437863,0.10514888337469,0.0991428571428571,0.125,0.147915273132664,0.146376811594203,-0.0966666666666667,0.147915273132664,0.147350301381252,0.146731744680221,-0.152259896593468,0.0490196078431372,0.0666666666666667,-0.00897435897435897,-0.0775014005602241,-0.147918261033015,-0.259043945447031,-0.234453781512605,-0.137431483591879,-0.323846153846154,-0.238498389694042,-0.279882352941176,-0.285573409851746,-0.275104354317802
"AKT",0.275789285824651,0.364809190212416,0.279882352941176,0.255882352941176,0.276951192082771,0.291220116978497,0.234453781512605,0.228571428571429,0.0166666666666667,0.184747477586352,-0.1,0.141697055072128,0.00897435897435897,0.0166351776878093,0.0775014005602241,0,0.0849591186117852,-0.156789615613145,-0.0666666666666667,-0.133333333333333,-0.133333333333333,-0.146376811594203,-0.0333333333333333,-0.147915273132664,-0.146376811594203,-0.10514888337469,0.315452106236724,0.314247286959616,-0.14877251389955,-0.314247286959616,-0.314247286959616,-0.172494162234855,0.101490346789324,0.0980598246518824,0.101923076923077,0.147356613914787,0.147915273132664,-0.0979911699779249,0.147350301381252,0.146731744680221,0.14719328314176,-0.154400569376342,0.0618401206636501,0.0490196078431372,-0.0145299145299145,-0.0818785049373285,-0.149522539107881,-0.260309768231841,-0.259043945447031,-0.139855726016121,-0.341623931623932,-0.240252775658954,-0.285573409851746,-0.287083983869872,-0.275789285824651
"Frizzled",0.285734240568964,0.363563218390805,0.373333333333333,0.366666666666667,0.286834733893557,0.282807588191362,0.24,0.2,0,0.174047619047619,-0.1,0.168871401668012,0.0272727272727273,0.0321882418656612,0.0906380441264162,0,0.0959192580469176,-0.134583333333333,-0.133333333333333,-0.1,0,-0.125,-0.1,-0.130263157894737,-0.125,-0.0892857142857143,0.300716357823693,0.301503759398496,-0.249034591537039,-0.301503759398496,-0.301503759398496,-0.065942943225685,0.0912464985994398,0.091923890063425,0.114285714285714,0.133834586466165,0.130263157894737,-0.0980860071301248,0.133834586466165,0.133172334810536,0.132219953858155,-0.251694677871148,0.128333333333333,0.153333333333333,-0.0225108225108225,-0.0953109413226779,-0.150410353535354,-0.268104575163399,-0.245882352941176,-0.1995281862119,-0.384848484848485,-0.256383712905452,-0.395072463768116,-0.397929606625259,-0.285734240568964
"DSH",0.288096445293373,0.364723311198229,0.395072463768116,0.373333333333333,0.287805607679965,0.285288504221897,0.245882352941176,0.24,0.0272727272727273,0.180341325341325,-0.1,0.16993147233939,0.0225108225108225,0.0340287326632072,0.0953109413226779,0,0.101182415941654,-0.126537356321839,-0.153333333333333,-0.125,-0.125,-0.130263157894737,-0.133333333333333,-0.133834586466165,-0.130263157894737,-0.0912464985994398,0.302116918047783,0.300716357823693,-0.251712123551009,-0.300716357823693,-0.300716357823693,-0.0707048479875897,0.0849527923057335,0.0898141854220747,0.0892857142857143,0.133180991694924,0.133834586466165,-0.099636394727024,0.133172334810536,0.132219953858155,0.133199473003302,-0.255240777161929,0.134583333333333,0.128333333333333,-0.0321882418656612,-0.0994618847189043,-0.153459134023158,-0.267352695464151,-0.268104575163399,-0.202249871901101,-0.399482631189948,-0.258412698412698,-0.397929606625259,-0.401762359238499,-0.288096445293373
"GSK3",0.290622448265141,0.268217487570941,0.397929606625259,0.395072463768116,0.290859042794469,0.285816859276494,0.268104575163399,0.245882352941176,0.0225108225108225,0.179088192509245,-0.125,0.171788236265119,0.0321882418656612,0.0368995460603364,0.0994618847189043,0.0272727272727273,0.102912519747883,-0.123973253757737,-0.128333333333333,-0.130263157894737,-0.130263157894737,-0.133834586466165,-0.153333333333333,-0.133172334810536,-0.133834586466165,-0.0849527923057335,0.301066497879716,0.302116918047783,-0.25412799930597,-0.302116918047783,-0.302116918047783,-0.0702263790880682,0.0836540910070322,0.0899663924235968,0.0912464985994398,0.132237595468508,0.133180991694924,-0.100658292537243,0.132219953858155,0.133199473003302,0.133331051950671,-0.255112736188817,0.126537356321839,0.134583333333333,-0.0340287326632072,-0.101710760281123,-0.154279767082947,-0.273034513645969,-0.267352695464151,-0.203270616056517,-0.407389607934134,-0.260516795865633,-0.401762359238499,-0.403813641289781,-0.290622448265141
"Patched",0.291666666666667,0.267032967032967,0.0666666666666667,-0.0333333333333333,0.261111111111111,0.255624375624376,0,0.1,0.1,0.222857142857143,0.1,-0.0786559139784946,0.0666666666666667,0.186666666666667,0,0,0.00769230769230769,0.0357142857142857,0,0.1,0.2,0.1,0,0.1,0.2,-0.0333333333333333,0.0826923076923077,0.0576923076923077,0.2072030651341,-0.0576923076923077,-0.0576923076923077,-0.195,0.0424242424242424,-0.00995670995670996,0,-0.175,-0.2,0.0946031746031746,-0.08,-0.0744444444444445,-0.0695900755124056,-0.0759259259259259,-0.05,-0.1,-0.186666666666667,0,-0.164285714285714,-0.0676923076923077,-0.06,-0.0220711974110032,0.1,-0.243010752688172,-0.0866666666666667,-0.103333333333333,-0.291666666666667
