"","GSK3","NOTCHic","Destcompl","NOTCH","Csl","AXIN2","RAF","DELTA","RAS","Jagged","Frizzled","DSH","STAT","SRC","GLI","cMet","CD44","Csn","TCFLEF","cateninnuc","SUFU","LIV1","AKT","SMO","EGR1","Patched","NFB","FUS","TrCP","ILK","ERK","miR200","SNAI2","ZEB2","ZEB1","CDC42","TGF","TGFR","RKIP","SNAI1","PAK1","KLF4","HEY1","MEK","SOSGRB2","SMAD","cateninmemb","cfos","SHH","TWIST1","IKK","Wnt","Ecadherin","PI3K","FOXC2"
"Destcompl",0.319907918069114,0.0143399921660791,0.225299060382116,0.0141395913644759,0.0165139052095574,-0.269556025863361,0.130209303111224,0.130209303111224,0.132093133566483,-0.137389334101037,-0.211100239182431,-0.196031746031746,-0.196031746031746,-0.211100239182431,-0.215990115925207,-0.217567900873973,-0.215702229232182,0.161904761904762,-0.213236475807525,-0.213287470198142,-0.0333333333333333,-0.188888888888889,0.189629218196478,-0.0132348111658457,-0.125641025641026,-0.0127166764508197,0.179296066252588,-0.0160919540229885,0.133333333333333,0.204285714285714,-0.13443387213879,0.292758587378371,-0.0817956329914585,-0.279434202604878,-0.279434202604878,0.0825263898662913,0.0809837401385236,0.083052705655765,0.163864566767558,0.181934279964891,0.0818367346938776,-0.285135244506399,-0.199943816866894,0.1356996949236,0.00863806187886593,-0.207911445279866,-0.219369003493669,0.131701631701632,0.0125232528531408,0.203269485525478,-0.185602372558894,0.218030932251738,-0.030270937546387,-0.130209303111224,0.228620170547734
"NFB",0.315030165912519,0.214574314574315,0.200627345466716,0.213929153283992,0.212987012987013,0.00353596757852078,0.112868621286095,0.112868621286095,0.116351208350772,0.12755331629729,-0.0286324786324786,-0.00555555555555556,-0.00555555555555556,-0.0286324786324786,-0.0105339479496783,-0.024017094017094,-0.0110227437346081,0.371428571428571,-0.0055375116670976,-0.00655711951023485,0.2,0.05,0.302569712569713,0.211111111111111,-0.0928571428571429,0.207662835249042,0.288095238095238,0.2,0.3,0.297208470847085,-0.0697460317460318,0.281265480436635,0.0590042051642649,-0.267900152680552,-0.267900152680552,-0.111111111111111,-0.123744022503516,-0.123111111111111,0.01543365559759,0.01936435180344,-0.111111111111111,-0.277106227106227,-0.279629220109096,0.049484593837535,-0.031952675807165,-0.287914790549687,-0.0334959616315914,0.0808571428571429,-0.213686931634584,0.135980392156863,-0.307014157014157,0.024017094017094,0.0265093486982769,-0.112868621286095,0.244468475305129
"TGF",-0.160072065355823,0.0333333333333333,-0.189179449151119,0.0229885057471264,0.0333333333333333,-0.192724867724868,-0.00238095238095237,-0.00238095238095237,-0.00773809523809523,-0.0342169857633775,-0.171428571428571,-0.1,-0.1,-0.166666666666667,-0.1544474393531,-0.166666666666667,-0.149685534591195,0.0333333333333333,-0.131264481959616,-0.123608979567272,-0.0666666666666667,0,0.0711152882205514,0.00999999999999999,-0.333333333333333,-0.000344827586206907,0.0583333333333333,-0.00666666666666668,0,0.0515151515151515,-0.288972431077694,0.280864681295716,-0.0425032062841035,-0.264832767029563,-0.264832767029563,0.0511111111111111,-0.0780555555555556,0.0273015873015873,-0.0818181818181818,0.00798792116973935,0.04,-0.290287312484109,-0.0427466150870406,0.233416875522139,0.284210526315789,-0.0337732160312805,0.0907116759465015,0.304761904761905,-0.00590517241379309,0.140925925925926,-0.0869047619047619,0.171428571428571,0.138759031266138,0.00238095238095237,0.15667701863354
"TGFR",-0.155915586138219,0.0229885057471264,-0.183735900764022,0.0265856280492847,0.0333333333333333,-0.179420146694825,-0.00773809523809523,-0.00773809523809523,-0.00130534670008353,-0.0320430727198993,-0.171428571428571,-0.171428571428571,-0.166666666666667,-0.166666666666667,-0.135737761933745,-0.149685534591195,-0.131264481959616,0.0583333333333333,-0.123608979567272,-0.123520405608016,-0.00666666666666668,-0.1,0.0664641254298537,-0.000344827586206907,-0.304761904761905,0.00590517241379309,0.0869047619047619,0.00999999999999999,0.0333333333333333,0.0337732160312805,-0.233416875522139,0.260043566926214,-0.0427346877655849,-0.243323333067299,-0.243323333067299,0.0273015873015873,-0.0773463356973995,-0.0780555555555556,-0.0903896103896104,0.0171324639426007,0.0511111111111111,-0.267073026769823,-0.0263287046392794,0.214238793330358,0.26816114359974,-0.0184707249280777,0.0914045165931528,0.288972431077694,0.00143946035456849,0.126335178594965,-0.0711152882205514,0.1544474393531,0.136885096002083,0.00773809523809523,0.138773088502536
"SNAI1",-0.105933730873087,0.106556776556777,-0.164671494607889,0.111862899005756,0.104358974358974,-0.1572120917469,-0.0524815829263462,-0.0524815829263462,-0.0487048998393183,0.128107304322547,-0.11775828460039,-0.144074074074074,-0.144074074074074,-0.11974974974975,-0.11111093988197,-0.111828957670542,-0.114051179892764,0.158333333333333,-0.117223593685867,-0.118204491982202,0.15952380952381,-0.17,0.148842592592593,0.15657677646925,-0.0634782608695652,0.16057677646925,0.158333333333333,0.162749615975422,0.183333333333333,0.165611879160266,-0.033557356914763,0.254214638409327,-0.00533461080586311,-0.232775090639614,-0.232775090639614,-0.115138782785842,-0.102883362373361,-0.105302717212071,-0.0897259219971257,-0.199631196630979,-0.107563025210084,-0.236253034404099,-0.159673577077008,0.0461134107264221,-0.00255007576229321,-0.166718890230377,0.08280686703978,0.0482240235814296,-0.153780659964395,0.0284909945127336,-0.14537037037037,0.109465601673561,0.114741118012906,0.0524815829263462,0.000787081609419021
"CDC42",-0.117897727272727,0.0935897435897436,-0.16703678282844,0.104358974358974,0.116666666666667,-0.171330049261084,-0.0713507625272331,-0.0713507625272331,-0.0579361283808916,0.134409722222222,-0.17,-0.15,-0.15,-0.17,-0.11775828460039,-0.144074074074074,-0.11974974974975,0.133333333333333,-0.111828957670542,-0.114051179892764,0.133333333333333,-0.1,0.158333333333333,0.15952380952381,-0.14,0.162749615975422,0.183333333333333,0.176190476190476,0.1,0.192063492063492,-0.0634782608695652,0.259536541889483,-0.00297058172970582,-0.232291786771206,-0.232291786771206,-0.10952380952381,-0.115138782785842,-0.107563025210084,-0.124662004662005,-0.124323524576689,0.0142857142857143,-0.261777777777778,-0.183658170914543,0.0482240235814296,0.00277777777777778,-0.182386072708653,0.0852705691407879,0.12,-0.15657677646925,0.0182251082251082,-0.158333333333333,0.144074074074074,0.111781002216573,0.0713507625272331,-0.00660107945617271
"TrCP",-0.107715909090909,0.104358974358974,-0.164781143730696,0.106556776556777,0.0935897435897436,-0.160009294544103,-0.0579361283808916,-0.0579361283808916,-0.0524815829263462,0.135636716087253,-0.144074074074074,-0.17,-0.17,-0.144074074074074,-0.109465601673561,-0.11974974974975,-0.111828957670542,0.183333333333333,-0.114051179892764,-0.117223593685867,0.176190476190476,-0.15,0.14537037037037,0.162749615975422,-0.12,0.15657677646925,0.158333333333333,0.15952380952381,0.133333333333333,0.182386072708653,-0.0482240235814296,0.249891871838722,-0.00550222729932607,-0.230684069729405,-0.230684069729405,-0.107563025210084,-0.105302717212071,-0.115138782785842,-0.103115043336038,-0.111197032929911,-0.10952380952381,-0.237187613843352,-0.173364053267484,0.033557356914763,-0.00217271727172717,-0.165611879160266,0.0832559171261358,0.0634782608695652,-0.16057677646925,0.0220294560511952,-0.158333333333333,0.11775828460039,0.114064739240794,0.0579361283808916,-0.00798038980100029
"PAK1",-0.107715909090909,0.104358974358974,-0.164781143730696,0.106556776556777,0.0935897435897436,-0.160009294544103,-0.0579361283808916,-0.0579361283808916,-0.0524815829263462,0.135636716087253,-0.144074074074074,-0.17,-0.17,-0.144074074074074,-0.109465601673561,-0.11974974974975,-0.111828957670542,0.183333333333333,-0.114051179892764,-0.117223593685867,0.176190476190476,-0.15,0.14537037037037,0.162749615975422,-0.12,0.15657677646925,0.158333333333333,0.15952380952381,0.133333333333333,0.182386072708653,-0.0482240235814296,0.249891871838722,-0.00550222729932607,-0.230684069729405,-0.230684069729405,-0.107563025210084,-0.105302717212071,-0.115138782785842,-0.103115043336038,-0.111197032929911,-0.10952380952381,-0.237187613843352,-0.173364053267484,0.033557356914763,-0.00217271727172717,-0.165611879160266,0.0832559171261358,0.0634782608695652,-0.16057677646925,0.0220294560511952,-0.158333333333333,0.11775828460039,0.114064739240794,0.0579361283808916,-0.00798038980100029
"EGR1",-0.107715909090909,0.104358974358974,-0.164781143730696,0.106556776556777,0.0935897435897436,-0.160009294544103,-0.0579361283808916,-0.0579361283808916,-0.0524815829263462,0.135636716087253,-0.144074074074074,-0.17,-0.17,-0.144074074074074,-0.109465601673561,-0.11974974974975,-0.111828957670542,0.183333333333333,-0.114051179892764,-0.117223593685867,0.176190476190476,-0.15,0.14537037037037,0.162749615975422,-0.12,0.15657677646925,0.158333333333333,0.15952380952381,0.133333333333333,0.182386072708653,-0.0482240235814296,0.249891871838722,-0.00550222729932607,-0.230684069729405,-0.230684069729405,-0.107563025210084,-0.105302717212071,-0.115138782785842,-0.103115043336038,-0.111197032929911,-0.10952380952381,-0.237187613843352,-0.173364053267484,0.033557356914763,-0.00217271727172717,-0.165611879160266,0.0832559171261358,0.0634782608695652,-0.16057677646925,0.0220294560511952,-0.158333333333333,0.11775828460039,0.114064739240794,0.0579361283808916,-0.00798038980100029
"GLI",0.0408770999266073,0.0914389920424403,-0.118668072480313,0.0933437539472022,0.0789389920424403,-0.15588768115942,-0.106046639095122,-0.106046639095122,-0.100700104441656,0.129252519747344,-0.0109677419354839,-0.04,-0.17,-0.140967741935484,-0.0783770035124551,-0.116577498033045,-0.111405084239941,0.155555555555556,-0.115625863460721,-0.119869736742251,0.276190476190476,-0.15,0.118780582408402,0.263690476190476,-0.0285714285714286,0.257568027210884,0.129239766081871,0.263690476190476,0.1,0.171866419996025,0.0310606060606061,0.236728472765624,-0.00409726269487972,-0.217722051544632,-0.217722051544632,-0.194655172413793,-0.192559722913238,-0.204089134677944,-0.0396684249216523,-0.0644052224371373,-0.205,-0.217144573144573,-0.162975682118297,-0.0426628160053574,-0.20110638623913,-0.157812365941971,0.0787255536485954,-0.0297619047619048,-0.264563911984547,0.0180733678696327,-0.131280582408402,-0.0160910815939279,0.111701935330572,0.106046639095122,0.0203079850361197
"SMAD",-0.247665610635535,-0.0464039408866995,-0.18283510339998,-0.0471975916803503,-0.059047619047619,-0.154580150925091,-0.2090754078527,-0.2090754078527,-0.20578593416849,0.00486272866918028,-0.133333333333333,-0.166666666666667,-0.16,-0.126666666666667,-0.104501014572957,-0.105098039215686,-0.0996434937611408,0.0333333333333333,-0.102492883177694,-0.104417908506975,0.0583333333333333,-0.16,-0.027484593837535,0.0308333333333333,-0.114285714285714,0.0225764525993884,-0.00952380952380952,0.0208333333333333,0,0.051465976945429,-0.0302647090344015,0.208469612599998,0.00362788717179267,-0.191214772820782,-0.191214772820782,-0.0966465459423206,-0.0894017819814045,-0.10055716046746,-0.076208804060889,-0.0895539899168931,-0.0952380952380952,-0.199132840355993,-0.065792410451204,0.0177647090344015,-0.00894705708370304,-0.134323119802572,0.0690404966624625,0.0465437788018433,-0.0222047053874925,0.0230005377610071,0.011484593837535,0.11025641025641,0.114949446478021,0.2090754078527,-0.00357404739314286
"cateninnuc",0.153297971964653,0.133342092585293,0.141423774947243,0.127887547130748,0.126365348399247,0.098262367705729,0.147505692505693,0.147505692505693,0.145485490485491,-0.0476614045135768,-0.0505508190439697,-0.0601398601398601,-0.0601398601398601,-0.0518065268065268,-0.0643848111388314,-0.0605021789804398,-0.0652640837423446,0.179166666666667,-0.062799557976848,-0.159623639722222,0.0111111111111111,-0.0909090909090909,0.18507196969697,0.0458652094717669,-0.178260869565217,0.042759619409655,0.18219696969697,0.0311111111111111,0.166666666666667,0.0844935064935065,-0.14874509701147,0.186353189887006,-0.0368323026908748,-0.178365030691588,-0.178365030691588,0.0442197802197802,0.0510811966731256,0.0482427687255274,0.100453731545543,0.108826955615136,0.0411428571428571,-0.135758280865042,-0.0543116492089742,0.151956106185782,0.102630566160694,-0.0829928243652664,0.0501227510427143,0.15127674258109,-0.036441536620984,0.0458958031214908,-0.18819696969697,0.0592464712178828,0.0777930395446612,-0.147505692505693,0.0553855325002866
"TCFLEF",-0.241300780856995,0.23868962219034,-0.330971565784736,0.234370685313263,0.246532759445242,0.50665347985348,0.102968391805937,0.102968391805937,0.103888234118683,0.152973660380044,0.150980392156863,0.150980392156863,0.145833333333333,0.145833333333333,0.163328430591858,0.150106837606838,0.157654007418158,0.133766233766234,0.0621213613700484,0.0632381998580209,0.15,0.133333333333333,0.11508039926413,0.165238095238095,-0.184285714285714,0.15394777265745,0.137766233766234,0.17,0.142857142857143,0.0124827219564062,-0.158641114982578,0.148719031972044,0.00417327257111606,-0.141700691121744,-0.141700691121744,-0.130769230769231,-0.129348793806923,-0.127030913012221,-0.0970505579280893,-0.0958059374377366,-0.130769230769231,-0.0491787624140565,0.0386728835601231,0.157960842873735,0.199808383233533,-0.00693778887801229,0.131986922217358,0.167212543554007,-0.147812803332297,-0.101979238719437,-0.124863007959782,-0.155253896430367,0.110843814658401,-0.102968391805937,-0.100215255448624
"RAS",0.13390180878553,0.144736842105263,0.112196116265884,0.150397219463754,0.15,-0.136337285902503,0.298974358974359,0.298974358974359,0.198974358974359,-0.0714409619554504,-0.1,-0.1,-0.1,-0.1,-0.11421568627451,-0.105882352941176,-0.112265331664581,0.1,-0.110726870126119,-0.108743867293258,-0.1,0,0.204444444444444,-0.0166666666666667,-0.18,-0.00466666666666667,0.2,0,0.1,0.00519480519480519,-0.189210526315789,0.1308,-0.0108504513772028,-0.11619293078056,-0.11619293078056,0.06,0.057029702970297,0.06,-0.0637672955974843,0.0591150442477876,0.06,-0.119285714285714,-0.00395256916996047,0.191171310629515,0.119047619047619,-0.00723562152133581,-0.0262012058309017,0.205,0.00636158192090395,0.102564102564103,-0.193333333333333,0.105882352941176,0.0128027249547162,-0.298974358974359,0.108730158730159
"ERK",0.282104365207734,0.115161156766996,0.237217105102124,0.113222098595251,0.105672105672106,-0.138213868391392,0.112607392607393,0.112607392607393,0.111397271595291,0.105391088774289,-0.09,-0.09,-0.0947368421052632,-0.0947368421052632,-0.0995518516571148,-0.101030548398969,-0.104338436439682,0.126785714285714,-0.104338436439682,-0.10274121421746,0.1,-0.1,0.152088172216343,0.130032786885246,0.0196551724137931,0.129379192114004,0.135876623376623,0.112,0.114285714285714,0.166547642156984,-0.0687845438982636,0.104841090175959,0.082121058926975,-0.106303232540696,-0.106303232540696,0.023756119270138,0.0255849473763383,0.0244860462774372,0.220156281248755,0.193491353953724,0.020952380952381,-0.105175002502419,-0.151102311120625,0.0679488893021633,-0.0912115888426568,-0.167763447628109,0.0445868421586277,-0.0345487894350697,-0.130345375688883,0.20913366822276,-0.151170741023682,0.0962937062937063,0.0711040539766842,-0.112607392607393,0.161783082817566
"ZEB1",0.0271897775350286,-0.0716911764705882,0.140039560988442,-0.0609473748176957,-0.0520833333333333,0.144852263681072,0.095865274878869,0.095865274878869,0.0988574008631209,-0.0612525570529165,0.0924506387921022,0.10952380952381,0.112820512820513,0.0957473420888055,0.108185505300165,0.103590479343707,0.112618257121485,-0.12,0.115809746483187,0.115124814976338,-0.125,0.166666666666667,-0.0810859115000616,-0.114772727272727,-0.2,-0.0951648841354724,-0.0726315789473684,-0.0875,-0.1,-0.0460524748938197,-0.212235294117647,0.0299655574685852,0.0870134811915634,-0.0869465703476639,-0.0869465703476639,0.0201649175412294,0.0118452404957839,0.0216877601808233,0.139213578169091,0.162834717819453,0.0477011494252874,-0.100924892689537,0.0295871227218377,0.203865250064784,0.180662768031189,0.0426870902784351,0.0312362690230028,0.244,0.101926449971771,0.0544833933668885,0.0939430543572045,-0.098219869561333,-0.010975118893142,-0.095865274878869,0.233458854246629
"miR200",0.0912904366472865,0.11615763546798,-0.0511166279362545,0.13706159027024,0.126502463054187,-0.0574116816123702,-0.0282701875239189,-0.0282701875239189,-0.0190432548555897,0.114333301366579,-0.016,-0.06,-0.06,-0.0208695652173913,-0.011635350564928,-0.0110104102878138,-0.0188755788271397,0.1,-0.0260184359699968,-0.029200254151815,0.1,-0.1,0.122286849198468,0.0975,0.2,0.126613924050633,0.136842105263158,0.1375,0.2,0.0470262677342323,0.197272727272727,-0.00943440044683541,-0.081902030309218,-0.0259139784946236,-0.0259139784946236,-0.046078431372549,-0.022860126796405,-0.0170461733080329,-0.120498148200503,-0.106171236171236,-0.0166666666666667,-0.028743961352657,-0.0285875706214689,-0.157136672850959,-0.154848484848485,-0.0674024432828217,-0.0221754931495632,-0.17,-0.107048706659329,-0.0708272913180889,-0.093984962406015,0.00614084507042253,-0.0949755502430073,0.0282701875239189,-0.251676345334882
"ZEB2",-0.327741853014454,-0.227794871794872,-0.218730933987756,-0.218505254308533,-0.205128205128205,-0.200353903207963,-0.195995670995671,-0.195995670995671,-0.193640210610232,-0.188128415204183,-0.177272727272727,-0.177272727272727,-0.17,-0.17,-0.166639934988559,-0.162105263157895,-0.157475633528265,-0.155555555555556,-0.154306619443758,-0.153007918145057,-0.15,-0.15,-0.145552959501558,-0.138571428571429,-0.125,-0.119059233449477,-0.118055555555556,-0.107142857142857,-0.1,-0.0935902595057525,-0.0786502546689304,-0.0365061032358546,-0.0240487309363583,-0.0124950936658231,-0.0124950936658231,0.0249350649350649,0.0280340823197966,0.0364996907854051,0.0379871175523349,0.041711636048125,0.0558441558441558,0.0613694193846866,0.062094518384841,0.0774307424738084,0.0843772893772894,0.0905414790179476,0.115280430133275,0.130263157894737,0.135422869813114,0.146824787394363,0.155833333333333,0.172144522144522,0.194290393761402,0.195995670995671,0.24382128982129
"SOSGRB2",-0.128876661751837,0.00909090909090909,-0.125945046750416,0.00204865556978233,0.00909090909090909,0.11012101210121,0.172693032015066,0.172693032015066,0.168846878168912,-0.195659826655709,0.0857142857142857,0.1,0.1,0.0857142857142857,0.0759316770186335,0.0813664596273292,0.0799171842650104,0,0.0830750790018525,0.0859431478355045,-0.2,0,-0.0141812865497076,-0.183333333333333,-0.214285714285714,-0.196846846846847,-0.0111111111111111,-0.2,0,-0.223010752688172,-0.178249678249678,-0.0400787418956079,-0.0715998244285177,0.0398496240601504,0.0398496240601504,-0.0428571428571429,-0.0296001870469956,-0.0274725274725275,-0.176681286549708,-0.0475550817341862,-0.0428571428571429,0.038421052631579,0.212784090909091,0.184310284310284,0.188888888888889,0.222311451988871,-0.0492966342966343,0.180952380952381,0.206149172428242,-0.0298840579710145,0.00584795321637427,-0.0773809523809524,-0.067182956915451,-0.172693032015066,-0.034969474969475
