"","GSK3","NOTCHic","Destcompl","NOTCH","Csl","AXIN2","RAF","DELTA","RAS","Jagged","Frizzled","DSH","STAT","SRC","GLI","cMet","CD44","Csn","TCFLEF","cateninnuc","SUFU","LIV1","AKT","SMO","EGR1","Patched","NFB","FUS","TrCP","ILK","ERK","miR200","SNAI2","ZEB2","ZEB1","CDC42","TGF","TGFR","RKIP","SNAI1","PAK1","KLF4","HEY1","MEK","SOSGRB2","SMAD","cateninmemb","cfos","SHH","TWIST1","IKK","Wnt","Ecadherin","PI3K","FOXC2"
"ILK",0.375913900913901,0.173076923076923,0.277310146109839,0.176302729528536,0.15,-0.261333333333333,0.242528138528139,0.242528138528139,0.242528138528139,0.0584210526315789,-0.211111111111111,-0.2,-0.2,-0.211111111111111,-0.225693050910442,-0.224154589371981,-0.225693050910442,0.3,-0.22512807915903,-0.224097151323978,0.1,-0.1,0.387330316742081,0.133333333333333,-0.2,0.156410256410256,0.333333333333333,0.1,0.2,0.256958783513405,-0.205882352941176,0.399761012875767,-0.0210699311171009,-0.383844880471298,-0.383844880471298,0.0941176470588235,0.0765566714490674,0.0741176470588235,0.130736910148675,0.161425120772947,0.1,-0.386842105263158,-0.236945481451586,0.18457087753134,0.102692307692308,-0.256158783513405,-0.036489087307773,0.2,-0.167521367521368,0.239285431445089,-0.374509803921569,0.224154589371981,0.112693967020955,-0.242528138528139,0.333783972125436
"AKT",0.381155836397772,0.176302729528536,0.281528508392717,0.183619802699268,0.173076923076923,-0.263860409145608,0.242528138528139,0.242528138528139,0.246142596359464,0.0584210526315789,-0.224154589371981,-0.211111111111111,-0.211111111111111,-0.224154589371981,-0.224017073256811,-0.225693050910442,-0.22512807915903,0.333333333333333,-0.224097151323978,-0.222712535939363,0.1,-0.2,0.300461629873395,0.156410256410256,-0.2,0.167521367521368,0.374509803921569,0.133333333333333,0.3,0.256158783513405,-0.18457087753134,0.396017697367746,-0.0203664135291612,-0.376995565402805,-0.376995565402805,0.0741176470588235,0.073837638216439,0.0765566714490674,0.122662375987184,0.165184519269187,0.0941176470588235,-0.387696806117859,-0.236193601752338,0.18077340917691,0.0893589743589744,-0.258515685870308,-0.0378142656971716,0.205882352941176,-0.16646873594242,0.235921517072001,-0.387330316742081,0.225693050910442,0.108451542778531,-0.242528138528139,0.328520814230699
"Frizzled",0.355909090909091,0.152380952380952,0.257944038804361,0.150420168067227,0.135714285714286,-0.267780126849894,0.203041695146958,0.203041695146958,0.203829096721761,0.0503617052881759,-0.225,-0.1,-0.2,-0.225,-0.22312030075188,-0.230263157894737,-0.22312030075188,0.2,-0.218484539162476,-0.218008348686285,0.1,-0.1,0.2575,0.127272727272727,-0.2,0.132034632034632,0.22,0.1,0.1,0.232896044523951,-0.185882352941176,0.366436237373737,-0.0474980963776787,-0.347579679058293,-0.347579679058293,0.0733333333333333,0.0563561076604555,0.0515942028985507,0.0864285714285714,0.107177363699103,0.0666666666666667,-0.353221288515406,-0.211303873431533,0.156252723311547,0.115151515151515,-0.22448482957068,-0.0367971482378262,0.18,-0.144937857841084,0.212885154061625,-0.2575,0.230263157894737,0.118224491218197,-0.203041695146958,0.297949345636004
"GSK3",0.268662776761363,0.160909678556737,0.265336304116574,0.160649938296997,0.150420168067227,-0.26460497319789,0.210271673752574,0.210271673752574,0.212162430055095,0.0503164384970255,-0.22312030075188,-0.230263157894737,-0.230263157894737,-0.22312030075188,-0.216766249697496,-0.218484539162476,-0.218008348686285,0.2575,-0.218453584661352,-0.218716742556089,0.127272727272727,-0.225,0.266724874742116,0.144937857841084,-0.185882352941176,0.141870373178507,0.2575,0.132034632034632,0.22,0.225616905042379,-0.153997084213802,0.359565222590905,-0.0477870733669945,-0.340359686312216,-0.340359686312216,0.0563561076604555,0.0580920140305082,0.0532202191587133,0.0905157123578176,0.120260323880142,0.0515942028985507,-0.343853468164113,-0.203940308810638,0.148315266031984,0.0997005792468073,-0.220069678655572,-0.0394784115746275,0.156252723311547,-0.144741186575636,0.211692829255275,-0.27014367816092,0.217237947810703,0.115272372731046,-0.210271673752574,0.293848183640105
"DSH",0.362173592069184,0.150420168067227,0.262905870865429,0.160909678556737,0.152380952380952,-0.265670422208544,0.203829096721761,0.203829096721761,0.210271673752574,0.0495865114897263,-0.230263157894737,-0.225,-0.225,-0.230263157894737,-0.217237947810703,-0.22312030075188,-0.218484539162476,0.22,-0.218008348686285,-0.218453584661352,0.1,-0.2,0.27014367816092,0.132034632034632,-0.18,0.144937857841084,0.2575,0.127272727272727,0.2,0.22448482957068,-0.156252723311547,0.36155818859325,-0.0476145108130687,-0.338130860160655,-0.338130860160655,0.0515942028985507,0.0532202191587133,0.0563561076604555,0.0787362637362637,0.11616287094548,0.0733333333333333,-0.352250414728998,-0.204286329571884,0.153997084213802,0.102956393200296,-0.225616905042379,-0.037621647648898,0.185882352941176,-0.141870373178507,0.207211395196376,-0.2575,0.22312030075188,0.114976027653667,-0.203829096721761,0.291455839142498
"Patched",0.161538461538462,0.233333333333333,0.121358641358641,0.187878787878788,0.2,0.067965367965368,0.142307692307692,0.142307692307692,0.123557692307692,0.103068783068783,0.1,0.2,0.1,0,0,-0.1,-0.106666666666667,0,-0.09,-0.0754368932038835,0.2,0.1,0.185714285714286,0.4,-0.1,0.28,0.1,0.3,0,0.2,-0.2,0.35,-0.0320919540229885,-0.333333333333333,-0.333333333333333,0.0666666666666667,0.0183333333333333,0.0266666666666667,0.111428571428571,0.0618279569892473,-0.0333333333333333,-0.311111111111111,-0.187179487179487,0.161538461538462,0,-0.21,0.084336917562724,0.1,-0.305,0.113888888888889,-0.2,0,0.103751348435814,-0.142307692307692,0.215
"SMO",0.156684092606423,0.187878787878788,0.129885773141587,0.202878787878788,0.233333333333333,0.067965367965368,0.123557692307692,0.123557692307692,0.12820885509839,0.117354497354497,0,0.1,0,-0.1,0.0166666666666667,-0.106666666666667,-0.09,0.1,-0.0754368932038835,-0.0739331338053873,0.3,0.1,0.213714285714286,0.28,-0.1,0.305,0.2,0.4,0,0.21,-0.161538461538462,0.333544303797468,-0.0301871921182266,-0.304519774011299,-0.304519774011299,0.0266666666666667,-0.00058558558558558,0.0183333333333333,0.0503174603174603,0.0546850998463902,0.0666666666666667,-0.319444444444444,-0.191941391941392,0.146386946386946,-0.0157894736842105,-0.214761904761905,0.0911330340675784,0.2,-0.310555555555556,0.0815359477124183,-0.185714285714286,0,0.0952642635649657,-0.123557692307692,0.18051724137931
"Csn",0.333259430912596,0.165151515151515,0.226867910880001,0.175728438228438,0.174242424242424,-0.26736229146994,0.182993354735045,0.182993354735045,0.191630590819498,0.0840899353408606,-0.24367816091954,-0.233333333333333,-0.233333333333333,-0.24367816091954,-0.217761393412832,-0.230425148871347,-0.219314037760236,0.225,-0.216420147084995,-0.21744239603268,0.114285714285714,-0.2,0.267133333333333,0.144588744588745,-0.166666666666667,0.154266163943583,0.266666666666667,0.147619047619048,0.3,0.213325569358178,-0.129004329004329,0.325680831507876,-0.0325080627620319,-0.300668320926386,-0.300668320926386,0.0367028493894166,0.0360143970303198,0.0405490032355704,0.0454152785818051,0.0677139839458461,0.0590909090909091,-0.319734252675429,-0.197419712070875,0.122754329004329,0.0704600484261501,-0.211011944679515,0.00535634191681206,0.166666666666667,-0.150167803287846,0.175878136200717,-0.258333333333333,0.230425148871347,0.114697614972683,-0.182993354735045,0.232606170939159
"FUS",0.167720881904082,0.202878787878788,0.132951466572244,0.205151515151515,0.187878787878788,0.0772821381517034,0.12820885509839,0.12820885509839,0.129518898766512,0.128197870848473,0,0,-0.1,-0.106666666666667,0.032051282051282,-0.09,-0.0754368932038835,0.2,-0.0739331338053873,-0.0755635685879959,0.4,0,0.206021978021978,0.305,-0.2,0.310555555555556,0.185714285714286,0.28,0.1,0.214761904761905,-0.146386946386946,0.313742323599449,-0.0332392567501835,-0.292863332293508,-0.292863332293508,0.0183333333333333,0.00473356335058463,-0.00058558558558558,0.0492865324824088,0.0537417036199751,0.0266666666666667,-0.294854280510018,-0.193390667303711,0.1107547624789,-0.0311740890688259,-0.197342549923195,0.0875948590210234,0.161538461538462,-0.319646464646465,0.0726354241522089,-0.213714285714286,-0.0166666666666667,0.0944423457567466,-0.12820885509839,0.162096188747731
"SUFU",0.170548645400226,0.205151515151515,0.134386873270809,0.213881673881674,0.202878787878788,0.0817317868636472,0.129518898766512,0.129518898766512,0.133949278513348,0.122734687950611,0.0166666666666667,0,-0.106666666666667,-0.09,0.0346535125345534,-0.0754368932038835,-0.0739331338053873,0.185714285714286,-0.0755635685879959,-0.0752055123220113,0.28,-0.1,0.210719964599159,0.310555555555556,-0.161538461538462,0.319646464646465,0.213714285714286,0.305,0.2,0.197342549923195,-0.1107547624789,0.30630737936153,-0.0337006937969864,-0.282718404757276,-0.282718404757276,-0.00058558558558558,0.00453632469180751,0.00473356335058463,0.0505110222783271,0.0665185349658013,0.0183333333333333,-0.285872244581875,-0.180137655255518,0.108627102904432,-0.040264998159735,-0.19295455916107,0.086367028188827,0.146386946386946,-0.31539936039936,0.0711921251831367,-0.206021978021978,-0.032051282051282,0.0916617072397538,-0.129518898766512,0.15738154854922
