"","NOTCHic","Destcompl","Csl","TrCP","LIV1","ZEB2","ZEB1","cateninmemb","Csn","SNAI1","TWIST1","NFB","CD44","SUFU","HEY1","TCFLEF","IKK","SHH","AKT","SMAD","FUS","ILK","DSH","SNAI2","FOXC2","miR200","KLF4","RAS","GSK3","RAF","PI3K","DELTA","Frizzled","STAT","SRC","Ecadherin","Wnt","GLI","cateninnuc","Patched","cMet","SMO","Jagged","AXIN2","NOTCH","RKIP","ERK","cfos","MEK","EGR1","TGFR","TGF","CDC42","PAK1","SOSGRB2"
"KLF4",-0.0154066985645933,-0.0521326476321401,0.0109090909090909,-0.1,0.0333333333333333,-0.000897832817337461,-0.000897832817337461,-0.0860513966611528,-0.1,0.00348818668334391,-0.0170718954248366,-0.08,0.0239822359681992,0,-0.006585179526356,0.0236477878076641,-0.0561904761904762,-0.030510752688172,-0.0635978835978836,-0.00666666666666667,-0.0333333333333333,-0.00666666666666667,0.0333333333333333,0.0155268913196161,-0.0628626963321458,0.00538054538054538,0.0037037037037037,-0.0546417797888386,0.0470847883509233,-0.0524358974358974,-0.0524358974358974,-0.0524358974358974,-0.00392156862745098,-0.0333333333333333,-0.00392156862745098,-0.0146027185959697,-0.0248518011855905,-0.023127663254556,-0.0195381987665682,0.0208333333333333,-0.0248518011855905,0.0333333333333333,-0.024781245740766,0.0760020140392698,0.00406649237902629,-0.00904968047825191,-0.0773262032085562,-0.0890909090909091,-0.0762952753735046,-0.08,0.00157575757575758,0.0059660014781966,-0.00509090909090909,-0.00909090909090909,0.0511006289308176
"FOXC2",-0.0154066985645933,-0.0521326476321401,0.0109090909090909,-0.1,0.0333333333333333,-0.000897832817337461,-0.000897832817337461,-0.0860513966611528,-0.1,0.00348818668334391,-0.0170718954248366,-0.08,0.0239822359681992,0,-0.006585179526356,0.0236477878076641,-0.0561904761904762,-0.030510752688172,-0.0635978835978836,-0.00666666666666667,-0.0333333333333333,-0.00666666666666667,0.0333333333333333,0.0155268913196161,-0.0628626963321458,0.00538054538054538,0.0037037037037037,-0.0546417797888386,0.0470847883509233,-0.0524358974358974,-0.0524358974358974,-0.0524358974358974,-0.00392156862745098,-0.0333333333333333,-0.00392156862745098,-0.0146027185959697,-0.0248518011855905,-0.023127663254556,-0.0195381987665682,0.0208333333333333,-0.0248518011855905,0.0333333333333333,-0.024781245740766,0.0760020140392698,0.00406649237902629,-0.00904968047825191,-0.0773262032085562,-0.0890909090909091,-0.0762952753735046,-0.08,0.00157575757575758,0.0059660014781966,-0.00509090909090909,-0.00909090909090909,0.0511006289308176
"IKK",-0.168831168831169,-0.180170713366988,-0.154545454545455,0.2,-0.1,-0.000736842105263158,-0.000736842105263158,-0.0576387206834134,0.1,0.00294034492507775,0.190980392156863,0.0571428571428571,-0.091025641025641,-0.1,-0.111145510835913,-0.07916123424598,-0.0428571428571429,-0.0888888888888889,-0.050965250965251,-0.102970297029703,-0.08,-0.1,-0.05,0.0784762885367237,-0.128975468975469,-0.00434782608695652,0.00769230769230769,-0.0131182740727487,0.0870512820512821,-0.00889292196007259,-0.00889292196007259,-0.00889292196007259,0.0833333333333333,0.05,0.0833333333333333,0.0044992979179812,0.0833333333333333,0.091025641025641,0.0838025844569505,0.0888888888888889,0.0833333333333333,0.1,0.100154639175258,0.105952380952381,0.164069264069264,-0.00947176684881603,-0.0388571428571429,-0.0428571428571429,-0.0544126984126984,0,-0.104545454545455,-0.103745454545455,-0.1,-0.1,-0.110714285714286
"SNAI2",0.0390350877192982,0.0496293249629525,0.0197368421052632,0.1,0.02,-0.000273966855464653,-0.000273966855464653,0.0618781321735918,0.0666666666666667,-0.00115863429064464,-0.0114298445123967,0.0666666666666667,0.0198130523119165,0,0.00721820373719108,0.0167202688067618,0.0494252873563218,-0.0144625737618991,0.0602686608502978,0.00383192295720094,-0.02,0.00335345405767941,0.0109090909090909,-0.0317574163583119,0.0586657357521707,-0.00190787372020829,-0.00442307692307692,0.0554596336893232,-0.0470940362590025,0.0518066656527935,0.0518066656527935,0.0518066656527935,-0.0323376623376623,-0.0109090909090909,-0.0323376623376623,0.00147128396857931,-0.0112109017742821,-0.0203018108651911,-0.020446976881296,0.0243217286914766,-0.0112109017742821,0.0141176470588235,-0.0191753343037589,-0.0655409145836101,-0.024749373433584,0.00232051282051282,0.0705882352941177,0.0843137254901961,0.0746422893481717,0.0666666666666667,-0.00144365438483086,-0.00330700842209794,0.00112044817927171,0.00588235294117647,-0.0557471264367816
"MEK",0.0983682983682984,0.259081572360404,0.106060606060606,0.1,0.1,0.000503609573910871,0.000503609573910871,0.0715707693756474,0.142857142857143,0.112424359569636,0.123083452495217,0.142857142857143,0.0764384738068949,0.133333333333333,0.10572977158343,0.0721127740613478,0.121645021645022,0.0836477017036323,0.122821492233257,0.0815672720301981,0.0933333333333333,0.0863643200006779,0.0666666666666667,0.117846587696537,-0.00584111963422308,-0.131531632873132,-0.00253467240554758,0.10519203019203,0.00333457248350866,0.103604728604729,0.103604728604729,0.103604728604729,-0.0566666666666667,-0.0666666666666667,-0.0614035087719298,-0.0195994684880857,-0.0682051282051282,-0.0717016317016317,-0.0747150045446192,-0.0895300546448087,-0.0729419703103914,-0.0813333333333333,-0.116136189230347,-0.107129914724851,-0.10639749544859,0.123422526905499,0.185348495964784,0.178965517241379,0.0936818292981169,0.21,-0.215505117935025,-0.212585409905827,-0.22952380952381,-0.22,0.0223492063492063
"HEY1",0.0154066985645933,0.0521326476321401,-0.0109090909090909,0.1,-0.0333333333333333,0.000897832817337461,0.000897832817337461,0.0860513966611528,0.1,-0.00348818668334391,0.0170718954248366,0.08,-0.0239822359681992,0,0.006585179526356,-0.0236477878076641,0.0561904761904762,0.030510752688172,0.0635978835978836,0.00666666666666667,0.0333333333333333,0.00666666666666667,-0.0333333333333333,-0.0155268913196161,0.0628626963321458,-0.00538054538054538,-0.0037037037037037,0.0546417797888386,-0.0470847883509233,0.0524358974358974,0.0524358974358974,0.0524358974358974,0.00392156862745098,0.0333333333333333,0.00392156862745098,0.0146027185959697,0.0248518011855905,0.023127663254556,0.0195381987665682,-0.0208333333333333,0.0248518011855905,-0.0333333333333333,0.024781245740766,-0.0760020140392698,-0.00406649237902629,0.00904968047825191,0.0773262032085562,0.0890909090909091,0.0762952753735046,0.08,-0.00157575757575758,-0.0059660014781966,0.00509090909090909,0.00909090909090909,-0.0511006289308176
"cateninmemb",-0.0409963991515809,-0.139497848997192,-0.0337799043062201,-0.2,-0.133333333333333,0.00165805858387256,0.00165805858387256,-0.128959697505464,-0.22,0.00138167237766564,0.156481104173513,-0.196190476190476,-0.138487586681246,0.166666666666667,-0.0176787444691116,-0.14184997771487,-0.185079365079365,0.149087185674371,-0.182481962481962,-0.0104210267747482,0.15,-0.0121159420289855,-0.150980392156863,0.0925212318532758,-0.11621915650362,0.00393496633720097,0.013455227379278,-0.161654764613194,0.128503827238326,-0.162213423831071,-0.162213423831071,-0.162213423831071,0.148654810761514,0.150980392156863,0.148654810761514,0.0224536118651266,0.141758259037376,0.139758259037376,0.14138312430684,-0.153024193548387,0.140828723804992,-0.15625,0.140990222592053,0.212066539982202,0.040624651939685,-0.0164465105075057,-0.115992061304372,-0.123208556149733,-0.108541080912215,-0.129090909090909,0.0028440502586844,0.00664151861311478,-0.00642424242424243,-0.0130909090909091,0.095985676025398
"Ecadherin",-0.00406649237902629,-0.0536237939508726,-0.0154066985645933,-0.1,0.0333333333333333,0.00478937097413173,0.00478937097413173,-0.0857949864047425,-0.08,0.00348818668334391,-0.0142785993354511,-0.0561904761904762,0.0236477878076641,-0.0333333333333333,-0.00725632046595331,0.0195381987665682,-0.0635978835978836,-0.0297233511133689,-0.0622991822991823,-0.00448748991121872,-0.0333333333333333,-0.00666666666666667,0.00392156862745098,0.0195606059493572,-0.0589725361490795,0.00146993085540572,0.00623534927332396,-0.0535244613530844,0.0466432872471706,-0.0546417797888386,-0.0546417797888386,-0.0546417797888386,-0.0248518011855905,-0.00392156862745098,-0.0248518011855905,-0.114018492695288,-0.023127663254556,-0.023127663254556,-0.0228061726227774,0.030510752688172,-0.0239822359681992,0.0208333333333333,-0.0245524127888209,0.0753834573382389,0.00518173401471402,-0.0124204669951058,-0.0762952753735046,-0.0773262032085562,-0.0719815498833085,-0.0890909090909091,0.0059660014781966,0.00470017869338647,0.00157575757575758,-0.00509090909090909,0.0511006289308176
"ERK",0.10639749544859,0.258442714788062,0.0983682983682984,0.142857142857143,0.0666666666666667,0.008535105636903,0.008535105636903,0.0720307509763834,0.142857142857143,0.108952137347414,0.125996073854441,0.121645021645022,0.0721127740613478,0.0933333333333333,0.0992451299452049,0.0747150045446192,0.122821492233257,0.0792998756166757,0.120069198655275,0.0843028343402285,0.0813333333333333,0.0815672720301981,0.0566666666666667,0.116674360464797,-0.00567017946328291,-0.133002221108426,-0.000209091010198743,0.10508201919093,0.00397035813291828,0.10519203019203,0.10519203019203,0.10519203019203,-0.0682051282051282,-0.0614035087719298,-0.0729419703103914,-0.0198397705821468,-0.0717016317016317,-0.066939726939727,-0.0739511156557303,-0.0836477017036323,-0.0764384738068949,-0.0895300546448087,-0.111618116941191,-0.105991703342738,-0.107782536999837,0.123143975373466,0.0936818292981169,0.185348495964784,0.0856038348691475,0.178965517241379,-0.212585409905827,-0.214233761554179,-0.215505117935025,-0.22952380952381,0.0281744490676529
"cateninnuc",0.0400115330150805,-0.134139666298576,0.0458254865034526,-0.233333333333333,-0.0939393939393939,0.00873219922984502,0.00873219922984502,-0.0677393978387922,-0.208333333333333,0.0544698392379452,0.0817682914966995,-0.20530303030303,-0.0716733749342445,0.0888888888888889,-0.0142857142857143,-0.0684620231792034,-0.19730303030303,0.0865744961166537,-0.19808428030303,-0.0113762906791556,0.0988888888888889,-0.0136955266955267,-0.0708624708624709,0.012417361890901,-0.0973649738239902,0.000802130374996214,0.0258493779846093,-0.171763546763547,0.121883187171345,-0.168901593901594,-0.168901593901594,-0.168901593901594,0.0722323338761695,0.0708624708624709,0.0708624708624709,-0.00488792653379364,0.067884507789213,0.0730228477101616,-0.0304609262822713,-0.0867923610404009,0.0665146447755143,-0.0874134790528233,0.0711957326810369,0.239584017571436,-0.0413751693787169,-0.0715900245329526,-0.104135545247268,-0.115527950310559,-0.103218114054607,-0.120289855072464,0.00793179234558545,0.00858681417964659,0.00448351648351649,-0.00628571428571429,0.0763652875156223
"cMet",0.0796992481203007,0.236291371585489,0.0428571428571429,0.2,-0.1,0.00937950937950938,0.00937950937950938,-0.0559892717010155,0.2,0.173396768758053,0.120854426472404,0.2,0.0089922480620155,0.1,0.132714138286894,0.00283840190816935,0.22,0.165568181818182,0.23875,0.168119975262832,0.15,0.177210884353741,-0.1,0.0628659256396483,0.0195042194092827,-0.0329965415019763,0.106349206349206,0.0761185983827493,0.182565284178187,0.0685714285714286,0.0685714285714286,0.0685714285714286,0,0.2,0.1,0.0402308364017688,-0.00666666666666667,-0.00666666666666667,-0.00848811942229364,-0.171818181818182,-0.00666666666666667,-0.19,-0.174702543832979,0.0120634920634921,-0.0690609502479603,0.128888888888889,0.405,0.425,0.406818181818182,0.425,-0.123611111111111,-0.129994089834515,-0.0958333333333333,-0.0333333333333333,0.339047619047619
"Csn",-0.0784992784992785,-0.226482521151795,-0.0797979797979798,0.18,-0.133333333333333,0.00989909015715467,0.00989909015715467,-0.0425214271158109,0.055,0.122226087703674,0.128934081346424,0.0466666666666667,-0.127978765637262,0.0142857142857143,-0.0116389811738649,-0.127978765637262,0.0425,0.0161705061493533,0.0433,-0.00852221681116841,0.0253968253968254,-0.00620859213250518,-0.133333333333333,0.0430445165152648,0.0747608731922864,-0.0385944434338246,0.0164160022983552,-0.121372738499445,0.139701789674133,-0.123867940034954,-0.123867940034954,-0.123867940034954,0.129885057471264,0.133333333333333,0.129885057471264,0.00050823877994162,0.131089876748373,0.128033108189421,0.127437575017899,-0.0169901782805009,0.131089876748373,-0.0223665223665224,0.0297724985215733,0.164868291627321,0.0833069708069708,-0.115518879774557,-0.0532034632034632,-0.0415151515151515,-0.0511201298701299,-0.0233333333333333,-0.141553595658073,-0.137018989452823,-0.141553595658073,-0.134090909090909,-0.0145970252507783
"TGF",0.0233333333333333,0.0727325158600497,0.0333333333333333,0.2,0,0.0219291311282158,0.0219291311282158,-0.0379683056880255,0.233333333333333,0.22652256834075,0.246296296296296,0.208333333333333,-0.0114465408805031,0.133333333333333,0.0996776273372018,-0.00749917245945051,0.179761904761905,0.0945114942528736,0.174498746867168,0.076177908113392,0.113333333333333,0.0842424242424242,0,0.0939763044401433,0.0193478260869565,-0.182585804999598,0.0273836765827613,0.0172619047619048,0.141422048271363,0.0136904761904762,0.0136904761904762,0.0136904761904762,0.0428571428571429,0,0.0333333333333333,0.0557834491338435,0.0228571428571429,0.0209703504043127,0.00749917245945051,-0.107011494252874,0.0133333333333333,-0.0966666666666667,-0.100478645066274,0.0141534391534392,-0.0336781609195402,-0.122510822510823,-0.0147869674185464,-0.00952380952380953,-0.021453634085213,0.0333333333333333,-0.272698412698413,-0.365555555555556,-0.282222222222222,-0.26,-0.0210526315789474
"SHH",0,0.14987012987013,0.1,0,0,0.025,0.025,0.116559139784946,0,-0.0833333333333333,-0.1,0,0.1,0.2,0.0666666666666667,0.12,0.1,0.0533333333333333,0.15,0.0833333333333333,0.2,0.0666666666666667,0,-0.0439080459770115,0,0.116666666666667,0.05,0.242307692307692,-0.161538461538462,0.25,0.25,0.25,0,-0.1,-0.1,-0.0197222222222222,0,0,-0.0977777777777778,-0.133333333333333,-0.1,-0.1,-0.134285714285714,-0.247619047619048,0,0.12,0.2,0.1,0.22,0,0.233333333333333,0.233333333333333,0.233333333333333,0.2,0.15
"TGFR",0.0336781609195402,0.0711196126342432,0.0233333333333333,0.233333333333333,0,0.0283442254678384,0.0283442254678384,-0.0375064119235914,0.208333333333333,0.217967996069364,0.240958218004481,0.179761904761905,-0.00749917245945051,0.113333333333333,0.0922149407700376,-0.00749917245945051,0.174498746867168,0.0882968049873369,0.174498746867168,0.077245523771755,0.0966666666666667,0.076177908113392,-0.0428571428571429,0.0960596377734767,0.0180377824188342,-0.177013957492267,0.0220265337256184,0.0219402673350042,0.139710556828821,0.0172619047619048,0.0172619047619048,0.0172619047619048,0.0228571428571429,0.0333333333333333,0.0133333333333333,0.0574870266466203,0.0209703504043127,0.0177445439526998,0.00723345058168257,-0.0945114942528736,0.0114465408805031,-0.107011494252874,-0.0990293697039551,0.0102907782092331,-0.0286421896965186,-0.118225108225108,-0.021453634085213,-0.0147869674185464,-0.0255632231263089,-0.00952380952380953,-0.365555555555556,-0.362009456264775,-0.272698412698413,-0.282222222222222,-0.0222871994801819
"SUFU",-0.000909090909090909,0.145607128365663,0.00590909090909091,0.15,0.1,0.0319060851883164,0.0319060851883164,0.104129273102533,0.192857142857143,-0.0396438627833809,-0.0688157341584613,0.196857142857143,0.094989253067945,0.0533333333333333,0.0971595891449218,0.0982501226331623,0.200703296703297,0.0753103428103428,0.193320746367726,0.095239490616083,0.0658333333333333,0.0968561187916027,0.0125,-0.026714609351075,0.0197477854386115,0.0993377575420308,0.0296742580412945,0.222132878414622,-0.136173746051332,0.225297435376647,0.225297435376647,0.225297435376647,0.00972222222222222,-0.12,-0.0977777777777778,-0.0122709376111546,0.0077991452991453,0.0118883646300003,-0.0963575395129577,-0.0749242424242424,-0.0987486515641855,-0.0658333333333333,-0.141632058528576,-0.253996463552341,-0.00464646464646465,0.092830493021951,0.25574471505506,0.261491841491842,0.246808544842294,0.258461538461538,0.202487061529615,0.198345049695295,0.214189189189189,0.225,0.189295791927371
"FUS",0.00590909090909091,0.143746415978635,-0.00909090909090909,0.1,0.1,0.038669370212471,0.038669370212471,0.104674975694621,0.15,-0.0421992290525462,-0.0723208887976366,0.192857142857143,0.0987486515641855,0.133333333333333,0.0959547698678133,0.094989253067945,0.196857142857143,0.0749242424242424,0.200703296703297,0.0968561187916027,0.0533333333333333,0.0949206349206349,0,-0.0230890325547665,0.0224773139745916,0.104170471296678,0.0230874316939891,0.225297435376647,-0.136173746051332,0.228354203935599,0.228354203935599,0.228354203935599,-0.0125,-0.1,-0.12,-0.0109321116585285,0.00972222222222222,0.0077991452991453,-0.0982501226331623,-0.0658333333333333,-0.0977777777777778,-0.0658333333333333,-0.143294766367055,-0.257040960039461,0.000909090909090909,0.0940549828178694,0.261491841491842,0.258461538461538,0.25574471505506,0.22,0.214189189189189,0.202487061529615,0.225,0.233333333333333,0.18859649122807
"NOTCHic",0.0295852534562212,0.0912492572679488,0.145714285714286,0,0.1,0.0441384863123994,0.0441384863123994,0.115821918680368,0.0333333333333333,-0.0177045177045177,-0.0980659844366272,0.0888888888888889,0.0654478854478854,0.0333333333333333,0.178706800445931,0.0593254364682936,0.1,0.0538656157251983,0.0976744186046512,0.0726036313806098,0.0333333333333333,0.0747619047619048,0.08,-0.0982748421979826,0.0434101382488479,0.042070415133999,0.0471014492753623,0.0954025584610292,-0.00522386878186251,0.0978656126482213,0.0978656126482213,0.0978656126482213,-0.0569230769230769,-0.08,-0.0569230769230769,-0.086373176432659,-0.0599533799533799,-0.0653297240394014,-0.06039413875837,-0.052790346907994,-0.0599533799533799,-0.041025641025641,-0.0631446600983025,-0.105176699610662,-0.034848411350958,0.0830425523966078,0.286190476190476,0.293333333333333,0.291904761904762,0.26,0.162437275985663,0.159252562609867,0.168888888888889,0.188888888888889,0.195789473684211
"STAT",0.0257021727609963,-0.0378269171011492,0.0392156862745098,0,-0.1,0.0446207638515331,0.0446207638515331,-0.043201074046776,0,-0.0419071251329316,-0.0263137911563699,0.04,0.000387112887112887,0.05,0.0733333333333333,-0.00182108900563159,0.0542857142857143,0.0547348562804418,0.0627602905569007,0.0695207951579766,0.05,0.0718196457326892,0.0142857142857143,-0.0273349070168659,0.00482617586912066,0.0411951101107728,0.153119429590018,-0.0241887646136563,0.0852759234534936,-0.021949958643507,-0.021949958643507,-0.021949958643507,-0.00178571428571429,-0.0142857142857143,-0.00178571428571429,-0.0308617298349096,0.00730519480519481,-0.000257830404889227,0.00122514144901658,-0.0503100775193798,0.00730519480519481,-0.0433333333333333,-0.0425612483836019,0.0497071555895085,-0.0189060562561419,0.0949533462033462,0.247450980392157,0.253333333333333,0.254977862112587,0.233333333333333,0.166895933014354,0.167379024801794,0.172159090909091,0.190909090909091,0.282266009852217
"Csl",0.034848411350958,0.0917977033374187,0.0295852534562212,0.0333333333333333,0.08,0.0457959448759353,0.0457959448759353,0.116280634276698,0.0888888888888889,-0.0165187469535296,-0.0901653072357243,0.1,0.0593254364682936,0.0333333333333333,0.175438826589722,0.06039413875837,0.0976744186046512,0.0504173398631293,0.0922480620155039,0.0709369647139431,0.041025641025641,0.0726036313806098,0.0569230769230769,-0.0999899801547313,0.0474331267545951,0.0427240099052408,0.0413871635610766,0.0935643231669116,-0.00713844904695824,0.0954025584610292,0.0954025584610292,0.0954025584610292,-0.0599533799533799,-0.0569230769230769,-0.0599533799533799,-0.0866057345721939,-0.0653297240394014,-0.0588781111361757,-0.0617091759224637,-0.0538656157251983,-0.0654478854478854,-0.052790346907994,-0.0584571600983025,-0.102348936114518,-0.0421211386236853,0.0752084510141193,0.291904761904762,0.286190476190476,0.285383022774327,0.293333333333333,0.159252562609867,0.154490657847962,0.162437275985663,0.168888888888889,0.190098416773641
"miR200",-0.012512315270936,0.0484003295546249,-0.0263054187192118,0,0,0.0479345878136201,0.0479345878136201,0.0592973682707765,0.02,0.00173234173234173,-0.0663294578632002,0.0147368421052632,0.000932040705395046,-0.02,2.82485875706215e-05,-0.000655260881906541,0.00616541353383459,-0.0115102733443405,0.0042786210810044,0.000571476128387938,-0.0075,0.000884955752212389,-0.02,-0.0546120763843094,0.0107848249311664,-0.0703827498015698,0.0464458247066943,0.0663522307892725,0.0100602381898526,0.066601607347876,0.066601607347876,0.066601607347876,0,0.02,-0.00173913043478261,0.00982785567859551,-0.0126760563380282,0.000510756848785018,-0.00298110275445709,0.00716244725738397,-0.0144151867728108,0.000833333333333335,0.010742539758651,-0.0548642694683029,0.00629762600539923,-0.00153138635228483,0.00428571428571428,0.00428571428571428,0.00360544217687075,0.0142857142857143,0.000347881087919039,-0.00139630495859259,0.00196078431372549,0,0.00770793036750484
"Wnt",-0.0571428571428571,-0.205890502654151,-0.1,0.1,0,0.0592061214729794,0.0592061214729794,0.00830508474576271,0.1,0.0873188405797101,0.0576470588235294,0.0666666666666667,-0.105263157894737,0,0.0456410256410256,-0.105263157894737,0.0466666666666667,0.0725108225108225,0.0591666666666667,0.0519976147883125,0,0.058974358974359,-0.2,0.023448275862069,0.0982186234817814,0.0376767676767677,0.0372549019607843,-0.0999316473000683,0.143025078369906,-0.109022556390977,-0.109022556390977,-0.109022556390977,0.2,0.1,0.1,-0.109724251620396,0.1,0.105263157894737,0.100627396305333,-0.0772727272727273,0.1,-0.05,0.00193627450980392,0.149090909090909,0.0404761904761905,-0.0383333333333333,0.0866666666666667,0.0666666666666667,0.0690196078431373,0.1,0.0466666666666667,0.0249275362318841,0.0666666666666667,0.1,0.172727272727273
"Frizzled",-0.0404761904761905,-0.205094746685981,-0.0571428571428571,0.1,-0.1,0.0601962204828804,0.0601962204828804,0.00735270379338176,0.0666666666666667,0.0777950310559006,0.0547899159663865,0.0466666666666667,-0.105263157894737,0,0.0392580469176214,-0.100627396305333,0.0591666666666667,0.0692850160592096,0.0591666666666667,0.0510630353490601,0.05,0.0519976147883125,-0.2,0.0231328184488198,0.0865907165050372,0.0251767676767677,0.0610644257703081,-0.0959946394260526,0.143631138975967,-0.0999316473000683,-0.0999316473000683,-0.0999316473000683,0.1,0.1,0.1,-0.111822153718298,0.105263157894737,0.105263157894737,0.102055967733904,-0.0725108225108225,0.105263157894737,-0.0772727272727273,0.00496657754010695,0.151416490486258,0.0463585434173669,-0.0311904761904762,0.0690196078431373,0.0866666666666667,0.0505010893246187,0.0666666666666667,0.0249275362318841,0.0201656314699793,0.0466666666666667,0.0666666666666667,0.16969696969697
"SOSGRB2",0.104195804195804,0.282315149429243,0.127272727272727,0.2,0,0.061516290726817,0.061516290726817,0.0714500604500604,0.2,0.25253447050462,0.213304347826087,0.233333333333333,0.0915113871635611,0.2,0.108617424242424,0.0957219134793506,0.23859649122807,0.187240729101194,0.234429824561404,0.187254680803068,0.233333333333333,0.193548387096774,0.1,0.113638146977059,0.081953601953602,-0.200564153989758,0.0700877192982456,0.0717803853397074,0.158456743505832,0.0794726930320151,0.0794726930320151,0.0794726930320151,-0.0857142857142857,-0.1,-0.0857142857142857,-0.00928764245050634,-0.0857142857142857,-0.0871635610766046,-0.0936186630013391,-0.191891891891892,-0.0900621118012422,-0.2,-0.224402487482102,-0.120331408140814,-0.0971535506746774,0.0174707602339181,0.267438867438867,0.280952380952381,0.267438867438867,0.314285714285714,-0.305274725274725,-0.294636427402385,-0.301428571428571,-0.271428571428571,0.100277777777778
"GLI",0.0402961980548187,0.0882998369772343,0.0352961980548187,0.0833333333333333,0.1,0.0699799453831712,0.0699799453831712,0.123758336022114,0.138888888888889,0.0198052542287271,-0.0432114141282223,0.154678362573099,0.0799247130958518,0.180952380952381,0.114509697998662,0.0808987390698777,0.148555913593508,0.199950106748352,0.143868413593508,0.107880743701639,0.193452380952381,0.110583446404342,-0.04,-0.071496373385234,0.056655486756106,0.020628607718391,0.071021021021021,0.19372170714007,-0.0455493289054933,0.19391972694205,0.19391972694205,0.19391972694205,0.0367741935483871,-0.08,-0.0832258064516129,-0.0985526680117377,0.040303605313093,-0.0584197989422262,-0.0827516978266022,-0.198715538847118,-0.080786782061369,-0.198715538847118,-0.099082382373248,-0.110659722222222,-0.0431533409119616,0.0642097525116393,0.370627705627706,0.374523809523809,0.367865274688479,0.382857142857143,0.210546519193234,0.207017107428528,0.216206896551724,0.23,0.379572846033023
"SRC",-0.0252380952380952,0.0897965440356745,-0.03,0.1,-0.2,0.0735250074872716,0.0735250074872716,-0.0449655740158659,0.1,0.0851657432760167,0.0239320449665277,0.1,0.0102459016393443,0.0333333333333333,0.0541625289639192,0.017562974810076,0.138461538461538,0.0708061002178649,0.160683760683761,0.079925320056899,0.0833333333333333,0.0844298245614035,0,-7.44781175263387e-06,0.109542483660131,0.0337666520275216,0.162532299741602,0.0706155421549664,0.143809523809524,0.0827367542761786,0.0827367542761786,0.0827367542761786,-0.025,0.1,-0.025,-0.0215440822793764,-0.025,-0.0102459016393443,-0.0173392611635435,-0.0796296296296296,-0.025,-0.0833333333333333,-0.0738026346741943,0.0362382591695355,0.035952380952381,0.0563701531443467,0.290909090909091,0.257575757575758,0.28147512864494,0.266666666666667,0.00992063492063492,0.00628427128427128,0.0194444444444444,0.0444444444444444,0.272857142857143
"RAS",-0.00526315789473684,0.238881765625952,0,0.1,0,0.0771023564064801,0.0771023564064801,-0.00011893600198279,0.1,0.143392330383481,0.131849427168576,0.133333333333333,0.126971214017522,0.1,-0.0262845849802372,0.131586598632907,0.166666666666667,0.0623050847457627,0.155555555555556,0.0675943104514533,0.1,0.0614718614718615,0.1,0.0550486604222777,0.0498412698412698,-0.175969230769231,0.0760714285714286,0.0892307692307692,-0.000155038759689924,0.196923076923077,0.196923076923077,0.196923076923077,-0.15,-0.1,-0.15,0.055990789816146,-0.120588235294118,-0.124754901960784,-0.130736740275966,-0.064,-0.120588235294118,-0.1,-0.118383599448058,-0.15235836627141,0.0335650446871897,-0.0454716981132075,0.0742105263157895,0.09,0.0565634674922601,0.04,-0.24,-0.233069306930693,-0.24,-0.26,-0.0121212121212121
