"","TGF","TGFR","PAK1","RKIP","SOSGRB2","SNAI1","TWIST1","Jagged","NOTCH","NOTCHic","Csn","cfos","TrCP","SUFU","ERK","RAS","RAF","PI3K","Ecadherin","ZEB2","cateninmemb","GSK3","AXIN2","DSH","FOXC2","CD44","cateninnuc","SRC","TCFLEF","cMet","SNAI2","ILK","KLF4","LIV1","Destcompl","FUS","miR200","SMAD","Wnt","Frizzled","STAT","NFB","GLI","SMO","SHH","HEY1","Patched","ZEB1","DELTA","IKK","MEK","AKT","EGR1","Csl","CDC42"
"SOSGRB2",0.0455342529810615,0.0434065934065934,0.0357142857142857,-0.183333333333333,0.345555555555556,0.0849211087420043,-0.0204347826086957,0.189583245079682,-9.84930562395372e-06,0.0013986013986014,0.3,-0.387301587301587,0.2,0.2,-0.395409695409695,0.168817905258583,0.164971751412429,0.164971751412429,-0.152975006266378,0.0616290726817043,-0.164574392574393,-0.116534445763057,-0.12262101210121,-0.1,0.0435531135531136,-0.0915113871635611,-0.0965833404693878,-0.0857142857142857,-0.0967745450582979,-0.0987577639751553,-0.122931859570813,0.20989247311828,-0.0587719298245614,0,-0.101345150002868,-0.233333333333333,0.0275787418956079,-0.203598766824573,0.0940476190476191,0.0857142857142857,0.1,-0.311111111111111,0.0868012422360249,-0.183333333333333,-0.196846846846847,-0.121685606060606,-0.196846846846847,-0.0616290726817043,-0.164971751412429,-0.284795321637427,0.398439998439998,-0.297295321637427,0.376190476190476,-0.00909090909090909,-0.0357142857142857
"FUS",0.0761778800076673,0.0793693693693694,0.0933333333333334,-0.0557879234167894,0.157557354925776,-0.0627394719299771,-0.0371262932165304,0.0515971823803149,-0.00924242424242424,-0.00924242424242424,0.05,-0.0523076923076923,0.1,-0.133333333333333,-0.0613986013986014,-0.0684838119380366,-0.0593135062611807,-0.0593135062611807,0.075279593732232,0.0819607639249939,0.102445072564267,-0.269959040537344,0.144016303536543,-0.1,-0.0741833030852995,-0.00928802588996764,-0.0070139984300134,0.02,-0.00402486799523079,0.00333333333333334,-0.00154126561580285,0.0177777777777778,-0.0983606557377049,0,-0.270853380196446,0.0933333333333333,0.0260275485053026,-0.0132616487455197,0.104166666666667,0.0875,0,-0.00714285714285715,0.115705128205128,0.0683333333333333,0.0395454545454545,-0.0123745819397993,0.0405555555555556,-0.0819607639249939,0.0593135062611807,-0.0271428571428571,0.0625480266859577,-0.0463736263736264,0.06,0.0242424242424242,-0.0766666666666667
"Patched",0.0766666666666667,0.0933333333333334,0.233333333333333,-0.0485714285714286,0.166666666666667,-0.056989247311828,-0.0212962962962963,0.0516402116402116,-0.0242424242424242,-0.0333333333333333,0,0,0,-0.2,-0.06,-0.0360576923076923,-0.0423076923076923,-0.0423076923076923,0.0870765911542611,0.0833333333333333,0.109121863799283,-0.264835164835165,0.161471861471861,0,-0.075,0.02,-0.00928802588996764,0,0.00333333333333334,0,-0.00232950191570881,-0.0333333333333333,-0.116666666666667,-0.1,-0.268371628371628,0.1,0.0261904761904762,-0.00666666666666667,0.1,0.1,-0.1,-0.1,0.0875,0.133333333333333,0.0683333333333333,0.0282051282051282,0.0933333333333333,-0.0833333333333333,0.0423076923076923,-0.05,0.0523076923076923,-0.00714285714285715,-0.1,0,-0.133333333333333
"SMO",0.0793693693693694,0.0766666666666667,0.133333333333333,-0.0485714285714286,0.16140350877193,-0.0665130568356375,-0.0271786492374728,0.0552116402116402,-0.00924242424242424,-0.0242424242424242,0.1,-0.06,0,-0.1,-0.0523076923076923,-0.0593135062611807,-0.0360576923076923,-0.0360576923076923,0.0763754841431909,0.0850282485875706,0.105238368653652,-0.271631281340019,0.154575309747724,-0.1,-0.071551724137931,0.00333333333333334,-0.00402486799523079,0,-0.00928802588996764,0.02,-0.00423426382047072,0.00666666666666667,-0.1,-0.1,-0.268371628371628,0.133333333333333,0.0299879445449066,-0.0177777777777778,0.0875,0.1,0,-0.05,0.104166666666667,0.0933333333333333,0.0405555555555556,-0.00512820512820513,0.0683333333333333,-0.0850282485875706,0.0360576923076923,-0.00714285714285715,0.0613986013986014,-0.0271428571428571,0,0.0333333333333333,-0.0933333333333334
"TGF",0.00182539682539682,0.105396825396825,0.08,-0.00606060606060606,0.351315789473684,0.0453591862682772,-0.00425925925925926,0.0883406971035837,-0.0305747126436782,-0.0133333333333333,0.166666666666667,-0.314285714285714,0.2,0.0666666666666667,-0.319548872180451,0.161309523809524,0.15952380952381,0.15952380952381,-0.0597292850100934,0.0850999699512285,-0.0822121239863618,0.118367346938776,-0.06331569664903,-0.1,0.109192546583851,-0.0356603773584906,-0.0305168366886341,0,-0.0290814299900695,-0.03,-0.0234584975598097,0.111212121212121,-0.0887363335875922,0,0.040964175114031,-0.0866666666666667,0.0743013691289553,-0.101534701857283,0.03,0,0.1,-0.191666666666667,0.0356603773584906,-0.0866666666666667,-0.105847701149425,-0.112379110251451,-0.124597701149425,-0.0850999699512285,-0.15952380952381,-0.205952380952381,0.326215538847118,-0.237531328320802,0.3,0.0533333333333333,-0.0911111111111111
"TGFR",0.00395305639986491,0.00182539682539682,0.0911111111111111,0.00251082251082251,0.352550357374919,0.04270431901164,0.00321405034928166,0.0876160594224243,-0.0298552881832465,-0.0305747126436782,0.191666666666667,-0.319548872180451,0.166666666666667,0.0866666666666667,-0.326215538847118,0.16891186299081,0.161309523809524,0.161309523809524,-0.0644993020458685,0.0869867624040587,-0.080133602046408,0.120567835936331,-0.0611697739022489,0,0.119236214706122,-0.0290814299900695,-0.0281253397887227,-0.03,-0.0305168366886341,-0.0356603773584906,-0.0229955345968468,0.101534701857283,-0.0833791907304493,0.1,0.0421738525333859,-0.0866666666666667,0.0781136858444979,-0.106872780149097,0.0356603773584906,0.03,0,-0.205952380952381,0.0298539257455873,-0.124597701149425,-0.0973731248782389,-0.101931349057421,-0.105847701149425,-0.0869867624040587,-0.161309523809524,-0.237531328320802,0.333064853915611,-0.218926677158011,0.314285714285714,0.0133333333333333,-0.105396825396825
"STAT",0.0997653884381573,0.0992822966507177,0.104545454545455,0.000794723294723302,0.160591133004926,-0.0545677942248513,0.101373122962328,-0.0482891226598632,-0.066494821491966,-0.0732909379968203,-0.1,-0.0533333333333333,-0.1,-0.1,-0.0533333333333333,0.062729312494599,0.0619830438378825,0.0619830438378825,0.129833151818106,0.0978931325085171,0.165517499941089,-0.1056608811749,0.0891794480029774,0.0428571428571429,-0.0831261077027948,0.0334942834942835,0.0296110365764791,0.0428571428571429,0.0268696778160501,0.0292207792207792,0.0312403386087597,-0.0543478260869565,0.000574371162606456,0.1,-0.109082844578627,0.125,0.0464797307993948,0.0486006996501749,-0.0292207792207792,-0.0428571428571429,-0.0428571428571429,0.12,-0.0317417876241406,0.0783333333333333,0.0653677025451053,0.066,0.0574031007751938,-0.0978931325085171,-0.0619830438378825,0.0771428571428571,0.0587096774193548,0.0686682808716707,0.0333333333333333,0.0705882352941176,-0.104545454545455
"SHH",0.0933333333333334,0.133333333333333,0.2,-0.02,0.2,-0.0666666666666667,-0.025,0.0257142857142857,-0.0333333333333333,0,0,0.1,0,-0.2,0,-0.0423076923076923,-0.05,-0.05,0.0822222222222222,0.1,0.123010752688172,-0.241025641025641,0.152380952380952,0,-0.075,0,0.00333333333333334,0.1,0.02,0,0.0123371647509579,-0.0666666666666667,-0.15,0,-0.267272727272727,0.2,0.0333333333333333,0.0333333333333333,0.1,0,-0.1,0,0.1,0.1,0.0933333333333333,0.0666666666666667,0.133333333333333,-0.1,0.05,-0.1,0.06,-0.05,0,-0.1,-0.233333333333333
"CDC42",0.0521008403361345,0.0521008403361345,-0.0428571428571429,0.0183216783216783,0.0625,-0.0401074031453778,0.035948051948052,-0.0931597222222222,-0.118205128205128,-0.132051282051282,-0.133333333333333,-0.04,-0.1,-0.133333333333333,-0.0530434782608696,0.0275904670811414,0.0227124183006536,0.0227124183006536,0.00976088429979898,0.109529574541681,-0.00966164594618037,0.0207738095238095,-0.0346469622331691,0,-0.0772412379585981,-0.023003003003003,-0.0273411034797173,-0.02,-0.0299336960723099,-0.0311111111111111,0.0519676430625336,-0.0669312169312169,-0.109428571428571,0.1,0.0403105100233294,0.147619047619048,0.0568754774637128,0.0572537975763782,0.0311111111111111,0.02,0,0.133333333333333,0.0258479532163743,0.0809523809523809,0.0799169369061842,0.0806346826586707,0.0712749615975422,-0.109529574541681,-0.0227124183006536,0.0708333333333333,0.0581282240235814,0.0760964912280702,0.02,0.116666666666667,-0.0619047619047619
"TrCP",0.0531937365109978,0.0521008403361345,0.0619047619047619,0.0144542750067612,0.057549504950495,-0.0374821048160222,0.0310567476002259,-0.0937732191547376,-0.113809523809524,-0.118205128205128,-0.133333333333333,-0.0530434782608696,-0.133333333333333,-0.147619047619048,-0.0581282240235814,0.0230450125356869,0.0275904670811414,0.0275904670811414,0.0116293964105256,0.109851117950041,-0.0118594481439826,0.0207738095238095,-0.0377916163212194,-0.02,-0.0827584793379084,-0.0299336960723099,-0.0300997241693725,-0.0311111111111111,-0.0273411034797173,-0.023003003003003,0.0555842795905625,-0.0572537975763782,-0.111067915690867,0,0.0388067506248332,0.0809523809523809,0.0558602490373168,0.0566086362860556,0.0258479532163743,0.0311111111111111,0.02,0.0708333333333333,0.033165026387106,0.0712749615975422,0.0719169369061842,0.0688699767763177,0.0799169369061842,-0.109851117950041,-0.0275904670811414,0.0760964912280702,0.0514615573569148,0.0853557504873294,0.04,0.132051282051282,-0.0521008403361345
"LIV1",0.0531937365109978,0.0521008403361345,0.0619047619047619,0.0144542750067612,0.057549504950495,-0.0374821048160222,0.0310567476002259,-0.0937732191547376,-0.113809523809524,-0.118205128205128,-0.133333333333333,-0.0530434782608696,-0.133333333333333,-0.147619047619048,-0.0581282240235814,0.0230450125356869,0.0275904670811414,0.0275904670811414,0.0116293964105256,0.109851117950041,-0.0118594481439826,0.0207738095238095,-0.0377916163212194,-0.02,-0.0827584793379084,-0.0299336960723099,-0.0300997241693725,-0.0311111111111111,-0.0273411034797173,-0.023003003003003,0.0555842795905625,-0.0572537975763782,-0.111067915690867,0,0.0388067506248332,0.0809523809523809,0.0558602490373168,0.0566086362860556,0.0258479532163743,0.0311111111111111,0.02,0.0708333333333333,0.033165026387106,0.0712749615975422,0.0719169369061842,0.0688699767763177,0.0799169369061842,-0.109851117950041,-0.0275904670811414,0.0760964912280702,0.0514615573569148,0.0853557504873294,0.04,0.132051282051282,-0.0521008403361345
"EGR1",0.0531937365109978,0.0521008403361345,0.0619047619047619,0.0144542750067612,0.057549504950495,-0.0374821048160222,0.0310567476002259,-0.0937732191547376,-0.113809523809524,-0.118205128205128,-0.133333333333333,-0.0530434782608696,-0.133333333333333,-0.147619047619048,-0.0581282240235814,0.0230450125356869,0.0275904670811414,0.0275904670811414,0.0116293964105256,0.109851117950041,-0.0118594481439826,0.0207738095238095,-0.0377916163212194,-0.02,-0.0827584793379084,-0.0299336960723099,-0.0300997241693725,-0.0311111111111111,-0.0273411034797173,-0.023003003003003,0.0555842795905625,-0.0572537975763782,-0.111067915690867,0,0.0388067506248332,0.0809523809523809,0.0558602490373168,0.0566086362860556,0.0258479532163743,0.0311111111111111,0.02,0.0708333333333333,0.033165026387106,0.0712749615975422,0.0719169369061842,0.0688699767763177,0.0799169369061842,-0.109851117950041,-0.0275904670811414,0.0760964912280702,0.0514615573569148,0.0853557504873294,0.04,0.132051282051282,-0.0521008403361345
"SNAI1",0.0540001881239011,0.0531937365109978,0.0521008403361345,0.0161279151741252,0.0609457313655894,-0.13677036104378,0.0325952091386874,-0.0918908662135611,-0.115850340136054,-0.113809523809524,-0.0708333333333333,-0.0581282240235814,-0.133333333333333,-0.0809523809523809,-0.0514615573569148,0.0235376233731253,0.0230450125356869,0.0230450125356869,0.0104327262752499,0.110712126560127,-0.0123084982303384,0.0184635785007072,-0.037325415855019,-0.0311111111111111,-0.0790736000494713,-0.0273411034797173,-0.0292737045514066,-0.023003003003003,-0.0300997241693725,-0.0299336960723099,0.0521984264226108,-0.0566086362860556,-0.110756389211116,0.02,0.0396291190458858,0.0712749615975422,0.0569169253101314,0.0564856350560433,0.033165026387106,0.0258479532163743,0.0311111111111111,0.0760964912280702,0.0307884267527367,0.0799169369061842,0.0744412087508444,0.0694652148715558,0.0719169369061842,-0.110712126560127,-0.0230450125356869,0.0853557504873294,0.0537037098232825,0.078411306042885,0.0530434782608696,0.118205128205128,-0.0521008403361345
"cateninmemb",0.054426212462026,0.0542453806356245,0.0550909090909091,0.0748403549366631,-0.042639402967109,0.0612220016973359,0.0403763099280681,-3.74453921364678e-05,-0.0481108225876635,-0.0492260642233513,0.02,0.0986096256684492,0,0.0333333333333333,0.0934549864931915,0.0244244883170286,0.026659125188537,0.026659125188537,0.130722936653452,0.112630796394387,0.118944747387893,0.130495281681603,-0.0721401701823441,0.0176470588235294,0.0910820905336805,0.0230495632958013,0.0244191937548758,0.0199726402188783,0.023672228302028,0.0260595967406174,-0.012987187117942,-0.0664347826086956,-0.0987341772151899,0,0.131642352323372,0.0166666666666667,0.0848911444442171,0.0671611748605116,-0.0251450540119817,-0.0199726402188783,-0.0176470588235294,0.0133333333333333,-0.022478387345315,0.0104166666666667,0.00325385234103802,0.0630568957296158,0.00719086021505377,-0.112630796394387,-0.026659125188537,0.00222222222222222,-0.0883569472775052,-0.00297258297258298,-0.0927272727272727,0.0420095693779904,-0.0537575757575758
"NOTCHic",0.0715781110882816,0.0722150537634409,0.0666666666666667,0.0324180271727625,0.0603349282296651,-0.0282865282865283,0.0527898944675408,-0.0995974886041111,-0.125377152558816,-0.133271889400922,-0.133333333333333,-0.02,-0.1,-0.133333333333333,-0.0271428571428571,0.0137396236946462,0.00635046113306984,0.00635046113306984,-0.018672035644117,0.120080515297907,-0.0502525858156198,0.0447935467527944,-0.048636567834681,0,-0.0666886109282423,-0.012953712953713,-0.0150537285324635,-0.00769230769230769,-0.0182598354026925,-0.0228438228438228,0.0586625860114013,-0.0728571428571428,-0.118995859213251,0.1,0.0651366266132621,0.158333333333333,0.0623706928909241,0.0649434737923947,0.0228438228438228,0.00769230769230769,0,0.144444444444444,0.0153169411233927,0.0891025641025641,0.0913163528438671,-0.0127870680044593,0.0773378582202112,-0.120080515297907,-0.00635046113306984,0.0777777777777778,0.0357142857142857,0.0801033591731266,0.02,0.0171428571428571,-0.0786666666666667
"NOTCH",0.0722150537634409,0.0786666666666667,0.1,0.0253757736516357,0.0557894736842105,-0.0256410256410256,0.0433559322033898,-0.10025974025974,-0.133271889400922,-0.0171428571428571,-0.1,-0.02,0,-0.1,-0.02,0.00635046113306984,0.0193939393939394,0.0193939393939394,-0.0123933220147142,0.122302737520129,-0.0528895026513196,0.0456199930337861,-0.0528032345013477,-0.1,-0.0795918367346939,-0.0228438228438228,-0.0182598354026925,0,-0.012953712953713,-0.00769230769230769,0.063271804448275,-0.0595238095238095,-0.129710144927536,0,0.0644699599465955,0.133333333333333,0.0594805194805195,0.0728571428571428,0.00769230769230769,0,0.1,0.133333333333333,0.0228438228438228,0.158333333333333,0.0773378582202112,-0.0297101449275362,0.0891025641025641,-0.122302737520129,-0.0193939393939394,0.144444444444444,0.0271428571428571,0.0777777777777778,0,0.06,-0.0666666666666667
"Jagged",0.0786666666666667,0.0666666666666667,0.2,0.0564102564102564,0.04,-0.0333333333333333,0.062,-0.10025974025974,-0.0171428571428571,-0.06,0,0,0,0,-0.02,0.0193939393939394,0.0466666666666667,0.0466666666666667,-0.0228771929824561,0.129710144927536,-0.0513188220230474,0.0478927203065134,-0.0471428571428571,0,-0.0571428571428571,-0.00769230769230769,-0.012953712953713,-0.1,-0.0228438228438228,0,0.0638009049773756,-0.0833333333333333,-0.116666666666667,0,0.0691428571428571,0.1,0.0709090909090909,0.0595238095238095,0,0.1,0,0.1,0.00769230769230769,0.133333333333333,0.0891025641025641,-0.0166666666666667,0.158333333333333,-0.129710144927536,-0.0466666666666667,0.133333333333333,0.02,0.144444444444444,-0.1,0,-0.1
"DELTA",0.0786666666666667,0.0666666666666667,0.2,0.0564102564102564,0.04,-0.0333333333333333,0.062,-0.10025974025974,-0.0171428571428571,-0.06,0,0,0,0,-0.02,0.0193939393939394,0.0466666666666667,0.0466666666666667,-0.0228771929824561,0.129710144927536,-0.0513188220230474,0.0478927203065134,-0.0471428571428571,0,-0.0571428571428571,-0.00769230769230769,-0.012953712953713,-0.1,-0.0228438228438228,0,0.0638009049773756,-0.0833333333333333,-0.116666666666667,0,0.0691428571428571,0.1,0.0709090909090909,0.0595238095238095,0,0.1,0,0.1,0.00769230769230769,0.133333333333333,0.0891025641025641,-0.0166666666666667,0.158333333333333,-0.129710144927536,-0.0466666666666667,0.133333333333333,0.02,0.144444444444444,-0.1,0,-0.1
"GLI",0.220326278592113,0.21820863153329,0.226666666666667,0.0217745048728167,0.283112669041873,0.0125861492659708,0.0499362503182537,-0.0286682350372488,-0.0510417456107111,-0.0596131741821397,-0.0444444444444444,-0.170952380952381,-0.0333333333333333,-0.180952380952381,-0.174848484848485,0.0955181299434443,0.103240902220672,0.103240902220672,-0.00322397676511863,0.136494538317119,-0.0203331222107351,-0.070673505866969,-0.0407789855072464,-0.16,-0.045719276745786,-0.0327017824683252,-0.0324871435507575,-0.0361290322580645,-0.0307537305202733,-0.0214948859166011,0.0552210632665219,-0.00218846585746265,-0.13560960960961,0,0.0254388202855006,0.143452380952381,0.0661832182265619,0.00381008747908427,0.163187855787476,0.176129032258065,0.02,-0.00292397660818713,0.0746772174896039,0.12766290726817,0.122674245136651,0.0100881480338187,0.133785356247762,-0.136494538317119,-0.103240902220672,-0.00496479293471775,0.168771136782186,0.00128520706528225,0.154285714285714,0.0721131741821397,-0.21632183908046
"RAS",0.128852649970879,0.125882352941176,0.1,-0.0312201257861635,0.231168831168831,0.173598820058997,0.0573595199127114,0.0707313226887443,-0.153376365441907,-0.155263157894737,0.2,-0.27,0.2,0.1,-0.275263157894737,0.268846153846154,0.374615384615385,0.374615384615385,-0.0769340990678221,0.136940353460972,-0.0180945467895463,0.149198966408269,0.0967325428194994,0.1,0.117619047619048,0.0687734668335419,0.0738333927433262,0.05,0.071850389910465,0.0794117647058824,-0.0134791147598733,0.00822510822510822,-0.131785714285714,0,0.122608268538501,0,0.106246153846154,-0.0102659245516388,-0.0794117647058824,-0.05,-0.1,-0.166666666666667,-0.071078431372549,-0.0333333333333333,-0.0184180790960452,0.0903162055335968,-0.0133333333333333,-0.136940353460972,-0.374615384615385,-0.2,0.281145510835913,-0.194444444444444,0.22,0.15,-0.12
"Csn",0.247394673327954,0.247633336812441,0.256818181818182,0.142578561052068,0.233395595526346,0.117119794934935,0.168917718560075,-0.0560548290703731,-0.208565046065046,-0.215295815295815,0.04,-0.0772727272727273,0.14,-0.114285714285714,-0.0941558441558441,0.371948786993079,0.369453585457571,0.369453585457571,0.0350744967764107,0.17554011579818,0.0694477189276409,0.360422449417005,0.167918830657853,0.133333333333333,0.0325609567942763,0.125783686470018,0.122223313456462,0.122988505747126,0.120960535344616,0.121783686470018,0.0697309500562018,-0.103069358178054,-0.177705954176542,-0.0666666666666667,0.253486617565602,0.125396825396825,0.0930438319740843,0.0956143453245834,-0.121783686470018,-0.122988505747126,-0.133333333333333,-0.0483333333333333,-0.123967092583555,0.086002886002886,0.0806265419168645,0.118635105204873,0.0806265419168645,-0.17554011579818,-0.369453585457571,-0.0858333333333333,0.104572510822511,-0.0866333333333333,0.05,0.201010101010101,-0.255325644504749
"ZEB1",0.138721250177368,0.140296053326974,0.13544061302682,0.0231250889664816,0.0600779727095517,0.0186874863778631,-0.0218532805169013,-0.0155306606286271,-0.0140556635877492,-0.00661764705882353,-0.08,0.046,-0.1,-0.1,0.0471764705882353,0.0206969166900673,0.0167599088160516,0.0167599088160516,-0.134286396761514,0.177913754822653,-0.202201291236132,0.112413903891615,-0.0830039823174627,0.0142857142857143,-0.0144305651300916,0.0171674392083287,0.0172652865664501,0.024765478424015,0.0171674392083287,0.0130007725416621,-0.0231555183044511,-0.0777311157861311,-0.17828860005741,0,0.132091711360004,0.075,0.115601057370306,0.0762888080938234,-0.0178973465558831,-0.0313588850174216,-0.00769230769230769,0.0536842105263158,-0.0209901300610378,0.0704545454545455,0.0707964615804264,0.0742881988477843,0.0626114081996435,-0.177913754822653,-0.0167599088160516,0.0520448662640207,-0.0414495983415393,0.046330580549735,-0.05,0.0125,-0.139788439113776
"Destcompl",0.142181932664173,0.143462720841513,0.148163265306122,0.155934977315986,0.173743957396357,0.16454392112796,0.190857781366911,0.165961182346798,-0.0902514233323678,-0.0912534273403839,0.185714285714286,-0.111561771561772,0.2,0.0333333333333333,-0.12085138904811,0.292235907061346,0.292235907061346,0.292235907061346,0.116115674435911,0.189549469186379,0.264294544854272,0.257765505940945,0.274117659597863,0.225396825396825,0.0183990431422731,0.220171240990092,0.218498415411864,0.224026962383127,0.219212336880503,0.22054437531845,0.129030891269997,-0.136825396825397,-0.200327828406397,-0.211111111111111,0.143693349553756,-0.0367816091954023,0.119597498896936,0.134135338345865,-0.221056665353424,-0.224026962383127,-0.225396825396825,-0.198757763975155,-0.220500079082552,-0.0510673234811166,-0.0548876900839769,0.144628533859303,-0.054694266486298,-0.189549469186379,-0.292235907061346,-0.212271277488669,0.124226916474271,-0.213613559367863,0.0964102564102564,0.0890795142969056,-0.146094299788881
"GSK3",0.28145758801114,0.281970408523961,0.288985507246377,0.148348318348318,0.268400969421956,0.150423868907185,0.188460469266847,-0.0273890088640406,-0.202306908777497,-0.203086129556718,0.0991666666666667,-0.121263616557734,0.0866666666666667,-0.109090909090909,-0.134045571444952,0.382305723781431,0.385036816218406,0.385036816218406,0.0509188717775084,0.216550919307283,0.109825369312,0.26018589168271,0.201829975651035,0.144736842105263,0.0331527876448317,0.146485501834055,0.145464095357044,0.148308270676692,0.147108832199149,0.150295025643579,0.0813226948290894,-0.118687401030206,-0.221418222665928,-0.15,0.251680186477226,0.0852813852813853,0.115880952950862,0.117637925767837,-0.148961865447934,-0.148308270676692,-0.144736842105263,-0.124166666666667,-0.145188280542273,0.0820555788297724,0.0734548802064712,0.135876627160469,0.077761100302165,-0.216550919307283,-0.385036816218406,-0.127614942528736,0.13631829871768,-0.13188844680224,0.102745098039216,0.206582633053221,-0.28231884057971
"DSH",0.281970408523961,0.28231884057971,0.293333333333333,0.153110223110223,0.266075388026607,0.149427191166322,0.191917575540855,-0.0275349942655004,-0.203086129556718,-0.206582633053221,0.0866666666666667,-0.102745098039216,0.0666666666666667,-0.1,-0.121263616557734,0.385036816218406,0.383636255994316,0.383636255994316,0.0500956910070112,0.217293861357803,0.11088637726956,0.36135061714028,0.202895424661689,0.15,0.0355451321424394,0.150295025643579,0.147108832199149,0.144736842105263,0.146485501834055,0.148308270676692,0.0808912884442749,-0.125102495369829,-0.220654863887303,-0.1,0.253053909619177,0.109090909090909,0.116936052599162,0.118687401030206,-0.148308270676692,-0.144736842105263,-0.15,-0.0991666666666667,-0.148961865447934,0.0852813852813853,0.077761100302165,0.141758980101645,0.0820555788297724,-0.217293861357803,-0.383636255994316,-0.124166666666667,0.134045571444952,-0.127614942528736,0.0733333333333333,0.192857142857143,-0.288985507246377
"PI3K",0.221191296030607,0.226882352941176,0.225,0.194828700711054,0.238076923076923,0.205929951690821,0.12375748113453,-0.0495614035087719,-0.220595533498759,-0.207692307692308,0.166666666666667,-0.0476190476190476,0.2,-0.1,-0.07703081232493,0.384979185198363,0.37812987012987,0.37812987012987,-0.006531676628602,0.255381875131863,0.0753099688862008,0.386748436748437,0.188952380952381,0.1,0.165730545876887,0.142296544035674,0.143570933924427,0.133333333333333,0.146251346295561,0.13768115942029,0.0434948572501375,-0.168939575830332,-0.26359649122807,-0.1,0.278350590400887,0.1,0.136730844107893,0.164939575830332,-0.13768115942029,-0.133333333333333,-0.1,-0.2,-0.142296544035674,0.116666666666667,0.113888888888889,0.18013991188242,0.116666666666667,-0.255381875131863,-0.37812987012987,-0.205882352941176,0.0950635992101759,-0.213574660633484,0.0333333333333333,0.2,-0.230882352941176
"ILK",0.221191296030607,0.226882352941176,0.225,0.194828700711054,0.238076923076923,0.205929951690821,0.12375748113453,-0.0495614035087719,-0.220595533498759,-0.207692307692308,0.166666666666667,-0.0476190476190476,0.2,-0.1,-0.07703081232493,0.384979185198363,0.37812987012987,0.37812987012987,-0.006531676628602,0.255381875131863,0.0753099688862008,0.386748436748437,0.188952380952381,0.1,0.165730545876887,0.142296544035674,0.143570933924427,0.133333333333333,0.146251346295561,0.13768115942029,0.0434948572501375,-0.168939575830332,-0.26359649122807,-0.1,0.278350590400887,0.1,0.136730844107893,0.164939575830332,-0.13768115942029,-0.133333333333333,-0.1,-0.2,-0.142296544035674,0.116666666666667,0.113888888888889,0.18013991188242,0.116666666666667,-0.255381875131863,-0.37812987012987,-0.205882352941176,0.0950635992101759,-0.213574660633484,0.0333333333333333,0.2,-0.230882352941176
