"","TGFR","PAK1","HEY1","SOSGRB2","IKK","ERK","cfos","Csn","KLF4","TrCP","EGR1","Destcompl","DSH","PI3K","DELTA","RAS","Wnt","GLI","Frizzled","LIV1","TCFLEF","cateninnuc","cateninmemb","Ecadherin","SNAI2","CD44","SRC","cMet","RAF","AXIN2","STAT","FOXC2","ZEB2","Csl","NOTCH","NOTCHic","NFB","TWIST1","SUFU","FUS","GSK3","RKIP","Jagged","AKT","MEK","SMO","Patched","SHH","SNAI1","SMAD","ILK","CDC42","miR200","TGF","ZEB1"
"RAS",-0.131764705882353,-0.1,-0.000988142292490119,-0.129437229437229,0.04,-0.0747368421052632,-0.08,0,0.0667857142857143,0,-0.08,-0.408700758700759,-0.1,-0.17974358974359,-0.17974358974359,-0.295128205128205,-0.129411764705882,-0.137745098039216,-0.1,0,-0.155434677962838,-0.15855082527162,-0.146396065004207,0.137218024671441,0.0159915868614793,0.140050062578223,0.1,0.129411764705882,0.17974358974359,0.163214756258235,0.1,0.0574603174603175,-0.0616310751104565,-0.05,-0.0722442899702085,-0.0552631578947368,-0.0333333333333333,0.12645935624659,-0.1,-0.1,0.427945736434109,-0.00767295597484276,-0.146595702739996,-0.0511111111111111,0.0766976264189887,-0.1,-0.112,-0.110305084745763,0.110147492625369,-0.0970315398886828,-0.0909090909090909,0.12,0.104584615384615,0.146616191030868,0.114554491899853
"TGFR",-0.304920634920635,-0.231111111111111,-0.180290039165873,-0.0398797920727745,-0.068671679197995,-0.0789640768588137,-0.0634085213032581,-0.0333333333333333,0.018570429697432,-0.0333333333333333,-0.0476190476190476,0.0790423887323246,0.0428571428571429,-0.019047619047619,-0.019047619047619,-0.0131996658312448,0.0598382749326146,0.0630640813842274,0.0428571428571429,0,0.0919013872588848,0.0937614404032603,-0.0714783960945048,0.165698962783937,0.0486736221909399,-0.087595167163191,-0.0666666666666667,-0.0836477987421384,0.019047619047619,-0.0884896034395319,-0.0666666666666667,0.0196402804524126,-0.0179657984795932,0.0633333333333333,0.0907955015298106,0.0771264367816092,0.0476190476190476,0.174360748649005,0.153333333333333,0.153333333333333,-0.137394475267862,0.182424242424242,0.19440620264242,0.0802995861747392,0.081703802886211,0.170574712643678,0.176824712643678,0.18416934541204,0.198774189071856,0.180790780030821,0.174740957966764,0.212063492063492,0.239561310028496,0.295700776764607,0.288956252216042
"Patched",-0.46,-0.3,0.0384615384615385,-0.2,0.15,-0.12,-0.1,0,-0.00555555555555556,0,-0.1,-0.303536463536464,-0.2,-0.257692307692308,-0.257692307692308,-0.257692307692308,-0.3,-0.3,-0.3,-0.1,-0.217777777777778,-0.210981661272923,-0.25668458781362,0.209843581445523,-0.00787739463601533,0.206666666666667,0.2,0.2,0.257692307692308,0.361038961038961,0.1,0.07,-0.0166666666666667,-0.2,-0.275757575757576,-0.266666666666667,-0.1,0.218518518518519,0,-0.1,0.256410256410256,0.208571428571429,-0.164232804232804,-0.164285714285714,0.127692307692308,-0.133333333333333,-0.253333333333333,-0.278333333333333,0.23010752688172,-0.00333333333333333,-0.0333333333333333,0.4,0.242857142857143,0.476666666666667,0.316666666666667
"MEK",0.00396973742768135,0.0266666666666667,0.11401048815683,-0.075047619047619,0.129437229437229,-0.074424064563463,-0.076551724137931,0.114285714285714,0.00631276901004304,0.1,-0.08,-0.323965060781212,-0.0333333333333333,-0.156737706737707,-0.156737706737707,-0.162769452769453,-0.0525641025641026,-0.0532634032634033,-0.0333333333333333,0,-0.0648878843133564,-0.066560746766888,-0.134198332376238,0.116137983864474,0.0677226273117865,0.0585265611581401,0.0385964912280702,0.0578272604588394,0.156737706737707,0.0588731136199491,0.0333333333333333,0.0638775380154691,-0.010281022978297,-0.12020202020202,-0.141229532835372,-0.131740481740482,-0.114285714285714,-0.031603494544671,-0.1,-0.1,0.284318748148535,0.00103199174406605,-0.129534770294324,-0.132966641201935,-0.0272426021032037,-0.112,-0.107081967213115,-0.116885888781742,0.0437041943207786,-0.101051561323326,-0.10289657977351,-0.0123809523809524,0.00190550924502185,0.00916894870370551,-0.0102500512400082
"Frizzled",-0.421739130434783,-0.366666666666667,-0.0411565739225314,-0.187878787878788,0.165833333333333,-0.0509803921568627,-0.0333333333333333,0.133333333333333,-0.00140056022408963,0.1,-0.0333333333333333,-0.456326240746437,0,-0.358783321941217,-0.358783321941217,-0.370594345563264,-0.140789473684211,-0.151503759398496,-0.125,-0.1,-0.157464024299159,-0.161749738584873,-0.249925343018563,0.331970036257998,-0.00485314913521157,0.151503759398496,0.125,0.140789473684211,0.358783321941217,0.194559548978154,0.1,0.104790509368233,-0.00750458116112903,-0.164285714285714,-0.186834733893557,-0.180952380952381,-0.153333333333333,0.280602240896359,0,0,0.462925809822362,0.299761904761905,-0.0338213012477718,-0.165833333333333,0.0546840958605664,-0.00909090909090909,0.00519480519480519,-0.00448261416003352,0.336404416839199,0.0677257080864992,0.0537070164977142,0.4,0.29520202020202,0.441739130434783,0.37795076494737
"IKK",-0.256060606060606,-0.2,-0.141073271413829,-0.0819327731092437,0.0428571428571429,-0.0262857142857143,-0.0142857142857143,0.1,0.0164835164835165,0.2,0,-0.290638997105599,-0.1,-0.245493042952208,-0.245493042952208,-0.245493042952208,-0.111111111111111,-0.112649572649573,-0.111111111111111,-0.1,-0.11660437490946,-0.113228847483299,-0.0274303629331562,0.0726534879684396,-0.062855671949145,0.112649572649573,0.111111111111111,0.111111111111111,0.245493042952208,0.142142857142857,0.1,0.145772005772006,-0.00704761904761905,-0.127272727272727,-0.136796536796537,-0.132034632034632,-0.142857142857143,0.174411764705882,0.1,0.08,0.361208791208791,0.260473588342441,0.00933770696657294,-0.050965250965251,0.0418412698412698,0.1,0.0888888888888889,0.102681992337165,0.286499858637263,0.148212321232123,0.147222222222222,0.233333333333333,0.264013377926421,0.261660606060606,0.345814536340852
"RKIP",0.0123809523809524,0.0333333333333333,0.108555942702284,-0.0706031746031746,0.114285714285714,-0.076551724137931,-0.08,0.1,0.00631276901004304,0.1,-0.08,-0.318316525216358,0,-0.142207792207792,-0.142207792207792,-0.156737706737707,-0.0333333333333333,-0.0525641025641026,-0.0333333333333333,0,-0.0585265611581401,-0.0648878843133564,-0.129564186034774,0.11049135362768,0.0708856443434167,0.0578272604588394,0.0333333333333333,0.0385964912280702,0.142207792207792,0.0525668073136428,0,0.0656793398172709,-0.00631276901004304,-0.111111111111111,-0.131740481740482,-0.12020202020202,-0.114285714285714,-0.0356327985739751,-0.1,-0.1,0.280141843971631,-0.00686274509803921,-0.127075753900881,-0.129437229437229,0.074424064563463,-0.1,-0.112,-0.107081967213115,0.0353708609874453,-0.10289657977351,-0.0979460847240051,-0.0266666666666667,-0.00459603874259425,-0.00396973742768135,-0.015011956001913
"GSK3",-0.455327980608999,-0.421739130434783,-0.0510151303481976,-0.207980886574193,0.178477011494253,-0.0599472537553033,-0.0546840958605664,0.165833333333333,-0.00147467272686885,0.153333333333333,-0.0509803921568627,-0.466272491038847,-0.140789473684211,-0.377036922594076,-0.377036922594076,-0.382078939400799,-0.157386112339673,-0.161631395358541,-0.151503759398496,-0.125,-0.16379782407018,-0.165442560912285,-0.262414681388248,0.344777948506784,-0.00421081064140745,0.161749738584873,0.151503759398496,0.157464024299159,0.377036922594076,0.209356381531185,0.140789473684211,0.106111994900245,-0.00254266425363994,-0.186834733893557,-0.201060508119332,-0.198722845781669,-0.165833333333333,0.295642968822912,-0.00909090909090909,0.00519480519480519,0.377395120445414,0.317123490544543,-0.0345614132830799,-0.178477011494253,0.0622199810280305,-0.00448261416003352,0.00103885823260452,-0.00183195516452467,0.351975700964579,0.0727405591515327,0.0665936326148011,0.441739130434783,0.314734945601614,0.464045929326947,0.40591229575899
"DSH",-0.441739130434783,-0.4,-0.0534372756769173,-0.200073909830007,0.165833333333333,-0.0546840958605664,-0.0509803921568627,0.153333333333333,0.00539555628076474,0.133333333333333,-0.0333333333333333,-0.462433110975444,-0.125,-0.370594345563264,-0.370594345563264,-0.377036922594076,-0.151503759398496,-0.157386112339673,-0.140789473684211,-0.1,-0.161749738584873,-0.16379782407018,-0.257816980238822,0.339081537574943,-0.00403824808748166,0.157464024299159,0.140789473684211,0.151503759398496,0.370594345563264,0.203420308471825,0.125,0.104357608935332,-0.00120536856270383,-0.180952380952381,-0.198722845781669,-0.186834733893557,-0.165833333333333,0.289112879194231,0,-0.00909090909090909,0.472902607966213,0.308852813852814,-0.031495719852423,-0.178477011494253,0.0599472537553033,0.00519480519480519,-0.00448261416003352,0.00103885823260452,0.346549344375431,0.0665936326148011,0.0677257080864992,0.421739130434783,0.303128849470313,0.455327980608999,0.396848402742645
"Wnt",-0.4,-0.3,-0.0517948717948718,-0.178787878787879,0.153333333333333,-0.0333333333333333,-0.0333333333333333,0.1,0.0176470588235294,0.1,0,-0.44598141316023,0,-0.340601503759398,-0.340601503759398,-0.358783321941217,-0.125,-0.140789473684211,0,0,-0.151503759398496,-0.157464024299159,-0.239449152542373,0.320548124836087,-0.00327586206896552,0.140789473684211,0.1,0.125,0.340601503759398,0.180606060606061,0.1,0.0978137651821862,-0.000573888091822095,-0.15,-0.180952380952381,-0.164285714285714,-0.133333333333333,0.264411764705882,0,0,0.45141065830721,0.278333333333333,-0.0247303921568627,-0.165833333333333,0.0509803921568627,0,-0.00909090909090909,0.00519480519480519,0.323706004140787,0.0537070164977142,0.0606837606837607,0.366666666666667,0.27020202020202,0.421739130434783,0.361119081779053
"SHH",-0.4,-0.2,0,-0.2,0.1,-0.1,-0.1,0,0.05,0,0,-0.295844155844156,-0.2,-0.25,-0.25,-0.257692307692308,-0.3,-0.3,-0.2,0,-0.206666666666667,-0.217777777777778,-0.23168458781362,0.197222222222222,0.00145593869731801,0.2,0.1,0.2,0.25,0.342857142857143,0.1,0.05,0,-0.1,-0.266666666666667,-0.2,0,0.2,0,0,0.256410256410256,0.18,-0.145714285714286,-0.15,0.12,-0.1,-0.133333333333333,-0.253333333333333,0.233333333333333,-0.0333333333333333,0,0.3,0.2,0.46,0.3
"PI3K",-0.354647058823529,-0.325,-0.0222648235966771,-0.178076923076923,0.0509803921568627,-0.0509803921568627,-0.0333333333333333,0.0333333333333333,-0.0111842105263158,0,-0.0333333333333333,-0.402938041898068,-0.1,-0.268709956709957,-0.268709956709957,-0.278298997805847,-0.124154589371981,-0.131846897064288,-0.111111111111111,-0.1,-0.136931642827,-0.140436797466175,-0.226061080316001,0.287761704304952,0.0134570968160098,0.131846897064288,0.111111111111111,0.124154589371981,0.268709956709957,0.174285714285714,0.1,0.0871591173054588,0.00167372640667349,-0.15,-0.165384615384615,-0.165384615384615,-0.0333333333333333,0.226468225684192,0,0,0.325060125060125,0.247478991596639,-0.0328947368421053,-0.0432880844645551,0.0526197364191578,-0.0166666666666667,-0.00128205128205128,-0.0123931623931624,0.257495974235105,0.0461410164065626,0.0325410164065626,0.342647058823529,0.249855332232381,0.366842180774749,0.303614018858432
"ILK",-0.354647058823529,-0.325,-0.0222648235966771,-0.178076923076923,0.0509803921568627,-0.0509803921568627,-0.0333333333333333,0.0333333333333333,-0.0111842105263158,0,-0.0333333333333333,-0.402938041898068,-0.1,-0.268709956709957,-0.268709956709957,-0.278298997805847,-0.124154589371981,-0.131846897064288,-0.111111111111111,-0.1,-0.136931642827,-0.140436797466175,-0.226061080316001,0.287761704304952,0.0134570968160098,0.131846897064288,0.111111111111111,0.124154589371981,0.268709956709957,0.174285714285714,0.1,0.0871591173054588,0.00167372640667349,-0.15,-0.165384615384615,-0.165384615384615,-0.0333333333333333,0.226468225684192,0,0,0.325060125060125,0.247478991596639,-0.0328947368421053,-0.0432880844645551,0.0526197364191578,-0.0166666666666667,-0.00128205128205128,-0.0123931623931624,0.257495974235105,0.0461410164065626,0.0325410164065626,0.342647058823529,0.249855332232381,0.366842180774749,0.303614018858432
