"","SNAI2","Ecadherin","Wnt","cateninnuc","Destcompl","STAT","LIV1","ZEB2","ZEB1","FOXC2","Csn","TGFR","TWIST1","TGF","SUFU","EGR1","CDC42","SMO","GSK3","cfos","HEY1","FUS","RAF","PAK1","RAS","ILK","SHH","AKT","NFB","SOSGRB2","ERK","IKK","miR200","Patched","SMAD","KLF4","MEK","PI3K","DELTA","RKIP","Jagged","Csl","NOTCH","NOTCHic","SNAI1","cateninmemb","TrCP","SRC","cMet","CD44","DSH","TCFLEF","GLI","Frizzled","AXIN2"
"TrCP",0.28713162965034,0.173659577179784,0.121559454191033,0.136161090417833,0.148731666649334,0.12,0.1,0.0698115611532458,0.0698115611532458,0.0769908568978475,0.0583333333333333,0.123376623376623,0.113861189535103,0.115179902065148,0.0333333333333333,0.08,0.114285714285714,0.0236559139784946,0.0628571428571429,0.0408695652173913,0.0250786371520122,0.0333333333333333,0.0404777086986556,0.080952380952381,0.041841345062292,0.0373698583376003,0.0280848267622461,0.0342592592592593,0.00833333333333333,-0.07002200220022,0.00866617538688283,0.00833333333333333,0.0328155504626093,0.0170848267622461,-0.0186601809182454,-0.0919011189175124,0.00866617538688283,-0.0404777086986556,-0.0404777086986556,0.0614972504475267,0.0215514229720518,0.0115384615384615,0.0251648351648352,0.0130769230769231,0.0481457237464609,-0.105455162706591,-0.133333333333333,-0.116296296296296,-0.124404404404404,-0.13034499846381,-0.12,-0.133678331797144,-0.12692530784957,-0.116296296296296,-0.157947764662143
"PAK1",0.28713162965034,0.173659577179784,0.121559454191033,0.136161090417833,0.148731666649334,0.12,0.1,0.0698115611532458,0.0698115611532458,0.0769908568978475,0.0583333333333333,0.123376623376623,0.113861189535103,0.115179902065148,0.0333333333333333,0.08,0.114285714285714,0.0236559139784946,0.0628571428571429,0.0408695652173913,0.0250786371520122,0.0333333333333333,0.0404777086986556,0.080952380952381,0.041841345062292,0.0373698583376003,0.0280848267622461,0.0342592592592593,0.00833333333333333,-0.07002200220022,0.00866617538688283,0.00833333333333333,0.0328155504626093,0.0170848267622461,-0.0186601809182454,-0.0919011189175124,0.00866617538688283,-0.0404777086986556,-0.0404777086986556,0.0614972504475267,0.0215514229720518,0.0115384615384615,0.0251648351648352,0.0130769230769231,0.0481457237464609,-0.105455162706591,-0.133333333333333,-0.116296296296296,-0.124404404404404,-0.13034499846381,-0.12,-0.133678331797144,-0.12692530784957,-0.116296296296296,-0.157947764662143
"LIV1",0.28713162965034,0.173659577179784,0.121559454191033,0.136161090417833,0.148731666649334,0.12,0.1,0.0698115611532458,0.0698115611532458,0.0769908568978475,0.0583333333333333,0.123376623376623,0.113861189535103,0.115179902065148,0.0333333333333333,0.08,0.114285714285714,0.0236559139784946,0.0628571428571429,0.0408695652173913,0.0250786371520122,0.0333333333333333,0.0404777086986556,0.080952380952381,0.041841345062292,0.0373698583376003,0.0280848267622461,0.0342592592592593,0.00833333333333333,-0.07002200220022,0.00866617538688283,0.00833333333333333,0.0328155504626093,0.0170848267622461,-0.0186601809182454,-0.0919011189175124,0.00866617538688283,-0.0404777086986556,-0.0404777086986556,0.0614972504475267,0.0215514229720518,0.0115384615384615,0.0251648351648352,0.0130769230769231,0.0481457237464609,-0.105455162706591,-0.133333333333333,-0.116296296296296,-0.124404404404404,-0.13034499846381,-0.12,-0.133678331797144,-0.12692530784957,-0.116296296296296,-0.157947764662143
"EGR1",0.28713162965034,0.173659577179784,0.121559454191033,0.136161090417833,0.148731666649334,0.12,0.1,0.0698115611532458,0.0698115611532458,0.0769908568978475,0.0583333333333333,0.123376623376623,0.113861189535103,0.115179902065148,0.0333333333333333,0.08,0.114285714285714,0.0236559139784946,0.0628571428571429,0.0408695652173913,0.0250786371520122,0.0333333333333333,0.0404777086986556,0.080952380952381,0.041841345062292,0.0373698583376003,0.0280848267622461,0.0342592592592593,0.00833333333333333,-0.07002200220022,0.00866617538688283,0.00833333333333333,0.0328155504626093,0.0170848267622461,-0.0186601809182454,-0.0919011189175124,0.00866617538688283,-0.0404777086986556,-0.0404777086986556,0.0614972504475267,0.0215514229720518,0.0115384615384615,0.0251648351648352,0.0130769230769231,0.0481457237464609,-0.105455162706591,-0.133333333333333,-0.116296296296296,-0.124404404404404,-0.13034499846381,-0.12,-0.133678331797144,-0.12692530784957,-0.116296296296296,-0.157947764662143
"MEK",-0.241070451123565,-0.0510660150512764,0.0587179487179487,0.0948297118024588,0.361547901711382,0.0333333333333333,0,0.0740782491858532,0.0740782491858532,-0.02556535315156,0.0857142857142857,0.1656608811749,0.190993516287634,0.168580589204097,0.1,0.03,0.162857142857143,-0.124,0.356448808576468,0.0196551724137931,0.117503255552036,-0.12,0.18457375957376,0.153333333333333,0.196954711954712,0.13141975622466,0.109278045644487,0.072095747389865,0.0857142857142857,-0.119174603174603,0.0132721936903889,0.0826839826839827,0.000770651771566026,0.119081967213115,-0.128836730394401,-0.0701099952175992,-0.0933944729762778,-0.18457375957376,-0.18457375957376,0.248289842252691,0.0796668429402433,0.0797979797979798,0.0596969129815845,0.0721056721056721,0.239492130790031,0.115021963960271,-0.1,-0.0491228070175439,-0.0645074224021592,-0.0777941356888725,-0.0333333333333333,-0.0872088939585926,-0.072004662004662,-0.0433333333333333,-0.0743886291354646
"ERK",-0.23187297592068,-0.0458823555936725,0.072004662004662,0.100593600691348,0.368349855863956,0.0491228070175439,0.0333333333333333,0.0783302176897902,0.0783302176897902,-0.0247106522968592,0.0857142857142857,0.168580589204097,0.198899202834097,0.172152017775526,0.12,0.0196551724137931,0.1656608811749,-0.119081967213115,0.363442450719974,0.0132721936903889,0.115796770910398,-0.124,0.196954711954712,0.162857142857143,0.20542555903942,0.128836730394401,0.102997852407772,0.062004004270599,0.0826839826839827,-0.115291108028972,-0.0933944729762778,0.072095747389865,0.000770651771566026,0.109278045644487,-0.130964389968869,-0.0747611580082969,-0.0992440551489798,-0.196954711954712,-0.196954711954712,0.253025218297259,0.0730403369161469,0.0721056721056721,0.0483395722613629,0.0596969129815845,0.242732871530771,0.115573941881154,-0.0857142857142857,-0.0645074224021592,-0.0777941356888725,-0.0872088939585926,-0.0433333333333333,-0.0948297118024588,-0.0812778449620555,-0.0587179487179487,-0.0856081413305865
"NOTCHic",0.179329918425757,0.0623834576561445,0.0186013986013986,0.0283270927545737,0.0230894526034713,0.02,0,0.0809661835748792,0.0809661835748792,0.0576563528637261,0.133333333333333,0.11247311827957,0.0963988913761859,0.119479487706321,0.133333333333333,0.06,0.0866666666666667,0.0108974358974359,0.00724565403248789,0.0933333333333333,-0.105930880713489,-0.0583333333333333,-0.0137022397891963,0.0666666666666667,-0.012224407276881,0.0104761904761905,0.0385016785870676,0.0356589147286822,0.0777777777777778,-0.0883732057416268,0.0647619047619048,0.0333333333333333,0.0293171183344594,0.000867269984917038,-0.0284618019869818,-0.0926328502415459,0.0390476190476191,0.0137022397891963,0.0137022397891963,0.0667488574239424,0.0462021030232951,0.177142857142857,0.0533737569730778,0.048110599078341,0.0403927553927554,-0.0222568672347682,-0.1,-0.0276923076923077,-0.0186013986013986,-0.0240959040959041,-0.02,-0.026953046953047,-0.0218272050530115,-0.0276923076923077,-0.0251766996106619
"cfos",0.280983347552691,0.17234469828705,0.116296296296296,0.133678331797144,0.14647602755159,0.1,0.1,0.0900687958799339,0.0900687958799339,0.0638874086219854,0.133333333333333,0.114285714285714,0.120926406926407,0.123376623376623,0.133333333333333,0.16,0.080952380952381,0.0333333333333333,0.061038961038961,0.08,0.00154922538730634,-0.0333333333333333,0.0368191721132898,0.0571428571428571,0.0404777086986556,0.0164021164021164,0.0170848267622461,0.00833333333333333,0.0583333333333333,-0.0611111111111111,0.0408695652173913,0.00833333333333333,0.0328155504626093,-0.0236559139784946,-0.0373698583376003,-0.105015873015873,0.00866617538688283,-0.0368191721132898,-0.0368191721132898,0.0841491841491842,0.0172569444444444,0.05,0.0130769230769231,0.0115384615384615,0.0569762726724752,-0.105272012523441,-0.1,-0.12,-0.116296296296296,-0.124404404404404,-0.1,-0.13034499846381,-0.121559454191033,-0.12,-0.151658456486043
"CDC42",0.280983347552691,0.17234469828705,0.116296296296296,0.133678331797144,0.14647602755159,0.1,0.1,0.0900687958799339,0.0900687958799339,0.0638874086219854,0.133333333333333,0.114285714285714,0.120926406926407,0.123376623376623,0.133333333333333,0.06,0.080952380952381,0.0333333333333333,0.061038961038961,0.08,0.00154922538730634,-0.0333333333333333,0.0368191721132898,0.157142857142857,0.0404777086986556,0.0164021164021164,0.0170848267622461,0.00833333333333333,0.0583333333333333,-0.0611111111111111,0.0408695652173913,0.00833333333333333,0.0328155504626093,-0.0236559139784946,-0.0373698583376003,-0.105015873015873,0.00866617538688283,-0.0368191721132898,-0.0368191721132898,0.0841491841491842,0.0172569444444444,0.05,0.0130769230769231,0.0115384615384615,0.0569762726724752,-0.105272012523441,-0.1,-0.12,-0.116296296296296,-0.124404404404404,-0.1,-0.13034499846381,-0.121559454191033,-0.12,-0.151658456486043
"NOTCH",0.17512150159209,0.0606989247311828,0.0276923076923077,0.026953046953047,0.0210894526034713,0,0,0.0935587761674718,0.0935587761674718,0.0495918367346939,0.1,0.0866666666666667,0.0932542372881356,0.11247311827957,0.1,0,0.0666666666666667,-0.0583333333333333,0.00807210031347962,0.06,-0.153623188405797,-0.133333333333333,-0.0151515151515151,0.1,-0.0137022397891963,-0.0428571428571429,0.000867269984917038,0.0333333333333333,0.133333333333333,-0.0747368421052632,0.0933333333333333,0.0777777777777778,0.0125541125541126,-0.0108974358974359,-0.0104761904761905,-0.0676328502415459,0.0647619047619048,0.0151515151515151,0.0151515151515151,0.0653404067197171,0.0283213083213083,0.22,0.048110599078341,0.177142857142857,0.0567948717948718,-0.0216483479649913,0,-0.02,-0.0276923076923077,-0.0186013986013986,0,-0.0240959040959041,-0.0186013986013986,-0.02,-0.0223989218328841
"SHH",-0.353486590038314,-0.111666666666667,-0.3,-0.311111111111111,-0.331168831168831,-0.1,0,0.1,0.1,-0.1,0,0.233333333333333,-0.1,0.213333333333333,0.2,0,0.233333333333333,-0.3,-0.271794871794872,-0.1,0.0666666666666667,-0.2,-0.3,0.2,-0.338461538461538,0.0666666666666667,0.293333333333333,0.15,0,-0.2,0,0.1,0.0333333333333333,0.333333333333333,-0.0166666666666667,-0.15,0.06,0.3,0.3,0.04,0.202857142857143,0.1,0.266666666666667,0.2,0.05,-0.134336917562724,0,0.1,0.2,0.25,0.2,0.283333333333333,0.35,0.2,0.371428571428571
"Patched",-0.389486590038314,-0.128171521035599,-0.35,-0.33344120819849,-0.352047952047952,-0.1,-0.1,0.108333333333333,0.108333333333333,-0.12,0,0.213333333333333,-0.118518518518519,0.205,0.2,-0.1,0.233333333333333,-0.333333333333333,-0.281318681318681,0,0.0128205128205128,-0.3,-0.338461538461538,0.233333333333333,-0.369711538461538,0.0166666666666667,0.268333333333333,0.221428571428571,0.1,-0.266666666666667,0.06,0.15,0.00476190476190477,0.293333333333333,0.0133333333333333,-0.0944444444444444,0.113846153846154,0.338461538461538,0.338461538461538,0.0542857142857143,0.199153439153439,0.2,0.33030303030303,0.266666666666667,0.0661290322580645,-0.131559139784946,0,0.2,0.25,0.283333333333333,0.2,0.311111111111111,0.3875,0.3,0.416883116883117
"GLI",0.29244974265041,0.183189811441258,0.00736242884250474,0.142597668822809,0.175894135310645,0.12,0.1,0.112178358081584,0.112178358081584,0.0126772660818713,0.00555555555555555,0.331988722619822,0.168074396835008,0.325635781443352,0.0666666666666667,0.122857142857143,0.327586206896552,-0.062719298245614,0.174650377038024,0.0895238095238095,-0.00326439265318721,-0.0416666666666667,-0.0304051023967313,0.3,-0.0270387657630679,0.00400745737038955,0.0920969752423386,0.0081938477145244,-0.0207602339181287,-0.311341225146535,0.0700432900432901,-0.0105561522854756,0.0444565032490729,0.0933315431435732,0.0132898399269078,-0.126105534105534,0.0728057209825166,0.0304051023967313,0.0304051023967313,0.160180081421392,-0.0306555364023229,-0.0246507515473033,-0.0104840848806366,-0.0171507515473033,0.160474430054046,-0.108313042595986,-0.0833333333333333,-0.116774193548387,-0.128969315499607,-0.135003798258227,0,-0.139549252803682,-0.112894343736122,0.0032258064516129,-0.160945048309179
"SUFU",-0.448451876395114,-0.154813826923692,-0.438354700854701,-0.362808840835068,-0.381232972024992,-0.283333333333333,-0.25,0.13057469436922,0.13057469436922,-0.147369366772797,0.221428571428571,0.220554916618746,-0.138011277893548,0.221935587230186,0.293333333333333,0.113846153846154,0.213108108108108,-0.268333333333333,-0.308124024843194,0.135058275058275,0.00360102617829176,-0.268333333333333,-0.403600032419089,0.205,-0.414359526089975,0.0235330261136713,0.310305175305175,0.241899402610812,0.217428571428571,-0.317770825665563,0.140805401495057,0.225120879120879,0.0164961923970586,0.287525252525253,-0.027921016875796,-0.125002181429491,0.145486252558886,0.403600032419089,0.403600032419089,0.0931963438296281,0.241962953423618,0.34030303030303,0.37525974025974,0.356212121212121,0.0678035280343249,-0.135812136784697,-0.15,0.311111111111111,0.33344120819849,0.346223163085708,0.3875,0.35600577178136,0.451365853271058,0.415277777777778,0.496106736923214
"TWIST1",0.482732426560066,0.314826218368874,0.192255639097744,0.212583488707351,0.218164391807662,0.161904761904762,0.133333333333333,0.140474685211527,0.140474685211527,0.133923578297172,-0.15,0.159924242424242,0.204015791289819,0.160607613722648,-0.233333333333333,0.0266666666666667,0.162424242424242,0.204,0.201623138674248,0.0136231884057971,0.02353014217421,0.2,0.108306564239518,0.162424242424242,0.116183276568285,0.0062016562016562,-0.229629259734125,-0.158934003849258,-0.142307692307692,-0.0845273719415596,0.0109916094584287,-0.147069597069597,-0.0651137197358767,-0.216328767123288,-0.00323135917195323,-0.147811131957473,0.00551897264250829,-0.108306564239518,-0.108306564239518,0.149934573847617,-0.167413192335567,-0.151111111111111,-0.173631672310918,-0.161367521367521,0.147961546542853,-0.126704687666145,0.1,-0.178571428571429,-0.191337386018237,-0.200574333809402,-0.161904761904762,-0.207465604866063,-0.201855639097744,-0.178571428571429,-0.242246946601785
"TGFR",0.0508533510223318,0.0690083769691292,0.044743935309973,0.0459666050772328,0.0508777023964119,0.0333333333333333,0,0.14200686542468,0.14200686542468,0.022373199707071,0.15,0.241190476190476,0.20250230657704,0.253956433637285,0.06,0.20952380952381,0.316190476190476,0.0388505747126437,0.154712861465047,0.22531328320802,-0.0293176284919696,-0.0266666666666667,-0.110119047619048,0.306666666666667,-0.106025480367586,-0.0185630498533724,-0.0154219023962595,0.0700209826892814,0.121428571428571,-0.328378817413905,0.20531328320802,0.0793233082706767,0.00201850584219883,-0.0419755747126437,-0.00528036651673433,-0.14258699284443,0.180655748961445,0.110119047619048,0.110119047619048,0.215627705627706,-0.0198888497577426,0.11,0.0759389729595634,0.0824137931034483,0.185484147121315,-0.0267103004100872,-0.1,-0.0333333333333333,-0.0352201257861635,-0.0378517047335319,-0.0428571428571429,-0.0421579248292257,-0.0453890966002956,-0.0428571428571429,-0.0388508526920544
"TGF",0.0455292769482577,0.0661122951974086,0.0428571428571429,0.0421579248292257,0.04664383142867,0,0,0.143138940896378,0.143138940896378,0.0158229813664596,0.1,0.316190476190476,0.195740740740741,0.241190476190476,0,0.166666666666667,0.306666666666667,-0.0266666666666667,0.154468362687541,0.20952380952381,-0.0621534493874919,-0.06,-0.119047619047619,0.34,-0.110119047619048,-0.0572727272727273,-0.0419755747126437,0.0793233082706767,0.15,-0.319736842105263,0.22531328320802,0.121428571428571,-0.0146970366797953,-0.0388505747126437,0.0185630498533724,-0.112229849987287,0.20531328320802,0.119047619047619,0.119047619047619,0.205627705627706,-0.0358308787432499,0.14,0.0824137931034483,0.11,0.196398601398601,-0.0250936722345676,0,-0.0333333333333333,-0.0333333333333333,-0.0352201257861635,0,-0.0378517047335319,-0.044743935309973,-0.0428571428571429,-0.0358465608465608
"PI3K",0.386344781036417,0.27932638323604,0.303381642512077,0.36468165998543,0.507936002426448,0.2,0.1,0.165057532823734,0.165057532823734,-0.0405551684088269,0.0333333333333333,0.269352941176471,0.271657106653543,0.288052128168341,0.1,-0.133333333333333,0.257352941176471,-0.0333333333333333,0.384126984126984,-0.104761904761905,0.0330508189553694,-0.1,0.356554112554113,0.275,0.382581509814387,0.0183513405362145,-0.0371794871794872,-0.0631975867269985,0.0333333333333333,-0.0515384615384615,-0.122408963585434,-0.0196078431372549,0.00379627018971281,-0.0205128205128205,-0.0479513405362145,-0.144736842105263,-0.153556504569041,-0.356554112554113,-0.356554112554113,0.181060116354234,-0.106842105263158,-0.125,-0.224007444168734,-0.178846153846154,0.209786634460548,0.0113166312297745,0,-0.255555555555556,-0.303381642512077,-0.323381642512077,-0.2,-0.348805371325637,-0.323381642512077,-0.255555555555556,-0.352952380952381
"ILK",0.386344781036417,0.27932638323604,0.303381642512077,0.36468165998543,0.507936002426448,0.2,0.1,0.165057532823734,0.165057532823734,-0.0405551684088269,0.0333333333333333,0.269352941176471,0.271657106653543,0.288052128168341,0.1,-0.133333333333333,0.257352941176471,-0.0333333333333333,0.384126984126984,-0.104761904761905,0.0330508189553694,-0.1,0.356554112554113,0.275,0.382581509814387,0.0183513405362145,-0.0371794871794872,-0.0631975867269985,0.0333333333333333,-0.0515384615384615,-0.122408963585434,-0.0196078431372549,0.00379627018971281,-0.0205128205128205,-0.0479513405362145,-0.144736842105263,-0.153556504569041,-0.356554112554113,-0.356554112554113,0.181060116354234,-0.106842105263158,-0.125,-0.224007444168734,-0.178846153846154,0.209786634460548,0.0113166312297745,0,-0.255555555555556,-0.303381642512077,-0.323381642512077,-0.2,-0.348805371325637,-0.323381642512077,-0.255555555555556,-0.352952380952381
"AKT",0.407550811187171,0.291447595357252,0.323381642512077,0.377604736908507,0.521583645106349,0.255555555555556,0.2,0.165057532823734,0.165057532823734,-0.034540130814842,0.0333333333333333,0.288052128168341,0.2896999201092,0.297417687080727,0.1,-0.104761904761905,0.269352941176471,0.0205128205128205,0.397030209933436,-0.122408963585434,0.0623741272260461,-0.0333333333333333,0.382581509814387,0.257352941176471,0.401135726681856,0.0479513405362145,-0.0245479082321187,-0.186429909959322,-0.0196078431372549,-0.0426495726495727,-0.153556504569041,-0.0631975867269985,0.0134219386389107,-0.0371794871794872,-0.0617560543409283,-0.167813765182186,-0.182670428619674,-0.382581509814387,-0.382581509814387,0.18789241449088,-0.109491111885674,-0.178846153846154,-0.24595866368093,-0.224007444168734,0.204523476565811,0.01121469443059,-0.0333333333333333,-0.303381642512077,-0.323381642512077,-0.348805371325637,-0.255555555555556,-0.36468165998543,-0.347403988880792,-0.303381642512077,-0.380750214887399
"GSK3",0.45283521560171,0.299417121573976,0.364570740576933,0.41307350763255,0.590452457076125,0.307894736842105,0.25,0.179354975417296,0.179354975417296,-0.01845010966186,-0.136666666666667,0.333182851083169,0.338959089615632,0.3339520818524,0.0363636363636364,-0.150980392156863,0.324472049689441,0.022622538751571,0.441940441102278,-0.184313725490196,0.0926092401562126,0.00649350649350649,0.493623300957349,0.306376811594203,0.509799771545585,0.0725711100785428,-0.0226342803196574,-0.211392204538756,-0.180416666666667,-0.00750958249540213,-0.213637033760873,-0.204554597701149,0.00894069644129511,-0.0183280602239636,-0.0676235838416613,-0.188523793123564,-0.229546124669964,-0.493623300957349,-0.493623300957349,0.186456613561877,-0.121899628757847,-0.24187675070028,-0.283595032418562,-0.267750876574406,0.232806586739853,0.0379126242480696,0.0866666666666667,-0.336466165413534,-0.366267489916845,-0.386267489916845,-0.307894736842105,-0.401494560264129,-0.384382061331649,-0.336466165413534,-0.421314321938725
"Frizzled",0.406684977700424,0.274822070140717,0.307894736842105,0.386267489916845,0.561386005336586,0.2,0.1,0.18287663773551,0.18287663773551,-0.0358572639111195,-0.0666666666666667,0.306376811594203,0.310266106442577,0.324472049689441,0.1,-0.133333333333333,0.293333333333333,-0.0363636363636364,0.513688610240334,-0.133333333333333,0.0569994544462629,-0.1,0.440225563909774,0.3,0.470934225327097,0.0416418207115881,-0.022622538751571,-0.180416666666667,-0.0866666666666667,-0.0242424242424243,-0.150980392156863,-0.136666666666667,0.000943813131313129,-0.00649350649350649,-0.0631371478143919,-0.167787114845938,-0.184313725490196,-0.440225563909774,-0.440225563909774,0.186428571428571,-0.10475935828877,-0.142857142857143,-0.24187675070028,-0.192857142857143,0.235610766045549,0.0365873015873016,0.1,-0.25,-0.307894736842105,-0.336466165413534,-0.1,-0.366267489916845,-0.336466165413534,-0.25,-0.363171247357294
"DSH",0.432645396792392,0.289308461712271,0.336466165413534,0.401494560264129,0.578370738161014,0.25,0.2,0.183664039310313,0.183664039310313,-0.0284979565518121,-0.0866666666666667,0.324472049689441,0.330124262470946,0.333182851083169,0.1,-0.133333333333333,0.306376811594203,0.00649350649350649,0.530625965228733,-0.150980392156863,0.0798064719901226,-0.0363636363636364,0.470934225327097,0.293333333333333,0.493623300957349,0.0631371478143919,-0.0183280602239636,-0.204554597701149,-0.136666666666667,-0.0144863266814486,-0.184313725490196,-0.180416666666667,0.00765113020448386,-0.022622538751571,-0.0725711100785428,-0.186233716787686,-0.213637033760873,-0.470934225327097,-0.470934225327097,0.192722277722278,-0.113286490071716,-0.192857142857143,-0.267750876574406,-0.24187675070028,0.233581780538302,0.0376473722586797,0.0666666666666667,-0.307894736842105,-0.336466165413534,-0.366267489916845,-0.25,-0.386267489916845,-0.364570740576933,-0.307894736842105,-0.396504580690627
"TCFLEF",-0.0597987599407915,-0.017468089854354,0.0225314228255405,0.187822645000723,0.495067667776897,-0.0291666666666667,-0.0666666666666667,0.229192805245437,0.229192805245437,-0.199117157866838,0.105194805194805,0.375974565172566,0.169512168772257,0.382265955901042,0.183333333333333,0.0657142857142857,0.361955873583781,-0.14047619047619,0.448297031678024,0.0437630662020906,0.0322291369302503,-0.15,0.115862785684085,0.341025641025641,0.135967910519828,0.0940432900432901,0.135795802587807,0.0335706817726453,0.0691948051948052,-0.246339321357285,0.0180487804878049,0.0466141600335149,0.00922521253846555,0.138863287250384,-0.0942344946322002,-0.128081232492997,0.000361705657872921,-0.115862785684085,-0.115862785684085,0.283102355696377,0.0576801759702436,0.156878686433923,0.111819732619839,0.129427706041766,0.313157184517017,0.158564714238637,-0.114285714285714,-0.00583333333333332,-0.0306196581196581,-0.0551479600064506,0.0372549019607843,-0.173819208574606,-0.0461339072975902,0.00225490196078432,0.308842002442002
"Destcompl",0.663769828468687,0.375938417468241,0.560054058243398,0.631330669804725,0.643415354520961,0.464285714285714,0.4,0.245954730334934,0.245954730334934,0.00216404345201056,-0.276190476190476,0.240974110152228,0.461275768482989,0.246786918034001,-0.0777777777777778,-0.298461538461538,0.232026741731175,0.149994526546251,0.649431615232727,-0.331794871794872,0.163155818540434,0.115708812260536,0.6014129998486,0.223061224489796,0.626216767509511,0.136507936507937,-0.186269969766904,-0.386595395261867,-0.319668737060041,0.110998001952467,-0.360756620428752,-0.35840747579878,-0.0474861874571463,-0.173310588722417,-0.139431913116124,-0.255162325774452,-0.385651135196684,-0.6014129998486,-0.6014129998486,0.267408984421758,-0.402797271933802,-0.376568742655699,-0.454886247230065,-0.422220916568743,0.331661564374557,0.24985774986835,0.233333333333333,-0.520450097847358,-0.559753580434423,-0.591096864016512,-0.464285714285714,-0.614247548948019,-0.591037360655272,-0.520450097847358,-0.626434161177954
"AXIN2",0.664570420406696,0.395218409261399,0.540537289494788,0.654925298229403,0.772011162392067,0.4,0.3,0.286180055179935,0.286180055179935,-0.04557040149546,-0.255555555555556,0.272157899049492,0.47997785576555,0.282388922151802,-0.1,-0.273333333333333,0.259768518518519,0.136263736263736,0.678979023646072,-0.324552845528455,0.193333437755344,0.107692307692308,0.597165479864442,0.24125,0.637847894562604,0.174488152749022,-0.194963970455774,-0.389420289855072,-0.303381642512077,0.0822930567951606,-0.364739761416306,-0.348309178743961,-0.081494421784305,-0.168406593406593,-0.175678628939499,-0.284552869398151,-0.397843209692168,-0.597165479864442,-0.597165479864442,0.316624719366655,-0.411553863292994,-0.341754385964912,-0.448897243107769,-0.398897243107769,0.38176652242466,0.283662968234691,0.2,-0.476744186046512,-0.540537289494788,-0.588802273721917,-0.4,-0.626434161177954,-0.588964962450762,-0.476744186046512,-0.131492141037618
