"","GSK3","RKIP","MEK","TWIST1","SNAI1","KLF4","Destcompl","EGR1","RAS","RAF","PI3K","DELTA","NFB","Csn","Frizzled","DSH","GLI","Wnt","SUFU","HEY1","CD44","TCFLEF","ILK","FUS","AXIN2","SMO","Patched","NOTCHic","NOTCH","Csl","SNAI2","PAK1","TGF","TGFR","CDC42","SOSGRB2","Jagged","SHH","ZEB2","ZEB1","SMAD","cateninnuc","cMet","TrCP","STAT","SRC","LIV1","IKK","AKT","ERK","miR200","cfos","cateninmemb","Ecadherin","FOXC2"
"DELTA",0.0256704980842912,-0.143589743589744,-0.213333333333333,-0.105,-0.116666666666667,0.105555555555556,-0.0102857142857143,-0.1,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0,0,0,0,-0.0123076923076923,-0.02,0,-0.1,-0.0123076923076923,-0.00927738927738928,0,0,-0.00428571428571428,-0.0333333333333333,-0.00833333333333333,-0.12,-0.0914285714285714,-0.1,-0.0632478632478632,0,0.0168888888888889,-0.0111111111111111,0,0.02,-0.00251082251082251,0.000641025641025639,-0.0664251207729469,-0.0664251207729469,-0.00476190476190476,0.0125740925740926,0.02,0,0,0,0,0.0333333333333333,0.0222222222222222,0.18,0.0321212121212121,0.2,0.0304993597951344,0.0452631578947368,0.204285714285714
"FOXC2",-0.125088535067759,-0.0792723149866007,-0.107281548045647,-0.0235686274509804,-0.0671792374614299,0.0592592592592593,-0.120788129947704,-0.12,-0.086025641025641,-0.086025641025641,-0.086025641025641,-0.086025641025641,-0.08,-0.1,0.0176470588235294,0,0.017727251285438,0.0246238030095759,0,0.0270282658517953,0.0167977160530542,0.0204766458189405,0.0173333333333333,-0.0333333333333333,-0.0205147207782374,0,-0.01875,0.0890909090909091,0.0818744142455483,0.0890909090909091,0.00790377775964598,0.00909090909090909,0.00931855136733185,0.0117575757575758,0.0210909090909091,0.095854774156661,0.00802598700649675,0.0198252688172043,-0.066186790505676,-0.066186790505676,-0.0173333333333333,-0.0213483768276578,-0.0246238030095759,0.1,0,-0.0176470588235294,-0.0333333333333333,0.0752380952380952,0.0789417989417989,0.110374331550802,0.0505453805453805,0.0927272727272727,0.217000316756414,0.27849702216821,0.135148215366001
"CD44",0.122619047619048,-0.188888888888889,-0.23,-0.0310622710622711,-0.00930356193514088,0.111111111111111,0.121095711011677,-0.3,0,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,0.1,0,0.1,0,0.0433333333333333,0.05,0.1,0.18187134502924,0.0433333333333333,0.0549612403100775,0.161111111111111,0.1,0.05,0.15,0.13,0.142857142857143,0.116541353383459,0.1,0.0298013098013098,0,-0.0486111111111111,-0.0375,-0.1,0.0952380952380952,-0.142843822843823,-0.157272727272727,-0.0634920634920635,-0.0634920634920635,-0.142743764172336,-0.0441920095408467,-0.15,0.1,-0.1,-0.2,-0.1,-0.1,-0.133333333333333,0.31,0.068695652173913,0.25,-0.121391941391941,-0.109881663228748,0.0541666666666667
"SOSGRB2",-0.132909219501085,-0.000292397660818705,0.0654615654615655,-0.0419420289855073,-0.112835110163468,0.0903508771929824,-0.117418115069122,0.176190476190476,-0.00822106330580907,0.000753295668549907,0.000753295668549907,0.000753295668549907,-0.133333333333333,-0.1,0.0857142857142857,0.1,0.0849896480331263,0.0690476190476191,-0.2,-0.214772727272727,0.0886128364389234,0.0854549417020813,-0.209462365591398,-0.2,0.0775577557755776,-0.233333333333333,-0.209009009009009,-0.198601398601399,-0.177474638038018,-0.190909090909091,-0.0980929350225018,-0.1,-0.0822695035460993,-0.1,-0.1,-0.267222222222222,0.226158170311189,0.215985753195056,-0.0617794486215539,-0.0617794486215539,0.203168659297692,-0.0829692820462496,-0.0726708074534162,0.1,-0.1,-0.0857142857142857,0,0.13859649122807,0.130263157894737,-0.0897039897039897,0.0418896162869901,-0.0761904761904762,-0.131645177645178,-0.108274999567945,0.132234432234432
"Ecadherin",-0.123984782308377,-0.0781487194809827,-0.108458018633883,-0.0196580129258407,-0.0697108830310501,0.0643225503984998,-0.120788129947704,-0.0927272727272727,-0.0863049706345796,-0.086025641025641,-0.086025641025641,-0.086025641025641,-0.0752380952380952,-0.08,0.0246238030095759,0.0176470588235294,0.0210605846187713,0.017727251285438,-0.0333333333333333,0.0276994067913926,0.0204766458189405,0.0213483768276578,0.0173333333333333,0,-0.0165971950050415,-0.01875,-0.0198252688172043,0.0818744142455483,0.0867071280001951,0.0890909090909091,0.00856602941527512,0.0210909090909091,0.0142010106801709,0.00931855136733185,0.0117575757575758,0.0932231952092925,0.0105431494778926,0.0166756625179917,-0.061447454012785,-0.061447454012785,-0.017091202582728,-0.0200411872851741,-0.0167977160530542,0.1,-0.0176470588235294,-0.0246238030095759,0,0.0789417989417989,0.0789417989417989,0.107281548045647,0.045145008105902,0.110374331550802,0.217000316756414,0.177425941350294,0.135377048317946
"SNAI2",-0.0870224454559724,-0.0611538461538462,-0.0918918918918919,-0.0311371515239058,-0.0546291244861977,0.0511538461538461,-0.0839374117200118,-0.1,-0.0692850828470947,-0.0701983248562272,-0.0701983248562272,-0.0701983248562272,-0.0666666666666667,-0.0666666666666667,-0.0148051948051948,-0.0290909090909091,-0.0199569610174416,-0.0162136455094202,0,0.0267179023508137,-0.0205147207782374,-0.0165971950050415,0.019382964453387,0.02,-0.035751466206085,0.0376470588235294,0.0192797118847539,0.0701754385964912,0.0662793347003873,0.0719298245614035,-0.0339116027520326,0.0411764705882353,0.0284674404879008,0.0290885585003232,0.0316526610644258,0.077552400270453,-0.0246973059382625,-0.0249135147016553,-0.0612513110971261,-0.0612513110971261,-0.0160336821567363,0.017528872023675,0.0162136455094202,0.1,0.0290909090909091,0.0148051948051948,0.02,0.0632183908045977,0.066832848635923,0.1,0.0553063304951289,0.0823529411764706,0.105589360814135,0.0909159507041943,0.101050239058265
"SHH",-0.241025641025641,-0.22,-0.16,-0.1,-0.216666666666667,0.1,-0.237662337662338,0,-0.157692307692308,-0.15,-0.15,-0.15,0,0,-0.2,-0.2,-0.1,-0.1,0,0,0,-0.00666666666666667,0,0,0.019047619047619,0.1,0.133333333333333,0.2,0.2,0.1,-0.0301149425287356,0,-0.02,0,0.1,0.2,-0.0657142857142857,-0.173333333333333,-0.05,-0.05,-0.0333333333333333,-0.01,0,0,0.1,0.1,0,0.1,0.1,0.1,0.0333333333333333,0.1,0.0814336917562724,0.0338888888888889,0.3
"IKK",-0.339047619047619,-0.0349726775956284,-0.0285079365079365,-0.181535947712418,-0.049236641221374,0.0157509157509158,-0.233467380941482,0,-0.13859649122807,-0.13859649122807,-0.13859649122807,-0.13859649122807,-0.114285714285714,-0.1,-0.0388888888888889,-0.05,-0.0311965811965812,-0.0388888888888889,0.1,0.11702786377709,-0.0311965811965812,-0.028371722439519,0.10625,0.12,-0.0464285714285714,0.1,0.0962962962962963,0.186147186147186,0.187734487734488,0.190909090909091,-0.0272793744590683,0.15,0.11090101010101,0.11010101010101,0.105555555555556,0.0907563025210084,-0.0652405498281787,-0.0997445721583653,-0.0260451127819549,-0.0260451127819549,-0.0993193069306931,0.0304814270808693,0.0388888888888889,0.2,0.05,0.0388888888888889,0.1,0.0142857142857143,0.016988416988417,0.0262857142857143,0.00876254180602007,0.0142857142857143,0.120794103475668,0.140894320681016,0.157200577200577
"TWIST1",0.116754724542574,-0.0576509859118555,-0.119686578548903,0.0766692546583851,-0.00864995233995449,0.0400875547217011,0.117611817700677,-0.113333333333333,0.00166212630211486,0.00268952356238884,0.00268952356238884,0.00268952356238884,-0.0923076923076923,-0.1,0.0611111111111111,0.0666666666666667,0.0582479532163743,0.0558479532163743,-0.166666666666667,-0.0911653318432979,0.0596670369420946,0.0585950614443917,-0.0805760305760306,-0.155555555555556,0.0617987926052442,-0.167555555555556,-0.155226788432268,-0.0788603988603989,-0.0722566252754932,-0.0762962962962963,0.0227923830293172,-0.158181818181818,-0.147634924772031,-0.15378526645768,-0.15128526645768,-0.101842398638737,0.0581564833177058,0.155719399269706,-0.0243770085875349,-0.0243770085875349,0.0782657995529283,-0.0583075398802744,-0.056855791962175,0.1,-0.0666666666666667,-0.0611111111111111,-0.0666666666666667,0.0970695970695971,0.0936797665611225,0.113218916857361,0.0362131852007127,0.126376811594203,-0.157691323022018,-0.218302838784607,-0.127073854502587
"cMet",-0.137135176651306,0.185185185185185,0.246363636363636,0.0142083384780014,0.0245577992232765,-0.163492063492063,-0.118393008308975,0.25,0.00754716981132075,0,0,0,-0.1,-0.1,-0.05,-0.1,-0.056969696969697,-0.0433333333333333,-0.1,-0.160302717578259,-0.0549612403100775,-0.0441920095408467,-0.142743764172336,-0.15,-0.0547619047619048,-0.13,-0.157272727272727,-0.116541353383459,-0.131434970404735,-0.142857142857143,-0.0363706528670032,0.1,0.0379728132387707,0.0486111111111111,0.0375,-0.155238095238095,0.127626431539475,0.144772727272727,0.0220779220779221,0.0220779220779221,0.15728921871779,0.045886924795084,0.0433333333333333,0,0.2,0.15,0.1,0.133333333333333,0.139583333333333,-0.23,-0.028070652173913,-0.31,0.118900838189094,0.110136116154957,-0.0453059071729958
"NFB",0.337478991596639,0.0362547288776797,0.034390289449113,0.179948646125117,0.0506065042350727,-0.0253663003663004,0.233965719811913,0.0142857142857143,0.140089028541503,0.13859649122807,0.13859649122807,0.13859649122807,0.0142857142857143,0.114285714285714,0.0388888888888889,0.0388888888888889,0.0278257946797273,0.0311965811965812,-0.12,-0.109885006634233,0.028371722439519,0.0304814270808693,-0.0993193069306931,-0.1,0.0457193515704154,-0.0962962962962963,-0.0997445721583653,-0.187734487734488,-0.18579900386352,-0.186147186147186,0.025856610231426,-0.105555555555556,-0.107736453138985,-0.11090101010101,-0.11010101010101,-0.0960194604157452,0.0609240030655888,0.0925156564957147,0.0225968369198859,0.0225968369198859,0.101178042990173,-0.02961868198283,-0.0311965811965812,-0.1,-0.0388888888888889,-0.0388888888888889,-0.05,-0.016988416988417,-0.0147661947661948,-0.0285079365079365,-0.00362659014438865,-0.0262857142857143,-0.120054927129311,-0.140091752462718,-0.154411732579063
"Csn",0.356616727453015,0.137073006892183,0.11209145021645,0.000592956210067008,0.123207580145375,-0.0314271349565467,0.25452774000474,0.09,0.212348769745411,0.211772954006447,0.211772954006447,0.211772954006447,0.12,0.12,-0.14367816091954,-0.133333333333333,-0.143572936528526,-0.144882980196649,0.0142857142857143,-0.00657530454042082,-0.143549646863315,-0.144192733680036,-0.00128364389233954,0.0142857142857143,-0.104820880547686,0.0173160173160173,0.0205418237676302,-0.08997113997114,-0.0909326784326784,-0.0964646464646465,0.0333564702625234,0.134090909090909,0.132977283168748,0.135602581498104,0.126628222523745,0.0836227372304854,-0.035569544801225,-0.0213614958987778,0.0238643507030604,0.0238643507030604,0.00359726857100278,0.144493395135237,0.144882980196649,-0.22,0.133333333333333,0.14367816091954,0.133333333333333,-0.12,-0.1224,-0.106883116883117,-0.00848678112279385,-0.108181818181818,0.0685813754864463,0.0361952327070671,-0.116348050692228
