"","PAK1","CDC42","TGFR","TrCP","Csl","SUFU","SOSGRB2","TWIST1","RAS","AXIN2","PI3K","DELTA","TCFLEF","cMet","STAT","SRC","LIV1","GLI","GSK3","SNAI2","miR200","Destcompl","Wnt","Frizzled","DSH","CD44","cateninnuc","RAF","cfos","ERK","MEK","EGR1","ZEB2","ZEB1","SNAI1","cateninmemb","RKIP","Ecadherin","Csn","AKT","NOTCH","IKK","NOTCHic","NFB","KLF4","HEY1","SHH","Patched","FUS","SMO","Jagged","SMAD","ILK","FOXC2","TGF"
"Patched",-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,0,0,-0.2,0.0666666666666667,-0.0537037037037037,-0.0360576923076923,0.161471861471861,-0.0423076923076923,-0.0423076923076923,0.00888888888888889,0,0.1,0,0.1,0.125,-0.217216117216117,-0.00990038314176245,-0.0928571428571429,-0.180579420579421,-0.1,-0.1,-0.2,-0.02,-0.00791801510248112,0.0423076923076923,0.1,0.12,0.143076923076923,0.1,-0.00833333333333333,-0.00833333333333333,0.0801075268817204,-0.0823297491039427,0.105714285714286,-0.02542071197411,0,0.0571428571428571,0.00606060606060606,0.1,0.0333333333333333,0.1,-0.0111111111111111,0.00769230769230769,0.173333333333333,0.173333333333333,0.3,0.333333333333333,-0.0653968253968254,0,0,0.165,0.025
"SNAI2",0.00588235294117647,0.00588235294117647,0.00502765208647562,-0.1,0.0342105263157895,0,0.0629141311697093,-0.0110008825898442,0.0287061076444725,0.0672358298378474,0.0241398975988104,0.0241398975988104,0.0184619013980082,0.0140278031827328,0.0109090909090909,0.0323376623376623,0.02,0.0220491935570643,-0.0681425046987753,-0.0326074849249159,0.00801619213950151,-0.0664868522413208,-0.0140278031827328,-0.0323376623376623,-0.0109090909090909,-0.0215546849031629,-0.0218780504663312,-0.0241398975988104,-0.0627450980392157,-0.0647058823529412,-0.0606518282988871,-0.0333333333333333,-0.00772624292007552,-0.00772624292007552,-0.0151781092074448,-0.10380755139675,-0.0163076923076923,-0.0786478531489254,0,0.0296530951391774,-0.0338915470494418,0.028448275862069,-0.0429824561403509,0.025,-0.0121153846153846,0.001416515973478,0.0144625737618991,0.0243217286914766,0.02,0.0141176470588235,-0.0213492473472371,-0.00473494876756552,-0.00617035546613011,0.049460079219187,-0.00502765208647562
"SMO",-0.0333333333333333,-0.0333333333333333,-0.025,0,-0.0333333333333333,-0.3,0.0719298245614035,-0.0478213507625272,-0.0500111806797853,0.158023585609793,-0.0360576923076923,-0.0360576923076923,0.00791801510248112,0.02,0,0,0.1,0.113888888888889,-0.216245243429709,-0.0137099069512863,-0.0915913200723327,-0.18135461437787,-0.125,-0.1,-0.1,-0.00888888888888889,-0.00791801510248112,0.0360576923076923,0.12,0.143076923076923,0.127925407925408,0.1,-0.00663841807909604,-0.00663841807909604,0.0753456221198157,-0.0803880015311271,0.105714285714286,-0.0280037378043683,0.1,0.0611428571428571,0.00106060606060606,0.0571428571428571,0.00606060606060606,0.1,-0.0194444444444444,0.00293040293040293,0.184444444444444,0.173333333333333,0.333333333333333,0.173333333333333,-0.0582539682539683,-0.00793650793650794,0,0.165,0.0195945945945946
"GLI",-0.116666666666667,-0.10632183908046,-0.101919323357189,-0.0333333333333333,-0.0175773651635721,-0.114285714285714,0.0940635176033406,-0.0918995888096058,0.0035867182313428,0.0614658816425121,0.00853721328084775,0.00853721328084775,0.03901976221776,0.0461290322580645,0.03,0.0461290322580645,0.05,0.0692203964633211,-0.222663845051492,-0.0904804663566051,-0.0936628902573175,-0.109287594934735,-0.1773055028463,-0.176129032258065,-0.16,-0.0383704115684093,-0.0405140837957636,-0.00853721328084775,0.134285714285714,0.132987012987013,0.130224582047786,0.134285714285714,-0.00389247311827957,-0.00389247311827957,0.0668270953480288,-0.0602309173277694,0.109637472755646,-0.0418152599745969,0.0222222222222222,-0.000646333094641366,0.00698212706833396,-0.00377133309464137,0.00507736516357206,0.0064327485380117,-0.00407722007722008,-0.00979703657971909,0.102096511119068,0.105800214822771,0.114285714285714,0.103759398496241,0.00579250007187671,-0.0104802955379188,-0.00885867391629719,0.197546547127623,0.0998016762983658
"SHH",0,-0.0333333333333333,-0.0333333333333333,0,0.1,-0.2,0.1,-0.05,-0.0423076923076923,0.152380952380952,-0.05,-0.05,0.02,0,0.1,0.1,0,0.1,-0.207692307692308,-0.0192337164750958,-0.1,-0.179480519480519,-0.1,-0.2,-0.2,0,-0.00888888888888889,0.05,0.1,0.1,0.12,0,0,0,0.0833333333333333,-0.0878853046594982,0.12,-0.0283333333333333,0,0.1,0.0333333333333333,0.1,0,0,0,0,0.173333333333333,0.333333333333333,0.2,0.3,-0.0542857142857143,0,0,0.175,0.0333333333333333
"SUFU",0.025,0.0195945945945946,0.0174669350201265,0.1,0.00106060606060606,0.173333333333333,-0.0838179364495154,0.0425231373442728,0.0486251323684703,-0.155457655460113,0.0495744994570779,0.0495744994570779,-0.00927671075465504,-0.00791801510248112,-0.02,-0.00888888888888889,0,-0.114260636100785,0.217917484232385,0.0126873842315178,0.0877523859930512,0.182908998014467,0.113888888888889,0.113888888888889,0.125,0.00791801510248112,0.00789563658585708,-0.0495744994570779,-0.127925407925408,-0.126775982638052,-0.13486108902103,-0.143076923076923,0.0099281842389609,0.0099281842389609,-0.0701175677339072,0.0811458371140864,-0.0985609088996423,0.0263618772736346,-0.0571428571428571,-0.0535796150158566,-0.00152958152958153,-0.064989010989011,-0.00787878787878788,-0.0611428571428571,0.0163228188431879,0.00721452460582895,-0.174195234195234,-0.175353535353535,-0.173333333333333,-0.184444444444444,0.0613761958818193,0.0110267262185611,0.00987199180747568,-0.156014757738017,-0.0145083551384697
"SNAI1",-0.294117647058824,-0.292602495543672,-0.289323807019082,-0.0666666666666667,-0.0574358974358974,-0.0976190476190476,-0.140427797496731,-0.140236857345553,-0.0612644818017598,0.0616173265034684,-0.0643843504388698,-0.0643843504388698,0.0439668196704728,0.0405977264393106,0.0485185185185185,0.0485185185185185,0.03,0.0448683834604471,-0.108738475633278,-0.092297603194933,-0.111164085244825,-0.080166005435442,-0.0428574145390577,-0.0511500974658869,-0.0485185185185185,-0.0424495782911625,-0.0431408000525069,0.0643843504388698,0.0441267501842299,0.0361267501842299,0.0383689026505976,0.0356521739130435,0.0109170290619379,0.0109170290619379,0.0301489048492832,-0.0585061135364206,0.135715357020981,-0.0355967607013868,0.0666666666666667,0.0511086744639376,0.060858189429618,0.0545808966861598,0.0596336996336996,0.0508771929824561,0.0115932354250111,0.0876277197535686,0.0792585638447419,0.0837245832622177,0.0814900153609831,0.0827245832622177,0.0865672891856129,0.0914390451124173,0.0930380611025772,0.287196304776769,0.287912516696501
"PAK1",-0.3,-0.294117647058824,-0.292602495543672,-0.0666666666666667,-0.0743589743589744,-0.080952380952381,-0.143069306930693,-0.140134293242989,-0.0643843504388698,0.0620835269696688,-0.0589298049843244,-0.0589298049843244,0.0424495782911625,0.0485185185185185,0.03,0.0485185185185185,0.05,0.0428574145390577,-0.107748376623377,-0.0926663594805515,-0.112028638558946,-0.0793984615757929,-0.0511500974658869,-0.0485185185185185,-0.03,-0.0405977264393106,-0.0439668196704728,0.0589298049843244,0.0356521739130435,0.0441267501842299,0.0361267501842299,0.04,0.0112860327519748,0.0112860327519748,0.130504776735404,-0.058126148078735,0.136552177104663,-0.0360650229282339,0.0666666666666667,0.0545808966861598,0.0596336996336996,0.0508771929824561,0.0574358974358974,0.0666666666666667,0.0119047619047619,0.090008672134521,0.0837245832622177,0.0827245832622177,0.0976190476190476,0.0814900153609831,0.0884496421267894,0.0930380611025772,0.094973544973545,0.291135313671305,0.289323807019082
"CDC42",-0.214285714285714,-0.3,-0.294117647058824,-0.1,-0.0666666666666667,-0.0666666666666667,-0.15,-0.146112554112554,-0.0589298049843244,0.0664860426929393,-0.0528322440087146,-0.0528322440087146,0.0405977264393106,0.0485185185185185,0.05,0.03,0.1,0.0511500974658869,-0.110657467532468,-0.0912197048693399,-0.11355148119854,-0.0787969578163944,-0.0485185185185185,-0.03,-0.05,-0.0485185185185185,-0.0424495782911625,0.0528322440087146,0.04,0.0356521739130435,0.0441267501842299,0.06,0.0122506629770552,0.0122506629770552,0.132652748095786,-0.0568440967966837,0.14041958041958,-0.0368262686029743,0.0666666666666667,0.0508771929824561,0.0574358974358974,0.0666666666666667,0.0743589743589744,0.0666666666666667,0.0119047619047619,0.0914792603698151,0.0827245832622177,0.0814900153609831,0.080952380952381,0.0976190476190476,0.0835416666666667,0.094973544973545,0.094973544973545,0.294583589533374,0.292602495543672
"Csl",-0.299111111111111,-0.295885304659498,-0.295248361984339,-0.0666666666666667,-0.0896774193548387,-0.0666666666666667,-0.147752363169565,-0.115366557637875,-0.0637876888522889,-0.0228419893122566,-0.0615818064993477,-0.0615818064993477,-0.0203347216215264,-0.018035298035298,-0.0276923076923077,-0.0125407925407925,-0.02,-0.0197988570569216,-0.0426342874360197,-0.077346113613081,-0.114316599063284,0.0101739498704764,0.0157665989924054,0.0125407925407925,0.0276923076923077,0.0217087674230531,0.0190196844574326,0.0615818064993477,0.0457142857142857,0.0542857142857143,0.0510248447204969,0.06,0.012695349685501,0.012695349685501,0.140099884012928,0.0542483103952938,0.144640094639311,0.0810781362020605,0.0555555555555556,0.0558139534883721,0.0792467973452693,0.0550387596899225,0.0765195246179966,0.0666666666666667,0.0144616977225673,0.190965746387741,0.0781920837129239,0.0790541526784411,0.0897435897435898,0.0779788838612368,0.101352036407914,0.0953225990636063,0.0964337101747174,0.28679137060831,0.29230051617935
"KLF4",-0.00909090909090909,-0.0130909090909091,-0.0117575757575758,0.1,-0.0290909090909091,0,-0.0692824471126358,-0.020239651416122,0.00164027149321267,-0.0798941842649249,0.00384615384615385,0.00384615384615385,0.0196655213380367,0.0202006383948928,0.0333333333333333,0.00392156862745098,0.0333333333333333,0.0184765004638584,0.0886509074777958,0.0175515996243519,-0.0132763532763533,0.0856211258874577,-0.0202006383948928,-0.00392156862745098,-0.0333333333333333,-0.0193310731775015,-0.0160540643019221,-0.00384615384615385,0.0490909090909091,0.0667379679144385,0.0615833287391808,0.04,0.0134726522187822,0.0134726522187822,0.0334028749158579,0.206405195978367,0.0333539476396619,0.23744993251869,0,0.00201058201058201,0.025075716470182,0.00571428571428572,0.0343540669856459,0.02,0.0185185185185185,0.00517952635599695,0.030510752688172,0.0208333333333333,0.0333333333333333,0.0333333333333333,-0.0201208486665758,0.00921739130434783,0.0106666666666667,-0.043044632654433,0.011269770879527
"HEY1",-0.00909090909090909,-0.0130909090909091,-0.0117575757575758,0.1,-0.0290909090909091,0,-0.0692824471126358,-0.020239651416122,0.00164027149321267,-0.0798941842649249,0.00384615384615385,0.00384615384615385,0.0196655213380367,0.0202006383948928,0.0333333333333333,0.00392156862745098,0.0333333333333333,0.0184765004638584,0.0886509074777958,0.0175515996243519,-0.0132763532763533,0.0856211258874577,-0.0202006383948928,-0.00392156862745098,-0.0333333333333333,-0.0193310731775015,-0.0160540643019221,-0.00384615384615385,0.0490909090909091,0.0667379679144385,0.0615833287391808,0.04,0.0134726522187822,0.0134726522187822,0.0334028749158579,0.206405195978367,0.0333539476396619,0.23744993251869,0,0.00201058201058201,0.025075716470182,0.00571428571428572,0.0343540669856459,0.02,0.0185185185185185,0.00517952635599695,0.030510752688172,0.0208333333333333,0.0333333333333333,0.0333333333333333,-0.0201208486665758,0.00921739130434783,0.0106666666666667,-0.043044632654433,0.011269770879527
"FOXC2",-0.00909090909090909,-0.0130909090909091,-0.0117575757575758,0.1,-0.0290909090909091,0,-0.0692824471126358,-0.020239651416122,0.00164027149321267,-0.0798941842649249,0.00384615384615385,0.00384615384615385,0.0196655213380367,0.0202006383948928,0.0333333333333333,0.00392156862745098,0.0333333333333333,0.0184765004638584,0.0886509074777958,0.0175515996243519,-0.0132763532763533,0.0856211258874577,-0.0202006383948928,-0.00392156862745098,-0.0333333333333333,-0.0193310731775015,-0.0160540643019221,-0.00384615384615385,0.0490909090909091,0.0667379679144385,0.0615833287391808,0.04,0.0134726522187822,0.0134726522187822,0.0334028749158579,0.206405195978367,0.0333539476396619,0.23744993251869,0,0.00201058201058201,0.025075716470182,0.00571428571428572,0.0343540669856459,0.02,0.0185185185185185,0.00517952635599695,0.030510752688172,0.0208333333333333,0.0333333333333333,0.0333333333333333,-0.0201208486665758,0.00921739130434783,0.0106666666666667,-0.043044632654433,0.011269770879527
"Ecadherin",-0.0130909090909091,-0.0117575757575758,-0.011269770879527,0,-0.0343540669856459,-0.0333333333333333,-0.0600719207968463,-0.0215431895911686,0.000243623448519932,-0.0792756275638939,0.00164027149321267,0.00164027149321267,0.0160540643019221,0.0193310731775015,0.00392156862745098,0.0202006383948928,0.0333333333333333,0.019143167130525,0.0877679052702902,0.020742448510565,-0.0142074519728151,0.0869258789163487,-0.0184765004638584,-0.0202006383948928,-0.00392156862745098,-0.0196655213380367,-0.0188551847501014,-0.00164027149321267,0.0667379679144385,0.0615833287391808,0.0557009757980043,0.0490909090909091,0.0144205195173604,0.0144205195173604,0.0324535078272503,0.205635965209136,0.0374737978269278,0.13998157808831,0.02,0.0111014911014911,0.0306519246486207,0.00201058201058201,0.025075716470182,0.00571428571428572,0.0197843413033286,0.003166103537205,0.0289359495385657,0.030510752688172,0.0333333333333333,0.0208333333333333,-0.020807347522411,0.00849099905253184,0.00921739130434783,-0.0414428019908175,0.01289725731714
"cateninnuc",-0.0285714285714286,-0.027032967032967,-0.0293318176076797,-0.1,0.000753295668549907,-0.0111111111111111,-0.070830836844227,0.0174663947040393,0.0666254266254266,-0.150150165691222,0.0688139788139788,0.0688139788139788,0.000664033916461101,0.0039044289044289,-0.00442890442890443,0.0039044289044289,-0.0121212121212121,-0.0027179292813599,0.176888872411228,-0.00899689934648804,-0.0270877271284895,0.171221294551967,-0.00242041063958872,-0.00242041063958872,0.00442890442890443,0.00165112665112665,-0.101354450928336,-0.0688139788139788,0.0486887508626639,0.0360305230145626,0.0397002477852048,0.0471014492753623,0.0297262199643068,0.0297262199643068,0.111792500716918,0.0717123778999658,0.117466501240695,0.0713784707106914,0.0875,0.0866922348484848,0.00409871278810971,0.0843484848484849,0.00273507642447335,0.0723484848484849,0.0428034796362198,0.0114639353067748,0.00132409786596194,0.00241342248469832,-0.00888888888888889,-0.000692167577413481,-0.00662994659310823,0.0190921886965543,0.0178643578643579,-0.0197276166456494,0.0302051800530945
"TGF",-0.16,-0.171111111111111,-0.156825396825397,0,-0.06,-0.2,-0.339473684210526,-0.0333333333333333,-0.133928571428571,-0.016358024691358,-0.141071428571429,-0.141071428571429,-0.0153889440582589,-0.0233333333333333,0,-0.0333333333333333,0,0.00892183288409704,0.0770229553008418,0.0083337138906257,-0.0883543659405729,0.0193698858818773,0.00428571428571428,0.0142857142857143,0,0.010125786163522,0.0196951641539526,0.141071428571429,-0.142857142857143,-0.179699248120301,-0.190810359231412,-0.2,0.0494417862838915,0.0494417862838915,0.0412110616656071,0.0412190498780721,0.0359307359307359,0.0522215388948876,0.1,0.0657894736842105,0.0768965517241379,0.05,0.07,0.05,0.0403508771929825,0.159638942617666,0.157887931034483,0.164137931034483,0.14,0.14,0.170526509572901,0.157888563049853,0.162727272727273,0.061195652173913,0.0621825396825397
"Frizzled",-0.366666666666667,-0.386666666666667,-0.39536231884058,-0.1,-0.135714285714286,-0.1,-0.175757575757576,-0.311498599439776,0.308732461073945,0.218393234672304,0.298496240601504,0.298496240601504,0.184684808046607,0.169736842105263,0.2,0.175,0.1,0.184022556390977,0.307314524555904,-0.112039595344284,-0.173683712121212,0.264734781250208,-0.169736842105263,-0.175,-0.1,-0.184022556390977,-0.182303855665654,-0.298496240601504,-0.0333333333333333,-0.0392156862745098,-0.0355119825708061,-0.0333333333333333,0.055346582003968,0.055346582003968,0.320220841959972,-0.114302528921173,0.271904761904762,-0.0706091312306891,0.2,0.25125,0.166596638655462,0.245,0.160714285714286,0.22,0.053781512605042,0.118745226404801,0.156514453288647,0.15974025974026,0.1,0.145454545454545,0.0124041889483066,0.144547172019461,0.13613595706619,0.448375859146973,0.400124223602484
"DSH",-0.386666666666667,-0.39536231884058,-0.400124223602484,-0.2,-0.160714285714286,-0.1,-0.183074648928307,-0.312917039156088,0.305651228580948,0.222190703026735,0.308732461073945,0.308732461073945,0.182303855665654,0.184022556390977,0.175,0.169736842105263,0.2,0.185983340704703,0.307082505994419,-0.112156009779674,-0.174293468218773,0.266452338502116,-0.184022556390977,-0.169736842105263,-0.175,-0.184684808046607,-0.183283374810801,-0.308732461073945,-0.0392156862745098,-0.0355119825708061,-0.0377676216685505,-0.0333333333333333,0.055346582003968,0.055346582003968,0.322829537612146,-0.113006886989489,0.272604062604063,-0.0712237054185732,0.22,0.250100574712644,0.160302932361756,0.25125,0.166596638655462,0.245,0.0508688912458187,0.127517156229362,0.166943901141408,0.156514453288647,0.145454545454545,0.15974025974026,0.015504964142105,0.145679247491159,0.144547172019461,0.454869365640479,0.402563247992728
"Wnt",-0.3,-0.366666666666667,-0.386666666666667,-0.1,-0.15,0,-0.160606060606061,-0.299117647058824,0.298496240601504,0.209090909090909,0.298496240601504,0.298496240601504,0.184022556390977,0.175,0.1,0.2,0,0.169736842105263,0.310344827586207,-0.111724137931034,-0.172121212121212,0.263408521303258,-0.175,-0.1,0,-0.169736842105263,-0.184684808046607,-0.298496240601504,-0.0333333333333333,-0.0333333333333333,-0.0392156862745098,0,0.0563366810138689,0.0563366810138689,0.318633540372671,-0.115889830508475,0.268333333333333,-0.0708422314637893,0.1,0.245,0.160714285714286,0.22,0.135714285714286,0.2,0.0490196078431372,0.125128205128205,0.15974025974026,0.145454545454545,0.1,0.1,0.0214950980392157,0.13613595706619,0.138461538461538,0.443724696356275,0.39536231884058
"GSK3",-0.39536231884058,-0.400124223602484,-0.402563247992728,-0.22,-0.166596638655462,-0.145454545454545,-0.180749067532959,-0.313301162075422,0.303760472278427,0.222038496025213,0.305651228580948,0.305651228580948,0.183283374810801,0.184684808046607,0.169736842105263,0.184022556390977,0.175,0.183624850138665,0.208580010154153,-0.112846259995377,-0.175348567867073,0.266980693556713,-0.185983340704703,-0.184022556390977,-0.169736842105263,-0.182303855665654,-0.184467585337117,-0.305651228580948,-0.0355119825708061,-0.0377676216685505,-0.0428812580321868,-0.0392156862745098,0.056386700874696,0.056386700874696,0.322497311698525,-0.113802642957658,0.275360954834639,-0.0705322335713555,0.245,0.259502284114353,0.165757477816301,0.250100574712644,0.160302932361756,0.25125,0.0516322500244447,0.126479093945625,0.168379307839972,0.166943901141408,0.15974025974026,0.156514453288647,0.0174027743610831,0.146129022603603,0.145679247491159,0.456942730871739,0.40384529927478
"TCFLEF",-0.356410256410256,-0.361061419200954,-0.366668895836468,-0.171428571428571,-0.0485413677666188,-0.183333333333333,0.012939659143252,-0.364739415814118,0.26591437852989,0.576212454212454,0.268673905468129,0.268673905468129,0.125596823425553,0.228739316239316,0.2125,0.2125,0.2,0.230159666988311,0.181283563272616,-0.093849474562937,-0.175973765190633,0.290779611238749,-0.233886375062846,-0.217647058823529,-0.217647058823529,-0.224336800516046,-0.126026376690158,-0.268673905468129,-0.0441114982578397,-0.0603019744483159,-0.0575808860129418,-0.0514285714285714,0.060084219386851,0.060084219386851,0.286368224987472,-0.138256002931669,0.182391973182716,-0.0779922086955866,0.198701298701299,0.227490920019672,0.0573160404263804,0.222056137410976,0.0603060736489718,0.202701298701299,0.0559985357779475,0.0832218733149364,0.226010196677127,0.218648233486943,0.19,0.213809523809524,-0.0960931178293324,0.101131972407408,0.0986463127515759,0.511951565751565,0.371635783253687
"Destcompl",-0.237142857142857,-0.244729064039409,-0.249465906144672,-0.266666666666667,-0.0830865648256953,-0.211111111111111,-0.0622823322809649,-0.282329546680049,0.28735907033513,0.281737485784488,0.286574140978772,0.286574140978772,0.230512343695742,0.228259225723957,0.225396825396825,0.226766688410524,0.211111111111111,0.230045587729027,0.281720978847314,-0.14304247885729,-0.189158808730339,0.210259212642091,-0.228746886430326,-0.226766688410524,-0.225396825396825,-0.229005494380673,-0.230563338086359,-0.286574140978772,-0.0347319347319347,-0.0374641751690932,-0.0349325295994729,-0.0256410256410256,0.128045130170477,0.128045130170477,0.33160884555742,-0.239557905464374,0.312527103088946,-0.0537997043811225,0.280952380952381,0.312528339753318,0.090494859676266,0.311857198813721,0.0906952604778692,0.298343685300207,0.119348162395173,0.157287669595362,0.251374222299984,0.248086021139443,0.228352490421456,0.245495347564313,-0.159210604346728,0.168964076858814,0.166507936507937,0.345759130398871,0.251140782991963
"CD44",-0.2,-0.3,-0.3125,0.1,0,-0.1,-0.25,-0.264175824175824,0.04,-0.02,0.0428571428571429,0.0428571428571429,-0.000310077519379845,-0.1,-0.1,-0.2,-0.1,0.00666666666666667,0.225595238095238,-0.0493106893106893,-0.200408432147563,0.20495470915639,0,0.1,0,-0.00666666666666667,0.006463923673226,-0.0428571428571429,0.075,0.035,0.035,0,0.150793650793651,0.150793650793651,0.361589580010633,0.0586813186813187,0.188148148148148,0.0337938334599935,0,0.0666666666666667,0.0481203007518797,0.0333333333333333,0.0428571428571429,0,0.236507936507937,0.204678362573099,0.176363636363636,0.14,0.1,0.1,0.136783216783217,0.167573696145125,0.177777777777778,0.344166666666667,0.334722222222222
"miR200",-0.2125,-0.214460784313725,-0.206396268184693,-0.1,-0.145615763546798,-0.16,-0.120902643455835,-0.0125938478699215,-0.135920092611945,-0.133701363401314,-0.140658247225411,-0.140658247225411,-0.0910090795000694,-0.0970238824249847,-0.08,-0.0843478260869565,-0.1,-0.0831815508435227,-0.0344523371102534,0.0493284928252063,-0.0325917923391246,0.108562100889614,0.0886760563380282,0.076,0.08,0.0914059048968948,0.0929787764697664,0.140658247225411,0.105714285714286,0.0966233766233766,0.0973036487322202,0.0857142857142857,0.162275985663082,0.162275985663082,0.0954813704813705,0.235252884607096,0.115423369426932,0.267087912166154,0.16,0.143294084267272,0.151888898165929,0.147067669172932,0.149064039408867,0.144210526315789,0.164717046238785,0.171751412429379,0.151800128416804,0.160495780590717,0.1475,0.154166666666667,0.176883656996723,0.184732645489435,0.186927002856206,0.18555217140583,0.203489291440507
"AXIN2",-0.2475,-0.270956790123457,-0.284231126406643,-0.2,-0.0691228070175438,-0.2,-0.0556459404706249,-0.332073021762001,0.355868393888106,0.639558917969687,0.353243721972096,0.353243721972096,0.281737485784488,0.276508954824913,0.253333333333333,0.269612403100775,0.233333333333333,0.280282539730574,0.354030462164329,-0.192575043551855,-0.230746810277953,0.382816713628672,-0.276508954824913,-0.269612403100775,-0.253333333333333,-0.279978986370654,-0.283337139913325,-0.353243721972096,-0.0242276422764228,-0.0289005394726844,-0.0323488153347534,-0.0266666666666667,0.178362608261506,0.178362608261506,0.385743261095272,-0.275191932164894,0.364038363070621,-0.0682514672434911,0.277777777777778,0.359323671497585,0.0861594865542234,0.341545893719807,0.0780513784461153,0.316908212560386,0.168352378524133,0.192776737908584,0.290766378430313,0.281913919413919,0.238461538461538,0.262271062271062,-0.194635188548232,0.206924315619968,0.200575109270761,0.398826637843031,0.292151918485851
"ZEB2",-0.342857142857143,-0.337402597402597,-0.335361781076067,-0.3,-0.292307692307692,-0.275,-0.206208791208791,-0.14364442716737,-0.133796407019105,-0.133445379067176,-0.130584415584416,-0.130584415584416,-0.105187656151333,-0.102631578947368,-0.1,-0.1,-0.1,-0.0918265221017515,-0.0576117253172392,-0.00759963080131562,0.0443665333958008,0.0877596800257727,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.10448343079922,0.104798045761723,0.130584415584416,0.157017543859649,0.160243350311262,0.166340911286872,0.183333333333333,0.191128056801827,0.191128056801827,0.19539603648029,0.213104943141913,0.223365539452496,0.244055701909676,0.266666666666667,0.274719626168224,0.283389659520807,0.285,0.288307692307692,0.291666666666667,0.29473640729165,0.296515903451387,0.301550522648084,0.301550522648084,0.303571428571429,0.306428571428571,0.310463909344845,0.315582953631734,0.318021978021978,0.320890442890443,0.331128976843263
