"","HEY1","ILK","AKT","NFB","SMO","FUS","KLF4","TrCP","SUFU","Csn","Csl","TWIST1","GSK3","EGR1","cfos","PAK1","SNAI2","AXIN2","GLI","RAS","Ecadherin","RAF","PI3K","miR200","cateninnuc","STAT","TCFLEF","CD44","SRC","cMet","cateninmemb","Destcompl","DSH","DELTA","Frizzled","Wnt","LIV1","TGF","TGFR","CDC42","ERK","MEK","SOSGRB2","ZEB2","ZEB1","RKIP","Jagged","NOTCH","SNAI1","NOTCHic","Patched","SHH","SMAD","IKK","FOXC2"
"STAT",-0.0753333333333333,-0.0702898550724638,-0.08272800645682,-0.1,-0.045,-0.025,0.0873935432758962,-0.1,-0.05,-0.1,0.00588235294117647,-0.264939283604951,0.162383177570093,0,0.02,-0.00454545454545455,0.0311623520489268,0.242468120115179,0.195616883116883,-0.0976280199498784,-0.234784791667015,-0.08270264681555,-0.08270264681555,0.100845240018447,0.19086804901735,-0.214285714285714,-0.195993198004239,-0.197570485070485,-0.176785714285714,-0.181331168831169,-0.0938422712845125,-0.183266741746767,-0.214285714285714,0.08270264681555,-0.176785714285714,-0.181331168831169,-0.1,0.00860565032475788,0.00619019138755981,-0.00170454545454545,-0.02,-0.00817204301075269,-0.0358374384236453,0.0100860677783755,0.0100860677783755,0.0578812741312741,-0.0232390288796468,-0.00152654081837406,0.116923736428613,0.0130365659777424,0.0380232558139535,0.0282887425396172,0.0748875562218891,0.104761904761905,0.274419904567144
"Csn",-0.00467054263565892,-0.0103985507246377,0.0647666666666667,0.0466666666666667,-0.00591630591630592,0.00317460317460317,-0.0139524527759822,0.18,0.0142857142857143,0.055,0.0797979797979798,-0.107034439769363,-0.03398968261165,-0.0133333333333333,-0.00424242424242424,-0.0818181818181818,0.0228867844790838,0.150707625118036,0.11955906747,-0.0802352273427542,-0.00893856079355674,-0.0762045171700094,-0.0762045171700094,0.0202733309529418,0.1156890729483,-0.116666666666667,-0.117072115642227,-0.119644462909108,-0.10632183908046,-0.114755574020219,0.0319309006762041,0.143702118414646,-0.116666666666667,0.0762045171700094,-0.10632183908046,-0.114755574020219,-0.133333333333333,0.0908579380580948,0.0901419476046342,0.0862957937584803,0.0133333333333333,0.0195833333333333,0.00651908220915485,0.0129164598842018,0.0129164598842018,0.0850449466429281,-0.018423617230427,-0.0904248529248529,0.100942492748143,-0.0836940836940837,0.000539961830284411,-0.00355839882545329,0.0137404530382624,-0.0591666666666667,0.132201732857555
"SMAD",-0.220439754715266,-0.18022288214069,-0.197587301587302,-0.234920634920635,-0.161666666666667,-0.166666666666667,-0.0157750787819954,-0.2,-0.141666666666667,-0.211111111111111,-0.183809523809524,-0.182185219709716,-0.0062053763557523,0.0285714285714286,0.0382488479262673,-0.0357142857142857,-0.0186114611764217,0.172397823530219,0.0995504695144983,-0.116791205385437,-0.14125269047957,-0.116133310648594,-0.116133310648594,0.116545746632366,0.121442299848815,-0.117142857142857,-0.123164690932909,-0.128185043714455,-0.106031746031746,-0.125639589169001,-0.0731014555360512,-0.141264657413151,-0.0904761904761905,0.116133310648594,-0.0793650793650793,-0.0966727716727717,-0.16,0.044006053727605,0.0416156154805931,0.0399396378269618,-0.0219697781588254,-0.021008239697287,0.0675244010647737,0.0145119176828021,0.0145119176828021,0.0787020526202273,0.136743192291579,0.158549534756431,0.112192007365394,0.168866995073892,0.155244648318043,0.14818145129202,0.0826038345216427,0.201587301587302,0.308362114831303
"SNAI1",-0.0953792011557247,-0.0867400580303806,-0.0743786549707603,-0.0653508771929825,-0.0621181088923024,-0.0658218125960062,-0.020741082828106,-0.0666666666666667,-0.0690476190476191,-0.0916666666666667,-0.0502564102564103,-0.193047749352097,0.0895682139642535,0.00434782608695652,-0.0075165806927045,-0.0543417366946779,-0.0126978499874521,0.15956710173366,0.116712852468016,0.0114932872079263,-0.114092014006329,0.00705978967098049,0.00705978967098049,0.117263009159295,0.119280053037416,-0.106296296296296,-0.11809264983659,-0.119058167077969,-0.122512512512513,-0.123502611522414,-0.0816388268266657,-0.127982919782166,-0.106296296296296,-0.00705978967098049,-0.119454191033138,-0.120917605667285,-0.11,0.054108174205695,0.0565275290444046,0.0543417366946779,0.00484991402603783,0.00126247007984949,0.0796588621126264,0.0154593534104635,0.0154593534104635,0.0880249541561638,0.0562917318256546,0.0485609628466771,0.0432692584046023,0.0436630036630037,0.0571181088923024,0.057312283649584,0.0898150887806881,0.0653508771929825,0.318535203100234
"cfos",-0.0932783608195902,-0.0854497354497355,-0.0653508771929825,-0.0666666666666667,-0.0690476190476191,-0.0523809523809524,-0.0159047619047619,-0.1,-0.0666666666666667,-0.0666666666666667,-0.0333333333333333,-0.193376623376623,0.0846753246753247,0.08,0,-0.0571428571428571,-0.0106954845640977,0.157192118226601,0.119454191033138,0.00615069876188958,-0.114352663776428,0.0220043572984749,0.0220043572984749,0.116165860283507,0.119058167077969,-0.15,-0.123502611522414,-0.122512512512513,-0.11,-0.106296296296296,-0.0784875049188671,-0.130899586448833,-0.15,-0.0220043572984749,-0.11,-0.106296296296296,-0.1,0.0543417366946779,0.0543417366946779,0.0523809523809524,-0.00434782608695652,0.0075165806927045,0.0805555555555556,0.0156404934855298,0.0156404934855298,0.0865501165501165,0.0536111111111111,0.0502564102564103,0.150052057646994,0.0641025641025641,0.0658218125960062,0.0621181088923024,0.0854497354497355,0.0916666666666667,0.311330190612831
"CDC42",-0.0932783608195902,-0.0854497354497355,-0.0653508771929825,-0.0666666666666667,-0.0690476190476191,-0.0523809523809524,-0.0159047619047619,-0.1,-0.0666666666666667,-0.0666666666666667,-0.0333333333333333,-0.193376623376623,0.0846753246753247,-0.02,0,-0.157142857142857,-0.0106954845640977,0.157192118226601,0.119454191033138,0.00615069876188958,-0.114352663776428,0.0220043572984749,0.0220043572984749,0.116165860283507,0.119058167077969,-0.15,-0.123502611522414,-0.122512512512513,-0.11,-0.106296296296296,-0.0784875049188671,-0.130899586448833,-0.15,-0.0220043572984749,-0.11,-0.106296296296296,-0.1,0.0543417366946779,0.0543417366946779,0.0523809523809524,-0.00434782608695652,0.0075165806927045,0.0805555555555556,0.0156404934855298,0.0156404934855298,0.0865501165501165,0.0536111111111111,0.0502564102564103,0.150052057646994,0.0641025641025641,0.0658218125960062,0.0621181088923024,0.0854497354497355,0.0916666666666667,0.311330190612831
"AKT",0.0612118025868829,0.0464361744697879,0.103487362310892,0.182352941176471,0.058974358974359,0.0666666666666667,-0.0215530814215025,0.233333333333333,0.1,0.2,0.0942307692307692,0.0283758066536778,0.0367722928206799,-0.00476190476190476,0.00112044817927171,-0.0691176470588235,0.0345505710868288,0.109669932955131,0.0738523404105138,-0.0113982919759451,0.112751837866067,-0.0150127498072704,-0.0150127498072704,-0.0713466008306896,0.0684845221219728,-0.0444444444444444,-0.0675614451988959,-0.0727160843741536,-0.057487922705314,-0.0744109996283909,0.0975020911856477,0.184409013885821,-0.0444444444444444,0.0150127498072704,-0.057487922705314,-0.0744109996283909,-0.1,0.0852981299512657,0.0868087039693926,0.0811176470588235,0.0169123387059742,0.0194439842755944,-0.0554700854700855,0.0177406353121281,0.0177406353121281,-0.00789958123717715,-0.0572632740792378,-0.119250438782303,-0.0154221302047389,-0.11681141439206,-0.0673076923076923,-0.0704655870445344,-0.0400388680724815,-0.210558069381599,-0.0928868512745278
"TrCP",-0.0918077725842961,-0.0854497354497355,-0.0653508771929825,-0.0916666666666667,-0.0658218125960062,-0.0690476190476191,-0.0191834504293521,-0.0666666666666667,-0.0523809523809524,-0.0666666666666667,-0.0641025641025641,-0.196637492941841,0.0897662337662337,0,0.00434782608695652,-0.0523809523809524,-0.0128654664809151,0.160965703132261,0.120917605667285,0.00705978967098049,-0.114560276233176,0.00615069876188958,0.00615069876188958,0.118703931349497,0.11809264983659,-0.11,-0.119058167077969,-0.123502611522414,-0.106296296296296,-0.122512512512513,-0.0810516074829697,-0.129846954869886,-0.11,-0.00615069876188958,-0.106296296296296,-0.119454191033138,-0.15,0.0565275290444046,0.0543417366946779,0.0543417366946779,0.0075165806927045,0.00484991402603783,0.0815456545654566,0.018534384160771,0.018534384160771,0.0926274646164149,0.0529976141785958,0.0436630036630037,0.146472105379691,0.0502564102564103,0.0621181088923024,0.0571181088923024,0.0867400580303806,0.0653508771929825,0.318916397509382
"LIV1",-0.0918077725842961,-0.0854497354497355,-0.0653508771929825,-0.0916666666666667,-0.0658218125960062,-0.0690476190476191,-0.0191834504293521,-0.0666666666666667,-0.0523809523809524,-0.0666666666666667,-0.0641025641025641,-0.196637492941841,0.0897662337662337,0,0.00434782608695652,-0.0523809523809524,-0.0128654664809151,0.160965703132261,0.120917605667285,0.00705978967098049,-0.114560276233176,0.00615069876188958,0.00615069876188958,0.118703931349497,0.11809264983659,-0.11,-0.119058167077969,-0.123502611522414,-0.106296296296296,-0.122512512512513,-0.0810516074829697,-0.129846954869886,-0.11,-0.00615069876188958,-0.106296296296296,-0.119454191033138,-0.15,0.0565275290444046,0.0543417366946779,0.0543417366946779,0.0075165806927045,0.00484991402603783,0.0815456545654566,0.018534384160771,0.018534384160771,0.0926274646164149,0.0529976141785958,0.0436630036630037,0.146472105379691,0.0502564102564103,0.0621181088923024,0.0571181088923024,0.0867400580303806,0.0653508771929825,0.318916397509382
"EGR1",-0.0918077725842961,-0.0854497354497355,-0.0653508771929825,-0.0916666666666667,-0.0658218125960062,-0.0690476190476191,-0.0191834504293521,-0.0666666666666667,-0.0523809523809524,-0.0666666666666667,-0.0641025641025641,-0.196637492941841,0.0897662337662337,0,0.00434782608695652,-0.0523809523809524,-0.0128654664809151,0.160965703132261,0.120917605667285,0.00705978967098049,-0.114560276233176,0.00615069876188958,0.00615069876188958,0.118703931349497,0.11809264983659,-0.11,-0.119058167077969,-0.123502611522414,-0.106296296296296,-0.122512512512513,-0.0810516074829697,-0.129846954869886,-0.11,-0.00615069876188958,-0.106296296296296,-0.119454191033138,-0.15,0.0565275290444046,0.0543417366946779,0.0543417366946779,0.0075165806927045,0.00484991402603783,0.0815456545654566,0.018534384160771,0.018534384160771,0.0926274646164149,0.0529976141785958,0.0436630036630037,0.146472105379691,0.0502564102564103,0.0621181088923024,0.0571181088923024,0.0867400580303806,0.0653508771929825,0.318916397509382
"PI3K",0.0664749604816198,0.0504361744697879,0.210558069381599,0.2,0.0666666666666667,0.1,-0.0155701754385965,0.2,0.1,0.233333333333333,0.125,0.0292932378463383,0.0307239057239057,-0.0333333333333333,-0.00476190476190476,-0.075,0.0366611238506479,0.107142857142857,0.0744109996283909,-0.0150127498072704,0.11138820150243,-0.00268398268398268,-0.00268398268398268,-0.0724161195472671,0.0675614451988959,-0.1,-0.0727160843741536,-0.0744109996283909,-0.0444444444444444,-0.057487922705314,0.102700867944058,0.182506615209229,-0.1,0.00268398268398268,-0.0444444444444444,-0.057487922705314,-0.1,0.0868087039693926,0.0811176470588235,0.0691176470588235,-0.00112044817927171,0.0169123387059742,-0.0576923076923077,0.019795429832676,0.019795429832676,-0.0110051712992889,-0.0599122807017544,-0.11681141439206,-0.0106602254428341,-0.0942307692307692,-0.058974358974359,-0.0673076923076923,-0.0464361744697879,-0.182352941176471,-0.101909407665505
"ILK",0.0664749604816198,0.0504361744697879,0.210558069381599,0.2,0.0666666666666667,0.1,-0.0155701754385965,0.2,0.1,0.233333333333333,0.125,0.0292932378463383,0.0307239057239057,-0.0333333333333333,-0.00476190476190476,-0.075,0.0366611238506479,0.107142857142857,0.0744109996283909,-0.0150127498072704,0.11138820150243,-0.00268398268398268,-0.00268398268398268,-0.0724161195472671,0.0675614451988959,-0.1,-0.0727160843741536,-0.0744109996283909,-0.0444444444444444,-0.057487922705314,0.102700867944058,0.182506615209229,-0.1,0.00268398268398268,-0.0444444444444444,-0.057487922705314,-0.1,0.0868087039693926,0.0811176470588235,0.0691176470588235,-0.00112044817927171,0.0169123387059742,-0.0576923076923077,0.019795429832676,0.019795429832676,-0.0110051712992889,-0.0599122807017544,-0.11681141439206,-0.0106602254428341,-0.0942307692307692,-0.058974358974359,-0.0673076923076923,-0.0464361744697879,-0.182352941176471,-0.101909407665505
"Csl",-0.00404551118106105,-0.0964542651593011,-0.0638242894056848,-0.0777777777777778,-0.0838612368024133,-0.0897435897435898,-0.0231573498964803,-0.0666666666666667,-0.0666666666666667,-0.0555555555555556,-0.088294930875576,-0.150199891091522,0.016565864554101,-0.02,-0.02,-0.0706666666666667,-0.0700340576528404,0.00872568561466073,0.00586735844800361,0.0349812989799982,-0.00364712649912297,0.0316724754505864,0.0316724754505864,0.127175127188728,0.0054931313139992,0.00307692307692308,-0.00520725366963099,-0.00780267351695923,4.66200466200467e-05,-0.00984348984348984,-0.00131848286086245,-0.00512223715210269,0.00307692307692308,-0.0316724754505864,4.66200466200467e-05,-0.00748026167381006,-0.02,0.0713880318513269,0.0707077597424834,0.0738924731182796,0.0285714285714286,0.024223602484472,0.11411444353678,0.0236009466107953,0.0236009466107953,0.111114621329414,0.0897752148973175,0.0750413423588296,0.172677298546864,0.0777686150861024,0.082785967985209,0.0819238990196917,0.09534315404819,0.0614987080103359,0.318344267629187
"NFB",-0.126818885448916,-0.130081133113311,-0.0281166881166881,-0.019047619047619,-0.103703703703704,-0.1,-0.0264652014652015,0.1,-0.12,0.114285714285714,0.0225108225108225,0.111918767507003,-0.056606334841629,-0.0428571428571429,-0.0388571428571429,-0.161111111111111,0.0246882959294272,-0.0490628166160081,-0.0295102276001152,0.0778110292076338,0.01220278139261,0.0842786908991761,0.0842786908991761,0.0424671024933733,-0.0260760872203254,0.0166666666666667,0.0242721656516979,0.0289135158626684,0.0243589743589744,0.0351282051282051,0.0419362291622826,0.154114470175228,0.0166666666666667,-0.0842786908991761,0.0243589743589744,0.0351282051282051,0.05,0.145628027106508,0.143729292929293,0.142929292929293,0.0277460317460317,0.0283996265172736,0.112799646174259,0.029248408377265,0.029248408377265,0.102199803839148,0.0741247564272855,-0.00946422752874366,0.127317980952824,-0.0113997113997114,0.11749680715198,0.115087168597763,0.126735408206248,0.0325611325611326,-0.014852336685006
"SHH",0,0,0.05,0,-0.3,-0.2,-0.05,0,-0.2,0,-0.1,-0.15,-0.0641025641025641,0,-0.1,0,0.00697318007662835,-0.123809523809524,-0.05,-0.0615384615384615,-0.0755555555555556,-0.1,-0.1,0.166666666666667,0.00777777777777778,0.1,-0.03,-0.05,0.1,0,-0.0785663082437276,0.0792207792207792,0.2,0.1,0.2,0.1,0,0.0666666666666667,0.0666666666666667,-0.0333333333333333,0.2,0.18,0,0.05,0.05,0.22,0.0371428571428572,0,0.183333333333333,0,0.333333333333333,0.173333333333333,0.0333333333333333,-0.1,0.275
"CD44",0.0713450292397661,0,0.0866666666666667,0.1,0,0.1,0.0253968253968254,0.1,0.1,0.2,0.1,-0.0754578754578755,0.101190476190476,-0.2,-0.125,-0.0666666666666667,0.0251526251526252,0.13,0.106666666666667,0.200952380952381,-0.117137661491695,0.20952380952381,0.20952380952381,0.0928414580588493,0.115146094215862,0.1,-0.108992248062016,-0.106666666666667,0,0,-0.0748168498168498,-0.0509985812506821,0,-0.20952380952381,-0.1,-0.1,0.1,0.0619444444444445,0.0841666666666667,0.0466666666666667,0.085,0.115,0.142857142857143,0.0555555555555556,0.0555555555555556,0.113703703703704,-0.0413986013986014,-0.101503759398496,0.0782296650717703,-0.0857142857142857,0,-0.00909090909090909,0.00204081632653061,-0.0666666666666667,0.11375
"cMet",0.0654626762985896,-0.00204081632653061,0.111666666666667,0.0666666666666667,0,0,0.0444444444444444,0.2,0.1,0.1,0.0857142857142857,-0.0810758529859654,0.0979646697388633,-0.125,-0.085,-0.0466666666666667,0.0324518952256179,0.134761904761905,0.111212121212121,0.178310871518419,-0.111794150041313,0.200952380952381,0.200952380952381,0.0944039580588494,0.118535924724336,0,-0.115146094215862,-0.108992248062016,0,-0.106666666666667,-0.0723257466140028,-0.0564039866560875,-0.1,-0.200952380952381,-0.1,-0.106666666666667,0.1,0.0704550827423168,0.0619444444444445,0.0841666666666667,0.115,0.142272727272727,0.14952380952381,0.0626262626262626,0.0626262626262626,0.124814814814815,-0.0413986013986014,-0.120652695568709,0.0867042413429568,-0.101503759398496,-0.00909090909090909,-0.00909090909090909,-0.0106864564007421,-0.0866666666666667,0.10995253164557
"Destcompl",-0.103693742155281,-0.0965079365079365,-0.213956772229314,-0.191718426501035,0.0579638752052545,0.0436781609195402,-0.076289236388784,-0.233333333333333,0.0333333333333333,-0.204761904761905,-0.0527692910301606,-0.147576865530235,-0.150070497194172,0.0379487179487179,0.0258275058275058,-0.0714285714285714,0.0593832994469731,0.194075282002615,0.139845192235187,-0.168146912570889,-0.0402516971640745,-0.171600601738864,-0.171600601738864,0.109926808434091,0.142652398921634,-0.138095238095238,-0.141122567203123,-0.139478731586685,-0.150424005218526,-0.143956343526983,0.14866331120435,0.0379817120298887,-0.138095238095238,0.171600601738864,-0.150424005218526,-0.14448341115912,-0.116666666666667,0.0666917293233083,0.0687606948405496,0.0734975369458128,-0.0307455386143911,-0.0370746525384417,-0.0204487317231745,0.0686987357385137,0.0686987357385137,0.155113414808998,-0.1282252116283,0.063845791857903,0.151342226927721,0.056030160595378,-0.0564094710601768,-0.0504133395321304,0.0940517961570593,0.205231940014549,0.179148190285461
"TGF",-0.18755641521599,-0.180606060606061,-0.093859649122807,-0.0833333333333333,-0.136666666666667,-0.153333333333333,-0.0711670480549199,0,-0.133333333333333,-0.0333333333333333,-0.0533333333333333,-0.252037037037037,0.098707793619731,0,0.0285714285714286,-0.16,-0.0347359323618097,0.163888888888889,0.0958760107816712,0.0595238095238095,-0.150219179850711,0.0630952380952381,0.0630952380952381,0.146094566353187,0.142173572868707,-0.1,-0.135475008275405,-0.119685534591195,-0.166666666666667,-0.136666666666667,-0.08695443171068,-0.121704839064288,-0.1,-0.0630952380952381,-0.142857142857143,-0.112857142857143,0,0.0234920634920635,0.123492063492064,0.137777777777778,-0.0548872180451128,-0.057109440267335,0.168421052631579,0.0711670480549199,0.0711670480549199,0.16017316017316,0.13253559155621,0.0505747126436782,0.225899554990464,0.0333333333333333,0.153908045977011,0.157033045977011,0.164477028347996,0.0833333333333333,0.369363354037267
"TGFR",-0.174123579395094,-0.164477028347996,-0.0706038351693186,-0.0833333333333333,-0.153908045977011,-0.136666666666667,-0.0729527623406342,-0.0333333333333333,-0.153333333333333,-0.0833333333333333,-0.0333333333333333,-0.265204296823514,0.0969963021771882,0.0285714285714286,0.0548872180451128,-0.137777777777778,-0.0342729693988467,0.170326657129232,0.110714720459091,0.0378863826232247,-0.150900610855822,0.0595238095238095,0.0595238095238095,0.14873386254087,0.1383648926207,-0.166666666666667,-0.142173572868707,-0.135475008275405,-0.136666666666667,-0.119685534591195,-0.0841830691240749,-0.129366129386869,-0.142857142857143,-0.0595238095238095,-0.112857142857143,-0.0958760107816712,-0.1,0.0284566024991557,0.0234920634920635,0.123492063492064,-0.057109440267335,-0.0393012210892528,0.162248213125406,0.0768274254134105,0.0768274254134105,0.17017316017316,0.116593562570703,0.04266104357893,0.233274186258901,0.0505747126436782,0.157033045977011,0.150818356711475,0.160562437600665,0.093859649122807,0.36717994792373
"HEY1",-0.0844766997708174,-0.084,0.0405291005291005,0.04,-0.183333333333333,-0.166666666666667,-0.0592592592592593,0.1,-0.2,0.1,-0.0890909090909091,0.118061002178649,-0.143093758344211,-0.12,-0.110909090909091,-0.0590909090909091,-0.0737051258053317,-0.231803273207181,-0.162087048131201,0.0853733031674208,0.192529331722133,0.0934615384615385,0.0934615384615385,0.123675213675214,-0.156187853366097,0.133333333333333,0.154817990352398,0.161172505402566,0.150980392156863,0.167259461924305,0.0236078995530215,0.144954927868852,0.133333333333333,-0.0934615384615385,0.150980392156863,0.167259461924305,0.166666666666667,0.037790096082779,0.0324242424242424,0.0390909090909091,0.099144385026738,0.104299024201996,0.152672955974843,0.0873632610939112,0.0873632610939112,0.154586683158112,0.175366862023534,0.103849454940068,0.167305398941122,0.10488038277512,0.208333333333333,0.207258064516129,0.0724057971014493,-0.0257142857142857,-0.00397425556227735
"FOXC2",-0.0844766997708174,-0.084,0.0405291005291005,0.04,-0.183333333333333,-0.166666666666667,-0.0592592592592593,0.1,-0.2,0.1,-0.0890909090909091,0.118061002178649,-0.143093758344211,-0.12,-0.110909090909091,-0.0590909090909091,-0.0737051258053317,-0.231803273207181,-0.162087048131201,0.0853733031674208,0.192529331722133,0.0934615384615385,0.0934615384615385,0.123675213675214,-0.156187853366097,0.133333333333333,0.154817990352398,0.161172505402566,0.150980392156863,0.167259461924305,0.0236078995530215,0.144954927868852,0.133333333333333,-0.0934615384615385,0.150980392156863,0.167259461924305,0.166666666666667,0.037790096082779,0.0324242424242424,0.0390909090909091,0.099144385026738,0.104299024201996,0.152672955974843,0.0873632610939112,0.0873632610939112,0.154586683158112,0.175366862023534,0.103849454940068,0.167305398941122,0.10488038277512,0.208333333333333,0.207258064516129,0.0724057971014493,-0.0257142857142857,-0.00397425556227735
"Ecadherin",-0.0744095856768577,-0.0724057971014493,0.0548148148148148,0.0257142857142857,-0.208333333333333,-0.183333333333333,-0.06685419596812,0.1,-0.166666666666667,0.04,-0.10488038277512,0.111170871824832,-0.139340998962312,-0.110909090909091,-0.099144385026738,-0.0390909090909091,-0.0761735183399494,-0.228298118568005,-0.156087048131201,0.0809040294244041,0.090971395986982,0.0853733031674208,0.0853733031674208,0.126468509764599,-0.15842874972464,0.150980392156863,0.156187853366097,0.154817990352398,0.167259461924305,0.161172505402566,0.0221976431427651,0.143277388260278,0.150980392156863,-0.0853733031674208,0.167259461924305,0.162087048131201,0.133333333333333,0.0397792461731949,0.037790096082779,0.0324242424242424,0.104299024201996,0.112534318319643,0.151357166501159,0.0902068629896458,0.0902068629896458,0.161702788027026,0.167357708705456,0.0930687857950867,0.165723120460109,0.103849454940068,0.207258064516129,0.198596647193294,0.0750692353581079,-0.0405291005291005,0.00174656823634965
"cateninmemb",-0.0744095856768577,-0.0724057971014493,0.0548148148148148,0.0257142857142857,-0.208333333333333,-0.183333333333333,-0.06685419596812,0.1,-0.166666666666667,0.04,-0.10488038277512,0.111170871824832,-0.139340998962312,-0.110909090909091,-0.099144385026738,-0.0390909090909091,-0.0761735183399494,-0.228298118568005,-0.156087048131201,0.0809040294244041,0.109312135616703,0.0853733031674208,0.0853733031674208,0.126468509764599,-0.15842874972464,0.150980392156863,0.156187853366097,0.154817990352398,0.167259461924305,0.161172505402566,-0.0692653843451952,0.143277388260278,0.150980392156863,-0.0853733031674208,0.167259461924305,0.162087048131201,0.133333333333333,0.0397792461731949,0.037790096082779,0.0324242424242424,0.104299024201996,0.112534318319643,0.151357166501159,0.0902068629896458,0.0902068629896458,0.161702788027026,0.167357708705456,0.0930687857950867,0.165723120460109,0.103849454940068,0.207258064516129,0.198596647193294,0.0750692353581079,-0.0405291005291005,0.00174656823634965
"TWIST1",-0.167809027131061,-0.165124215124215,-0.0676693363134041,-0.0730769230769231,-0.175555555555556,-0.155555555555556,-0.11166353971232,0,-0.166666666666667,-0.05,-0.0511111111111111,0.00440085721550252,-0.0747351793176287,-0.02,-0.00695652173913044,-0.135151515151515,0.0215643732059691,-0.0704754922496858,-0.0372865497076024,0.0444164979859399,0.027619188431538,0.0485260870270358,0.0485260870270358,0.147492226531111,-0.0377059948028322,0.0333333333333333,0.0368434301104803,0.0357714546127774,0.0444444444444445,0.0401891252955083,0.0433075960521949,0.0608039266219721,0.0333333333333333,-0.0485260870270358,0.0444444444444445,0.0412865497076024,0.0333333333333333,0.134208934050266,0.131703239289446,0.131703239289446,-0.000938215102974826,0.00254437196170179,0.110586946742553,0.115390829425917,0.115390829425917,0.162545966893793,0.0482592062324361,0.051256248992098,0.173695613738392,0.0588034188034188,0.176925418569254,0.172491921032308,0.164134116114314,0.0778388278388279,-0.0167883691702146
"AXIN2",-0.129306167947142,-0.124246606855303,-0.258212560386473,-0.259903381642512,0.0769230769230769,0.0769230769230769,-0.123787198644302,-0.2,0.1,-0.255555555555556,-0.063859649122807,-0.20513039561045,-0.226009691173307,0.04,0.0375609756097561,-0.0970833333333333,0.0997374210785972,0.561572017091137,0.197321571772253,-0.250587328242765,-0.0540148440253096,-0.251637197009169,-0.251637197009169,0.153174515517709,0.194032048107241,-0.18,-0.194075282002615,-0.197006114359004,-0.186976744186047,-0.197321571772253,0.176212909891455,0.212251509002618,-0.18,0.251637197009169,-0.186976744186047,-0.197321571772253,-0.2,0.105145830831854,0.106795995848356,0.103256172839506,-0.0291497606564851,-0.0291497606564851,-0.0255622140054118,0.116030798629815,0.116030798629815,0.211134644924968,-0.165383200817983,0.0560411163042742,0.204338491131458,0.0567167919799499,-0.0858516483516484,-0.0881467303188615,0.129008511617207,0.252657004830918,0.246190515183489
"ZEB2",-0.360613579968419,-0.33609709539287,-0.327925752855659,-0.326388888888889,-0.317142857142857,-0.314285714285714,-0.30635601842914,-0.3,-0.3,-0.288888888888889,-0.284615384615385,-0.224393672330825,-0.168102131098032,-0.158333333333333,-0.132017543859649,-0.0961038961038961,-0.0435832801496514,-0.0370964023836967,-0.0326872821368234,-0.0302574691546854,-0.0247714057016159,-0.024047619047619,-0.024047619047619,-0.0187346232011599,-0.0142404239364951,0.01,0.0147599044559756,0.0165204678362573,0.0166666666666667,0.0192982456140351,0.0215279287584471,0.0217431347535201,0.0227272727272727,0.024047619047619,0.0293939393939394,0.0345221445221445,0.05,0.0880203394489109,0.0890785405071119,0.0979220779220779,0.128791737408036,0.132450273993402,0.183076923076923,0.206381872720455,0.206381872720455,0.235539452495974,0.28115856540263,0.289511559478773,0.292687159438058,0.296615384615385,0.314703832752613,0.317431105479886,0.328170266124577,0.341944444444444,0.401653457653458
