"","GSK3","ZEB2","SUFU","SMO","Patched","Csn","SHH","FUS","SNAI1","cMet","RKIP","FOXC2","Csl","NOTCHic","Jagged","SRC","ERK","NOTCH","Frizzled","DSH","EGR1","cfos","Ecadherin","STAT","TWIST1","SNAI2","MEK","CDC42","SOSGRB2","PAK1","cateninnuc","TCFLEF","KLF4","cateninmemb","GLI","NFB","CD44","Destcompl","TGFR","Wnt","SMAD","LIV1","ILK","TGF","IKK","HEY1","AXIN2","AKT","RAS","RAF","PI3K","DELTA","TrCP","miR200","ZEB1"
"Destcompl",-0.0117890348904172,0.0140451962468614,-0.0111111111111111,-0.0128845101258894,-0.0123663754108635,0.0476190476190476,-0.020683590111057,-0.021455938697318,-0.00101304545307162,-0.00431437074250404,0.00934508245563496,0.100667473781979,-0.00367410889150019,-0.00367410889150019,0.0199983840577095,-0.022722330941509,0.0134349803202262,-0.00668012091554829,-0.022722330941509,0.0158730158730159,-0.0276923076923077,-0.0216317016317016,0.0214801200424027,-0.0158730158730159,0.00138336385555799,0.00415106840010915,-0.0235615625987072,-0.0978676988036594,-0.0654390620546781,-0.109591836734694,0.0105740291541127,0.015877445778284,-0.0148611182374587,0.0197682604379366,0.00916771017330975,-0.0389233954451346,0.00916511701116076,-0.0892586779012276,-0.0983940145931331,0.0049005487632912,-0.0494736842105263,-0.00555555555555556,-0.0444444444444444,-0.10617726582466,-0.0344188909406301,-0.0439758532066224,-0.0822933356234761,-0.0418014412762005,0.0291427167763497,0.032439420073053,0.032439420073053,0.032439420073053,-0.0333333333333333,0.0675587108542162,-0.0140451962468614
"SNAI1",-0.033532317517466,0.0155174703667677,-0.0523809523809524,-0.0499914661204984,-0.0539914661204984,-0.0291666666666667,-0.0553506894214693,-0.0685099846390169,-0.0413824326066154,-0.0258636854676459,0.0510850673325534,-0.107285518563536,-0.058974358974359,-0.0490842490842491,-0.0593202012911504,-0.0456656656656657,-0.127245394252027,-0.0547985347985348,-0.0482261208576998,0.042962962962963,0.115652173913043,0.151245394252027,-0.00449001608474147,-0.042962962962963,0.0532516034689948,0.0374295854150557,0.126796963758753,0.116513878278584,0.0562104323639911,0.0907563025210084,0.0278274785381272,0.0286018719299703,-0.0151165342496735,0.0132968117514431,0.0316996126310088,0.0607456140350877,0.0295673891713496,0.0282712573272739,0.114328085928857,0.0282261208576998,0.0371788002058208,-0.02,0.0333657620754395,0.106868408509503,0.0459307992202729,0.0251449380351841,0.0384316594271051,0.0417641325536062,0.0537888050701587,0.0541172122951176,0.0541172122951176,0.0541172122951176,0.0416666666666667,-0.0834028096192466,-0.0155174703667677
"PAK1",-0.0259415584415584,0.0171164863569276,-0.0523809523809524,-0.0685099846390169,-0.0499914661204984,-0.0416666666666667,-0.0539914661204984,-0.0523809523809524,0.0575499517350217,-0.0456656656656657,0.0531771175417584,-0.111478657064171,-0.0666666666666667,-0.058974358974359,-0.065673142467621,-0.042962962962963,-0.151245394252027,-0.0490842490842491,-0.042962962962963,-0.02,0.12,0.115652173913043,-0.0102132210795386,0.02,0.0502772444946358,0.0363903631555854,0.127245394252027,0.0907563025210084,0.0505500550055005,0.080952380952381,0.0286018719299703,0.0295673891713496,-0.0185433255269321,0.0140222003524794,0.0282261208576998,0.0291666666666667,0.0258636854676459,0.0306835380290283,0.116513878278584,0.0482261208576998,0.0333657620754395,0,0.0443335040109234,0.114328085928857,0.0607456140350877,0.0352639856542317,0.0391309601264058,0.0459307992202729,0.0541172122951176,0.0700263032042085,0.0700263032042085,0.0700263032042085,0.0666666666666667,-0.082346133346432,-0.0171164863569276
"LIV1",-0.0259415584415584,0.0171164863569276,-0.0523809523809524,-0.0685099846390169,-0.0499914661204984,-0.0416666666666667,-0.0539914661204984,-0.0523809523809524,0.0575499517350217,-0.0456656656656657,0.0531771175417584,-0.111478657064171,-0.0666666666666667,-0.058974358974359,-0.065673142467621,-0.042962962962963,-0.151245394252027,-0.0490842490842491,-0.042962962962963,-0.02,0.12,0.115652173913043,-0.0102132210795386,0.02,0.0502772444946358,0.0363903631555854,0.127245394252027,0.0907563025210084,0.0505500550055005,0.080952380952381,0.0286018719299703,0.0295673891713496,-0.0185433255269321,0.0140222003524794,0.0282261208576998,0.0291666666666667,0.0258636854676459,0.0306835380290283,0.116513878278584,0.0482261208576998,0.0333657620754395,0,0.0443335040109234,0.114328085928857,0.0607456140350877,0.0352639856542317,0.0391309601264058,0.0459307992202729,0.0541172122951176,0.0700263032042085,0.0700263032042085,0.0700263032042085,0.0666666666666667,-0.082346133346432,-0.0171164863569276
"EGR1",-0.0259415584415584,0.0171164863569276,-0.0523809523809524,-0.0685099846390169,-0.0499914661204984,-0.0416666666666667,-0.0539914661204984,-0.0523809523809524,0.0575499517350217,-0.0456656656656657,0.0531771175417584,-0.111478657064171,-0.0666666666666667,-0.058974358974359,-0.065673142467621,-0.042962962962963,-0.151245394252027,-0.0490842490842491,-0.042962962962963,-0.02,0.12,0.115652173913043,-0.0102132210795386,0.02,0.0502772444946358,0.0363903631555854,0.127245394252027,0.0907563025210084,0.0505500550055005,0.080952380952381,0.0286018719299703,0.0295673891713496,-0.0185433255269321,0.0140222003524794,0.0282261208576998,0.0291666666666667,0.0258636854676459,0.0306835380290283,0.116513878278584,0.0482261208576998,0.0333657620754395,0,0.0443335040109234,0.114328085928857,0.0607456140350877,0.0352639856542317,0.0391309601264058,0.0459307992202729,0.0541172122951176,0.0700263032042085,0.0700263032042085,0.0700263032042085,0.0666666666666667,-0.082346133346432,-0.0171164863569276
"RAF",0.0174940898345154,0.01724725011956,-0.1,-0.0666666666666667,-0.0466666666666667,-0.1,-0.0581420765027322,-0.0666666666666667,-0.168777210280501,0.0280701754385965,-0.0504201680672269,0.109799587385794,-0.0888888888888889,-0.0797979797979798,-0.0680087315061848,0.0333333333333333,0.132758620689655,-0.0721056721056721,0.0333333333333333,-0.1,-0.1,-0.15,-0.0533121756546382,0.1,-0.155894236482472,0.0666200384682637,-0.117865003668379,-0.153333333333333,0.00882539682539682,-0.133333333333333,-0.037003608417831,-0.0347135320819531,-0.01324725011956,-0.0715360738890151,-0.0348717948717949,0.0571428571428571,-0.039608636977058,-0.0174172107867537,-0.12,-0.0233333333333333,0.0593448272940259,0,0.058354728284125,-0.115327102803738,0.0696428571428571,0.0505226480836237,-0.0676863572433193,0.060551948051948,0.0702297702297702,0.0779220779220779,0.0779220779220779,0.0779220779220779,0.1,0.0203096216347642,-0.01724725011956
"Csl",-0.020334299220477,0.0178755527086058,-0.0416666666666667,-0.0728883861236802,-0.0546088162312071,-0.0333333333333333,-0.0571950231277588,-0.0493589743589744,0.0560393793002489,-0.0306693306693307,0.0517498476498304,-0.116021127027007,-0.063963133640553,-0.0586999757458162,-0.0723666985608211,-0.0251748251748252,-0.146666666666667,-0.0486999757458162,-0.0251748251748252,-0.0384615384615385,0.106666666666667,0.106666666666667,-0.0239237957510656,0.0384615384615385,0.0669535416069607,0.0492337950808781,0.122753623188406,0.0973333333333333,0.0750636013537169,0.0973333333333333,0.0145445221637069,0.0154021550968116,-0.0195859213250518,0.0288828382066476,0.0125404165726746,0.0222222222222222,0.0106693306693307,0.0259460322972257,0.123447983014862,0.0327017068952553,0.0341937878268814,0,0.0469715656046591,0.121407166688331,0.0617571059431525,0.138973266006514,0.0462020073586984,0.0485788113695091,0.0488485493693184,0.0650250199575537,0.0650250199575537,0.0650250199575537,0.0666666666666667,-0.0810037847100071,-0.0178755527086058
"ERK",0.012329698294102,0.0181983812281714,-0.0666666666666667,-0.0581420765027322,-0.0627172399014251,-0.0696428571428571,-0.0612679645391062,-0.0466666666666667,-0.173531483784775,0.0347135320819531,-0.0587473928143314,0.114816912403119,-0.0721056721056721,-0.0786750151713655,-0.0670557392091277,0.039608636977058,0.0195316703350452,-0.0795060401021135,0.0348717948717949,-0.0233333333333333,-0.132758620689655,-0.117865003668379,-0.048375196332624,0.0280701754385965,-0.157053594923384,0.0700092516960242,-0.0164676034826776,-0.115327102803738,0.0160530127908769,-0.12,-0.0381333068895369,-0.0420221957784258,-0.0175336158286343,-0.078125702986778,-0.0327335822072664,0.060551948051948,-0.037003608417831,-0.0220697228980027,-0.121166518862132,-0.02997668997669,0.0588019768807194,-0.0333333333333333,0.0597138309840628,-0.120617068312682,0.0640813598166539,0.0533647206867885,-0.0666975635715988,0.0686685157799567,0.0726877303114927,0.0692773892773893,0.0692773892773893,0.0692773892773893,0.0571428571428571,0.0217286102828551,-0.0181983812281714
"GLI",0.0382469006333462,0.0191646185355863,0.0476190476190476,0.0338032581453634,0.0501297887576083,-0.0388888888888889,0.0488952208563737,0.0601190476190476,0.0729389170655471,-0.044594807238395,0.0479337279734499,-0.13109917870657,-0.0527320954907162,-0.0527320954907162,-0.0621356882225953,-0.0348387096774194,-0.25530303030303,-0.0413035240621448,-0.134838709677419,0.08,0.228571428571429,0.220238095238095,-0.0109088439630908,0.02,0.0597413273389504,0.037042006519452,0.232651096601373,0.205344827586207,0.0582277899092059,0.195,0.0245110315421535,0.0232558014166305,-0.0225791505791506,0.0119386008685324,0.0269288223182204,0.0125730994152047,0.0239051520659812,0.0553652787331498,0.224841682932119,0.147779886148008,0.0300631365169434,0,0.0419550284088353,0.22554756528506,0.0472669769662251,0.0311476393819348,0.040600845410628,0.0347669769662251,0.0960351630110442,0.109302489743718,0.109302489743718,0.109302489743718,0.05,-0.0819624853990179,-0.0191646185355863
"NOTCHic",-0.0266671416357937,0.0195330112721417,-0.0666666666666667,-0.0493589743589744,-0.0728883861236802,-0.0666666666666667,-0.0546088162312071,-0.0416666666666667,0.0512962962962963,-0.0251748251748252,0.0549756541014433,-0.120618828176432,0.0457142857142857,-0.063963133640553,-0.0562208652274877,0.0384615384615385,-0.106666666666667,-0.0586999757458162,0.0384615384615385,0,0.14,0.106666666666667,-0.0225284469138563,0,0.0802718260313399,0.0572129151405351,0.146666666666667,0.0973333333333333,0.0579904306220096,0.133333333333333,0.0154021550968116,0.0106693306693307,-0.00672877846790891,0.0330112785736201,0.0327017068952553,0.0333333333333333,0.0306693306693307,0.0191818641070978,0.0973333333333333,0.0251748251748252,0.0469715656046591,0.1,0.0376190476190476,0.123447983014862,0.0222222222222222,0.131783723522854,0.0541711590296496,0.0617571059431525,0.0650250199575537,0.046798418972332,0.046798418972332,0.046798418972332,0.1,-0.082528839176238,-0.0195330112721417
"DSH",0.098513978087944,0.0196042676150488,-0.1,-0.0593073593073593,-0.0754363915654238,-0.153333333333333,-0.0625529559826017,-0.0545454545454545,-0.0065527950310559,0.0225563909774436,-0.0206393606393606,-0.0738994338994339,-0.127380952380952,-0.133263305322129,-0.0297997588746563,0.0618421052631579,-0.0333769063180828,-0.129766801825625,0.0618421052631579,-0.025,0.0466666666666667,0.0407843137254902,0.000833997790415315,0.025,0.0375338220394541,0.0206144970733034,0.0551814175962783,0.0623188405797102,-0.0370288248337029,0.0666666666666667,-0.0319187838561392,-0.0357478132417136,-0.0136520627668543,-0.0344022569399883,-0.0140596589512998,0.128333333333333,-0.0152716227655231,0.00306260810715795,0.0556521739130435,-0.0225563909774436,0.0399674436059471,0,0.0335523492663245,0.0720284805332525,0.115833333333333,0.0228564045137393,-0.0755966494500495,0.135373563218391,-0.0776754140604364,-0.0930815765254224,-0.0930815765254224,-0.0930815765254224,0.133333333333333,-0.0681581054446908,-0.0196042676150488
"cfos",-0.0313961038961039,0.0200103770321688,-0.0666666666666667,-0.0523809523809524,-0.0685099846390169,-0.0666666666666667,-0.0499914661204984,-0.0523809523809524,0.0549246534056661,-0.042962962962963,0.0537296037296037,-0.115616588098654,-0.0666666666666667,-0.0666666666666667,-0.0497222222222222,0.02,-0.115652173913043,-0.058974358974359,0.02,0,0.24,0.12,-0.00972879201379461,0,0.0622337662337662,0.0438044680380447,0.151245394252027,0.080952380952381,0.0277777777777778,0.114285714285714,0.0295673891713496,0.0258636854676459,-0.00542857142857143,0.0189672552975344,0.0482261208576998,0.0416666666666667,0.0456656656656657,0.024818876374893,0.0907563025210084,0.042962962962963,0.0443335040109234,0.1,0.0346560846560847,0.116513878278584,0.0291666666666667,0.0279110444777611,0.0473070607553366,0.0607456140350877,0.0700263032042085,0.0553921568627451,0.0553921568627451,0.0553921568627451,0.1,-0.0828537475596299,-0.0200103770321688
"CDC42",-0.0313961038961039,0.0200103770321688,-0.0666666666666667,-0.0523809523809524,-0.0685099846390169,-0.0666666666666667,-0.0499914661204984,-0.0523809523809524,0.0549246534056661,-0.042962962962963,0.0537296037296037,-0.115616588098654,-0.0666666666666667,-0.0666666666666667,-0.0497222222222222,0.02,-0.115652173913043,-0.058974358974359,0.02,0,0.14,0.12,-0.00972879201379461,0,0.0622337662337662,0.0438044680380447,0.151245394252027,0.080952380952381,0.0277777777777778,0.214285714285714,0.0295673891713496,0.0258636854676459,-0.00542857142857143,0.0189672552975344,0.0482261208576998,0.0416666666666667,0.0456656656656657,0.024818876374893,0.0907563025210084,0.042962962962963,0.0443335040109234,0.1,0.0346560846560847,0.116513878278584,0.0291666666666667,0.0279110444777611,0.0473070607553366,0.0607456140350877,0.0700263032042085,0.0553921568627451,0.0553921568627451,0.0553921568627451,0.1,-0.0828537475596299,-0.0200103770321688
"Csn",0.103646444852435,0.0205144747725393,-0.0857142857142857,-0.0554112554112554,-0.0715402876693199,-0.16,-0.0567861893086642,-0.0523809523809524,-0.0245447746562236,0.0340465309513918,-0.031144309853309,-0.0569181678247157,-0.139393939393939,-0.143290043290043,-0.0385159023885893,0.0810344827586207,-0.0510822510822511,-0.138482350982351,0.0810344827586207,-0.05,0.0666666666666667,0.0575757575757576,-0.00355408836015167,0.05,0.012098332554153,0.0266856782497576,0.0771239177489178,0.0388398914518317,-0.0433552404012452,0.0522727272727273,-0.0447376535647639,-0.0485259879003021,-0.0118810601163542,-0.0208509135291452,-0.0266229501653656,0.135,-0.028268753173614,0.000226441777657635,0.0375578401697805,-0.0340465309513918,0.0415505097478804,0,0.0340954968944099,0.0568895824132172,0.1225,0.024202657807309,-0.0725282302486623,0.1457,-0.0694826337555297,-0.084645781548236,-0.084645781548236,-0.084645781548236,0.06,-0.0738388201036362,-0.0205144747725393
"Jagged",-0.0103448275862069,0.0210144927536232,0,-0.0666666666666667,-0.0416666666666667,0,-0.0493589743589744,-0.1,0.075,0,0.0256410256410256,-0.0942857142857143,0,0.06,-0.0902164502164502,-0.1,-0.14,0.0457142857142857,-0.1,0,0.1,0.2,-0.0135438596491228,0,0.03,0.0347913524384113,0.106666666666667,0.1,0.08,0.2,0.0306693306693307,0.0251748251748252,-0.0166666666666667,0.0362099871959027,-0.0384615384615385,0.1,-0.0384615384615385,0.0391351351351351,0.133333333333333,0,0.030952380952381,0,0.0166666666666667,0.0973333333333333,0.0666666666666667,0.116666666666667,0.0171428571428571,0.0333333333333333,0.0163636363636364,0.08,0.08,0.08,0,-0.0757575757575758,-0.0210144927536232
"DELTA",-0.0103448275862069,0.0210144927536232,0,-0.0666666666666667,-0.0416666666666667,0,-0.0493589743589744,-0.1,0.075,0,0.0256410256410256,-0.0942857142857143,0,0.06,-0.0902164502164502,-0.1,-0.14,0.0457142857142857,-0.1,0,0.1,0.2,-0.0135438596491228,0,0.03,0.0347913524384113,0.106666666666667,0.1,0.08,0.2,0.0306693306693307,0.0251748251748252,-0.0166666666666667,0.0362099871959027,-0.0384615384615385,0.1,-0.0384615384615385,0.0391351351351351,0.133333333333333,0,0.030952380952381,0,0.0166666666666667,0.0973333333333333,0.0666666666666667,0.116666666666667,0.0171428571428571,0.0333333333333333,0.0163636363636364,0.08,0.08,0.08,0,-0.0757575757575758,-0.0210144927536232
"GSK3",0.0071662243441836,0.0218330937666089,-0.0545454545454545,-0.0754363915654238,-0.0625529559826017,-0.128333333333333,-0.0635098937816448,-0.0593073593073593,-0.00400572969329289,0.0152716227655231,-0.0249000122684333,-0.0715070894018262,-0.133263305322129,-0.129766801825625,-0.0448362552250212,0.0225563909774436,-0.0551814175962783,-0.12431225637108,0.0225563909774436,-0.0618421052631579,0.0407843137254902,0.0333769063180828,-0.00170139898271606,0.0618421052631579,0.0233212740240892,0.0144885264089375,0.0483632357780965,0.0556521739130435,-0.0281916155313773,0.0623188405797102,-0.0279714154350866,-0.0319187838561392,-0.01823221543861,-0.0343138396101916,-0.0343426778192244,0.115833333333333,-0.0357478132417136,0.00922675041078599,0.0720284805332525,-0.0140596589512998,0.0353197674440281,-0.025,0.0399674436059471,0.0717720702768423,0.135373563218391,0.0294307989774072,-0.0848812765428958,0.131100058944887,-0.0890199518755624,-0.0776754140604364,-0.0776754140604364,-0.0776754140604364,0.153333333333333,-0.0656962062653239,-0.0218330937666089
"Wnt",0.116065830721003,0.0230033476805356,0,-0.1,-0.0545454545454545,-0.1,-0.0593073593073593,-0.1,0.00429606625258799,0.025,-0.035,-0.0630769230769231,-0.15,-0.135714285714286,-0.0528676470588235,0,-0.0466666666666667,-0.127380952380952,-0.1,0,0.1,0.0666666666666667,0.00186954404106253,0.1,0.00588235294117647,0.00508620689655173,0.0407843137254902,0.0333333333333333,-0.0424242424242424,0.1,-0.0152716227655231,-0.0225563909774436,-0.0156862745098039,-0.0220762711864407,-0.0618421052631579,0.133333333333333,-0.0618421052631579,0.0173695107333551,0.0666666666666667,-0.025,0.0326177698270722,0,0.0256410256410257,0.0623188405797102,0.153333333333333,0.018974358974359,-0.102424242424242,0.128333333333333,-0.101742993848257,-0.0699248120300752,-0.0699248120300752,-0.0699248120300752,0.1,-0.0637373737373737,-0.0230033476805356
"TGFR",-0.0795539008047202,0.0240730695408818,-0.06,-0.0703448275862069,-0.0609698275862069,0.05,-0.0728342343658679,-0.06,0.00926369956136649,-0.0145911949685535,-0.0561471861471861,-0.0428362581030134,0.08,0.0662068965517241,-0.0521957909116134,-0.0466666666666667,0.0747869674185464,0.0640486231704292,-0.0514285714285714,0.0714285714285714,-0.0761904761904762,-0.081453634085213,0.064418683255187,-0.0666666666666667,0.0204474759456966,-0.0572845244499959,-0.0939650496103272,0.174285714285714,0.04317738791423,0.16,0.0293004053889195,0.031337606451807,-0.0362986270022883,0.0530785911229797,0.0225789061820711,-0.05,0.0198543528632903,0.0125011199343365,0.0582142857142857,0.0193530997304582,0.0693888604794356,0,0.0768621700879765,0.0482852077001013,-0.0394736842105263,0.0638942617666022,0.0251496847348063,-0.0557527539779682,0.0780075187969925,0.0797619047619048,0.0797619047619048,0.0797619047619048,-0.1,0.0535052544785582,-0.0240730695408818
"ILK",0.010016835016835,0.0270961747569664,-0.1,-0.0666666666666667,-0.058974358974359,-0.233333333333333,-0.0756410256410256,-0.1,-0.0240700483091787,0.063768115942029,-0.0228991596638655,-0.0367990708478513,-0.125,-0.125,-0.032719298245614,0.0333333333333333,-0.0322128851540616,-0.125,0.0333333333333333,0,0.0666666666666667,0.0380952380952381,-0.00282047584715212,0,-0.000529477649933813,0.00833361270914073,0.0240161638425862,0.0426470588235294,-0.0130769230769231,0.025,-0.0340525731703967,-0.0157020577064792,-0.0361842105263158,-0.0425654751141567,-0.0253065774804905,0.233333333333333,-0.0253065774804905,-0.0075345925763233,0.0346470588235294,-0.063768115942029,0.0282589835934374,-0.1,0.0274589835934374,0.0322080344332855,0.215686274509804,0.0156425520465476,-0.0930476190476191,0.197737556561086,-0.0283676688608195,-0.03795670995671,-0.03795670995671,-0.03795670995671,0.2,-0.0541960365730858,-0.0270961747569664
"AKT",0.0132426414684479,0.0346304213323089,-0.1,-0.058974358974359,-0.0756410256410256,-0.233333333333333,-0.0630094466936572,-0.0666666666666667,-0.0283306999382514,0.0253065774804905,-0.0284892217756668,-0.047325386637325,-0.125,-0.125,-0.0274212850005809,0.063768115942029,-0.0240161638425862,-0.121341463414634,0.063768115942029,-0.0333333333333333,0.0380952380952381,0.0322128851540616,-0.00797199099866728,0.0333333333333333,0.0016111951329408,0.0206954217543669,0.0455351511843584,0.0346470588235294,-0.0241880341880342,0.0426470588235294,-0.0328218039396275,-0.0340525731703967,-0.0267825011246064,-0.0516378502415777,-0.0146920523408257,0.215686274509804,-0.0157020577064792,-0.0147306223529982,0.0322080344332855,-0.0253065774804905,0.0360030913375451,0,0.0282589835934374,0.0482201190254305,0.197737556561086,0.017898191144292,-0.081134261646897,0.116929475753005,-0.01415080139094,-0.0283676688608195,-0.0283676688608195,-0.0283676688608195,0.233333333333333,-0.0515222397816419,-0.0346304213323089
"TCFLEF",-0.111107417502419,0.0353223905723906,-0.0333333333333333,0.0152380952380952,0.00394777265745008,0.0662337662337662,0.0076287542525421,-0.0133333333333333,-0.0104783338465347,-0.020982905982906,0.0705900720944115,-0.160525878557828,0.16252191933684,0.174286625219193,0.0416001498855162,-0.015,-0.0586295005807201,0.171961043823845,-0.00764705882352941,0.0176470588235294,0.0742857142857143,0.0767247386759582,-0.141450135553774,-0.025,0.104278785781359,0.0602441570835511,0.0715546706487473,0.147286821705426,0.149730078304929,0.133333333333333,-0.0813550524774022,-0.0785200009310105,-0.0289868220015279,-0.148699027884706,0.0254312070424602,-0.0702337662337662,0.0316747298822771,0.0823606598605655,0.149155980583931,0.0136299648064354,0.0476360630413161,0,0.0401790840738209,0.153129490517706,-0.0960402178466695,0.0542730992482634,0.377313797313797,-0.0884315221944955,0.152375760719098,0.144622804083093,0.144622804083093,0.144622804083093,-0.0571428571428571,-0.0563969297101827,-0.0353223905723906
"TGF",-0.0734414313670674,0.0365258997295611,0,-0.06,-0.0703448275862069,0.1,-0.0609698275862069,-0.06,0.0142784488239034,-0.0466666666666667,-0.0718614718614719,-0.047639751552795,0.06,0.08,-0.0536450662739323,-0.0666666666666667,0.081453634085213,0.0662068965517241,-0.0714285714285714,0,-0.133333333333333,-0.0761904761904762,0.0581154464579128,0,0.00870370370370371,-0.050571561487033,-0.0747869674185464,0.16,0.0394736842105263,0.16,0.031337606451807,0.0198543528632903,-0.0237986270022883,0.0449954502453816,0.0193530997304582,-0.05,0.0145911949685535,0.0120978941278848,0.174285714285714,0.0514285714285714,0.0768621700879765,0,0.0736363636363636,0.0582142857142857,-0.05,0.0638942617666022,0.0290123456790123,-0.0394736842105263,0.0797619047619048,0.101190476190476,0.101190476190476,0.101190476190476,0,0.0596636122498192,-0.0365258997295611
"RAS",0.0619767441860465,0.0545692194403535,-0.1,0,-0.012,0.1,-0.00352542372881356,0,-0.0437266470009833,-0.0529411764705882,0.038314465408805,0.0657142857142857,0.15,0.134210526315789,-0.0081411393652671,0,0.114210526315789,0.14364448857994,0,0.1,-0.08,-0.13,-0.0333818481279205,-0.1,-0.0268739770867431,-0.0224839266384906,-0.108328173374613,-0.06,0.0415584415584416,-0.1,0.0347479948104667,0.0316318475016848,-0.0617857142857143,0.000452909971443052,0.0612745098039216,-0.133333333333333,0.0593241551939925,-0.0290454517198703,-0.0835294117647059,0.0529411764705882,0.0138528138528139,0,0.0138528138528139,-0.0627373325567851,-0.14,0.0138339920948617,0.0803162055335968,-0.128888888888889,0.0416666666666667,0.124358974358974,0.124358974358974,0.124358974358974,-0.1,0.0698461538461538,-0.0545692194403535
"TWIST1",0.0780368306289232,0.0565240679275767,-0.233333333333333,-0.137333333333333,-0.146922374429224,-0.15,-0.150370650291293,-0.133333333333333,-0.0704107860320193,0.0539007092198581,-0.0874113482809135,-0.0302166044757943,-0.0466666666666667,-0.0569230769230769,-0.0356908785927884,0.0666666666666667,-0.0241037376048818,-0.0597532656023222,0.0666666666666667,-0.0333333333333333,0.0666666666666667,0.0188405797101449,-0.0738462559348837,0.0333333333333333,-0.0792962932694054,0.0540778590905784,0.0445017475551305,0.0379937304075235,-0.0134092198165425,0.0345454545454545,-0.0559625417634103,-0.0603903738508169,-0.0480612883051907,-0.126268127630468,-0.0521824561403509,0.0807692307692308,-0.0534991027941553,-0.0752604507303202,0.0292437304075235,-0.0529824561403509,0.0203665411586204,-0.0333333333333333,0.0140959140959141,0.0353940720931727,0.0712454212454212,-0.00163903892717452,-0.102828569280182,0.0864996585335568,0.00833801193548362,-0.000908563406982133,-0.000908563406982133,-0.000908563406982133,0.1,0.076983195332425,-0.0565240679275767
"AXIN2",-0.0978203367951652,0.0685037631563854,-0.05,-0.0470695970695971,-0.0434981684981685,0.0777777777777778,-0.0418588242358734,-0.0423076923076923,-0.102114072064259,0.0727933707564822,-0.0901499665209343,0.144543161756277,0,0.00178571428571429,-0.0639267782746044,0.0796899224806202,0.093049160398146,0.00246138996138996,0.0796899224806202,-0.0866666666666667,-0.0866666666666667,-0.0939837398373984,0.0102367643887066,0.0866666666666667,-0.0932192879116476,0.0555762075008888,-0.0875319190188357,-0.156141975308642,-0.104143539178602,-0.1475,-0.0781861155629486,-0.0822933356234761,-0.0617947549106718,-0.0786289553023006,-0.0815984022030231,-0.0908212560386474,-0.0819416357407094,0.0985432195338425,-0.15171719654758,-0.0727933707564822,-0.0872958362088797,-0.0666666666666667,-0.0892799631930067,-0.150397064534379,-0.0893719806763285,-0.0889240878084692,0.320583543909623,-0.0860386473429952,0.0707873982436007,0.0728871357764091,0.0728871357764091,0.0728871357764091,-0.0666666666666667,0.100968726577613,-0.0685037631563854
"cMet",0.0788018433179723,0.0688311688311688,-0.1,-0.05,-0.05,-0.1,-0.0375,-0.05,-0.11919327079898,0.0766666666666667,-0.0214814814814815,0.141012658227848,-0.0857142857142857,-0.0909774436090226,-0.0526461943853248,0.25,0.15,-0.076083826587746,0.15,-0.1,-0.1,-0.16,-0.123662919073141,0.2,-0.102759188377166,0.00439899111431958,-0.140909090909091,-0.165833333333333,-0.107619047619048,-0.153333333333333,-0.0950374458021285,-0.0989922480620155,0.0301587301587302,-0.141055427372153,-0.0766666666666667,0.0666666666666667,-0.0789922480620155,0.0558364131893544,-0.171388888888889,-0.0766666666666667,0.0375365903937333,-0.1,0.0339002267573696,-0.143729314420804,0.06,0.0456484348125215,-0.108888888888889,0.0725,-0.00582210242587601,-0.0171428571428571,-0.0171428571428571,-0.0171428571428571,0.1,0.103382603205973,-0.0688311688311688
