"","AXIN2","Destcompl","EGR1","PAK1","SRC","cMet","TrCP","cateninnuc","TCFLEF","CD44","CDC42","ZEB2","cfos","Csn","MEK","ERK","FOXC2","RAF","RAS","GSK3","Csl","SHH","SOSGRB2","Jagged","NOTCH","NOTCHic","TWIST1","FUS","ILK","HEY1","SNAI1","NFB","Patched","RKIP","SNAI2","SMAD","PI3K","DELTA","KLF4","AKT","SMO","SUFU","IKK","ZEB1","TGF","TGFR","STAT","DSH","GLI","miR200","Wnt","Frizzled","cateninmemb","Ecadherin","LIV1"
"CD44",-0.16,0.19365382516643,-0.1,0.133333333333333,0,0,-0.1,-0.150494931425164,-0.144341085271318,-0.146666666666667,0.113333333333333,-0.0523809523809524,-0.1,0,-0.12,-0.12,-0.0266666666666667,0.2,0.197142857142857,0.343452380952381,0,0.161818181818182,-0.133333333333333,-0.186013986013986,-0.0270676691729323,-0.0428571428571429,0.13992673992674,0.1,-0.144444444444444,-0.140350877192982,-0.0321105794790005,0,-0.18,0.0737037037037037,-0.194907314907315,-0.146485260770975,-0.2,-0.2,0.0476190476190476,-0.0133333333333333,-0.2,-0.1,-0.0333333333333333,0.0523809523809524,-0.107777777777778,-0.113333333333333,-0.1,0,0.146666666666667,-0.0827228809837506,0.1,0.1,0.0762087912087912,0.1303810661166,-0.1
"SUFU",-0.144691120481914,-0.273419500356577,0.238461538461538,0.21,0.0355555555555556,0.0209924487594391,0.2,0.0294861173939409,0.0249336877264217,0.0322706442481609,0.212702702702703,-0.0522839612220509,0.247552447552448,0.157142857142857,0.262578126202484,0.257897275138654,-0.124986489711916,-0.21582993844279,-0.215197027050385,-0.272707538809427,-0.218030303030303,0.201919874419874,-0.00670469880996197,-0.0351774242466227,-0.199632034632035,-0.204393939393939,0.128277313696209,0.2275,0.00800819252432156,0.0208791208791209,-0.296403231064864,-0.169142857142857,-0.199217171717172,-0.315825092923767,0.246131604962842,0.00408209552663102,0.21582993844279,0.21582993844279,-0.0724976276954288,-0.166406667158345,-0.238611111111111,-0.24,-0.184527472527473,0.0522839612220509,-0.211393373733799,-0.219085681426107,0.02,0.1125,0.0581383249134178,-0.181617817092048,0.0704059829059829,0.0569444444444444,-0.102128778900386,-0.0906444231268228,0
"cMet",-0.171111111111111,0.188248419761025,-0.1,0.113333333333333,0,-0.146666666666667,0,-0.145975157413865,-0.150494931425164,-0.144341085271318,0.113333333333333,-0.0453102453102453,-0.12,0,-0.121818181818182,-0.12,-0.010210970464135,0.197142857142857,0.193369272237197,0.349903993855607,-0.0428571428571429,0.174318181818182,-0.14,-0.186013986013986,-0.0334506478963366,-0.0270676691729323,0.129814380376178,0.2,-0.146485260770975,-0.142311661506708,-0.040585155750187,-0.0333333333333333,-0.161818181818182,0.0922222222222222,-0.188337971841622,-0.148303442589157,-0.197142857142857,-0.197142857142857,0.0476190476190476,-0.00083333333333333,-0.18,-0.1,-0.0133333333333333,0.0453102453102453,-0.0971394799054373,-0.107777777777778,0,0.1,0.142121212121212,-0.0764728809837505,0.146666666666667,0.1,0.0673119940557663,0.133688954157312,-0.1
"PI3K",0.246380952380952,-0.256337422735402,0.2,0.25,0.188888888888889,0.219323671497585,0.2,0.2124025211237,0.212196335556689,0.211631363805277,0.255882352941176,-0.0444874791047925,0.228571428571429,0.3,0.230885796941728,0.222689075630252,-0.244174216027875,-0.252709956709957,-0.252709956709957,-0.411123136123136,-0.1,-0.0346153846153846,-0.0373076923076923,0.0819298245614035,-0.104466501240695,-0.107692307692308,-0.00167215377479098,0,0.017046818727491,0.0272929068711533,-0.236107085346216,-0.266666666666667,0.00128205128205128,-0.279460245636716,-0.106641958670261,0.016246818727491,0.252709956709957,0.252709956709957,-0.0361842105263158,-0.285369532428356,0.0166666666666667,-0.1,-0.272549019607843,0.0444874791047925,-0.259199426111908,-0.251882352941176,-0.2,-0.2,-0.211631363805277,-0.159317476940428,-0.219323671497585,-0.188888888888889,0.0792338252930039,-0.0380595157801707,-0.1
"Csn",0.190085969468052,-0.243409179665996,0.09,0.134090909090909,0.153448275862069,0.152243456584961,0.22,0.14989314721195,0.151155925323796,0.151799012140516,0.138568521031208,-0.0186881720430108,0.0990909090909091,0.12,0.10090367965368,0.102987012987013,-0.124107535302106,-0.206320549332958,-0.206128610753303,-0.375892266845983,-0.0909090909090909,-0.0279332953314973,0.0287074829931973,0.0403374964263195,-0.0850899100899101,-0.087012987012987,-0.00790166744584697,-0.0142857142857143,0.00372412008281574,0.00931339977851606,-0.131329478409165,-0.128333333333333,0.0287529674626449,-0.144459766474064,-0.0876039227041408,0.00809430003140185,0.206320549332958,0.206320549332958,-0.0170121381886088,-0.120166666666667,0.0233766233766234,0.0142857142857143,-0.124166666666667,0.0186881720430108,-0.136420549670826,-0.138568521031208,-0.15,-0.15,-0.151806775362253,-0.0308967492818316,-0.152243456584961,-0.153448275862069,0.0687398540918346,0.029675793781235,-0.133333333333333
"cfos",-0.0720197044334975,-0.0614215518048233,-0.16,-0.285714285714286,-0.08,-0.0540740740740741,-0.1,-0.0674810454018375,-0.0582217861425782,-0.0621821821821822,-0.252380952380952,-0.0119086052500096,-0.2,0,-0.222991893883567,-0.204347826086957,0.0190667486506798,0.0286492374727669,0.0335272862532547,0.0483089826839827,0.0166666666666667,0.0402287079706434,0.0666666666666667,-0.0225347222222222,0.00282051282051282,0.0166666666666667,-0.0968917748917749,0.0428571428571429,-0.0526455026455026,-0.0485507246376812,0.0670875116444737,-0.025,-0.0439324116743472,0.0765734265734266,-0.172124055992669,-0.0203874381293736,-0.0286492374727669,-0.0286492374727669,0.0176825396825397,-0.0171052631578947,0.0238095238095238,0,0.025,0.0119086052500096,0.252470078940667,0.266106442577031,0,0,0.0646003898635478,0.0915881504116798,0.0540740740740741,0.08,0.0821930610372095,0.0931135099047609,0.1
"CDC42",-0.0720197044334975,-0.0614215518048233,-0.26,-0.185714285714286,-0.08,-0.0540740740740741,-0.1,-0.0674810454018375,-0.0582217861425782,-0.0621821821821822,-0.252380952380952,-0.0119086052500096,-0.2,0,-0.222991893883567,-0.204347826086957,0.0190667486506798,0.0286492374727669,0.0335272862532547,0.0483089826839827,0.0166666666666667,0.0402287079706434,0.0666666666666667,-0.0225347222222222,0.00282051282051282,0.0166666666666667,-0.0968917748917749,0.0428571428571429,-0.0526455026455026,-0.0485507246376812,0.0670875116444737,-0.025,-0.0439324116743472,0.0765734265734266,-0.172124055992669,-0.0203874381293736,-0.0286492374727669,-0.0286492374727669,0.0176825396825397,-0.0171052631578947,0.0238095238095238,0,0.025,0.0119086052500096,0.252470078940667,0.266106442577031,0,0,0.0646003898635478,0.0915881504116798,0.0540740740740741,0.08,0.0821930610372095,0.0931135099047609,0.1
"GLI",0.0727777777777778,0.104263160938339,0.102857142857143,0.175,0.0638709677419355,0.0638709677419355,0,0.0593491693844713,0.0688530546205741,0.0630088987764183,0.188793103448276,-0.00951809182454343,0.111190476190476,-0.0333333333333333,0.101001769869173,0.128073593073593,-0.0402242432060544,0.100496619994353,0.103466917024056,0.0993434262516214,-0.0180371352785146,0.0725343451220644,-0.111769145308968,-0.00452037402554977,0.00422476948339017,-0.000537135278514589,0.106819593347607,0.119642857142857,0.00772023492597836,0.00701068409048036,-0.102533002344258,-0.0245614035087719,-0.056484962406015,-0.103237510586071,0.165528314775489,0.0331256403313838,-0.100496619994353,-0.100496619994353,-0.00413384813384813,0.0220266066953097,-0.056484962406015,-0.0571428571428571,0.0142141066953097,0.00951809182454343,-0.169232615101994,-0.175585556278465,-0.08,-0.02,-0.105272719932173,-0.109847242540741,-0.00740037950664137,-0.00387096774193549,-0.0755433629977446,-0.114420443591453,0
"RKIP",-0.149847632442569,0.179298618402065,-0.08,0.0333333333333333,-0.1,-0.115789473684211,0.1,-0.105678973497374,-0.109495767390504,-0.115789473684211,0.0266666666666667,-0.00807747489239598,-0.13,0.1,-0.104761555392517,-0.119655172413793,0.0726348364279399,0.0659090909090909,0.0582167832167832,0.182505910165485,-0.111111111111111,0.124918032786885,-0.129396825396825,-0.135097825208182,-0.125446775446775,-0.129292929292929,0.142400475341652,0.1,-0.10112323491656,-0.0897406116918312,-0.0213685485119129,-0.0857142857142857,-0.12,0.155392156862745,-0.250168735792971,-0.113994522045273,-0.0659090909090909,-0.0659090909090909,-0.018077474892396,-0.0955627705627706,-0.14,-0.1,-0.110714285714286,0.00807747489239598,-0.0371250556297285,-0.0361904761904762,0.1,0.1,0.11,-0.0112722789861886,0.11,0.1,0.0627597345244404,0.102990165441184,0
"RAF",-0.149847632442569,0.179298618402065,-0.08,0.0333333333333333,-0.1,-0.115789473684211,0.1,-0.105678973497374,-0.109495767390504,-0.115789473684211,0.0266666666666667,-0.00807747489239598,-0.13,0.1,-0.104761555392517,-0.119655172413793,0.0726348364279399,0.0659090909090909,0.0582167832167832,0.182505910165485,-0.111111111111111,0.124918032786885,-0.129396825396825,-0.135097825208182,-0.125446775446775,-0.129292929292929,0.142400475341652,0.1,-0.10112323491656,-0.0897406116918312,-0.0213685485119129,-0.0857142857142857,-0.12,0.155392156862745,-0.250168735792971,-0.113994522045273,-0.0659090909090909,-0.0659090909090909,-0.018077474892396,-0.0955627705627706,-0.14,-0.1,-0.110714285714286,0.00807747489239598,-0.0371250556297285,-0.0361904761904762,0.1,0.1,0.11,-0.0112722789861886,0.11,0.1,0.0627597345244404,0.102990165441184,0
"NOTCHic",0.0181925726265349,0.0394654614561157,-0.26,-0.288888888888889,0.00615384615384615,0.0152447552447552,-0.1,0.00527411519777932,0.00909090909090909,0.0119480519480519,-0.268888888888889,-0.00342995169082126,-0.226666666666667,0,-0.255238095238095,-0.240952380952381,0.0299275839368005,0.0627931488801054,0.0672266464170512,0.0846640385041639,0.154285714285714,0.026751569113998,0.0920095693779904,0.0142999213197889,0.0417220470531167,0.0575115207373272,-0.118178658991579,0.025,-0.0452380952380952,-0.143935340022297,0.0933190883190883,-0.0111111111111111,-0.0299773755656109,0.101924010908955,-0.191524536779753,-0.0229359369647139,-0.0627931488801054,-0.0627931488801054,0.0202208419599724,-0.00155038759689923,0.0288461538461538,0,0.0333333333333333,0.00342995169082126,0.272237974567952,0.28179211469534,-0.06,-0.06,-0.00986841115873374,0.100384855991792,-0.0152447552447552,-0.00615384615384615,-0.0102364605137023,-0.0271996410281744,0
"TrCP",-0.0707618427982774,-0.0648801984213646,-0.2,-0.252380952380952,-0.0540740740740741,-0.0621821821821822,0,-0.0561707005742513,-0.0674810454018375,-0.0582217861425782,-0.266106442577031,-0.00129767277412536,-0.204347826086957,0.025,-0.193658560550233,-0.222991893883567,0.0314805417541281,0.0335272862532547,0.0303454680714365,0.0461271645021645,0.0166666666666667,0.0242287079706434,0.0795379537953795,-0.00781079584185412,-0.00377289377289377,0.00282051282051282,-0.101239600978731,-0.0238095238095238,-0.0203874381293736,-0.0206095481670929,0.074008752694593,0.025,-0.0402287079706434,0.0804408298883437,-0.166156605721421,-0.047484212322922,-0.0335272862532547,-0.0335272862532547,-0.0101863127764767,-0.0226608187134503,-0.0439324116743472,-0.0428571428571429,-0.0171052631578947,0.00129767277412536,0.248098494241214,0.252470078940667,0.08,0.08,0.0592345362050112,0.0931109930512737,0.0646003898635478,0.0540740740740741,0.0668084456525941,0.10674672789784,0
"PAK1",-0.0707618427982774,-0.0648801984213646,-0.2,-0.252380952380952,-0.0540740740740741,-0.0621821821821822,0,-0.0561707005742513,-0.0674810454018375,-0.0582217861425782,-0.266106442577031,-0.00129767277412536,-0.204347826086957,0.025,-0.193658560550233,-0.222991893883567,0.0314805417541281,0.0335272862532547,0.0303454680714365,0.0461271645021645,0.0166666666666667,0.0242287079706434,0.0795379537953795,-0.00781079584185412,-0.00377289377289377,0.00282051282051282,-0.101239600978731,-0.0238095238095238,-0.0203874381293736,-0.0206095481670929,0.074008752694593,0.025,-0.0402287079706434,0.0804408298883437,-0.166156605721421,-0.047484212322922,-0.0335272862532547,-0.0335272862532547,-0.0101863127764767,-0.0226608187134503,-0.0439324116743472,-0.0428571428571429,-0.0171052631578947,0.00129767277412536,0.248098494241214,0.252470078940667,0.08,0.08,0.0592345362050112,0.0931109930512737,0.0646003898635478,0.0540740740740741,0.0668084456525941,0.10674672789784,0
"LIV1",-0.0707618427982774,-0.0648801984213646,-0.2,-0.252380952380952,-0.0540740740740741,-0.0621821821821822,0,-0.0561707005742513,-0.0674810454018375,-0.0582217861425782,-0.266106442577031,-0.00129767277412536,-0.204347826086957,0.025,-0.193658560550233,-0.222991893883567,0.0314805417541281,0.0335272862532547,0.0303454680714365,0.0461271645021645,0.0166666666666667,0.0242287079706434,0.0795379537953795,-0.00781079584185412,-0.00377289377289377,0.00282051282051282,-0.101239600978731,-0.0238095238095238,-0.0203874381293736,-0.0206095481670929,0.074008752694593,0.025,-0.0402287079706434,0.0804408298883437,-0.166156605721421,-0.047484212322922,-0.0335272862532547,-0.0335272862532547,-0.0101863127764767,-0.0226608187134503,-0.0439324116743472,-0.0428571428571429,-0.0171052631578947,0.00129767277412536,0.248098494241214,0.252470078940667,0.08,0.08,0.0592345362050112,0.0931109930512737,0.0646003898635478,0.0540740740740741,0.0668084456525941,0.10674672789784,0
"EGR1",-0.0707618427982774,-0.0648801984213646,-0.2,-0.252380952380952,-0.0540740740740741,-0.0621821821821822,0,-0.0561707005742513,-0.0674810454018375,-0.0582217861425782,-0.266106442577031,-0.00129767277412536,-0.204347826086957,0.025,-0.193658560550233,-0.222991893883567,0.0314805417541281,0.0335272862532547,0.0303454680714365,0.0461271645021645,0.0166666666666667,0.0242287079706434,0.0795379537953795,-0.00781079584185412,-0.00377289377289377,0.00282051282051282,-0.101239600978731,-0.0238095238095238,-0.0203874381293736,-0.0206095481670929,0.074008752694593,0.025,-0.0402287079706434,0.0804408298883437,-0.166156605721421,-0.047484212322922,-0.0335272862532547,-0.0335272862532547,-0.0101863127764767,-0.0226608187134503,-0.0439324116743472,-0.0428571428571429,-0.0171052631578947,0.00129767277412536,0.248098494241214,0.252470078940667,0.08,0.08,0.0592345362050112,0.0931109930512737,0.0646003898635478,0.0540740740740741,0.0668084456525941,0.10674672789784,0
"Jagged",0.0228571428571429,0.0416679536679537,-0.1,-0.2,0,0.06,0,0.0119480519480519,0.0152447552447552,0.00615384615384615,-0.3,-0.00120772946859904,-0.2,0,-0.226666666666667,-0.26,0.0185714285714286,0.0733333333333333,0.0642424242424242,0.0716475095785441,0.2,-0.0288461538461538,0.12,0.0348051948051948,0.154285714285714,0.14,-0.114,-0.1,0.0166666666666667,-0.0833333333333333,0.125,0.1,-0.025,0.0923076923076923,-0.194771241830065,-0.0452380952380952,-0.0733333333333333,-0.0733333333333333,-0.00555555555555556,-0.0111111111111111,0,0,0,0.00120772946859904,0.268888888888889,0.288888888888889,0,0,-0.00615384615384615,0.0993939393939394,-0.06,0,-0.0135668556795317,-0.0246666666666667,0
"DELTA",-0.0228571428571429,-0.0416679536679537,0.1,0.2,0,-0.06,0,-0.0119480519480519,-0.0152447552447552,-0.00615384615384615,0.3,0.00120772946859904,0.2,0,0.226666666666667,0.26,-0.0185714285714286,-0.0733333333333333,-0.0642424242424242,-0.0716475095785441,-0.2,0.0288461538461538,-0.12,-0.0348051948051948,-0.154285714285714,-0.14,0.114,0.1,-0.0166666666666667,0.0833333333333333,-0.125,-0.1,0.025,-0.0923076923076923,0.194771241830065,0.0452380952380952,0.0733333333333333,0.0733333333333333,0.00555555555555556,0.0111111111111111,0,0,0,-0.00120772946859904,-0.268888888888889,-0.288888888888889,0,0,0.00615384615384615,-0.0993939393939394,0.06,0,0.0135668556795317,0.0246666666666667,0
"SNAI1",-0.0761231481595828,-0.0618648475441716,-0.204347826086957,-0.266106442577031,-0.0621821821821822,-0.0582217861425782,0.025,-0.0643276443016648,-0.0561707005742513,-0.0674810454018375,-0.252470078940667,0.00153135551615754,-0.222991893883567,-0.025,-0.199936587456063,-0.193658560550233,0.0331323841937723,0.0303454680714365,0.0268971922093675,0.0438169334790622,0.00282051282051282,0.0384034652521969,0.0663304066255682,-0.0235755017242071,0.00765567765567765,-0.00377289377289377,-0.0982652420043724,0.0439324116743472,-0.047484212322922,-0.0456095481670929,-0.0327528131417059,-0.0171052631578947,-0.0242287079706434,0.0888090307251638,-0.170347018057995,-0.0385051225320241,-0.0303454680714365,-0.0303454680714365,-0.00239815078270724,-0.00599415204678362,-0.0402287079706434,0.0238095238095238,-0.0226608187134503,-0.00153135551615754,0.251525913596052,0.248098494241214,0.0540740740740741,0.0540740740740741,0.0678268579600386,0.0958967759523304,0.0592345362050112,0.0646003898635478,0.0792782211275509,0.0993065614046043,0.08
"Csl",0.0153648091303909,0.0378201232477062,-0.226666666666667,-0.268888888888889,0.0152447552447552,0.0119480519480519,0,0.0115062478450063,0.00527411519777932,0.00909090909090909,-0.28179211469534,0.0048573411268583,-0.240952380952381,0.0111111111111111,-0.235672877846791,-0.255238095238095,0.0385482735919729,0.0672266464170512,0.0635501758288159,0.081865805809024,0.0575115207373272,0.0155446725622738,0.0977006262885595,0.0205499213197889,0.0399038652349348,0.0417220470531167,-0.11840439262589,-0.0288461538461538,-0.0229359369647139,-0.124981091656283,0.098852685157033,0.0333333333333333,-0.026751569113998,0.106993135332918,-0.188019689650745,-0.0446026036313806,-0.0672266464170512,-0.0672266464170512,-0.00120772946859904,-0.00232558139534884,-0.0299773755656109,-0.025,-0.00155038759689923,-0.0048573411268583,0.269743643502192,0.272237974567952,-0.00615384615384615,-0.00615384615384615,-0.00825550793292729,0.101909910458023,-0.00986841115873374,-0.0152447552447552,-0.018646246446424,-0.0197577805630581,-0.06
