"","AXIN2","Destcompl","EGR1","PAK1","SRC","cMet","TrCP","cateninnuc","TCFLEF","CD44","CDC42","ZEB2","cfos","Csn","MEK","ERK","FOXC2","RAF","RAS","GSK3","Csl","SHH","SOSGRB2","Jagged","NOTCH","NOTCHic","TWIST1","FUS","ILK","HEY1","SNAI1","NFB","Patched","RKIP","SNAI2","SMAD","PI3K","DELTA","KLF4","AKT","SMO","SUFU","IKK","ZEB1","TGF","TGFR","STAT","DSH","GLI","miR200","Wnt","Frizzled","cateninmemb","Ecadherin","LIV1"
"ZEB1",-0.0700220783048742,-0.131557783395405,0.266666666666667,0.331226053639847,0.0296435272045028,0.0316043115182283,0.3,0.0324310407331825,0.0352686141187011,0.0302154226293394,0.338472430451441,-0.211392429189413,0.262666666666667,0.28,0.289575192191414,0.287372549019608,-0.0706898683179355,-0.163656805800661,-0.165389089265228,-0.168450663201291,-0.24375,0.234242440101243,-0.152085769980507,-0.192996378230908,-0.232487643817858,-0.245710784313725,0.240179455193733,0.2625,-0.25242858465976,-0.235150669710255,-0.289531030782028,-0.29578947368421,-0.231751336898396,-0.305474641412746,0.158657430584,-0.251947815428991,0.163656805800661,0.163656805800661,-0.225385870399669,-0.292393689140885,-0.267045454545455,-0.25,-0.313822260569456,0.211392429189413,-0.339165903411991,-0.345071415223014,-0.00769230769230769,-0.0142857142857143,-0.0397394450323794,0.00564731605634438,-0.0400830876440633,-0.0362369337979094,0.0140860248902206,0.0616625934928609,0
"miR200",-0.0343035218047515,-0.0760862384662334,0.142857142857143,0.25,-0.00173913043478261,0.016570728720147,0.1,0.0161142376456784,0.0129324194638602,0.0176943242257649,0.248039215686275,-0.17869623655914,0.202857142857143,0.2,0.187612863327149,0.18012987012987,-0.0373199158565012,-0.128086490623804,-0.124844595361959,-0.096085097528904,-0.13871921182266,0.124702806824436,-0.0955802707930367,-0.109948949092943,-0.146063844591022,-0.13871921182266,0.173796530667696,0.15,-0.130489300931779,-0.118757062146893,-0.158127058127058,-0.173684210526316,-0.154050632911392,-0.186140246718121,0.127650610835864,-0.128294943565008,0.128086490623804,0.128086490623804,-0.169565217391304,-0.183926798127394,-0.13,-0.2,-0.159398496240602,0.17869623655914,-0.245788653045614,-0.239974699557242,-0.02,-0.02,-0.0274087602538307,-0.0594673251609489,-0.0263098591549296,-0.008,-0.00368657446913963,-0.0427455956900155,0
"TGF",0.0833774250440917,0.0574510780416119,0.0333333333333333,0.26,0.0333333333333333,0.0533333333333333,0,0.0446283590623213,0.0474991724594505,0.0514465408805032,0.271111111111111,-0.080653214062825,0.0761904761904762,0.1,0.0598162071846282,0.0709273182957394,-0.0432298136645963,0.0869047619047619,0.094047619047619,0.112915851272016,-0.08,0.132262931034483,-0.15,-0.147864506627393,-0.0768965517241379,-0.07,0.205740740740741,0.18,-0.135454545454545,-0.129916183107672,-0.213528289891926,-0.1,-0.154137931034483,-0.133333333333333,0.0108390114615321,-0.112873900293255,-0.0869047619047619,-0.0869047619047619,-0.0624713958810069,-0.0781954887218045,-0.13,-0.2,-0.0571428571428571,0.080653214062825,-0.352063492063492,-0.252063492063492,-0.1,-0.1,-0.0752560646900269,-0.15030912574016,-0.0771428571428571,-0.0571428571428571,-0.0673227537667252,-0.0876838587390263,0
"ZEB2",-0.137410686307368,-0.133964641334024,-0.116666666666667,-0.105194805194805,-0.103333333333333,-0.103333333333333,-0.1,-0.0975055721534595,-0.0947782994261868,-0.0940740740740741,-0.0779220779220779,-0.0758368425231549,-0.0692982456140351,-0.0666666666666667,-0.0641448231120682,-0.0531692133559706,-0.0415446775446775,-0.0328354978354978,-0.0283387098269325,-0.0252914912106003,-0.0128205128205128,-0.012204624643649,-0.00961538461538462,-0.00768523808852021,-0.00744346364018496,0.00184615384615384,0.00524490252357699,0.00714285714285714,0.00754372388175205,0.00818632979923303,0.0159532522533666,0.0166666666666667,0.0194773519163763,0.0222866344605475,0.0244132255524109,0.032543723881752,0.0328354978354978,0.0328354978354978,0.033609092126569,0.0341121495327103,0.0414285714285714,0.05,0.05,0.0758368425231549,0.078980278980279,0.0826839826839827,0.09,0.104545454545455,0.10705780458074,0.108244807923233,0.115314685314685,0.117878787878788,0.122199913694296,0.144705391538463,0.15
"TGFR",0.0812315022973106,0.0562414006222571,0.0761904761904762,0.271111111111111,0.0533333333333333,0.0514465408805032,0.1,0.0505628143324719,0.0446283590623213,0.0474991724594505,0.252063492063492,-0.0697098178364099,0.0709273182957394,0.1,0.0721449743079159,0.0598162071846282,-0.0314394206514958,0.094047619047619,0.0905388471177945,0.110226364719448,-0.07,0.117008693746347,-0.13641975308642,-0.13989349213464,-0.0718605805011164,-0.0768965517241379,0.201114406221168,0.13,-0.112873900293255,-0.110513198033046,-0.204383747119065,-0.0571428571428571,-0.132262931034483,-0.119047619047619,0.0136167892393098,-0.130311622713184,-0.094047619047619,-0.094047619047619,-0.0785428244524354,-0.0688931631404092,-0.154137931034483,-0.18,-0.0781954887218045,0.0697098178364099,-0.347808172914556,-0.352063492063492,-0.0333333333333333,-0.0571428571428571,-0.0733205808190592,-0.144737278232829,-0.0752560646900269,-0.0771428571428571,-0.0754058946443233,-0.0795066866776975,-0.1
"KLF4",-0.0769768562499139,-0.138797607583094,0.16,0.0590909090909091,0.0156862745098039,0.0505699954400365,0.1,0.033900482701435,0.0472255138346853,0.0288308650052539,0.0710909090909091,-0.0622136222910217,0.150909090909091,0.1,0.173407574838745,0.174438502673797,0.00433443122493334,-0.123461538461538,-0.126402714932127,-0.156059028342924,-0.0927272727272727,0.00490591397849462,-0.0776014865637507,0.0254899822815865,-0.0900685641000345,-0.11377990430622,0.0221350762527233,0.0333333333333333,-0.0186666666666667,0.00099312452253629,-0.101446910491867,-0.12,-0.0145833333333333,-0.121191506905793,0.100344030254806,-0.0128695652173913,0.123461538461538,0.123461538461538,-0.0851851851851852,-0.128994708994709,-0.0333333333333333,0,-0.143809523809524,0.0622136222910217,-0.077269770879527,-0.0777575757575758,-0.0333333333333333,-0.0333333333333333,-0.0298803402676227,-0.106723646723647,-0.0505699954400365,-0.0156862745098039,0.103387299240958,0.131219455466915,0.0333333333333333
"HEY1",-0.0769768562499139,-0.138797607583094,0.16,0.0590909090909091,0.0156862745098039,0.0505699954400365,0.1,0.033900482701435,0.0472255138346853,0.0288308650052539,0.0710909090909091,-0.0622136222910217,0.150909090909091,0.1,0.173407574838745,0.174438502673797,0.00433443122493334,-0.123461538461538,-0.126402714932127,-0.156059028342924,-0.0927272727272727,0.00490591397849462,-0.0776014865637507,0.0254899822815865,-0.0900685641000345,-0.11377990430622,0.0221350762527233,0.0333333333333333,-0.0186666666666667,0.00099312452253629,-0.101446910491867,-0.12,-0.0145833333333333,-0.121191506905793,0.100344030254806,-0.0128695652173913,0.123461538461538,0.123461538461538,-0.0851851851851852,-0.128994708994709,-0.0333333333333333,0,-0.143809523809524,0.0622136222910217,-0.077269770879527,-0.0777575757575758,-0.0333333333333333,-0.0333333333333333,-0.0298803402676227,-0.106723646723647,-0.0505699954400365,-0.0156862745098039,0.103387299240958,0.131219455466915,0.0333333333333333
"SMO",-0.155993431855501,-0.279456357595892,0.1,0.133333333333333,0,-0.02,0,0.0322706442481609,0.0209924487594391,0.0355555555555556,0.193333333333333,-0.0600282485875706,0.2,0.1,0.247552447552448,0.238461538461538,-0.121551724137931,-0.226442307692308,-0.217139982110912,-0.269540168569295,-0.266666666666667,0.238611111111111,-0.0175438596491228,-0.0463756613756614,-0.218030303030303,-0.203030303030303,0.131699346405229,0.2,-0.0266666666666667,-0.0124542124542125,-0.317511520737327,-0.2,-0.2275,-0.316666666666667,0.249939792008758,0.00349206349206349,0.226442307692308,0.226442307692308,-0.0666666666666667,-0.169142857142857,-0.24,-0.1,-0.157142857142857,0.0600282485875706,-0.212702702702703,-0.21,0.1,0.2,0.0569444444444444,-0.184599156118143,0.1125,0.1,-0.106283536903643,-0.093687748042529,0.1
"Ecadherin",-0.06769850573445,-0.142618670024846,0.150909090909091,0.0710909090909091,0.0505699954400365,0.0288308650052539,0.1,0.0413701372299131,0.033900482701435,0.0472255138346853,0.0777575757575758,-0.0584221530967089,0.174438502673797,0.12,0.173015417976,0.173407574838745,0.0137165822546816,-0.126402714932127,-0.123330089233803,-0.150098763442261,-0.11377990430622,0.0112051265769198,-0.0657593813005928,0.0399064582541265,-0.0993622443974323,-0.0900685641000345,0.00854103528438066,0.0333333333333333,-0.0128695652173913,0.00434882922052287,-0.106193745934905,-0.143809523809524,-0.00490591397849462,-0.117820720388939,0.105581838803873,-0.00875334245710075,0.126402714932127,0.126402714932127,-0.0813877168307548,-0.128994708994709,-0.0145833333333333,-0.0333333333333333,-0.128994708994709,0.0584221530967089,-0.0741956298307024,-0.077269770879527,-0.0156862745098039,-0.0156862745098039,-0.0478803402676227,-0.103557911155677,-0.0298803402676227,-0.0505699954400365,0.0904385812922398,0.0422223765964182,-0.0333333333333333
"Patched",-0.19047619047619,-0.274805194805195,0.1,0.0333333333333333,-0.1,0,0,0.0209924487594391,0.0355555555555556,-0.02,0.133333333333333,-0.0583333333333333,0.1,0,0.238461538461538,0.2,-0.125,-0.207692307692308,-0.226442307692308,-0.28021978021978,-0.2,0.2275,-0.0333333333333333,-0.0785185185185185,-0.203030303030303,-0.266666666666667,0.161111111111111,0.1,-0.0166666666666667,-0.00769230769230769,-0.303225806451613,-0.1,-0.24,-0.3,0.246130268199234,-0.0266666666666667,0.207692307692308,0.207692307692308,-0.0833333333333333,-0.157142857142857,-0.2,0,-0.2,0.0583333333333333,-0.21,-0.193333333333333,0.1,0.2,0.1125,-0.183333333333333,0.1,0.2,-0.0917204301075269,-0.107340884573894,0.1
