"","SOSGRB2","TGFR","TGF","ZEB2","Csn","cateninmemb","TrCP","LIV1","RAF","PI3K","TWIST1","Patched","CD44","cMet","RKIP","SRC","Frizzled","STAT","KLF4","DSH","MEK","ERK","FOXC2","SNAI2","SNAI1","cfos","EGR1","Ecadherin","HEY1","Wnt","SUFU","FUS","GLI","TCFLEF","cateninnuc","SHH","miR200","ILK","SMAD","SMO","DELTA","RAS","IKK","AKT","AXIN2","NFB","Jagged","NOTCHic","Csl","NOTCH","ZEB1","Destcompl","CDC42","PAK1","GSK3"
"PI3K",-0.137307692307692,-0.346647058823529,-0.352338115734099,-0.0400395994611877,0.233333333333333,0.201610482045654,0.2,0.1,0.414787878787879,0.414787878787879,-0.0819366663272579,-0.00769230769230769,0.250992196209588,0.246376811594203,-0.240416936005171,0.233333333333333,0.233333333333333,0.2,-0.0302631578947368,0.2,0.0950635992101759,0.07703081232493,0.14384668989547,-0.108193544854345,0.267966988727858,-0.0476190476190476,-0.0333333333333333,-0.15677512384585,-0.0501933878182491,-0.246376811594203,0,0,-0.250992196209588,-0.267376377000548,-0.276242356381991,0.00769230769230769,-0.154523636900686,-0.0653381352541016,-0.0693381352541016,0,-0.414787878787879,-0.435335823993358,-0.319607843137255,-0.347812971342383,-0.287714285714286,-0.266666666666667,-0.134912280701754,-0.246153846153846,-0.2,-0.268734491315136,0.0400395994611877,-0.531644023302271,0.342647058823529,0.325,-0.484499759499759
"NFB",0.0686864219371959,0.0162868686868687,0.0137552231172484,-0.0347816091954023,-0.114285714285714,-0.064447432207309,-0.1,-0.05,0.150149536054804,0.150149536054804,-0.000546218487394957,-0.104214559386973,-0.0127118644067797,-0.0166666666666667,-0.137824015692868,-0.0243589743589744,-0.0243589743589744,-0.0166666666666667,-0.032051282051282,-0.0166666666666667,-0.0257852474323063,-0.0277460317460317,0.157116066757501,0.0472505089944802,0.145447093543402,0.0388571428571429,0.0428571428571429,0.0494914453777817,0.0934984520123839,0.0166666666666667,0.08,0.1,0.0121722846441948,0.00849245512407924,0.00559049433976552,0.10662419794119,-0.0504001926529183,0.092759900990099,0.0909011649306195,0.111111111111111,-0.150149536054804,-0.158109735059779,-0.0212998712998713,-0.0257443157443157,0.0347973657548126,-0.00238095238095238,0.0494512618583671,-0.0408369408369408,-0.0329004329004329,-0.0466433924498441,0.0347816091954023,-0.211172289738734,-0.0186868686868687,-0.0277777777777778,-0.29673777203189
"IKK",0.0739495798319328,0.0186868686868687,0.0162868686868687,-0.0313333333333333,-0.1,-0.0675097342136448,0,-0.1,0.140290381125227,0.140290381125227,-0.00022875816993464,-0.111111111111111,-0.0166666666666667,-0.0243589743589744,-0.132695810564663,-0.0166666666666667,-0.0166666666666667,-0.05,-0.0358974358974359,-0.05,-0.0277460317460317,-0.0388571428571429,0.151139971139971,0.0484700211896022,0.142981340118745,0.0428571428571429,0,0.049330931734122,0.0934984520123839,0.0243589743589744,0.1,0.08,0.0166666666666667,0.0127118644067797,0.00849245512407924,0.104214559386973,-0.0476811594202899,0.09375,0.092759900990099,0.1,-0.140290381125227,-0.150149536054804,-0.00238095238095238,-0.0212998712998713,0.0397619047619048,0.114285714285714,0.0523289597000937,-0.0329004329004329,-0.00909090909090909,-0.0408369408369408,0.0313333333333333,-0.204361658509498,-0.0277777777777778,-0.05,-0.287326007326007
"FOXC2",0.0610062893081761,-0.0250909090909091,-0.0285055432372506,-0.0265531475748194,0.1,0.111013415220732,0.1,-0.0333333333333333,0.122435897435897,0.122435897435897,-0.00957298474945534,0.0166666666666667,0.0201189555700946,0.0175102599179207,-0.0541022469593898,0.00588235294117647,0.00588235294117647,0,-0.0111111111111111,0,0.079884227355422,0.0767914438502674,0.0873944119558155,-0.0257613662932812,0.064452188968509,-0.0709090909090909,-0.08,-0.00418175140374547,0.006585179526356,-0.0175102599179207,0,-0.0333333333333333,-0.0209585357799896,-0.0204534037306297,-0.0240648607667443,-0.0112903225806452,-0.0284696784696785,-0.00666666666666667,-0.00811594202898551,-0.0166666666666667,-0.122435897435897,-0.128318250377074,-0.0942857142857143,-0.105396825396825,-0.111469265249365,-0.08,-0.0165108354913452,-0.0996172248803828,-0.0890909090909091,-0.11095743106595,0.0265531475748194,-0.165963516037253,0.0210909090909091,0.00909090909090909,-0.164239679241891
"SUFU",0.0707275180959391,-0.01018784742189,-0.0163022458439807,-0.0257850806668344,0.164285714285714,0.086267322969946,0.15,0.1,0.337058973447594,0.337058973447594,0.0902533839501508,-0.195757575757576,0.151408780851806,0.145393743257821,0.0652130817962924,0.128888888888889,0.234722222222222,0.106666666666667,-0.0134676003184887,0.2125,0.189044494268265,0.183512579374648,0.0395059287647544,-0.014885209464611,-0.0149277541034009,-0.184662004662005,-0.187692307692308,0.0711391973794119,0.00486859046314258,-0.252029914529915,0.186666666666667,0.186666666666667,-0.257606122708353,-0.157658780851806,-0.162927323051294,0.200776880776881,0.0679389544660416,-0.0116385048643113,-0.0141789205686993,0.186666666666667,-0.337058973447594,-0.350350112688101,-0.19167032967033,-0.205764289401873,-0.300791779966947,-0.176285714285714,-0.141901810007439,-0.270606060606061,-0.252424242424242,-0.285685425685426,0.0257850806668344,-0.420823067870929,-0.000450450450450449,-0.0166666666666667,-0.421984945800272
"FUS",0.0742240215924427,0.000450450450450449,-0.01018784742189,-0.0248188970919552,0.15,0.0825838304733566,0.1,0.1,0.31740831842576,0.31740831842576,0.0904595695171611,-0.186666666666667,0.145393743257821,0.128888888888889,0.0721518573064965,0.106666666666667,0.2125,0.1,-0.0104735883424408,0.2,0.183512579374648,0.184662004662005,0.0347912885662432,-0.0125780242305965,-0.0222531374083413,-0.187692307692308,-0.18,0.0715511438263738,0.00727822901735945,-0.234722222222222,0.266666666666667,0.186666666666667,-0.252029914529915,-0.151408780851806,-0.157658780851806,0.195757575757576,0.0709129321612089,-0.00841269841269841,-0.0116385048643113,0.186666666666667,-0.31740831842576,-0.337058973447594,-0.176285714285714,-0.19167032967033,-0.290721522355705,-0.164285714285714,-0.136913686492,-0.252424242424242,-0.242424242424242,-0.270606060606061,0.0248188970919552,-0.407372775473268,-0.0166666666666667,-0.0333333333333333,-0.406560781275851
"SMO",0.0780701754385965,0.0166666666666667,0.000450450450450449,-0.0217514124293785,0.1,0.0790456554268017,0,0.1,0.291826923076923,0.291826923076923,0.0888888888888889,-0.186666666666667,0.128888888888889,0.106666666666667,0.0834920634920635,0.1,0.2,0.1,-0.00555555555555555,0.2,0.184662004662005,0.187692307692308,0.0268965517241379,-0.0113212917350848,-0.0298003072196621,-0.18,-0.2,0.0726470342373327,0.00293040293040293,-0.2125,0.3,0.266666666666667,-0.234722222222222,-0.145393743257821,-0.151408780851806,0.186666666666667,0.0768535262206148,-0.01,-0.00841269841269841,0.186666666666667,-0.291826923076923,-0.31740831842576,-0.164285714285714,-0.176285714285714,-0.273951336020302,-0.15,-0.127275132275132,-0.242424242424242,-0.233333333333333,-0.252424242424242,0.0217514124293785,-0.390584454305385,-0.0333333333333333,-0.0333333333333333,-0.384821650841068
"ERK",0.133396825396825,-0.0107617293455345,-0.0154320590158642,-0.0130903726704176,0.139285714285714,0.144609086707316,0.114285714285714,0.1,0.222732822732823,0.222732822732823,0.114092937965011,0.0756785599485696,0.132381967837974,0.124493927125506,-0.00862377350881711,0.116801619433198,0.111538461538462,0.105263157894737,-0.010465672372182,0.1,0.0291924628274377,0.0272426021032037,0.100762539728057,-0.117565569892194,0.0627507572660933,-0.125575935436537,-0.123448275862069,-0.0912649123009133,-0.0869073054455557,-0.119230769230769,-0.08,-0.076,-0.127000192789666,-0.136471187168829,-0.13945729827994,-0.0742292845862507,-0.0175396176198392,-0.101991181975395,-0.103206987446519,-0.0776393442622951,-0.222732822732823,-0.233183867837333,-0.15661191749427,-0.166703660613536,-0.164805208110241,-0.148376623376623,-0.143686273385451,-0.16869651030235,-0.159207459207459,-0.177837784540577,0.0130903726704176,-0.43590098145763,0.00273253226524255,-0.00380952380952381,-0.424979383855261
"MEK",0.133396825396825,-0.00273253226524255,-0.0107617293455345,-0.0126179317255357,0.114285714285714,0.142585167664077,0.1,0.1,0.208447108447108,0.208447108447108,0.112844671668201,0.0776393442622951,0.124493927125506,0.116801619433198,-0.00388839746424886,0.105263157894737,0.1,0.1,-0.00736489717838355,0.1,0.0272426021032037,0.125575935436537,0.0985403175058348,-0.116663856637009,0.0581211276364637,-0.123448275862069,-0.12,-0.0904753482775697,-0.086566008517228,-0.111538461538462,-0.1,-0.08,-0.119230769230769,-0.132381967837974,-0.136471187168829,-0.0756785599485696,-0.0153337352668981,-0.10014616352521,-0.101991181975395,-0.076,-0.208447108447108,-0.222732822732823,-0.148376623376623,-0.15661191749427,-0.156512525183411,-0.139285714285714,-0.138264586638463,-0.159207459207459,-0.151515151515152,-0.16869651030235,0.0126179317255357,-0.426468437301298,-0.00380952380952381,-0.0133333333333333,-0.412899456516478
"SRC",-0.121428571428571,-0.293849206349206,-0.295667388167388,-0.0121069182389937,0.15,-0.0125565035174375,0.1,0,0.275227367542762,0.275227367542762,-0.136347101174687,0.0596296296296296,0.0300819672131148,0.035,-0.0830237862495927,0.025,0.025,0.1,0.0893410852713178,0,0.0851915380217267,0.0757575757575758,0.0768347338935574,-0.0617797252336872,0.168623557096603,-0.0424242424242424,-0.0333333333333333,-0.0654701072348131,-0.0404832836809004,-0.035,-0.0333333333333333,-0.0833333333333333,-0.0300819672131148,-0.0313014794082367,-0.0346571841062233,-0.0596296296296296,-0.120298638559508,-0.0760964912280702,-0.0751955903271693,-0.0633333333333333,-0.275227367542762,-0.279772822088216,-0.173076923076923,-0.18974358974359,0.0210909940923966,-0.15,-0.0792748764996472,-0.168809523809524,-0.145,-0.183095238095238,0.0121069182389937,-0.120083612040134,0.298611111111111,0.311111111111111,-0.268225108225108
"RKIP",0.135619047619048,0.00380952380952381,-0.00273253226524255,-0.00944332855093257,0.1,0.137707118883589,0.1,0,0.192207792207792,0.192207792207792,0.114676173499703,0.076,0.116801619433198,0.105263157894737,0.00532212885154061,0.1,0.1,0.1,-0.00344332855093257,0.1,0.125575935436537,0.123448275862069,0.0922340111995285,-0.113014221600513,0.0523518968672329,-0.12,-0.12,-0.0904753482775697,-0.086566008517228,-0.1,-0.1,-0.1,-0.111538461538462,-0.124493927125506,-0.132381967837974,-0.0776393442622951,-0.0106897724186009,-0.0971758664955071,-0.10014616352521,-0.08,-0.192207792207792,-0.208447108447108,-0.139285714285714,-0.148376623376623,-0.147503516174402,-0.114285714285714,-0.13252688172043,-0.151515151515152,-0.133333333333333,-0.159207459207459,0.00944332855093257,-0.413288520983306,-0.0133333333333333,-0.0333333333333333,-0.397911741528763
"RAF",0.135619047619048,0.00380952380952381,-0.00273253226524255,-0.00944332855093257,0.1,0.137707118883589,0.1,0,0.192207792207792,0.192207792207792,0.114676173499703,0.076,0.116801619433198,0.105263157894737,0.00532212885154061,0.1,0.1,0.1,-0.00344332855093257,0.1,0.125575935436537,0.123448275862069,0.0922340111995285,-0.113014221600513,0.0523518968672329,-0.12,-0.12,-0.0904753482775697,-0.086566008517228,-0.1,-0.1,-0.1,-0.111538461538462,-0.124493927125506,-0.132381967837974,-0.0776393442622951,-0.0106897724186009,-0.0971758664955071,-0.10014616352521,-0.08,-0.192207792207792,-0.208447108447108,-0.139285714285714,-0.148376623376623,-0.147503516174402,-0.114285714285714,-0.13252688172043,-0.151515151515152,-0.133333333333333,-0.159207459207459,0.00944332855093257,-0.413288520983306,-0.0133333333333333,-0.0333333333333333,-0.397911741528763
"CDC42",0.120833333333333,0.169467787114846,0.172498090145149,-0.00805565163918675,-0.0333333333333333,-0.14213360205852,0,-0.1,-0.130882352941176,-0.130882352941176,0.0518961038961039,-0.022273425499232,-0.0915915915915916,-0.0888888888888889,0.0727272727272727,-0.1,-0.1,-0.1,-0.0118730158730159,-0.1,-0.0913485630066323,-0.0930434782608696,-0.000482339277174284,0.0855335418839069,-0.0594147624527371,0.08,0.02,0.124265180765344,0.0342328835582209,0.0888888888888889,0.0333333333333333,0.019047619047619,0.0915204678362573,0.0955519876311955,0.0966630987423066,0.0259771292029357,0.0873143196672609,0.0380952380952381,0.0380952380952381,0.019047619047619,0.130882352941176,0.13332137733142,0.0708333333333333,0.0760964912280702,0.121904761904762,0.0583333333333333,0.0473958333333333,0.0743589743589744,0.0666666666666667,0.0728205128205128,0.00805565163918675,0.141361841671953,-0.171428571428571,-0.0857142857142857,0.0454734848484849
"PAK1",0.119843234323432,0.172498090145149,0.174683882494876,-0.00773410823082662,-0.0583333333333333,-0.143415653340571,-0.0333333333333333,-0.1,-0.13332137733142,-0.13332137733142,0.0513526256352343,-0.0259771292029357,-0.0955519876311955,-0.0915915915915916,0.073279758915118,-0.0888888888888889,-0.0888888888888889,-0.1,-0.0102336716107208,-0.1,-0.0873485630066323,-0.0913485630066323,-0.00117199444958808,0.0855335418839069,-0.0620400607820928,0.0930434782608696,0.08,0.12461120152659,0.0327622953229268,0.0915204678362573,0.019047619047619,0.019047619047619,0.0949351019825988,0.0966630987423066,0.0977665470181687,0.0249771292029357,0.0883295480936568,0.0380952380952381,0.0387403993855607,0.022273425499232,0.13332137733142,0.136957740967784,0.0760964912280702,0.0760964912280702,0.124420485175202,0.0708333333333333,0.0498498210633947,0.0728205128205128,0.0743589743589744,0.0739194139194139,0.00773410823082662,0.144218984529096,-0.169467787114846,-0.171428571428571,0.0494734848484848
"GLI",-0.170240585373329,-0.113847321622208,-0.114082615739855,-0.00288982761563407,-0.0222222222222222,0.141555652669713,-0.0333333333333333,0.1,-0.0524104340026907,-0.0524104340026907,-0.0841750006266135,0.0950590762620838,0.0880341300632139,0.0863099921321794,-0.12275422690517,0.0838709677419355,-0.0361290322580645,0.1,-0.00227198627198627,-0.02,-0.0838901246083567,-0.0789177489177489,0.0189749957000344,-0.0807329485483089,0.0961062581893055,0.0776190476190476,0.0942857142857143,-0.13001729814606,0.00394565347876044,0.0325996204933586,-0.0857142857142857,-0.0857142857142857,-0.0686769752513222,-0.0870601040891879,-0.0871198769523081,-0.0930014630933595,-0.102369158189592,0.00470641204629491,0.00416587150575437,-0.0909774436090226,0.0524104340026907,0.0518163745967501,0.0149182480009548,0.0180432480009548,-0.116964070048309,0.0169590643274854,-0.00800397759446787,0.00719274977895667,0.00219274977895667,0.00814513073133762,0.00288982761563407,-0.0961229150309888,0.113218390804598,0.116666666666667,0.115715890783182
"SHH",0.05,0.0333333333333333,0.0333333333333333,0,0,0.0498924731182796,0,0,0.25,0.25,0.1,-0.266666666666667,0.1,0.1,0.12,0.1,0.2,0.1,0,0.2,0.18,0.2,0,0.00544061302681993,-0.0666666666666667,-0.1,0,0.0766666666666667,0,-0.2,0.2,0.2,-0.2,-0.106666666666667,-0.128888888888889,0.186666666666667,0.1,0,0,0.3,-0.25,-0.273076923076923,-0.1,-0.15,-0.247619047619048,0,-0.105714285714286,-0.2,-0.1,-0.233333333333333,0,-0.336883116883117,-0.0333333333333333,0,-0.32051282051282
"NOTCHic",-0.1211004784689,-0.176888888888889,-0.181347487615004,0.005829307568438,0.0333333333333333,0.136694320430287,0,0.1,0.124347826086957,0.124347826086957,-0.0529715382155421,0.0219079939668175,0.0725740925740926,0.0692773892773893,-0.0817798034893712,0.0723076923076923,0.0723076923076923,0.08,0.0118875086266391,0.08,0.090952380952381,0.0938095238095238,0.0120210664911126,-0.104994115214556,0.0686711436711437,-0.0866666666666667,-0.02,-0.10887933884011,-0.133065774804905,-0.0692773892773893,-0.0333333333333333,-0.00833333333333333,-0.0725031957290022,-0.0778802150230722,-0.0792542608245989,-0.0229832627840218,-0.0899897405099717,-0.0380952380952381,-0.0388146625556697,-0.016025641025641,-0.124347826086957,-0.128781323623902,-0.0777777777777778,-0.0801033591731266,-0.113787810721773,-0.0666666666666667,-0.0481339411140736,-0.0775115207373272,0.0257142857142857,-0.0775115207373272,-0.005829307568438,-0.142631929659967,0.176888888888889,0.188888888888889,-0.0790411956556157
"Csl",-0.120287470338818,-0.181347487615004,-0.183841818680763,0.005829307568438,0.0666666666666667,0.137611751622948,0.0333333333333333,0.08,0.128781323623902,0.128781323623902,-0.0518428700439845,0.0229832627840218,0.0778802150230722,0.0725740925740926,-0.0831622919686339,0.0692773892773893,0.0692773892773893,0.0723076923076923,0.0090303657694962,0.0723076923076923,0.0887784679089027,0.090952380952381,0.0125957791347907,-0.104770401568024,0.0718331990071121,-0.0938095238095238,-0.0866666666666667,-0.109228176049413,-0.132412180033663,-0.0725031957290022,-0.00833333333333333,-0.016025641025641,-0.0773419054064215,-0.0792542608245989,-0.0802262448154508,-0.0221211938185046,-0.0910790651287081,-0.0388146625556697,-0.0393702181112253,-0.0219079939668175,-0.128781323623902,-0.133560735388608,-0.0801033591731266,-0.0824289405684755,-0.117643851852878,-0.0777777777777778,-0.0517797744474069,-0.0775115207373272,-0.0775115207373272,-0.0802387934645999,-0.005829307568438,-0.146471052146256,0.176888888888889,0.176888888888889,-0.0839012840208587
"SNAI1",-0.12097530979513,-0.174683882494876,-0.176296785720682,0.00687309962074052,0.0708333333333333,0.144141041941607,0.0583333333333333,0.1,0.136957740967784,0.136957740967784,-0.0520705743531831,0.0249771292029357,0.0966630987423066,0.0955519876311955,-0.075790219166164,0.0915915915915916,0.0915204678362573,0.0888888888888889,0.00992214513097001,0.0888888888888889,0.0877969934999058,0.0873485630066323,0.0028238368892323,-0.0859693447669105,-0.0368923235595443,-0.0913485630066323,-0.0930434782608696,-0.124507143253957,-0.0327622953229268,-0.0949351019825988,-0.019047619047619,-0.022273425499232,-0.0962148094780284,-0.0977665470181687,-0.0985409404100118,-0.0240062554165279,-0.0893862243664714,-0.0387403993855607,-0.0391094030755976,-0.0259771292029357,-0.136957740967784,-0.138928184317538,-0.0760964912280702,-0.077485380116959,-0.126052186806904,-0.0760964912280702,-0.0507909975339829,-0.0739194139194139,-0.0728205128205128,-0.0763683935112507,-0.00687309962074052,-0.146521616108043,0.172498090145149,0.169467787114846,-0.0517837158715872
