"","SOSGRB2","TGFR","TGF","ZEB2","Csn","cateninmemb","TrCP","LIV1","RAF","PI3K","TWIST1","Patched","CD44","cMet","RKIP","SRC","Frizzled","STAT","KLF4","DSH","MEK","ERK","FOXC2","SNAI2","SNAI1","cfos","EGR1","Ecadherin","HEY1","Wnt","SUFU","FUS","GLI","TCFLEF","cateninnuc","SHH","miR200","ILK","SMAD","SMO","DELTA","RAS","IKK","AKT","AXIN2","NFB","Jagged","NOTCHic","Csl","NOTCH","ZEB1","Destcompl","CDC42","PAK1","GSK3"
"ZEB2",-0.202124542124542,-0.165046382189239,-0.162929980072837,-0.155006206015212,-0.111111111111111,-0.109945667960166,-0.1,-0.1,-0.0982467532467532,-0.0982467532467532,-0.088359027064063,-0.0868466898954704,-0.0816764132553606,-0.0798245614035088,-0.0720128824476651,-0.0666666666666667,-0.0612121212121212,-0.06,-0.0563111456642995,-0.0545454545454545,-0.0529456016122131,-0.0517260894170911,-0.0274529914529914,-0.00270736570119698,0.0397162110047251,0.0614035087719298,0.0666666666666667,0.0727394428331968,0.0738269794721408,0.074032634032634,0.075,0.075,0.0758674964179551,0.083084863959586,0.083084863959586,0.0832103262591067,0.0854312467948515,0.0871227364185111,0.087732492516072,0.0892857142857143,0.0982467532467532,0.102315275730693,0.104444444444444,0.105379023883697,0.109073361072282,0.111111111111111,0.117434605599759,0.124307692307692,0.125641025641026,0.130318621269441,0.155006206015212,0.157678502194616,0.171168831168831,0.176623376623377,0.246083295089559
"ZEB1",-0.159922027290448,-0.166729156572306,-0.164366951847897,-0.153023468873191,-0.133333333333333,-0.167405485350323,-0.133333333333333,0,-0.139116741663459,-0.139116741663459,-0.140103221699452,-0.0712121212121212,-0.00916665133845909,-0.00847220689401464,-0.0669346127760054,0.00525328330206379,0.0118466898954704,0.00769230769230769,-0.156326784557974,0.0142857142857143,-0.0771255074717112,-0.0758039215686274,-0.0384004487405262,0.0258991169296999,0.0465075693548447,0.0793333333333333,0.0833333333333333,0.0672168237264381,0.0740262932231844,0.00161484856606808,0.0666666666666667,0.0666666666666667,0.00264577640111962,0.00996452367888462,0.0113343866925832,0.0665857866925483,0.0865243546697501,0.0879186017279932,0.0888801401895317,0.0712121212121212,0.139116741663459,0.143053749537474,0.129709519700892,0.132566662558034,0.107314503612798,0.128070175438597,0.0992159322030138,0.129044117647059,0.127083333333333,0.136482134175984,0.153023468873191,0.15929747882638,0.171297684491088,0.178544061302682,0.152686755758623
"miR200",0.00196969696969697,0.00357368753953194,0.00357368753953194,-0.0984722222222222,-0.02,-0.0771263802154041,0,0,-0.0825181783390739,-0.0825181783390739,-0.0709006535386904,0.0112974683544304,-0.0138822185678802,-0.0116350275566442,0.0053754016944201,-0.0130434782608696,-0.012,0,-0.0984126984126984,0,-0.0063265306122449,-0.00428571428571428,-0.0100847120359315,0.0570102962104626,-0.00693898693898694,0.00428571428571428,0.0142857142857143,-0.0039384158374543,-2.82485875706215e-05,0.0105915492957746,-0.02,-0.0075,0.0127893514935768,0.0134853931710548,0.0133338780195396,-0.0102105118326913,0.00188317605902931,0.000884955752212389,0.000571476128387938,-0.0075,0.0825181783390739,0.0837650611320913,0.0118796992481203,0.0156532841537807,0.0672188799340792,0.0147368421052632,-0.00543837608886757,0.00571428571428572,0.00226600985221675,0.007409200968523,0.0984722222222222,0.0808397330616925,-0.00196078431372549,0,0.0121588155960592
"TWIST1",-0.0185022198752176,0.0560632183908046,0.058113332286021,-0.0783037423388301,-0.2,-0.0796873257406799,-0.2,-0.0333333333333333,-0.104564315203151,-0.104564315203151,-0.0958214376521013,-0.0480365296803653,-0.066040453607744,-0.06403242147923,-0.13040027605245,-0.0619047619047619,-0.0619047619047619,-0.0619047619047619,-0.0858453199916615,-0.0619047619047619,-0.19008561312431,-0.189588100686499,0.101549575705615,0.054321066236821,0.0994780968780108,0.18695652173913,0.2,0.0171546518810809,0.111951325510648,0.0629573934837093,0.0333333333333333,0.0666666666666667,0.0653573934837093,0.0664998716781882,0.0687425398783032,0.0475439188429269,-0.104979911260175,0.126945126945127,0.127275159948427,0.0466666666666667,0.104564315203151,0.107304041230549,0.201831501831502,0.206916247594214,0.0964973198844167,0.192307692307692,0.0643080750247151,0.116239316239316,0.111111111111111,0.120012901144977,0.0783037423388301,0.128765391234108,-0.0535632183908046,-0.0466666666666667,0.146347430775589
"CD44",-0.0976190476190476,-0.153333333333333,-0.142222222222222,-0.0650793650793651,-0.1,-0.111941391941392,0,0.1,-0.0476190476190476,-0.0476190476190476,-0.111355311355311,-0.08,-0.0933333333333333,0,-0.208888888888889,0,-0.1,0.1,0.0301587301587302,0,-0.2,-0.2,0.0604166666666667,0.0145010545010545,0.0973418394471026,0.2,0.2,0.0699506025404408,0.083625730994152,0.1,0.1,0.1,0.0933333333333333,0.10031007751938,0.108002385211688,0.08,-0.101308739569609,0.0888888888888889,0.0868480725623583,0.1,0.0476190476190476,0.0504761904761905,0.1,0.106666666666667,0.12,0.1,0.109277389277389,0.114285714285714,0.1,0.119548872180451,0.0650793650793651,0.209205500381971,0.153333333333333,0.133333333333333,0.213690476190476
"cMet",-0.0976190476190476,-0.142222222222222,-0.13371158392435,-0.0640692640692641,-0.1,-0.117279470233207,-0.1,0.1,-0.0504761904761905,-0.0504761904761905,-0.110231715849693,-0.08,-0.10031007751938,-0.0933333333333333,-0.201481481481482,0,-0.1,0,0.0349206349206349,-0.1,-0.194545454545455,-0.2,0.0616824894514768,0.0181506895375509,0.0905621784301534,0.2,0.2,0.072749584728736,0.0816649466804266,0.0933333333333333,0.1,0.1,0.0978787878787879,0.108002385211688,0.111957187471575,0.08,-0.0981837395696092,0.0868480725623583,0.0868480725623583,0.08,0.0504761904761905,0.0580233602875112,0.106666666666667,0.112916666666667,0.124761904761905,0.1,0.111451302320868,0.119548872180451,0.114285714285714,0.121676531754919,0.0640692640692641,0.219340635517106,0.153333333333333,0.153333333333333,0.224980798771121
"TGFR",-0.205506822612086,-0.250436507936508,-0.246890408645728,-0.0514369549298957,-0.233333333333333,0.0323199812399826,-0.233333333333333,0,-0.138095238095238,-0.138095238095238,-0.151779359430605,-0.12055316091954,0.00486262826878517,0.010125786163522,-0.184588744588745,0.0233333333333333,0.0328571428571428,0.0333333333333333,-0.0503373469906651,0.0428571428571429,-0.102673350041771,-0.102673350041771,-0.0160150126122217,0.00237991589723357,0.144507273364876,0.113784461152882,0.119047619047619,-0.0474463893929846,0.0887814313346228,-0.0196495956873315,0.113333333333333,0.113333333333333,-0.0151334666550735,-0.00342722157022058,-0.00263005593691677,0.116598358659653,-0.112299440455725,0.113333333333333,0.114400948991696,0.12367816091954,0.138095238095238,0.145112781954887,0.228070175438596,0.230395756833945,-0.00992025645101468,0.233333333333333,0.121424569379522,0.223333333333333,0.223333333333333,0.229808153477218,0.0514369549298957,0.101926949130248,0.159365079365079,0.168888888888889,0.301824509375263
"TGF",-0.209210526315789,-0.159365079365079,-0.250436507936508,-0.0503048794581975,-0.233333333333333,0.0325509281221997,-0.2,0,-0.125595238095238,-0.125595238095238,-0.15,-0.12367816091954,0.010125786163522,0.0233333333333333,-0.187445887445887,0.0333333333333333,0.0428571428571429,0,-0.0521230612763794,0,-0.102673350041771,-0.113784461152882,-0.0147049689440994,0.00214843441575208,0.145982199618563,0.119047619047619,0.133333333333333,-0.047276031641707,0.0887814313346228,-0.0328571428571428,0.133333333333333,0.113333333333333,-0.0196495956873315,-0.00486262826878517,-0.00342722157022058,0.12055316091954,-0.11317920585162,0.113333333333333,0.113333333333333,0.113333333333333,0.125595238095238,0.138095238095238,0.233333333333333,0.228070175438596,-0.016358024691358,0.233333333333333,0.118526018654885,0.223333333333333,0.233333333333333,0.223333333333333,0.0503048794581975,0.0966850136463774,0.168888888888889,0.18,0.296201037492623
"DSH",-0.11389504804139,-0.372505175983437,-0.38330656971166,-0.0496245608473906,0.193333333333333,0.213099140516641,0.133333333333333,0.2,0.521956824774894,0.521956824774894,-0.0792258179867692,-0.0170786203044268,0.279910869889957,0.26203007518797,-0.269775224775225,0.251315789473684,0.251315789473684,0.225,-0.0412498980174594,0.225,0.10583058954576,0.0975599128540305,0.165849499337871,-0.133206267625048,0.313750862663906,-0.0827450980392157,-0.0533333333333333,-0.15283668883461,-0.0431533006001091,-0.26203007518797,0,0.00909090909090909,-0.279677134011499,-0.291339441318528,-0.299798924844797,0.0176921172369421,-0.170172687238236,-0.0637863935190603,-0.0671826199341547,0.0138528138528139,-0.521956824774894,-0.547447020853325,-0.274583333333333,-0.301020114942529,-0.315535989866281,-0.243333333333333,-0.151224402022966,-0.29250700280112,-0.263095238095238,-0.312786723080841,0.0496245608473906,-0.616242522048344,0.362028985507246,0.353333333333333,-0.65986482554968
"Frizzled",-0.121212121212121,-0.362028985507246,-0.372505175983437,-0.0456875529733748,0.133333333333333,0.206620930858219,0.1,0.1,0.492822966507177,0.492822966507177,-0.0806442577030812,-0.0138528138528139,0.26203007518797,0.251315789473684,-0.259285714285714,0.225,0.225,0.2,-0.034453781512605,0.3,0.0975599128540305,0.0827450980392157,0.159355992844365,-0.128666104644838,0.300707384403037,-0.0533333333333333,-0.0333333333333333,-0.151344151521177,-0.0431533006001091,-0.251315789473684,0,0,-0.26203007518797,-0.279910869889957,-0.291339441318528,0.0170786203044268,-0.164075126262626,-0.0591134963227986,-0.0637863935190603,0.00909090909090909,-0.492822966507177,-0.521956824774894,-0.243333333333333,-0.274583333333333,-0.29739252995067,-0.193333333333333,-0.138821301247772,-0.263095238095238,-0.221428571428571,-0.29250700280112,0.0456875529733748,-0.592769239605596,0.353333333333333,0.333333333333333,-0.628542319749216
