"","GSK3","cMet","Frizzled","DSH","STAT","SRC","NOTCHic","Csl","TrCP","SUFU","TWIST1","miR200","SNAI1","SOSGRB2","ZEB2","ZEB1","KLF4","FOXC2","CDC42","MEK","ERK","SHH","EGR1","cfos","SMO","FUS","PAK1","Patched","RAF","PI3K","DELTA","RAS","HEY1","TGFR","TGF","ILK","SMAD","NFB","RKIP","IKK","AKT","Csn","Ecadherin","Jagged","NOTCH","Destcompl","LIV1","cateninmemb","SNAI2","Wnt","cateninnuc","TCFLEF","CD44","GLI","AXIN2"
"TWIST1",-0.127607300446259,-0.19549138804458,-0.197619047619048,-0.180952380952381,-0.180952380952381,-0.197619047619048,-0.0462678062678063,-0.0437037037037037,0.1,0.233333333333333,-0.24706476335767,0.237954442231772,-0.245860994096304,-0.138837059203192,-0.124015243313489,-0.124015243313489,0.114832186783406,-0.0898619947194591,-0.11705329153605,-0.162711955098649,-0.168184591914569,0.289822015280683,-0.173333333333333,-0.160289855072464,-0.300888888888889,-0.288888888888889,-0.0963636363636364,-0.291299847792999,0.0130822030126268,0.0130822030126268,0.0130822030126268,0.0175342578071473,-0.180815794375116,0.13080329153605,0.131031081968852,-0.173955773955774,-0.170985476926071,-0.107692307692308,0.188041577172012,-0.117216117216117,-0.100266964673744,-0.1,0.0957915968540028,0.0834610147453492,0.0547583723055421,0.14550901986834,0.166666666666667,0.184025656785716,0.417657722495993,0.194461152882206,0.199011447232817,0.196883787658349,0.200712271578716,0.199261152882206,0.247200702523283
"SNAI2",-0.222741873135846,-0.325703310773733,-0.315844155844156,-0.287272727272727,-0.287272727272727,-0.315844155844156,-0.281578947368421,-0.276315789473684,-0.1,0.2,-0.370415092653572,0.228284480670223,-0.247338374446451,-0.040973630831643,-0.121345919865744,-0.121345919865744,0.0898076923076923,0.11626999312163,-0.302801120448179,0.0470588235294118,0.0470588235294118,0.294125762981249,0.0666666666666667,0.0607843137254902,-0.289411764705882,-0.26,-0.264705882352941,-0.295534213685474,0.142491565138535,0.142491565138535,0.142491565138535,0.146144533175064,-0.0281946955997589,0.331006248653307,0.345291962939022,0.00315224681421865,0.00937234250799855,0.158333333333333,0.240051282051282,0.141091954022989,0.149525688962748,0.133333333333333,0.192914534859665,0.329247311049733,0.29066985645933,0.216045959815692,0.26,0.322018778090287,0.519087319344652,0.325703310773733,0.339044844434667,0.336249813378766,0.336455998945776,0.33586373858122,0.393351301079963
"AXIN2",-0.180425199006435,-0.157933707564822,-0.176899224806202,-0.146666666666667,-0.146666666666667,-0.176899224806202,-0.0255513784461153,-0.0291228070175439,0.0666666666666667,0.15,-0.184833095434853,0.184708819802052,-0.182674921416133,0.0289682236105799,-0.0851736953639856,-0.0851736953639856,0.0714390128951008,-0.0743650494704359,-0.237006172839506,-0.107390277963366,-0.12807993313578,0.157001441181769,-0.126666666666667,-0.104715447154472,-0.157692307692308,-0.157692307692308,-0.230833333333333,-0.161263736263736,-0.101722366211986,-0.101722366211986,-0.101722366211986,-0.0843995315663163,-0.0605984425457042,0.246740686113842,0.243440356080839,-0.0599723947550034,-0.0480676328502415,-0.0830917874396135,0.17920900783804,-0.107729468599034,-0.0866183574879227,-0.122222222222222,-0.0609649579279319,0.139373311764616,0.0309567838515207,0.175163122983077,0.166666666666667,0.11637601550873,0.161637932157148,0.157933707564822,0.16881908517408,0.15935086208718,0.172129291161037,0.171770185552244,0.550052973337213
"HEY1",-0.174145573033851,-0.260419516643867,-0.262745098039216,-0.233333333333333,-0.233333333333333,-0.262745098039216,-0.223827751196172,-0.229090909090909,-0.1,0.2,-0.318522875816993,0.190903540903541,-0.190657144084748,-0.00568896512292739,-0.0839731682146543,-0.0839731682146543,0.0555555555555556,0.0788146131612556,-0.265454545454545,0.0386603451127405,0.0314438502673797,0.238373655913978,0.04,0.0490909090909091,-0.25,-0.233333333333333,-0.245454545454545,-0.24375,0.0879487179487179,0.0879487179487179,0.0879487179487179,0.0975075414781297,-0.00799083269671505,0.288121212121212,0.294462675535846,0.0213333333333333,0.024231884057971,0.12,0.193073593073593,0.0866666666666667,0.108888888888889,0.1,-0.00630064017505324,0.26702466948344,0.235167957381739,0.160414648234083,0.233333333333333,0.233445341920952,0.249995147840035,0.260419516643867,0.269308174144794,0.264700453098716,0.271723864469954,0.270764344230074,0.336455998945776
"FOXC2",-0.174145573033851,-0.260419516643867,-0.262745098039216,-0.233333333333333,-0.233333333333333,-0.262745098039216,-0.223827751196172,-0.229090909090909,-0.1,0.2,-0.318522875816993,0.190903540903541,-0.190657144084748,-0.00568896512292739,-0.0839731682146543,-0.0839731682146543,0.0555555555555556,0.0788146131612556,-0.265454545454545,0.0386603451127405,0.0314438502673797,0.238373655913978,0.04,0.0490909090909091,-0.25,-0.233333333333333,-0.245454545454545,-0.24375,0.0879487179487179,0.0879487179487179,0.0879487179487179,0.0975075414781297,-0.00799083269671505,0.288121212121212,0.294462675535846,0.0213333333333333,0.024231884057971,0.12,0.193073593073593,0.0866666666666667,0.108888888888889,0.1,-0.00630064017505324,0.26702466948344,0.235167957381739,0.160414648234083,0.233333333333333,0.233445341920952,0.249995147840035,0.260419516643867,0.269308174144794,0.264700453098716,0.271723864469954,0.270764344230074,0.336455998945776
"RAS",-0.309392764857881,-0.0441176470588235,-0.05,-0.1,-0.1,-0.05,-0.0447368421052632,-0.05,-0.1,-0.1,-0.134620840152755,0.194338461538462,-0.289115044247788,0.164502164502164,-0.0827503681885125,-0.0827503681885125,0.0982142857142857,-0.139206349206349,-0.26,-0.066671826625387,-0.0607894736842105,-0.0103050847457627,-0.02,-0.045,0,0,-0.18,0.012,-0.112307692307692,-0.112307692307692,-0.112307692307692,-0.223846153846154,-0.0911067193675889,0.265882352941176,0.256971461852067,0.00909090909090909,0.0152133580705009,0,0.291578616352201,0.00666666666666667,0.00111111111111111,0.1,-0.154567309576444,0.0453932584269663,0.0390764647467726,0.118741425136774,0,-0.0994884730667695,-0.264377461653404,0.0441176470588235,0.00083978093121959,0.0130210840473669,0.0207133917396746,0.0232843137254902,0.052068511198946
"SMAD",-0.254810384547227,-0.236844070961718,-0.231746031746032,-0.20952380952381,-0.202857142857143,-0.225079365079365,-0.206141215106732,-0.198095238095238,-0.1,-0.025,-0.0769792484507027,0.00285095574587256,-0.103432780928749,-0.128904170363798,-0.082635801839951,-0.082635801839951,0.0722845614254424,-0.00632512334707522,0.0667337357478203,-0.107050526367856,-0.103204372521702,0.00555531871355002,-0.0571428571428571,-0.105529953917051,0.0125,0.0375,0.104761904761905,-0.014105504587156,-0.0654475888013006,-0.0654475888013006,-0.0654475888013006,-0.0726844309065638,0.068524520054822,-0.0460633446863678,-0.0309239024552921,0.0716058370852891,-0.0202989248194728,0.0904761904761905,0.10388758433605,0.088515406162465,0.0711820728291317,0.0666666666666667,0.111485630843815,0.226308755760369,0.200585659551177,0.161092318553854,0.16,0.212012579627687,0.311392771529317,0.24520757020757,0.230255015685461,0.233598480731053,0.229934980052627,0.237293901142822,0.279404689447294
"Ecadherin",-0.167081555373807,-0.271723864469954,-0.260419516643867,-0.262745098039216,-0.262745098039216,-0.260419516643867,-0.235167957381739,-0.223827751196172,-0.1,0.233333333333333,-0.311260305984591,0.192207079078587,-0.197619169401204,0.00220577171917787,-0.0763902298260287,-0.0763902298260287,0.0631504922644163,0.0886544300948941,-0.288121212121212,0.0288564235441131,0.0386603451127405,0.241523262213191,0.0490909090909091,0.0314438502673797,-0.24375,-0.25,-0.265454545454545,-0.238373655913978,0.0975075414781297,0.0975075414781297,0.0975075414781297,0.0882896643831576,-0.0059774098779231,0.294462675535846,0.298260143890277,0.024231884057971,0.0210841843001018,0.0866666666666667,0.184459360863855,0.108888888888889,0.103694083694084,0.12,-0.105716414274372,0.263134509300374,0.237026693441219,0.168243166407429,0.233333333333333,0.235881239356849,0.250055352536001,0.270764344230074,0.264452898701283,0.269308174144794,0.264700453098716,0.26343101089674,0.336249813378766
"SRC",-0.242251082251082,0.065,0.075,0.1,0.2,0.075,-0.0461904761904762,-0.07,-0.1,-0.1,0.0826765188834154,-0.0420758307714829,-0.0756328855366976,0.00428571428571429,-0.067550164719976,-0.067550164719976,0.178423772609819,-0.12844070961718,0.120833333333333,0.051496093005527,0.0797979797979798,-0.0100435729847495,0.1,0.0909090909090909,-0.01,0.05,0.133333333333333,0.0159259259259259,-0.0528327075511055,-0.0528327075511055,-0.0528327075511055,-0.0528327075511055,-0.083291956305859,-0.0779761904761905,-0.0670670995670996,-0.0317982456140351,-0.059726173541963,0.0833333333333333,0.163245356793744,0.0294871794871795,0.0517094017094017,0.15,0.0206991483462072,-0.00587744060221124,0.064047619047619,0.0285857620640229,-0.2,-0.0675565035174375,-0.0380001659763559,-0.065,-0.0694561146458643,-0.0625209916033587,-0.0600819672131148,-0.0600819672131148,-0.108043265757151
"Csl",-0.166164909700604,-0.237822177822178,-0.225734265734266,-0.198461538461538,-0.198461538461538,-0.225734265734266,-0.129830220713073,-0.121935483870968,0,0.075,-0.0738104720578529,-0.0304780680299212,-0.0301221001221001,-0.159376823433306,-0.0571838328840491,-0.0571838328840491,0.0398999309868875,0.0573917353370714,0.136186379928315,-0.060879917184265,-0.0576190476190476,0.0893651316948444,-0.0133333333333333,-0.0633333333333333,-0.0659502262443439,-0.0365384615384615,0.168444444444444,-0.101434097212086,0.040539470524478,0.040539470524478,0.040539470524478,0.0350247646421251,0.0943113209609373,-0.115167271648061,-0.0963464099700561,-0.000979787598492632,0.00790910129039626,0.0111111111111111,0.0719932096500741,0.0041343669250646,-0.0167958656330749,-0.0333333333333333,0.123302978380204,0.139945322031415,0.122557493440346,0.174597928958998,0.16,0.222303325720193,0.318887228573676,0.239712760357922,0.237146801128612,0.238576189350453,0.234148708434423,0.234874050680502,0.283509418949226
