"","cateninmemb","Ecadherin","SNAI2","TWIST1","Destcompl","NOTCHic","NFB","NOTCH","IKK","GLI","DSH","HEY1","Patched","CD44","TCFLEF","Wnt","SMO","cateninnuc","cMet","FUS","Frizzled","MEK","SRC","ERK","CDC42","RAS","ZEB1","RAF","PI3K","DELTA","TGFR","TGF","GSK3","FOXC2","SOSGRB2","ZEB2","PAK1","cfos","RKIP","ILK","SHH","STAT","SMAD","EGR1","TrCP","SUFU","AKT","SNAI1","Csn","Jagged","AXIN2","miR200","KLF4","Csl","LIV1"
"DELTA",0.0120888970184745,0.024140350877193,-0.128104575163399,-0.096,0.0128803088803089,0.08,0,0.0942857142857143,-0.0333333333333333,0.0123076923076923,0,0.1,-0.00833333333333333,0.0123076923076923,0.00321678321678322,0.02,-0.0333333333333333,-7.99200799200796e-05,0.02,0,0,-0.02,0,-0.02,0,-0.0133333333333333,-0.00193236714975845,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.0111111111111111,0.00711111111111111,-0.0118773946360153,0.00428571428571428,0.02,0.00193236714975845,0,0,0.0923076923076923,0,0.016025641025641,0,0.00476190476190476,0.1,0,0,0.0222222222222222,0.125,0,-0.00251082251082251,-0.0142857142857143,0.102424242424242,-0.0111111111111111,-0.1,0
"SNAI1",-0.0682914427052429,-0.0528318019800747,-0.18262867167281,-0.107491624317711,-0.0547826971474329,-0.0260805860805861,-0.0155701754385965,-0.02567242281528,-0.0118664717348928,-0.0478399365635146,-0.0411111111111111,-0.00585342832785288,-0.00264743699152301,-0.0482736201548083,-0.0474460339479117,-0.0567978890315219,-0.010647436991523,-0.0514728795854956,-0.0567921386733268,-0.0168202764976959,-0.0621637426900585,-0.00570253780155602,-0.0627327327327327,-0.0128774256939327,0.00403615991851286,-0.0611604422758136,-0.00204740520502221,-0.0624740711756494,-0.0624740711756494,-0.0624740711756494,-0.0101714903547112,-0.011381167774066,-0.0614617354592602,-0.00627021812301758,0.0396723540278556,0.00204740520502221,-0.00252100840336135,0.00221075902726603,0.0867784883924878,0.00557433009045912,0.00750180592356185,0.0411111111111111,0.00471332148037302,-0.0130434782608696,0.0333333333333333,0.00714285714285714,0.015338693957115,0.013894650134416,0.0208333333333333,0.0107140347447773,0.0701558601883911,0.100595541586056,-0.00220235845729947,0.0194871794871795,0.03
"TrCP",0.0681878157622377,0.05147904443585,0.184338359906132,0.116824957651045,0.0575787497790119,0.0194871794871795,0.0208333333333333,0.0260805860805861,0.0155701754385965,0.0567978890315219,0.03,0.0028772378516624,0.010647436991523,0.0567921386733268,0.0482736201548083,0.0621637426900585,0.0168202764976959,0.0474460339479117,0.0627327327327327,0.00714285714285714,0.0411111111111111,0.0128774256939327,0.0411111111111111,0.00221075902726603,-0.00252100840336135,0.0624740711756494,-0.0022576378454083,0.0597467984483766,0.0597467984483766,0.0597467984483766,-0.00403615991851286,0.0101714903547112,0.0657521645021645,0.0033477276528778,-0.0362761276127613,0.0022576378454083,-0.019047619047619,0.0130434782608696,-0.0976571494803539,-0.00105820105820106,-0.00264743699152301,-0.03,-0.00557433009045912,0,-0.0333333333333333,0.00952380952380952,-0.0118664717348928,-0.112293226646872,-0.0333333333333333,-0.0144787406271302,-0.075050965083496,-0.104726185197968,0.00749830861306271,-0.017948717948718,-0.05
"PAK1",0.0681878157622377,0.05147904443585,0.184338359906132,0.116824957651045,0.0575787497790119,0.0194871794871795,0.0208333333333333,0.0260805860805861,0.0155701754385965,0.0567978890315219,0.03,0.0028772378516624,0.010647436991523,0.0567921386733268,0.0482736201548083,0.0621637426900585,0.0168202764976959,0.0474460339479117,0.0627327327327327,0.00714285714285714,0.0411111111111111,0.0128774256939327,0.0411111111111111,0.00221075902726603,-0.00252100840336135,0.0624740711756494,-0.0022576378454083,0.0597467984483766,0.0597467984483766,0.0597467984483766,-0.00403615991851286,0.0101714903547112,0.0657521645021645,0.0033477276528778,-0.0362761276127613,0.0022576378454083,-0.019047619047619,0.0130434782608696,-0.0976571494803539,-0.00105820105820106,-0.00264743699152301,-0.03,-0.00557433009045912,0,-0.0333333333333333,0.00952380952380952,-0.0118664717348928,-0.112293226646872,-0.0333333333333333,-0.0144787406271302,-0.075050965083496,-0.104726185197968,0.00749830861306271,-0.017948717948718,-0.05
"LIV1",0.0681878157622377,0.05147904443585,0.184338359906132,0.116824957651045,0.0575787497790119,0.0194871794871795,0.0208333333333333,0.0260805860805861,0.0155701754385965,0.0567978890315219,0.03,0.0028772378516624,0.010647436991523,0.0567921386733268,0.0482736201548083,0.0621637426900585,0.0168202764976959,0.0474460339479117,0.0627327327327327,0.00714285714285714,0.0411111111111111,0.0128774256939327,0.0411111111111111,0.00221075902726603,-0.00252100840336135,0.0624740711756494,-0.0022576378454083,0.0597467984483766,0.0597467984483766,0.0597467984483766,-0.00403615991851286,0.0101714903547112,0.0657521645021645,0.0033477276528778,-0.0362761276127613,0.0022576378454083,-0.019047619047619,0.0130434782608696,-0.0976571494803539,-0.00105820105820106,-0.00264743699152301,-0.03,-0.00557433009045912,0,-0.0333333333333333,0.00952380952380952,-0.0118664717348928,-0.112293226646872,-0.0333333333333333,-0.0144787406271302,-0.075050965083496,-0.104726185197968,0.00749830861306271,-0.017948717948718,-0.05
"Csl",-0.0202364075767325,-0.024166101955085,0.127977044792832,0.1018793493308,-0.014071518935723,0.00775163715740966,0.0111111111111111,0.00956981897559147,0.0134366925064599,-0.00724904128129935,-0.0123076923076923,-0.0960744966883074,0.0127998345740281,-0.00767518196089625,-0.00935457127387334,9.02323482968592e-06,0.016025641025641,-0.00666732141681217,7.99200799200796e-05,0.016025641025641,-0.00321678321678322,0.023944099378882,-0.00321678321678322,0.0228571428571429,-0.010336917562724,0.0171279433812506,-0.00234837768347257,0.0182308845577211,0.0182308845577211,0.0182308845577211,-0.00715220418692783,-0.00239029942502307,0.0205614706349929,-0.00362284624639622,-0.0188018827556697,0.00234837768347257,0.00711111111111111,-0.02,-0.0949121958584742,-0.00404248030147311,-0.0110756966429936,0.0123076923076923,-0.00459803585702866,-0.02,-0.0333333333333333,-0.00833333333333333,-0.0142118863049096,-0.121423737293302,-0.0222222222222222,-0.00167500653013898,0.00780057257418173,-0.104618975166408,0.00663906142167012,-0.00248847926267281,0.02
"STAT",-0.0699124401443313,-0.00128476299779846,0.0549348712394026,0.0479274432048045,-0.0493707862512574,0.00317965023847377,0,-0.0036164662663806,0.00476190476190476,-0.0133785332314744,0.0142857142857143,0.00533333333333333,0.00496124031007752,-0.0132492507492507,-0.00599373024451889,-0.0209415584415584,-0.00666666666666667,-0.00444426659731984,-0.0209415584415584,0,0.00178571428571429,0.0185452245414295,0.00178571428571429,0.023921568627451,-0.00965909090909091,-0.0506691110205795,-0.00419580419580419,-0.0476840363937138,-0.0476840363937138,-0.0476840363937138,-0.0149222488038277,-0.030864277789335,-0.0406964842011571,-0.0258882072256305,0.0610426929392447,0.00419580419580419,0.0409090909090909,-0.0533333333333333,-0.0854263191763192,-0.00676328502415459,-0.0111559305755642,-0.0142857142857143,0.000133266699983342,-0.0333333333333333,0,-0.05,-0.00984665052461663,-0.124099509963833,0,-0.00400767716306108,0.0614871403106697,-0.106436837176309,0.0984056248762131,-0.00588235294117647,0.1
"FUS",-0.0356524572782291,0.0398043550025871,-0.230279118626546,-0.0428124536609292,-0.110479227104588,-0.185909090909091,-0.164285714285714,-0.192727272727273,-0.136285714285714,0.0849358974358974,0.15,-0.0642936773371556,-0.0641666666666667,-0.0118122977346278,0.00548093534807894,0.0791666666666667,-0.0808333333333333,0.0111874570872094,-0.0166666666666667,-0.0933333333333333,0.1125,0.0234225544570372,0.0166666666666667,0.0314685314685315,0.11,-0.176645708181328,-0.00595386641710859,-0.167475402504472,-0.167475402504472,-0.167475402504472,0.0910810810810811,0.0698044853364002,-0.106294985442305,-0.0322141560798548,0.140958164642375,0.00595386641710859,-0.06,-0.0769230769230769,0.0658042873506791,0.0507936507936508,0.0631565656565657,-0.05,0.056600102406554,-0.1,0.1,-0.0666666666666667,0.124747252747253,0.0595701823029881,0.15,0.0944610186778862,0.162628426046717,0.0799500474459743,0.00719489981785064,0.190909090909091,0
"RKIP",-0.10380498145204,-0.0783816049548892,0.321986944104447,-0.0774034462269756,0.159546536384589,0.097979797979798,0.114285714285714,0.0902874902874903,0.114285714285714,-0.0628205128205128,-0.1,0.111962833914053,0.112,-0.0680836707152497,-0.0715801742117532,-0.0666666666666667,0.14,-0.0697990037282926,-0.0719298245614035,0.1,-0.0666666666666667,-0.142120322817315,-0.0666666666666667,-0.152758620689655,-0.0333333333333333,0.0793401043401043,-0.00607747489239598,0.0801948051948052,0.0801948051948052,0.0801948051948052,-0.0333333333333333,-0.0230529595015576,-0.0229314420803782,-0.0159888004715591,-0.161460317460317,0.00607747489239598,0,0.17,-0.0714985994397759,-0.10112323491656,-0.113639344262295,0.1,-0.110034126005669,0.07,-0.1,-0.1,-0.105194805194805,0.0893908356776737,-0.1,-0.0910077613388309,0.102437880918894,-0.0697218913892894,0.018077474892396,-0.0888888888888889,0
"RAF",-0.10380498145204,-0.0783816049548892,0.321986944104447,-0.0774034462269756,0.159546536384589,0.097979797979798,0.114285714285714,0.0902874902874903,0.114285714285714,-0.0628205128205128,-0.1,0.111962833914053,0.112,-0.0680836707152497,-0.0715801742117532,-0.0666666666666667,0.14,-0.0697990037282926,-0.0719298245614035,0.1,-0.0666666666666667,-0.142120322817315,-0.0666666666666667,-0.152758620689655,-0.0333333333333333,0.0793401043401043,-0.00607747489239598,0.0801948051948052,0.0801948051948052,0.0801948051948052,-0.0333333333333333,-0.0230529595015576,-0.0229314420803782,-0.0159888004715591,-0.161460317460317,0.00607747489239598,0,0.17,-0.0714985994397759,-0.10112323491656,-0.113639344262295,0.1,-0.110034126005669,0.07,-0.1,-0.1,-0.105194805194805,0.0893908356776737,-0.1,-0.0910077613388309,0.102437880918894,-0.0697218913892894,0.018077474892396,-0.0888888888888889,0
"Csn",0.029209989749568,-0.0109773524177709,0.0810645741823775,0.110258687860371,-0.13473655938042,0.105194805194805,0.0883333333333333,0.103271728271728,0.0925,0.108053687419456,0.116666666666667,0.00922203765227021,-0.00411953637760089,0.108185662188986,0.110758009455867,0.10063010663343,-0.00519480519480519,0.107931791776973,0.10063010663343,-0.0142857142857143,0.0994252873563218,0.00542207792207792,0.0994252873563218,0.00125541125541126,-0.0583107191316147,0.00801115628225749,-0.0138990901571547,0.008203094861912,0.008203094861912,0.008203094861912,-0.0672850781059736,-0.0689557224973817,-0.0876527794297585,-0.0775741967660741,-0.0857142857142857,0.0138990901571547,0.0568181818181818,-0.00515151515151515,-0.108027317510076,-0.00207298136645963,0.00657855277104352,-0.116666666666667,-0.00335832841016143,-0.0233333333333333,0.02,0.0142857142857143,-0.0885,-0.10789539171535,-0.08,-0.0204753993710322,-0.139446608435631,-0.0222210644642544,0.00950657185951304,-0.109090909090909,-0.133333333333333
"TCFLEF",0.0928652525370334,0.0184205629887704,0.300012572891762,0.0851430474442516,-0.200705767521348,0.191981508050375,0.0704415584415584,0.191649282136753,0.0704415584415584,0.182062555233911,0.182352941176471,0.0186472547340375,-0.160184331797235,0.187885421706176,0.0893745396901398,0.178335847159377,-0.158571428571429,0.086625398796669,0.183482905982906,-0.163333333333333,0.172352941176471,-0.0888219678115149,0.1775,-0.0929036004645761,0.0424567680381634,0.0892424329825906,-0.0158004164451533,0.0893738390272686,0.0893738390272686,0.0893738390272686,0.038718450281154,0.0400429535924123,-0.205854920622943,0.0333478584583012,-0.0924360509749731,0.0158004164451533,-0.0564102564102564,0.0976655052264808,0.0159223033475685,0.0321157439052176,0.165092307257358,-0.1875,0.0281004475381048,0.0757142857142857,-0.0857142857142857,0.183333333333333,-0.0660937323546019,0.0295643524304612,-0.0584415584415584,-0.0977539713489188,-0.538515750915751,0.079345868321772,-0.0880140692640693,-0.195903076677826,-0.2
"Frizzled",0.00734732311003498,-0.0721572159809768,0.024974437071685,0.00435574229691877,-0.141315985814413,0.0940476190476191,0.0466666666666667,0.0960084033613446,0.0591666666666667,0.0806390977443609,0.2,0.00372067648663394,-0.017965367965368,0.0806390977443609,0.08130134939999,0.0842105263157895,-0.0227272727272727,0.0879680160666567,0.0842105263157895,-0.05,0.1,-0.0176470588235294,0.1,-0.0176470588235294,-0.0466666666666667,0.000537402920328739,-0.0200330506508327,0.00604921394395079,0.00604921394395079,0.00604921394395079,-0.0510144927536232,-0.0538716356107661,-0.0963636363636364,-0.0621862348178138,-0.0454545454545454,0.0200330506508327,0.0666666666666667,0,-0.0230952380952381,0.00393559928443649,0.0211911744169809,-0.1,0.0067393376021935,0,-0.1,0,-0.0716666666666667,-0.00716011042097998,-0.0666666666666667,-0.0176596850861557,-0.131106412966878,0.0652998737373737,0.0204481792717087,-0.0857142857142857,-0.1
"DSH",0.0114698201653942,-0.0738253459195194,0.0274191402148747,0.00364652243876274,-0.137880871310597,0.0960084033613446,0.0591666666666667,0.0925118998648411,0.0716666666666667,0.0812926925156027,0.1,0.000211904556809377,-0.0211911744169809,0.08130134939999,0.0879680160666567,0.0806390977443609,-0.017965367965368,0.0878789688716433,0.0806390977443609,-0.0227272727272727,0.0842105263157895,-0.0183989385227775,0.0842105263157895,-0.0176470588235294,-0.0510144927536232,-0.00254382957266846,-0.0200330506508327,0.000537402920328739,0.000537402920328739,0.000537402920328739,-0.0538716356107661,-0.0556137958895117,-0.0989158405399705,-0.0634849361165151,-0.0478935698447894,0.0200330506508327,0.0466666666666667,0.0176470588235294,-0.0237945387945388,0.0067393376021935,0.0218046713494962,-0.1,0.00485254514936331,0,-0.0666666666666667,0.05,-0.0682183908045977,-0.0097688060731539,-0.0466666666666667,-0.0168844912877061,-0.129840590182068,0.0659096298349347,0.0175355579124854,-0.0940476190476191,-0.1
"GSK3",0.0105856468674278,-0.0755704891529735,0.0281956717075408,0.00864012039010717,-0.136154911465581,0.0925118998648411,0.0716666666666667,0.0901742375271787,0.0682183908045977,0.0874247679873008,0.0842105263157895,0.0026340498855291,-0.0218046713494962,0.0879680160666567,0.0878789688716433,0.0812926925156027,-0.0211911744169809,0.0849842320295381,0.08130134939999,-0.017965367965368,0.0806390977443609,-0.0166943930682321,0.0806390977443609,-0.0183989385227775,-0.0538716356107661,-0.000863157303760897,-0.0216675231619768,-0.00254382957266846,-0.00254382957266846,-0.00254382957266846,-0.0556137958895117,-0.056895847171563,-0.19558805351834,-0.0652393220814273,-0.0483586861238591,0.0216675231619768,0.0510144927536232,0.0176470588235294,-0.0260501778922832,0.00485254514936331,0.0208477335504531,-0.0842105263157895,0.00440277003691954,0.0176470588235294,-0.0466666666666667,0.0227272727272727,-0.0639448865310935,-0.0109869677564319,-0.0591666666666667,-0.0217020095358812,-0.13364576522012,0.0648545301866346,0.0175355579124854,-0.0960084033613446,-0.1
"SRC",0.0666251309684179,0.00290729423082364,0.0213207010237723,-0.0360186939497284,0.106586239847109,0.0902380952380952,0.1,0.0902380952380952,0.107692307692308,-0.00368852459016394,0,0.0374958622972526,0.0344444444444444,-0.00368852459016394,-0.00856657337065174,-0.025,0.0233333333333333,-0.0141594145339627,-0.025,-0.0166666666666667,-0.025,-0.125443110348771,-0.025,-0.142424242424242,-0.0541666666666667,0.0083536238479918,-0.0228212039532794,0.00532332081768877,0.00532332081768877,0.00532332081768877,-0.0827380952380952,-0.0863744588744589,-0.12034632034632,-0.0802847805788982,-0.0842857142857143,0.0228212039532794,0.0666666666666667,0.109090909090909,-0.0906810035842294,-0.0177631578947368,-0.0256209150326797,-0.1,-0.0168622569938359,0.1,-0.1,-0.0333333333333333,-0.107692307692308,0.0272571189986641,-0.1,0.00101387908727358,-0.040586085256492,0.0686751573708096,-0.0837209302325581,-0.095,-0.2
"Wnt",0.00322033898305085,-0.0737889176126784,0.026551724137931,0.00911764705882353,-0.139989725867464,0.0857142857142857,0.0666666666666667,0.0940476190476191,0.0466666666666667,0.0842105263157895,0.2,0.0143589743589744,-0.0227272727272727,0.0842105263157895,0.0806390977443609,0.1,-0.05,0.08130134939999,0.1,0,0.2,-0.0176470588235294,0.1,0,-0.0666666666666667,0.00604921394395079,-0.0230033476805356,0.00150375939849624,0.00150375939849624,0.00150375939849624,-0.0466666666666667,-0.0510144927536232,-0.0909090909090909,-0.0621862348178138,-0.0545454545454545,0.0230033476805356,0.1,0,-0.0266666666666667,-0.00769230769230769,0.017965367965368,-0.1,0.00393559928443649,0.1,-0.1,0,-0.0591666666666667,-0.00874741200828157,-0.1,-0.0247303921568627,-0.135757575757576,0.0637373737373737,0.0156862745098039,-0.1,0
"AKT",-0.00209728422415102,-0.0967648084679622,-0.0353373824799349,0.00927206579838228,-0.158937615136329,0.110918114143921,-0.0156862745098039,0.110918114143921,-0.00799396681749623,0.0885977881994399,0.0888888888888889,0.00781772309898953,-0.0145299145299145,0.0885914756659046,0.0904471457689973,0.089156447417317,-0.00897435897435898,0.0895240688459204,0.089156447417317,-0.0166666666666667,0.0845410628019324,-0.0244830947527382,0.0845410628019324,-0.0270147403223584,-0.0693529411764706,0.0290819181368777,-0.025257797783524,0.0307686651248295,0.0307686651248295,0.0307686651248295,-0.0701659493065519,-0.0668426864666727,-0.0135048643113159,-0.0749018888685128,-0.0654273504273504,0.025257797783524,0.0573529411764706,0.0319327731092437,-0.023118377785897,-0.00154493797519008,0.0166351776878093,-0.0888888888888889,-0.00457524100549311,0.0142857142857143,0.0333333333333333,0.05,-0.0889757301522008,-0.00871877762037945,0.0333333333333333,-0.0267061693970024,-0.132837201306515,0.0607092254874319,0.0250224921277553,-0.107692307692308,-0.1
"ZEB1",0.075432979210928,0.00620346063251937,0.0111346627426589,-0.0670538842669054,0.0292271333868394,-0.0927696078431373,-0.0929824561403509,-0.0845051450332199,-0.101179177451826,-0.0490721833693923,-0.0857142857142857,-0.100760474413324,-0.115953654188948,-0.0400657120258985,-0.0504380524514304,-0.0219244170463683,-0.0924242424242424,-0.041436095504268,-0.0129823786925652,-0.0833333333333333,-0.029616724738676,-0.0878916817828453,-0.0208255159474672,-0.0742352941176471,-0.0134516075295685,0.0746227040196183,-0.0266529598807577,0.0747801843345789,0.0747801843345789,0.0747801843345789,0.0175128594755076,0.0332608909715706,0.049880409859074,0.0290516392776401,0.0316569200779727,0.0266529598807577,-0.00249042145593871,0.106,0.0969124234888258,0.0895973749321902,0.110615575897133,0.0769230769230769,0.0895973749321902,0.15,0.0666666666666667,0.133333333333333,0.0926077488803977,0.126295075649954,0.0666666666666667,0.110063037084279,-0.0489835740594672,0.142588389347518,0.0415048698589443,0.110416666666667,0.1
"ILK",-0.00281084181844256,-0.0952496569528107,-0.0372469302186283,0.0108011177861499,-0.159847457981655,0.107692307692308,-0.0333333333333333,0.110918114143921,-0.0156862745098039,0.089156447417317,0.1,0.00856960279823765,-0.00897435897435898,0.089156447417317,0.0885914756659046,0.0845410628019324,-0.0166666666666667,0.0904471457689973,0.0845410628019324,-0.05,0.0888888888888889,-0.0270147403223584,0.0888888888888889,-0.0319327731092437,-0.0573529411764706,0.0307686651248295,-0.0273125923040719,0.0321385281385281,0.0321385281385281,0.0321385281385281,-0.0693529411764706,-0.0701659493065519,-0.0126984126984127,-0.0779094076655052,-0.0565384615384615,0.0273125923040719,0.075,0.0142857142857143,-0.0237394957983193,-0.00234493797519008,0.0145299145299145,-0.1,-0.00154493797519008,0,0,0,0.00799396681749623,-0.00896940418679549,0.0333333333333333,-0.0273684210526316,-0.13247619047619,0.0596397067708543,0.0258771929824561,-0.1,-0.1
"ZEB2",-0.174515655340592,-0.153526796082022,-0.15049462128408,-0.148060047890629,-0.129585612408105,-0.123692307692308,-0.123611111111111,-0.123145859604876,-0.116944444444444,-0.10953251641325,-0.104545454545455,-0.102302052785924,-0.0979094076655052,-0.0956042884990253,-0.0927873870905746,-0.0865967365967366,-0.0857142857142857,-0.0817484260516136,-0.0724561403508772,-0.0714285714285714,-0.0712121212121212,-0.0670983615608652,-0.0566666666666667,-0.0451471420486701,-0.0415584415584416,-0.0297642685651251,-0.0286709687282557,-0.023982683982684,-0.023982683982684,-0.023982683982684,-0.0163883735312307,-0.0163883735312307,-0.0131511473248385,-0.00625641025641025,0.00954212454212454,0.0286709687282557,0.0506493506493507,0.0548245614035088,0.0864412238325282,0.0872434607645875,0.0879094076655052,0.09,0.0909019973499534,0.0916666666666667,0.1,0.1,0.104794911734164,0.109210724314218,0.111111111111111,0.122635726445084,0.1248247241773,0.137207149670674,0.139358458603135,0.141025641025641,0.15
"KLF4",-0.0525532473398327,0.0284158018858046,-0.0666740477550361,0.028797385620915,-0.0349460343297611,-0.0337799043062201,-0.04,-0.0451201104917871,-0.0161904761904762,0.0382848247558847,0.1,-0.00796027501909855,-0.0458333333333333,0.0376851246059597,0.0574175660775316,0.00725034199726403,-0.0833333333333333,0.0483266569866225,0.00725034199726403,-0.1,0.0235294117647059,0.064465516290865,0.0235294117647059,0.0551871657754011,0.00981818181818183,-0.0479411764705882,-0.0309958720330237,-0.045,-0.045,-0.045,-0.0315151515151515,-0.0554175905395417,-0.045217229791186,-0.078451636754722,0.054073756432247,0.0309958720330237,0.0181818181818182,-0.0963636363636364,-0.00695732838589982,-0.00266666666666667,0.0512096774193548,-0.1,-0.00266666666666667,-0.16,0.1,0,0.0235978835978836,-0.0224926758550671,0.1,-0.0523202035345963,0.0627078010585507,-0.0575010175010175,0.0259259259259259,0.0127272727272727,-0.1
"SNAI2",-0.160613480733909,-0.17947017548235,0.231184650578178,-0.055033883615656,-0.0823962625993543,-0.087280701754386,-0.108333333333333,-0.0963716108452951,-0.0841954022988506,-0.0622247926059028,-0.0127272727272727,0.00289330922242315,0.0565666266506603,-0.0627078010585507,-0.0468315123987569,-0.0723852204133894,0.0341176470588235,-0.0465209533925457,-0.0723852204133894,0.04,-0.0484415584415584,0.110280869104399,-0.0484415584415584,0.115686274509804,-0.0588235294117647,-0.0984864027185998,-0.0620373400461506,-0.0930069506638053,-0.0930069506638053,-0.0930069506638053,-0.0733534439416792,-0.0938503383516171,-0.0860738380892203,-0.108569876588848,0.0643340094658553,0.0620373400461506,0.092156862745098,-0.149019607843137,-0.0590769230769231,-0.0226022803487592,-0.0607919787633363,0.0127272727272727,-0.0173391224540224,-0.166666666666667,0.1,-0.1,0.0805809444675253,-0.0794055345062585,0.133333333333333,0.0509242534312444,0.112615699002284,-0.0837553769039346,0.0617307692307692,0.0820175438596491,0.04
"RAS",-0.0301401425896547,0.0108220995908245,0.250410452667206,0.00828150572831423,0.18219588394007,0.0947368421052632,0.133333333333333,0.092850049652433,0.14,-0.128186274509804,-0.1,0.0869565217391304,0.112666666666667,-0.130225281602003,-0.131763743140464,-0.132352941176471,0.116666666666667,-0.133746745973325,-0.132352941176471,0.1,-0.15,-0.0215376676986584,-0.15,-0.0352631578947368,-0.04,-0.0130769230769231,-0.0661119293078056,0.0907692307692308,0.0907692307692308,0.0907692307692308,-0.0635294117647059,-0.056598718695399,-0.0703359173126615,-0.0463492063492064,-0.0632034632034632,0.0661119293078056,0.02,0.03,-0.146767295597484,-0.0852813852813853,-0.100802259887006,0.1,-0.0914038342609771,-0.02,-0.1,-0.1,-0.128888888888889,-0.00602753195673549,-0.1,-0.0566292134831461,0.158550724637681,-0.0946461538461539,0.0671428571428571,-0.1,0
"cateninmemb",-0.0698016727662878,0.0067523283137481,-0.174964762791332,-0.0732648093377637,-0.103880996024321,-0.128626251664776,-0.137142857142857,-0.137176437538382,-0.118624338624339,-0.0702430303316194,-0.0411764705882353,-0.00626268323070534,0.11619623655914,-0.0713250277944265,-0.0612378546935548,-0.102243030331619,0.0979166666666667,-0.0728158192126958,-0.103097603045263,0.0666666666666667,-0.103967168262654,0.145278497528346,-0.103967168262654,0.124494183802856,-0.0745454545454546,-0.142714047372279,-0.076707457240816,-0.143552036199095,-0.143552036199095,-0.143552036199095,-0.115033259423503,-0.12461734622278,-0.109596911976361,-0.136309793446357,0.0671970449279287,0.076707457240816,0.0705454545454546,-0.150267379679144,-0.117291812877688,-0.0173913043478261,-0.106747417661502,0.0411764705882353,-0.0229603116117486,-0.209090909090909,0.2,-0.1,0.134208754208754,-0.12886652115368,0.18,0.0518681807421648,0.154143495877665,-0.104627685577406,0.0768870135958743,0.1111004784689,0
"miR200",-0.167795625762297,-0.16741275195608,-0.105153123486717,-0.0876481187524132,-0.101048281254363,-0.0135960591133005,-0.0252631578947368,-0.0164209178703626,-0.0166917293233083,-0.0772988701439406,-0.06,0.00169491525423729,0.00540084388185654,-0.0765023359502398,-0.0709467803946842,-0.0663098591549296,0.00666666666666667,-0.0638255682734721,-0.06526638089406,0.02,-0.048,0.0109090909090909,-0.0469565217391304,0.0251948051948052,-0.0281862745098039,-0.0936984461922118,-0.0973521505376344,-0.0884615384615385,-0.0884615384615385,-0.0884615384615385,-0.0152830487033523,-0.0222597928893988,-0.0394996845776173,-0.0129885832324857,-0.00951321727917473,0.0973521505376344,0.0458333333333333,-0.0342857142857143,0.000569581483889814,-0.00458865945591609,-0.0130095395340305,0.06,-0.000513424346198225,-0.0142857142857143,0,-0.02,0.00914455951198752,-0.0131133681133681,0.02,0.01168579876928,0.109605483875036,-0.000762412911191462,0.100396825396825,0.0239408866995074,0.1
