"","cateninnuc","FOXC2","CD44","cateninmemb","cMet","Frizzled","SRC","TWIST1","Destcompl","DSH","TGFR","TGF","Ecadherin","Patched","miR200","SMO","RAS","RAF","DELTA","SMAD","ILK","HEY1","SNAI2","GSK3","SNAI1","EGR1","cfos","ERK","MEK","Jagged","Csl","AKT","NOTCH","NOTCHic","IKK","RKIP","NFB","TrCP","ZEB2","ZEB1","Csn","SUFU","LIV1","PI3K","FUS","SHH","SOSGRB2","PAK1","CDC42","KLF4","STAT","Wnt","GLI","TCFLEF","AXIN2"
"SUFU",-0.210351633958924,0.101205027628539,-0.214382963882197,-0.126641918962144,-0.215134843581446,-0.318055555555556,-0.212222222222222,-0.0378345282566467,-0.186191249687573,-0.3125,0.256157753498179,0.259116333379836,0.0312225664032168,-0.180732323232323,0.0280573179228152,-0.179722222222222,-0.278481222786531,-0.278164767090328,-0.278164767090328,0.0898584282604248,0.0868561187916027,0.0800812423127772,-0.303679463605277,-0.21717035814032,0.138947192257089,0.127692307692308,0.148904428904429,0.152352704766498,-0.157033555830328,-0.191615422213682,-0.0242424242424242,-0.216212847555129,-0.0265151515151515,-0.0265151515151515,-0.212857142857143,-0.105833274890712,-0.212857142857143,-0.15,0.0529292431528508,0.0529292431528508,-0.192857142857143,0.186666666666667,0.2,0.278164767090328,0.174166666666667,0.181118423618424,-0.0593056066740277,-0.241666666666667,-0.249774774774775,0.0436495860737541,0.206666666666667,0.321901709401709,0.320786467766022,0.211937311708284,0.378613194999264
"FUS",-0.211937311708284,0.098475499092559,-0.215134843581446,-0.128006175442362,-0.212222222222222,-0.3125,-0.206666666666667,-0.0396901983597395,-0.188264614918833,-0.3,0.249774774774775,0.256157753498179,0.0302956868975526,-0.179722222222222,0.0336335261012539,-0.174166666666667,-0.278164767090328,-0.277728085867621,-0.277728085867621,0.0868561187916027,0.0849206349206349,0.0776716037585603,-0.304536418120768,-0.218969844001503,0.137754687998145,0.12,0.127692307692308,0.148904428904429,-0.152352704766498,-0.191377892522471,-0.0242424242424242,-0.212857142857143,-0.0265151515151515,-0.0242424242424242,-0.212857142857143,-0.107057764686631,-0.192857142857143,-0.1,0.0553447020900489,0.0553447020900489,-0.15,0.266666666666667,0.2,0.277728085867621,0.186666666666667,0.180732323232323,-0.0614035087719298,-0.233333333333333,-0.241666666666667,0.0334699453551913,0.2,0.318055555555556,0.321901709401709,0.214382963882197,0.376973850736969
"Csn",-0.00411257040431943,0.10365530863666,-0.0130898767483728,0.111000169425523,-0.0144232100817061,-0.0132183908045977,-0.0132183908045977,0.0462350007791803,-0.179150085942943,-0.0166666666666667,0.0996668754131441,0.099905538897631,0.143061142783926,0.0484336452078388,0.0304902101777019,0.0516594516594517,-0.0217517062414314,-0.023479153458322,-0.023479153458322,0.0452561712625142,0.0429425465838509,0.0365199335548173,-0.0901286375772575,-0.0573523698432195,0.0244326484940355,-0.0233333333333333,-0.0142424242424242,-0.0181385281385281,0.0233468614718615,-0.0134410489584435,-0.0909090909090909,0.0580333333333333,-0.100961538461538,-0.1,0.0508333333333333,-0.024687721866023,0.03,0.18,0.0559454094292804,0.0559454094292804,0.03,-0.0142857142857143,0.0666666666666667,0.023479153458322,-0.0365079365079365,-0.0484336452078388,-0.050118759368154,-0.0840909090909091,-0.0945386702849389,0.0597687280040221,0.0166666666666667,0.0144232100817061,0.0131131664135839,0.00633746517281011,0.0397073693736229
"SMAD",0.285144118438199,0.256314562630352,0.274779390544096,0.25944068890894,0.260597572362278,0.250793650793651,0.250793650793651,0.247688903419464,0.223996980060022,0.228571428571429,0.190252876664081,0.188260844791571,0.154856241608135,0.232255351681957,0.054546658417185,0.225833333333333,0.164008480659768,0.154469006975557,0.154469006975557,0.0586867470429114,0.158210556566721,0.128014958193163,0.073521558349129,0.07789296473507,0.102258517468195,-0.0571428571428571,-0.0732718894009216,-0.0895509591683635,0.102050959168364,-0.00500949588046363,-0.080952380952381,-0.059874883286648,-0.0836891078270389,-0.0821018062397373,-0.0705415499533147,-0.0993523477394445,-0.096031746031746,-0.15,0.0900132913939585,0.0900132913939585,-0.138888888888889,-0.183333333333333,-0.2,-0.154469006975557,-0.220833333333333,-0.236344571012812,-0.195275066548358,-0.180952380952381,-0.190811535881958,0.0939641653766153,-0.228571428571429,-0.260409035409035,-0.274797524617668,-0.281699336270012,-0.319621482189955
"Jagged",0.258574758574759,0.292857142857143,0.223076923076923,0.234543625388696,0.2,0.1,0.1,0.253,0.217297297297297,0,0.211111111111111,0.231111111111111,0.170456140350877,0.0833333333333333,0.0587878787878788,0.0333333333333333,0.225454545454545,0.18,0.18,0.0619047619047619,0.0666666666666667,0.166666666666667,0.0536450477626948,0.188122605363985,0.183333333333333,0.1,0,-0.02,0.0533333333333333,0.0615584415584416,0.1,-0.0222222222222222,0.12,0.12,-0.0333333333333333,-0.138461538461538,0,0,0.101207729468599,0.101207729468599,0,0,0,-0.18,0,-0.121794871794872,-0.16,-0.2,-0.2,0.105555555555556,0,-0.2,-0.223076923076923,-0.244289044289044,-0.25
"SOSGRB2",0.170773692065395,0.22960927960928,0.143892339544513,0.274456651456651,0.119254658385093,0.0714285714285714,0.0714285714285714,0.235507246376812,-0.0110738255033557,0,0.202857142857143,0.206403242147923,0.2756020989433,0.240990990990991,0.0526145336663387,0.216666666666667,-0.159220628712154,-0.182297551789077,-0.182297551789077,0.241882848334461,0.239784946236559,0.227840909090909,0.381710241016968,0.0284314501144796,0.163590618336887,0.247619047619048,0.258730158730159,0.256027456027456,-0.240875940875941,-0.159221729884522,0.00909090909090909,-0.322733918128655,0.0258839751797498,0.0244755244755245,-0.326900584795322,0.0261330409356725,-0.311111111111111,-0.2,0.101441102756892,0.101441102756892,-0.3,-0.2,0,0.182297551789077,-0.2,-0.259595642153782,0.0708333333333333,-0.192857142857143,-0.202857142857143,0.104298245614035,0,-0.121428571428571,-0.146066252587992,-0.161787076386619,-0.138228822882288
"STAT",0.35146553404234,0.337415132924335,0.331976356976357,0.34188959399502,0.319155844155844,0.296428571428571,0.296428571428571,0.354197792878453,0.259996519476068,0.271428571428571,0.238367224880383,0.238850316667822,0.257157218072387,0.14031007751938,0.0528667346065379,0.133333333333333,0.335458100317272,0.325010339123242,0.325010339123242,0.0626631128880004,0.0615136876006441,0.0653333333333333,0.157255735164545,0.250037828215398,0.160507253972049,-0.0333333333333333,-0.0733333333333333,-0.0909803921568628,0.107109424414927,0.117172031361036,0.0274509803921569,0.0848910411622276,0.0129665930922356,0.0139374668786433,0.0628571428571429,-0.145120656370656,0.02,0,0.104617177694101,0.104617177694101,0,-0.05,-0.1,-0.325010339123242,-0.1,-0.148274679289291,-0.300328407224959,-0.209090909090909,-0.227840909090909,0.0138641315111903,-0.271428571428571,-0.319155844155844,-0.331760886172651,-0.344910110919575,-0.377368513839102
"ZEB2",-0.254745668767166,-0.251118881118881,-0.243752436647173,-0.240847820738723,-0.239122807017544,-0.226969696969697,-0.223333333333333,-0.217615533036191,-0.217509640911194,-0.213636363636364,-0.1995670995671,-0.199037999037999,-0.182938539732008,-0.176010452961672,-0.173928907959742,-0.173571428571429,-0.158751587456084,-0.153398268398268,-0.153398268398268,-0.129031109735335,-0.129031109735335,-0.117536656891496,-0.106457077535003,-0.0926072387444284,-0.0880869521937081,-0.0416666666666667,-0.0153508771929825,-0.00567345783814376,-0.00530215191795381,0.0158788948610876,0.058974358974359,0.0601479750778816,0.0677612442202606,0.0683076923076923,0.0741666666666667,0.0813848631239936,0.0986111111111111,0.1,0.106163570190634,0.106163570190634,0.111111111111111,0.125,0.15,0.153398268398268,0.153571428571429,0.180555907507127,0.181080586080586,0.185714285714286,0.194805194805195,0.196764030130844,0.21,0.242354312354312,0.246941468317615,0.251498915520413,0.27993580259024
"ERK",0.17803761585566,0.232475127647541,0.164998066082839,0.282113203037944,0.158127837075206,0.14974358974359,0.147638326585695,0.250448356770458,-0.100757753421823,0.126666666666667,0.197579643904768,0.198403819728944,0.265343400435843,0.181886638808529,0.0347731777616497,0.177311475409836,0.00247536292090748,-0.00313519813519813,-0.00313519813519813,0.148609161847656,0.147697307744312,0.134064592602843,0.379060810242992,0.0322655779174998,0.112387620287751,0.109655172413793,0.0990168745414527,-0.00931645879188066,0.01739445322085,-0.0453820614401958,-0.0707070707070707,-0.0992235709963718,-0.0792154719445093,-0.0772764137727641,-0.113902470078941,0.0615746107855252,-0.136255411255411,-0.114285714285714,0.10740061509528,0.10740061509528,-0.139285714285714,-0.12,-0.0666666666666667,0.00313519813519813,-0.156,-0.184785189533167,-0.0443223917398675,-0.18,-0.190280373831776,0.109549230923226,-0.124561403508772,-0.1602331002331,-0.167000017526333,-0.173176504744549,-0.16987120185947
"TWIST1",0.156168241479857,0.251393083660525,0.155766327722236,0.140052660144553,0.152955082742317,0.144444444444444,0.144444444444444,0.172392848062184,0.141776618746855,0.133333333333333,0.156475966562173,0.154881433532561,0.030903063615086,0.233071537290715,0.0731030989064738,0.226222222222222,0.188705656433209,0.185280998898962,0.185280998898962,0.0768101134437768,0.0784602784602785,0.0726640591047371,-0.184459604962607,0.13621191387633,0.129769553430498,-0.153333333333333,-0.166376811594203,-0.174271548436308,0.178749160376607,0.0529029607620212,-0.0437037037037037,0.0764667535853977,-0.040196204913186,-0.0411396011396011,0.0730769230769231,-0.157076498380846,0.0730769230769231,0,0.108175719579228,0.108175719579228,0.05,-0.233333333333333,-0.133333333333333,-0.185280998898962,-0.222222222222222,-0.237505034827661,-0.262091963464961,-0.162424242424242,-0.158975966562173,0.120033354179696,-0.133333333333333,-0.153918128654971,-0.157118128654971,-0.156225745792681,-0.202635160538386
"cfos",0.272578320895153,0.314892395982783,0.249329329329329,0.259474348287351,0.238518518518519,0.22,0.22,0.256822510822511,0.223426737660195,0.2,0.251820728291317,0.253335879806468,0.174713450107506,0.112749615975422,0.0528775146422205,0.10952380952381,0.244451086667729,0.234694989106754,0.234694989106754,0.0651305683563748,0.0619047619047619,0.0623188405797101,0.021471545486144,0.179745670995671,0.180737574661625,0.08,-0.04,-0.0530434782608696,0.0682977155490052,0.0498611111111111,0,0.025219298245614,-0.0169230769230769,-0.0153846153846154,0.00416666666666667,-0.160839160839161,-0.0333333333333333,0,0.114076251969714,0.114076251969714,-0.0333333333333333,-0.0333333333333333,-0.1,-0.234694989106754,-0.0761904761904762,-0.118922455481595,-0.209722222222222,-0.214285714285714,-0.238095238095238,0.120793650793651,-0.2,-0.238518518518519,-0.249044834307992,-0.265170913487745,-0.29247947454844
"NOTCHic",0.281974041952232,0.323370638578012,0.258574758574759,0.265948742048106,0.244289044289044,0.223076923076923,0.223076923076923,0.279820168425541,0.220029384524712,0.2,0.244014336917563,0.24592516494304,0.174947816485837,0.127677224736048,0.0552205790356079,0.121794871794872,0.258523725150412,0.247193675889328,0.247193675889328,0.0640630352860569,0.0619047619047619,0.163857302118172,0.0683389859035267,0.188329216934233,0.177032967032967,-0.02,-0.0533333333333333,-0.0747619047619048,0.0919047619047619,0.0849825278964352,0.12,0.0478036175710594,0.00123938879456706,0.00387096774193549,0.0222222222222222,-0.157111368476109,-0.0222222222222222,0,0.114541062801932,0.114541062801932,-0.0333333333333333,-0.0333333333333333,-0.1,-0.247193675889328,-0.0833333333333333,-0.135204106456478,-0.219569377990431,-0.211111111111111,-0.231111111111111,0.12263630089717,-0.2,-0.244289044289044,-0.2582675389127,-0.274493125921697,-0.302908805031447
"TCFLEF",0.154420387799108,0.290266253843397,0.0365223351072408,0.0571402409291952,0.0245726495726496,-0.000490196078431382,0.00833333333333333,0.138979700598545,0.307204896729736,-0.0254901960784314,0.350787732878583,0.353105613673285,0.0617090603347948,-0.00460829493087559,0.0715605278255881,-0.0142857142857143,-0.015436817750252,-0.0255550831904623,-0.0255550831904623,0.0953571082233657,0.0921066302118934,0.082329051289371,0.309339580362923,0.227210640138939,0.267267897142374,0.204285714285714,0.206724738675958,0.200058072009291,-0.189853990376638,-0.0514342751285174,0.00766778256017854,-0.0902391759712938,0.00274953619186378,0.00374621393272756,-0.100021784666946,-0.137225053956009,-0.119376623376623,-0.114285714285714,0.115743487506645,0.115743487506645,-0.123376623376623,0.0666666666666667,0.0666666666666667,0.0255550831904623,0.0333333333333333,-0.00275366825930846,0.0680042990941195,-0.325641025641026,-0.344245676803816,0.117115482556659,0.0166666666666667,-0.0157491201608849,-0.0275503623969097,-0.14832073144172,0.320912332112332
"SNAI1",0.278161786261076,0.317814886452923,0.272578320895153,0.264301352026272,0.265170913487745,0.249044834307992,0.249329329329329,0.266728865337561,0.226572101068716,0.238518518518519,0.251150087456741,0.250142022940612,0.174821036999764,0.124922455481595,0.0516833290436405,0.118922455481595,0.262130591071372,0.254905632122275,0.254905632122275,0.0655598823269339,0.06642089093702,0.0652600170502984,0.0295651488406562,0.187410837512323,0.0799651033479569,-0.0530434782608696,-0.0682977155490052,-0.0802977155490052,0.0883694644279289,0.0626853622839729,-0.0169230769230769,0.03864522417154,-0.0155729984301413,-0.018021978021978,0.0344785575048733,-0.159750370067298,0.025219298245614,-0.0333333333333333,0.116998223311614,0.116998223311614,0.00416666666666667,-0.10952380952381,-0.22,-0.254905632122275,-0.112749615975422,-0.132106921501013,-0.231743518691492,-0.251820728291317,-0.253335879806468,0.123204150768116,-0.238518518518519,-0.265142395283602,-0.27300345561267,-0.276716251929635,-0.319554286528912
"TrCP",0.276716251929635,0.314892395982783,0.265170913487745,0.262954201767205,0.249329329329329,0.238518518518519,0.238518518518519,0.263344249952946,0.226133504577488,0.22,0.253335879806468,0.251150087456741,0.173260162910274,0.118922455481595,0.0538927430686165,0.112749615975422,0.254905632122275,0.244451086667729,0.244451086667729,0.06642089093702,0.0651305683563748,0.0652600170502984,0.026715668451786,0.18483658008658,0.180498911177138,-0.04,-0.0530434782608696,-0.0682977155490052,0.0802977155490052,0.0584500681663258,-0.0153846153846154,0.0344785575048733,-0.018021978021978,-0.0169230769230769,0.025219298245614,-0.158076729899934,0.00416666666666667,-0.0333333333333333,0.117613229461676,0.117613229461676,-0.0333333333333333,-0.0761904761904762,-0.2,-0.244451086667729,-0.10952380952381,-0.124922455481595,-0.224573707370737,-0.238095238095238,-0.251820728291317,0.119154306531356,-0.22,-0.249044834307992,-0.265142395283602,-0.272578320895153,-0.308831675806302
"LIV1",0.276716251929635,0.314892395982783,0.265170913487745,0.262954201767205,0.249329329329329,0.238518518518519,0.238518518518519,0.263344249952946,0.226133504577488,0.22,0.253335879806468,0.251150087456741,0.173260162910274,0.118922455481595,0.0538927430686165,0.112749615975422,0.254905632122275,0.244451086667729,0.244451086667729,0.06642089093702,0.0651305683563748,0.0652600170502984,0.026715668451786,0.18483658008658,0.180498911177138,-0.04,-0.0530434782608696,-0.0682977155490052,0.0802977155490052,0.0584500681663258,-0.0153846153846154,0.0344785575048733,-0.018021978021978,-0.0169230769230769,0.025219298245614,-0.158076729899934,0.00416666666666667,-0.0333333333333333,0.117613229461676,0.117613229461676,-0.0333333333333333,-0.0761904761904762,-0.2,-0.244451086667729,-0.10952380952381,-0.124922455481595,-0.224573707370737,-0.238095238095238,-0.251820728291317,0.119154306531356,-0.22,-0.249044834307992,-0.265142395283602,-0.272578320895153,-0.308831675806302
"EGR1",0.276716251929635,0.314892395982783,0.265170913487745,0.262954201767205,0.249329329329329,0.238518518518519,0.238518518518519,0.263344249952946,0.226133504577488,0.22,0.253335879806468,0.251150087456741,0.173260162910274,0.118922455481595,0.0538927430686165,0.112749615975422,0.254905632122275,0.244451086667729,0.244451086667729,0.06642089093702,0.0651305683563748,0.0652600170502984,0.026715668451786,0.18483658008658,0.180498911177138,-0.04,-0.0530434782608696,-0.0682977155490052,0.0802977155490052,0.0584500681663258,-0.0153846153846154,0.0344785575048733,-0.018021978021978,-0.0169230769230769,0.025219298245614,-0.158076729899934,0.00416666666666667,-0.0333333333333333,0.117613229461676,0.117613229461676,-0.0333333333333333,-0.0761904761904762,-0.2,-0.244451086667729,-0.10952380952381,-0.124922455481595,-0.224573707370737,-0.238095238095238,-0.251820728291317,0.119154306531356,-0.22,-0.249044834307992,-0.265142395283602,-0.272578320895153,-0.308831675806302
"Csl",0.286262206617755,0.324520063865368,0.274493125921697,0.269924277216301,0.258574758574759,0.244289044289044,0.244289044289044,0.286366443820575,0.222162230350428,0.223076923076923,0.24592516494304,0.24388434861651,0.174133862997465,0.135204106456478,0.0563099036543443,0.127677224736048,0.269185489856294,0.258523725150412,0.258523725150412,0.0646185908416124,0.0640630352860569,0.165818086431897,0.0734843997737728,0.192894754489461,0.175847196281979,-0.0533333333333333,-0.0747619047619048,-0.0919047619047619,0.104948240165631,0.0943575278964352,0.00387096774193549,0.0594315245478036,0.000330297885476155,0.00123938879456706,0.0478036175710594,-0.155728879996846,0.0222222222222222,-0.0333333333333333,0.117855979929004,0.117855979929004,-0.0222222222222222,-0.0833333333333333,-0.2,-0.258523725150412,-0.121794871794872,-0.142100658180616,-0.236642548722138,-0.231111111111111,-0.244014336917563,0.121207729468599,-0.223076923076923,-0.2582675389127,-0.274396571170765,-0.281974041952232,-0.320646594234531
"NOTCH",0.274493125921697,0.31530612244898,0.244289044289044,0.256009593975083,0.223076923076923,0.2,0.2,0.27164406779661,0.216362717858045,0.1,0.231111111111111,0.244014336917563,0.174488398415393,0.121794871794872,0.0673593073593074,0.0833333333333333,0.247193675889328,0.225454545454545,0.225454545454545,0.0619047619047619,0.0619047619047619,0.16231884057971,0.0605233546410017,0.185849878091257,0.181794871794872,0,-0.02,-0.0533333333333333,0.0747619047619048,0.0763732563732564,0.12,0.0222222222222222,0.00387096774193549,0.12,-0.0222222222222222,-0.155702917771883,-0.0333333333333333,0,0.119726247987118,0.119726247987118,0,0,0,-0.225454545454545,-0.0333333333333333,-0.127677224736048,-0.196842105263158,-0.2,-0.211111111111111,0.101207729468599,-0.1,-0.223076923076923,-0.244289044289044,-0.258574758574759,-0.282075471698113
"Destcompl",0.354984625944147,0.270896510023732,0.349791161608786,0.340714719911054,0.345313549668487,0.336855838225701,0.336855838225701,0.276400843253576,0.173928497991669,0.319047619047619,0.167869180340013,0.166391347827697,0.126553117555712,0.202856972697959,0.054907528872322,0.198193760262726,0.365142168397642,0.360746564002037,0.360746564002037,0.0242606516290727,0.0250793650793651,0.0220166158627697,0.28330213182286,0.289088468114235,0.203172479984979,-0.0964102564102564,-0.111561771561772,-0.12085138904811,0.129290207613511,0.285539873768236,-0.0376811594202899,0.286044955289192,-0.0408570764717841,-0.0398550724637681,0.275977841195233,-0.218778064972699,0.260662525879917,0.233333333333333,0.122382640999662,0.122382640999662,0.247619047619048,-0.166666666666667,-0.283333333333333,-0.360746564002037,-0.183908045977011,-0.205371479467785,-0.215037073323686,-0.166326530612245,-0.168395496129486,0.132995870263293,-0.319047619047619,-0.34576672931481,-0.350404948238743,-0.353352805444402,-0.401880348334639
"GLI",0.28676291729513,0.340867195562435,0.275171057272308,0.273045086590234,0.259653815892998,0.10258064516129,0.24258064516129,0.268121221355517,0.241233124896168,0.08,0.39056495337237,0.388917894548841,0.185358630366803,0.0354502327246688,0.0578018575851393,0.0272869674185464,0.291769786151967,0.280086617835135,0.280086617835135,0.0967396371174947,0.0961990965769541,0.09177685170894,0.017711882328867,0.0691004655219988,0.198091152727392,-0.114285714285714,-0.130952380952381,-0.145238095238095,0.157945277558537,0.0292339276391148,-0.0559858532272325,0.0176208751044277,-0.0569382341796135,-0.0559858532272325,0.00668337510442774,-0.186415911132892,-0.00760233918128655,-0.0333333333333333,0.128598054275474,0.128598054275474,-0.0444444444444444,-0.00952380952380951,-0.2,-0.280086617835135,-0.0220238095238095,-0.0440922080333108,-0.426559399302762,-0.378333333333333,-0.38867816091954,0.131147147147147,-0.22,-0.12022770398482,-0.235972384835884,-0.28263858973984,-0.31675422705314
"TGFR",0.263582698707885,0.290082996555372,0.252065541211519,0.240750826344089,0.249433962264151,0.24,0.24,0.27508369579544,0.200692088178016,0.2,0.242579365079365,0.244707024653833,0.161988654566449,0.157284482758621,0.0341437931120912,0.151034482758621,0.302903091060986,0.298809523809524,0.298809523809524,0.100760341330884,0.101827956989247,0.0754804314982149,-0.0360505234658424,0.134182361471009,0.167350158556916,-0.195238095238095,-0.221553884711779,-0.237109440267335,0.248068344376924,-0.00019369917397709,-0.146666666666667,0.074516232441569,-0.163486314396758,-0.157011494252874,0.0489348370927318,-0.191298701298701,0.0226190476190476,0.0333333333333333,0.129480827880724,0.129480827880724,0.00833333333333333,-0.0866666666666667,-0.1,-0.298809523809524,-0.12,-0.156719511007208,-0.389571150097466,-0.328888888888889,-0.333650793650794,0.134467963386728,-0.2,-0.249433962264151,-0.251369446135119,-0.259242574704342,-0.293798396802689
"TGF",0.259242574704342,0.28527950310559,0.249433962264151,0.233129579230925,0.24,0.2,0.2,0.272592592592593,0.201700152694145,0.1,0.333650793650794,0.242579365079365,0.161647939063894,0.151034482758621,0.0408886611472818,0.12,0.298809523809524,0.28452380952381,0.28452380952381,0.101827956989247,0.106666666666667,0.0784655061250806,-0.0379023753176942,0.1378498431336,0.172364907819453,-0.166666666666667,-0.195238095238095,-0.221553884711779,0.237109440267335,-0.00381688757977419,-0.146666666666667,0.0489348370927318,-0.157011494252874,-0.146666666666667,0.0226190476190476,-0.187012987012987,0.00833333333333333,0,0.132877054295819,0.132877054295819,0.0333333333333333,-0.0666666666666667,0,-0.28452380952381,-0.0866666666666667,-0.157284482758621,-0.371052631578947,-0.34,-0.328888888888889,0.121967963386728,-0.1,-0.24,-0.249433962264151,-0.252065541211519,-0.283068783068783
"AXIN2",0.407198117465638,0.329959189912352,0.393556784442494,0.376591600646673,0.378730286019781,0.352868217054264,0.352868217054264,0.326986424788994,0.350261167431057,0.313333333333333,0.215545995848356,0.216536094858257,0.143860681240955,0.230128205128205,0.0896649991495894,0.212271062271062,0.422004722172283,0.409668764167034,0.409668764167034,0.0280250747642052,0.0292155509546814,0.0263528524177611,0.324996943239822,0.361396682900115,0.261877292676901,-0.0533333333333333,-0.0801626016260163,-0.0997887698503153,0.112892218126177,0.321353487875227,-0.0319298245614035,0.321497584541063,-0.0357425658741448,-0.0337155388471178,0.304830917874396,-0.26927498129111,0.285990338164251,0.2,0.17309733842989,0.17309733842989,0.255555555555556,-0.15,-0.266666666666667,-0.409668764167034,-0.188461538461538,-0.239636401849517,-0.240492441951068,-0.205833333333333,-0.212006172839506,0.179617241885513,-0.313333333333333,-0.378730286019781,-0.393824625642422,-0.401880348334639,0.0399163718598608
"ZEB1",0.38407419080787,0.292227486962743,0.372056141093085,0.372888800223785,0.363028363315307,0.350638792102207,0.347342088805503,0.334013501586317,0.282878634031324,0.323809523809524,0.203136841054938,0.201562037905332,0.2053760144969,0.221858288770053,-0.317954766392396,0.214015151515152,0.307101742829431,0.29938520739636,0.29938520739636,0.127191997013822,0.127672766244592,0.117896783699892,0.25727399872908,0.176326267302925,0.100644721212053,0.0166666666666667,-0.0113333333333333,-0.0266274509803922,0.0385217241081455,0.0448686787824276,-0.0604166666666667,0.00138214388430091,-0.0651646815751094,-0.0643382352941177,-0.0157607132585562,-0.101314108199988,-0.0403508771929825,-0.0666666666666667,0.330669117606678,0.330669117606678,-0.0666666666666667,-0.158333333333333,-0.266666666666667,-0.29938520739636,-0.195833333333333,-0.226484623289626,-0.218908382066277,-0.192337164750958,-0.199583541562552,0.336954999699598,-0.32051282051282,-0.366023407486822,-0.375301758002286,-0.379768907050532,-0.41460645313806
