"","ZEB2","AXIN2","STAT","SRC","TCFLEF","CD44","cMet","GLI","cfos","Jagged","EGR1","KLF4","MEK","ERK","NOTCH","NOTCHic","RAF","PI3K","SNAI1","RKIP","TWIST1","AKT","NFB","SUFU","ILK","SMAD","HEY1","SHH","TrCP","ZEB1","Patched","SMO","Csn","SNAI2","TGF","TGFR","CDC42","GSK3","FUS","IKK","PAK1","miR200","RAS","SOSGRB2","DELTA","Csl","Ecadherin","Wnt","Frizzled","cateninnuc","cateninmemb","Destcompl","DSH","FOXC2","LIV1"
"SHH",0.05,0.247619047619048,0.1,0.1,0.08,0.1,0.1,0,0.1,0.0657142857142857,0,0.1,0.14,0.2,-0.0333333333333333,0,0.2,0.2,-0.05,-0.06,-0.075,0.1,0,-0.2,-0.0666666666666667,-0.0333333333333333,-0.0666666666666667,-0.0533333333333333,0,0,0.0666666666666667,0.1,0,-0.00544061302681993,0.0666666666666667,0.0666666666666667,-0.0333333333333333,-0.207692307692308,0.2,-0.1,0,0.0333333333333333,-0.223076923076923,0,-0.2,-0.1,0.0391666666666667,0,0,-0.0633333333333333,-0.0705376344086022,-0.220519480519481,0,0.05,0
"Patched",0.0583333333333333,0.238528138528139,0.1,0.1,0.0633333333333333,0.08,0.1,-0.025,0.2,0.0694179894179894,0.1,0.0666666666666667,0.116923076923077,0.14,-0.0424242424242424,-0.0333333333333333,0.223076923076923,0.223076923076923,-0.0403225806451613,-0.0742857142857143,-0.0638888888888889,0.0857142857142857,0.1,-0.2,-0.0333333333333333,0.00666666666666667,-0.0435897435897436,-0.0283333333333333,0,-0.00833333333333333,-0.0533333333333333,0.0666666666666667,0,0.00122605363984674,0.0583333333333333,0.0666666666666667,0.0666666666666667,-0.207692307692308,0.1,-0.1,-0.0333333333333333,0.0190476190476191,-0.216826923076923,0.0666666666666667,-0.223076923076923,0,0.0284870550161812,0,0,-0.0623624595469256,-0.0622043010752688,-0.210629370629371,0,0.06,-0.1
"STAT",0.0676080329926484,-0.147274686098216,-0.0857142857142857,-0.0982142857142857,-0.0979874358028932,-0.100195637695638,-0.10275974025974,-0.0985580595874714,-0.0133333333333333,-0.0921487319283775,-0.0333333333333333,0.162368785898198,-0.00479443390259329,-0.00156862745098039,-0.0732739592819547,-0.0742448330683625,-0.119318651778329,-0.119318651778329,0.0385942168430648,0.0457158944658945,0.168952644889676,-0.117409200968523,-0.13,0.1,-0.0564412238325282,-0.0598894996945971,-0.046,-0.0524480345750154,0.1,0.0673570019723866,-0.0480232558139535,-0.055,-0.15,0.0671895096803625,0.0734566777615977,0.0691088516746411,0.0664772727272727,0.0891566533155318,-0.075,0.115714285714286,0.0727272727272727,-0.000723587970189057,0.117826114464896,0.121305418719212,0.119318651778329,0.0823529411764706,0.0328170677948663,0.10275974025974,0.0982142857142857,0.0978682462915702,0.11395240630706,0.134627817935155,0.0857142857142857,-0.173850034083163,0
"cateninmemb",0.0700734866158985,-0.067188733067551,0.0392156862745098,0.036890104879161,0.0291586463436524,0.0295322453473884,0.0325422787922044,0.0290510244193909,-0.0544385026737968,0.0245936361962559,-0.0309090909090909,0.0579934364744491,-0.0535086461951228,-0.0554694305088483,0.00257735442804235,0.00369259606373009,-0.0746757164404223,-0.0746757164404223,0.0332984063288299,0.0366835055438587,-0.00258546025486545,-0.0851948051948052,-0.0942857142857143,0.0333333333333333,-0.0286376811594203,-0.0298483349124469,-0.0222453740495588,-0.0457359664719329,0.1,0.0459474026577456,-0.0528225806451613,-0.0625,-0.08,0.0178497955672318,0.0155639239838067,0.0139364375461936,0.0144242424242424,0.0724257761397736,-0.05,0.0942857142857143,0.0130909090909091,-0.0323535310127489,0.0757930348761765,0.0744545755469291,0.0746757164404223,-0.0109090909090909,-0.0981561214137798,-0.0317176910860575,-0.036890104879161,-0.0300923531597122,-0.108543128032871,0.0770042629546338,-0.0392156862745098,-0.102425785158103,-0.0333333333333333
"SMO",0.0701977401129944,0.224735035079863,0.1,0.1,0.0623624595469256,0.0633333333333333,0.08,-0.0416666666666667,0.14,0.072989417989418,0.2,0.075,0.132074592074592,0.116923076923077,-0.0474242424242424,-0.0424242424242424,0.216826923076923,0.216826923076923,-0.026036866359447,-0.0576190476190476,-0.0521241830065359,0.113714285714286,0.1,-0.1,0.00666666666666667,0.00190476190476191,-0.00073260073260073,0.005,0,-0.0100282485875706,-0.0283333333333333,-0.0533333333333333,0.1,-0.000678708264915163,0.0637387387387387,0.0583333333333333,0.0666666666666667,-0.197012696041822,0.0666666666666667,-0.0857142857142857,0.0666666666666667,0.0152501506931887,-0.205199016100179,0.0508771929824561,-0.216826923076923,0.0333333333333333,0.0244280144257753,0.025,0,-0.0676256174416624,-0.0670586700073077,-0.207528595435572,0,0.0496551724137931,-0.1
"FUS",0.0794001941007244,0.219144972968061,0.1,0.08,0.0676256174416624,0.0623624595469256,0.0633333333333333,-0.0416666666666667,0.116923076923077,0.0705797794352011,0.14,0.0864754098360656,0.133224017361948,0.132074592074592,-0.0428787878787879,-0.0474242424242424,0.205199016100179,0.205199016100179,-0.0184896965481262,-0.0421551300932744,-0.0453179002840228,0.125252747252747,0.0857142857142857,-0.0666666666666667,0.00190476190476191,-0.00519201228878648,-0.00218187609491957,0.00803030303030303,-0.1,-0.00450677619493258,0.005,-0.0283333333333333,0.1,-0.00157637433313778,0.0648025685259728,0.0637387387387387,0.0583333333333333,-0.190658180991655,-0.0533333333333333,-0.113714285714286,0.0666666666666667,0.0122798536634857,-0.201268885095812,0.0470310391363023,-0.205199016100179,0.0424242424242424,0.024701987028515,0.0416666666666667,0.025,-0.0714299652677494,-0.0717141634896168,-0.207966551639952,0,0.036497277676951,-0.1
"SMAD",0.0957701475648359,-0.0278003285755472,-0.0342857142857143,-0.0342857142857143,-0.0217276489971837,-0.0229488158899924,-0.0284033613445378,-0.0341713442432867,-0.0032258064516129,-0.00897402597402597,0,0.0961264997995977,0.00102285186681286,-0.000900225056264066,0.0136070060207991,0.0120197044334975,-0.110272179058205,-0.110272179058205,0.0955747961715704,0.0872565608206836,0.0971070966073486,-0.0326442577030812,-0.0214285714285714,0.00833333333333333,0.0076961394769614,-0.0942086224278005,-0.000880856408754013,0.0107598081011334,0.05,0.0952941841576376,0.0170795107033639,0.0216666666666667,-0.0166666666666667,0.089721188001444,0.022803930947672,0.0251943691946839,0.0224010731052985,0.122280756002561,0.0166666666666667,0.0273109243697479,0.0238095238095238,-0.00266805605305719,0.107969547479258,0.000421472937000888,0.110272179058205,-0.00857142857142857,0.0545815718340583,0.0399267399267399,0.0476190476190476,0.022335551732746,0.040537038523542,0.0735517380303798,0.0476190476190476,-0.179741869696908,0.02
"TWIST1",0.103010027571431,0.0690777502067825,0.0333333333333333,0.0333333333333333,0.037125230255354,0.0366658121849099,0.0354609929078014,0.0359859649122807,0.100289855072464,0.0282997785763648,0.113333333333333,0.107066916823014,0.113303733050992,0.110816170861937,0.066533892382949,0.0637037037037037,-0.0276277951673271,-0.0276277951673271,0.0992557602033495,0.0815354054484489,-0.030230149649486,0.0738560874154094,0.0769230769230769,-0.0333333333333333,0.0601283101283101,0.0558378810854058,0.0497237226050785,0.0411057576234714,-0.1,0.0866533199866533,0.0445540334855403,0.0404444444444444,0.1,0.027176238357559,0.0446204236616419,0.0443926332288401,0.0456426332288401,-0.0800683178388096,0.0444444444444444,-0.0721611721611722,0.0490909090909091,-0.058728644796143,0.0272853294139024,0.0992352676563203,0.0276277951673271,-0.0637037037037037,-0.0148185137781889,-0.0343859649122807,-0.0333333333333333,-0.0370677259425305,-0.0374638304047107,-0.0764841139362547,-0.0333333333333333,-0.14129672840288,-0.0333333333333333
"CD44",0.107936507936508,-0.05,0.1,0,-0.0189922480620155,-0.0166666666666667,0.05,-0.0166666666666667,0.1,-0.0971561771561772,0.1,0.207936507936508,0.06,0.08,-0.169924812030075,-0.185714285714286,-0.0333333333333333,-0.0333333333333333,0.117224880382775,0.148518518518518,0.0643956043956044,-0.0533333333333333,0,0.1,-0.111111111111111,-0.100907029478458,-0.0725146198830409,-0.109090909090909,-0.1,0.111111111111111,-0.1,-0.1,0,0.0193450993450993,-0.095,-0.0616666666666667,-0.0866666666666667,0.213690476190476,-0.1,0.0333333333333333,-0.0666666666666667,-0.0593719806763285,0.0304761904761905,-0.0833333333333333,0.0333333333333333,0.2,0.0268396482466616,0.05,0.1,0.0251460942158617,0.0548351648351648,0.205249372476263,0,-0.133333333333333,-0.1
"SNAI2",0.109344661212503,-0.118297366206718,-0.0709090909090909,-0.0637662337662338,-0.067188733067551,-0.064508320696417,-0.0623577830620084,-0.0650315798534523,-0.0490196078431373,-0.0756460220544132,-0.0666666666666667,0.0996153846153846,-0.0628775834658188,-0.0588235294117647,-0.0385452267031215,-0.0346491228070176,-0.129636075860243,-0.129636075860243,0.0933873529154318,0.0979487179487179,0.101603106324534,-0.147292618750866,-0.133333333333333,-0.1,-0.0529175050301811,-0.0457404715373581,-0.0380198915009042,0.0494756775949817,0.1,0.0887260331445354,0.0480672268907563,0.0623529411764706,-0.133333333333333,-0.0039058526431494,0.0616390145801911,0.0616390145801911,0.0607843137254902,0.118800687792997,0.08,0.14367816091954,0.0607843137254902,-0.0538333043838204,0.128722833851111,0.117816091954023,0.129636075860243,0.0364035087719298,-0.00206007327013943,0.0623577830620084,0.0637662337662338,0.0684309690923958,0.0816006471732405,0.123664434663365,0.0709090909090909,-0.148149217795966,0.08
"cMet",0.115007215007215,-0.0420634920634921,0,0.05,-0.0251460942158617,-0.0189922480620155,-0.0166666666666667,-0.0166666666666667,0.08,-0.0928083510692206,0.1,0.207936507936508,0.0690909090909091,0.06,-0.159286514157735,-0.169924812030075,-0.0304761904761905,-0.0304761904761905,0.115529965128538,0.144814814814815,0.0610248178787505,-0.0533333333333333,-0.0333333333333333,0.1,-0.100907029478458,-0.108179756751185,-0.0627106983144135,-0.109090909090909,0,0.095959595959596,-0.109090909090909,-0.1,0,0.023724661388895,-0.095,-0.095,-0.0616666666666667,0.213690476190476,-0.1,0.0533333333333333,-0.0866666666666667,-0.0484344806763285,0.0285893980233603,-0.0833333333333333,0.0304761904761905,0.185714285714286,0.0265851953204529,0.0166666666666667,0.05,0.0251460942158617,0.0551910367212858,0.209303426530317,0.1,-0.129535864978903,-0.1
"TGF",0.122998405103668,-0.0278659611992945,0,0,-0.0332075471698113,-0.0332075471698113,-0.02,-0.0474932614555256,0.019047619047619,0.0207167403043692,0.0333333333333333,0.117543859649123,0.0265329991645781,0.0243107769423559,0.136666666666667,0.136666666666667,-0.0928571428571428,-0.0928571428571428,0.166284170375079,0.0692640692640693,0.187592592592593,-0.0585213032581454,-0.0833333333333333,-0.0666666666666667,0.0339393939393939,0.0323264907135875,0.0197292069632495,0.0364080459770115,0,0.137363104731526,0.0239080459770115,0.00666666666666668,-0.0333333333333333,0.0945791498705749,0.0253571428571429,0.12,0.12,-0.10493274935545,0.00666666666666668,0.0690476190476191,0.12,-0.0158611981887844,0.0982142857142857,0.144736842105263,0.0928571428571428,-0.146666666666667,0.0375157915121356,0.0342857142857143,0.0142857142857143,0.0289013270741175,0.0391074019514009,0.00624561293246879,0,-0.258664596273292,0
"Frizzled",0.12696753176035,0.258787878787879,0.2,0.225,0.211931733306777,0.212593984962406,0.219736842105263,0.212593984962406,-0.0333333333333333,-0.00846108140225787,-0.0333333333333333,0.13249299719888,-0.0466230936819172,-0.0392156862745098,0.103991596638655,0.105952380952381,-0.138243335611757,-0.138243335611757,0.123447204968944,0.13952380952381,0.0202100840336134,-0.20125,-0.22,0.1,-0.12977539256609,-0.126971654248333,-0.139258046917621,-0.175583019131406,0.1,0.0602814513876065,-0.182034632034632,-0.177272727272727,-0.2,-0.0542222343087132,-0.121490683229814,-0.124347826086957,-0.12,0.290721003134796,-0.15,0.2075,-0.1,-0.00338068181818182,0.13903073718656,-0.209090909090909,0.138243335611757,-0.114285714285714,-0.0331373910642203,-0.219736842105263,-0.225,-0.214312685687729,-0.108197471078827,0.243968505708312,-0.1,-0.218772243668204,-0.1
"TGFR",0.127149348499895,-0.032586991242213,0,-0.02,-0.0289013270741175,-0.0332075471698113,-0.0332075471698113,-0.046848100165203,0.0243107769423559,0.0199921026232098,0.019047619047619,0.122901002506266,0.0251631361508795,0.0265329991645781,0.137386091127098,0.136666666666667,-0.0982142857142857,-0.0982142857142857,0.170708949136141,0.074978354978355,0.192218927112166,-0.0585213032581454,-0.0690476190476191,-0.00666666666666668,0.0323264907135875,0.0312588750552245,0.0197292069632495,0.0392329047340737,0.0333333333333333,0.140004614165488,0.0364080459770115,0.0239080459770115,-0.0833333333333333,0.0938847054261305,0.028194022289767,0.0253571428571429,0.12,-0.103710255467919,0.00666666666666668,0.0585213032581454,0.12,-0.0173274738486085,0.101138262322473,0.150909681611436,0.0982142857142857,-0.136666666666667,0.0376861492634133,0.0474932614555256,0.0342857142857143,0.027041273929742,0.0363360393647958,0.00483432260988815,0.0142857142857143,-0.266961539504733,0
"Wnt",0.129937828790053,0.258787878787879,0.1,0.2,0.212593984962406,0.219736842105263,0.225,0.219736842105263,-0.0333333333333333,-0.00745098039215686,0,0.137254901960784,-0.0392156862745098,-0.0333333333333333,0.105952380952381,0.114285714285714,-0.15187969924812,-0.15187969924812,0.118685300207039,0.146666666666667,0.0173529411764706,-0.2075,-0.2,0,-0.136752136752137,-0.12977539256609,-0.145641025641026,-0.182034632034632,0.1,0.0652319464371114,-0.177272727272727,-0.15,-0.1,-0.0532758620689655,-0.124347826086957,-0.12,-0.1,0.285266457680251,-0.1,0.22,-0.1,-0.00181818181818182,0.138243335611757,-0.193939393939394,0.15187969924812,-0.1,-0.0310394889663182,-0.225,-0.1,-0.211931733306777,-0.106610169491525,0.239989725867464,0,-0.225748987854251,0
"DSH",0.130117138059562,0.258365937859609,0.225,0.219736842105263,0.214312685687729,0.211931733306777,0.212593984962406,0.213247579733648,-0.0392156862745098,-0.00768588760380826,-0.0333333333333333,0.131522123412472,-0.0488787327796616,-0.0466230936819172,0.0990964917435506,0.103991596638655,-0.13903073718656,-0.13903073718656,0.128374741200828,0.144418914418914,0.0230469634662376,-0.190905172413793,-0.2075,0.15,-0.126971654248333,-0.125084861795503,-0.137503660952709,-0.171288540603799,0.2,0.0618562545372128,-0.175583019131406,-0.182034632034632,-0.22,-0.0548043064856631,-0.121142251174065,-0.121490683229814,-0.124347826086957,0.2937372444341,-0.177272727272727,0.20125,-0.12,-0.00764897450110865,0.139871073321014,-0.211529933481153,0.13903073718656,-0.105952380952381,-0.0346299283776532,-0.212593984962406,-0.219736842105263,-0.21671695995309,-0.110435398051736,0.245304383570908,-0.225,-0.222668347564308,-0.2
"PI3K",0.133098333252187,0.251619047619048,0.2,0.211111111111111,0.214485447411019,0.213920475659606,0.215458937198068,0.213920475659606,-0.0476190476190476,-0.0118421052631579,-0.0333333333333333,0.136184210526316,-0.0616981218716995,-0.0535014005602241,0.112841191066998,0.109615384615385,-0.178476190476191,-0.178476190476191,0.141030595813205,0.153021978021978,-0.0610245618798719,-0.124886877828054,-0.133333333333333,0.1,-0.141328531412565,-0.140528531412565,-0.149063330306394,-0.180555555555556,0,0.0712714835191587,-0.183333333333333,-0.183333333333333,-0.1,-0.0626000053640155,-0.220086083213773,-0.217647058823529,-0.217647058823529,0.310569985569986,-0.15,0.127450980392157,-0.2,-0.0104026530256038,0.177106327462492,-0.238076923076923,0.178476190476191,-0.125,-0.0420503407214457,-0.215458937198068,-0.211111111111111,-0.217165859782153,-0.102099531942046,0.266970913997051,-0.2,-0.134185830429733,-0.1
"ILK",0.133098333252187,0.251619047619048,0.2,0.211111111111111,0.214485447411019,0.213920475659606,0.215458937198068,0.213920475659606,-0.0476190476190476,-0.0118421052631579,-0.0333333333333333,0.136184210526316,-0.0616981218716995,-0.0535014005602241,0.112841191066998,0.109615384615385,-0.178476190476191,-0.178476190476191,0.141030595813205,0.153021978021978,-0.0610245618798719,-0.124886877828054,-0.133333333333333,0.1,-0.141328531412565,-0.140528531412565,-0.149063330306394,-0.180555555555556,0,0.0712714835191587,-0.183333333333333,-0.183333333333333,-0.1,-0.0626000053640155,-0.220086083213773,-0.217647058823529,-0.217647058823529,0.310569985569986,-0.15,0.127450980392157,-0.2,-0.0104026530256038,0.177106327462492,-0.238076923076923,0.178476190476191,-0.125,-0.0420503407214457,-0.215458937198068,-0.211111111111111,-0.217165859782153,-0.102099531942046,0.266970913997051,-0.2,-0.134185830429733,-0.1
"GSK3",0.134723378772787,0.259735800873307,0.219736842105263,0.212593984962406,0.21671695995309,0.214312685687729,0.211931733306777,0.216077768412893,-0.0466230936819172,-0.00549610658191045,-0.0392156862745098,0.135338917305602,-0.0477423691432979,-0.0488787327796616,0.0998757125227714,0.0990964917435506,-0.139871073321014,-0.139871073321014,0.130257354711349,0.149682072313651,0.0236871683317945,-0.190050471559092,-0.20125,0.177272727272727,-0.125084861795503,-0.127033887282759,-0.135081515623989,-0.170331602804756,0.22,0.0623020197675248,-0.171288540603799,-0.175583019131406,-0.2075,-0.0555808379783292,-0.122424302456116,-0.121142251174065,-0.121490683229814,0.195733916647079,-0.182034632034632,0.190905172413793,-0.124347826086957,-0.00823514097238649,0.140081157354627,-0.210134584643944,0.139871073321014,-0.103991596638655,-0.0345311466851935,-0.213247579733648,-0.212593984962406,-0.218295907321511,-0.112380579307262,0.245269159900601,-0.219736842105263,-0.226655588393654,-0.225
"AKT",0.135838059279584,0.253424101770672,0.211111111111111,0.215458937198068,0.217165859782153,0.214485447411019,0.213920475659606,0.215596453313237,-0.0535014005602241,-0.0111798536075288,-0.0476190476190476,0.137038911381017,-0.0616981218716995,-0.0616981218716995,0.110402166676754,0.112841191066998,-0.177106327462492,-0.177106327462492,0.144288741176613,0.15612756808409,-0.0594955098921044,-0.215795968737145,-0.127450980392157,0.15,-0.140528531412565,-0.139518430402464,-0.149815210005642,-0.179502923976608,0.1,0.0712714835191587,-0.180555555555556,-0.183333333333333,-0.133333333333333,-0.0629015129017039,-0.220388198017399,-0.220086083213773,-0.217647058823529,0.312586114602244,-0.183333333333333,0.124886877828054,-0.217647058823529,-0.0125416904587589,0.177347291317914,-0.240299145299145,0.177106327462492,-0.109615384615385,-0.0431109467820517,-0.213920475659606,-0.215458937198068,-0.219165859782153,-0.104036331126551,0.268046182814255,-0.211111111111111,-0.136441469527477,-0.2
"SRC",0.145829589697514,-0.133989969824472,0,-0.075,-0.0919772091163535,-0.0931967213114754,-0.085,-0.0931967213114754,0.139393939393939,-0.0562297106563162,0.166666666666667,0.246834625322997,0.156165427863541,0.150505050505051,-0.0985714285714286,-0.105714285714286,-0.0613433458489779,-0.0613433458489779,0.182712979124957,0.0763440860215054,0.108327649362132,0.0200854700854701,0.0166666666666667,0.0333333333333333,-0.0445175438596491,-0.0508238501659554,-0.00890433631247931,-0.0222222222222222,-0.1,0.0800688828990716,-0.0222222222222222,-0.0333333333333333,0.05,0.0523165983900294,-0.0819444444444444,-0.0819444444444444,-0.0819444444444444,0.112467532467532,-0.0333333333333333,-0.00897435897435898,-0.0444444444444444,-0.0179856536378276,0.0689191034247355,0.0971428571428571,0.0613433458489779,0.12,0.0365570268511445,0.085,0.075,0.0895163590044966,0.115854288280198,0.129659181398312,0.1,-0.279444444444444,0
"Destcompl",0.147383154927096,0.344261437507179,0.29047619047619,0.289106327462492,0.291709067188519,0.289106327462492,0.287613790149059,0.290157044779121,-0.00508158508158509,0.204365836783553,-0.00205128205128206,0.156734108243959,-0.00672092934388017,-0.00672092934388017,0.119590041814926,0.11979044261653,-0.0569526474605944,-0.0569526474605944,0.155854638619841,0.162338833006457,-0.064460060548504,-0.12745958263904,-0.138923395445135,0.255555555555556,-0.155793650793651,-0.156846282372598,-0.166899766899767,-0.266119425405897,0.133333333333333,0.105507466631426,-0.266312849003576,-0.269939792008758,-0.147619047619048,-0.138373331826744,-0.185466498759213,-0.184382754916849,-0.183856439127375,0.266898170416671,-0.2727969348659,0.130815287337026,-0.180408163265306,-0.038563320267815,0.0577375768169524,-0.185942115225583,0.0569526474605944,-0.120877399138269,0.00419009574946178,-0.288116228452591,-0.289106327462492,-0.293595859641349,-0.246744841187592,0.181892580829234,-0.29047619047619,-0.0783903234923103,-0.283333333333333
"cateninnuc",0.148871380168964,-0.208071162361816,-0.0317016317016317,-0.0344794094794095,-0.0456415459686882,-0.0449694025780982,-0.0410011486098443,-0.0462855290431229,-0.034472049689441,-0.0719242037870659,-0.0297101449275362,0.100714025002281,-0.0401043804291925,-0.0382695180438714,0.0628338568977118,0.0646520387158937,-0.22975843975844,-0.22975843975844,0.173313934399668,0.178142926552356,0.126404079826974,-0.253174242424242,-0.267424242424242,-0.0666666666666667,-0.0699408369408369,-0.0670758983323786,-0.0624638177096962,0.0385484796595442,0.233333333333333,0.0827293539653989,0.0331018565658623,0.0250273224043716,-0.258333333333333,0.0127340330450547,0.00331024444109823,0.0028735632183908,0,0.190868548843984,0.0266666666666667,0.259424242424242,0,-0.0230288422621046,0.231105241105241,0.139180431389804,0.22975843975844,-0.0693032015065913,-0.0748755714810883,0.0423329598731624,0.0358112207427276,-0.055159337765087,0.0419809899731617,0.202711140030327,0.0317016317016317,-0.232864954717414,0.0393939393939394
"Ecadherin",0.152625954347815,-0.187294096430525,-0.115686274509804,-0.108709530323757,-0.120615301741143,-0.117003844705028,-0.111318225975931,-0.118157806185826,-0.040427807486631,-0.138683529048873,-0.0345454545454546,0.121940928270042,-0.0545131117114137,-0.051768013672198,-0.0181949621862323,-0.0126187540077936,-0.210075414781297,-0.210075414781297,0.158479705442459,0.164381489742645,0.205009530069011,-0.24020202020202,-0.234285714285714,-0.166666666666667,-0.0709565217391304,-0.0649032529739973,-0.0544859798708989,0.105368406570146,0.2,0.116656664661375,0.0967069892473118,0.102083333333333,-0.22,0.0906091634120061,0.0721758973762679,0.0705484109386548,0.0700606060606061,0.184095842969828,0.133333333333333,0.245396825396825,0.0687272727272727,-0.0478950120849562,0.210075414781297,0.156073395323644,0.210075414781297,0.00746411483253589,-0.107987259152118,0.112157806185826,0.108709530323757,0.121175525830779,0.152419565529322,0.193859652042001,0.115686274509804,-0.219636039679965,0.133333333333333
"KLF4",0.15546955624355,-0.184613684059391,-0.133333333333333,-0.115686274509804,-0.117003844705028,-0.111318225975931,-0.108709530323757,-0.112157806185826,-0.0345454545454546,-0.138912362000818,-0.08,0.133333333333333,-0.051768013672198,-0.040427807486631,-0.0126187540077936,-0.00746411483253589,-0.21448717948718,-0.21448717948718,0.156897426961447,0.168501339929911,0.204078431372549,-0.245396825396825,-0.22,-0.2,-0.084,-0.0709565217391304,-0.0645530939648587,0.0967069892473118,0.1,0.119974200206398,0.102083333333333,0.133333333333333,-0.2,0.0900673211483095,0.0705484109386548,0.0700606060606061,0.0687272727272727,0.183875092417951,0.166666666666667,0.234285714285714,0.0727272727272727,-0.0454741554741555,0.210075414781297,0.158704974271012,0.21448717948718,0.0127272727272727,-0.00584509751628524,0.108709530323757,0.115686274509804,0.120615301741143,0.151009309119065,0.19255489901311,0.133333333333333,-0.224441531670812,0.166666666666667
"HEY1",0.15546955624355,-0.184613684059391,-0.133333333333333,-0.115686274509804,-0.117003844705028,-0.111318225975931,-0.108709530323757,-0.112157806185826,-0.0345454545454546,-0.138912362000818,-0.08,0.133333333333333,-0.051768013672198,-0.040427807486631,-0.0126187540077936,-0.00746411483253589,-0.21448717948718,-0.21448717948718,0.156897426961447,0.168501339929911,0.204078431372549,-0.245396825396825,-0.22,-0.2,-0.084,-0.0709565217391304,-0.0645530939648587,0.0967069892473118,0.1,0.119974200206398,0.102083333333333,0.133333333333333,-0.2,0.0900673211483095,0.0705484109386548,0.0700606060606061,0.0687272727272727,0.183875092417951,0.166666666666667,0.234285714285714,0.0727272727272727,-0.0454741554741555,0.210075414781297,0.158704974271012,0.21448717948718,0.0127272727272727,-0.00584509751628524,0.108709530323757,0.115686274509804,0.120615301741143,0.151009309119065,0.19255489901311,0.133333333333333,-0.224441531670812,0.166666666666667
"AXIN2",0.191850694377755,0.700070651535803,0.313333333333333,0.334263565891473,0.344261437507179,0.342737404681857,0.341160117615611,0.343046910068441,0.00113821138211382,0.241231782318739,0.0133333333333333,0.202138727281624,-0.0088521205547215,-0.00540384469265253,0.179664702296281,0.181691729323308,-0.118233112004738,-0.118233112004738,0.211069367335884,0.212419551774391,-0.0651539157759577,-0.185410628019324,-0.188405797101449,0.2,-0.200115021854152,-0.199718196457327,-0.2105711622953,-0.314917732540683,0.133333333333333,0.156292123728231,-0.313278388278388,-0.302564102564103,-0.166666666666667,-0.187974912994649,-0.232029398736334,-0.229389134709931,-0.223194444444444,0.336430978505349,-0.269230769230769,0.189855072463768,-0.212083333333333,-0.0681528105333007,0.116658308855132,-0.222510377264935,0.118233112004738,-0.185263157894737,-0.00546220693055422,-0.341160117615611,-0.334263565891473,-0.346466366171252,-0.285396059516498,0.35522211417922,-0.313333333333333,-0.128160668371441,-0.266666666666667
