"","GSK3","FOXC2","Ecadherin","Destcompl","cateninmemb","DSH","SNAI1","TWIST1","STAT","Wnt","TCFLEF","GLI","KLF4","CD44","AXIN2","Jagged","NOTCHic","NOTCH","LIV1","SNAI2","RAS","PI3K","DELTA","miR200","ZEB2","AKT","IKK","SMO","HEY1","TrCP","SUFU","FUS","ILK","PAK1","TGFR","SHH","Patched","NFB","Csn","TGF","SMAD","CDC42","RAF","SOSGRB2","Csl","SRC","Frizzled","cateninnuc","cMet","EGR1","ERK","MEK","RKIP","cfos","ZEB1"
"CD44",-0.17202380952381,-0.266666666666667,0.0618695038540875,-0.121095711011677,0.0504578754578755,0,-0.227485380116959,-0.234212454212454,0.1,0.1,0.0996899224806202,0.106666666666667,0.258730158730159,0.106666666666667,0.09,-0.0232167832167832,-0.0571428571428571,-0.0413533834586466,0.1,0.154991674991675,-0.0361904761904762,-0.0333333333333333,-0.0333333333333333,-0.0590777338603426,-0.168253968253968,-0.0733333333333333,-0.0666666666666667,0.05,-0.0502923976608187,0,-0.1,0.1,-0.0277777777777778,0.133333333333333,-0.100833333333333,-0.0409090909090909,-0.05,0.1,0.1,-0.106388888888889,-0.0257369614512472,-0.113333333333333,0.0333333333333333,-0.285714285714286,0.1,-0.2,-0.1,-0.101228384019082,-0.2,-0.1,-0.115,-0.105,0.0411111111111111,-0.075,0.187301587301587
"miR200",-0.000889292144419297,-0.00283055697689844,0.00257713566590293,-0.074100296397356,-0.0203216233207918,-0.02,-0.0156648906648907,0.0651886967837888,-0.02,-0.00704225352112676,-0.004710114347268,-0.00374555022442346,0.106400966183575,-0.00193233656949022,-0.0173340312199142,0.0147969791416926,0.00118226600985221,0.00513706826973922,0,0.0800522883723788,0.0498299601169293,0.0535706084959816,0.0535706084959816,0.000619249198929948,-0.0978718637992831,0.00900836998155767,0.012781954887218,-0.0141666666666667,-0.0015819209039548,0,0.02,-0.0075,-0.000557194362504097,0.0125,-0.00914769133459836,0.0107269308383783,0.0129008438818565,-0.00421052631578948,-0.02,-0.00333373784622626,0.00602587773780938,-0.00269607843137255,-0.0535706084959816,-0.00164732430689877,0.00226600985221675,-0.00173913043478261,0,0.00410405374120739,0.00530312308634415,-0.0142857142857143,-0.00246753246753247,0.00501546072974644,0.00664442622487349,0.0157142857142857,-0.0968906810035842
"cateninnuc",-0.249822642745326,-0.105051817035424,0.163400114466824,-0.254956118964648,0.0987809154291598,0.0426573426573427,-0.193587050940395,-0.0616991140240628,0.0426573426573427,0.0331129710075511,0.026284226537498,0.0279746310866025,0.0804947227545092,0.0265082743343613,0.0278050272207109,0.0465678378894178,-0.0364005313946189,-0.0441278041218916,0.0272727272727273,0.172556071815531,-0.0997529397529397,-0.101604791604792,-0.101604791604792,-0.0296464925772605,-0.0974488025225863,-0.0504867424242424,-0.0489242424242424,-0.102586520947177,0.0543938188432897,0.0333333333333333,0.111111111111111,-0.0911111111111111,0.077984126984127,0.08,-0.0790716180371353,0.102072305599202,0.0957542228105307,0.0549242424242424,0.0458333333333333,-0.0832200896528558,0.0691164598627082,-0.0876923076923077,0.101604791604792,0.0538326135891565,0.0433772755806654,-0.0371017871017871,-0.0385477536162468,-0.126201376496073,-0.0316670044930914,0.0550724637681159,0.0604572337098479,0.0554113621502149,0.208439548045007,0.0566597653554175,0.164206162643196
"HEY1",-0.127958111663225,-0.0267527055185857,-0.137378445060044,-0.125694086768562,-0.0929032485130046,0.0333333333333333,-0.0685287579109518,-0.0580522875816993,0.0333333333333333,0.039078887368901,0.0309183522518442,0.0321823356447631,0.0555555555555556,0.0312528004123793,-0.0184531627693827,0.0506192358366271,-0.0264114832535885,-0.0315661224288463,-0.0333333333333333,0.086814138732464,-0.0161085972850679,-0.0234615384615385,-0.0234615384615385,-0.0478591778591778,-0.0806604747162023,0.00571428571428572,0.00571428571428572,-0.0333333333333333,0.0443544690603514,-0.1,0,-0.0333333333333333,0.0653333333333333,0.0227272727272727,-0.0227272727272727,0.0326612903225806,0.0208333333333333,-0.02,0,-0.0349223946784922,0.0435942028985507,-0.0427272727272727,0.0234615384615385,0.0466409376786735,0.0527272727272727,-0.0274509803921569,-0.0274509803921569,-0.0278050272207109,-0.039078887368901,0,-0.00374331550802139,-0.0109598103533822,0.0874768089053803,-0.0272727272727273,0.100366357069143
"Frizzled",-0.351442006269592,-0.313126824216175,-0.260125450211996,-0.282419320786603,-0.192641242937853,0,-0.153571428571429,-0.18655462184874,0.1,0.119736842105263,0.115503161878205,0.116165413533835,0.0722689075630252,0.116165413533835,0.0829316420014095,0.11372697563874,0.247619047619048,0.249579831932773,0.1,-0.225828891547917,-0.33999305708796,-0.336056049213944,-0.336056049213944,-0.0109375,-0.080140252188777,-0.126666666666667,-0.101666666666667,-0.0954545454545455,0.126993998908893,0.1,0.1,-0.05,0.115424368912741,0.0666666666666667,-0.0649275362318841,0.0845482474514733,0.0716450216450217,0.126666666666667,0.0666666666666667,-0.0715942028985507,0.105143995080965,-0.0866666666666667,0.336056049213944,-0.0696969696969697,-0.214285714285714,-0.125,-0.125,-0.113122209497253,-0.119736842105263,0.133333333333333,0.19921568627451,0.202919389978213,0.230714285714286,0.193333333333333,0.142576151445848
"cateninmemb",-0.124426102833203,-0.0187435522005079,0.189287690532726,-0.128024002891582,0.025769362509198,0.0274509803921569,-0.0767566060122176,-0.0500448387921276,0.0274509803921569,0.0321823356447631,0.0278050272207109,0.0315156689780964,0.0783403656821378,0.0309183522518442,-0.0141232658621662,0.0435254143263297,-0.0315661224288463,-0.0252464198266158,0.0333333333333333,0.0875967997800257,-0.0177845749386992,-0.0161085972850679,-0.0161085972850679,-0.0353824553265894,-0.0626509960432165,0.00961038961038961,0.00571428571428572,-0.0208333333333333,0.0262336636912239,0,0.0333333333333333,-0.0333333333333333,0.0435942028985507,0.0427272727272727,-0.0349223946784922,0.023999872999746,0.0326612903225806,-0.00571428571428572,-0.02,-0.0249766442264127,0.0554586096782117,-0.0227272727272727,0.0161085972850679,0.0584830429418314,0.0264114832535885,-0.039078887368901,-0.039078887368901,-0.0288321047183767,-0.0312528004123793,-0.0272727272727273,-0.0109598103533822,-0.00586177113769594,0.0751172583435826,-0.00374331550802139,0.0989445561212761
"TrCP",-0.00125757575757576,-0.0677881985426635,-0.165719022094531,-0.129870509607352,-0.123599059197007,-0.1,-0.0268068777038295,-0.00980284208545078,-0.1,-0.0905458089668616,-0.0914187454781514,-0.0939604431132031,0.0554426229508197,-0.0958631899225959,-0.0841726306657992,0.0541204413769598,0.0438461538461538,0.0471428571428571,-0.1,-0.103411121817294,0.0713463424295562,0.0722554333386471,0.0722554333386471,-0.00690951661390598,-0.062329204394167,0.0804337231968811,0.0896929824561404,-0.0858678955453149,0.0638283799276832,-0.0666666666666667,0.10952380952381,-0.0761904761904762,0.059626216077829,-0.0714285714285714,0.0631398013750955,0.0786950560391421,0.0796950560391421,-0.0791666666666667,-0.116666666666667,0.060407560937937,0.0576907322068612,0.061624649859944,-0.0722554333386471,0.0400852585258526,-0.0423076923076923,0.103703703703704,0.103703703703704,0.0948670213402204,0.0928928928928929,0,0.00604274134119381,0.00870940800786048,0.0897509304691625,0.00434782608695652,0.0565400760191445
"LIV1",-0.00125757575757576,-0.0677881985426635,-0.165719022094531,-0.129870509607352,-0.123599059197007,-0.1,-0.0268068777038295,-0.00980284208545078,-0.1,-0.0905458089668616,-0.0914187454781514,-0.0939604431132031,0.0554426229508197,-0.0958631899225959,-0.0841726306657992,0.0541204413769598,0.0438461538461538,0.0471428571428571,-0.1,-0.103411121817294,0.0713463424295562,0.0722554333386471,0.0722554333386471,-0.00690951661390598,-0.062329204394167,0.0804337231968811,0.0896929824561404,-0.0858678955453149,0.0638283799276832,-0.0666666666666667,0.10952380952381,-0.0761904761904762,0.059626216077829,-0.0714285714285714,0.0631398013750955,0.0786950560391421,0.0796950560391421,-0.0791666666666667,-0.116666666666667,0.060407560937937,0.0576907322068612,0.061624649859944,-0.0722554333386471,0.0400852585258526,-0.0423076923076923,0.103703703703704,0.103703703703704,0.0948670213402204,0.0928928928928929,0,0.00604274134119381,0.00870940800786048,0.0897509304691625,0.00434782608695652,0.0565400760191445
"Csl",0.0390815883172797,-0.0682000408617285,-0.0518803126670279,-0.01263265864332,-0.0244441889116066,-0.0123076923076923,-0.0130984152723283,-0.037188576496896,-0.0123076923076923,-0.0156312504699601,-0.0170207255485336,-0.0204699601473795,0.0492028985507246,-0.0220588934874649,-0.0133230243804042,0.0709600727791953,0.0676910016977929,0.065872819879611,-0.02,-0.135110800666666,0.0353358247346915,0.0342328835582209,0.0342328835582209,-0.00806770118568826,-0.0589686034821754,0.079328165374677,0.0847545219638243,-0.0744720965309201,-0.0366872144621505,-0.0666666666666667,0.0916666666666667,-0.0685897435897436,0.0569715656046591,-0.0866666666666667,0.0782220395863297,0.0699578214104158,0.0690957524448986,-0.0777777777777778,-0.1,0.0725531053459669,0.050860454493548,0.0737634408602151,-0.0342328835582209,0.0181366942856031,-0.0703225806451613,0.0274592074592075,0.0274592074592075,0.0198223264633421,0.0175690975690976,0.02,0.0114285714285714,0.00925465838509317,0.078650029723993,0.00571428571428572,0.0463756550208628
"CDC42",-0.00234848484848485,-0.0622709571633532,-0.167864350814254,-0.131675020885547,-0.118837154435102,-0.1,-0.0308641569401063,-0.0103463203463203,-0.1,-0.103703703703704,-0.0958631899225959,-0.0905458089668616,0.062,-0.0928928928928929,-0.0797701149425287,0.0535069444444444,0.0423076923076923,0.0438461538461538,-0.1,-0.100698644421272,0.0722554333386471,0.0734749455337691,0.0734749455337691,-0.00437144554791614,-0.0575060532687651,0.0896929824561404,0.0791666666666667,-0.0761904761904762,0.0579460269865067,-0.1,0.0666666666666667,-0.10952380952381,0.0531746031746032,-0.157142857142857,0.061624649859944,0.0796950560391421,0.0858678955453149,-0.116666666666667,-0.0666666666666667,0.0631398013750955,0.059626216077829,0.0714285714285714,-0.0734749455337691,0.0430555555555556,-0.05,0.1,0.1,0.0914187454781514,0.103703703703704,0.02,0.00434782608695652,0.00604274134119381,0.0847785547785548,0,0.0562185326107844
