"","GSK3","FOXC2","Ecadherin","Destcompl","cateninmemb","DSH","SNAI1","TWIST1","STAT","Wnt","TCFLEF","GLI","KLF4","CD44","AXIN2","Jagged","NOTCHic","NOTCH","LIV1","SNAI2","RAS","PI3K","DELTA","miR200","ZEB2","AKT","IKK","SMO","HEY1","TrCP","SUFU","FUS","ILK","PAK1","TGFR","SHH","Patched","NFB","Csn","TGF","SMAD","CDC42","RAF","SOSGRB2","Csl","SRC","Frizzled","cateninnuc","cMet","EGR1","ERK","MEK","RKIP","cfos","ZEB1"
"STAT",0.110160213618158,-0.101405589638718,-0.0422772078182707,0.0701030811726339,0.0146021905313069,0.0142857142857143,0.021331023493707,-0.0861088936051455,0.0142857142857143,-0.0107142857142857,-0.00720381091043552,-0.00651260504201681,0.142097445038621,-0.00815018315018315,0.0179855438678968,0.0294104078565687,0.0472708002119767,0.0385329361343068,0.1,-0.0969218172764472,-0.00476926780489612,-0.00775434243176179,-0.00775434243176179,0.00068986096619566,-0.0460014344629729,0.0885310734463277,0.0766666666666667,-0.0666666666666667,0.0526666666666667,-0.1,0.05,-0.1,0.0448470209339775,-0.0409090909090909,0.0409090909090909,0.0727584551005008,0.0736434108527132,-0.11,-0.05,0.0346288976723759,0.0402493197845522,0.0409090909090909,0.00775434243176179,-0.0605911330049261,-0.0607843137254902,0.0107142857142857,0.0107142857142857,0.00422407312736043,0.0107142857142857,0.0333333333333333,-0.0149019607843137,-0.0224288425047438,0.0392503217503218,-0.0266666666666667,0.0369284561592254
"DELTA",0.0409961685823755,-0.0657142857142857,-0.062140350877193,-0.0156911196911197,-0.0196616059996342,0,-0.0166666666666667,-0.038,0,-0.02,-0.0274592074592075,-0.0123076923076923,0.0833333333333333,-0.0123076923076923,-0.00428571428571428,0.0748051948051948,-0.02,-0.02,0,-0.13562091503268,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.00787878787878788,-0.0442028985507246,0.1,0.0666666666666667,-0.0666666666666667,-0.05,0,0,-0.1,0.05,0,0.0666666666666667,0.0685897435897436,0.0916666666666667,-0.1,0,0.0866666666666667,0.0642857142857143,0.1,-0.0333333333333333,0.02,0,0,0,0.0175690975690976,0.02,0.1,0.02,0.02,0.0615384615384615,0,0.0432367149758454
"SUFU",-0.22278050168182,-0.00502501655010291,0.151621493991315,-0.236669515655301,0.135613907645236,0.1125,-0.0733232515000918,-0.0502398866025243,0.02,0.121688034188034,0.0189859202847417,0.11388134273822,0.0214183654548826,0.0214315724586547,0.0316513661414981,-0.061230378665058,-0.148787878787879,-0.146406926406926,0,0.20293296051281,-0.052133494461364,-0.0533993172461742,-0.0533993172461742,-0.0159607332231707,-0.0254227618262547,-3.54008407699696e-05,0.00197802197802198,0.0869444444444444,-0.0432393693263259,0,-0.08,0.0925,-0.0284639016897081,0.136666666666667,-0.131750047920261,-0.0891128466128466,-0.0879545454545455,0.00571428571428572,-0.0142857142857143,-0.126819081450833,-0.0268472735141885,-0.128558558558559,0.0533993172461742,-0.115985768617348,0.157878787878788,-0.0311111111111111,-0.123611111111111,-0.0171956389548184,-0.0281984897518878,-0.0923076923076923,-0.0904268145647456,-0.086597027330703,0.0381737849779087,-0.0892773892773893,-0.0529999336922991
"SHH",-0.225641025641026,0.025,0.179444444444444,-0.248051948051948,0.152114695340502,0,-0.1,-0.05,-0.1,0,0.02,0.1,0,0,0.0380952380952381,-0.0885714285714286,-0.2,-0.233333333333333,0,0.231647509578544,-0.0538461538461538,0,0,-0.05,-0.025,0,0.1,-0.1,-0.0666666666666667,0,0,0,-0.0666666666666667,0,-0.133333333333333,-0.08,0,0,0,-0.153333333333333,-0.05,-0.0333333333333333,0,-0.05,0.1,0.1,0,-0.0311111111111111,0.1,0,-0.2,-0.1,0.06,-0.1,-0.025
"Patched",-0.23992673992674,-0.015,0.166823085221143,-0.235964035964036,0.143781362007168,0,-0.0838709677419355,-0.0611111111111111,-0.1,0.1,0.0311111111111111,0.1125,0.0111111111111111,0.02,0.029004329004329,-0.0700529100529101,-0.233333333333333,-0.187878787878788,-0.1,0.211647509578544,-0.0538461538461538,-0.0538461538461538,-0.0538461538461538,-0.0214285714285714,-0.025,0.0142857142857143,0,0,-0.058974358974359,0,0,-0.1,-0.05,0.0333333333333333,-0.153333333333333,-0.0925,-0.08,-0.1,0,-0.136666666666667,-0.03,-0.133333333333333,0.0538461538461538,-0.116666666666667,0.2,0.1,0,-0.0281984897518878,0,-0.1,-0.1,-0.0923076923076923,0.0457142857142857,-0.2,-0.025
"ZEB2",-0.198537377595455,-0.190141414141414,-0.142677012807143,-0.129863923651545,-0.101920121761369,-0.0954545454545455,-0.0949333802127433,-0.0945186707776636,-0.09,-0.0816083916083916,-0.0725136589517612,-0.0715166484891256,-0.0708110491356775,-0.0672319688109162,-0.0606413746311238,-0.0563511688110152,-0.054974358974359,-0.0500563261874737,-0.05,-0.0397631471786205,-0.0373524013459774,-0.0307142857142857,-0.0307142857142857,-0.0247136549350318,-0.0164680966321779,-0.0116926272066459,-0.00888888888888889,-0.00857142857142857,-0.00471576810286488,0,0,0,0.00290641283599031,0.0038961038961039,0.00453927025355597,0.00675324675324675,0.00857142857142857,0.0111111111111111,0.0111111111111111,0.0124757781900639,0.0151015347872098,0.0161038961038961,0.0307142857142857,0.0336630036630037,0.058974358974359,0.0633333333333333,0.0687878787878788,0.0699162563543586,0.0764912280701754,0.0916666666666667,0.109153933220147,0.125007591756733,0.125136876006441,0.128508771929825,0.186764736198939
"IKK",-0.185952380952381,0.00337662337662338,0.227229074369225,-0.0647780464899172,0.125082366423149,0.15,-0.0513641504099519,-0.0468954248366013,0.15,0.161111111111111,0.146387078081993,0.15034188034188,0.0175824175824176,0.15034188034188,0.113333333333333,0.0273555139019057,0.141558441558442,0.149494949494949,0.1,0.139332825976662,-0.160030844473982,-0.168481548699335,-0.168481548699335,-0.00460423634336678,-0.00528822055137844,-0.222844272844273,-0.230952380952381,0.14,-0.0913312693498452,0,-0.1,0.12,-0.0965277777777778,0.15,-0.127777777777778,-0.139233716475096,-0.128888888888889,0.114285714285714,0.1,-0.122177777777778,-0.0935574807480748,-0.127777777777778,0.168481548699335,-0.146638655462185,-0.127272727272727,-0.161111111111111,-0.161111111111111,-0.144699314368913,-0.161111111111111,0,0.0388571428571429,0.0277460317460317,0.0640255009107468,0.0428571428571429,0.00628070175438596
"TWIST1",0.173626859586358,0.0704176449956645,0.333546220681866,0.192439219379068,0.186204813037334,0.119047619047619,0.0386091338171084,-0.0806679742835349,0.119047619047619,0.0950125313283208,0.0974715555809539,0.0950125313283208,0.0134459036898061,0.0963995800832509,0.0844457155747478,-0.00863333801930713,-0.0141880341880342,-0.02267860022577,0.133333333333333,0.188253076694332,0.0510667452349932,0.0510667452349932,0.0510667452349932,-0.0329839639450791,-0.00111075988268971,-0.0732104054137952,-0.0816849816849817,0.242222222222222,-0.130682312038244,0.1,-0.233333333333333,0.222222222222222,-0.144116844116844,0.0933333333333333,-0.0983333333333333,-0.237835961340921,-0.235372907153729,0.0769230769230769,0.1,-0.0976499620349279,-0.142466679100342,-0.0933333333333333,-0.0510667452349932,-0.216567896888263,-0.00888888888888889,-0.102380952380952,-0.102380952380952,-0.0999442410323627,-0.0959979736575481,-0.126666666666667,-0.159733028222731,-0.167195714789895,-0.0519987259117694,-0.157101449275362,-0.00362028695362028
"NFB",0.185952380952381,-0.00775909349614529,-0.229476265380461,0.0662730631012129,-0.125399156285873,-0.161111111111111,0.0510901778072122,0.0459430438842203,-0.161111111111111,-0.15034188034188,-0.144699314368913,-0.145847498319408,-0.00989010989010989,-0.146387078081993,-0.113333333333333,-0.0259166649810423,-0.149494949494949,-0.139817530140111,-0.15,-0.142178354431946,0.159533332036171,0.160030844473982,0.160030844473982,0.010344417612249,0.0079702128885432,0.227288717288717,0.222844272844273,-0.128888888888889,0.0859741264927023,-0.1,0.12,-0.14,0.0935574807480748,-0.127777777777778,0.122177777777778,0.133209620089554,0.139233716475096,-0.230952380952381,-0.114285714285714,0.125342334739803,0.0998771833503053,0.127777777777778,-0.160030844473982,0.147691287041132,0.141558441558442,0.161111111111111,0.161111111111111,0.14493460848656,0.15034188034188,-0.0428571428571429,-0.0277460317460317,-0.0270924369747899,-0.0653075521927981,-0.0388571428571429,-0.00589755999193386
"RAS",0.0351033591731266,-0.00730158730158729,0.150025009564652,0.103902555646742,0.113077867075794,-0.1,-0.0380432645034415,-0.0138679759956356,-0.1,-0.0558823529411765,-0.0448839896023876,-0.0517156862745098,-0.0314285714285714,-0.0494993742177722,-0.0480368906455863,-0.159779223339247,-0.263157894736842,-0.272591857000993,0,0.315363528788166,0.188333333333333,0.297948717948718,0.297948717948718,0.0495384615384615,0.0139027982326951,0.0722222222222222,0.1,0.15,-0.17094861660079,-0.1,-0.1,0.2,-0.164069264069264,-0.06,0.0517647058823529,-0.16735593220339,-0.186,-0.0666666666666667,-0.1,0.0388934187536401,-0.174273345701917,0.04,-0.297948717948718,-0.206060606060606,0.3,0.05,0.05,0.0485667091491298,0.0558823529411765,-0.24,-0.326842105263158,-0.305273477812177,-0.132792452830189,-0.29,0.00158321060382916
"Csn",0.353086266367858,0.147360868168991,0.0684685267563991,0.25266332131746,0.0837821330101229,-0.15,0.105125412482147,0.126832632071061,-0.15,-0.145346904860823,-0.140703818044102,-0.141416773856456,-0.0261983767866121,-0.141346904860823,-0.104279686024551,-0.0480435029509789,-0.186724386724387,-0.187685925185925,-0.133333333333333,0.118516584150181,0.341630139153104,0.343357586369995,0.343357586369995,0.00554661361583019,0.0206815550041357,0.145166666666667,0.149166666666667,-0.0062049062049062,-0.0371705426356589,-0.02,0.0142857142857143,-0.00317460317460317,-0.027906314699793,-0.1,0.0908342900880214,0.00246790638117978,0.000828562118884699,-0.145,-0.145,0.0901182996345608,-0.028677522926014,0.0895522388059702,-0.343357586369995,0.0587363080825551,0.182828282828283,0.146551724137931,0.146551724137931,0.140763950335143,0.145346904860823,-0.116666666666667,-0.127056277056277,-0.12913961038961,-0.126480672397409,-0.125757575757576,-0.0241935483870968
"ZEB1",0.105211177698039,0.203266077443865,0.127790356889865,0.128190864709408,0.0375929698245767,0,0.119502763248695,0.0576779549395198,-0.00769230769230769,-0.00347091932457786,-0.0102456136540281,-0.0065637028297325,-0.0212094473260836,-0.0131711455689218,0.0109409207239986,0.0212116949814902,0.0547794117647059,0.0572587506076811,0,-0.041130528881405,0.00433876322646013,0.0041812829114995,0.0041812829114995,0.035648855102378,0.0248872816339083,0.0291285591026747,0.0291285591026747,-0.00795454545454545,-0.00423197700399773,0,0.025,-0.0125,-0.0146964103785443,-0.00766283524904215,0.00179216652249171,0.00796152333466547,0.0118761140819964,-0.0242105263157895,-0.04,0.00376067045949959,-0.0132541026862366,0.00331500916208562,-0.0041812829114995,0.0217153996101365,-0.0645833333333333,0.0150093808630394,0.00731707317073171,0.0110283925189988,0.0110878122355884,-0.116666666666667,-0.111490196078431,-0.116336011056405,-0.138934579282742,-0.112666666666667,-0.192299856858901
"SMO",0.223421885557808,0.011551724137931,-0.156859985590147,0.235964035964036,-0.13892699307513,0,0.0838709677419355,0.0581699346405229,0.1,-0.1125,-0.0281984897518878,-0.123611111111111,-0.0111111111111111,-0.0311111111111111,-0.0393491565905359,0.0557671957671958,0.187878787878788,0.157878787878788,0.1,-0.202123700054735,0.0608228980322004,0.0538461538461538,0.0538461538461538,0.0150994575045208,0.0300847457627119,0.00571428571428572,-0.0142857142857143,-0.08,0.0446886446886447,0,-0.1,0,0.03,-0.133333333333333,0.136666666666667,0.0869444444444444,0.0925,0,0.1,0.128558558558559,0.0252380952380952,0.153333333333333,-0.0538461538461538,0.121929824561403,-0.233333333333333,0,0.1,0.0214315724586547,0.02,0.2,0.0923076923076923,0.0892773892773893,-0.0457142857142857,0.1,0.0470338983050847
"SRC",-0.0367099567099567,0.203085901027078,0.0708095662507427,0.0193346870520784,0.00808149977548271,0,0.0711222375651747,0.0835897435897436,-0.1,0.005,0.00336065573770492,0.00336065573770492,-0.132751937984496,0.00336065573770492,-0.0230141527476731,-0.0454604798870854,-0.189285714285714,-0.167857142857143,-0.2,0.14843598065621,0.179697348958926,0.167576136837714,0.167576136837714,0.0121944078465818,0.0316486972147349,0.0628205128205128,0.0294871794871795,0.11,-0.0900529625951672,-0.1,-0.1,0.05,-0.0817982456140351,-0.0222222222222222,0.0424603174603175,-0.0869063180827887,-0.0692592592592593,-0.0833333333333333,-0.05,0.0460966810966811,-0.0718883357041252,0.0472222222222222,-0.167576136837714,-0.151428571428571,0.175,0.025,0.025,-0.00403179667730223,-0.005,-0.333333333333333,-0.313131313131313,-0.333886030112445,-0.235353535353535,-0.324242424242424,-0.0865079365079365
"FUS",0.225094126360483,0.0102359346642468,-0.151106560932613,0.235234108956737,-0.137251015421498,-0.1,0.0734936092513695,0.058693494849947,0,-0.123611111111111,-0.0214315724586547,-0.121688034188034,-0.0160291438979964,-0.0281984897518878,-0.0337590944787347,0.0557671957671958,0.157878787878788,0.148787878787879,0.1,-0.20194416684109,0.0533993172461742,0.0608228980322004,0.0608228980322004,0.0200499525540257,0.0331522304252885,-0.00197802197802198,0.00571428571428572,-0.0925,0.0432393693263259,0.1,0,-0.08,0.0252380952380952,-0.153333333333333,0.128558558558559,0.0879545454545455,0.0869444444444444,0.0142857142857143,0,0.131750047920261,0.0284639016897081,0.136666666666667,-0.0608228980322004,0.11808367071525,-0.187878787878788,0.02,0.1125,0.0189859202847417,0.0311111111111111,0.1,0.0892773892773893,0.0904268145647456,-0.0467452135493373,0.0923076923076923,0.0501013829676614
"Jagged",-0.0409961685823755,0.0657142857142857,0.062140350877193,0.0156911196911197,0.0196616059996342,0,0.0166666666666667,0.038,0,0.02,0.0274592074592075,0.0123076923076923,-0.0833333333333333,0.0123076923076923,0.00428571428571428,-0.0748051948051948,0.02,0.02,0,0.13562091503268,-0.0333333333333333,-0.0333333333333333,-0.0333333333333333,-0.00787878787878788,0.0442028985507246,-0.1,-0.0666666666666667,0.0666666666666667,0.05,0,0,0.1,-0.05,0,-0.0666666666666667,-0.0685897435897436,-0.0916666666666667,0.1,0,-0.0866666666666667,-0.0642857142857143,-0.1,0.0333333333333333,-0.02,0,0,0,-0.0175690975690976,-0.02,-0.1,-0.02,-0.02,-0.0615384615384615,0,-0.0432367149758454
"NOTCHic",-0.0409961685823755,0.0613034891375905,0.0554849638298186,0.0148873813733627,0.0200099381470806,0.02,0.019027269027269,0.0360599083253385,0.02,0.0274592074592075,0.0220588934874649,0.0156312504699601,-0.0620600414078675,0.0175690975690976,0.00638215034441449,-0.070439239445862,-0.0703225806451613,-0.0676910016977929,0,0.133544805140939,-0.0342328835582209,-0.0376811594202899,-0.0376811594202899,0.00174961839701724,0.0501288244766506,-0.0847545219638243,-0.0777777777777778,0.0685897435897436,0.0451839464882943,0.1,-0.0666666666666667,0.0916666666666667,-0.0476190476190476,0.0666666666666667,-0.0737634408602151,-0.0690957524448986,-0.0744720965309201,0.1,0.0666666666666667,-0.0782220395863297,-0.0569715656046591,-0.0866666666666667,0.0376811594202899,-0.0238277511961722,-0.02,-0.0123076923076923,-0.0123076923076923,-0.0170207255485336,-0.0274592074592075,-0.02,-0.00571428571428572,-0.0114285714285714,-0.0717375873276796,-0.02,-0.0447181964573269
"cfos",0.00234848484848485,0.0622709571633532,0.167864350814254,0.131675020885547,0.118837154435102,0.1,0.0308641569401063,0.0103463203463203,0.1,0.103703703703704,0.0958631899225959,0.0905458089668616,-0.062,0.0928928928928929,0.0797701149425287,-0.0535069444444444,-0.0423076923076923,-0.0438461538461538,0.1,0.100698644421272,-0.0722554333386471,-0.0734749455337691,-0.0734749455337691,0.00437144554791614,0.0575060532687651,-0.0896929824561404,-0.0791666666666667,0.0761904761904762,-0.0579460269865067,0.1,-0.0666666666666667,0.10952380952381,-0.0531746031746032,0.0571428571428571,-0.061624649859944,-0.0796950560391421,-0.0858678955453149,0.116666666666667,0.0666666666666667,-0.0631398013750955,-0.059626216077829,-0.0714285714285714,0.0734749455337691,-0.0430555555555556,0.05,-0.1,-0.1,-0.0914187454781514,-0.103703703703704,0.08,-0.00434782608695652,-0.00604274134119381,-0.0847785547785548,0,-0.0562185326107844
"SNAI1",0.000531503150315033,0.065373967284722,0.168164391501399,0.130802527151211,0.120801131735867,0.103703703703704,-0.0719475706947471,0.0111361754187841,0.103703703703704,0.0939604431132031,0.0948670213402204,0.0890244284879745,-0.0601155201470813,0.0914187454781514,0.0797437262368947,-0.0562380884357833,-0.0471428571428571,-0.0479591836734694,0.1,0.102707132544749,-0.0701969171421999,-0.0713463424295562,-0.0713463424295562,0.00373948779546218,0.0590081711838349,-0.0825170565302144,-0.0804337231968811,0.0796950560391421,-0.0614474275467308,0.116666666666667,-0.0761904761904762,0.0858678955453149,-0.0576907322068612,0.061624649859944,-0.060407560937937,-0.0788892307964236,-0.0786950560391421,0.0896929824561404,0.0791666666666667,-0.0626253028734209,-0.0600277555770949,-0.0631398013750955,0.0713463424295562,-0.0381984660730224,0.0438461538461538,-0.0928928928928929,-0.0905458089668616,-0.09342148700878,-0.0958631899225959,-0.00434782608695652,-0.00870940800786048,-0.0105031299809546,-0.0864036501344345,-0.00604274134119381,-0.0556790674090584
