"","TGF","RKIP","SNAI1","Jagged","HEY1","Ecadherin","NOTCH","SHH","Patched","NOTCHic","SOSGRB2","Csl","Destcompl","CD44","TCFLEF","cateninnuc","cMet","AXIN2","SRC","cfos","RAF","EGR1","ZEB2","KLF4","FOXC2","SNAI2","GSK3","miR200","ZEB1","PI3K","DELTA","TWIST1","RAS","ERK","MEK","TrCP","Frizzled","STAT","Wnt","GLI","DSH","AKT","SUFU","ILK","IKK","SMAD","Csn","SMO","NFB","LIV1","FUS","cateninmemb","PAK1","CDC42","TGFR"
"TGF",0.0251587301587302,0.0233766233766234,0.0302860775588048,0.0817071674030437,0.106963249516441,0.0401185331674569,0.173218390804598,0.0927370689655172,0.0958620689655172,0.176666666666667,0.318421052631579,0.186666666666667,-0.0431948861636743,0.0214465408805031,0.033288646143661,0.0285039571484457,0.0233333333333333,0.0331128747795414,0.0333333333333333,-0.171428571428571,-0.0916666666666667,-0.2,0.0873887617594711,-0.0873887617594711,0.117406832298137,0.0453988489386719,0.00862609884136303,0.0778169627307558,-0.0873887617594711,0.0916666666666667,0.0916666666666667,-0.0183333333333333,0.0863095238095238,0.197744360902256,0.195522138680033,0,-0.0571428571428571,-0.1,-0.0471428571428571,-0.045256064690027,-0.1,0.0151002506265664,-0.0666666666666667,-0.0884848484848485,-0.00595238095238095,-0.0884848484848485,0.0333333333333333,-0.12,0.00833333333333333,0,-0.0866666666666667,-0.0711786569346306,-0.12,-0.0977777777777778,-0.121587301587302
"miR200",0.0321021431828545,0.008601208146033,0.00727938727938728,-0.0143720131063694,0.00336158192090395,-0.170141598038174,-0.00853914447134786,-0.0127967345441203,-0.00953586497890296,-0.00571428571428572,0.00590264345583494,-0.00226600985221675,-0.134489672554956,-0.0877585198538569,-0.0857743928697299,-0.084865301960639,-0.0855113288426209,-0.064463783470178,-0.0756521739130435,0.0142857142857143,-0.0674626865671642,0.0142857142857143,0.104529569892473,-0.101587301587302,-0.0142369283832698,0.0815006710133384,0.0675791952740271,0.00239468501043596,-0.104529569892473,0.0674626865671642,0.0674626865671642,-0.0979943369513922,0.0662158037741467,-0.00519480519480519,-0.00587507730364873,0,0.076,0.08,0.0858591549295775,0.0880569571273797,0.08,0.0042786210810044,0.02,-0.00458865945591609,0.00616541353383459,-0.00364822058444274,0.02,0.0133333333333333,0.0147368421052632,0.1,0.02,0.17446670459296,-0.0333333333333333,-0.0274509803921569,-0.0274509803921569
"CD44",0.120277777777778,-0.0362962962962963,0.0830409356725146,-0.121398601398601,-0.105847953216374,-0.0286597546411899,-0.109022556390977,-0.101818181818182,-0.12,-0.114285714285714,0.285714285714286,-0.1,-0.196906035141329,-0.0833333333333333,-0.0903100775193798,-0.0933870005963029,0.05,-0.08,0,-0.1,0.0142857142857143,-0.1,0.123809523809524,-0.219047619047619,0.0595833333333333,0.0518725718725719,0.192857142857143,0.0950548967940272,-0.123809523809524,-0.0142857142857143,-0.0142857142857143,-0.112307692307692,0,0.16,0.15,0,0.1,-0.1,0.05,0.0833333333333333,0,0.106666666666667,0.1,0.1,0.1,0.102040816326531,0.1,0.1,0.1,-0.1,0.1,0.0924358974358974,-0.133333333333333,-0.113333333333333,-0.125833333333333
"cMet",0.133043735224586,-0.0474074074074074,0.0847358509267519,-0.125746427485558,-0.1078087375301,-0.0299320192722331,-0.119660854263318,-0.111193181818182,-0.101818181818182,-0.109022556390977,0.319047619047619,-0.114285714285714,-0.20298711622241,-0.0903100775193798,-0.0933870005963029,-0.0905621418392408,-0.0833333333333333,-0.0720634920634921,0.05,-0.16,0,-0.1,0.124819624819625,-0.223809523809524,0.0507225738396625,0.0599017689528638,0.208986175115207,0.0950548967940272,-0.124819624819625,0,0,-0.115678478824546,-0.00566037735849057,0.15,0.148181818181818,0.1,0.05,0,0.0833333333333333,0.0924242424242424,0.1,0.0941666666666667,0.1,0.102040816326531,0.106666666666667,0.105677179962894,0.1,0.12,0.1,-0.1,0.1,0.0878095629163245,-0.113333333333333,-0.125833333333333,-0.120277777777778
"AXIN2",0.231848406571237,0.176025148686439,0.185785552157811,-0.131040258214171,0.0241197877100514,0.0798106785087822,-0.120328862697284,-0.104327748753978,-0.105311355311355,-0.122355889724311,0.0432963576862595,-0.108070175438596,-0.27153288033239,-0.162951858382305,-0.162834625088049,-0.16720124852082,-0.155696337877573,-0.129740279032727,-0.152248062015504,0.0108943089430894,0.130223599773773,0.0133333333333333,0.194120702544317,-0.183372196339306,0.0672968951423284,0.11545964922736,0.265261378082888,0.136304243799255,-0.194120702544317,-0.130223599773773,-0.130223599773773,-0.169870103852524,-0.131273468540177,-0.0118288883823418,-0.0132081987271694,-0.0666666666666667,0.152248062015504,0.126666666666667,0.155696337877573,0.163243507688894,0.126666666666667,-0.118067632850242,0.1,-0.0334483551874856,-0.120289855072464,-0.0346388313779618,-0.1,0.0981684981684982,-0.104347826086957,0.133333333333333,0.107692307692308,0.112782227174544,-0.201666666666667,-0.210308641975309,-0.226237845515132
"SHH",0.1,0.12,0.116666666666667,-0.0771428571428571,0,-0.00166666666666666,-0.0333333333333333,-0.0133333333333333,0.0666666666666667,0,-0.05,-0.1,-0.249090909090909,-0.05,-0.0966666666666667,-0.107777777777778,-0.1,0.00952380952380952,-0.1,0.1,0.05,0,0.2,-0.2,0,0.0423754789272031,0.192307692307692,0.1,-0.2,-0.05,-0.05,-0.075,-0.0576923076923077,-0.2,-0.18,0,0,0.1,0,-0.05,0,0.1,-0.2,0,0.1,-0.0333333333333333,0,-0.1,0,0,-0.2,0.086594982078853,0,-0.1,-0.1
"Patched",0.0916666666666667,0.148571428571429,0.126344086021505,-0.0882539682539683,0.0230769230769231,0.024546925566343,-0.0242424242424242,0.0241666666666667,-0.0133333333333333,-0.0333333333333333,-0.0833333333333333,0,-0.263376623376623,-0.0966666666666667,-0.107777777777778,-0.110690399137001,-0.05,-0.0359307359307359,-0.1,0.2,0.0576923076923077,0.1,0.208333333333333,-0.188888888888889,0.02,0.0277088122605364,0.206593406593407,0.107142857142857,-0.208333333333333,-0.0576923076923077,-0.0576923076923077,-0.108333333333333,-0.0264423076923077,-0.18,-0.156923076923077,0,0,0.1,-0.05,-0.0125,0,0.0571428571428571,-0.2,-0.0333333333333333,0.1,-0.0433333333333333,0,-0.0666666666666667,0.1,0.1,-0.1,0.100483870967742,-0.1,-0.1,-0.1
"NOTCHic",0.199207451544415,0.156934533816515,0.127067562067562,0.0492061580803303,0.163857302118172,-0.00340897221565002,0.0580232840164928,0.047416435556853,0.0484917043740573,0.0553917050691244,0.132248803827751,0.145714285714286,0.0848936239310071,0.043030303030303,0.0385405071119357,0.0341130261959052,0.01995337995338,0.0519624138963762,0.0169230769230769,0.02,-0.0285111989459816,0.02,0.211014492753623,-0.215458937198068,0.0158788676761027,0.0446639598236911,-0.0815648649504449,0.106811800915847,-0.211014492753623,0.0285111989459816,0.0285111989459816,-0.0937077070674768,0.016195928010021,-0.0271428571428571,-0.0385714285714286,0,-0.0169230769230769,-0.04,-0.01995337995338,-0.0425340251146703,-0.04,-0.0263565891472868,-0.0333333333333333,-0.0585714285714286,-0.0333333333333333,-0.0636073997944502,-0.0333333333333333,-0.0602564102564102,-0.0666666666666667,-0.1,-0.0833333333333333,-0.0585368425452798,-0.166666666666667,-0.194666666666667,-0.201118279569892
"Csl",0.18991039939022,0.158317022295778,0.128648589735546,0.0481644914136636,0.167125275974381,0.00205614406341975,0.0643869203801292,0.0594854010740944,0.047416435556853,0.0580232840164928,0.134687828217995,0.0553917050691244,0.0836139164355775,0.0385405071119357,0.0341130261959052,0.0331410422050532,0.043030303030303,0.0434791234079443,0.01995337995338,0.0271428571428571,-0.016195928010021,0.02,0.211566978941468,-0.212601794340925,0.0222007067565625,0.0425013945738775,-0.0828903435955111,0.107029665839594,-0.211566978941468,0.016195928010021,0.016195928010021,-0.0957393097762804,0.0239165162453151,-0.0385714285714286,-0.0342236024844721,-0.0333333333333333,-0.01995337995338,-0.0169230769230769,-0.0425340251146703,-0.0385017670501541,-0.0169230769230769,-0.0286821705426357,-0.0833333333333333,-0.0636073997944502,-0.0263565891472868,-0.0652740664611168,-0.0666666666666667,-0.0484917043740573,-0.0333333333333333,-0.04,-0.0602564102564102,-0.0522677293954327,-0.194666666666667,-0.201118279569892,-0.199207451544415
"NOTCH",0.201118279569892,0.15552608311229,0.126538461538462,0.0366233766233766,0.16231884057971,0.00470741369552916,0.0553917050691244,0.0484917043740573,0.0602564102564102,0.145714285714286,0.123157894736842,0.16,0.0838936239310071,0.01995337995338,0.043030303030303,0.0385405071119357,0.0169230769230769,0.0366846361185984,0.04,0.02,-0.0357575757575758,0,0.211755233494364,-0.215458937198068,0.0126530612244898,0.0376499317675788,-0.0716475095785441,0.106233766233766,-0.211755233494364,0.0357575757575758,0.0357575757575758,-0.106915254237288,0.0285111989459816,-0.02,-0.0271428571428571,0,-0.04,-0.1,-0.0169230769230769,-0.01995337995338,-0.1,-0.0333333333333333,0,-0.0619047619047619,-0.0666666666666667,-0.0585714285714286,0,-0.0833333333333333,-0.0333333333333333,0,-0.0333333333333333,-0.0648248749996409,-0.2,-0.166666666666667,-0.194666666666667
"cfos",0.213891010949834,0.160909090909091,0.13165543317442,0.0498263888888889,0.0657671164417791,0.00682174481801153,0.0592307692307692,0.0510809580702054,0.0498463901689708,0.0576923076923077,0.130555555555556,0.05,0.0770105935655182,0.0526226226226226,0.0486622265830187,0.0445881525089446,0.0337037037037037,0.0587356321839081,0.03,0.04,-0.0484749455337691,0.12,0.213832199546485,-0.215873015873016,0.0112263441962151,0.0358558473157013,-0.0758658008658009,0.108157202274849,-0.213832199546485,0.0484749455337691,0.0484749455337691,-0.104917748917749,0.0387188479727935,-0.0443478260869565,-0.052822402358143,0,-0.03,-0.05,-0.0337037037037037,-0.0521247563352827,-0.05,-0.0280701754385965,-0.0333333333333333,-0.0619047619047619,-0.0333333333333333,-0.0667434715821813,-0.0333333333333333,-0.0595238095238095,-0.0583333333333333,-0.1,-0.0761904761904762,-0.0478281306451104,-0.185714285714286,-0.20952380952381,-0.215406162464986
"CDC42",0.213891010949834,0.160909090909091,0.13165543317442,0.0498263888888889,0.0657671164417791,0.00682174481801153,0.0592307692307692,0.0510809580702054,0.0498463901689708,0.0576923076923077,0.130555555555556,0.05,0.0770105935655182,0.0526226226226226,0.0486622265830187,0.0445881525089446,0.0337037037037037,0.0587356321839081,0.03,0.04,-0.0484749455337691,0.02,0.213832199546485,-0.215873015873016,0.0112263441962151,0.0358558473157013,-0.0758658008658009,0.108157202274849,-0.213832199546485,0.0484749455337691,0.0484749455337691,-0.104917748917749,0.0387188479727935,-0.0443478260869565,-0.052822402358143,0,-0.03,-0.05,-0.0337037037037037,-0.0521247563352827,-0.05,-0.0280701754385965,-0.0333333333333333,-0.0619047619047619,-0.0333333333333333,-0.0667434715821813,-0.0333333333333333,-0.0595238095238095,-0.0583333333333333,-0.1,-0.0761904761904762,-0.0478281306451104,-0.0857142857142857,-0.20952380952381,-0.215406162464986
"TrCP",0.206787185813222,0.162566549472627,0.133326077565829,0.0492128919563736,0.0701788811476615,0.0114584230187036,0.0647252747252747,0.0610809580702054,0.0510809580702054,0.0592307692307692,0.133525852585259,0.0576923076923077,0.0756572101068716,0.0486622265830187,0.0445881525089446,0.043760566302048,0.0526226226226226,0.0518173931901974,0.0337037037037037,0.0443478260869565,-0.0387188479727935,0.04,0.214796829771566,-0.214233671610721,0.0167435855755254,0.0344091927044898,-0.0765930735930736,0.108664816488047,-0.214796829771566,0.0387188479727935,0.0387188479727935,-0.107091661961227,0.0450824843364298,-0.052822402358143,-0.0501557356914763,-0.0333333333333333,-0.0337037037037037,-0.03,-0.0521247563352827,-0.0487101221889412,-0.03,-0.0317738791423002,-0.0761904761904762,-0.0667434715821813,-0.0280701754385965,-0.0680337941628264,-0.0583333333333333,-0.0498463901689708,-0.0333333333333333,-0.05,-0.0595238095238095,-0.0425167753337551,-0.20952380952381,-0.215406162464986,-0.213891010949834
"PAK1",0.206787185813222,0.162566549472627,0.133326077565829,0.0492128919563736,0.0701788811476615,0.0114584230187036,0.0647252747252747,0.0610809580702054,0.0510809580702054,0.0592307692307692,0.133525852585259,0.0576923076923077,0.0756572101068716,0.0486622265830187,0.0445881525089446,0.043760566302048,0.0526226226226226,0.0518173931901974,0.0337037037037037,0.0443478260869565,-0.0387188479727935,0.04,0.214796829771566,-0.214233671610721,0.0167435855755254,0.0344091927044898,-0.0765930735930736,0.108664816488047,-0.214796829771566,0.0387188479727935,0.0387188479727935,-0.107091661961227,0.0450824843364298,-0.052822402358143,-0.0501557356914763,-0.0333333333333333,-0.0337037037037037,-0.03,-0.0521247563352827,-0.0487101221889412,-0.03,-0.0317738791423002,-0.0761904761904762,-0.0667434715821813,-0.0280701754385965,-0.0680337941628264,-0.0583333333333333,-0.0498463901689708,-0.0333333333333333,-0.05,-0.0595238095238095,-0.0425167753337551,-0.20952380952381,-0.215406162464986,-0.213891010949834
"EGR1",0.206787185813222,0.162566549472627,0.133326077565829,0.0492128919563736,0.0701788811476615,0.0114584230187036,0.0647252747252747,0.0610809580702054,0.0510809580702054,0.0592307692307692,0.133525852585259,0.0576923076923077,0.0756572101068716,0.0486622265830187,0.0445881525089446,0.043760566302048,0.0526226226226226,0.0518173931901974,0.0337037037037037,0.0443478260869565,-0.0387188479727935,0.04,0.214796829771566,-0.214233671610721,0.0167435855755254,0.0344091927044898,-0.0765930735930736,0.108664816488047,-0.214796829771566,0.0387188479727935,0.0387188479727935,-0.107091661961227,0.0450824843364298,-0.052822402358143,-0.0501557356914763,-0.0333333333333333,-0.0337037037037037,-0.03,-0.0521247563352827,-0.0487101221889412,-0.03,-0.0317738791423002,-0.0761904761904762,-0.0667434715821813,-0.0280701754385965,-0.0680337941628264,-0.0583333333333333,-0.0498463901689708,-0.0333333333333333,-0.05,-0.0595238095238095,-0.0425167753337551,-0.20952380952381,-0.215406162464986,-0.213891010949834
"Jagged",0.194666666666667,0.158974358974359,0.125,0.0366233766233766,0.166666666666667,0.0127719298245614,0.145714285714286,0.0602564102564102,0.0833333333333333,0.16,0.16,0.1,0.0764169884169884,0.0169230769230769,0.01995337995338,0.043030303030303,0.04,0.0385714285714286,0.1,0,-0.0266666666666667,0.1,0.215458937198068,-0.211111111111111,0.0228571428571429,0.0519356460532931,-0.0716475095785441,0.109090909090909,-0.215458937198068,0.0266666666666667,0.0266666666666667,-0.112,0.0357575757575758,-0.02,-0.02,0,-0.1,0,-0.04,-0.0169230769230769,0,-0.0666666666666667,0,-0.0666666666666667,-0.0333333333333333,-0.0619047619047619,0,-0.0333333333333333,0,0,0,-0.0517358697640388,-0.2,-0.2,-0.166666666666667
"DELTA",0.194666666666667,0.158974358974359,0.125,0.0366233766233766,0.166666666666667,0.0127719298245614,0.145714285714286,0.0602564102564102,0.0833333333333333,0.16,0.16,0.1,0.0764169884169884,0.0169230769230769,0.01995337995338,0.043030303030303,0.04,0.0385714285714286,0.1,0,-0.0266666666666667,0.1,0.215458937198068,-0.211111111111111,0.0228571428571429,0.0519356460532931,-0.0716475095785441,0.109090909090909,-0.215458937198068,0.0266666666666667,0.0266666666666667,-0.112,0.0357575757575758,-0.02,-0.02,0,-0.1,0,-0.04,-0.0169230769230769,0,-0.0666666666666667,0,-0.0666666666666667,-0.0333333333333333,-0.0619047619047619,0,-0.0333333333333333,0,0,0,-0.0517358697640388,-0.2,-0.2,-0.166666666666667
"SNAI1",0.209004927748706,0.165077009723673,0.0322584619074656,0.04709524489755,0.0719645954333757,0.01307132624451,0.0610518053375196,0.0604984337983607,0.0610809580702054,0.0647252747252747,0.136167362019221,0.0592307692307692,0.0755475609840646,0.0445881525089446,0.043760566302048,0.0464451300604373,0.0486622265830187,0.0518173931901974,0.0526226226226226,0.052822402358143,-0.0450824843364298,0.0443478260869565,0.215903840841676,-0.214545198090472,0.0166165207724759,0.0354484149639601,-0.0754709613818525,0.109337246843475,-0.215903840841676,0.0450824843364298,0.0450824843364298,-0.110476277345843,0.0473813349111425,-0.0501557356914763,-0.046568291745288,-0.0583333333333333,-0.0521247563352827,-0.0337037037037037,-0.0487101221889412,-0.0452366304156322,-0.0337037037037037,-0.0394127680311891,-0.0595238095238095,-0.0680337941628264,-0.0317738791423002,-0.0684027978528633,-0.0333333333333333,-0.0510809580702054,-0.0280701754385965,-0.03,-0.0498463901689708,-0.0444166026221834,-0.215406162464986,-0.213891010949834,-0.206787185813222
"SRC",0.307669552669553,0.0953405017921147,0.206194583900254,-0.011453775582216,-0.00259020191989408,-0.00519551254845372,-0.124285714285714,-0.00738562091503268,-0.00444444444444444,-0.124285714285714,0.258571428571429,-0.11,-0.184662366618888,-0.0595901639344262,-0.0498340663734506,-0.0514000618991777,-0.035,-0.0553423434910111,-0.025,-0.124242424242424,0.211147267417605,-0.133333333333333,0.241868823000898,-0.335658914728682,0.0976890756302521,0.0366285675486047,0.346926406926407,0.132630654369785,-0.241868823000898,-0.211147267417605,-0.211147267417605,-0.133685739547808,-0.205086661356999,0.157575757575758,0.159462550028588,-0.1,0.025,-0.1,0.035,0.0595901639344262,0,-0.127350427350427,0.0333333333333333,-0.0197368421052632,-0.138461538461538,-0.0170341394025605,-0.1,-0.00666666666666667,-0.1,0,0.0333333333333333,0.0972971860499925,-0.311111111111111,-0.286111111111111,-0.300396825396825
"TCFLEF",0.239250216153812,0.130627267300363,0.234468232836434,0.0502148780255778,-0.0240351444793352,0.0929236620668762,-0.0593267142364603,0.0499874661917013,0.0518279569892473,-0.0563366810138689,0.133316751113158,-0.0582974653275944,-0.194791447966708,0.0619843573617159,-0.0415666162923506,-0.0431989186978489,0.0607264957264957,0.00808595848595848,0.065,-0.0457839721254355,0.174053487215942,-0.0628571428571429,0.266535087719298,-0.263378533231474,0.195382269664123,0.0264066883733088,0.205108654465131,0.147366435438725,-0.266535087719298,-0.174053487215942,-0.174053487215942,-0.0617417898579058,-0.177075826243537,0.0486411149825784,0.050681931309109,-0.0857142857142857,-0.0723529411764706,-0.075,-0.0680794369029663,-0.0687005549153887,-0.0823529411764706,-0.116987012987013,-0.05,0.0297483101693628,-0.116987012987013,0.0261154229800703,-0.112987012987013,-0.0566666666666667,-0.116987012987013,-0.1,-0.0566666666666667,-0.0807293804611715,-0.215384615384615,-0.229338103756708,-0.234945580392222
"IKK",0.43380202020202,0.241530054644809,0.247610969748374,0.00823805060918463,0.150361197110423,-0.0603424572727167,-0.0940836940836941,0.111111111111111,0.111111111111111,-0.0861471861471862,0.270168067226891,-0.0909090909090909,-0.305813004324566,-0.121196581196581,-0.126281326959293,-0.124171622317943,-0.104273504273504,-0.0966666666666667,-0.0888888888888889,0.0142857142857143,0.112341197822142,0,0.273408521303258,-0.26043956043956,-0.066002886002886,0.117613931417316,0.40007326007326,0.149453734671126,-0.273408521303258,-0.112341197822142,-0.112341197822142,-0.359117647058824,-0.109524296413691,-0.00228571428571429,-6.34920634920631e-05,0,0.0888888888888889,0.1,0.104273504273504,0.121196581196581,0.1,-0.232561132561133,-0.1,-0.156944444444444,-0.219047619047619,-0.159914741474147,-0.1,-0.1,-0.0857142857142857,0.1,-0.08,0.128407170111081,-0.4,-0.411111111111111,-0.42020202020202
"NFB",0.444561513872906,0.245376208490963,0.25226850399495,0.00607977722788967,0.153932625681852,-0.0617870800656541,-0.097309500535307,0.106291834002677,0.111111111111111,-0.0940836940836941,0.273325961963733,-0.0861471861471862,-0.310464167115264,-0.126281326959293,-0.124171622317943,-0.127073583102257,-0.121196581196581,-0.0973758865248227,-0.104273504273504,0.00228571428571429,0.109524296413691,0.0142857142857143,0.278389364215136,-0.270054945054945,-0.067994917875396,0.117004175319755,0.409877181641887,0.152172767903754,-0.278389364215136,-0.109524296413691,-0.109524296413691,-0.36514939309057,-0.1144994207918,-6.34920634920631e-05,-0.00333146591970121,-0.1,0.104273504273504,0.0888888888888889,0.121196581196581,0.125690963219053,0.0888888888888889,-0.234783354783355,-0.08,-0.159914741474147,-0.232561132561133,-0.160286488686043,-0.0857142857142857,-0.111111111111111,-0.219047619047619,0.1,-0.1,0.125556061346561,-0.411111111111111,-0.42020202020202,-0.43380202020202
"Csn",0.419145742821517,0.292427391783994,0.301532627379687,-0.00587647010444938,0.0552464008859358,0.0442093320769236,-0.128159340659341,0.0164912706425134,0.0181306149048085,-0.121428571428571,0.170713709212499,-0.122727272727273,-0.459636702102168,-0.13897364169321,-0.147333770310573,-0.151362633810272,-0.144751419470987,-0.0956261803588291,-0.133908045977012,-0.000909090909090911,0.231262600341488,-0.01,0.289098428453267,-0.281377576671694,0.0991106389811321,0.0876590599803849,0.518855454107583,0.153609381756329,-0.289098428453267,-0.231262600341488,-0.231262600341488,-0.265160511142278,-0.241051467903868,0.00220779220779221,0.000124458874458876,-0.02,0.133908045977012,0.116666666666667,0.144751419470987,0.139074563575791,0.116666666666667,-0.168866666666667,-0.0142857142857143,-0.0643258281573499,-0.161666666666667,-0.0697242857408974,-0.145,-0.0213564213564214,-0.17,0.0666666666666667,-0.0365079365079365,0.0260175802190674,-0.368181818181818,-0.396540027137042,-0.409360539957555
"Wnt",0.430434782608696,0.278333333333333,0.315010351966874,-0.0372303921568627,0.041025641025641,0.068077254505264,-0.160714285714286,-0.00519480519480519,0.00909090909090909,-0.135714285714286,0.178787878787879,-0.15,-0.489423870234593,-0.165789473684211,-0.183646616541353,-0.184308868196983,-0.15,-0.105454545454545,-0.1,-0.0333333333333333,0.237593984962406,0,0.313151602104256,-0.296078431372549,0.0925506072874494,0.108965517241379,0.539028213166144,0.16989898989899,-0.313151602104256,-0.237593984962406,-0.237593984962406,-0.276176470588235,-0.255775803144224,0.0333333333333333,0.0274509803921569,-0.1,0.2,0.1,0.15,0.165789473684211,0.2,-0.178333333333333,0,-0.0521367521367521,-0.153333333333333,-0.0591134963227986,-0.1,0,-0.133333333333333,0,0,0.0583050847457627,-0.3,-0.366666666666667,-0.4
"Frizzled",0.446625258799172,0.292619047619048,0.327708764665286,-0.0443010992275698,0.0431533006001091,0.0697089561369656,-0.162675070028011,-0.00519480519480519,-0.00519480519480519,-0.160714285714286,0.181818181818182,-0.135714285714286,-0.505073737608598,-0.183646616541353,-0.184308868196983,-0.194785058673173,-0.165789473684211,-0.119408033826638,-0.15,-0.0333333333333333,0.255775803144224,-0.0333333333333333,0.324042691213167,-0.310364145658263,0.0948761886827982,0.104233656042641,0.563876698014629,0.17614898989899,-0.324042691213167,-0.255775803144224,-0.255775803144224,-0.292366946778711,-0.25971281101824,0.0274509803921569,0.0311546840958606,-0.1,0.15,0.1,0.165789473684211,0.183646616541353,0.2,-0.178333333333333,0,-0.0591134963227986,-0.178333333333333,-0.0637863935190603,-0.133333333333333,-0.00909090909090909,-0.153333333333333,0.1,0,0.0605273069679849,-0.366666666666667,-0.4,-0.430434782608696
"DSH",0.461607837196384,0.30450715950716,0.336694271911663,-0.0427507116306706,0.048416458494846,0.0676896409482035,-0.173164580517522,-0.00826228985738188,-0.00519480519480519,-0.162675070028011,0.194013303769401,-0.160714285714286,-0.517669157455926,-0.184308868196983,-0.194785058673173,-0.198792182448774,-0.183646616541353,-0.114766683615668,-0.165789473684211,-0.0274509803921569,0.25971281101824,-0.0333333333333333,0.333491510110805,-0.321043757308749,0.0944432882498978,0.11296473869689,0.577101756019269,0.181027038679478,-0.333491510110805,-0.25971281101824,-0.25971281101824,-0.29804070564396,-0.269516732586867,0.0311546840958606,0.0319065637951087,-0.133333333333333,0.165789473684211,0.15,0.183646616541353,0.184300211312595,0.15,-0.190977011494253,0,-0.0637863935190603,-0.178333333333333,-0.0694467708775509,-0.153333333333333,0.00519480519480519,-0.178333333333333,0.1,-0.00909090909090909,0.0648853752836504,-0.4,-0.430434782608696,-0.446625258799172
"GSK3",0.467761683350231,0.311775329933225,0.343228048212881,-0.0469842882730064,0.051530645346057,0.0708835823377327,-0.173424320777262,-0.00491300756073116,-0.00826228985738188,-0.173164580517522,0.198199350281029,-0.162675070028011,-0.526298956681005,-0.194785058673173,-0.198792182448774,-0.202673761396143,-0.184308868196983,-0.123138068699382,-0.183646616541353,-0.0311546840958606,0.269516732586867,-0.0274509803921569,0.340475165385694,-0.328677345095008,0.0968356327475055,0.112447051035113,0.489414567999303,0.1846612708014,-0.340475165385694,-0.269516732586867,-0.269516732586867,-0.307131614734869,-0.269516732586867,0.0319065637951087,0.0313383819769269,-0.153333333333333,0.183646616541353,0.165789473684211,0.184300211312595,0.194677569803161,0.165789473684211,-0.195250515767757,-0.00909090909090909,-0.0694467708775509,-0.190977011494253,-0.0716956464397698,-0.178333333333333,0.00519480519480519,-0.178333333333333,0.15,0.00519480519480519,0.0678915644967362,-0.430434782608696,-0.446625258799172,-0.461607837196384
