"","PAK1","CDC42","ZEB2","ZEB1","HEY1","MEK","IKK","SHH","EGR1","Csn","cfos","NOTCH","Csl","NOTCHic","RKIP","TrCP","RAF","DELTA","KLF4","miR200","AXIN2","Destcompl","SRC","TCFLEF","Frizzled","cateninnuc","cMet","CD44","Wnt","GLI","DSH","STAT","cateninmemb","Ecadherin","LIV1","GSK3","SNAI2","RAS","PI3K","SUFU","TWIST1","Jagged","FUS","NFB","SMAD","ILK","Patched","SMO","ERK","AKT","SNAI1","SOSGRB2","TGF","TGFR","FOXC2"
"SMAD",-0.219047619047619,-0.234540576794098,-0.0211979374565443,-0.0211979374565443,-0.194832318048498,-0.208559351376306,-0.197899159663866,-0.183183270238623,-0.2,-0.183333333333333,-0.209677419354839,-0.182419266557198,-0.173333333333333,-0.17448275862069,-0.12321994355826,-0.15,-0.163951832737859,-0.163951832737859,-0.0235127393336349,0.127919936609246,0.0466337786035387,0.0567144718275266,0.0346031746031746,0.0388780568763009,0.0412698412698413,0.0424241561670811,0.0463678804855275,0.0409133350309821,0.0528083028083028,0.0477723315852812,0.0523809523809524,-0.0457142857142857,-0.0569948015182025,0.125956393215978,-0.06,0.170846000282091,0.163727466761531,0.166912359053648,0.163951832737859,0.158333333333333,0.0919631794079843,0.156778522552716,0.183333333333333,0.188095238095238,0.0760318676757033,0.17269853434237,0.180581039755352,0.183333333333333,0.214328582145536,0.203232492997199,0.172699426917169,0.24296066252588,0.236623863757974,0.2418031466265,0.251898925371552
"PI3K",-0.225,-0.230882352941176,-0.0205335378223542,-0.0205335378223542,-0.0539669727239095,-0.0290903246544519,-0.250980392156863,-0.0104700854700855,-0.0333333333333333,-0.233333333333333,-0.0333333333333333,-0.10893300248139,-0.1,-0.115384615384615,-0.199402068519716,-0.2,-0.203341991341991,-0.203341991341991,-0.00745614035087719,0.129784441669688,-0.138190476190476,0.002534435693891,-0.0888888888888889,-0.0885604872487702,-0.0888888888888889,-0.0912408996199042,-0.0932367149758454,-0.0947751765143069,-0.0932367149758454,-0.0947751765143069,-0.1,0.1,-0.0232466792202637,-0.063974451705933,0.1,0.135509860509861,-0.0423670506407764,0.199232402300895,0.203341991341991,0,0.083576010589553,-0.00631578947368421,0,0.233333333333333,0.0461381352541016,0.0453381352541016,0.00769230769230769,0,0.0274509803921569,0.243288084464555,0.192520128824477,0.128076923076923,0.222947393591583,0.218882352941176,0.212757259001161
"ILK",-0.225,-0.230882352941176,-0.0205335378223542,-0.0205335378223542,-0.0539669727239095,-0.0290903246544519,-0.250980392156863,-0.0104700854700855,-0.0333333333333333,-0.233333333333333,-0.0333333333333333,-0.10893300248139,-0.1,-0.115384615384615,-0.199402068519716,-0.2,-0.203341991341991,-0.203341991341991,-0.00745614035087719,0.129784441669688,-0.138190476190476,0.002534435693891,-0.0888888888888889,-0.0885604872487702,-0.0888888888888889,-0.0912408996199042,-0.0932367149758454,-0.0947751765143069,-0.0932367149758454,-0.0947751765143069,-0.1,0.1,-0.0232466792202637,-0.063974451705933,0.1,0.135509860509861,-0.0423670506407764,0.199232402300895,0.203341991341991,0,0.083576010589553,-0.00631578947368421,0,0.233333333333333,0.0461381352541016,0.0453381352541016,0.00769230769230769,0,0.0274509803921569,0.243288084464555,0.192520128824477,0.128076923076923,0.222947393591583,0.218882352941176,0.212757259001161
"IKK",-0.1,-0.111111111111111,-0.0203107769423559,-0.0203107769423559,-0.111145510835913,-0.0160634920634921,-0.214285714285714,-0.116296296296296,0,-0.1,-0.0142857142857143,-0.209090909090909,-0.209090909090909,-0.204329004329004,-0.106193078324226,0,-0.152571082879613,-0.152571082879613,-0.0267399267399267,0.0361426978818283,0.119047619047619,0.114845120761807,0.0888888888888889,0.0867854555990149,0.0888888888888889,0.087629337455555,0.0888888888888889,0.0873504273504273,0.0888888888888889,0.0873504273504273,0.1,-0.1,-0.147480954799391,0.216283062047175,-0.1,0.230494505494506,0.330448264541738,0.156796434992289,0.152571082879613,0.1,0.0397712418300654,0.0923024054982818,0.12,0.114285714285714,0.102970297029703,0.1,0.116296296296296,0.12,0.0182857142857143,0.222393822393822,0.109697483743285,0.120168067226891,0.11940202020202,0.12020202020202,0.155180375180375
"NOTCH",-0.2,-0.255555555555556,-0.0202898550724638,-0.0202898550724638,0.0289855072463768,-0.186666666666667,-0.0888888888888889,-0.0776772247360483,-0.2,0,-0.22,-0.0417511520737327,0.12,0.0485714285714286,-0.107957559681698,0,-0.0872727272727273,-0.0872727272727273,0.00193236714975845,0.116709956709957,-0.0541239892183288,-0.0213498358171255,0,-0.00642690642690643,0,-0.00928404928404928,0.00769230769230769,-0.0317016317016317,0.00769230769230769,-0.0317016317016317,-0.1,0.1,0.0135195753291764,0.0328217317487266,0,0.0339428770463253,0.109133567957097,0.0916205533596838,0.0872727272727273,0,0.126983050847458,0.0261760461760462,0.0333333333333333,0.0333333333333333,0.0814285714285714,0.0714285714285714,0.0717948717948718,0.0333333333333333,0.186666666666667,0.0666666666666667,0.150641025641026,0.237894736842105,0.221232974910394,0.211555555555556,0.227142857142857
"SRC",-0.244444444444444,-0.281944444444444,-0.0190625935908955,-0.0190625935908955,-0.0579361138695796,-0.0403278063655422,-0.120512820512821,-0.030718954248366,-0.0333333333333333,-0.1,-0.0424242424242424,-0.116428571428571,-0.07,-0.112857142857143,-0.277745193874226,-0.1,-0.185481852315394,-0.185481852315394,-0.106847545219638,0.126856975552628,0.0918164817884313,0.0439110527154005,0.025,0.0349080367852859,0.025,0.040053450655532,0.055,0.0336885245901639,0.055,0.0336885245901639,0,-0.1,-0.0792856608292172,0.0962829273123391,-0.2,0.0643290043290043,0.130501052440984,0.18093639776994,0.185481852315394,-0.0333333333333333,0.064865479348238,0.00735238767348859,0.0166666666666667,0.0666666666666667,0.0282361308677098,0.0219298245614035,0.0277777777777778,0.0166666666666667,0.0535353535353535,0.109401709401709,0.198284462840982,0.132857142857143,0.266966089466089,0.272420634920635,0.272689075630252
"Frizzled",-0.333333333333333,-0.34,-0.0163430259812208,-0.0163430259812208,-0.0674086197490453,-0.0311546840958606,-0.178333333333333,-0.0266024298282363,-0.0333333333333333,-0.133333333333333,-0.0333333333333333,-0.133403361344538,-0.114285714285714,-0.139285714285714,-0.202619047619048,-0.1,-0.240704032809296,-0.240704032809296,-0.00336134453781513,0.133017676767677,-0.126568005637773,0.0151755981878515,-0.075,-0.0765498182542449,-0.075,-0.0798831515875782,-0.0802631578947368,-0.0838345864661654,-0.0802631578947368,-0.0838345864661654,0,0.1,-0.0559974441754103,0.00951074888919106,0.1,0.148782654127482,0.03048406396171,0.238341828084886,0.240704032809296,0,0.177689075630252,0.00532382650029709,0,0.153333333333333,0.060048075762051,0.0591134963227986,0.0233766233766234,0.00909090909090909,0.0274509803921569,0.172083333333333,0.190010351966874,0.16969696969697,0.333623188405797,0.32695652173913,0.324142736088881
"AKT",-0.230882352941176,-0.218882352941176,-0.0150540857675597,-0.0150540857675597,-0.0547188524231576,-0.0316219702240722,-0.243288084464555,-0.0104700854700855,-0.0333333333333333,-0.233333333333333,-0.0274509803921569,-0.113811051261877,-0.115384615384615,-0.10893300248139,-0.195054242432759,-0.233333333333333,-0.199232402300895,-0.199232402300895,-0.0185672514619883,0.127645404236532,-0.134941378717552,0.00394055645485047,-0.0932367149758454,-0.0912408996199042,-0.0932367149758454,-0.0917024380814427,-0.0947751765143069,-0.0885604872487702,-0.0947751765143069,-0.0886299251176589,-0.0888888888888889,0.0888888888888889,-0.0219215008308651,-0.0610956638271451,0.1,0.131477602445344,-0.0422665481282135,0.201401076999691,0.199232402300895,0,0.0777656130360362,-0.00234227953990937,0,0.250980392156863,0.0437812328971993,0.0461381352541016,0.0104700854700855,0.00769230769230769,0.0290903246544519,0.152378993555464,0.195778274187885,0.119188034188034,0.223249508395208,0.222947393591583,0.212757259001161
"PAK1",-0.20952380952381,-0.223249299719888,-0.0144111482222551,-0.0144111482222551,-0.0779110444777611,-0.210268730041759,-0.0866228070175439,-0.082005347897821,-0.2,-0.0833333333333333,-0.204347826086957,-0.0675457875457875,-0.058974358974359,-0.0543589743589743,-0.112310139216217,-0.0333333333333333,-0.115477708698656,-0.115477708698656,-0.0134311735623211,0.119256464314691,-0.0250360938129318,-0.0221150906311422,-0.0333333333333333,-0.0227091447883527,-0.0333333333333333,-0.0169160413400768,-0.0117117117117117,-0.0156721077513157,-0.012280701754386,-0.0156953359007274,0,0,0.0112056735565864,0.0439692776420032,0,0.0699301948051948,0.150060945245275,0.116841345062292,0.115477708698656,0.0476190476190476,0.109498588368154,0.0540503578732106,0.080952380952381,0.0708333333333333,0.0749650110940433,0.072384365932753,0.078005347897821,0.0841781874039939,0.219602063375092,0.0940302144249513,0.163982430266228,0.226787678767877,0.231172796987647,0.239915966386555,0.239623156243153
"EGR1",-0.20952380952381,-0.223249299719888,-0.0144111482222551,-0.0144111482222551,-0.0779110444777611,-0.210268730041759,-0.0866228070175439,-0.082005347897821,-0.2,-0.0833333333333333,-0.204347826086957,-0.0675457875457875,-0.058974358974359,-0.0543589743589743,-0.112310139216217,-0.0333333333333333,-0.115477708698656,-0.115477708698656,-0.0134311735623211,0.119256464314691,-0.0250360938129318,-0.0221150906311422,-0.0333333333333333,-0.0227091447883527,-0.0333333333333333,-0.0169160413400768,-0.0117117117117117,-0.0156721077513157,-0.012280701754386,-0.0156953359007274,0,0,0.0112056735565864,0.0439692776420032,0,0.0699301948051948,0.150060945245275,0.116841345062292,0.115477708698656,0.0476190476190476,0.109498588368154,0.0540503578732106,0.080952380952381,0.0708333333333333,0.0749650110940433,0.072384365932753,0.078005347897821,0.0841781874039939,0.219602063375092,0.0940302144249513,0.163982430266228,0.226787678767877,0.231172796987647,0.239915966386555,0.239623156243153
"SNAI1",-0.223249299719888,-0.239915966386555,-0.0140421445322182,-0.0140421445322182,-0.0796967587634754,-0.209371869055212,-0.0940302144249513,-0.0821995226551026,-0.204347826086957,-0.0708333333333333,-0.219602063375092,-0.0655049712192569,-0.0543589743589743,-0.0675457875457875,-0.110636499048853,-0.0833333333333333,-0.116841345062292,-0.116841345062292,-0.0156118589205766,0.119352525794037,-0.029231898008736,-0.0196479853679843,-0.0117117117117117,-0.0169160413400768,-0.012280701754386,-0.01805181831478,-0.0156721077513157,-0.0227091447883527,-0.0156953359007274,-0.0224595040908554,-0.0333333333333333,0.0333333333333333,0.0131055008450147,0.0404833255088086,0,0.0702602278084951,0.151368353894286,0.118811788412046,0.116841345062292,0.080952380952381,0.113703716573282,0.0505209461085048,0.0841781874039939,0.0866228070175439,0.0787780492244246,0.0749650110940433,0.082005347897821,0.078005347897821,0.210268730041759,0.0933357699805068,0.0650500459245913,0.244523527824481,0.232785700213454,0.231172796987647,0.240766739470599
"GSK3",-0.32695652173913,-0.333623188405797,-0.0133572179293669,-0.0133572179293669,-0.0688169849527119,-0.0320731735011921,-0.18242816091954,-0.026945870694764,-0.0274509803921569,-0.178333333333333,-0.0311546840958606,-0.140636128577305,-0.133403361344538,-0.138298466239643,-0.201378183220288,-0.153333333333333,-0.241423060577884,-0.241423060577884,-0.00946080351654484,0.132477974711805,-0.123531572290953,0.0154400445981292,-0.0838345864661654,-0.0805064819526717,-0.0838345864661654,-0.0792564819526717,-0.0765498182542449,-0.0798831515875782,-0.0766450439825053,-0.0799469307749581,-0.0802631578947368,0.0802631578947368,-0.0570593894191516,0.0126164892416425,0.075,0.0472990479181863,0.0297979319443252,0.240372640409816,0.241423060577884,0.00909090909090909,0.173994957342187,0.00690929586033783,0.0233766233766234,0.172083333333333,0.05875589166542,0.0574065663280887,0.0259889328957209,0.0266024298282363,0.0349140825921012,0.181573460064839,0.191316144253455,0.163196686089482,0.33305765637685,0.335365348684543,0.324325009955365
"cfos",-0.242857142857143,-0.20952380952381,-0.0121603443637342,-0.0121603443637342,-0.0779110444777611,-0.219602063375092,-0.0708333333333333,-0.078005347897821,-0.12,-0.0333333333333333,-0.2,-0.0543589743589743,-0.0666666666666667,-0.058974358974359,-0.110652680652681,0,-0.11181917211329,-0.11181917211329,-0.0183492063492063,0.118241235888295,-0.0256650246305419,-0.0215135868717437,0,-0.0156721077513157,0,-0.0227091447883527,-0.0333333333333333,-0.0117117117117117,-0.0333333333333333,-0.012280701754386,0,0,0.0187148310657439,0.0419623572267783,0.1,0.0706574675324675,0.154039245426107,0.115477708698656,0.11181917211329,0.0333333333333333,0.107324675324675,0.0589583333333333,0.0476190476190476,0.0833333333333333,0.072384365932753,0.0788359788359788,0.0841781874039939,0.080952380952381,0.204347826086957,0.0866228070175439,0.163743766781741,0.227777777777778,0.239915966386555,0.223249299719888,0.245140397622464
"CDC42",-0.142857142857143,-0.20952380952381,-0.0121603443637342,-0.0121603443637342,-0.0779110444777611,-0.219602063375092,-0.0708333333333333,-0.078005347897821,-0.22,-0.0333333333333333,-0.2,-0.0543589743589743,-0.0666666666666667,-0.058974358974359,-0.110652680652681,0,-0.11181917211329,-0.11181917211329,-0.0183492063492063,0.118241235888295,-0.0256650246305419,-0.0215135868717437,0,-0.0156721077513157,0,-0.0227091447883527,-0.0333333333333333,-0.0117117117117117,-0.0333333333333333,-0.012280701754386,0,0,0.0187148310657439,0.0419623572267783,0.1,0.0706574675324675,0.154039245426107,0.115477708698656,0.11181917211329,0.0333333333333333,0.107324675324675,0.0589583333333333,0.0476190476190476,0.0833333333333333,0.072384365932753,0.0788359788359788,0.0841781874039939,0.080952380952381,0.204347826086957,0.0866228070175439,0.163743766781741,0.227777777777778,0.239915966386555,0.223249299719888,0.245140397622464
"Destcompl",-0.129183673469388,-0.116080225193526,-0.0120355931456764,-0.0120355931456764,-0.0251461359153667,0.0287970934785627,-0.110525432264563,0.0715235855302532,0.0256410256410256,-0.114285714285714,0.0347319347319347,-0.0222986199582871,-0.0311946729338034,-0.0224990207598903,0.000769028198156603,-0.1,-0.105054842858322,-0.105054842858322,-0.00830103213685825,0.0644161276490827,-0.143030897122931,-0.0950633487443455,-0.042128723635573,-0.0420960104889772,-0.042128723635573,-0.0426059543951475,-0.0466063355758715,-0.0383973803519909,-0.0470792186850779,-0.0387304246219981,-0.0325396825396825,0.0325396825396825,-0.0108811865400524,-0.0351127644576991,0.0611111111111111,0.0118033804899801,-0.103610894786048,0.104740871115778,0.105054842858322,-0.0777777777777778,0.013917216133061,-0.0180999355714918,-0.0743295019157088,0.118633540372671,0.0218379281537176,0.0247619047619048,-0.0701696203465008,-0.0686152162014231,-0.0309067981199129,0.113209996022952,-0.00480625443385884,0.00710431370899031,0.122097855476129,0.120817067298789,0.107050356177578
"Csl",-0.211555555555556,-0.221232974910394,-0.0119411749005792,-0.0119411749005792,0.0232539838677946,-0.196884057971015,-0.0829457364341085,-0.0744606878432044,-0.186666666666667,-0.0888888888888889,-0.186666666666667,-0.048401869777082,-0.0417511520737327,-0.0338564152316274,-0.106036355034459,-0.0333333333333333,-0.0940836075468759,-0.0940836075468759,-0.00878191856452726,0.114909107918288,-0.0426022811349241,-0.0257514202168818,-0.0317016317016317,-0.0185970263832859,-0.0317016317016317,-0.0116787873895752,-0.00642690642690643,-0.00928404928404928,-0.00697044890593277,-0.00938980374464245,0.00769230769230769,-0.00769230769230769,0.0136259576480008,0.0446902099708856,0,0.035391288054249,0.109296458988975,0.0944512546056994,0.0940836075468759,0.0333333333333333,0.110324192576946,0.0401730108559579,0.0717948717948718,0.0666666666666667,0.0737427201096266,0.0720760534429599,0.0701503430156181,0.0776772247360483,0.206666666666667,0.089922480620155,0.152891271369532,0.204930952658809,0.230320601468448,0.240978197840331,0.234762434450977
"DSH",-0.34,-0.32695652173913,-0.0108312149575987,-0.0108312149575987,-0.0691630057139576,-0.0349140825921012,-0.172083333333333,-0.0259889328957209,-0.0333333333333333,-0.153333333333333,-0.0274509803921569,-0.138298466239643,-0.139285714285714,-0.133403361344538,-0.199122544122544,-0.133333333333333,-0.238341828084886,-0.238341828084886,-0.0140409561883006,0.131188408474994,-0.122770537283343,0.0163206363557904,-0.0802631578947368,-0.0798831515875782,-0.0802631578947368,-0.0805064819526717,-0.0838345864661654,-0.0765498182542449,-0.0838345864661654,-0.0766450439825053,-0.075,0.075,-0.0549373735040322,0.0131103977039408,0.1,0.145302375705208,0.03083330726788,0.241423060577884,0.238341828084886,0,0.171306096906848,0.00997498929099477,0.00909090909090909,0.178333333333333,0.0574065663280887,0.060048075762051,0.0266024298282363,0.0233766233766234,0.0311546840958606,0.18242816091954,0.193198757763975,0.159940872135994,0.335365348684543,0.333623188405797,0.325441437387582
"TCFLEF",-0.225641025641026,-0.220989862850328,-0.00935242778663831,-0.00935242778663831,-0.0300279760205538,-0.0764045130247221,0.0438491830749895,-0.0635781666713786,-0.0757142857142857,0.0766233766233766,-0.0732752613240418,-0.00982817782057047,-0.0147138530208832,-0.00883150007970668,-0.0826449924231988,0.0857142857142857,-0.0210964205567094,-0.0210964205567094,-0.110381652661064,0.119138806307481,0.329421245421245,0.0955391576356097,-0.0183333333333333,-0.119583381130745,-0.013921568627451,-0.118638363948615,-0.0208974358974359,-0.0190106434446057,-0.0164856711915535,-0.0152434351667088,-0.00392156862745098,0.00833333333333333,0.0896450862078619,-0.152286015944807,0.0333333333333333,0.0968922347104538,-0.298104357722616,0.0251700079417291,0.0210964205567094,0.05,0.10337297724011,0.054235774855107,0.0566666666666667,-0.0406233766233766,0.0307696548863903,0.031725677830941,0.0629646697388633,0.0661904761904762,0.0723228803716609,-0.0405883135097721,0.184973041834967,0.138918470750806,0.226869667269465,0.227531918925094,0.211819636196462
"NOTCHic",-0.255555555555556,-0.211555555555556,-0.00917874396135266,-0.00917874396135266,0.0212931995540691,-0.206666666666667,-0.0666666666666667,-0.0701503430156181,-0.22,-0.0333333333333333,-0.186666666666667,-0.0338564152316274,0.0485714285714286,-0.0417511520737327,-0.103732207569022,0,-0.0916205533596838,-0.0916205533596838,-0.0159247757073844,0.113819783299552,-0.0444017669961066,-0.0243498358171255,0.00769230769230769,-0.00928404928404928,0.00769230769230769,-0.0185970263832859,-0.0317016317016317,-0.00642690642690643,-0.0317016317016317,-0.00697044890593277,0,0,0.0226473643758295,0.0415506750871646,0.1,0.0364222158893005,0.114143587997178,0.0940836075468759,0.0916205533596838,0.0333333333333333,0.108744057136766,0.0453813441892912,0.0333333333333333,0.0888888888888889,0.0720760534429599,0.0814285714285714,0.0776772247360483,0.0717948717948718,0.186666666666667,0.0829457364341085,0.153286528286528,0.210622009569378,0.240978197840331,0.221232974910394,0.241658986175115
"GLI",-0.0816666666666667,-0.0920114942528736,-0.00724091141833077,-0.00724091141833077,-0.0283265593112792,-0.12249408050513,-0.0125551975176035,-0.137261694801377,-0.114285714285714,-0.0222222222222222,-0.114285714285714,-0.00662403688265757,-0.005552608311229,0.001947391688771,-0.120371898872395,0.0333333333333333,0.00269196272858638,0.00269196272858638,-0.00521578721578721,0.112982002517606,-0.0261337560386473,-0.0283055651465747,-0.0290322580645161,-0.0187308479523407,0.0709677419354839,-0.0156824319332134,-0.0143981117230527,-0.0135360427575355,0.0839089184060721,-0.014814485849247,0.1,0,0.0163102591469557,0.0400134715370375,0,0.130791253883059,0.154824806876575,-0.00407810134244776,-0.00269196272858638,0.114285714285714,0.104402124945419,0.0170342795641396,0.139285714285714,0.0064327485380117,0.0295292640767797,0.027907642455158,0.135204081632653,0.139285714285714,0.128571428571429,0.0172426975176035,0.14427382215131,0.00656591196414205,0.100748453187391,0.105219041422685,0.214258900928793
"Wnt",-0.3,-0.333333333333333,-0.0054519368723099,-0.0054519368723099,-0.061025641025641,-0.0274509803921569,-0.153333333333333,-0.0233766233766234,0,-0.1,-0.0333333333333333,-0.139285714285714,-0.1,-0.114285714285714,-0.188333333333333,-0.1,-0.227067669172932,-0.227067669172932,-0.0176470588235294,0.126767676767677,-0.124242424242424,0.0180933700711406,-0.1,-0.0838345864661654,0,-0.0765498182542449,-0.075,-0.0802631578947368,-0.075,-0.0802631578947368,0,0.1,-0.0575847457627119,0.0148720542504964,0,0.138479623824451,0.0282758620689655,0.240704032809296,0.227067669172932,0,0.169117647058824,0.00431372549019608,0,0.133333333333333,0.0591134963227986,0.0521367521367521,0.00909090909090909,0,0.0333333333333333,0.178333333333333,0.194772256728778,0.160606060606061,0.32695652173913,0.34,0.317165991902834
"Csn",-0.115909090909091,-0.117401628222524,-0.00283209263854425,-0.00283209263854425,-0.0064562569213732,0.040784632034632,-0.12,0.0146014042365179,0.04,-0.12,0.04,-0.107044344544345,-0.103535353535354,-0.102236652236652,-0.101480672397409,-0.02,-0.205179348354785,-0.205179348354785,-0.00302377361200891,0.0128445415393444,-0.116324952785647,0.0170315271187596,-0.0867816091954023,-0.0815347267029459,-0.0867816091954023,-0.0796706256806969,-0.0783478742556433,-0.0805700964778655,-0.0783478742556433,-0.0805312803691804,-0.0833333333333333,0.0833333333333333,-0.0261067801539676,-0.00710543777753161,0.0666666666666667,0.12805621274947,-0.0289578409929588,0.206139041253058,0.205179348354785,-0.0142857142857143,0.0759669627551816,-0.0159500898805118,-0.0142857142857143,0.12,-0.000386046533288626,-0.000643115942028986,-0.016240748498813,-0.0173160173160173,-0.0387012987012987,0.1224,0.0806402185853709,-0.0102040816326531,0.113344348986247,0.117401628222524,0.103440782521802
"Jagged",0.2,0.2,-0.00193236714975845,-0.00193236714975845,-0.0333333333333333,0.186666666666667,0.0333333333333333,0.0717948717948718,0.1,0,0.2,-0.0485714285714286,-0.1,-0.12,0.0769230769230769,0,0.06,0.06,0.0111111111111111,-0.102424242424242,0.0371428571428571,0.0278918918918919,0.1,0.0317016317016317,0.1,0.00642690642690643,0,-0.00769230769230769,0,-0.00769230769230769,0,0,-0.010901774282056,-0.0537894736842105,0,-0.0203065134099617,-0.105429864253394,-0.0872727272727273,-0.06,0,-0.088,-0.0483982683982684,0,0,-0.0714285714285714,-0.0666666666666667,-0.0333333333333333,-0.0333333333333333,-0.22,-0.0888888888888889,-0.158333333333333,-0.18,-0.211555555555556,-0.255555555555556,-0.212857142857143
"SHH",0,-0.0333333333333333,0,0,0,0.16,-0.1,0.186666666666667,0,0,0.1,0,0.1,0,0.14,0,-0.05,-0.05,0.05,-0.133333333333333,-0.276190476190476,-0.0651948051948052,-0.1,-0.143333333333333,-0.2,-0.137777777777778,-0.1,-0.15,-0.2,-0.25,-0.2,0.1,-0.0721146953405018,-0.103055555555556,0,-0.058974358974359,-0.26367816091954,0.0115384615384615,0.05,-0.2,0,-0.122857142857143,-0.2,0,0,0,-0.266666666666667,-0.3,-0.1,0.1,-0.2,0,-0.0666666666666667,-0.0666666666666667,-0.2
"DELTA",-0.2,-0.2,0.00193236714975845,0.00193236714975845,0.0333333333333333,-0.186666666666667,-0.0333333333333333,-0.0717948717948718,-0.1,0,-0.2,0.0485714285714286,0.1,0.12,-0.0769230769230769,0,-0.06,-0.06,-0.0111111111111111,0.102424242424242,-0.0371428571428571,-0.0278918918918919,-0.1,-0.0317016317016317,-0.1,-0.00642690642690643,0,0.00769230769230769,0,0.00769230769230769,0,0,0.010901774282056,0.0537894736842105,0,0.0203065134099617,0.105429864253394,0.0872727272727273,0.06,0,0.088,0.0483982683982684,0,0,0.0714285714285714,0.0666666666666667,0.0333333333333333,0.0333333333333333,0.22,0.0888888888888889,0.158333333333333,0.18,0.211555555555556,0.255555555555556,0.212857142857143
"TrCP",0.20952380952381,0.223249299719888,0.0144111482222551,0.0144111482222551,0.0779110444777611,0.210268730041759,0.0866228070175439,0.082005347897821,0.2,0.0833333333333333,0.204347826086957,0.0675457875457875,0.058974358974359,0.0543589743589743,0.112310139216217,0.0333333333333333,0.115477708698656,0.115477708698656,0.0134311735623211,-0.119256464314691,0.0250360938129318,0.0221150906311422,0.0333333333333333,0.0227091447883527,0.0333333333333333,0.0169160413400768,0.0117117117117117,0.0156721077513157,0.012280701754386,0.0156953359007274,0,0,-0.0112056735565864,-0.0439692776420032,0,-0.0699301948051948,-0.150060945245275,-0.116841345062292,-0.115477708698656,-0.0476190476190476,-0.109498588368154,-0.0540503578732106,-0.080952380952381,-0.0708333333333333,-0.0749650110940433,-0.072384365932753,-0.078005347897821,-0.0841781874039939,-0.219602063375092,-0.0940302144249513,-0.163982430266228,-0.226787678767877,-0.231172796987647,-0.239915966386555,-0.239623156243153
"LIV1",0.20952380952381,0.223249299719888,0.0144111482222551,0.0144111482222551,0.0779110444777611,0.210268730041759,0.0866228070175439,0.082005347897821,0.2,0.0833333333333333,0.204347826086957,0.0675457875457875,0.058974358974359,0.0543589743589743,0.112310139216217,0.0333333333333333,0.115477708698656,0.115477708698656,0.0134311735623211,-0.119256464314691,0.0250360938129318,0.0221150906311422,0.0333333333333333,0.0227091447883527,0.0333333333333333,0.0169160413400768,0.0117117117117117,0.0156721077513157,0.012280701754386,0.0156953359007274,0,0,-0.0112056735565864,-0.0439692776420032,0,-0.0699301948051948,-0.150060945245275,-0.116841345062292,-0.115477708698656,-0.0476190476190476,-0.109498588368154,-0.0540503578732106,-0.080952380952381,-0.0708333333333333,-0.0749650110940433,-0.072384365932753,-0.078005347897821,-0.0841781874039939,-0.219602063375092,-0.0940302144249513,-0.163982430266228,-0.226787678767877,-0.231172796987647,-0.239915966386555,-0.239623156243153
"STAT",0.213636363636364,0.194886363636364,0.0146853146853147,0.0146853146853147,0.076,0.235547122074636,0.0457142857142857,0.0707820539205598,0.233333333333333,0,0.233333333333333,0.0449642675228055,0.0529411764705882,0.0556438791732909,0.11284749034749,0,0.00104942100909843,0.00104942100909843,0.12346009110715,-0.123514005614149,-0.0981316722493193,-0.0526587487529713,-0.0678571428571429,-0.0490458805127575,-0.0678571428571429,-0.0401066671635322,-0.0314935064935065,-0.0443140193140193,-0.0314935064935065,-0.0440985485103132,-0.0428571428571429,0.0428571428571429,0.0633362249511165,-0.096072606320738,0.1,-0.103279928793947,-0.121713180649291,-0.00478076429268052,-0.00104942100909843,-0.05,-0.049150857471697,-0.0574211022961591,-0.05,-0.06,-0.0725581653617636,-0.0760064412238325,-0.0769767441860465,-0.07,-0.22156862745098,-0.0541888619854721,-0.164161315054038,-0.303694581280788,-0.210129180824261,-0.192254784688995,-0.226438991138378
"NFB",0.111111111111111,0.12020202020202,0.0222264857546164,0.0222264857546164,0.114716939407342,0.0141027077497666,0.222393822393822,0.117501115573405,0.0142857142857143,0.114285714285714,0.0182857142857143,0.209736070381232,0.204329004329004,0.209090909090909,0.107475129606277,0.1,0.156796434992289,0.156796434992289,0.0228937728937729,-0.0370490422927044,-0.118338399189463,-0.114014555977754,-0.0888888888888889,-0.087629337455555,-0.0888888888888889,-0.0870803178477119,-0.0873504273504273,-0.0867854555990149,-0.0873504273504273,-0.0873504273504273,-0.0888888888888889,0.0888888888888889,0.147586551420299,-0.215641007472536,0.1,-0.232847446670976,-0.330651516574258,-0.156298922554478,-0.156796434992289,-0.12,-0.0407236227824463,-0.0930218299587134,-0.12,-0.214285714285714,-0.104829033089183,-0.102970297029703,-0.116296296296296,-0.116296296296296,-0.0160634920634921,-0.224616044616045,-0.109423511140546,-0.125431225121628,-0.120034931594425,-0.11940202020202,-0.155578781554877
