"","KLF4","SUFU","GSK3","SHH","Csl","Patched","FUS","Csn","IKK","AKT","TrCP","TWIST1","Destcompl","ERK","MEK","PI3K","DELTA","RAS","cateninmemb","Wnt","Ecadherin","GLI","DSH","PAK1","AXIN2","cMet","SNAI2","CD44","TCFLEF","STAT","SRC","LIV1","cateninnuc","CDC42","FOXC2","ZEB1","SOSGRB2","TGF","TGFR","Frizzled","RAF","EGR1","cfos","RKIP","SNAI1","miR200","HEY1","NFB","NOTCH","NOTCHic","ILK","SMO","SMAD","Jagged","ZEB2"
"SRC",0.0994832041343669,0.0333333333333333,-0.211255411255411,-0.0281263616557734,-0.065,-0.0251851851851852,0.0333333333333333,-0.05,-0.0423076923076923,-0.058974358974359,-0.1,0.215267146646457,-0.0767072782290174,0.0898989898989899,0.0842386125404993,-0.0768126825198164,-0.0768126825198164,-0.0752975310046649,0.00350845681784164,0.03,-0.0174741108564638,0.0283606557377049,0,0.0888888888888889,0.0326023205406095,0.03,0.120470171785528,0.0283606557377049,0.0307996801279488,0.1,0,0.2,0.0332605302398056,0.0888888888888889,0.0768253968253968,0.330855046421084,-0.0857142857142857,-0.0761616161616162,-0.0888888888888889,0,0.0768126825198164,-0.0333333333333333,-0.0787878787878788,-0.300228087324862,-0.217011522969975,0.263287951983604,0.0554038397881496,0.05,0.0602380952380952,0.0602380952380952,0.0679824561403509,0.00666666666666667,0.0814959696538644,0.0281927781698424,0.0107217729859239
"Patched",-0.0166666666666667,0.2,0.245787545787546,0.186666666666667,0,0.186666666666667,0.3,0,-0.15,-0.164285714285714,0,-0.0787037037037037,0.256943056943057,-0.12,-0.143076923076923,0.288461538461538,0.288461538461538,0.288461538461538,-0.0545519713261649,0.2,0.0634735706580367,0.2,0.2,-0.233333333333333,0.019047619047619,0.1,-0.233226053639847,0.0933333333333333,0.0822222222222222,0.1,0.1,0.1,0.08319309600863,-0.333333333333333,-0.19,-0.333333333333333,0.233333333333333,0.325,0.333333333333333,-0.2,-0.288461538461538,0.1,0.1,0.22,0.253225806451613,-0.245238095238095,0.00769230769230769,0.1,0.0424242424242424,0.0333333333333333,0,-0.266666666666667,-0.03,-0.0905820105820106,0.0166666666666667
"IKK",-0.00293040293040293,0.1,-0.320164835164835,0.041992337164751,0.127272727272727,0.0488888888888889,0.08,0.3,0.242857142857143,0.24015444015444,0.2,-0.0440196078431373,-0.258763568706999,0.112857142857143,0.110634920634921,-0.238777979431337,-0.238777979431337,-0.235961078022886,-0.181829055488273,-0.0735042735042735,-0.256924666191035,-0.0627350427350427,-0.1,0.2,-0.0671428571428571,-0.0735042735042735,-0.190207568567762,-0.0627350427350427,-0.0633000144864552,-0.1,-0.0888888888888889,-0.1,-0.0624561326299151,0.2,0.18031746031746,0.299739348370927,-0.195378151260504,-0.178909090909091,-0.190909090909091,0.0888888888888889,0.238777979431337,-0.05,-0.0928571428571429,-0.181967213114754,-0.200261521063048,0.233010033444816,-0.0168214654282766,-0.342857142857143,-0.136796536796537,-0.132034632034632,-0.0194444444444445,-0.06,-0.0125137513751375,0.00769759450171821,0.0205012531328321
"SHH",-0.05,0.2,0.241025641025641,0.186666666666667,0.1,0.266666666666667,0.2,0,-0.1,-0.15,0,-0.075,0.255844155844156,-0.1,-0.12,0.25,0.25,0.288461538461538,-0.065663082437276,0.2,0.0644444444444444,0.2,0.2,-0.2,0.019047619047619,0.1,-0.23455938697318,0.1,0.0933333333333333,0.1,0.1,0,0.0822222222222222,-0.233333333333333,-0.2,-0.325,0.2,0.333333333333333,0.333333333333333,-0.2,-0.25,0,0.1,0.22,0.25,-0.216666666666667,0,0,0.0333333333333333,0,0,-0.3,0,-0.0942857142857143,0.025
"KLF4",-0.037037037037037,0,0.0856249261986143,-0.0258736559139785,-0.0109090909090909,-0.03125,-0.0333333333333333,-0.1,-0.0942857142857143,-0.0868783068783069,-0.1,-0.0361699346405229,0.0908454422031376,-0.0927272727272727,-0.102005623242737,0.0873076923076923,0.0873076923076923,0.0843665158371041,0.0326215259446967,-0.025125398996808,0.030603638235222,-0.0268495369278425,-0.0333333333333333,-0.0545454545454545,0.0155682285305184,-0.025125398996808,-0.065755371373079,-0.0277340946489819,-0.0314130244148682,-0.0333333333333333,-0.0274509803921569,-0.0333333333333333,-0.0287978313887163,-0.0505454545454545,-0.0822421635186305,-0.106893704850361,0.0867209834190966,0.0554885439763489,0.0598787878787879,0.0274509803921569,-0.0873076923076923,0.12,0.0927272727272727,0.0388270459699031,0.0447117047872298,-0.0946072446072446,-0.00741023682200153,0.08,0.01101760962857,0.0161722488038278,-0.008,0.05,-0.00944927536231884,0.0267302712280224,0.029499484004128
"HEY1",-0.037037037037037,0,0.0856249261986143,-0.0258736559139785,-0.0109090909090909,-0.03125,-0.0333333333333333,-0.1,-0.0942857142857143,-0.0868783068783069,-0.1,-0.0361699346405229,0.0908454422031376,-0.0927272727272727,-0.102005623242737,0.0873076923076923,0.0873076923076923,0.0843665158371041,0.0326215259446967,-0.025125398996808,0.030603638235222,-0.0268495369278425,-0.0333333333333333,-0.0545454545454545,0.0155682285305184,-0.025125398996808,-0.065755371373079,-0.0277340946489819,-0.0314130244148682,-0.0333333333333333,-0.0274509803921569,-0.0333333333333333,-0.0287978313887163,-0.0505454545454545,-0.0822421635186305,-0.106893704850361,0.0867209834190966,0.0554885439763489,0.0598787878787879,0.0274509803921569,-0.0873076923076923,0.12,0.0927272727272727,0.0388270459699031,0.0447117047872298,-0.0946072446072446,-0.00741023682200153,0.08,0.01101760962857,0.0161722488038278,-0.008,0.05,-0.00944927536231884,0.0267302712280224,0.029499484004128
"Ecadherin",-0.0307079231129864,-0.0333333333333333,0.0847419239911088,-0.0258736559139785,-0.0161722488038278,-0.0258736559139785,-0.05,-0.08,-0.0868783068783069,-0.082982202982203,-0.1,-0.0378459122941542,0.0912182287828207,-0.102005623242737,-0.0976918977525406,0.0843665158371041,0.0843665158371041,0.0829698677924113,0.0317240900472608,-0.0268495369278425,-0.070856926516482,-0.0308495369278425,-0.0274509803921569,-0.0505454545454545,0.0137125584274256,-0.0277340946489819,-0.0659359854609779,-0.0314130244148682,-0.0287978313887163,-0.0274509803921569,-0.025125398996808,-0.0333333333333333,-0.0288912020703223,-0.0598787878787879,-0.0829286623744658,-0.104997970253205,0.0919841413138335,0.0556693758027503,0.0554885439763489,0.025125398996808,-0.0843665158371041,0.0927272727272727,0.0927272727272727,0.0377034504642852,0.0447117047872298,-0.0944210248679522,-0.00808137776159884,0.0942857142857143,0.00990236799288229,0.01101760962857,-0.00944927536231884,0.03125,-0.00823862160929221,0.0287897677955281,0.0299734176534171
"cateninnuc",-0.0297031359308939,0.0666666666666667,0.22736662582107,0.0914778211910408,-0.0834902699309479,0.091695686114788,0.0766666666666667,-0.258333333333333,-0.25130303030303,-0.24427178030303,-0.233333333333333,-0.00781434602859559,0.247164216707314,-0.162927291628447,-0.159716282454135,0.255579645579646,0.255579645579646,0.255242945242945,-0.0547017832646118,0.0496841554316242,0.0334387450729659,0.0508699261826123,0.0575757575757576,-0.171428571428571,0.00112533758372065,0.048276240667545,-0.1819503106555,0.0494667168580212,0.0489439386653401,0.0575757575757576,0.0547979797979798,0.0575757575757576,-0.051359844819885,-0.163736263736264,-0.160761932057014,-0.232995527050933,0.173571239742877,0.159668101310926,0.163161551092586,-0.056205894562059,-0.255579645579646,0.154347826086957,0.165458937198068,0.180576525211761,0.201458613408208,-0.170375813897938,-0.0331239610933774,0.25530303030303,0.0809638428696371,0.0823274792332735,-0.0319220779220779,-0.0848633879781421,-0.0347870165305363,-0.0625770597130674,0.0416658155302892
"Frizzled",-0.0366946778711485,0,-0.29128526645768,-0.0415584415584416,0.135714285714286,-0.0415584415584416,0,0.133333333333333,0.100833333333333,0.0695833333333333,0.1,0.205546218487395,-0.258950207619482,0.147450980392157,0.132636165577342,-0.174333561175666,-0.174333561175666,-0.168821750152044,-0.132142857142857,0.151315789473684,-0.105365975487927,0.151315789473684,0,0.0666666666666667,0.0982804792107118,0.151315789473684,-0.0378665832698793,0.151315789473684,0.151978041129313,0.1,0.125,0.1,0.153882803034075,0.0466666666666667,0.0370944355522079,0.280787533559669,0.0484848484848485,-0.0212422360248447,-0.0336231884057971,-0.125,0.174333561175666,-0.133333333333333,-0.153333333333333,-0.112142857142857,-0.154434092477571,0.225656565656566,0.126688488816148,-0.113333333333333,-0.125910364145658,-0.135714285714286,0.116756112104949,0.0272727272727273,0.12890564481523,-0.00240047534165181,0.0445487733852295
"PI3K",-0.0427631578947369,0,-0.169877344877345,-0.0382478632478632,0.125,-0.041025641025641,0,0.0333333333333333,-0.0176470588235294,-0.0509803921568627,0,0.171530394053559,-0.223777519793334,0.127450980392157,0.109418193506911,-0.128588744588745,-0.128588744588745,-0.121739429520251,-0.098623624871918,0.155072463768116,-0.0480002558318022,0.153534002229654,0.1,0.05,0.100857142857143,0.155072463768116,0.017698613848994,0.153534002229654,0.151839086975417,0.1,0.133333333333333,0.1,0.152045272542427,0.0441176470588235,0.0254030197444832,0.219639141795284,0.0484615384615385,-0.0135485413677666,-0.0241176470588235,-0.133333333333333,0.128588744588745,-0.133333333333333,-0.133333333333333,-0.0866677440206852,-0.0949355877616747,0.19147030786375,0.117633605757912,0,-0.112096774193548,-0.125,0.108867547018808,0.0333333333333333,0.116067547018808,-0.00456140350877193,0.0462036450979438
"ILK",-0.0427631578947369,0,-0.169877344877345,-0.0382478632478632,0.125,-0.041025641025641,0,0.0333333333333333,-0.0176470588235294,-0.0509803921568627,0,0.171530394053559,-0.223777519793334,0.127450980392157,0.109418193506911,-0.128588744588745,-0.128588744588745,-0.121739429520251,-0.098623624871918,0.155072463768116,-0.0480002558318022,0.153534002229654,0.1,0.05,0.100857142857143,0.155072463768116,0.017698613848994,0.153534002229654,0.151839086975417,0.1,0.133333333333333,0.1,0.152045272542427,0.0441176470588235,0.0254030197444832,0.219639141795284,0.0484615384615385,-0.0135485413677666,-0.0241176470588235,-0.133333333333333,0.128588744588745,-0.133333333333333,-0.133333333333333,-0.0866677440206852,-0.0949355877616747,0.19147030786375,0.117633605757912,0,-0.112096774193548,-0.125,0.108867547018808,0.0333333333333333,0.116067547018808,-0.00456140350877193,0.0462036450979438
"Destcompl",-0.0621654200592878,-0.144444444444444,0.245885377735263,-0.117533231054608,-0.140877399138269,-0.118113501847645,-0.1272030651341,-0.0857142857142857,-0.0530076660511443,-0.0449539747759765,-0.1,-0.220249196767665,0.158600362474212,-0.132828919714166,-0.128609510431465,0.0555702585525014,0.0555702585525014,0.0546283433248719,0.259197896902873,-0.280813306379562,0.036170395735898,-0.279885662594775,-0.268253968253968,0.0230612244897959,-0.136586511068242,-0.280330571538913,0.248862061265037,-0.279211168553839,-0.279759113759318,-0.268253968253968,-0.277843009349859,-0.261111111111111,-0.279606130587467,0.0306474313863476,0.000738120642293861,-0.207330403946963,-0.142182119352911,-0.0362035630949294,-0.0343316419126634,0.277843009349859,-0.0555702585525014,0.141025641025641,0.141025641025641,0.139450590415757,0.157850637439089,-0.159467901586122,-0.0864228079612695,0.0683229813664596,0.131635001299112,0.135442616529573,-0.0785714285714286,0.118631636562671,-0.0782205513784461,0.221433223145942,0.0496789054814032
"Csn",-0.0605946994182288,-0.0142857142857143,-0.296549348229816,-0.0716515460566227,0.106060606060606,-0.0634548247451473,-0.0476190476190476,0.095,0.0533333333333333,0.0429333333333333,0.22,0.181298893563971,-0.267931117429188,0.103116883116883,0.0947835497835498,-0.189890878107525,-0.189890878107525,-0.187779553731326,-0.111249877193777,0.113162996814846,-0.0910105626869942,0.111852953146723,0.0833333333333333,0.0659090909090909,0.0822734694680516,0.113162996814846,0.034788912310184,0.111829663481512,0.113437380523313,0.0833333333333333,0.114367816091954,0.0666666666666667,0.113377248232273,0.0554613297150611,0.0482167300857728,0.256802315963606,0.0345117029862793,-0.0396881212210888,-0.041358765612497,-0.114367816091954,0.189890878107525,-0.12,-0.12,-0.100309274409359,-0.13874678550349,0.218348989625781,0.1315642303433,-0.0866666666666667,-0.0902389277389277,-0.096969696969697,0.127575051759834,0.0688311688311688,0.126803843533613,0.0335452868539471,0.0684168734491315
"SNAI2",-0.0673076923076923,0.1,0.133455414290448,0.0741091929729638,0.0364035087719298,0.0684753901560624,0.08,-0.133333333333333,-0.14367816091954,-0.142473341642432,-0.1,0.0488317925754731,0.139062946532666,-0.125490196078431,-0.130895601483837,0.140906965871903,0.140906965871903,0.139080481853638,0.13011287056541,0.0723175416133163,0.228656388662089,0.0717827822550275,0.0709090909090909,-0.115686274509804,0.0628732736095558,0.0723175416133163,0.233959518320476,0.071242272796112,0.0685618604249779,0.0709090909090909,0.0709090909090909,0.08,0.0691829784374003,-0.106162464985994,-0.124237855873835,-0.148202223620726,0.128904665314402,0.10686321351283,0.108726567550097,-0.0709090909090909,-0.140906965871903,0.133333333333333,0.127450980392157,0.1035,0.109685761088395,-0.125357900955795,0.014798071127185,0.133333333333333,-0.0324390521758943,-0.031140350877193,0.00918846411804158,-0.0623529411764706,0.0048822440223478,-0.0713200893466998,0.0712018040696455
"Jagged",-0.0611111111111111,0,-0.0340996168582375,-0.106410256410256,-0.1,-0.0833333333333333,0,0,-0.0333333333333333,-0.0222222222222222,0,0.07,-0.0942857142857143,0.02,0.0533333333333333,-0.08,-0.08,-0.0618181818181818,-0.0712383391256631,-0.08,-0.0725263157894737,-0.0415384615384615,0,0,-0.0471428571428571,-0.08,0.182151835093012,-0.0415384615384615,-0.0445687645687646,0,-0.1,0,-0.0500632700632701,0,0.0142857142857143,0.251932367149758,-0.06,-0.0293333333333333,-0.0333333333333333,0.1,0.08,-0.1,0,-0.041025641025641,-0.05,0.227272727272727,0.0166666666666667,0,0.145714285714286,0.16,0.116666666666667,0.0333333333333333,0.111904761904762,0.0643290043290043,0.0741545893719807
"DELTA",-0.0611111111111111,0,-0.0340996168582375,-0.106410256410256,-0.1,-0.0833333333333333,0,0,-0.0333333333333333,-0.0222222222222222,0,0.07,-0.0942857142857143,0.02,0.0533333333333333,-0.08,-0.08,-0.0618181818181818,-0.0712383391256631,-0.08,-0.0725263157894737,-0.0415384615384615,0,0,-0.0471428571428571,-0.08,0.182151835093012,-0.0415384615384615,-0.0445687645687646,0,-0.1,0,-0.0500632700632701,0,0.0142857142857143,0.251932367149758,-0.06,-0.0293333333333333,-0.0333333333333333,0.1,0.08,-0.1,0,-0.041025641025641,-0.05,0.227272727272727,0.0166666666666667,0,0.145714285714286,0.16,0.116666666666667,0.0333333333333333,0.111904761904762,0.0643290043290043,0.0741545893719807
"NOTCH",-0.0741545893719807,0,-0.0318268895855103,-0.088763197586727,-0.16,-0.106410256410256,-0.0333333333333333,0,-0.0222222222222222,-0.0555555555555556,0,0.0615254237288136,-0.096154873164219,0.0533333333333333,0.039047619047619,-0.0618181818181818,-0.0618181818181818,-0.0661660079051383,-0.0696676584973908,-0.0415384615384615,-0.0693005093378608,-0.0445687645687646,-0.1,0,-0.0528032345013477,-0.0415384615384615,0.184797337738514,-0.0445687645687646,-0.0500632700632701,-0.1,-0.08,0,-0.0496551067979639,0.0333333333333333,-0.00408163265306123,0.244524959742351,-0.0652631578947368,-0.00675268817204301,-0.0293333333333333,0.08,0.0618181818181818,0,-0.02,-0.0237842617152962,-0.0392307692307692,0.23012987012987,0.0123188405797101,0.0333333333333333,0.0489400921658986,0.145714285714286,0.111904761904762,0.0833333333333333,0.118571428571429,0.0643290043290043,0.0815619967793881
"NOTCHic",-0.0848688750862664,-0.0333333333333333,-0.035959120990469,-0.0941395416727485,-0.145714285714286,-0.088763197586727,-0.0833333333333333,-0.0333333333333333,-0.0555555555555556,-0.0625322997416021,0,0.0546071847351029,-0.0958215398308856,0.039047619047619,0.0247619047619048,-0.0661660079051383,-0.0661660079051383,-0.0676438404174536,-0.0682477802012448,-0.0445687645687646,-0.0673096976992697,-0.0499451086547861,-0.08,0.0333333333333333,-0.0541921233902366,-0.0445687645687646,0.184196135333705,-0.0500632700632701,-0.0496551067979639,-0.08,-0.0415384615384615,-0.1,-0.0482810609964372,0.0293333333333333,-0.00569453587886768,0.240821256038647,-0.0470813397129187,-0.00611574549688378,-0.00675268817204301,0.0415384615384615,0.0661660079051383,-0.02,-0.0533333333333333,-0.011108205377268,-0.0387016687016687,0.226083627355304,0.0138573021181717,0.0222222222222222,0.0542032500606355,0.0489400921658986,0.118571428571429,0.106410256410256,0.120729701952724,0.0702892692296666,0.0882286634460548
"STAT",0.0160823925529808,0,0.0895772140631954,-0.0772415448994992,-0.0392156862745098,-0.0763565891472868,-0.05,-0.05,-0.0738095238095238,-0.0822841000807103,0,0.121364966867216,0.0646833907776133,-0.00588235294117647,-0.0134092346616066,0.0691170388751034,0.0691170388751034,0.0676245015616705,0.023467358220004,0.0107142857142857,0.00401631151328854,0.00819327731092437,-0.0142857142857143,-0.0409090909090909,0.0243004054768761,0.0107142857142857,0.0573193473193473,0.00815018315018315,0.00783472573693394,-0.0142857142857143,0.0107142857142857,0.1,0.00723877818031892,-0.0284090909090909,-0.0434055896387185,0.21555495786265,0.0773809523809524,0.0423170492106419,0.0389354066985646,-0.0107142857142857,-0.0691170388751034,0,0,0.00436936936936936,-0.0218203766012147,0.201452828148971,0.119333333333333,0.05,0.0467727579092513,0.0419183889772125,0.121819645732689,0.0833333333333333,0.11837136987062,0.0533025780822237,0.0902904787520172
"TrCP",-0.0954780119698153,-0.0761904761904762,-0.00790963203463203,-0.103036752574387,-0.0576923076923077,-0.102036752574387,-0.10952380952381,-0.0333333333333333,-0.0760964912280702,-0.0798001949317739,-0.0333333333333333,0.0477768680594768,-0.0975744686751457,0.00639646278555638,0.00772979611888971,-0.0622761570752962,-0.0622761570752962,-0.0618216116207508,-0.079054470786093,-0.0689668615984405,-0.0704984471283382,-0.0684790567203918,-0.06,0.00952380952380952,-0.0688948787061995,-0.0691091091091091,0.187647502332895,-0.0681190100992081,-0.067007898988097,-0.06,-0.0637037037037037,-0.1,-0.067559623126028,-0.00812324929971989,-0.0176505454999493,0.227571732455222,-0.0303630363036304,0.00593745694999311,0.00812324929971989,0.0637037037037037,0.0622761570752962,-0.04,-0.0182608695652174,0.000589704954345831,-0.0238610230187524,0.219517036163796,0.117744804068554,0.0708333333333333,0.0667032967032967,0.0623076923076923,0.121402969790067,0.093394777265745,0.124628776241679,0.0765855061349693,0.0921333952223141
"LIV1",-0.0954780119698153,-0.0761904761904762,-0.00790963203463203,-0.103036752574387,-0.0576923076923077,-0.102036752574387,-0.10952380952381,-0.0333333333333333,-0.0760964912280702,-0.0798001949317739,-0.0333333333333333,0.0477768680594768,-0.0975744686751457,0.00639646278555638,0.00772979611888971,-0.0622761570752962,-0.0622761570752962,-0.0618216116207508,-0.079054470786093,-0.0689668615984405,-0.0704984471283382,-0.0684790567203918,-0.06,0.00952380952380952,-0.0688948787061995,-0.0691091091091091,0.187647502332895,-0.0681190100992081,-0.067007898988097,-0.06,-0.0637037037037037,-0.1,-0.067559623126028,-0.00812324929971989,-0.0176505454999493,0.227571732455222,-0.0303630363036304,0.00593745694999311,0.00812324929971989,0.0637037037037037,0.0622761570752962,-0.04,-0.0182608695652174,0.000589704954345831,-0.0238610230187524,0.219517036163796,0.117744804068554,0.0708333333333333,0.0667032967032967,0.0623076923076923,0.121402969790067,0.093394777265745,0.124628776241679,0.0765855061349693,0.0921333952223141
"EGR1",-0.0954780119698153,-0.0761904761904762,-0.00790963203463203,-0.103036752574387,-0.0576923076923077,-0.102036752574387,-0.10952380952381,-0.0333333333333333,-0.0760964912280702,-0.0798001949317739,-0.0333333333333333,0.0477768680594768,-0.0975744686751457,0.00639646278555638,0.00772979611888971,-0.0622761570752962,-0.0622761570752962,-0.0618216116207508,-0.079054470786093,-0.0689668615984405,-0.0704984471283382,-0.0684790567203918,-0.06,0.00952380952380952,-0.0688948787061995,-0.0691091091091091,0.187647502332895,-0.0681190100992081,-0.067007898988097,-0.06,-0.0637037037037037,-0.1,-0.067559623126028,-0.00812324929971989,-0.0176505454999493,0.227571732455222,-0.0303630363036304,0.00593745694999311,0.00812324929971989,0.0637037037037037,0.0622761570752962,-0.04,-0.0182608695652174,0.000589704954345831,-0.0238610230187524,0.219517036163796,0.117744804068554,0.0708333333333333,0.0667032967032967,0.0623076923076923,0.121402969790067,0.093394777265745,0.124628776241679,0.0765855061349693,0.0921333952223141
"cfos",-0.0889206349206349,-0.0333333333333333,-0.00754599567099567,-0.102036752574387,-0.05,-0.093394777265745,-0.0761904761904762,-0.0333333333333333,-0.0708333333333333,-0.0760964912280702,0,0.0483203463203463,-0.0975744686751457,0.0182608695652174,0.00639646278555638,-0.0610566448801743,-0.0610566448801743,-0.0622761570752962,-0.0786881704197926,-0.0637037037037037,-0.069875609758096,-0.0689668615984405,-0.1,0.0142857142857143,-0.0695238095238095,-0.0637037037037037,0.188913325117705,-0.0691091091091091,-0.0681190100992081,-0.1,-0.06,-0.1,-0.067007898988097,0.00952380952380952,-0.0190298558447769,0.231751796763903,-0.0333333333333333,0.00812324929971989,0.00812324929971989,0.06,0.0610566448801743,0.08,-0.04,0.00114219114219113,-0.020758397720423,0.219009421950598,0.119215392303848,0.0333333333333333,0.0623076923076923,0.0576923076923077,0.123015873015873,0.10952380952381,0.121402969790067,0.0778125,0.0937411122641147
"TWIST1",-0.0897644361058995,0.0333333333333333,0.143715184633217,0.00125325595519266,-0.0711111111111111,-0.00515068493150685,0,-0.25,-0.262454212454212,-0.26414912770845,-0.2,0.0522526424757546,0.15325285798344,-0.0156521739130435,-0.0191347609777201,0.157136202518872,0.157136202518872,0.154738942244899,0.145899144107972,0.0902172096908939,0.215496596909771,0.0878172096908939,0.0857142857142857,-0.210909090909091,0.0807939372455501,0.0912698412698413,0.204961746042037,0.0884585962899216,0.0870803420785893,0.0857142857142857,0.0912698412698413,0.1,0.0872528550170597,-0.197115987460815,-0.20168085852632,-0.193576032172523,0.233560210448082,0.19893261616241,0.199615987460815,-0.0912698412698413,-0.157136202518872,0.02,0.0156521739130435,0.169651663129924,0.160902325092758,-0.16019005694721,0.116247594213696,0.257692307692308,0.0720545073375262,0.0711111111111111,0.121353171353171,0.012,0.118382874323468,0.011268538599458,0.0938535026254325
"ZEB2",-0.377557965002722,-0.25,-0.241088732821778,-0.230576496674058,-0.225641025641026,-0.225121951219512,-0.221428571428571,-0.211111111111111,-0.204444444444444,-0.201640706126687,-0.2,-0.13626264051675,-0.114351809010933,-0.103919071873231,-0.101480047482988,-0.0958008658008658,-0.0958008658008658,-0.0934454054154268,-0.0705229150858002,-0.0642191142191142,-0.0641393688523986,-0.0623842518337931,-0.0590909090909091,-0.0558441558441558,-0.0547949415928914,-0.0526315789473684,-0.0509939600203781,-0.0507797270955166,-0.0500755017434039,-0.05,-0.05,-0.05,-0.0489066705745727,-0.0467532467532467,-0.0464475524475524,0.0124576289694871,0.018992673992674,0.0456950456950457,0.0515151515151515,0.0590909090909091,0.0958008658008658,0.108333333333333,0.11359649122807,0.126940418679549,0.144783424187816,0.157443140929456,0.201715542521994,0.211111111111111,0.221094577553594,0.221641025641026,0.22913197131507,0.23,0.230961239607753,0.2356827645637,0.272582863723417
"ZEB1",-0.279907889905807,-0.258333333333333,-0.122923581354608,-0.24571494725357,-0.15625,-0.241800356506239,-0.233333333333333,-0.186666666666667,-0.180454414725338,-0.183311557582481,-0.166666666666667,-0.191535563391646,-0.106524056557468,-0.0927450980392157,-0.0870182257925197,-0.125177483320686,-0.125177483320686,-0.122500317966355,-0.00414797422059863,0.0127624408112213,-0.0698373957189435,0.0151679390930082,0.019047619047619,-0.00459770114942529,-0.00376902757649574,0.0212412169370562,0.0201770101690459,0.024018994714834,0.0256147393956851,0.0256410256410256,0.0232020012507817,0.0333333333333333,0.0249298078888358,0.00844577711144428,-0.00924144588371881,0.0147146756292184,0.0258479532163743,-0.010134493686847,-0.00895339132464225,-0.0166085946573751,0.125177483320686,0.0833333333333333,0.103333333333333,0.146601187336197,0.152177940978543,0.162673226068883,0.20722834160658,0.191929824561404,0.152846985901799,0.150367647058824,0.231729977903915,0.237878787878788,0.232691516365454,0.174272029875379,0.278389045619401
"miR200",-0.376121463077985,-0.22,-0.162698260827875,-0.237162447257384,-0.182266009852217,-0.237162447257384,-0.2575,-0.18,-0.198646616541353,-0.189212654277202,-0.2,-0.218678764997783,-0.142773099857351,-0.107922077922078,-0.0977179962894249,-0.148251052430157,-0.148251052430157,-0.15348796016083,-0.0881689357795793,-0.0734084507042253,-0.166275090782361,-0.0778040550998297,-0.06,0.0166666666666667,-0.0543532567339749,-0.0657562767911819,0.0317693883305765,-0.0680034678024178,-0.0656225154214654,-0.06,-0.0643478260869565,-0.1,-0.0644103942093442,-0.0166666666666667,-0.026017451383305,0.111698028673835,0.0311250805931657,0.00712053013253313,0.0053763440860215,0.072,0.148251052430157,0.114285714285714,0.0942857142857143,0.141995985411778,0.144698634698635,0.15522973807214,0.199915254237288,0.195789473684211,0.180629539951574,0.185714285714286,0.225675890808634,0.230833333333333,0.230378085166001,0.204787516982338,0.378324372759857
