"","AXIN2","SRC","STAT","LIV1","Patched","AKT","KLF4","cateninmemb","SMO","IKK","SHH","HEY1","ILK","cfos","FUS","ZEB2","ZEB1","FOXC2","SNAI2","NOTCHic","MEK","ERK","Csl","Jagged","SOSGRB2","GSK3","TWIST1","EGR1","NOTCH","RKIP","NFB","RAS","RAF","PI3K","DELTA","SMAD","SNAI1","TGFR","CDC42","TGF","Ecadherin","DSH","GLI","PAK1","Wnt","TrCP","SUFU","CD44","cateninnuc","Destcompl","cMet","Frizzled","TCFLEF","Csn","miR200"
"SNAI2",-0.297609941731357,-0.236233766233766,-0.229090909090909,-0.22,0.212076830732293,0.263959285417532,-0.005,-0.0135252052740272,0.214117647058824,0.260344827586207,0.210668380028068,-0.026416515973478,-0.049027498323273,0.13921568627451,0.22,-0.0172974617159639,-0.0172974617159639,0.148949760941735,0.047744615843448,0.0837719298245614,0.147800741918389,0.145098039215686,0.0925438596491228,0.223575767828855,-0.247261663286004,0.281368148062545,-0.237792503250036,-0.133333333333333,-0.0772784233310549,-0.0338333333333333,-0.25,0.286857491639211,0.285031007620947,0.285031007620947,0.285031007620947,0.0552475940170529,-0.049882153709291,-0.206291747468218,-0.19859943977591,-0.20691286548064,0.161067550978482,0.229090909090909,0.234290556171252,-0.184313725490196,0.234825315529541,-0.1,-0.2,0.233750046712337,0.233335114266925,0.274433179749117,0.234825315529541,0.236233766233766,0.233956232279347,-0.2,-0.0336753984734821
"FOXC2",-0.233750046712337,-0.172549019607843,-0.166666666666667,-0.166666666666667,0.15,0.215238095238095,-0.00740740740740741,0.099029933481153,0.15,0.215238095238095,0.148924731182796,-0.0219862490450726,-0.036,0.110909090909091,0.166666666666667,-0.016078431372549,-0.016078431372549,0.106263023459031,-0.269704652474042,0.0256459330143541,0.117822371685319,0.116791443850267,0.0309090909090909,0.156028349461633,-0.200343053173242,0.233883834757235,-0.194575163398693,-0.12,-0.0204912938390963,-0.0389095031952175,-0.22,0.229966063348416,0.229230769230769,0.229230769230769,0.229230769230769,0.044695652173913,-0.0551196131132828,-0.156909090909091,-0.152909090909091,-0.153494456762749,-0.0408342919478852,0.166666666666667,0.165572275421797,-0.140909090909091,0.165572275421797,-0.1,-0.2,0.164702710204405,0.164585257674803,0.225578177462948,0.165572275421797,0.172549019607843,0.165706054686011,-0.2,-0.0310622710622711
"Csn",-0.22433142508656,-0.172988505747126,-0.183333333333333,-0.2,0.007391891262859,0.1726,0.00633196868490987,0.0650798925435393,0.0235209235209235,0.175,-0.00654253496664919,-0.0463953488372093,-0.0510895445134576,0.133333333333333,-0.0158730158730159,-0.00886683209263855,-0.00886683209263855,-0.10260829686959,-0.283617890528482,-0.124891774891775,0.141950757575758,0.124242424242424,-0.128787878787879,0.0310878322543756,-0.241814827625966,0.576370480916777,-0.286185912420134,-0.133333333333333,0.12777639027639,-0.210715377977783,-0.125,0.416391526501514,0.410825307691534,0.410825307691534,0.410825307691534,0.0271820895006041,-0.291731499626231,-0.429781164109522,-0.416960651289009,-0.440998347880405,-0.0141202901634662,0.183333333333333,0.19149747612646,-0.436363636363636,0.191060794903753,-0.1,-0.0285714285714286,0.18972746157042,0.194836192740408,0.479908669254224,0.191060794903753,0.172988505747126,0.188762831345339,-0.15,-0.17656855742412
"FUS",-0.264227626446517,-0.106666666666667,-0.1,-0.1,0.168333333333333,0.0974725274725275,0.0124772313296903,0.116378313788912,0.185,0.112857142857143,0.171363636363636,-0.00874343048256091,-0.00507936507936508,-0.103076923076923,0.16,-0.00821461994384943,-0.00821461994384943,0.113393829401089,-0.238101833754406,-0.0293939393939394,-0.0859400369745197,-0.093986013986014,-0.0393939393939394,0.0894565563842672,-0.141902834008097,0.208723174953652,0.0118716421996373,0.08,0.0362121212121212,0.103881525118639,-0.0928571428571429,0.21074907625126,0.207692307692308,0.207692307692308,0.207692307692308,-0.0110496671786994,0.126773034228908,-0.0268468468468468,-0.0133333333333333,-0.0247191872723788,-0.0228666260861305,0.2,0.216132478632479,-0.0133333333333333,0.218055555555556,-0.1,-0.2,0.109309600862999,0.111148437083986,0.233840353049316,0.112222222222222,0.2125,0.110061480562247,-0.05,0.143482295788349
"PI3K",-0.259619047619048,-0.211111111111111,-0.2,-0.1,0.0487179487179487,0.305882352941176,-0.0114035087719298,0.0886937348405963,0.0333333333333333,0.272549019607843,0.0459401709401709,-0.0296942790838462,-0.0284753901560624,0.147619047619048,0.05,-0.00185119366408621,-0.00185119366408621,-0.18215331010453,-0.185519862502403,-0.105769230769231,0.173462827754052,0.165266106442577,-0.075,0.077719298245614,-0.198461538461538,0.462361712361712,-0.16359841156705,-0.133333333333333,0.115446650124069,-0.206302521008403,-0.266666666666667,0.385175354326039,0.37421645021645,0.37421645021645,0.37421645021645,0.0388753901560624,-0.256755233494364,-0.283411764705882,-0.279411764705882,-0.298858919177427,0.0355153731655697,0.2,0.226228167967298,-0.25,0.215458937198068,-0.2,-0.1,0.226228167967298,0.231321067961474,0.467182339221654,0.215458937198068,0.211111111111111,0.229053026724361,-0.3,-0.185917213786066
"ILK",-0.259619047619048,-0.211111111111111,-0.2,-0.1,0.0487179487179487,0.305882352941176,-0.0114035087719298,0.0886937348405963,0.0333333333333333,0.272549019607843,0.0459401709401709,-0.0296942790838462,-0.0284753901560624,0.147619047619048,0.05,-0.00185119366408621,-0.00185119366408621,-0.18215331010453,-0.185519862502403,-0.105769230769231,0.173462827754052,0.165266106442577,-0.075,0.077719298245614,-0.198461538461538,0.462361712361712,-0.16359841156705,-0.133333333333333,0.115446650124069,-0.206302521008403,-0.266666666666667,0.385175354326039,0.37421645021645,0.37421645021645,0.37421645021645,0.0388753901560624,-0.256755233494364,-0.283411764705882,-0.279411764705882,-0.298858919177427,0.0355153731655697,0.2,0.226228167967298,-0.25,0.215458937198068,-0.2,-0.1,0.226228167967298,0.231321067961474,0.467182339221654,0.215458937198068,0.211111111111111,0.229053026724361,-0.3,-0.185917213786066
"SHH",-0.247619047619048,-0.1,-0.1,0,0.2,0.05,0.05,0.112114695340502,0.3,0.1,0.16,0,0,-0.1,0.2,0,0,0.125,-0.23455938697318,0,-0.08,-0.1,0.1,0.0828571428571429,-0.15,0.207692307692308,0.025,0,0.0666666666666667,0.12,0,0.207692307692308,0.2,0.2,0.2,-0.0333333333333333,0.133333333333333,-0.0333333333333333,-0.0333333333333333,-0.0133333333333333,-0.0244444444444444,0.2,0.2,0,0.2,0,-0.2,0.1,0.112222222222222,0.231948051948052,0.1,0.2,0.106666666666667,0,0.133333333333333
"Patched",-0.256709956709957,-0.1,-0.1,-0.1,0.16,0.0928571428571429,-0.00555555555555556,0.120448028673835,0.2,0.05,0.185,0.0384615384615385,0.0333333333333333,-0.1,0.3,0,0,0.105,-0.235892720306513,-0.0666666666666667,-0.103076923076923,-0.08,0,0.101375661375661,-0.15,0.202930402930403,0.0138888888888889,0.1,0.0393939393939394,0.105714285714286,-0.1,0.207692307692308,0.207692307692308,0.207692307692308,0.207692307692308,0.00666666666666667,0.117204301075269,-0.0133333333333333,-0.0333333333333333,-0.0133333333333333,-0.0195900755124056,0.2,0.2125,-0.0333333333333333,0.2,0,-0.2,0.106666666666667,0.109309600862999,0.235244755244755,0.1,0.2,0.112222222222222,0,0.154761904761905
"AKT",-0.265756231734571,-0.215458937198068,-0.211111111111111,-0.2,0.0459401709401709,0.214973262032086,-0.00200179937022042,0.0892034188365189,0.0487179487179487,0.305882352941176,0.0427822762033288,-0.040972474572568,-0.0388753901560624,0.165266106442577,0.0333333333333333,0.000203600856461733,0.000203600856461733,-0.176138272510545,-0.19185152079386,-0.115446650124069,0.187386878386964,0.173462827754052,-0.105769230769231,0.0750702916230975,-0.198461538461538,0.472845583329454,-0.166962325940139,-0.147619047619048,0.120324698904557,-0.206923639020826,-0.272549019607843,0.393127161554955,0.385175354326039,0.385175354326039,0.385175354326039,0.0318046830853553,-0.25951212572494,-0.298858919177427,-0.283411764705882,-0.308224478089814,0.0311214337716303,0.211111111111111,0.230138782492438,-0.279411764705882,0.226228167967298,-0.3,-0.05,0.229053026724361,0.234397991038397,0.473054961223308,0.226228167967298,0.215458937198068,0.231321067961474,-0.266666666666667,-0.193938604160398
"SRC",0.214560754813209,0.175,0.3,0.2,0.0181481481481482,-0.17008547008547,0.120025839793282,0.00023686573866188,0.0366666666666667,-0.142307692307692,0.0357952069716776,0.130139026812314,0.100657894736842,-0.278787878787879,0.0166666666666667,0.00250074872716383,0.00250074872716383,0.104365079365079,0.262047906811821,0.172857142857143,-0.265580331618067,-0.278787878787879,0.13,-0.00440308162785227,0.09,-0.42051948051948,0.190906909182771,0.233333333333333,-0.169285714285714,0.120169436298469,0.15,-0.391605795122691,-0.384030037546934,-0.384030037546934,-0.384030037546934,-0.12858582266477,0.255519782842828,0.374007936507936,0.393055555555556,0.381280663780664,-0.0869550547491724,-0.2,-0.179754098360656,0.355555555555556,-0.165,0.1,0.0333333333333333,-0.179754098360656,-0.174854223858555,-0.251681000159261,-0.165,-0.175,-0.177315073970412,0.15,0.189761381935295
"SUFU",0.264930202558929,0.112222222222222,0.106666666666667,0.1,-0.171363636363636,-0.0981436684121248,-0.00229759061112747,-0.119106826749348,-0.168333333333333,-0.0974725274725275,-0.180243945243945,-0.00812403939695716,-0.0110496671786994,0.093986013986014,-0.185,0.00821461994384943,0.00821461994384943,-0.107686633371312,0.23843143164498,0.0362121212121212,0.0914719518681368,0.0859400369745197,0.0293939393939394,-0.0958698580469751,0.148196540301803,-0.208466105544912,-0.0100159720965445,-0.103076923076923,-0.037005772005772,-0.101024382261496,0.112857142857143,-0.210116164858855,-0.21074907625126,-0.21074907625126,-0.21074907625126,0.000195163714496199,-0.122854805949521,0.0247191872723788,0.0268468468468468,0.0237329939784932,0.0207039072395806,-0.2125,-0.215760731420583,0.0133333333333333,-0.216132478632479,0.05,0.16,-0.110061480562247,-0.109460457544344,-0.234106169104606,-0.109309600862999,-0.218055555555556,-0.111148437083986,0.0928571428571429,-0.1479432623311
"Wnt",0.240606060606061,0.2,0.1,0,-0.0227272727272727,-0.18,-0.0274509803921569,-0.120338983050847,-0.05,-0.18,-0.0560606060606061,0.00615384615384615,0.00170940170940171,-0.133333333333333,-0.1,0.0103778096604495,0.0103778096604495,0.0868016194331984,0.305689655172414,0.0928571428571429,-0.190980392156863,-0.173333333333333,0.05,-0.0755882352941177,0.23030303030303,-0.578683385579937,0.299117647058824,0.1,-0.13452380952381,0.22,0.2,-0.44606971975393,-0.418796992481203,-0.418796992481203,-0.418796992481203,-0.0226396342675413,0.34824016563147,0.446666666666667,0.4,0.446666666666667,0.0202577647896295,0,-0.205263157894737,0.3,-0.2,0.1,0,-0.205263157894737,-0.223782552407509,-0.502618347110011,-0.2,-0.1,-0.22312030075188,0.1,0.215959595959596
"cateninmemb",0.0861470113624477,-0.012859097127223,-0.00588235294117647,0,0.0303091397849462,-0.0789417989417989,0.0023441162681669,0.0020019866883659,0.0270833333333333,-0.0789417989417989,0.0334587460841588,0.0176040934982901,0.0234782608695652,-0.0826737967914438,0.0333333333333333,0.0127884074557735,0.0127884074557735,-0.0550988394691543,0.104963404556463,0.00222266068169487,-0.0779113144789312,-0.0775191576161861,0.00325358851674641,0.0134456695097427,0.0939634678462881,-0.0954502515237175,0.00575691629848711,0.0709090909090909,-0.000363924622215314,0.0244347858312545,0.0752380952380952,-0.0839998693933955,-0.0848378582202112,-0.0848378582202112,-0.0848378582202112,-0.0183935151068534,0.0268931257089145,0.0518033998521803,0.0542424242424242,0.0552392045538078,0.110198321446257,0.00588235294117647,0.0083533500007862,0.0609090909090909,0.00768668333411953,0.1,-0.0333333333333333,0.00884571920080158,0.0090951340352285,-0.0906472839819483,0.00851127104026646,0.012859097127223,0.0102155822145002,0.08,0.0182309579516283
"NFB",0.113125633232016,0.0820512820512821,0.0666666666666667,0.1,-0.109195402298851,-0.00924495924495925,-0.0281135531135531,0.0829956550973523,-0.133333333333333,-0.0314671814671815,-0.112809860130176,-0.117790800530739,-0.111406765676568,0.0191428571428571,-0.1,0.0158149972632731,0.0158149972632731,0.0526056236813209,-0.256880801026651,-0.198989898989899,0.0115611577964519,0.0213650793650794,-0.168831168831169,-0.0864867543640813,-0.189073418841221,0.262570566688214,-0.124430438842204,-0.00714285714285715,0.191893124796351,-0.100917752557097,0.00714285714285715,0.0902138549348297,0.0887213176213969,0.0887213176213969,0.0887213176213969,0.131109367907051,-0.131005573177486,-0.267458585858586,-0.285858585858586,-0.271256054213016,-0.102512741107366,-0.0666666666666667,-0.079631230193028,-0.272222222222222,-0.0897435897435898,0.1,0.04,-0.0790091264667536,-0.0800287343098909,0.15901695949343,-0.0897435897435898,-0.0820512820512821,-0.0790091264667536,0.0571428571428571,-0.127800489715635
"KLF4",0.233750046712337,0.172549019607843,0.166666666666667,0.166666666666667,-0.15,-0.215238095238095,0.00740740740740741,-0.099029933481153,-0.15,-0.215238095238095,-0.148924731182796,0.0219862490450726,0.036,-0.110909090909091,-0.166666666666667,0.016078431372549,0.016078431372549,-0.106263023459031,0.269704652474042,-0.0256459330143541,-0.117822371685319,-0.116791443850267,-0.0309090909090909,-0.156028349461633,0.200343053173242,-0.233883834757235,0.194575163398693,0.12,0.0204912938390963,0.0389095031952175,0.22,-0.229966063348416,-0.229230769230769,-0.229230769230769,-0.229230769230769,-0.044695652173913,0.0551196131132828,0.156909090909091,0.152909090909091,0.153494456762749,0.0408342919478852,-0.166666666666667,-0.165572275421797,0.140909090909091,-0.165572275421797,0.1,0.2,-0.164702710204405,-0.164585257674803,-0.225578177462948,-0.165572275421797,-0.172549019607843,-0.165706054686011,0.2,0.0310622710622711
"HEY1",0.233750046712337,0.172549019607843,0.166666666666667,0.166666666666667,-0.15,-0.215238095238095,0.00740740740740741,-0.099029933481153,-0.15,-0.215238095238095,-0.148924731182796,0.0219862490450726,0.036,-0.110909090909091,-0.166666666666667,0.016078431372549,0.016078431372549,-0.106263023459031,0.269704652474042,-0.0256459330143541,-0.117822371685319,-0.116791443850267,-0.0309090909090909,-0.156028349461633,0.200343053173242,-0.233883834757235,0.194575163398693,0.12,0.0204912938390963,0.0389095031952175,0.22,-0.229966063348416,-0.229230769230769,-0.229230769230769,-0.229230769230769,-0.044695652173913,0.0551196131132828,0.156909090909091,0.152909090909091,0.153494456762749,0.0408342919478852,-0.166666666666667,-0.165572275421797,0.140909090909091,-0.165572275421797,0.1,0.2,-0.164702710204405,-0.164585257674803,-0.225578177462948,-0.165572275421797,-0.172549019607843,-0.165706054686011,0.2,0.0310622710622711
"NOTCH",-0.0961725067385445,-0.08,-0.1,0,0.00384615384615384,0,-0.0589371980676328,-0.00497305585057226,-0.05,-0.0555555555555556,-0.019683257918552,-0.104347826086957,-0.0142857142857143,0.02,0,0.0219001610305958,0.0219001610305958,-0.0369387755102041,-0.238146711676123,-0.0771428571428571,-0.0419047619047619,-0.0133333333333333,-0.02,0.0343530543530544,-0.205263157894737,0.109195402298851,-0.131423728813559,0,-0.0260829493087558,-0.0328028293545535,0,0.03699604743083,0.0442424242424242,0.0442424242424242,0.0442424242424242,0.0576190476190476,-0.0892307692307692,-0.289333333333333,-0.333333333333333,-0.282881720430108,-0.0133803056027165,0.1,0.0566899766899767,-0.3,0.0415384615384615,0,-0.1,0.0566899766899767,0.0472708244136816,0.106756540251867,0.0415384615384615,0.08,0.0533932733932734,-0.1,-0.0711688311688312
"cfos",-0.0432183908045977,-0.01,-0.05,-0.1,-0.0440092165898618,-0.0407894736842105,-0.0274920634920635,-0.041627934795299,-0.0214285714285714,-0.025,-0.0674660067133186,-0.0491754122938531,-0.0587301587301587,-0.04,-0.0714285714285714,0.0230216380337446,0.0230216380337446,-0.0234323973491836,-0.199726988340127,-0.00128205128205128,-0.0638761974944731,-0.0791304347826087,-0.0166666666666667,-0.0254861111111111,-0.148611111111111,0.0740232683982684,-0.098995670995671,-0.12,-0.00641025641025642,-0.0163403263403263,0.075,-0.0324167065200064,-0.0287581699346405,-0.0287581699346405,-0.0287581699346405,0.0151817716333845,-0.055764151460354,-0.246498599439776,-0.252380952380952,-0.254074357015533,0.00219724340983478,0.05,0.0258869395711501,-0.314285714285714,0.0285185185185185,-0.1,0,0.0231131131131131,0.0249502968314849,0.0569255434575374,0.0285185185185185,0.01,0.0171725190537072,0,-0.0850437144554792
"CDC42",-0.0432183908045977,-0.01,-0.05,-0.1,-0.0440092165898618,-0.0407894736842105,-0.0274920634920635,-0.041627934795299,-0.0214285714285714,-0.025,-0.0674660067133186,-0.0491754122938531,-0.0587301587301587,-0.04,-0.0714285714285714,0.0230216380337446,0.0230216380337446,-0.0234323973491836,-0.199726988340127,-0.00128205128205128,-0.0638761974944731,-0.0791304347826087,-0.0166666666666667,-0.0254861111111111,-0.148611111111111,0.0740232683982684,-0.098995670995671,-0.02,-0.00641025641025642,-0.0163403263403263,0.075,-0.0324167065200064,-0.0287581699346405,-0.0287581699346405,-0.0287581699346405,0.0151817716333845,-0.055764151460354,-0.246498599439776,-0.252380952380952,-0.254074357015533,0.00219724340983478,0.05,0.0258869395711501,-0.214285714285714,0.0285185185185185,-0.1,0,0.0231131131131131,0.0249502968314849,0.0569255434575374,0.0285185185185185,0.01,0.0171725190537072,0,-0.0850437144554792
"TCFLEF",-0.238728693528693,0.0941666666666667,0.0791666666666667,0.0666666666666667,-0.0138402457757296,-0.0656451977195315,-0.12221956964604,-0.0134523591699035,-0.0219047619047619,-0.0558625890238793,-0.00341079792296891,0.00816227360674978,0.00596202627781575,-0.181358885017422,0.00666666666666667,0.026726785397838,0.026726785397838,0.207373212777595,0.00952607141151473,-0.0110792284393432,-0.204488136718102,-0.186120789779326,-0.0110792284393432,-0.0259689641124403,-0.0432955627207124,-0.404124957005884,0.222719830064074,0.164285714285714,0.000780225117084078,0.270770996923359,0.0107012987012987,-0.162056437262688,-0.151675359733121,-0.151675359733121,-0.151675359733121,0.00646627200134295,0.339598223719563,0.362741098646337,0.337507453786524,0.376648383414549,-0.0543103877415703,-0.0725490196078431,-0.105651689884426,0.328205128205128,-0.103788335847159,-0.0285714285714286,0,-0.111034913723593,-0.216561832394842,-0.493436962237192,-0.110405982905983,-0.0875490196078431,-0.211836746484189,-0.0012987012987013,0.253388271701525
"DSH",0.263214244297553,0.205263157894737,0.2,0.2,-0.0431573802541544,-0.233448275862069,-0.0268499632862854,-0.120630642706465,-0.0560606060606061,-0.23,-0.0339549262664244,0.0456088666838947,0.0460041202488497,-0.190980392156863,-0.0227272727272727,0.0288076841439609,0.0288076841439609,0.0960435403030262,0.323268602154269,0.136484593837535,-0.213481088341769,-0.194684095860566,0.13452380952381,-0.0672960107228233,0.236954915003696,-0.61479672313179,0.325541152631265,0.173333333333333,-0.144176901529843,0.246473526473526,0.18,-0.470834271243817,-0.46103034967519,-0.46103034967519,-0.46103034967519,-0.0312871391167742,0.348530020703934,0.468571428571429,0.446666666666667,0.481463414634146,0.0230553768936507,-0.2,-0.225081085065605,0.446666666666667,-0.22312030075188,0.2,0.05,-0.223782552407509,-0.230464908341868,-0.521615755334847,-0.22312030075188,-0.205263157894737,-0.22521112383608,0.18,0.233451974008376
"Frizzled",0.256885130373502,0.2,0.2,0.1,-0.0560606060606061,-0.23,-0.00840336134453781,-0.121926284638149,-0.0227272727272727,-0.18,-0.0431573802541544,0.0210474631751227,0.0226396342675413,-0.173333333333333,-0.05,0.0311698888683703,0.0311698888683703,0.107731851991338,0.315468834983139,0.13452380952381,-0.194684095860566,-0.190980392156863,0.0928571428571429,-0.0765983363042187,0.239393939393939,-0.60110762800418,0.324831932773109,0.133333333333333,-0.136484593837535,0.248571428571429,0.18,-0.46103034967519,-0.44606971975393,-0.44606971975393,-0.44606971975393,-0.0460041202488497,0.34824016563147,0.446666666666667,0.446666666666667,0.468571428571429,0.0162950608269255,-0.1,-0.22312030075188,0.4,-0.205263157894737,0.1,0.1,-0.22312030075188,-0.22521112383608,-0.514554686632557,-0.205263157894737,-0.2,-0.223782552407509,0.2,0.220647095959596
"RKIP",0.0149085794655415,0,0,0,0.092,-0.0298160173160173,-0.0327594452415112,-0.108855578267343,0.08,-0.0267857142857143,0.103475409836066,0.134649632210608,0.112740693196406,-0.22,0.1,0.0347594452415112,0.0347594452415112,0.0365605658709107,0.362991198927551,0.202020202020202,-0.235700660308144,-0.216551724137931,0.211111111111111,0.0953917050691244,-0.107174603174603,-0.321749408983452,0.162245989304813,0.17,-0.20971250971251,0.0460084033613445,0.0142857142857143,-0.256154956154956,-0.246753246753247,-0.246753246753247,-0.246753246753247,-0.101849604087495,0.245664108376806,0.159047619047619,0.14,0.171197151757899,0.109625345455398,0,-0.01,0.133333333333333,-0.01,0,-0.1,-0.0157894736842105,-0.0175083654794382,-0.302700662146392,-0.0157894736842105,0,-0.0136915715863084,0,0.0779222298836165
"TrCP",-0.0381869442637172,-0.0285185185185185,-0.01,-0.05,-0.0674660067133186,-0.0685672514619883,-0.0242133749674733,-0.0341187772861415,-0.0440092165898618,-0.0407894736842105,-0.0414660067133185,-0.0153518828820884,-0.0151817716333845,-0.0791304347826087,-0.0214285714285714,0.0426357859437124,0.0426357859437124,-0.0158461904526319,-0.200450315645733,0.00641025641025642,-0.0625428641611398,-0.0638761974944731,-0.00128205128205128,-0.012602675528289,-0.159502200220022,0.0689323593073593,-0.0886695840391492,0.04,0.00567765567765567,-0.00363314401988435,0.025,-0.0333257974290973,-0.0324167065200064,-0.0324167065200064,-0.0324167065200064,0.0100204813108039,-0.0703226240140533,-0.254074357015533,-0.246498599439776,-0.242052499092036,5.19146901115927e-05,0.01,0.0185698664004184,-0.252380952380952,0.0258869395711501,0,0.0714285714285714,0.0171725190537072,0.0243985726935539,0.0588804306755825,0.0231131131131131,0.0285185185185185,0.0249502968314849,0.075,-0.0779371154707076
"PAK1",-0.0381869442637172,-0.0285185185185185,-0.01,-0.05,-0.0674660067133186,-0.0685672514619883,-0.0242133749674733,-0.0341187772861415,-0.0440092165898618,-0.0407894736842105,-0.0414660067133185,-0.0153518828820884,-0.0151817716333845,-0.0791304347826087,-0.0214285714285714,0.0426357859437124,0.0426357859437124,-0.0158461904526319,-0.200450315645733,0.00641025641025642,-0.0625428641611398,-0.0638761974944731,-0.00128205128205128,-0.012602675528289,-0.159502200220022,0.0689323593073593,-0.0886695840391492,0.04,0.00567765567765567,-0.00363314401988435,0.025,-0.0333257974290973,-0.0324167065200064,-0.0324167065200064,-0.0324167065200064,0.0100204813108039,-0.0703226240140533,-0.254074357015533,-0.246498599439776,-0.242052499092036,5.19146901115927e-05,0.01,0.0185698664004184,-0.252380952380952,0.0258869395711501,0,0.0714285714285714,0.0171725190537072,0.0243985726935539,0.0588804306755825,0.0231131131131131,0.0285185185185185,0.0249502968314849,0.075,-0.0779371154707076
"DELTA",-0.0942857142857143,-0.1,0,0,-0.05,-0.0555555555555556,-0.0111111111111111,-0.00549661605999635,0,0,0.00384615384615384,-0.1,0,0,0.1,0.0589371980676328,0.0589371980676328,0.01,-0.243966817496229,-0.02,-0.0133333333333333,0.02,0,0.0306493506493507,-0.2,0.109195402298851,-0.106,-0.1,0.0771428571428571,0.00512820512820514,-0.1,0.0442424242424242,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.0142857142857143,-0.1,-0.333333333333333,-0.3,-0.289333333333333,-0.0303157894736842,0,0.0415384615384615,-0.2,0.08,0,0,0.0415384615384615,0.0533932733932734,0.10769111969112,0.08,0.1,0.0566899766899767,0,-0.0854545454545455
