"","KLF4","PAK1","HEY1","ILK","Patched","SHH","Csn","SMO","AXIN2","TrCP","SUFU","GLI","Wnt","Frizzled","NOTCH","NOTCHic","Csl","LIV1","EGR1","DELTA","SNAI2","RAF","PI3K","RAS","ZEB1","cfos","ERK","MEK","Jagged","Destcompl","STAT","DSH","miR200","SRC","cMet","Ecadherin","CD44","TCFLEF","cateninnuc","cateninmemb","FUS","NFB","RKIP","IKK","GSK3","AKT","TWIST1","ZEB2","SNAI1","SMAD","SOSGRB2","CDC42","TGFR","FOXC2","TGF"
"TGFR",-0.123472176818859,-0.193333333333333,-0.236972776350357,-0.202815249266862,-0.18617816091954,-0.191262906682252,-0.275,-0.17367816091954,-0.00176972394425899,-0.3,-0.18,-0.0194956960264325,-0.0123989218328841,-0.0142857142857143,-0.280493674026296,-0.276896551724138,-0.27,0,0.080952380952381,-0.0607142857142857,0.00921127495623986,0.0607142857142857,0.0607142857142857,0.0648078529657477,0.079899535050867,-0.0756892230576441,-0.0779114452798663,-0.0779114452798663,0.192016445753559,0.0144160931265958,0,0.0142857142857143,-0.0576919511708166,0,-0.00188679245283019,-0.000745268445619279,0.00337636544190665,0.00481177214047125,0.00507749401823918,0.00167769427313509,0.163333333333333,0.260714285714286,0.144545454545455,0.271240601503759,0.149285737449796,0.275891764294457,0.0820337419269803,0.124011872971762,0.102618570756141,0.208153327558677,0.191699155295647,0.202857142857143,0.108214285714286,0.119143386042475,0.113178824721378
"RAS",-0.136785714285714,-0.18,-0.149802371541502,-0.0597402597402597,-0.0453333333333333,-0.0368587570621469,0,-0.0333333333333333,-0.154519104084321,0,0.1,-0.125245098039216,-0.129411764705882,-0.1,-0.0349553128103277,-0.0368421052631579,0,0,-0.02,0.0151282051282051,0.248089951285828,-0.0151282051282051,-0.0151282051282051,-0.118974358974359,0.13630706921944,0.045,0.0397368421052632,0.0416976264189887,-0.0374728957224522,0.132937693984206,0.1,0.1,-0.0604923076923077,0.1,0.129411764705882,0.0209764292190306,0.127284105131414,0.13343795128526,0.130888376214439,0.0621624042040813,0,0.0333333333333333,0.0896729559748428,0.08,0.237997416020672,0.0911111111111111,0.182487725040917,0.131631075110457,0.159075712881023,0.0679035250463822,0.154978354978355,0.2,0.211764705882353,0.211587301587302,0.222655794991264
"Frizzled",-0.119887955182073,-0.366666666666667,-0.204069830878342,-0.219976147883125,-0.112987012987013,-0.13234185169669,0.0666666666666667,-0.127272727272727,-0.256194503171247,0.1,-0.1,-0.215977443609023,-0.180263157894737,-0.175,0.0483193277310924,0.0738095238095238,0.0571428571428571,-0.1,0.0333333333333333,0.0745727956254272,-0.0554177091265093,-0.0745727956254272,-0.0745727956254272,-0.047013740507317,0.224118925522394,-0.0133333333333333,-0.00745098039215686,0.00366013071895425,0.0348655674390968,0.0750124731074106,0.1,0,-0.0325347222222222,0.175,0.180263157894737,0.23057194575684,0.215977443609023,0.219288701887168,0.239764892363359,0.219890368576809,0.1,-0.00666666666666668,0.293809523809524,0.00583333333333332,0.159916405433647,0.0495833333333333,0.306988795518207,0.147909712061594,0.314113181504486,0.217172409565368,0.3,0.4,0.426086956521739,0.435181244703889,0.444182194616977
"AXIN2",-0.139754150924445,-0.230833333333333,-0.167392269116407,-0.180009201748332,0.0635531135531136,0.0533891791268841,0.0777777777777778,0.0492673992673993,0.165558090979167,0.0666666666666667,0.05,-0.248315302638282,-0.224415931569099,-0.217519379844961,0.0994743615796247,0.108258145363409,0.0975438596491228,-0.166666666666667,-0.0133333333333333,0.0574259194933936,-0.216112136360755,-0.0574259194933936,-0.0574259194933936,-0.0414154208057295,0.187439779308567,0.020650406504065,0.0197158270648127,0.0266123787889506,-0.146641155554199,0.18162734515209,0.173333333333333,0.173333333333333,-0.0715890268192316,0.217519379844961,0.224415931569099,0.212873539191368,0.248706152389288,0.253747184042278,0.267279393294331,0.270510175132891,-0.0730769230769231,-0.0473429951690821,0.211576667060538,-0.0371980676328503,0.184301198928201,-0.0183091787439614,0.233803483472179,0.149062979936965,0.221608367235612,0.182390154129285,0.214242849249862,0.249351851851852,0.271475745657162,0.271166140650918,0.282696867769373
"FUS",-0.147586520947177,-0.48,-0.229765886287625,-0.24031746031746,0.106111111111111,0.099040404040404,-0.15,0.095,-0.529356101170194,-0.1,0,-0.476816239316239,-0.440277777777778,-0.4125,-0.0359090909090909,-0.0222727272727273,-0.0272727272727273,-0.2,-0.08,-0.175402504472272,-0.335803226881045,0.175402504472272,0.175402504472272,0.19941997172118,0.280918339052373,0.0876923076923077,0.0967832167832168,0.111725745518849,-0.133200101995283,0.0732839298991056,0.25,0.35,-0.0374566570581109,0.323333333333333,0.351111111111111,0.303463765785417,0.388975188781014,0.406268421863721,0.428551030559373,0.395312638816716,-0.12,0.221428571428571,0.291011291114384,0.257428571428571,0.0718457425506813,0.299736263736264,0.364163501351675,0.151265987314131,0.33984870880793,0.252575524833589,0.456342780026991,0.521666666666667,0.562207207207207,0.477114337568058,0.589866781675292
"Jagged",-0.138888888888889,-0.2,-0.283333333333333,-0.183333333333333,-0.133333333333333,-0.156410256410256,0,-0.133333333333333,-0.0242857142857143,0,0,-0.0276923076923077,-0.02,0,-0.22,-0.22,-0.2,0,-0.1,-0.0533333333333333,0.158019105077929,0.0533333333333333,0.0533333333333333,0.0442424242424242,0.170289855072464,0,-0.02,0.0133333333333333,0.125194805194805,0.0182857142857143,0,0,0.000606060606060606,0,0.02,0.023859649122807,0.0276923076923077,0.0246620046620047,0.027958707958708,0.026173404060728,0.1,0.1,0.174358974358974,0.133333333333333,0.0701149425287356,0.144444444444444,0.179,0.151932367149758,0.258333333333333,0.207142857142857,0.22,0.3,0.333333333333333,0.352857142857143,0.345333333333333
"GSK3",-0.14311481355308,-0.426086956521739,-0.220332806656888,-0.236417692584236,-0.118231422248838,-0.128757738038311,-0.00583333333333332,-0.13234185169669,-0.288231186985285,0.00666666666666668,-0.127272727272727,-0.24083562587564,-0.220552607007715,-0.215977443609023,0.0517958512076159,0.0588088382206029,0.0483193277310924,-0.175,0.00745098039215686,0.0523358693588576,-0.0662633359514487,-0.0523358693588576,-0.0523358693588576,-0.037419902972303,0.238262904181823,0.00366013071895425,0.00140449162120989,0.00765449162120989,0.0266553031942035,0.0827475642184082,0.180263157894737,0.180263157894737,-0.0273971875526199,0.215977443609023,0.219288701887168,0.244916770472094,0.239764892363359,0.242169166628719,0.254011271891877,0.241506999782815,0.112987012987013,0.0495833333333333,0.307792032528875,0.0553304597701149,0.0635484031482061,0.0690056734453286,0.329356917856363,0.152873968944045,0.331768340635884,0.238966418221417,0.338003403289847,0.444182194616977,0.466133414129172,0.464800748007602,0.475877003872762
"Csn",-0.162462113050348,-0.420454545454545,-0.213552048726467,-0.219139492753623,-0.136345016990178,-0.129787639940998,-0.01,-0.122366522366522,-0.292234714353163,0.14,-0.114285714285714,-0.255869253251524,-0.244952222683839,-0.217241379310345,0.0367937617937618,0.031024531024531,0.0505050505050505,-0.133333333333333,0.01,0.0317741616265301,-0.0237195596327252,-0.0317741616265301,-0.0317741616265301,-0.0308144687282575,0.222883374689826,0.00818181818181818,0.0198701298701299,0.0198701298701299,0.0495642890431936,0.113267370392404,0.2,0.2,-0.0176787865478517,0.217241379310345,0.244952222683839,0.22314953388603,0.254285556017172,0.271648900068619,0.276880409389124,0.242698023601099,0.125396825396825,0.0266666666666667,0.311422946271559,0.0683333333333333,0.186651223754606,0.0771333333333333,0.351005142589995,0.157492142266336,0.366034819810083,0.236877281956708,0.355837657096737,0.448812754409769,0.471889677486692,0.484039774633434,0.494085381543972
"HEY1",-0.17037037037037,-0.281818181818182,-0.131749427043545,-0.173333333333333,0.308333333333333,0.307258064516129,-0.1,0.283333333333333,-0.570824261305861,-0.1,0.2,-0.535599163482554,-0.487323301413589,-0.443137254901961,0.176524441375228,0.179617224880383,0.169090909090909,-0.3,-0.12,-0.240897435897436,-0.442525139011069,0.240897435897436,0.240897435897436,0.268103318250377,0.218926728586171,0.129090909090909,0.129090909090909,0.140431115276476,-0.443663622734087,0.176875544612868,0.366666666666667,0.366666666666667,-0.0772893772893773,0.443137254901961,0.487323301413589,0.637452545754415,0.536888518804893,0.565985508771448,0.595499830066591,0.685508980630932,-0.3,0.16,0.227540713254999,0.202857142857143,0.183482480747811,0.243597883597884,0.505769063180828,0.162481940144479,0.266704795186513,0.196521739130435,0.418353344768439,0.341818181818182,0.396484848484848,0.415738500145639,0.433070214338507
"Ecadherin",-0.191889357712143,-0.341818181818182,-0.152554796171061,-0.196521739130435,0.307258064516129,0.316706883413767,-0.16,0.308333333333333,-0.608968591202768,-0.1,0.3,-0.564265830149221,-0.535599163482554,-0.487323301413589,0.18358763840125,0.176524441375228,0.179617224880383,-0.366666666666667,-0.129090909090909,-0.268103318250377,-0.459081430401797,0.268103318250377,0.268103318250377,0.278438513781103,0.228405401571953,0.129090909090909,0.140431115276476,0.146313468217653,-0.456249435091067,0.186008815815104,0.443137254901961,0.443137254901961,-0.0730063232856529,0.487323301413589,0.536888518804893,0.555271435725204,0.565985508771448,0.595499830066591,0.613427000934939,0.714611544733496,-0.283333333333333,0.202857142857143,0.239151200146385,0.243597883597884,0.185248485162823,0.268273208273208,0.528301651635204,0.167695210286659,0.286957959743475,0.219524160437941,0.457827028978965,0.396484848484848,0.433070214338507,0.442054289619323,0.463992456653154
"cateninmemb",-0.191889357712143,-0.341818181818182,-0.152554796171061,-0.196521739130435,0.307258064516129,0.316706883413767,-0.16,0.308333333333333,-0.608968591202768,-0.1,0.3,-0.564265830149221,-0.535599163482554,-0.487323301413589,0.18358763840125,0.176524441375228,0.179617224880383,-0.366666666666667,-0.129090909090909,-0.268103318250377,-0.459081430401797,0.268103318250377,0.268103318250377,0.278438513781103,0.228405401571953,0.129090909090909,0.140431115276476,0.146313468217653,-0.456249435091067,0.186008815815104,0.443137254901961,0.443137254901961,-0.0730063232856529,0.487323301413589,0.536888518804893,0.556040925361645,0.565985508771448,0.595499830066591,0.613427000934939,0.613075293985876,-0.283333333333333,0.202857142857143,0.239151200146385,0.243597883597884,0.185248485162823,0.268273208273208,0.528301651635204,0.167695210286659,0.286957959743475,0.219524160437941,0.457827028978965,0.396484848484848,0.433070214338507,0.442054289619323,0.463992456653154
"SMAD",-0.190177518419237,-0.371428571428571,-0.365486579045733,-0.345522240316761,-0.281590214067278,-0.282705455702966,-0.211111111111111,-0.273333333333333,-0.0461581525328842,-0.2,-0.233333333333333,-0.0613157825388041,-0.0591575091575092,-0.0476190476190476,-0.22383689107827,-0.224630541871921,-0.214285714285714,-0.02,-0.0285714285714286,0.045704153197603,0.160833797769991,-0.045704153197603,-0.045704153197603,-0.0463620479344451,0.212330305441277,0.0317972350230415,0.0341228164183903,0.0341228164183903,0.242180282083508,0.0489544235511335,0.0342857142857143,0.0476190476190476,-0.0068928761383742,0.0342857142857143,0.0440896358543417,0.0405796386492466,0.0459078176725236,0.0492999479303255,0.0500091677884815,0.0463907907497229,0.258333333333333,0.244444444444444,0.248645231159,0.262091503267974,0.171195702097958,0.267424836601307,0.238484378875225,0.190192002267474,0.306366462838237,0.25504604984057,0.289477965099083,0.38692152917505,0.399770691186223,0.417090383829342,0.407738818676263
"TrCP",-0.190173822534478,-0.404761904761905,-0.244244789370021,-0.240177504693634,-0.147582067474541,-0.147582067474541,-0.158333333333333,-0.138940092165899,-0.26798432320228,-0.133333333333333,-0.119047619047619,-0.236014833832549,-0.224795321637427,-0.201111111111111,-0.11010989010989,-0.112307692307692,-0.107692307692308,-0.15,-0.04,-0.149220202986344,0.051900210110503,0.149220202986344,0.149220202986344,0.153765657531798,0.21229144445396,0.0530434782608696,0.0581282240235814,0.0581282240235814,0.078252172801636,0.152596758147097,0.19,0.19,-0.00690757767497093,0.201111111111111,0.222732732732733,0.211217352798817,0.233623821841644,0.244734932952755,0.25149355364241,0.253790053932293,0.135714285714286,0.195833333333333,0.249681000399232,0.211622807017544,0.1721829004329,0.222733918128655,0.330882175795219,0.190690596001512,0.333228841388112,0.25437105308073,0.349161166116612,0.438095238095238,0.460822510822511,0.468672447953109,0.477762401532893
"PAK1",-0.190173822534478,-0.404761904761905,-0.244244789370021,-0.240177504693634,-0.147582067474541,-0.147582067474541,-0.158333333333333,-0.138940092165899,-0.26798432320228,-0.133333333333333,-0.119047619047619,-0.236014833832549,-0.224795321637427,-0.201111111111111,-0.11010989010989,-0.112307692307692,-0.107692307692308,-0.15,-0.04,-0.149220202986344,0.051900210110503,0.149220202986344,0.149220202986344,0.153765657531798,0.21229144445396,0.0530434782608696,0.0581282240235814,0.0581282240235814,0.078252172801636,0.152596758147097,0.19,0.19,-0.00690757767497093,0.201111111111111,0.222732732732733,0.211217352798817,0.233623821841644,0.244734932952755,0.25149355364241,0.253790053932293,0.135714285714286,0.195833333333333,0.249681000399232,0.211622807017544,0.1721829004329,0.222733918128655,0.330882175795219,0.190690596001512,0.333228841388112,0.25437105308073,0.349161166116612,0.438095238095238,0.460822510822511,0.468672447953109,0.477762401532893
"LIV1",-0.190173822534478,-0.404761904761905,-0.244244789370021,-0.240177504693634,-0.147582067474541,-0.147582067474541,-0.158333333333333,-0.138940092165899,-0.26798432320228,-0.133333333333333,-0.119047619047619,-0.236014833832549,-0.224795321637427,-0.201111111111111,-0.11010989010989,-0.112307692307692,-0.107692307692308,-0.15,-0.04,-0.149220202986344,0.051900210110503,0.149220202986344,0.149220202986344,0.153765657531798,0.21229144445396,0.0530434782608696,0.0581282240235814,0.0581282240235814,0.078252172801636,0.152596758147097,0.19,0.19,-0.00690757767497093,0.201111111111111,0.222732732732733,0.211217352798817,0.233623821841644,0.244734932952755,0.25149355364241,0.253790053932293,0.135714285714286,0.195833333333333,0.249681000399232,0.211622807017544,0.1721829004329,0.222733918128655,0.330882175795219,0.190690596001512,0.333228841388112,0.25437105308073,0.349161166116612,0.438095238095238,0.460822510822511,0.468672447953109,0.477762401532893
"EGR1",-0.190173822534478,-0.404761904761905,-0.244244789370021,-0.240177504693634,-0.147582067474541,-0.147582067474541,-0.158333333333333,-0.138940092165899,-0.26798432320228,-0.133333333333333,-0.119047619047619,-0.236014833832549,-0.224795321637427,-0.201111111111111,-0.11010989010989,-0.112307692307692,-0.107692307692308,-0.15,-0.04,-0.149220202986344,0.051900210110503,0.149220202986344,0.149220202986344,0.153765657531798,0.21229144445396,0.0530434782608696,0.0581282240235814,0.0581282240235814,0.078252172801636,0.152596758147097,0.19,0.19,-0.00690757767497093,0.201111111111111,0.222732732732733,0.211217352798817,0.233623821841644,0.244734932952755,0.25149355364241,0.253790053932293,0.135714285714286,0.195833333333333,0.249681000399232,0.211622807017544,0.1721829004329,0.222733918128655,0.330882175795219,0.190690596001512,0.333228841388112,0.25437105308073,0.349161166116612,0.438095238095238,0.460822510822511,0.468672447953109,0.477762401532893
"SNAI1",-0.19484671973074,-0.438095238095238,-0.257935265560497,-0.25437105308073,-0.147582067474541,-0.151659737377453,-0.195833333333333,-0.147582067474541,-0.280571735789693,-0.158333333333333,-0.135714285714286,-0.246800939865456,-0.236014833832549,-0.224795321637427,-0.114191522762951,-0.11010989010989,-0.112307692307692,-0.19,-0.0530434782608696,-0.153765657531798,0.0483802637477809,0.153765657531798,0.153765657531798,0.160498005643457,0.216104482584341,0.0581282240235814,0.0581282240235814,0.0603703764899491,0.0763698198604595,0.152541933585693,0.201111111111111,0.201111111111111,-0.00930911465864048,0.222732732732733,0.233623821841644,0.216836499520981,0.244734932952755,0.25149355364241,0.258411467942875,0.26038763597029,0.138940092165899,0.211622807017544,0.259304431361576,0.222733918128655,0.176473329475805,0.237317251461988,0.342677047590091,0.198931678412336,0.238566919679926,0.260644115811358,0.367651732154348,0.460822510822511,0.477762401532893,0.479472956212321,0.488649498307087
"ZEB2",-0.369994990947181,-0.307792207792208,-0.281156101962554,-0.271842594025693,-0.215052264808362,-0.213234082990181,-0.211111111111111,-0.202857142857143,-0.202854877340985,-0.2,-0.2,-0.18426423729176,-0.174172494172494,-0.158787878787879,-0.136613703236654,-0.134974358974359,-0.125641025641026,-0.1,-0.0666666666666667,-0.0351515151515151,-0.0273832740994295,0.0351515151515151,0.0351515151515151,0.040504834209331,0.0538858115653344,0.0824561403508772,0.0856819468024901,0.0869014589976121,0.124338490820684,0.132281852822515,0.14,0.145454545454545,0.151937447636051,0.153333333333333,0.169122807017544,0.174192934448554,0.178382066276803,0.188241221206381,0.193046416011575,0.194988475340052,0.2,0.211111111111111,0.221433172302738,0.235555555555556,0.242293099024984,0.249574247144341,0.260263345208363,0.270604567529222,0.279152986102237,0.28281820378179,0.311135531135531,0.331428571428571,0.345714285714286,0.359156177156177,0.361058201058201
"ZEB1",-0.281346030347332,-0.372605363984674,-0.2922910854258,-0.288591539978036,-0.134469696969697,-0.136249056400302,-0.2,-0.134469696969697,-0.374412673656527,-0.2,-0.133333333333333,-0.345480399660686,-0.325205485571339,-0.307897793263647,-0.105970466699076,-0.101838235294118,-0.0979166666666667,-0.233333333333333,-0.1,-0.142412511369272,-0.210997179198039,0.142412511369272,0.142412511369272,0.155168416881083,0.0713888563152167,0.112,0.113176470588235,0.118903342834931,0.0585657447856776,0.147657192394914,0.271794871794872,0.276190476190476,0.144709932546089,0.303502188868043,0.321149247691572,0.264773842834562,0.341288136580461,0.352724306793227,0.363683210902816,0.372064485986103,0.120833333333333,0.215789473684211,0.239295971597712,0.243658326143227,0.154297766726302,0.263658326143227,0.39589035585609,0.282127373611191,0.285192301883492,0.300130001516498,0.366627680311891,0.400141595868732,0.423999463889037,0.419907487404259,0.442109700109509
