"","FOXC2","PAK1","TGFR","CDC42","Jagged","SUFU","RKIP","SMO","Patched","Csl","cfos","NOTCH","NOTCHic","FUS","IKK","NFB","Csn","TrCP","SOSGRB2","EGR1","PI3K","DELTA","RAS","ZEB2","STAT","cMet","SRC","Ecadherin","LIV1","KLF4","miR200","GSK3","cateninmemb","Frizzled","CD44","TCFLEF","cateninnuc","GLI","Wnt","DSH","AXIN2","RAF","Destcompl","SNAI2","TWIST1","SNAI1","AKT","ERK","HEY1","MEK","SMAD","ZEB1","SHH","ILK","TGF"
"GSK3",-0.0551381543792804,0.0469565217391304,0.0206615159319295,0.0307660455486543,-0.0866816673429453,0.0227272727272727,-0.052642708169024,-0.0107596704370898,-0.0138271550996665,0.0299719887955182,0.026797385620915,0.0219000607235901,0.0278740866976161,-0.00108225108225108,0.107413793103448,0.101666666666667,0.114166666666667,0.126666666666667,-0.0854995788858523,0.0490196078431373,-0.00177182503186257,-0.00177182503186257,-0.0051331695696777,-0.00865795644434408,-0.251315789473684,-0.284806801772644,-0.265601503759399,-0.160418018186418,-0.225,-0.0103732176929172,0.018752839672567,-0.352327351821182,0.216731776183009,0.265601503759399,0.298140135105977,0.310339600822807,0.320536969243859,0.297291601182015,0.284555752125412,0.251315789473684,0.335226656131484,0.00177182503186257,0.341278268803112,0.174662742918872,0.138927418952979,0.116895372911551,-0.109977895667551,-0.0215342277261782,-0.0542307279987895,-0.0141478640898146,-0.0544624516642487,-0.0360787541333326,0.0262673464872263,-0.0576108774513551,-0.0168153620857757
"DSH",-0.0457282660220237,0.06,0.0307660455486543,0.0469565217391304,-0.0751488206276168,0.05,-0.0458757908757909,-0.00108225108225108,-0.0107596704370898,0.0476190476190476,0.0490196078431373,0.0278740866976161,0.0299719887955182,0.0227272727272727,0.101666666666667,0.114166666666667,0.126666666666667,0.0666666666666667,-0.0794530672579453,0.0666666666666667,0.00355030381967804,0.00355030381967804,-0.00177182503186257,-0.00613195347257588,-0.225,-0.265601503759399,-0.251315789473684,-0.150770339556191,-0.2,-0.00121291234940578,0.021214738851934,-0.244007884267105,0.206121696607413,0.251315789473684,0.284806801772644,0.298140135105977,0.310339600822807,0.284555752125412,0.265601503759399,0.225,0.31954933497471,-0.00355030381967804,0.332366680215581,0.160253769666068,0.129580427915847,0.10703933747412,-0.107413793103448,-0.026797385620915,-0.0608051224624573,-0.0215342277261782,-0.0576108774513551,-0.0380104034646847,0.0138271550996665,-0.066290122734374,-0.0206615159319295
"RKIP",0.0292071912761568,-0.0333333333333333,-0.0123809523809524,-0.0266666666666667,0.168091599967661,0.1,0.193137254901961,0.12,0.116,0.133333333333333,0.13,0.141025641025641,0.133333333333333,0.1,0.101785714285714,0.114285714285714,0.1,0.1,-0.076952380952381,0.08,-0.0704545454545455,-0.0704545454545455,-0.0644716394716395,-0.00257388809182209,0.1,0.170175438596491,0.133333333333333,0.198390164217473,0,-0.000573888091822095,-0.0177738394412374,0.0903861308116627,-0.231299366593484,-0.133333333333333,-0.193252361673414,-0.217727886148939,-0.235285138057336,-0.196410256410256,-0.173333333333333,-0.1,-0.219854664791374,0.0704545454545455,-0.341929594137307,-0.456571370286181,-0.0627985739750446,-0.0513979551889584,-0.0926948051948052,-0.119655172413793,-0.0867982965543941,-0.13454878943507,-0.095415549257108,0.000369201339072212,-0.137311475409836,-0.096405648267009,0.00583889630618603
"RAF",0.0292071912761568,-0.0333333333333333,-0.0123809523809524,-0.0266666666666667,0.168091599967661,0.1,0.193137254901961,0.12,0.116,0.133333333333333,0.13,0.141025641025641,0.133333333333333,0.1,0.101785714285714,0.114285714285714,0.1,0.1,-0.076952380952381,0.08,-0.0704545454545455,-0.0704545454545455,-0.0644716394716395,-0.00257388809182209,0.1,0.170175438596491,0.133333333333333,0.198390164217473,0,-0.000573888091822095,-0.0177738394412374,0.0903861308116627,-0.231299366593484,-0.133333333333333,-0.193252361673414,-0.217727886148939,-0.235285138057336,-0.196410256410256,-0.173333333333333,-0.1,-0.219854664791374,0.0704545454545455,-0.341929594137307,-0.456571370286181,-0.0627985739750446,-0.0513979551889584,-0.0926948051948052,-0.119655172413793,-0.0867982965543941,-0.13454878943507,-0.095415549257108,0.000369201339072212,-0.137311475409836,-0.096405648267009,0.00583889630618603
"miR200",-0.110206108254889,-0.175,-0.173513598987982,-0.184803921568627,-0.0348168464796611,-0.08,-0.0697354706774853,-0.0841666666666667,-0.0803691983122363,-0.0839408866995074,-0.112857142857143,-0.0639915393392892,-0.0735960591133005,-0.1175,-0.132932330827068,-0.135789473684211,-0.12,-0.1,-0.0469890393294649,-0.142857142857143,0.0629850746268657,0.0629850746268657,0.0652294636542971,-0.000497311827956994,0.16,0.205682792406614,0.181739130434783,0.124470992097836,0.1,0.00524499654934437,-0.080516506452656,0.214598104130508,-0.242698772297859,-0.172,-0.218042342968411,-0.235899485825554,-0.24665706158313,-0.208031574059743,-0.195943661971831,-0.16,-0.265510361093244,-0.0629850746268657,-0.224707670451946,-0.193106679404801,-0.0766437856621906,0.0178891478891479,0.132932330827068,0.135584415584416,0.098361581920904,0.115856524427953,0.12398345017814,0.150663082437276,0.0662387635296276,0.114892541087231,0.161304296662401
"Frizzled",-0.0297109500047077,0.0666666666666667,0.0469565217391304,0.06,-0.0650713012477718,0,-0.0311904761904762,0.0227272727272727,-0.00108225108225108,0.0642857142857143,0.0666666666666667,0.0299719887955182,0.0476190476190476,0.05,0.114166666666667,0.126666666666667,0.0666666666666667,0.1,-0.0696969696969697,0.0666666666666667,0.00591250854408749,0.00591250854408749,0.00355030381967804,0.00252946385025877,-0.2,-0.251315789473684,-0.225,-0.141727319363039,-0.1,0.00364145658263305,0.0218244949494949,-0.235423197492163,0.193989776701641,0.225,0.265601503759399,0.284806801772644,0.298140135105977,0.265601503759399,0.251315789473684,0.3,0.299718111346018,-0.00591250854408749,0.322252176398787,0.14383933427608,0.113977591036415,0.102691511387164,-0.101666666666667,-0.0490196078431373,-0.059050736497545,-0.026797385620915,-0.066290122734374,-0.0435222144883068,0.0107596704370898,-0.063486384416617,-0.0307660455486543
"Wnt",-0.00412955465587044,0.1,0.06,0.0666666666666667,-0.0559803921568627,0,-0.0133333333333333,0.05,0.0227272727272727,0.05,0.0666666666666667,0.0476190476190476,0.0642857142857143,0,0.126666666666667,0.0666666666666667,0.1,0.1,-0.0606060606060606,0.1,0.0195488721804511,0.0195488721804511,0.00591250854408749,0.00549976087996174,-0.1,-0.225,-0.2,-0.130771608407328,0,0.0274509803921569,0.0249494949494949,-0.226332288401254,0.180338983050847,0.3,0.251315789473684,0.265601503759399,0.284806801772644,0.251315789473684,0.225,0.2,0.278787878787879,-0.0195488721804511,0.309785332897461,0.123965517241379,0.0958823529411765,0.0884057971014493,-0.114166666666667,-0.0666666666666667,-0.0569230769230769,-0.0490196078431373,-0.063486384416617,-0.0603538976566236,0.00108225108225108,-0.0658119658119658,-0.0469565217391304
"SOSGRB2",0.0217826617826618,-0.0142857142857143,-0.00274725274725275,-0.0142857142857143,0.0418862417500487,0,0.0906798245614035,0.0166666666666667,0.0193693693693694,0.0272727272727273,0.0253968253968254,0.0238057716930956,0.0195804195804196,0,-0.00467836257309942,0.0111111111111111,0,0,0,0.0142857142857143,0.00169491525423729,0.00169491525423729,0.00554106910039113,0.00734335839598997,0.1,0.127329192546584,0.114285714285714,0.136617218101614,0,0.0087719298245614,-0.00298191175357602,0.11175339542801,-0.170775437775438,-0.114285714285714,-0.137474120082816,-0.146947804293342,-0.154404783260837,-0.141097308488613,-0.130952380952381,-0.1,-0.164954620462046,-0.00169491525423729,-0.139453909252567,-0.271783330635986,-0.0332463768115942,-0.0280490405117271,0.00467836257309942,-0.0172887172887173,-0.0909090909090909,-0.0263796263796264,-0.000699300699300699,-0.0144862155388471,-0.024020532160067,0,-0.00221728625983945
"IKK",0.147474747474747,-0.05,-0.0141414141414141,-0.0277777777777778,0.259784442361762,0.1,0.0664845173041894,0.1,0.148148148148148,0.0272727272727273,-0.0642857142857143,0.0621933621933622,0.032034632034632,0.12,-0.080952380952381,0.0857142857142857,0.1,0,0.13046218487395,-0.05,0.178826376285541,0.178826376285541,0.19150243262357,0.0104561403508772,0.2,0.361538461538462,0.3,0.485723945617399,0.1,-0.0153846153846154,-0.0387179487179487,0.318608058608059,-0.506067247463896,-0.3,-0.418461538461538,-0.464224250325945,-0.50810610686603,-0.418461538461538,-0.361538461538462,-0.2,-0.438809523809524,-0.178826376285541,-0.461681001180362,-0.60062389948369,-0.361928104575163,-0.142585524455753,0.0728442728442728,0.0682857142857143,-0.0380804953560372,0.0482857142857143,-0.0399821232123212,0.0381654135338346,-0.186079182630907,-0.0409722222222222,-0.0106585858585859
"AKT",-0.097330521425515,0.00588235294117647,-0.0271908177905308,-0.0101176470588235,-0.0954072266759614,0.05,-0.0258382282678958,-0.00641025641025641,-0.011965811965812,0.0519230769230769,0.0633053221288515,0.0301292138231556,0.0325682382133995,0.0166666666666667,0.00799396681749623,0.0156862745098039,0.0333333333333333,-0.0333333333333333,-0.0832478632478632,0.080952380952381,-0.0377873450750163,-0.0377873450750163,-0.0433295137497151,0.0154525058797819,-0.233333333333333,-0.298617614269788,-0.272463768115942,-0.228167130758242,-0.2,0.0216036887089519,0.0245592243422523,-0.175115013421465,0.261594682696662,0.272463768115942,0.324041343083347,0.343216600815306,0.359985831584537,0.323757279074257,0.298617614269788,0.233333333333333,0.352654976792161,0.0377873450750163,0.372559094264386,0.235423284503946,0.208383479159732,0.0674073771384984,-0.121125279948809,-0.0452725352436056,-0.0660321219758103,-0.0414750668891753,-0.0619927130448139,-0.0686448967450497,0.0214394961763383,-0.0717570228091236,0.0377648359174191
"NFB",0.196478731538492,-0.0277777777777778,0.0106585858585859,-0.0141414141414141,0.288561420779028,0.12,0.102381953201625,0.148148148148148,0.186079182630907,0.032034632034632,-0.0682857142857143,0.0873546525159428,0.0621933621933622,0.1,-0.0728442728442728,-0.080952380952381,0.0857142857142857,0.1,0.154672711189739,-0.0642857142857143,0.19150243262357,0.19150243262357,0.198965119190734,0.0246323855616052,0.3,0.418461538461538,0.361538461538462,0.514616401476147,0.2,0.0153846153846154,-0.0390200635215741,0.346059039000216,-0.54313166140265,-0.361538461538462,-0.464224250325945,-0.50810610686603,-0.543635518630736,-0.464528954191876,-0.418461538461538,-0.3,-0.49129179331307,-0.19150243262357,-0.490584655665412,-0.646762110865804,-0.405420168067227,-0.172996483359863,0.0706220506220506,0.0482857142857143,-0.0345090667846086,0.0241027077497666,-0.0418408592718008,0.00866349782502232,-0.207765929618859,-0.0399821232123212,-0.0378737757320036
"PI3K",-0.0777816492450639,0,-0.0101176470588235,0.00588235294117647,-0.0801754385964912,0,-0.0103102779573368,0.0166666666666667,-0.00641025641025641,0.075,0.080952380952381,0.0325682382133995,0.0519230769230769,0.05,0.0156862745098039,0.0333333333333333,-0.0333333333333333,0,-0.0676923076923077,0.0666666666666667,-0.035047619047619,-0.035047619047619,-0.0377873450750163,0.0250415469756723,-0.2,-0.272463768115942,-0.233333333333333,-0.214227736818848,-0.1,0.0258771929824561,0.0250939837005411,-0.161808561808562,0.244775110831219,0.233333333333333,0.298617614269788,0.324041343083347,0.343216600815306,0.298617614269788,0.272463768115942,0.2,0.324857142857143,0.035047619047619,0.358415173668853,0.213011224202438,0.18911742411386,0.0566304347826087,-0.00799396681749623,-0.0633053221288515,-0.0682877610735546,-0.0452725352436056,-0.0717570228091236,-0.0741243487998442,0.011965811965812,-0.0725570228091237,0.0271908177905308
"ILK",-0.0777816492450639,0,-0.0101176470588235,0.00588235294117647,-0.0801754385964912,0,-0.0103102779573368,0.0166666666666667,-0.00641025641025641,0.075,0.080952380952381,0.0325682382133995,0.0519230769230769,0.05,0.0156862745098039,0.0333333333333333,-0.0333333333333333,0,-0.0676923076923077,0.0666666666666667,-0.035047619047619,-0.035047619047619,-0.0377873450750163,0.0250415469756723,-0.2,-0.272463768115942,-0.233333333333333,-0.214227736818848,-0.1,0.0258771929824561,0.0250939837005411,-0.161808561808562,0.244775110831219,0.233333333333333,0.298617614269788,0.324041343083347,0.343216600815306,0.298617614269788,0.272463768115942,0.2,0.324857142857143,0.035047619047619,0.358415173668853,0.213011224202438,0.18911742411386,0.0566304347826087,-0.00799396681749623,-0.0633053221288515,-0.0682877610735546,-0.0452725352436056,-0.0717570228091236,-0.0741243487998442,0.011965811965812,-0.0725570228091237,0.0271908177905308
"RAS",0.00936507936507937,0.06,0.06,0.06,-0.183169722057954,-0.1,-0.0444088050314465,-0.0833333333333333,-0.119333333333333,-0.15,-0.02,-0.172244289970209,-0.155263157894737,-0.1,-0.113333333333333,-0.133333333333333,-0.1,-0.1,0.0632034632034632,-0.02,0.0907692307692308,0.0907692307692308,-0.0207692307692308,0.0628313696612666,-0.1,-0.229411764705882,-0.2,-0.187345961660905,0,0.0803571428571429,-0.0464,-0.0414857881136951,0.210844962784056,0.2,0.26558197747184,0.288658900548763,0.313304792900038,0.266911764705882,0.229411764705882,0.1,0.284584980237154,-0.0907692307692308,0.361792669932205,0.394112862079601,0.155657392253137,-0.0191543756145526,0.124444444444444,0.0252631578947368,-0.0100790513833992,0.0272239422084623,0.0917748917748918,-0.0521170839469808,0.124418079096045,0.0917748917748918,-0.0431683168316832
"TGFR",-0.0427268843744067,0.102222222222222,-0.0257539682539683,0.0831746031746032,0.106914206740518,0.193333333333333,0.0656709956709957,0.137011494252874,0.130761494252874,0.0133333333333333,0.178696741854637,0.0126139088729017,0.0133333333333333,0.126666666666667,0.0350250626566416,0.0297619047619048,0.0583333333333333,0.0333333333333333,0.047270955165692,0.152380952380952,0.0851190476190476,0.0851190476190476,0.0804406850459482,0.064374804563052,-0.1,-0.10811320754717,-0.11,-0.0821427396075254,-0.1,0.072485561730413,-0.0447876341925285,-0.0306284293757918,0.12903493053734,0.0957142857142857,0.121271102284012,0.122228040083055,0.127808199516182,0.106085557777585,0.0938274932614555,0.0857142857142857,0.152860662624611,-0.0851190476190476,0.0343773191671308,-0.0431108823815568,0.0420449453011731,0.0207703747044053,-0.0326994812612928,-0.149807852965748,-0.134367812773656,-0.152547578993145,-0.135290106900714,-0.00674695663513072,-0.13923607052406,-0.149169110459433,0.0278816278284363
"CD44",0.145833333333333,0.133333333333333,0.125833333333333,0.113333333333333,-0.0292773892773893,-0.1,0.0685185185185185,-0.05,-0.01,0,0.1,0.00902255639097744,0.0142857142857143,-0.1,0,0,0,0.1,-0.0666666666666667,0.1,0.00476190476190476,0.00476190476190476,0.0133333333333333,0.0968253968253968,-0.1,-0.05,0,0.0465079795896211,-0.1,-0.00793650793650794,-0.0573869126043039,-0.0488095238095238,-0.0905677655677656,-0.1,-0.07,-0.0816279069767442,-0.092397137745975,-0.07,-0.05,0,-0.09,-0.00476190476190476,0.00279930153879734,0.101196581196581,-0.145641025641026,-0.0859117490696438,-0.00666666666666667,-0.08,0.0719298245614035,-0.08,0.0339002267573696,-0.10952380952381,0.0281818181818182,0.0277777777777778,-0.1425
"Jagged",0.242857142857143,0.2,0.233333333333333,0.2,0.0556709956709957,0,0.21025641025641,0.1,0.075,0.1,0.2,0.145714285714286,0.16,0,0.1,0,0,0,0.08,0.1,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.102898550724638,0,0.02,0,0.076140350877193,0,0.133333333333333,0.00606060606060606,-0.0256704980842912,-0.0547448326321566,0,-0.0276923076923077,-0.0489044289044289,-0.0543989343989344,-0.0276923076923077,-0.02,0,-0.0242857142857143,-0.0533333333333333,-0.0397992277992278,-0.205580693815988,-0.138,-0.166666666666667,-0.0666666666666667,-0.22,0.0333333333333333,-0.253333333333333,-0.0714285714285714,-0.128985507246377,-0.0826923076923077,-0.0666666666666667,-0.229333333333333
"NOTCHic",0.243186306780777,0.233333333333333,0.222881720430108,0.229333333333333,0.0804195853202476,0.1,0.217930038231155,0.0826923076923077,0.0885746606334842,0.145714285714286,0.253333333333333,0.0530147950521465,0.0424884792626728,0.075,0.0555555555555556,0.0666666666666667,0.1,0,0.091244019138756,0.22,0.0634782608695652,0.0634782608695652,0.0620004283572499,0.116231884057971,0.02,0.0489044289044289,0.0276923076923077,0.0914332916468417,0,0.120755693581781,-0.00594600005004629,-0.00459611791900193,-0.0773673064275964,-0.0276923076923077,-0.0543989343989344,-0.0678683221540364,-0.0765706122303723,-0.0542807729904504,-0.0489044289044289,-0.02,-0.0509890685834082,-0.0634782608695652,-0.0562104427524988,-0.227858052766694,-0.155524784138152,-0.184607244607245,-0.0578811369509044,-0.231904761904762,0.018216276477146,-0.237619047619048,-0.0744261733470367,-0.117133655394525,-0.106854230525957,-0.0880952380952381,-0.223518663105267
"SMO",0.437931034482759,0.133333333333333,0.186666666666667,0.153333333333333,0.253068783068783,0.3,0.290634920634921,0.266666666666667,0.266666666666667,0.0333333333333333,0.1,0.0887878787878788,0.0787878787878788,0.266666666666667,-0.0571428571428571,-0.1,-0.1,0,0.0947368421052632,0,0.0355769230769231,0.0355769230769231,0.0448792486583184,0.119915254237288,0.2,0.31,0.25,0.245716084102589,0.1,0.138888888888889,-0.0313140446051838,0.332220206977489,-0.350835856213244,-0.35,-0.354444444444444,-0.403959007551241,-0.438545473716654,-0.456944444444444,-0.4125,-0.3,-0.48678907299597,-0.0355769230769231,-0.413385374315607,-0.551905856595512,-0.317374727668845,-0.313748079877112,0.0771428571428571,-0.107692307692308,-0.0673992673992674,-0.134965034965035,-0.0684126984126984,-0.263700564971751,-0.305555555555556,-0.07,-0.202882882882883
"NOTCH",0.236734693877551,0.2,0.229333333333333,0.233333333333333,0.0704858104858105,0,0.213704686118479,0.075,0.0826923076923077,0.16,0.22,0.0424884792626728,0.145714285714286,0.1,0.0666666666666667,0.1,0,0,0.0957894736842105,0.2,0.0533333333333333,0.0533333333333333,0.0634782608695652,0.121417069243156,0,0.0276923076923077,0.02,0.0817855121675155,0,0.102898550724638,-0.00536796536796537,-0.0120341344479276,-0.0678338378677587,-0.02,-0.0489044289044289,-0.0543989343989344,-0.0678683221540364,-0.0489044289044289,-0.0276923076923077,0,-0.041266846361186,-0.0533333333333333,-0.0482104427524988,-0.215633603868898,-0.149864406779661,-0.168205128205128,-0.0555555555555556,-0.253333333333333,0.0289855072463768,-0.231904761904762,-0.0880952380952381,-0.110466988727858,-0.0885746606334842,-0.0714285714285714,-0.222881720430108
"Csl",0.25468055965434,0.229333333333333,0.223518663105267,0.222881720430108,0.0840654186535809,0.075,0.229450775558344,0.0885746606334842,0.106854230525957,0.0424884792626728,0.231904761904762,0.0566511586885101,0.0530147950521465,0.0826923076923077,0.0578811369509044,0.0555555555555556,0.0666666666666667,0.1,0.0985610923094877,0.253333333333333,0.0620004283572499,0.0620004283572499,0.0645739577690147,0.124519176875651,0.0276923076923077,0.0543989343989344,0.0489044289044289,0.0953867800189348,0.02,0.116469979296066,-0.0122640828387173,0.00262037692635889,-0.0865416183542019,-0.0489044289044289,-0.0678683221540364,-0.0765706122303723,-0.0857758723790287,-0.0687969020227085,-0.0542807729904504,-0.0276923076923077,-0.0630713307942051,-0.0620004283572499,-0.0623652264209936,-0.236881169843502,-0.169294535831154,-0.184211987690249,-0.0602067183462532,-0.237619047619048,0.0293273875882571,-0.23435817805383,-0.0760928400137033,-0.12597343440005,-0.100819747767337,-0.0744261733470367,-0.231455171041775
"Patched",0.4,0.0333333333333333,0.153333333333333,0.133333333333333,0.217354497354497,0.2,0.262857142857143,0.266666666666667,0.266666666666667,0,0,0.0787878787878788,0.0333333333333333,0.3,-0.1,-0.1,0,0,0.1,0.1,0.0230769230769231,0.0230769230769231,0.0355769230769231,0.125,0.1,0.25,0.2,0.210660733549083,0.1,0.0888888888888889,-0.0452380952380952,0.30989010989011,-0.313942652329749,-0.3,-0.31,-0.354444444444444,-0.403959007551241,-0.4125,-0.35,-0.2,-0.435064935064935,-0.0230769230769231,-0.382377622377622,-0.499524904214559,-0.287962962962963,-0.282795698924731,0.0571428571428571,-0.1,-0.0435897435897436,-0.107692307692308,-0.07,-0.241666666666667,-0.266666666666667,-0.05,-0.186666666666667
"FUS",0.468194192377495,0.153333333333333,0.202882882882883,0.186666666666667,0.283189264996494,0.266666666666667,0.318469972181312,0.266666666666667,0.305555555555556,0.0787878787878788,0.107692307692308,0.106969696969697,0.0887878787878788,0.266666666666667,-0.0771428571428571,-0.0571428571428571,-0.1,-0.1,0.125506072874494,0.1,0.0448792486583184,0.0448792486583184,0.0575430041168337,0.142614640740356,0.25,0.354444444444444,0.31,0.269277727938205,0.2,0.137249544626594,-0.0392348366843918,0.359979404301903,-0.385658947460917,-0.4125,-0.403959007551241,-0.438545473716654,-0.472784604151437,-0.506944444444444,-0.456944444444444,-0.35,-0.537099632002181,-0.0448792486583184,-0.439516761176921,-0.591941763238241,-0.3576888637945,-0.332616004405414,0.0771428571428571,-0.134965034965035,-0.0630514413123109,-0.140712161401817,-0.084541730670763,-0.272903018959481,-0.320707070707071,-0.0684126984126984,-0.218840329691393
"SUFU",0.497226450442012,0.186666666666667,0.218840329691393,0.202882882882883,0.310980238868228,0.266666666666667,0.338469972181312,0.305555555555556,0.320707070707071,0.0887878787878788,0.134965034965035,0.123636363636364,0.106969696969697,0.266666666666667,-0.0771428571428571,-0.0771428571428571,-0.0571428571428571,-0.1,0.138792786161207,0.107692307692308,0.0575430041168337,0.0575430041168337,0.0629227509522767,0.148411742189631,0.31,0.403959007551241,0.354444444444444,0.294097501367659,0.25,0.160602838039767,-0.0370043534130163,0.381573234636093,-0.414581184841544,-0.456944444444444,-0.438545473716654,-0.472784604151437,-0.500252634841974,-0.540773440726972,-0.506944444444444,-0.4125,-0.577614854484616,-0.0575430041168337,-0.46232377872078,-0.628922646560587,-0.385523915340891,-0.35936217135601,0.083183125599233,-0.140712161401817,-0.0750996340833952,-0.155605778423093,-0.0843107837885459,-0.286429589007791,-0.3504368004368,-0.084541730670763,-0.231660842511906
"HEY1",0.521146736573234,0.0954545454545455,0.175454545454545,0.139454545454545,0.58224978419881,0.2,0.373727066584209,0.35,0.4125,0.205454545454545,-0.0127272727272727,0.271054111379668,0.237033492822967,0.3,-0.134285714285714,-0.12,-0.1,-0.1,0.288093196112064,-0.04,0.168205128205128,0.168205128205128,0.182175716440422,0.23390608875129,0.4,0.564979480164159,0.488235294117647,0.703882122540506,0.3,0.225925925925926,-0.104033374033374,0.471635796145413,-0.777859239901923,-0.488235294117647,-0.633675132338072,-0.693541353073858,-0.746467878603123,-0.633944997405538,-0.564979480164159,-0.4,-0.650149282793535,-0.168205128205128,-0.525366355069673,-0.720998449045807,-0.613969498910675,-0.433786992700521,0.134285714285714,-0.0166844919786096,-0.0205805958747135,-0.0424576878548983,-0.0583768115942029,-0.313931888544892,-0.454435483870968,-0.0453333333333333,-0.206186252771619
"FOXC2",0.521146736573234,0.0954545454545455,0.175454545454545,0.139454545454545,0.58224978419881,0.2,0.373727066584209,0.35,0.4125,0.205454545454545,-0.0127272727272727,0.271054111379668,0.237033492822967,0.3,-0.134285714285714,-0.12,-0.1,-0.1,0.288093196112064,-0.04,0.168205128205128,0.168205128205128,0.182175716440422,0.23390608875129,0.4,0.564979480164159,0.488235294117647,0.703882122540506,0.3,0.225925925925926,-0.104033374033374,0.471635796145413,-0.777859239901923,-0.488235294117647,-0.633675132338072,-0.693541353073858,-0.746467878603123,-0.633944997405538,-0.564979480164159,-0.4,-0.650149282793535,-0.168205128205128,-0.525366355069673,-0.720998449045807,-0.613969498910675,-0.433786992700521,0.134285714285714,-0.0166844919786096,-0.0205805958747135,-0.0424576878548983,-0.0583768115942029,-0.313931888544892,-0.454435483870968,-0.0453333333333333,-0.206186252771619
"Ecadherin",0.571261153049206,0.139454545454545,0.206186252771619,0.175454545454545,0.627329875731991,0.3,0.413052909280839,0.4125,0.454435483870968,0.237033492822967,0.0166844919786096,0.296704669000485,0.271054111379668,0.35,-0.134285714285714,-0.134285714285714,-0.12,-0.1,0.320987932954169,-0.0127272727272727,0.182175716440422,0.182175716440422,0.193628230406903,0.25475916932001,0.488235294117647,0.633675132338072,0.564979480164159,0.642441031985491,0.4,0.256305672761369,-0.104964472729836,0.505189880030623,-0.826320778363461,-0.564979480164159,-0.693541353073858,-0.746467878603123,-0.792126141908445,-0.693944997405538,-0.633944997405538,-0.488235294117647,-0.715510107535804,-0.182175716440422,-0.560221900270045,-0.77945720882907,-0.664807487737491,-0.469862942067609,0.140779220779221,-0.0424576878548983,-0.0293054280894786,-0.0640263153058787,-0.068788433870232,-0.338102504658636,-0.493018161036322,-0.0583768115942029,-0.23132187664142
