"","FOXC2","GSK3","SOSGRB2","cateninmemb","Ecadherin","SNAI1","Frizzled","TWIST1","NOTCHic","ZEB2","ZEB1","TGFR","cateninnuc","TGF","Csl","SMO","miR200","RAF","DELTA","SHH","RAS","HEY1","AKT","Patched","ILK","SMAD","KLF4","SNAI2","FUS","PI3K","IKK","NFB","Jagged","AXIN2","cMet","NOTCH","CDC42","SRC","TrCP","TCFLEF","CD44","MEK","Wnt","ERK","STAT","Destcompl","GLI","DSH","SUFU","PAK1","EGR1","Csn","cfos","LIV1","RKIP"
"CD44",-0.127083333333333,0.0779761904761905,-0.0619047619047619,-0.131813186813187,-0.0969346433611986,-0.0870813397129186,-0.1,-0.0797802197802198,0.0428571428571429,-0.185714285714286,-0.185714285714286,-0.0741666666666667,-0.0817769827072153,-0.0852777777777778,0,-0.05,-0.198194993412385,0.104761904761905,0.104761904761905,0.00636363636363637,0.101904761904762,-0.0187134502923977,-0.173333333333333,-0.03,0.00555555555555555,0.00759637188208616,-0.0761904761904762,-0.0104606504606505,0.1,-0.104761904761905,0.166666666666667,0.2,0.0110955710955711,0.08,0.2,-0.0586466165413534,0.0866666666666667,0.2,0,0.0910077519379845,0.0933333333333333,0.025,0.1,0.025,0.1,-0.0677889337553203,0.0933333333333333,0,0.1,0.0666666666666667,0,0.1,0.025,0.1,0.0111111111111111
"cMet",-0.118222573839662,0.0828149001536098,-0.0552380952380952,-0.12576336474913,-0.0941356611729034,-0.0904711702213932,-0.1,-0.069667860229658,0.0586466165413534,-0.178643578643579,-0.178643578643579,-0.0852777777777778,-0.0851668132156898,-0.0746394799054374,0.0428571428571429,-0.03,-0.198194993412385,0.101904761904762,0.101904761904762,0.00636363636363637,0.092470799640611,-0.0128310973512212,-0.135833333333333,0.00636363636363637,0.00759637188208616,0.0166872809729953,-0.0857142857142857,-0.00535116140955557,0.05,-0.101904761904762,0.173333333333333,0.166666666666667,0.0110955710955711,0.0784126984126984,0.0933333333333333,-0.0650295952647576,0.0741666666666667,0.2,0.1,0.0817769827072153,0.0910077519379845,0.0159090909090909,0.0933333333333333,0.025,0.2,-0.0671132580796446,0.0933333333333333,0.1,0.1,0.0866666666666667,0.025,0.2,0.025,0.1,-0.0037037037037037
"Destcompl",-0.105354447311699,-0.0115328765171765,0.0218546028473555,-0.0302941468458894,-0.0587260908753214,0.00783093121598382,-0.00779517286366601,0.00498997493317365,-0.0352976889933412,-0.125132556568727,-0.125132556568727,-0.049594429423312,-0.0100659411225025,-0.0494959072558243,-0.025515080297689,0.0108593322386426,-0.155336188456106,-0.0875426563239699,-0.0875426563239699,0.00978898818516547,-0.0829900660570939,0.0992038730500269,0.133947841709733,0.0165588141039276,0.106746031746032,0.109202172096909,-0.130738852237208,0.0223592231194251,-0.0337164750957854,0.0875426563239699,-0.131934418890941,-0.136438923395445,-0.0467002275393173,-0.0183586613990418,0.00729766042585507,0.0310892721596738,0.0480154820548909,0.00779517286366601,-0.133333333333333,0.0113408008879283,0.0106558693810789,-0.0211087425405749,0.00779517286366601,-0.022374565325385,0.0119047619047619,-0.0802969765633655,0.0105781042180259,0.0119047619047619,0.0111111111111111,0.0638775510204082,-0.0133333333333333,-0.119047619047619,-0.0163636363636364,0.0333333333333333,0.00281513021768498
"TWIST1",0.0248783380910163,0.0838918931705817,-0.00585773240235483,0.113128317240292,0.0553594077751409,-0.0667019504745506,0.0468253968253968,-0.0841508208928117,-0.0794871794871795,-0.10808352211861,-0.10808352211861,-0.0778030303030303,0.0507225116057304,-0.0725638503485884,-0.0666666666666667,-0.143555555555556,-0.123080040526849,-0.0543760215233966,-0.0543760215233966,-0.163921302232119,-0.0506088982357254,-0.0750046563605886,-0.02353014217421,-0.147665144596651,-0.0553235053235053,-0.0543334063136043,-0.112945590994371,-0.0136473212469005,0.155555555555556,0.0543760215233966,0.0336996336996337,0.0384615384615385,0.0425457758221041,-0.0669566992147637,-0.0638466734211415,0.0860909530720852,0.0903030303030303,-0.0468253968253968,0,-0.0493999124107908,-0.0578225770355993,-0.114535446338104,-0.0626148705096073,-0.10209763539283,-0.019047619047619,-0.0762259744037801,-0.0562148705096073,-0.019047619047619,0.233333333333333,0.0903030303030303,-0.133333333333333,0,-0.0942028985507246,-0.0333333333333333,0.0507420703072877
"ZEB2",-0.294769230769231,-0.24024833189631,-0.208131868131868,-0.208126129760055,-0.202689206589646,-0.168263454994286,-0.109393939393939,-0.108328593971603,-0.107282051282051,-0.105442622271563,-0.105442622271563,-0.100024737167594,-0.0980104550749473,-0.0942046313474885,-0.0846153846153846,-0.0592857142857143,-0.0571411526294352,-0.0518181818181818,-0.0518181818181818,-0.0448954703832753,-0.0447518006618649,-0.0388247236634333,-0.0363577362409138,-0.0348954703832753,-0.0288629211164422,-0.0123995064822959,-0.00912638988171331,0.000380713002717653,0.0392857142857143,0.0518181818181818,0.0597222222222222,0.0708333333333333,0.0778355423414781,0.0926410040518484,0.0940350877192983,0.0958066414459857,0.0966233766233766,0.0966666666666667,0.1,0.10060785767235,0.102368421052632,0.10712520877331,0.109393939393939,0.109564233163554,0.11,0.113601726222265,0.116733388935224,0.122727272727273,0.125,0.131168831168831,0.133333333333333,0.133333333333333,0.13859649122807,0.15,0.210644122383253
"ZEB1",-0.25247252317205,-0.0423661168735859,-0.180506822612086,-0.231113983685906,-0.163431484612229,-0.183769551239576,-0.0167247386759582,-0.0849686618761433,-0.0950980392156863,-0.101406567239974,-0.101406567239974,-0.0588608403074267,-0.00210654415319545,-0.0553175332208125,-0.0833333333333333,-0.0965909090909091,-0.0438477171410131,-0.0158700338600342,-0.0158700338600342,-0.0751897507628092,-0.0103582228364121,-0.0364412961822288,-0.101944615637454,-0.0691399286987522,-0.0259394805435372,-0.0187279420819988,-0.101309514749765,-0.0195705293196532,0.0875,0.0158700338600342,0.11765890135174,0.119298245614035,0.0743558906178458,0.0181433750331141,0.00424897914137512,0.0843542375627937,0.0573379976678327,0.0101313320825516,0.166666666666667,0.00210654415319545,0.000776756919152902,0.112581670553684,0.0128785848298043,0.11478431372549,0.00769230769230769,0.0259314988015289,0.00841123087791431,0.0142857142857143,0.15,0.0616858237547893,0.116666666666667,0.166666666666667,0.120666666666667,0,0.211772714712753
"RAS",-0.0379365079365079,-0.28264857881137,-0.0735930735930736,0.000766917251887049,-0.0445080763970059,-0.0213372664700098,0.05,0.0220512820512821,-0.00526315789473684,-0.0925073637702504,-0.0925073637702504,-0.0776470588235294,0.0738531439522764,-0.0608153756552126,0,0.183333333333333,-0.108307692307692,-0.242820512820513,-0.242820512820513,0.181299435028249,-0.327435897435897,0.181225296442688,0.206666666666667,0.203333333333333,0.186147186147186,0.188188002473717,-0.101785714285714,0.0311527504777561,-0.2,0.242820512820513,-0.206666666666667,-0.2,-0.122377291543465,-0.0691172595520422,-0.0794117647058824,0.00337636544190665,0.06,-0.05,0,-0.0781024357369789,-0.0857947434292866,0.00509287925696595,-0.0794117647058824,-0.000789473684210523,-0.1,0.100111359413685,-0.0877450980392157,-0.1,-0.1,0.1,0.04,-0.1,0.015,0,0.116459119496855
"AXIN2",-0.086661940713463,-0.025711240196366,0.00792298865230141,-0.00101095093495525,-0.0583417359546638,-0.0217478794687688,0.0255813953488372,-0.0244273636362886,-0.0343546365914787,-0.089364602781328,-0.089364602781328,-0.0445427728613569,0.0190936376203994,-0.0537836969537662,-0.036140350877193,0.00439560439560439,-0.1100700736982,-0.0684586155606917,-0.0684586155606917,-0.0112074401008827,-0.0723956234347074,0.0856939234221182,0.0871014492753623,-0.0259615384615385,0.0915343915343915,0.0772486772486773,-0.0880925191932772,0.0303504778189732,0.0384615384615385,0.0684586155606917,-0.0971014492753623,-0.0782608695652174,-0.0093735406778885,-0.0755796029424527,-0.0186848436246993,0.0411113933482355,0.0666666666666667,-0.0255813953488372,-0.0666666666666667,-0.0183586613990418,-0.0215239603439422,-0.0105204247659621,-0.0186848436246993,-0.00638249373147937,0,0.0375613972714197,-0.0212005668951395,0,0,0.0333333333333333,0,-0.1,-0.00731707317073171,-0.0333333333333333,0.0287002245066761
"IKK",0.0107647907647908,-0.101739926739927,-0.0262605042016807,0.159103280332331,0.126962895119191,-0.0727099236641221,0.0722222222222222,-0.0159477124183007,-0.212121212121212,-0.039859649122807,-0.039859649122807,-0.0964646464646465,0.0850538474374561,-0.0924646464646465,-0.245454545454545,-0.14,-0.0492196209587514,-0.159709618874773,-0.159709618874773,-0.103218390804598,-0.161118069578998,-0.10061919504644,0.0293436293436293,-0.106666666666667,-0.0888888888888889,-0.074037403740374,-0.0461538461538461,-0.00348942012116871,0.12,0.159709618874773,-0.0428571428571429,0.0571428571428571,0.0764589190877851,-0.0788095238095238,-0.0645299145299145,0.194660894660895,0.0555555555555556,-0.0722222222222222,0,-0.0871635520788063,-0.0752991452991453,-0.0438412698412698,-0.0645299145299145,-0.0682857142857143,-0.15,0.0213803577004417,-0.0752991452991453,-0.15,0.1,0.1,-0.05,0.1,-0.0642857142857143,-0.1,0.0663023679417122
"NFB",0.0119600098882967,-0.0950732600732601,-0.0462605042016807,0.15857529722779,0.122789540384038,-0.0724359510613824,0.0645299145299145,-0.0226143790849673,-0.194660894660895,-0.0394765073603549,-0.0394765073603549,-0.0924646464646465,0.080426396457064,-0.0893000895026212,-0.212121212121212,-0.106666666666667,-0.0458963581188722,-0.161118069578998,-0.161118069578998,-0.098399113696164,-0.164600656643675,-0.0916906236178682,0.0271214071214071,-0.103218390804598,-0.074037403740374,-0.0840745784615636,-0.0442307692307692,-0.00775771280409554,0.14,0.161118069578998,-0.0293436293436293,-0.0428571428571429,0.07861719246908,-0.0859017223910841,-0.0752991452991453,0.197886701112508,0.0964646464646465,-0.0645299145299145,0.1,-0.0850538474374561,-0.0871635520788063,-0.0458020541549953,-0.0752991452991453,-0.0438412698412698,-0.0722222222222222,0.0253670686638968,-0.0865351003553251,-0.0722222222222222,0.12,0.0555555555555556,-0.0642857142857143,0.0571428571428571,-0.0682857142857143,-0.15,0.0637382653776097
"Csn",-0.10326736669878,-0.0765695684738485,0.0338775510204082,0.0142183894523222,-0.0127705523615154,-0.0776350452057591,0.0563218390804598,-0.0773663705781518,-0.112193362193362,-0.0231116625310174,-0.0231116625310174,-0.0671293880249104,0.0626622927596578,-0.0625947818196598,-0.118686868686869,-0.0062049062049062,-0.0289029111434151,-0.174517203554428,-0.174517203554428,-0.000114654133691679,-0.173557510656156,-0.000841638981173865,0.115666666666667,0.00562305078434111,0.00881469979296066,0.0116424632891046,-0.0267586008762479,0.00660501639076223,0.00317460317460317,0.174517203554428,-0.111666666666667,-0.12,0.00277131186383592,-0.057784958293988,-0.0623459354660019,0.109308746808747,0.060719131614654,-0.0563218390804598,-0.02,-0.0639250708715039,-0.0645681576882242,-0.027012987012987,-0.0623459354660019,-0.027012987012987,-0.0666666666666667,0.0181780231798355,-0.0645293415795391,-0.0666666666666667,0.0142857142857143,0.0681818181818182,-0.04,-0.12,-0.0309090909090909,-0.0666666666666667,0.0730564263322884
"cateninnuc",-0.0599657228017884,0.00880461586820224,0.147138790741956,0.0174126671015913,-0.066635944004668,-0.0626694223159935,0.00964013155793978,-0.0582042075098861,-0.0792814493642243,-0.0126453890368957,-0.0126453890368957,0.0511365416193002,-0.0925323375789962,0.0526649258987762,-0.0816070307595731,-0.0012568306010929,-0.00431011838518227,0.0388164538164538,0.0388164538164538,0.0086485808388454,0.0386481036481037,0.00763427520470897,-0.0230568181818182,0.00930217561008723,0.0258080808080808,0.0314015323769758,-0.026135292149527,-0.000900399408209904,-0.0233333333333333,-0.0388164538164538,0.0261818181818182,0.0181818181818182,-0.0152035596069916,0.0167211663185506,-0.00429799668930104,0.0756450857278607,-0.0637802197802198,-0.0108197358197358,0.0333333333333333,-0.00815807943287893,-0.00390117129247564,-0.00343340034281348,-0.003118392427505,-0.00939670309510706,-0.0247086247086247,-0.00116589481698235,-0.003118392427505,-0.0247086247086247,-0.0333333333333333,-0.0468571428571429,0.0036231884057971,0.0333333333333333,-0.0106625258799172,0.00606060606060606,0.0643822331514639
"miR200",-0.270952732903952,-0.101676966927172,-0.200480335267569,-0.264193716087213,-0.284098534050691,-0.180755725755726,-0.116,-0.0532306548257468,-0.0816748768472906,-0.00896505376344087,-0.00896505376344087,-0.0741698292220114,-0.0998240891912841,-0.0764954106173602,-0.112709359605911,-0.0641666666666667,-0.0463793103448276,0.0188825105243016,0.0188825105243016,-0.0520037607778389,0.00965557785597239,-0.0253672316384181,-0.0958433820400057,-0.0780907172995781,-0.0162429180128295,-0.0272147048466853,0.00453761214630779,-0.0541723028023028,0.1375,-0.0188825105243016,0.101503759398496,0.155789473684211,0.0660884839766643,0.0720210122718731,0.102731169626454,0.0980590576382511,0.0919117647058824,0.10695652173913,0.2,0.0998240891912841,0.0982367876039825,0.111756338899196,0.111774647887324,0.127402597402597,0.12,0.0935598540329259,0.109576845689522,0.12,0.1,0.0625,0.142857142857143,0.14,0.122857142857143,0.1,0.217362622864305
"Ecadherin",-0.0483925434943347,0.0130716814291278,0.0846558935933315,0.0690690813251789,-0.123866282998708,-0.00400317561073586,-0.0185134518923849,0.0175268558074999,-0.0362205889606866,-0.00642148303571865,-0.00642148303571865,0.0370628233555063,-0.0345783062748653,0.0238621000282007,-0.0248803827751196,0.075,-0.00224784733164621,0.00262443438914027,0.00262443438914027,0.0767695368724071,0.00318309360701737,0.00803728446839382,-0.004992784992785,0.0610215053763441,0.0168115942028986,0.01414815594624,-0.00614158462259728,0.0120479055277721,-0.1,-0.00262443438914027,-0.00539682539682539,0.00571428571428572,-0.0514697196856117,-0.0111642908209605,0.0402525823271675,0.0284138975108725,-0.0316969696969697,0.0185134518923849,0,0.0375661680862565,0.0419248231298431,-0.0431820938309719,0.0409272449958331,-0.051417387948619,0.0254901960784314,-0.0109494147703398,0.0422605783291665,0.0254901960784314,-0.1,-0.0223636363636364,-0.0127272727272727,0.02,-0.0421390374331551,0.0666666666666667,0.00995705738883909
"HEY1",-0.0504520400618404,0.012630180325375,0.0714979988564894,0.064197286453384,-0.0227952021807915,-0.010015833838584,-0.0254901960784314,0.0199477124183007,-0.0248803827751196,-0.00168214654282766,-0.00168214654282766,0.0316969696969697,-0.0375661680862565,0.0370628233555063,-0.00909090909090909,0.1,-0.000199430199430198,0.00115384615384616,0.00115384615384616,0.0610215053763441,0.00262443438914027,-0.000687547746371277,0.00539682539682539,0.075,0.00666666666666667,0.0168115942028986,-0.00740740740740741,0.0137938417107944,-0.1,-0.00115384615384616,0.00571428571428572,0.02,-0.0471218935986552,-0.00724676504776459,0.0185134518923849,0.0362205889606866,-0.0223636363636364,0.0254901960784314,-0.1,0.0419248231298431,0.0402525823271675,-0.051417387948619,0.0185134518923849,-0.0421390374331551,0.0666666666666667,-0.0102038416109735,0.0409272449958331,0.0666666666666667,0,0.0136363636363636,-0.04,0,-0.0127272727272727,0.1,0.00658627087198516
"FOXC2",-0.0504520400618404,0.012630180325375,0.0714979988564894,0.064197286453384,-0.0227952021807915,-0.010015833838584,-0.0254901960784314,0.0199477124183007,-0.0248803827751196,-0.00168214654282766,-0.00168214654282766,0.0316969696969697,-0.0375661680862565,0.0370628233555063,-0.00909090909090909,0.1,-0.000199430199430198,0.00115384615384616,0.00115384615384616,0.0610215053763441,0.00262443438914027,-0.000687547746371277,0.00539682539682539,0.075,0.00666666666666667,0.0168115942028986,-0.00740740740740741,0.0137938417107944,-0.1,-0.00115384615384616,0.00571428571428572,0.02,-0.0471218935986552,-0.00724676504776459,0.0185134518923849,0.0362205889606866,-0.0223636363636364,0.0254901960784314,-0.1,0.0419248231298431,0.0402525823271675,-0.051417387948619,0.0185134518923849,-0.0421390374331551,0.0666666666666667,-0.0102038416109735,0.0409272449958331,0.0666666666666667,0,0.0136363636363636,-0.04,0,-0.0127272727272727,0.1,0.00658627087198516
"SNAI2",0.0542409557132109,-0.0296508791266286,-0.0744421906693712,-0.0543024664267839,0.000721832132229077,0.00494132694530339,-0.0215584415584416,0.00398824111228355,0.0447368421052632,0.000320956576463184,0.000320956576463184,-0.0399841988077282,-0.0124065268458052,-0.0449531429071071,0.0429824561403509,-0.0141176470588235,0.00111964041536358,0.0251216647797361,0.0251216647797361,0.00439341933956681,0.0274047698025671,-0.00215491259795057,-0.0344723722476111,0.000168067226890756,-0.00918846411804158,-0.0192363110079937,0.00692307692307692,-0.0343953853364265,0.02,-0.0251216647797361,0.028448275862069,0.025,-0.0087142072651641,0.0266773587412455,0.0201499908542162,-0.0512303485987697,0.0442577030812325,0.0215584415584416,0.1,0.0111642908209605,0.00724676504776459,0.0568627450980392,0.0201499908542162,0.0568627450980392,0.00727272727272727,0.0266189324948611,0.00678100689699695,0.00727272727272727,0,0.0156862745098039,0.0333333333333333,0,0.0392156862745098,-0.02,0.00108974358974359
"KLF4",0.0504520400618404,-0.012630180325375,-0.0714979988564894,-0.064197286453384,0.0227952021807915,0.010015833838584,0.0254901960784314,-0.0199477124183007,0.0248803827751196,0.00168214654282766,0.00168214654282766,-0.0316969696969697,0.0375661680862565,-0.0370628233555063,0.00909090909090909,-0.1,0.000199430199430198,-0.00115384615384616,-0.00115384615384616,-0.0610215053763441,-0.00262443438914027,0.000687547746371277,-0.00539682539682539,-0.075,-0.00666666666666667,-0.0168115942028986,0.00740740740740741,-0.0137938417107944,0.1,0.00115384615384616,-0.00571428571428572,-0.02,0.0471218935986552,0.00724676504776459,-0.0185134518923849,-0.0362205889606866,0.0223636363636364,-0.0254901960784314,0.1,-0.0419248231298431,-0.0402525823271675,0.051417387948619,-0.0185134518923849,0.0421390374331551,-0.0666666666666667,0.0102038416109735,-0.0409272449958331,-0.0666666666666667,0,-0.0136363636363636,0.04,0,0.0127272727272727,-0.1,-0.00658627087198516
"cateninmemb",0.0914844478345622,-0.0849667414858871,-0.149352261442629,-0.0860029342126555,0.00218742661766687,0.00948617033399156,-0.0976288189694482,0.126906488479936,0.0938894095595126,0.00665759394303992,0.00665759394303992,-0.0951766444937177,-0.0825906008530673,-0.0892091942224699,0.0763636363636364,0.05625,0.00382080158616471,0.0371191553544495,0.0371191553544495,0.0794063796460926,0.0354431777008182,-0.0130905809547736,-0.0487542087542088,0.0809811827956989,-0.0344347826086956,-0.0341926518580903,0.0158931082981716,-0.0704462613736864,-0.05,-0.0371191553544495,0.0500529100529101,0.0352380952380952,-0.0601210399584897,0.0520816712308396,0.0915418624477091,-0.096491640042784,0.081030303030303,0.0976288189694482,0.1,0.0782955494991925,0.0791672805079098,0.0386963632688314,0.0907322672453103,0.0359512652296157,0.0627450980392157,0.0793632008947027,0.0780656005786436,0.0627450980392157,-0.1,0.0663636363636364,0.0163636363636364,0.04,0.0163636363636364,0.0333333333333333,-0.0129945406831442
