"","FOXC2","GSK3","SOSGRB2","cateninmemb","Ecadherin","SNAI1","Frizzled","TWIST1","NOTCHic","ZEB2","ZEB1","TGFR","cateninnuc","TGF","Csl","SMO","miR200","RAF","DELTA","SHH","RAS","HEY1","AKT","Patched","ILK","SMAD","KLF4","SNAI2","FUS","PI3K","IKK","NFB","Jagged","AXIN2","cMet","NOTCH","CDC42","SRC","TrCP","TCFLEF","CD44","MEK","Wnt","ERK","STAT","Destcompl","GLI","DSH","SUFU","PAK1","EGR1","Csn","cfos","LIV1","RKIP"
"Wnt",-0.220485829959514,-0.0818181818181818,-0.0212121212121212,-0.0205508474576271,-0.0757755423176351,-0.0527950310559006,-0.1,-0.0858823529411765,-0.0571428571428571,-0.295695839311334,-0.295695839311334,-0.0466666666666667,0.0269518996165911,-0.0249275362318841,-0.1,0.1,-0.327878787878788,-0.180451127819549,-0.180451127819549,0.177056277056277,-0.175905673274094,0.185641025641026,0.2575,0.181818181818182,0.203418803418803,0.229000198767641,-0.317647058823529,0.0331896551724138,-0.1,0.180451127819549,-0.22,-0.2,-0.128259803921569,-0.0206060606060606,0,0.0238095238095238,0,0,-0.1,-0.0302631578947368,-0.00526315789473684,-0.0474509803921569,0,-0.0533333333333333,-0.1,0.0168013200703622,-0.00526315789473684,0,0,0.1,0,-0.1,-0.0333333333333333,0,0.0983333333333333
"SRC",-0.194892623716153,-0.274285714285714,-0.221428571428571,-0.136953300404131,-0.138658857482387,-0.0719097024104941,-0.05,-0.0310774283188076,0.164761904761905,-0.283528002395927,-0.283528002395927,-0.0632936507936508,-0.0461881466652713,-0.0723845598845599,0.16,0.23,-0.299759918020788,-0.116362119315811,-0.116362119315811,0.217363834422658,-0.117877270830963,0.241277722608408,0.129059829059829,0.211481481481481,0.23640350877193,0.213880986249407,-0.185529715762274,0.0274493689126285,-0.15,0.116362119315811,-0.117948717948718,-0.0333333333333333,-0.139683603857916,0.0382017935313868,0.05,-0.154047619047619,0.101388888888889,0.05,0.1,0.0446221511395442,0.0385245901639344,0.0815323041738136,0.05,0.106060606060606,0.2,0.0761538461538462,0.0385245901639344,0.1,-0.1,0.0888888888888889,0.166666666666667,0,0.139393939393939,0.2,0.206875203649397
"Jagged",0.00142857142857143,-0.0409961685823755,-0.08,-0.0486226449606731,-0.00807017543859649,0.1,-0.1,-0.004,0.06,-0.280676328502415,-0.280676328502415,0.0444444444444444,-0.0236230436230436,0.0724444444444445,0,0.133333333333333,-0.310909090909091,-0.00666666666666667,-0.00666666666666667,0.225641025641026,-0.0157575757575758,0.133333333333333,0.188888888888889,0.233333333333333,0.233333333333333,0.247619047619048,-0.311111111111111,0.0596279537456008,-0.1,0.00666666666666667,-0.133333333333333,-0.1,-0.172121212121212,0.0371428571428571,0.08,-0.102857142857143,-0.1,0.1,0,0.00494172494172495,0.0261538461538462,-0.02,0.08,-0.02,0,0.0395212355212355,0.0261538461538462,0,0,0,0.1,0,0,0,-0.0205128205128205
"DSH",-0.211022425147272,-0.0694747943471841,-0.0241685144124169,-0.0233732155096772,-0.0809217569458515,-0.0480469289164941,0.00526315789473684,-0.0952035282197986,-0.0257703081232493,-0.278934320639782,-0.278934320639782,-0.0296894409937888,0.0192476211108879,-0.0161005908195728,-0.0238095238095238,0.177056277056277,-0.306156226903178,-0.181417484297716,-0.181417484297716,0.168031935081213,-0.172173786818725,0.187992649381227,0.261594827586207,0.193185309314342,0.203766553907828,0.204143912398394,-0.291803323271056,0.0242628346820042,-0.181818181818182,0.181417484297716,-0.25125,-0.2575,-0.11670236910832,-0.0303499522751804,-0.0302631578947368,0.02646960882255,0.0249275362318841,-0.00526315789473684,-0.2,-0.020761423426115,-0.0269518996165911,-0.0601215456943011,-0.0302631578947368,-0.0548583877995643,0,0.0198714599857246,-0.0283023735810114,0,-0.1,0.0466666666666667,-0.0533333333333333,-0.22,-0.0474509803921569,0,0.0848967698967699
"NOTCH",0.00755102040816327,-0.0159961685823755,-0.0957894736842105,-0.0575231685208826,-0.0137153367289191,0.0984615384615384,-0.08,-0.0124745762711864,0.102857142857143,-0.265861513687601,-0.265861513687601,0.0724444444444445,-0.0338271252556967,0.0917992831541219,0.06,0.233333333333333,-0.285194805194805,-0.0157575757575758,-0.0157575757575758,0.213876319758673,-0.0201054018445323,0.155072463768116,0.211111111111111,0.225641025641026,0.247619047619048,0.214285714285714,-0.280676328502415,0.0464004405180876,-0.133333333333333,0.0157575757575758,-0.188888888888889,-0.133333333333333,-0.164713804713805,0.0314824797843666,0.0261538461538462,-0.167373271889401,-0.0444444444444444,0.08,0,0.0236230436230436,0.00494172494172495,-0.0557142857142857,0.0261538461538462,-0.02,0.1,0.0526053476707682,0.00494172494172495,0.1,-0.1,-0.1,0,-0.1,-0.02,0,-0.0377541998231653
"STAT",-0.0393865030674847,-0.0683155318202047,-0.146346469622332,-0.128126177138473,-0.105041137965296,0.0739236221928324,-0.0446428571428571,0.0532599501115243,0.125702172760996,-0.259835036758114,-0.259835036758114,0.0231459330143541,-0.049189435866859,0.029426126251069,0.13921568627451,0.205,-0.286861003850061,0.0301488833746898,0.0301488833746898,0.185860259312616,0.0383578385985704,0.226666666666667,0.195980629539952,0.202674418604651,0.212399355877617,0.212399355877617,-0.169875222816399,0.0150696906058572,-0.225,-0.0301488833746898,-0.194285714285714,-0.18,-0.131184601404956,0.0518309141838554,0.0400974025974026,-0.124731298974589,-0.0284090909090909,0.0446428571428571,-0.1,0.0502621414687661,0.0512085137085137,-0.0661859582542695,0.0400974025974026,-0.0694117647058824,0.0571428571428571,0.0559736290024369,0.0493411000763942,0.0571428571428571,-0.15,0.00909090909090909,0,-0.1,-0.04,0.2,-0.0181901544401544
"LIV1",0.0166556647890443,-0.020590367965368,-0.0139301430143014,-0.0609112655982138,-0.0133797370771931,0.105385003604997,-0.0266666666666667,0.0195505364201016,0.166153846153846,-0.243649020274449,-0.243649020274449,0.105907817672524,-0.0479857009621434,0.0982575444484798,0.176923076923077,0.23010752688172,-0.263739644450304,-0.0212165896168766,-0.0212165896168766,0.195774193548387,-0.0180347714350584,0.224545080400976,0.218396686159844,0.196774193548387,0.206221198156682,0.192672811059908,-0.245384335154827,0.0346490778616806,-0.233333333333333,0.0212165896168766,-0.231359649122807,-0.220833333333333,-0.17270875937287,0.0613941816153918,0.0401801801801802,-0.15956043956044,-0.0907563025210084,0.0266666666666667,-0.133333333333333,0.0503305285483503,0.0510712692890911,-0.0809658560550233,0.0371929824561403,-0.0822991893883567,0.06,0.0669519753741199,0.0474368848951647,0.06,-0.233333333333333,-0.080952380952381,-0.04,-0.208333333333333,-0.0704347826086957,0.1,-0.051801826166467
"Patched",-0.065,-0.00183150183150183,-0.05,-0.0589068100358423,0.037348975188781,0.00591397849462366,0.1,0.0037037037037037,0.2,-0.233333333333333,-0.233333333333333,0.0466666666666667,-0.010722761596548,0.0216666666666667,0.2,0.2,-0.242857142857143,-0.00769230769230769,-0.00769230769230769,0.105,-0.00144230769230769,0.171794871794872,0.0142857142857143,0.08,0.166666666666667,0.156666666666667,-0.216666666666667,0.00300383141762452,-0.1,0.00769230769230769,0,0.1,-0.16021164021164,-0.00995670995670996,0,-0.209090909090909,0.0333333333333333,0,0,0.0311111111111111,0.02,0.101538461538462,-0.1,0.14,0.1,0.00591408591408592,-0.075,0,0,0.0333333333333333,0.1,0,0.2,0.1,0.0685714285714286
"SHH",-0.075,0.00769230769230769,-0.05,-0.0672401433691756,0.0286111111111111,-0.0166666666666667,0,0,0.2,-0.225,-0.225,-0.0333333333333333,-0.0311111111111111,0.0466666666666667,0.1,0.1,-0.25,0,0,0.08,-0.00769230769230769,0.133333333333333,0,0.2,0.133333333333333,0.166666666666667,-0.25,0.0123371647509579,0,0,0.1,0,-0.134285714285714,-0.019047619047619,0,-0.2,0.0333333333333333,0.1,0,0.02,0,0.14,-0.1,0.2,0.1,0.00701298701298702,-0.1,0,0,0,0,0,0.1,0,0.04
"SMO",-0.0512068965517241,0.003022867100537,0.00789473684210527,-0.0443437032397258,0.0428840305393345,0.00591397849462366,0.1,0.0213507625272331,0.209090909090909,-0.218079096045198,-0.218079096045198,0.0216666666666667,-0.00997088189729988,0.0243693693693694,0.2,0.08,-0.239059674502712,-0.00144230769230769,-0.00144230769230769,0.110555555555556,-0.00376788908765653,0.167032967032967,0.0342857142857143,0.105,0.156666666666667,0.170952380952381,-0.225,0.014432402846196,-0.2,0.00144230769230769,-0.0142857142857143,0,-0.163783068783069,-0.00650843409464099,0.02,-0.224090909090909,-0.0466666666666667,0,0,0.010722761596548,0.0311111111111111,0.110629370629371,-0.075,0.101538461538462,0,0.000487729324938629,-0.0638888888888889,-0.1,-0.1,0.0333333333333333,0.2,0.1,0.14,0.1,0.0407936507936508
