"","PAK1","CDC42","SOSGRB2","ZEB2","TrCP","SUFU","FUS","AKT","IKK","SMO","Jagged","Patched","NFB","Csn","RAF","DELTA","MEK","KLF4","Ecadherin","ERK","EGR1","cfos","FOXC2","miR200","Frizzled","SRC","DSH","STAT","Wnt","cateninnuc","TCFLEF","cMet","cateninmemb","GLI","SNAI1","CD44","PI3K","AXIN2","RAS","Csl","HEY1","NOTCH","SHH","RKIP","NOTCHic","TWIST1","ILK","SMAD","LIV1","Destcompl","SNAI2","ZEB1","TGFR","TGF","GSK3"
"miR200",0.0458333333333333,0.016421568627451,-0.0133591231463572,-0.0537051971326165,0,0.02,0.0325,-0.0253851610157469,-0.0329323308270677,0.0191666666666667,-0.0332873331734996,0.00271097046413502,-0.0357894736842105,-0.02,0.134102564102564,0.134102564102564,-0.0372541743970315,-0.0626466528640442,0.155256521097692,-0.0433766233766234,-0.0142857142857143,-0.0342857142857143,-0.0230887811375616,-0.0744632095716848,-0.116,-0.112173913043478,-0.16,-0.16,-0.128676056338028,-0.1346273580353,-0.141900085308027,-0.124849969381506,-0.0683564015704933,-0.148456276118248,0.0306647056647057,-0.14507468848263,-0.134102564102564,-0.0995922408465448,-0.140835731184858,0.0594088669950739,0.00169491525423729,0.0392841835740725,-0.00597184002935241,0.0281554569185679,0.0387192118226601,-0.0949168418493572,0.00635857096034087,0.00291029509827191,-0.2,-0.182682268182468,-0.140731074425892,0.0537051971326165,0.00132036685641999,-0.0108889354691614,-0.115923097957552
"RAS",-0.06,-0.1,0.0887445887445888,-0.0453645066273932,0.1,0.1,0.1,0.175555555555556,0.186666666666667,0.1,0.147865168539326,0.088,0.166666666666667,0.2,-0.0407692307692308,-0.0407692307692308,0.0783023735810113,-0.0546428571428571,-0.0351458844407328,0.0802631578947368,0.1,0.075,-0.0647619047619048,0.0606769230769231,0.1,0.1,0.1,0.1,0.117647058823529,0.116865077860728,0.119414652931549,0.117647058823529,-0.0143414769929407,0.125980392156863,0.0842969518190757,0.124030037546934,0.0407692307692308,0.0967325428194994,-0.04,-0.2,-0.000592885375494072,-0.21390268123138,-0.0896949152542373,-0.0397924528301887,-0.215789473684211,0.113202400436443,-0.104329004329004,-0.106369820655535,0,-0.0779581512139652,-0.131807741509751,0.0453645066273932,0.0941176470588235,0.103028538147932,-0.0674418604651163
"ZEB1",-0.176819923371648,-0.184066300183242,-0.180350877192982,-0.0338880850460355,-0.133333333333333,-0.0416666666666667,-0.0666666666666667,-0.132145116890587,-0.126430831176301,-0.0803030303030303,-0.132089097142354,-0.0685383244206774,-0.128070175438597,-0.133333333333333,0.129560068798823,0.129560068798823,-0.102152889349572,-0.0294195688889779,0.0828877490487512,-0.106117647058824,-0.1,-0.112,-0.0469844225225198,-0.123725876690109,-0.136469221835076,-0.126579111944966,-0.104761904761905,-0.0948717948717949,-0.155699991065845,-0.131659803018636,-0.12901792434936,-0.146186955082221,0.00814959579258872,-0.145734355327013,0.128908085345754,-0.136464732859998,-0.129560068798823,-0.0639551530909461,-0.129087627853941,0.139583333333333,0.0728648984866601,0.162918287149571,0.0575062959509265,0.141538010667604,0.151348039215686,2.00283352767616e-05,0.0878056073777107,0.0873248381469415,-0.133333333333333,-0.166991429453842,-0.0961802827038571,0.0338880850460355,0.162238889015729,0.157120778779509,-0.0829574135826059
"Csn",0.159090909090909,0.160583446404342,0.0594557823129252,0.035232423490488,0.22,0.0142857142857143,0.0253968253968254,0.123366666666667,0.124166666666667,0.0223665223665224,-0.0286058142312769,0.0191407159149095,0.12,0.12,-0.208821664704284,-0.208821664704284,0.0837635281385281,0.0352955541190835,-0.0206250762225109,0.0848051948051948,0.09,0.0809090909090909,0.0790344687775272,-0.00575341518799865,-0.129885057471264,-0.129885057471264,-0.133333333333333,-0.133333333333333,-0.128680238194156,-0.128983536103361,-0.12880313923024,-0.128680238194156,0.0528431052504442,-0.129116919416863,-0.122452825360896,-0.1291246826386,0.208821664704284,-0.0980610638967579,0.210932989080484,-0.0909090909090909,0.00761904761904762,-0.0948051948051948,-0.0183210437837619,-0.13167263770712,-0.0948051948051948,-0.119513791491351,0.00184135610766046,0.00261256433388153,-0.133333333333333,0.270958759661187,-0.103398082050075,-0.035232423490488,-0.160583446404342,-0.160822109888829,0.339043713176368
"NFB",-0.0666666666666667,-0.0303030303030303,-0.0295886775762937,0.0629402241235272,0.3,0.08,0.08,0.226027456027456,0.228249678249678,0.105925925925926,0.06982822364414,0.116270753512133,0.230952380952381,0.314285714285714,-0.148837367824612,-0.148837367824612,0.107366946778711,0.0672161172161172,-0.061250890273224,0.110634920634921,0.0928571428571429,0.112857142857143,0.184796398820303,-0.010906310730296,0.0213675213675214,0.0213675213675214,0.0444444444444444,0.0444444444444444,0.0321367521367521,0.0395154094138659,0.0413193309824934,0.0321367521367521,0.0736932040349182,0.0422491116873139,-0.152024159472659,0.0417412719107634,0.148837367824612,0.0578368794326241,0.154807517078344,-0.194805194805195,-0.0958093763821318,-0.186919890145697,-0.110246657126591,-0.158904301527252,-0.183694083694084,0.115709617180205,-0.108140814081408,-0.104051594750553,0.1,0.241280682257062,0.279048236735389,-0.0629402241235272,0.0215030303030303,0.0303637897967012,0.327193492781728
"IKK",-0.1,-0.0666666666666667,-0.0453781512605042,0.069453634085213,0.2,0.1,0.08,0.228249678249678,0.230952380952381,0.08,0.0647922524211184,0.105925925925926,0.314285714285714,0.3,-0.147428917120387,-0.147428917120387,0.110634920634921,0.0787545787545788,-0.0614114039168837,0.112857142857143,0.05,0.0928571428571429,0.185194805194805,-0.00697881828316611,0.0444444444444444,0.0444444444444444,0.1,0.1,0.0213675213675214,0.0413193309824934,0.0417412719107634,0.0213675213675214,0.0727428344467451,0.0321367521367521,-0.149010460842522,0.0321367521367521,0.147428917120387,0.055,0.148837367824612,-0.209090909090909,-0.0993808049535604,-0.183694083694084,-0.116270753512133,-0.162750455373406,-0.194805194805195,0.106503267973856,-0.111111111111111,-0.108140814081408,0.1,0.239785665645766,0.27945474080043,-0.069453634085213,0.0303030303030303,0.0215030303030303,0.321703296703297
"cateninmemb",0.0196363636363636,-0.000363636363636366,0.045231109506184,0.0758335656537496,0.1,0.1,0.1,0.0516883116883117,0.0542857142857143,0.06875,-0.0464213826101303,0.0655241935483871,0.0542857142857143,0.04,-0.0577526395173454,-0.0577526395173454,0.0988977709171766,0.0672292545710267,0.0658386101639877,0.09223110425051,0.110909090909091,0.0932620320855615,0.0680383248921348,-0.0229034817861633,-0.0324669402644779,-0.0324669402644779,-0.0254901960784314,-0.0254901960784314,-0.0445359057817193,-0.0401837966251348,-0.0399036845803169,-0.0437712880905649,0.0332458225317912,-0.0432025724483859,-0.0272373343845044,-0.0427679436089595,0.0577526395173454,0.010329150280344,0.0569146506905298,-0.0572248803827751,0.00143333965679011,-0.04781239427539,-0.0749730124460249,-0.0417158283129391,-0.0541320968776205,-0.0375681406019888,-0.00857971014492753,-0.0107588869003755,-0.0666666666666667,0.0740507011075642,0.0608210133222519,-0.0758335656537496,-0.00988026607538802,-0.0147627253882271,0.0694072962129086
"ERK",0.125714285714286,0.132256341789052,0.269534288796425,0.0880717076792948,0.214285714285714,0.08,0.084,0.238291953144894,0.238291953144894,0.0790819672131148,0.105359960256289,0.0797355619843566,0.222997835497835,0.201785714285714,-0.266006216006216,-0.266006216006216,0.104327460521502,0.0900325870563767,-0.180646479000059,0.102934702861335,0.176551724137931,0.182934702861335,0.11173473207956,-0.0159268788334378,0.0394871794871795,0.0347503373819163,0.0433333333333333,0.0385964912280702,0.0373892773892774,0.0337246828096408,0.0325441272540853,0.0326524352840142,0.137631097216493,0.0356348914243651,-0.125251499611358,0.0308712648005537,0.266006216006216,0.018316564480504,0.265016116996315,-0.226495726495726,-0.0688778498617839,-0.233693898645271,-0.081667929134115,-0.314700338425944,-0.234524923576018,-0.0238393188764405,-0.0892053687342501,-0.0885974659986878,0.0333333333333333,0.304960192150623,-0.357980839064514,-0.0880717076792948,-0.138095757847446,-0.140018834770523,0.262444596394391
"MEK",0.14,0.125714285714286,0.265650793650794,0.0910638336635467,0.2,0.1,0.08,0.238291953144894,0.222997835497835,0.084,0.105661165075566,0.0790819672131148,0.201785714285714,0.214285714285714,-0.261244311244311,-0.261244311244311,0.102934702861335,0.0915829746532759,-0.180749465611799,0.182934702861335,0.18,0.176551724137931,0.110196270541098,-0.014211192558928,0.0433333333333333,0.0385964912280702,0.0333333333333333,0.0333333333333333,0.0394871794871795,0.0325441272540853,0.0308712648005537,0.0347503373819163,0.137539100896346,0.0373892773892774,-0.124788536648395,0.0326524352840142,0.261244311244311,0.0191295726105853,0.266006216006216,-0.211111111111111,-0.0671713652201457,-0.234524923576018,-0.0797355619843566,-0.311079168509509,-0.226495726495726,-0.0212040900276194,-0.0873603502840656,-0.0892053687342501,0,0.303419418005565,-0.35762015376244,-0.0910638336635467,-0.132256341789052,-0.138095757847446,0.261808810744981
"Jagged",0.2,0.2,0.22,0.113768115942029,0,0,0,0,-0.0333333333333333,-0.0333333333333333,0.032987012987013,-0.0583333333333333,0,0,-0.18,-0.18,0.0133333333333333,0.0833333333333333,-0.12740350877193,-0.02,0.1,0,0.0542857142857143,0.0127272727272727,0.1,0.1,0,0,0.16,0.106353646353646,0.10965034965035,0.16,0.0697292847997073,0.136923076923077,-0.125,0.136923076923077,0.18,0.0942857142857143,0.189090909090909,-0.1,0.133333333333333,-0.162857142857143,0.0814102564102564,-0.123076923076923,-0.12,-0.028,0.0333333333333333,0.0380952380952381,0,0.180725868725869,-0.0285822021116139,-0.113768115942029,-0.144444444444444,-0.132444444444444,0.165900383141762
"GLI",0.105,0.111896551724138,0.215117419453703,0.118021932070319,-0.0166666666666667,-0.114285714285714,-0.114285714285714,0.034889866034133,0.033327366034133,-0.119548872180451,0.0464648702073341,-0.113426423200859,0.0312865497076023,-0.00555555555555556,-0.0200030727324065,-0.0200030727324065,0.119970223147019,0.114694122694123,-0.150444494110436,0.117207792207792,0.0857142857142857,0.110714285714286,0.0401188940488476,0.0402572040962134,0.203870967741936,0.133870967741935,0.22,0.15,0.197988614800759,0.134572311733323,0.135947087585086,0.126553894571204,0.0936940516603524,0.102669465864589,-0.137638271131751,0.131726308364307,0.0200030727324065,0.106964070048309,0.0202010925343867,-0.0605481874447392,-0.00160647219221073,-0.0536434255399773,0.110545764764645,-0.163636234669005,-0.0555481874447392,-0.0880279284948215,-0.00470641204629491,-0.00524695258683545,0.15,0.150516815206156,-0.0917420033330134,-0.118021932070319,-0.120072652353069,-0.121719711176598,0.030926739153127
"TCFLEF",-0.0205128205128205,-0.00888491353607633,0.190894518654998,0.118727715754032,0.142857142857143,-0.0833333333333333,-0.103333333333333,0.15113089014772,0.15221784666946,-0.089047619047619,0.175005637409217,-0.0825960061443932,0.145766233766234,0.133766233766234,-0.141667289259347,-0.141667289259347,0.202923510867762,0.0201967150496562,-0.109557319085634,0.205644599303136,0.185714285714286,0.202787456445993,0.047489826115503,0.0511442306020619,0.200686274509804,0.205833333333333,0.215686274509804,0.220833333333333,0.203250377073907,0.114031337645907,0.11428906960467,0.208397435897436,0.0616674446813256,0.208219321173285,-0.0420587826863977,0.212799951620706,0.141667289259347,0.0827921855921856,0.141798695304025,-0.263876932886976,0.0032218733149364,-0.262248374486872,0.0838230000094239,-0.14612618818019,-0.26191614857325,0.0878230571533508,-0.0527913723703197,-0.0522177586035893,0.233333333333333,-0.100455288979493,0.285737997312736,-0.118727715754032,0.00514659577906698,0.00845785405721268,-0.134123455023553
"KLF4",0,0.028,0.115423098913665,0.143859649122807,0.1,-0.2,-0.1,0.178941798941799,0.175238095238095,-0.05,0.0719185861614647,-0.0625,0.18,0.2,-0.168333333333333,-0.168333333333333,0.164167815204807,0.103703703703704,-0.0308552051392079,0.175508021390374,0.16,0.187272727272727,0.140051197598082,-0.0493325193325193,0.0627450980392157,0.0627450980392157,0.0333333333333333,0.0333333333333333,0.0836753305973552,0.0730235523577271,0.0719027553465191,0.0836753305973552,-0.0102058623400087,0.0767787788732173,-0.161235675945773,0.0775883740756161,0.168333333333333,0.0511866703643169,0.172745098039216,-0.134545454545455,0.00432391138273491,-0.156411976520495,0.0807795698924731,-0.181457431457431,-0.145071770334928,0.0677124183006536,-0.024,-0.0211014492753623,0.1,0.183928257606508,0.163512002753595,-0.143859649122807,-0.00266666666666667,0.00367479674796748,0.179586873938191
"HEY1",0,0.028,0.115423098913665,0.143859649122807,0.1,-0.2,-0.1,0.178941798941799,0.175238095238095,-0.05,0.0719185861614647,-0.0625,0.18,0.2,-0.168333333333333,-0.168333333333333,0.164167815204807,0.103703703703704,-0.0308552051392079,0.175508021390374,0.16,0.187272727272727,0.140051197598082,-0.0493325193325193,0.0627450980392157,0.0627450980392157,0.0333333333333333,0.0333333333333333,0.0836753305973552,0.0730235523577271,0.0719027553465191,0.0836753305973552,-0.0102058623400087,0.0767787788732173,-0.161235675945773,0.0775883740756161,0.168333333333333,0.0511866703643169,0.172745098039216,-0.134545454545455,0.00432391138273491,-0.156411976520495,0.0807795698924731,-0.181457431457431,-0.145071770334928,0.0677124183006536,-0.024,-0.0211014492753623,0.1,0.183928257606508,0.163512002753595,-0.143859649122807,-0.00266666666666667,0.00367479674796748,0.179586873938191
"FOXC2",0,0.028,0.115423098913665,0.143859649122807,0.1,-0.2,-0.1,0.178941798941799,0.175238095238095,-0.05,0.0719185861614647,-0.0625,0.18,0.2,-0.168333333333333,-0.168333333333333,0.164167815204807,0.103703703703704,-0.0308552051392079,0.175508021390374,0.16,0.187272727272727,0.140051197598082,-0.0493325193325193,0.0627450980392157,0.0627450980392157,0.0333333333333333,0.0333333333333333,0.0836753305973552,0.0730235523577271,0.0719027553465191,0.0836753305973552,-0.0102058623400087,0.0767787788732173,-0.161235675945773,0.0775883740756161,0.168333333333333,0.0511866703643169,0.172745098039216,-0.134545454545455,0.00432391138273491,-0.156411976520495,0.0807795698924731,-0.181457431457431,-0.145071770334928,0.0677124183006536,-0.024,-0.0211014492753623,0.1,0.183928257606508,0.163512002753595,-0.143859649122807,-0.00266666666666667,0.00367479674796748,0.179586873938191
"cateninnuc",0.084,0.0855384615384615,0.0815394708760503,0.146871045951748,0.166666666666667,0.0333333333333333,0.0133333333333333,0.178823863636364,0.174136363636364,0.00185792349726776,-0.00879886808897974,0.00620574958422428,0.176136363636364,0.179166666666667,-0.178585783585784,-0.178585783585784,0.169820540261028,0.109325668400402,-0.018278912293439,0.166150815490386,0.170289855072464,0.162353347135956,0.114727960564026,-0.000623219917430384,-0.00521761343679152,-0.00392385392385392,0.00163170163170163,0.00163170163170163,-0.00739152648026978,-0.104655626299518,-0.00468324297999266,-0.00609776696733218,-0.0361056990557104,-0.00581049881228559,-0.170516972975001,-0.00490729077685599,0.178585783585784,-0.0200832687091445,0.178754133754134,-0.153546767106089,0.0119852823548232,-0.151876576831248,-0.00816653389794977,-0.194664874414254,-0.150058395013066,-0.0189107810520747,-0.012027417027417,-0.0110724374912642,-0.00606060606060606,0.19762575072087,0.166287478545726,-0.146871045951748,-0.0895614500442087,-0.089343109432855,0.18793661119802
"TGF",0.22,0.22,0.205263157894737,0.148016087649955,0,0.133333333333333,0.113333333333333,0.043859649122807,0.0333333333333333,0.0966666666666667,0.132302405498282,0.0863218390804598,0.0333333333333333,0.0333333333333333,-0.0369047619047619,-0.0369047619047619,0.0363742690058479,0.1534706331045,-0.0931787357401061,0.0385964912280702,0.0333333333333333,0.0333333333333333,0.0266459627329193,0.000225062294027806,0.0428571428571429,0.0333333333333333,0,0,0.0728571428571429,0.0508660588005176,0.0546938099966898,0.0633333333333333,0.0367746054336277,0.074743935309973,-0.216783216783217,0.0652201257861635,0.0369047619047619,0.0355820105820106,0.044047619047619,-0.0333333333333333,-0.0845261121856866,-0.0605747126436782,-0.0738218390804598,-0.205627705627706,-0.0433333333333333,-0.170185185185185,-0.0887878787878788,-0.0887878787878788,0,0.0602309574370337,-0.152093228712087,-0.148016087649955,-0.200952380952381,-0.290238095238095,0.144727114590128
"TGFR",0.22,0.200952380952381,0.204028589993502,0.152167031046181,0.0333333333333333,0.113333333333333,0.0966666666666667,0.0554875560995512,0.043859649122807,0.0863218390804598,0.126505304049006,0.0738218390804598,0.0333333333333333,0.0333333333333333,-0.044047619047619,-0.044047619047619,0.0459633101017384,0.148113490247358,-0.0936898089939392,0.0363742690058479,0.0333333333333333,0.0385964912280702,0.0305760937372861,-0.00651980574116281,0.0728571428571429,0.0633333333333333,0.0428571428571429,0.0333333333333333,0.074743935309973,0.053434703618941,0.0508660588005176,0.0652201257861635,0.0400078617846669,0.0650665159551343,-0.220618025042804,0.0546938099966898,0.044047619047619,0.0300026114403797,0.044047619047619,-0.0433333333333333,-0.0845261121856866,-0.0684883817084264,-0.0732568673290473,-0.214199134199134,-0.0605747126436782,-0.179793726110452,-0.0887878787878788,-0.0919907257629678,0,0.0600293445338079,-0.154176562045421,-0.152167031046181,-0.290238095238095,-0.294493414387031,0.14399361825761
"ILK",0.35,0.344117647058824,0.233461538461538,0.17318791891848,0,0,0,0.0238310708898944,0.00588235294117647,0,-0.0498245614035088,-0.00769230769230769,0,0.0333333333333333,-0.221316017316017,-0.221316017316017,0.124640675942508,0.17609649122807,-0.140245924134242,0.113165266106443,0.133333333333333,0.119047619047619,0.078787456445993,0.015457297834347,-0.0888888888888889,-0.0888888888888889,-0.1,-0.1,-0.0845410628019324,-0.0844913309506978,-0.0846975165177081,-0.0845410628019324,0.112972058893829,-0.0830026012634708,-0.208506441223833,-0.0830026012634708,0.221316017316017,-0.0638095238095238,0.232274921425606,-0.075,0.0539669727239095,-0.0955955334987593,0.0132478632478632,-0.227359405300582,-0.0826923076923077,-0.193132629625858,0.0453381352541016,0.0461381352541016,-0.1,0.28179980755755,-0.208673579541645,-0.17318791891848,-0.340117647058824,-0.339304638928742,0.260521885521886
"Destcompl",0.240816326530612,0.244264602392681,0.101059931909105,0.176919959473151,0.1,0.122222222222222,0.111877394636015,0.112134953745692,0.108108108108108,0.109020251778872,-0.207909450490718,0.109538386493898,0.1,0.1,-0.144658268179928,-0.144658268179928,0.136791333450391,0.187751086841689,-0.0793941780251592,0.133837746952501,0.125641025641026,0.125641025641026,0.0418391817218097,-0.0356731691277308,-0.190258751902588,-0.190258751902588,-0.188888888888889,-0.188888888888889,-0.190258751902588,-0.191741684803277,-0.192149639928213,-0.190756264340398,0.231970822446368,-0.191186395687374,-0.216295136291161,-0.191875667325473,0.144658268179928,-0.0965605386132092,0.145443197536286,0.0289855072463768,0.0319048472894627,0.022433272341785,-0.109344962896219,-0.23562301786177,0.0246376811594203,-0.200454804221532,0.0350793650793651,0.0356641604010025,-0.188888888888889,0.216024610520983,-0.298642224587642,-0.176919959473151,-0.246369865550576,-0.24745360939294,0.309745875432704
"GSK3",0.355652173913043,0.360414078674948,0.251162103164372,0.185945625747374,0.113333333333333,0.00909090909090909,-0.00519480519480519,0.157965664603596,0.15198275862069,-0.011646418098031,-0.0445438881611708,-0.00857893343545431,0.150833333333333,0.125833333333333,-0.281261376946514,-0.281261376946514,0.155978897406916,0.187690556842317,-0.174199853878447,0.149728897406916,0.127450980392157,0.145969498910675,0.0791816832698106,0.00933531029131564,-0.0768796992481203,-0.0768796992481203,-0.0697368421052632,-0.0697368421052632,-0.0827620521892968,-0.0794134325481871,-0.0788871167587134,-0.0828399641487826,0.13002650401733,-0.0808752597364666,-0.242439292535349,-0.0809352022440206,0.281261376946514,-0.0623579339880185,0.282311797114581,-0.120028011204482,0.04669229606787,-0.119228810405281,0.00618658893784666,-0.270722172564278,-0.11793010910658,-0.210324668075201,0.035579336170758,0.0348297109833518,-0.075,0.325075915720231,-0.196100971040042,-0.185945625747374,-0.366337423622683,-0.369670756956017,0.296804961600579
"TWIST1",-0.0496969696969697,-0.0324555903866249,0.0353537131569168,0.191235094743867,0.1,-0.0333333333333333,0.0222222222222222,0.132783882783883,0.132783882783883,0.0502222222222222,0.060517668168453,0.0406331811263318,0.142307692307692,0.15,-0.0200829112087809,-0.0200829112087809,0.15869713218803,0.180008338544924,-0.000531595120711855,0.167154843630816,0.173333333333333,0.17768115942029,0.196954189846163,-0.0789578311148377,0.0404761904761905,0.0404761904761905,0.0238095238095238,0.0238095238095238,0.0583709273182957,0.0527498379104537,0.0532673767258648,0.0574974670719352,0.0507302340708088,0.0575709273182957,-0.212516258225201,0.0570958606462323,0.0200829112087809,0.0679615545744578,0.0241925002498768,-0.0740740740740741,-0.114099459862172,-0.0841853464494974,-0.0273326885154944,-0.222746061876497,-0.0766381766381766,0.014470914605354,-0.13046228046228,-0.127491983432577,0.0666666666666667,0.123700876431127,0.327207415005745,-0.191235094743867,0.0499555903866249,0.0583838364002923,0.127869278262721
"SMO",0.0666666666666667,0.146666666666667,0.0807017543859649,0.20819209039548,0,-0.1,-0.0666666666666667,0.119142857142857,0.107142857142857,-0.146666666666667,0.0952116402116402,-0.134166666666667,0.15,0.1,-0.176442307692308,-0.176442307692308,0.218601398601399,0.202777777777778,-0.0681834927572577,0.227692307692308,0.2,0.22,0.165689655172414,0.00304400241109102,0.1,0,0.1,0,0.125,0.0263916263149784,0.030151024811219,0.0333333333333333,-0.0374605908758743,0.130555555555556,-0.235867895545315,0.0388888888888889,0.176442307692308,-0.00431407672786983,0.183419051878354,-0.2,-0.00293040293040293,-0.192727272727273,0.145277777777778,-0.256825396825397,-0.172727272727273,-0.0916666666666667,-0.0166666666666667,-0.00555555555555555,0.1,0.210293737270481,0.159535851122058,-0.20819209039548,-0.138333333333333,-0.12481981981982,0.194562395533269
"Patched",-0.0333333333333333,0.0666666666666667,0.0333333333333333,0.216666666666667,0,0,-0.1,0.107142857142857,0.15,-0.0666666666666667,0.0916402116402117,-0.146666666666667,0.1,0,-0.157692307692308,-0.157692307692308,0.227692307692308,0.211111111111111,-0.0648624595469256,0.22,0.1,0.2,0.145,0.0119047619047619,0.1,0,0.2,0.1,0.1,0.030151024811219,0.0388888888888889,0,-0.0413440860215054,0.125,-0.226344086021505,0.0333333333333333,0.157692307692308,-0.000865800865800864,0.176442307692308,-0.2,-0.00769230769230769,-0.172727272727273,0.134166666666667,-0.245714285714286,-0.2,-0.0916666666666667,-0.0166666666666667,-0.0166666666666667,0.1,0.211068931068931,0.16144061302682,-0.216666666666667,-0.146666666666667,-0.138333333333333,0.183882783882784
"FUS",0.146666666666667,0.138333333333333,0.0883940620782726,0.21739454438321,0.1,-0.0666666666666667,-0.146666666666667,0.130681318681319,0.119142857142857,-0.134166666666667,0.0855730859947728,-0.145277777777778,0.107142857142857,0.15,-0.183419051878354,-0.183419051878354,0.219750823888755,0.197859744990893,-0.0695533557709563,0.218601398601399,0.22,0.227692307692308,0.170952813067151,-0.00586688867801789,0.125,0.0333333333333333,0.1,0,0.130555555555556,0.0288372784888914,0.0263916263149784,0.0388888888888889,-0.0339224158293194,0.120940170940171,-0.23681129177173,0.030151024811219,0.183419051878354,-0.00866190281482635,0.188222545328136,-0.172727272727273,0.00721452460582895,-0.201818181818182,0.154368686868687,-0.266103747340861,-0.192727272727273,-0.0995200698080279,-0.00555555555555555,-0.0074910394265233,0,0.210439722671941,0.15684285291739,-0.21739454438321,-0.12481981981982,-0.128011309181522,0.194227947372734
"SUFU",0.138333333333333,0.12481981981982,0.0807017543859649,0.222225462257606,0.15,-0.146666666666667,-0.134166666666667,0.130010177741721,0.130681318681319,-0.145277777777778,0.0839103781562929,-0.154368686868687,0.119142857142857,0.107142857142857,-0.188222545328136,-0.188222545328136,0.224431674952585,0.206841780919036,-0.0700682888296587,0.219750823888755,0.227692307692308,0.218601398601399,0.167727006615538,-0.000662427711475141,0.130555555555556,0.0388888888888889,0.125,0.0333333333333333,0.120940170940171,0.0303206544479707,0.0288372784888914,0.030151024811219,-0.0344681184214067,0.117594446033108,-0.233574494497454,0.0263916263149784,0.188222545328136,-0.00936447892723853,0.187906089631933,-0.192727272727273,0.00360006677450365,-0.197849927849928,0.149349381849382,-0.265695584075555,-0.201818181818182,-0.102612853313183,-0.0074910394265233,-0.00910766760204293,0,0.21176880294839,0.156249576714358,-0.222225462257606,-0.128011309181522,-0.133336752968504,0.193456739146513
