"","KLF4","TGFR","CDC42","PAK1","SOSGRB2","HEY1","SMAD","Csl","NOTCH","Jagged","TrCP","EGR1","PI3K","FOXC2","DSH","Frizzled","Wnt","CD44","GLI","cMet","SRC","Destcompl","AXIN2","TCFLEF","cateninmemb","cateninnuc","Ecadherin","STAT","SNAI2","ZEB1","LIV1","RAF","DELTA","RAS","MEK","ERK","cfos","miR200","GSK3","AKT","IKK","NFB","SUFU","TWIST1","Csn","FUS","NOTCHic","SMO","ILK","SNAI1","Patched","SHH","RKIP","ZEB2","TGF"
"ZEB1",0.291779958477694,0.409362408474274,0.400732966849908,0.393486590038314,0.205263157894737,0.274430112202133,0.26811633166315,0.133333333333333,0.121050072921731,0.0585072426385857,0.166666666666667,0.1,0.156924054722052,-0.0355203162456714,-0.280952380952381,-0.307781649245064,-0.317397033860448,0.340143119474181,-0.328737240046016,0.328337563918626,0.316572858036273,0.350285642016347,0.384229172406728,-0.344132481176309,-0.312900225943698,-0.347557138710555,-0.112401820217255,0.28974358974359,0.104192953136088,-0.0284372923428396,0.266666666666667,-0.156924054722052,-0.156924054722052,-0.158026416926777,-0.0736874838040943,-0.0811764705882353,-0.08,-0.123321833781877,0.209166783625929,-0.182352602818522,-0.182352602818522,-0.170877192982456,-0.283333333333333,-0.392352796179181,-0.186666666666667,-0.308333333333333,-0.123529411764706,-0.321969696969697,-0.266193254740073,-0.216232225270587,-0.335695187165775,-0.342456753002074,-0.23070478200072,-0.28442629364051,-0.412118313986085
"TrCP",0.0833968253968254,-0.212706900942195,-0.218767507002801,-0.228571428571429,-0.132549504950495,0.0849185701267014,0.0830756101723844,0.0576923076923077,0.0636263736263736,0.0890045586230402,0.0333333333333333,0.08,-0.0913637812848717,0.0466489034638246,0.15,0.146296296296296,0.143664717348928,-0.145573791613396,0.146103741739172,-0.143593593593594,-0.146296296296296,-0.173394620714996,-0.186019766397125,0.144462680502284,0.122089314895588,0.143910956364353,0.0468564468227039,-0.15,0.0142067018570761,0.241362804500149,-0.15,0.0913637812848717,0.0913637812848717,0.0918183267394171,-0.0847094080078605,-0.0860427413411938,-0.0843478260869565,-0.227698819875589,-0.155483225108225,-0.0834551656920078,-0.0853070175438596,-0.0958333333333333,-0.019047619047619,0.132045266327875,-0.0583333333333333,-0.0357142857142857,-0.0592307692307692,-0.0324884792626728,-0.0811401263014166,0.0392233059228014,-0.0386613187688456,-0.0366613187688456,0.0584030702262746,-0.0882604525087961,0.209974660505037
"LIV1",0.0833968253968254,-0.212706900942195,-0.218767507002801,-0.228571428571429,-0.132549504950495,0.0849185701267014,0.0830756101723844,0.0576923076923077,0.0636263736263736,0.0890045586230402,0.0333333333333333,0.08,-0.0913637812848717,0.0466489034638246,0.15,0.146296296296296,0.143664717348928,-0.145573791613396,0.146103741739172,-0.143593593593594,-0.146296296296296,-0.173394620714996,-0.186019766397125,0.144462680502284,0.122089314895588,0.143910956364353,0.0468564468227039,-0.15,0.0142067018570761,0.241362804500149,-0.15,0.0913637812848717,0.0913637812848717,0.0918183267394171,-0.0847094080078605,-0.0860427413411938,-0.0843478260869565,-0.227698819875589,-0.155483225108225,-0.0834551656920078,-0.0853070175438596,-0.0958333333333333,-0.019047619047619,0.132045266327875,-0.0583333333333333,-0.0357142857142857,-0.0592307692307692,-0.0324884792626728,-0.0811401263014166,0.0392233059228014,-0.0386613187688456,-0.0366613187688456,0.0584030702262746,-0.0882604525087961,0.209974660505037
"EGR1",0.0833968253968254,-0.212706900942195,-0.218767507002801,-0.228571428571429,-0.132549504950495,0.0849185701267014,0.0830756101723844,0.0576923076923077,0.0636263736263736,0.0890045586230402,0.0333333333333333,0.08,-0.0913637812848717,0.0466489034638246,0.15,0.146296296296296,0.143664717348928,-0.145573791613396,0.146103741739172,-0.143593593593594,-0.146296296296296,-0.173394620714996,-0.186019766397125,0.144462680502284,0.122089314895588,0.143910956364353,0.0468564468227039,-0.15,0.0142067018570761,0.241362804500149,-0.15,0.0913637812848717,0.0913637812848717,0.0918183267394171,-0.0847094080078605,-0.0860427413411938,-0.0843478260869565,-0.227698819875589,-0.155483225108225,-0.0834551656920078,-0.0853070175438596,-0.0958333333333333,-0.019047619047619,0.132045266327875,-0.0583333333333333,-0.0357142857142857,-0.0592307692307692,-0.0324884792626728,-0.0811401263014166,0.0392233059228014,-0.0386613187688456,-0.0366613187688456,0.0584030702262746,-0.0882604525087961,0.209974660505037
"SNAI1",0.0843314048360777,-0.209974660505037,-0.212706900942195,-0.218767507002801,-0.129907995516533,0.0872995225076537,0.0836906163224459,0.0592307692307692,0.064850863422292,0.0890045586230402,0.0583333333333333,0.0843478260869565,-0.0918183267394171,0.0460135794485768,0.146296296296296,0.143664717348928,0.146103741739172,-0.144462680502284,0.144824034243742,-0.145573791613396,-0.143593593593594,-0.173230147030786,-0.185786666164025,0.143910956364353,0.121363926294552,0.143188189198633,0.0478450004127143,-0.146296296296296,0.0139049921688427,0.241485805730162,-0.15,0.0918183267394171,0.0918183267394171,0.0911615122894992,-0.0829156860347663,-0.0847094080078605,-0.0860427413411938,-0.227794881354936,-0.155153192104925,-0.0785940545808967,-0.0834551656920078,-0.0853070175438596,-0.0357142857142857,0.131122189404798,-0.0958333333333333,-0.0324884792626728,-0.0636263736263736,-0.0386613187688456,-0.0830756101723844,-0.0600649503049566,-0.0366613187688456,-0.0368554935261272,0.0588214802681156,-0.0876454463587346,0.210579499214714
"STAT",0.176084373143197,-0.279246411483254,-0.289772727272727,-0.277272727272727,-0.0808292282430213,0.0806666666666667,0.0690737964351158,0.0725490196078431,0.0874532442208056,0.133819010007106,0,0.0333333333333333,-0.125165425971878,0.0868261758691206,0.242857142857143,0.242857142857143,0.247402597402597,-0.2499666999667,0.249923605805959,-0.247402597402597,-0.242857142857143,-0.27773091940687,-0.300387847446671,0.25406764633894,0.217155171859342,0.253710077804971,0.112998640747565,-0.242857142857143,-0.0456292842473535,0.234705038551192,-0.1,0.125165425971878,0.125165425971878,0.122180351345012,-0.0581404174573055,-0.0592156862745098,-0.0533333333333333,-0.217180098557351,-0.266283934134401,-0.0751654560129136,-0.0938095238095238,-0.07,0,0.256241792523652,-0.05,0.025,-0.0806571277159512,0.0183333333333333,-0.073671497584541,0.046993302485747,0.0253100775193798,0.0261950332715922,0.0705566280566281,-0.0841581495427649,0.276830952546055
"Csl",0.0812974465148378,-0.180026756158254,-0.18321146953405,-0.192888888888889,-0.15851946940522,0.187793953701882,0.0886353774123558,0.0232258064516129,0.0241348973607038,0.0392935046618821,0.0333333333333333,0.0533333333333333,-0.0393448730180364,0.0149947409442086,0.0123076923076923,0.00927738927738928,0.00390104519136777,-0.00337472051757766,0.00390104519136777,-0.00378288378288378,-0.00927738927738928,-0.0022558119611717,-0.00643276930503491,0.0010846441816998,-0.00357276235908079,0.000455713364089736,-0.0108550505080127,-0.0123076923076923,0.0788291828143343,0.246194695776728,-0.02,0.0393448730180364,0.0393448730180364,0.03971252007686,-0.0604761904761905,-0.0604761904761905,-0.0604761904761905,-0.230925769735698,-0.0362769655735755,-0.0746770025839793,-0.0708010335917313,-0.0777777777777778,-0.0333333333333333,0.0832521014692057,-0.0444444444444444,-0.0564102564102564,-0.0232258064516129,-0.0564102564102564,-0.0864131551901336,0.04995115995116,-0.0639371381306865,-0.0647992070962038,0.0713537148276844,-0.0834077098958194,0.177078910353265
"NOTCH",0.0741545893719807,-0.192888888888889,-0.188888888888889,-0.2,-0.164210526315789,0.178985507246377,0.0885714285714286,0.12,0.0232258064516129,0.0396729196729197,0,0,-0.0442424242424242,0.0204081632653061,0,0.02,0.0123076923076923,-0.00927738927738928,0.00927738927738928,-0.0123076923076923,-0.02,-0.00477927326525457,-0.0123989218328841,0.00378288378288378,-0.000982678555866373,0.00337472051757766,-0.0111556310130164,0,0.0793650793650794,0.244524959742351,0,0.0442424242424242,0.0442424242424242,0.0427931488801054,-0.0604761904761905,-0.0533333333333333,-0.02,-0.23012987012987,-0.0387234413096482,-0.0777777777777778,-0.0444444444444444,-0.0333333333333333,0,0.0875254237288136,0,-0.0333333333333333,-0.12,-0.0333333333333333,-0.0785714285714286,0.0515384615384616,-0.0564102564102564,-0.0564102564102564,0.0750663129973475,-0.0815619967793881,0.18321146953405
"Jagged",0.0611111111111111,-0.188888888888889,-0.2,-0.2,-0.18,0.183333333333333,0.0785714285714286,0.1,0.12,0.0433766233766234,0,-0.1,-0.0533333333333333,0.0142857142857143,0,0,0.02,-0.0123076923076923,0.0123076923076923,-0.02,0,-0.00758301158301158,-0.0142857142857143,0.00927738927738928,-0.000459118346442289,0.00378288378288378,-0.00792982456140351,0,0.0777777777777778,0.251932367149758,0,0.0533333333333333,0.0533333333333333,0.0442424242424242,-0.0533333333333333,-0.02,0,-0.227272727272727,-0.0409961685823755,-0.0444444444444444,-0.0333333333333333,0,0,0.096,0,0,-0.12,-0.0333333333333333,-0.0833333333333333,0.05,-0.0333333333333333,-0.0564102564102564,0.0923076923076923,-0.0741545893719807,0.192888888888889
"Frizzled",0.0677871148459384,-0.119710144927536,-0.106666666666667,-0.1,0.0090909090909091,0.0342825968357883,0.0355186627953418,-0.00714285714285715,-0.000770308123249303,0.112179887106358,0.1,0.0333333333333333,-0.0118933697881066,0.145402504472272,0.3,0.25,0.244736842105263,-0.241165413533835,0.241165413533835,-0.244736842105263,-0.25,-0.30833011982813,-0.288287526427061,0.239178658566947,0.13323715361851,0.243464372852661,0.0403547999338715,-0.2,-0.0532777656912869,0.148488335203678,-0.1,0.0118933697881066,0.0118933697881066,0.00165714931566568,-0.0592156862745098,-0.0592156862745098,-0.0533333333333333,-0.11884154040404,-0.205344827586207,-0.105416666666667,-0.0866666666666667,-0.0866666666666667,0,0.123025210084034,-0.0666666666666667,0,-0.00119047619047619,0.0272727272727273,-0.0383224011130988,-0.0595065562456867,0.032034632034632,0.0352604384862449,-0.0521428571428571,-0.0711000942275002,0.116853002070393
