"","KLF4","TGFR","CDC42","PAK1","SOSGRB2","HEY1","SMAD","Csl","NOTCH","Jagged","TrCP","EGR1","PI3K","FOXC2","DSH","Frizzled","Wnt","CD44","GLI","cMet","SRC","Destcompl","AXIN2","TCFLEF","cateninmemb","cateninnuc","Ecadherin","STAT","SNAI2","ZEB1","LIV1","RAF","DELTA","RAS","MEK","ERK","cfos","miR200","GSK3","AKT","IKK","NFB","SUFU","TWIST1","Csn","FUS","NOTCHic","SMO","ILK","SNAI1","Patched","SHH","RKIP","ZEB2","TGF"
"DSH",0.0668162410595306,-0.116853002070393,-0.119710144927536,-0.106666666666667,0.00177383592017739,0.0342825968357883,0.0321224363802474,0.00119047619047619,0.0013275939746528,0.109854305711009,0.0666666666666667,0.0533333333333333,-0.00165714931566568,0.144969604039371,0.25,0.244736842105263,0.241165413533835,-0.239178658566947,0.239204629220109,-0.241165413533835,-0.244736842105263,-0.310429356469352,-0.288709467355331,0.243464372852661,0.135003938070806,0.244621986387835,0.0390378552455484,-0.25,-0.0561881265760366,0.146913532054072,-0.2,0.00165714931566568,0.00165714931566568,-0.00254453135660322,-0.0524487689812767,-0.0592156862745098,-0.0592156862745098,-0.117622028208918,-0.206504920393631,-0.0927729885057471,-0.105416666666667,-0.0866666666666667,0,0.120897550509566,-0.0866666666666667,0.0272727272727273,0.000770308123249303,0.032034632034632,-0.0355186627953418,-0.0592167011732229,0.0352604384862449,0.0358739354187603,-0.0542407592407592,-0.0711000942275002,0.114413977680149
"GSK3",0.0652895235022787,-0.114413977680149,-0.116853002070393,-0.119710144927536,0.00223895219924716,0.0318604515070686,0.0319725113427662,-0.000770308123249303,0.00314577579283461,0.111168174324148,0.0866666666666667,0.0592156862745098,0.00254453135660322,0.143853176607155,0.244736842105263,0.241165413533835,0.239204629220109,-0.243464372852661,0.243449912238977,-0.239178658566947,-0.241165413533835,-0.311521290248851,-0.291601400384251,0.244621986387835,0.13491552074101,0.245345670598361,0.037687838781933,-0.244736842105263,-0.0559292827451479,0.14646776682376,-0.25,-0.00254453135660322,-0.00254453135660322,-0.000443691020468771,-0.0513124053449131,-0.0524487689812767,-0.0592156862745098,-0.117270328326152,-0.307170477797958,-0.0859353816681403,-0.0927729885057471,-0.105416666666667,0.0272727272727273,0.123330328998682,-0.0866666666666667,0.032034632034632,-0.0013275939746528,0.0352604384862449,-0.0321224363802474,-0.0588844752596016,0.0358739354187603,0.0373093421173249,-0.0539901326743432,-0.0703571521769802,0.113388336654508
"Wnt",0.0725490196078431,-0.106666666666667,-0.1,-0.1,-0.00606060606060606,0.0364102564102564,0.0383224011130988,-0.05,0.00119047619047619,0.117230392156863,0.1,0,-0.0300751879699248,0.143076923076923,0.2,0.3,0.25,-0.244736842105263,0.244736842105263,-0.25,-0.2,-0.30753436385996,-0.283636363636364,0.241165413533835,0.129110169491525,0.239178658566947,0.0410541006331722,-0.1,-0.0542241379310345,0.151458632233381,0,0.0300751879699248,0.0300751879699248,0.0118933697881066,-0.0592156862745098,-0.0533333333333333,-0.0333333333333333,-0.12040404040404,-0.203526645768025,-0.0866666666666667,-0.0866666666666667,-0.0666666666666667,0,0.125882352941176,-0.1,0,0.00714285714285715,0,-0.0452991452991453,-0.0579192546583851,0.0272727272727273,0.032034632034632,-0.045,-0.0701099952175992,0.119710144927536
"AKT",0.0585751237067026,-0.122695361071258,-0.121882352941176,-0.105882352941176,-0.0135897435897436,0.0195652333335609,0.0171542394735672,-0.0173076923076923,-0.0148686679174484,0.113627280120832,-0.0333333333333333,0.0619047619047619,-0.0388419616912768,0.141476618375206,0.255555555555556,0.259903381642512,0.258364920104051,-0.257799948352638,0.257806260886173,-0.258364920104051,-0.259903381642512,-0.333880731824236,-0.302908028193227,0.262129845259855,0.152232824290657,0.263822152952162,0.0644932817723012,-0.255555555555556,-0.0361922106790316,0.148341362384202,-0.2,0.0388419616912768,0.0388419616912768,0.0347455761491081,-0.0630973451841828,-0.0694264591082335,-0.0677871148459384,-0.119647450553911,-0.127088279104408,-0.10095525389643,-0.0120663650075415,0.00588235294117647,0,0.125964634438612,0,0.0333333333333333,0.0173076923076923,0.041025641025641,-0.0208579431772709,-0.0463817756952768,0.0465811965811966,0.0486864597390913,-0.0512148337595908,-0.0630233283778427,0.12058055744588
"PI3K",0.0594298245614035,-0.121882352941176,-0.105882352941176,-0.1,-0.00692307692307692,0.0218208724313053,0.0208579431772709,-0.025,-0.0173076923076923,0.115614035087719,0,0.0333333333333333,-0.0498008658008658,0.140724738675958,0.2,0.255555555555556,0.259903381642512,-0.258364920104051,0.258364920104051,-0.259903381642512,-0.255555555555556,-0.331151203288256,-0.300380952380952,0.257799948352638,0.150092151507783,0.262129845259855,0.0663114635904831,-0.2,-0.0338806528900868,0.15039615690475,-0.1,0.0498008658008658,0.0498008658008658,0.0388419616912768,-0.0694264591082335,-0.0677871148459384,-0.0619047619047619,-0.121251728628778,-0.12507215007215,-0.0120663650075415,0.00588235294117647,0,0,0.128105307221487,0.0333333333333333,0,0.0173076923076923,0.0333333333333333,-0.0248579431772709,-0.047133655394525,0.041025641025641,0.0465811965811966,-0.048109243697479,-0.0623383968709934,0.122695361071258
"ILK",0.0594298245614035,-0.121882352941176,-0.105882352941176,-0.1,-0.00692307692307692,0.0218208724313053,0.0208579431772709,-0.025,-0.0173076923076923,0.115614035087719,0,0.0333333333333333,-0.0498008658008658,0.140724738675958,0.2,0.255555555555556,0.259903381642512,-0.258364920104051,0.258364920104051,-0.259903381642512,-0.255555555555556,-0.331151203288256,-0.300380952380952,0.257799948352638,0.150092151507783,0.262129845259855,0.0663114635904831,-0.2,-0.0338806528900868,0.15039615690475,-0.1,0.0498008658008658,0.0498008658008658,0.0388419616912768,-0.0694264591082335,-0.0677871148459384,-0.0619047619047619,-0.121251728628778,-0.12507215007215,-0.0120663650075415,0.00588235294117647,0,0,0.128105307221487,0.0333333333333333,0,0.0173076923076923,0.0333333333333333,-0.0248579431772709,-0.047133655394525,0.041025641025641,0.0465811965811966,-0.048109243697479,-0.0623383968709934,0.122695361071258
"GLI",0.0533419133419133,-0.382474517458252,-0.383103448275862,-0.39,-0.181342757537448,0.0306258681895354,0.0372533748388651,-0.0175773651635721,-0.00436307944928634,0.0651543182483917,0.0166666666666667,0.134285714285714,-0.202604763565698,0.00679029067767458,0.22,0.229677419354839,0.233206831119545,-0.170589950893947,0.139589809842949,-0.164555468135327,-0.159677419354839,-0.203515934172863,-0.207522644927536,0.169940600244597,0.142897870925535,0.170119918833957,0.0626280320355662,-0.15,0.00879819513945015,0.292713346987541,-0.15,0.202604763565698,0.202604763565698,0.203594862575599,-0.149277582454378,-0.146515151515151,-0.142619047619048,-0.262034044386986,-0.0555119325919614,-0.0717558404940924,-0.0701933404940924,-0.0763157894736842,0.114285714285714,0.18271684455895,-0.05,0.101785714285714,0.0100773651635721,0.101785714285714,-0.0334695910550813,0.127925242225174,0.0997448979591837,0.101802511127908,0.114011658649196,-0.0587382659156853,0.380827458634723
"TCFLEF",-0.0556404379933792,-0.249393387167784,-0.250327966607036,-0.241025641025641,-0.00285828343313373,-0.024698575823897,-0.0421478454232807,0.0631755141080823,0.0707841389533692,0.177190233331954,0.0285714285714286,0.0957142857142857,-0.0127952761941932,0.235865481483637,0.296078431372549,0.301078431372549,0.307061337355455,-0.320181019190453,0.311409163442411,-0.315149572649573,-0.309166666666667,-0.364679771558732,-0.672542612942613,0.224877468216799,0.188129262794299,0.226509770622297,0.0469591774105756,-0.304166666666667,-0.0451949251304882,0.170029416976785,-0.266666666666667,0.0127952761941932,0.0127952761941932,0.0105613734346662,-0.0934113157458105,-0.0961324041811847,-0.0932752613240418,-0.133583424607521,-0.306401016194825,-0.0452794484617767,-0.0528881441139506,-0.0496623376623377,0.183333333333333,0.274863371711558,-0.0376623376623377,0.203333333333333,-0.0651362984218078,0.212857142857143,0.0396621857674489,-0.0161662047854516,0.216082949308756,0.219763930903848,-0.00125866740138678,-0.0508452950558214,0.250717890479042
"SRC",0.14031007751938,-0.158134920634921,-0.148611111111111,-0.111111111111111,-0.0442857142857143,0.00100959947037405,0.0148885727833096,-0.055,-0.0561904761904762,0.0759815337567631,0.1,0.0333333333333333,-0.0683020442219441,0.103272642390289,0.2,0.225,0.215,-0.216639344262295,0.216639344262295,-0.215,-0.225,-0.107781892021022,-0.259479790896341,0.221517393042783,0.210742778027241,0.225767952326899,0.130306071923719,-0.1,-0.0522371047688025,0.203766097634022,0,0.0683020442219441,0.0683020442219441,0.0637565896764896,-0.0405374499714122,-0.0424242424242424,-0.0424242424242424,-0.158026643244035,-0.0980952380952381,-0.111965811965812,-0.106410256410256,-0.0833333333333333,0.0333333333333333,0.120107363900467,-0.05,0.0333333333333333,0.0597619047619048,0.0533333333333333,-0.0157894736842105,0.0154018409292202,0.0496296296296296,0.0466884531590414,-0.0743238840013034,-0.0485175202156334,0.149044011544012
"RAS",0.0357142857142857,0.0658823529411765,0.06,0.06,0.083982683982684,-0.100592885375494,-0.0934446505875077,-0.15,-0.149602780536246,-0.144699388921743,0,0.08,-0.0458974358974359,0.0249206349206349,-0.1,-0.15,-0.155882352941176,0.145244055068836,-0.147549019607843,0.155882352941176,0.15,0.131796628889652,0.176732542819499,-0.140628670453451,-0.0769256431335997,-0.140911956572432,-0.0507404613140821,0.1,-0.0224727466077455,-0.0481737849779087,0,0.0458974358974359,0.0458974358974359,-0.0425641025641026,-0.041171310629515,-0.0392105263157895,-0.055,0.0653538461538462,0.114664082687338,-0.0188888888888889,-0.0133333333333333,-0.0333333333333333,0.1,-0.0435133660665576,0,0.1,0.155263157894737,0.1,0.0995670995670996,0.037551622418879,0.08,0.0816949152542373,-0.106553459119497,-0.0408689248895434,-0.0668724519510775
"SOSGRB2",0.0328947368421053,0.157252747252747,0.145714285714286,0.135714285714286,-0.0655555555555556,0.175284090909091,0.163171667042635,0.190909090909091,0.17411602482025,0.151230608907829,0,-0.152380952380952,0.00847457627118644,0.0545421245421246,0,-0.0428571428571429,-0.0595238095238095,0.068944099378882,-0.063871635610766,0.0645962732919255,0.0428571428571429,0.146925371422016,0.0692244224422442,-0.0699967309578294,0.0125492765492766,-0.0717175722580206,0.0133200928899854,0,0.0856816231198908,-0.177531328320802,0,-0.00847457627118644,-0.00847457627118644,-0.00591047370708388,0.175285675285675,0.166194766194766,0.163492063492064,0.149195079341053,0.0230922669351842,-0.0869883040935673,-0.0953216374269006,-0.111111111111111,-0.2,-0.105014492753623,-0.1,-0.2,-0.175524475524476,-0.183333333333333,-0.163870967741935,-0.0978258706467662,-0.191441441441441,-0.184464697255395,0.0506944444444445,-0.0300375939849624,-0.162217286259839
"cateninnuc",-0.0104693250600724,-0.137182266009852,-0.130285714285714,-0.130285714285714,0.0518513541641965,-0.0378787817790213,-0.0590618856662513,0.0915254237288136,0.0983541763715197,0.190357679033126,0.0333333333333333,0.086231884057971,0.0246505296505297,0.164699147846689,0.212121212121212,0.227189705271897,0.225015792228419,-0.232169521299956,0.230154132149367,-0.2266139657444,-0.228787878787879,-0.331900163097858,-0.417682254281021,0.232841664690546,0.138609891530711,0.135465249335672,-0.0307168093203585,-0.212121212121212,-0.0347405501070726,-0.0582825367346562,-0.212121212121212,-0.0246505296505297,-0.0246505296505297,-0.0231353781353781,-0.0924465264588868,-0.087859370495584,-0.100517598343685,0.0363383361157956,-0.321223850765671,0.0164507575757576,0.0195757575757576,0.00757575757575758,0.211111111111111,0.131825103629327,0.0166666666666667,0.241111111111111,-0.101990540007883,0.246029143897996,0.0578340548340548,-0.117310263594196,0.254103678059487,0.254757272830729,-0.122565927868657,-0.0276510221303255,0.136308903564437
"KLF4",-0.0037037037037037,-0.151090909090909,-0.147090909090909,-0.159090909090909,0.0707833047455689,-0.0337509549274255,-0.0587826086956522,0.129090909090909,0.147973166280274,0.245371859524783,0.1,0.08,-0.0441025641025641,0.167044767090139,0.233333333333333,0.250980392156863,0.262608299133607,-0.270434386090129,0.269504850857745,-0.262608299133607,-0.250980392156863,-0.291984544331501,-0.334946944619821,0.271437730571734,0.205316551109234,0.273305725590414,-0.087556403396418,-0.233333333333333,-0.106378590524095,-0.0435294117647059,-0.233333333333333,0.0441025641025641,0.0441025641025641,0.0448378582202112,-0.0842394839847842,-0.0832085561497326,-0.0890909090909091,0.0294301994301994,-0.283802506959936,-0.0392592592592593,-0.0466666666666667,-0.08,0.2,0.222474945533769,-0.1,0.233333333333333,-0.14488038277512,0.25,0.0573333333333333,-0.052681679373521,0.26875,0.27627688172043,-0.05856524427953,-0.0199742002063984,0.156456762749446
"Ecadherin",-0.00750117205813408,-0.156456762749446,-0.151090909090909,-0.147090909090909,0.0707833047455689,-0.0344220958670228,-0.0604775239498895,0.14488038277512,0.150575396763546,0.245600692476728,0.1,0.0890909090909091,-0.0448378582202112,0.169561929561535,0.250980392156863,0.262608299133607,0.269504850857745,-0.271437730571734,0.270171517524412,-0.270434386090129,-0.262608299133607,-0.2942212638096,-0.339689212661058,0.273305725590414,0.206855012647696,0.274893027177716,-0.186777435528843,-0.250980392156863,-0.106559204611994,-0.0435294117647059,-0.233333333333333,0.0448378582202112,0.0448378582202112,0.0420445621308257,-0.0807100722200783,-0.0842394839847842,-0.0832085561497326,0.0303612981266613,-0.286451513582453,-0.037960557960558,-0.0392592592592593,-0.0466666666666667,0.233333333333333,0.223406044230231,-0.08,0.25,-0.147973166280274,0.26875,0.0587826086956522,-0.0529981350697236,0.27627688172043,0.280213889594446,-0.057441648773912,-0.0195002665571093,0.160254231103876
"TGFR",0.0215257346264211,0.398095238095238,0.498095238095238,0.493333333333333,0.196621182586095,0.113604126370084,0.079925207765869,0.203333333333333,0.185074836682378,0.0321898145183667,0.0333333333333333,-0.166666666666667,0.188690476190476,-0.0129439366405381,-0.142857142857143,-0.162857142857143,-0.172291105121294,0.202679576299239,-0.178097556734197,0.196100628930818,0.186666666666667,0.208633354922714,0.23996241796671,-0.205550389696368,-0.173003677175855,-0.20617040741116,-0.0875808067452424,0.166666666666667,0.0405494486582372,-0.300836167032791,0.1,-0.188690476190476,-0.188690476190476,-0.186351294903926,0.209573019306256,0.204093567251462,0.192982456140351,0.249764166435468,0.138542358029054,0.028718598822638,0.0217418546365915,0.00595238095238095,-0.113333333333333,-0.284887307236062,-0.00833333333333333,-0.13,-0.192988505747126,-0.126551724137931,-0.083128054740958,-0.201832781056434,-0.123426724137931,-0.127381526397818,-0.0975324675324676,-0.0153618042172077,-0.395258358662614
"cateninmemb",-0.00496952648851383,-0.0522941611234294,-0.0537575757575758,-0.0390909090909091,0.0365554753091992,-0.0167269445911373,-0.0278773204196933,0.0537799043062201,0.0480159062990917,0.0108627982659388,0,0.0854545454545454,-0.00572775263951735,0.0829602011859567,0.0294117647058824,0.0224350205198358,0.0276074343129393,-0.0241741509546184,0.0236074343129393,-0.028521977041575,-0.0224350205198358,-0.121200003298563,-0.129873403332796,0.0272874759857517,-0.0783217753910841,0.0270073639409338,-0.057965043813486,-0.0294117647058824,-0.0248560552263844,-0.0230797128030559,0,0.00572775263951735,0.00572775263951735,0.00125847889650059,-0.0650300457577595,-0.0732653398754066,-0.0619251336898396,0.0155404124119208,-0.11919800215118,9.62000962000803e-06,-0.00518518518518519,0.0133333333333333,0.0333333333333333,0.00352936307980672,-0.02,0.0333333333333333,-0.0424396981206531,0.0458333333333333,0.0266666666666667,-0.02848871807023,0.0426075268817204,0.0449697316061299,-0.0322303521340439,-0.011421018394886,0.0546449748666482
"SNAI2",-0.0025,-0.102341449400273,-0.096358543417367,-0.105882352941176,0.0675456389452333,-0.0213532248342375,-0.039982157698985,0.0864035087719298,0.0960868079289132,0.119515179258828,0.1,0.0666666666666667,-0.048969510580893,0.115616427608402,0.110909090909091,0.125194805194805,0.126603255899031,-0.130904331167848,0.130346571407052,-0.126603255899031,-0.125194805194805,-0.170453599270618,-0.183924798021017,0.129873403332796,0.103317688702534,0.131426198363852,-0.0289987282938921,-0.110909090909091,-0.0665445215703433,-0.0235118523180197,-0.12,0.048969510580893,0.048969510580893,0.0503393735945916,-0.0785638579756227,-0.0745098039215686,-0.0843137254901961,0.0163336896571888,-0.167504968043345,-0.0461431934635092,-0.0425287356321839,-0.0666666666666667,0.1,0.112489166546295,-0.0666666666666667,0.12,-0.0986842105263158,0.125882352941176,0.0395036887994634,-0.024957475656354,0.13608643457383,0.137494885278055,-0.0286538461538462,-0.0107497377805748,0.103583685425118
"Csn",0.00879551820728292,0.0942403367776502,0.0955223880597015,0.1,0.127704369883547,-0.020750276854928,-0.019672605741749,-0.052020202020202,-0.0549547674547675,0.0267014596281806,-0.02,0.04,0.0194715320337999,0.116558961828336,0.15,0.146551724137931,0.145346904860823,-0.144902460416378,0.144910223638115,-0.145346904860823,-0.146551724137931,-0.264721024760614,-0.183512452785647,0.147153264274899,0.0382534348721546,0.148295777804665,-0.0251889663643456,-0.15,-0.0417724701070531,-0.0506600496277916,-0.133333333333333,-0.0194715320337999,-0.0194715320337999,-0.0208151020913815,-0.0244020562770563,-0.0296103896103896,-0.0309090909090909,0.0397432865505867,-0.159355348707942,-0.0660666666666667,-0.0716666666666667,-0.0716666666666667,0.0142857142857143,0.00145239208352813,-0.08,0.0253968253968254,0.0559163059163059,0.0344877344877345,0.0189013975155279,-0.120945941101555,0.0355630033049388,0.0380220196983814,-0.128302131006084,-0.0103440860215054,-0.0940016732931633
