"","PAK1","TGFR","TCFLEF","CD44","GLI","Wnt","Frizzled","DSH","NFB","HEY1","GSK3","Jagged","cateninmemb","ERK","MEK","NOTCH","TWIST1","Csl","FUS","NOTCHic","Patched","ZEB2","ZEB1","cfos","TrCP","SHH","SOSGRB2","SMO","RKIP","EGR1","SMAD","RAF","PI3K","DELTA","SNAI1","RAS","ILK","miR200","SUFU","LIV1","Ecadherin","Csn","KLF4","AKT","IKK","STAT","SRC","cMet","cateninnuc","SNAI2","Destcompl","AXIN2","FOXC2","TGF","CDC42"
"SNAI2",-0.0745098039215686,-0.102592832004597,0.241648424675493,0.2397927545724,0.240316013729435,0.237642216937992,0.236233766233766,0.229090909090909,0.25,0.150542495479204,0.256727735892702,-0.208676328100333,0.018745637471047,-0.22156862745098,-0.220217276099629,-0.28028024606972,0.2977100098664,0.276315789473684,0.22,0.281578947368421,0.188067226890756,-0.160416614222782,-0.160416614222782,0.207843137254902,-0.1,0.175391170552728,0.184178498985801,0.202352941176471,0.206641025641026,0.166666666666667,-0.145375281995,-0.28262136906673,-0.28262136906673,-0.28262136906673,0.22000903899092,-0.28262136906673,-0.136284372904091,0.0952652711561168,0.2,-0.22,-0.181843409337225,-0.2,-0.132692307692308,-0.299106771915247,-0.281034482758621,-0.229090909090909,-0.236233766233766,-0.237642216937992,-0.242424822191021,0.128080400416343,-0.279149161308768,-0.301936435932963,0.307226861552221,0.100108359954907,0.0983193277310924
"HEY1",-0.0954545454545455,-0.100787878787879,0.174504374667344,0.172832133864668,0.173671714074563,0.170223438212494,0.172549019607843,0.166666666666667,0.22,0.132605042016807,0.208824686204486,-0.139035936577166,-0.0935864891657575,-0.187272727272727,-0.177994376757263,-0.218673112020915,0.248409586056645,0.229090909090909,0.166666666666667,0.223827751196172,0.120833333333333,-0.118684210526316,-0.118684210526316,0.187272727272727,-0.1,0.109005376344086,0.144311034877073,0.133333333333333,0.156441970727685,0.16,-0.12,-0.225384615384615,-0.225384615384615,-0.225384615384615,0.167088371915385,-0.224649321266968,-0.12,0.0633577533577534,0.2,-0.166666666666667,0.0197148638852603,-0.2,-0.0962962962962963,-0.254920634920635,-0.243809523809524,-0.166666666666667,-0.172549019607843,-0.170223438212494,-0.174628907668589,-0.187588691336118,-0.231326921465548,-0.2397927545724,0.250250946651431,0.0944464153732446,0.107454545454545
"RAS",-0.22,-0.118823529411765,-0.0875575238278617,-0.0844806007509387,-0.0823529411764706,-0.0823529411764706,-0.1,-0.1,-0.0666666666666667,0.0717391304347826,-0.0255684754521964,0.0367041198501873,0.101484081442619,0.0334210526315789,0.0589112487100103,0.153028798411122,-0.0125368248772504,-0.1,0,-0.147368421052632,-0.062,-0.112183357879234,-0.112183357879234,0.035,0.1,-0.0603050847457627,0.12034632034632,-0.05,0.150339622641509,0.06,-0.0481756338899196,0.217435897435897,0.217435897435897,0.217435897435897,0.0515437561455261,0.117435897435897,-0.0645021645021645,0.0547076923076923,0.1,0,-0.108236787907961,0.1,-0.113214285714286,0.06,0.06,0.1,0.1,0.0823529411764706,0.0833082320431592,0.273406337059735,0.223217197635802,0.109459815546772,0.0836507936507937,0.105952242283052,0.16
"SOSGRB2",-0.242857142857143,-0.20978021978022,0.0192895281682467,0.017184265010352,0.0211697722567288,0.0226190476190476,0.0142857142857143,0,-0.166666666666667,-0.0685606060606061,0.137852339339015,-0.123406139065161,0.132674271674272,0.159244959244959,0.18045708045708,-0.0229094848813159,0.124521739130435,0.0545454545454545,0.133333333333333,0.0468531468531469,0.0815315315315315,-0.110914786967419,-0.110914786967419,-0.134920634920635,0.2,0.0908338571129269,0.32,0.116666666666667,0.219627192982456,-0.123809523809524,0.0714489811264005,0.0717514124293785,0.0717514124293785,0.0717514124293785,0.171644633972992,0.0743155149934811,0.0763440860215054,0.0399754660813845,0.2,0,-0.163810617508493,0.2,-0.123771929824561,0.140570175438597,0.16140350877193,0,-0.0142857142857143,-0.0186335403726708,-0.0221575970018987,0.372854101385036,0.218439167096885,-0.0183512101210121,0.191062271062271,0.194886602758943,0.232857142857143
"SRC",-0.311111111111111,-0.326587301587302,0.178914434226309,0.176475409836066,0.176475409836066,0.165,0.175,0.2,-0.05,0.0867262495862297,0.179047619047619,0.0100276405551635,0.053906975003742,-0.0535353535353535,-0.0290070516485611,0.0764285714285714,0.166676771504358,-0.03,0.0166666666666667,-0.0728571428571429,-0.0396296296296296,-0.106865828092243,-0.106865828092243,0.0424242424242424,0.1,-0.069041394335512,0.267142857142857,-0.0433333333333333,0.293743890518084,0.0333333333333333,-0.100989805595069,-0.0250479766374635,-0.0250479766374635,-0.0250479766374635,0.209550436486366,-0.0311085826980696,-0.121710526315789,0.0631620553359684,-0.0333333333333333,0,-0.172950513538749,0.05,-0.184560723514212,-0.00256410256410256,-0.0192307692307692,-0.1,-0.175,-0.165,-0.179138147872842,0.0270343857743174,-0.0365089982481287,-0.212386841769731,0.339098972922502,0.319314574314574,0.336111111111111
"MEK",-0.166666666666667,-0.145838896306186,0.0392352926302304,0.034400687032266,0.0391375291375291,0.0356410256410256,0.0433333333333333,0.0333333333333333,-0.0571428571428571,-0.00131629887727449,0.00205369779837865,-0.0486094267927884,0.111690101661407,0.156265590608951,0.0579322572756175,-0.0418003731872345,0.146155804979334,0.0535353535353535,0.0333333333333333,0.0381507381507381,0.0233661202185792,-0.0847725171369361,-0.0847725171369361,-0.154137931034483,0.1,0.0174837672774028,0.209396825396825,0.00533333333333333,0.0907083886186053,-0.13,0.0180947880349048,0.104273504273504,0.104273504273504,0.104273504273504,0.0514156174036544,0.100781440781441,0.00296563674339193,0.0316296361861401,0.0333333333333333,0,-0.141483869185353,0.0571428571428571,-0.0739359158297465,0.0404583651642475,0.0298701298701299,-0.0333333333333333,-0.0385964912280702,-0.0309041835357625,-0.0401646606599701,0.346472085407884,0.171839419073506,-0.0366470901281028,0.144680223990569,0.147298750320785,0.152380952380952
"ERK",-0.152380952380952,-0.147298750320785,0.0401646606599701,0.0392352926302304,0.0428969276337697,0.0391375291375291,0.0356410256410256,0.0433333333333333,-0.0298701298701299,-0.0146268790820527,0.00523262604542679,-0.0576455713711017,0.111322116380818,0.0579322572756175,0.0554252934873167,-0.040415331635988,0.148791033828155,0.0381507381507381,0.00533333333333333,0.0418003731872345,0.0174837672774028,-0.0789457454833928,-0.0789457454833928,-0.156265590608951,0.0571428571428571,0.0285948783885139,0.204542456464787,0.0233661202185792,0.0909869401506388,-0.154137931034483,0.0107999552081571,0.100781440781441,0.100781440781441,0.100781440781441,0.057434135922173,0.0978111437517378,0.0180947880349048,0.0247668910881009,0.0333333333333333,-0.0333333333333333,-0.141312224832452,0.0571428571428571,-0.0840134352095915,0.0404583651642475,0.0404583651642475,-0.0385964912280702,-0.0309041835357625,-0.034400687032266,-0.0404424384377479,0.345750714803736,0.170749603214806,-0.0403869275264768,0.147586206896552,0.148947101969136,0.145838896306186
"RAF",-0.2,-0.152380952380952,0.034400687032266,0.0309041835357625,0.0356410256410256,0.0433333333333333,0.0333333333333333,0,-0.0571428571428571,-0.00131629887727449,-0.000157604412923561,-0.0486094267927884,0.114373028490676,0.154137931034483,0.156265590608951,-0.0381507381507381,0.139928698752228,0.0444444444444444,0.0333333333333333,0.0535353535353535,0.00533333333333333,-0.073661406025825,-0.073661406025825,-0.13,0.1,0.0233661202185792,0.207174603174603,0.0333333333333333,0.0801820728291317,-0.03,0.00296563674339193,0.1,0.1,0.1,0.0514156174036544,0.104273504273504,0.00791613179289688,0.020174527827007,0.1,0,-0.141301719822876,0.1,-0.087661406025825,0.0298701298701299,0.0571428571428571,0,-0.0333333333333333,-0.0385964912280702,-0.0392352926302304,0.349391793437081,0.174349879324552,-0.034845288326301,0.144680223990569,0.145838896306186,0.166666666666667
"TCFLEF",-0.284615384615385,-0.290244595656463,0.0751247221515652,0.173864699242058,0.177639720325142,0.17701860231272,0.172745098039216,0.162745098039216,0.187948051948052,0.124756177244901,0.182206211387091,-0.0963074192604341,-0.108432742152551,-0.106608594657375,-0.117492948398872,-0.224701444200293,0.265301404809385,0.204096923322174,0.0166666666666667,0.223704766459429,0.0435483870967742,-0.0722647970937444,-0.0722647970937444,0.10184668989547,-0.142857142857143,0.0521373441519889,0.157932135728543,0.05,0.0878858428617349,0.104285714285714,-0.107869414831476,-0.19517515065349,-0.19517515065349,-0.19517515065349,0.190381731239472,-0.197146241323661,-0.0950587073744968,0.0558886628766147,0.05,-0.133333333333333,0.0417316375924906,-0.151948051948052,-0.0782738095238095,-0.196678767235569,-0.184722245496439,-0.158333333333333,-0.168333333333333,-0.172606837606838,-0.0763274712924586,0.215187460889061,-0.300196891688652,-0.524380952380952,0.411457450292961,0.295211483073681,0.279964221824687
"GLI",-0.0216666666666667,-0.0257438733463457,0.0965035200833785,0.0945554681353265,0.113632363034438,0.213206831119545,0.209677419354839,0.2,0.0625730994152047,0.057955188557905,-0.0836985775402022,0.0245333284998852,0.0495559396008119,-0.0581385281385282,-0.0620059314534453,0.007548945307566,0.0799958379669755,-0.0168346595932803,0.0660714285714286,-0.0218346595932803,0.0695085929108485,-0.0624634749957331,-0.0624634749957331,0.0490476190476191,-0.0333333333333333,0.0592205270672271,-0.0904336666283569,0.0450187969924812,0.0163949324425988,0.0657142857142857,-0.0455955046225214,-0.0732929725779394,-0.0732929725779394,-0.0732929725779394,0.0294967792445486,-0.0766593092116028,-0.0623522613792782,0.0525015026253416,0.0285714285714286,-0.1,-0.0623241577205772,-0.0888888888888889,-0.0440471900471901,-0.0602771810478577,-0.0727771810478577,-0.08,-0.0896774193548387,-0.0945554681353265,-0.0968023843989792,0.0731869932332114,-0.151594765009885,-0.124035326086957,0.138247119023048,0.0297438733463457,0.0251149425287356
