"","PAK1","TGFR","TCFLEF","CD44","GLI","Wnt","Frizzled","DSH","NFB","HEY1","GSK3","Jagged","cateninmemb","ERK","MEK","NOTCH","TWIST1","Csl","FUS","NOTCHic","Patched","ZEB2","ZEB1","cfos","TrCP","SHH","SOSGRB2","SMO","RKIP","EGR1","SMAD","RAF","PI3K","DELTA","SNAI1","RAS","ILK","miR200","SUFU","LIV1","Ecadherin","Csn","KLF4","AKT","IKK","STAT","SRC","cMet","cateninnuc","SNAI2","Destcompl","AXIN2","FOXC2","TGF","CDC42"
"LIV1",-0.0714285714285714,-0.0773109243697479,0.101320429340231,0.10020931822912,0.0978376836399943,0.096374269005848,0.0911111111111111,0.08,0.0916666666666667,0.0884035923214863,0.00672294372294372,0.0793187627811861,0.0522185501019221,0.0445689019896831,0.0432355686563498,0.0707692307692308,0.0827916431394692,-0.0769230769230769,-0.0714285714285714,-0.0938461538461538,-0.0726233145587984,-0.0605606538580698,-0.0605606538580698,-0.0530434782608696,-0.0666666666666667,-0.0946233145587984,0.104744224422442,-0.113364055299539,0.0471924944300635,-0.04,-0.07510496671787,0.00287741112705245,0.00287741112705245,0.00287741112705245,0.0260215886547417,-0.00212258887294755,-0.102201740911418,0.0607929527756342,-0.138095238095238,-0.1,-0.0712565231686283,-0.141666666666667,-0.0294467863648191,-0.0904970760233918,-0.112719298245614,-0.08,-0.0911111111111111,-0.0992192192192192,-0.10173422244368,0.0764359610945585,-0.136210027142545,-0.128136443907426,0.0973042808376504,0.0838683014189282,0.0773109243697479
"SMAD",-0.121428571428571,-0.107658801973854,-0.0210784706465128,-0.0217568966980732,-0.00344515596314157,-0.00488400488400488,-0.00873015873015873,-0.0142857142857143,0.0126984126984127,0.0367485629426086,0.0112909799751905,0.0216471163245357,0.00518354574036419,0.0622548494266424,0.0612933109651039,0.0216091954022988,0.0338323461407809,-0.020952380952381,-0.00416666666666667,-0.0358949096880131,-0.000726299694189603,-0.0585092762182988,-0.0585092762182988,-0.0576036866359447,0,-0.00853299114400373,0.0761978704525288,-0.0291666666666667,0.0154120429297455,-0.0285714285714286,-0.0923851947139619,-0.0157494092515927,-0.0157494092515927,-0.0157494092515927,0.0155734570089409,-0.0206836197779085,-0.0128613851901523,0.0513385869506225,-0.0416666666666667,0.02,0.00525004113558066,-0.0555555555555556,-0.0419478243176823,0.00400746965452848,-0.0146591970121382,0.0342857142857143,0.0287301587301587,0.0228478057889823,0.0207745192787316,0.136338389694504,0.0557397911698636,0.0253378424759403,0.0975497164388992,0.112041272093376,0.111569416498994
"NOTCH",-0.1,-0.0688888888888889,-0.0131068931068931,-0.0186013986013986,-0.0186013986013986,-0.0276923076923077,-0.02,0,0.0666666666666667,0.00579710144927537,-0.0609456635318704,0.125117845117845,-0.000649628374722396,0.06,0.0814285714285714,0.121013824884793,0.0372542372881356,-0.18,-0.0666666666666667,-0.237142857142857,-0.0878205128205128,-0.0570048309178744,-0.0570048309178744,-0.06,0,-0.123114630467572,0.0852631578947368,-0.141666666666667,0.0190097259062776,0,-0.0623809523809524,0.0715151515151515,0.0715151515151515,0.0715151515151515,-0.0138461538461539,0.0642687747035573,-0.119047619047619,0.0637229437229437,-0.1,0,0.00807017543859649,-0.1,-0.01256038647343,-0.0666666666666667,-0.122222222222222,0,0.02,0.0276923076923077,0.0118824033109747,0.13568316215375,0.0100765705625519,0.0223989218328841,0.0495918367346939,0.065663082437276,0.0888888888888889
"STAT",-0.159090909090909,-0.173235645933014,0.188155986144945,0.186578699078699,0.184826203208556,0.182305194805195,0.173214285714286,0.185714285714286,0.18,0.0853333333333333,0.15904984423676,0.00154341266790153,0.0390180354674357,-0.00666666666666667,-0.0120430107526882,-0.0102191283230689,0.21885712987662,0.00392156862745098,-0.1,0.0228404875463699,-0.0928682170542636,-0.0484310561233638,-0.0484310561233638,0.00666666666666667,-0.1,-0.0672045002401043,0.21572249589491,-0.0533333333333333,0.0655743243243243,-0.0333333333333333,-0.119323671497585,-0.158969189412738,-0.158969189412738,-0.158969189412738,0.0679970228035816,-0.159715458069454,-0.0859903381642512,0.0374038385622336,-0.05,-0.1,-0.148259333838754,-0.1,-0.168964151317093,-0.168700564971751,-0.146666666666667,-0.185714285714286,-0.173214285714286,-0.182305194805195,-0.189467070769498,-0.0574509410281997,-0.232212394216214,-0.230527119938885,0.210053169734151,0.170820186995816,0.165340909090909
"Wnt",0.1,5.55111512312578e-18,0.108646616541353,0.115789473684211,0.115789473684211,0.1,0.2,0.2,-0.133333333333333,-0.0574358974358974,0.164655172413793,-0.0906617647058824,-0.0858050847457627,-0.06,-0.0776470588235294,-0.0476190476190476,0.0908823529411765,0,0.1,0.0142857142857143,0.145454545454545,-0.0473935915829746,-0.0473935915829746,0,0.1,0.102597402597403,0.0424242424242424,0.1,0.141666666666667,-0.1,0.0506658715961042,-0.14812030075188,-0.14812030075188,-0.14812030075188,0.140942028985507,-0.152665755297334,0.052991452991453,0.0158585858585859,0,0,0.0650434603424375,0.1,-0.0156862745098039,0.0858333333333333,0.0733333333333333,-0.1,-0.1,-0.1,-0.102686351640691,-0.129051724137931,-0.228661716402808,-0.155757575757576,0.0595141700404858,0.0173913043478261,-0.0333333333333333
"cateninmemb",-0.0470909090909091,-0.0389608277900961,-0.00498798573241947,-0.00486345273117414,-0.00436885387675519,-0.00303552054342186,-0.00820793433652531,-0.00588235294117647,0.103809523809524,0.0550993893591604,0.0845926533585662,0.0166765421117193,0.0028226573366394,-0.0978102431225536,-0.0974180862598085,-0.0769932906532156,0.0162848066600942,0.0785645933014354,-0.05,0.079595521136487,-0.0534274193548387,-0.0449193236785859,-0.0449193236785859,0.105026737967914,-0.1,-0.0439786004572009,0.0674656194517168,-0.04375,0.0271592327772103,0.110909090909091,-0.051802365161245,-0.0824622926093514,-0.0824622926093514,-0.0824622926093514,0.0384407347207285,-0.0830209518272285,-0.0496231884057971,0.0376929670784419,-0.0333333333333333,0,0.102680436163816,-0.08,-0.0482419127988748,-0.098999518999519,-0.0964021164021164,0.00588235294117647,0.00820793433652531,0.00386010824956879,0.00424102027957166,-0.0731153648728771,-0.09409435609423,-0.0900391815881027,0.115027379097975,0.037695005005286,0.0404242424242424
"SNAI1",-0.0773109243697479,-0.0838683014189282,0.10173422244368,0.101320429340231,0.0980204989964842,0.0978376836399943,0.096374269005848,0.0911111111111111,0.112719298245614,0.0651893066072006,0.00903317474604603,0.0687305274870685,0.0514931615008859,0.0432355686563498,0.0360606807639731,0.0789324960753532,0.0806377969856231,-0.0938461538461538,-0.113364055299539,-0.0707692307692308,-0.0946233145587984,-0.0439554878064093,-0.0439554878064093,-0.0445689019896831,-0.141666666666667,-0.0777301106753033,0.105121582913008,-0.0726233145587984,0.0421715739279714,-0.0530434782608696,-0.0981061967301701,-0.00212258887294755,-0.00212258887294755,-0.00212258887294755,-0.0668609736228384,-0.0024509960979065,-0.07510496671787,0.041484595426931,-0.0714285714285714,-0.08,-0.0714126105775773,-0.0916666666666667,-0.0584187489816416,-0.109247076023392,-0.0904970760233918,-0.0911111111111111,-0.0992192192192192,-0.10020931822912,-0.101424465086942,0.0771399503671029,-0.13675827275658,-0.130001245772228,0.0999726417016911,0.0856828175479605,0.0773109243697479
"DSH",5.55111512312578e-18,-0.0164389233954451,0.104114923069263,0.102686351640691,0.104071453142661,0.108646616541353,0.115789473684211,0.1,-0.0858333333333333,-0.0134642662302237,0.156932469749095,-0.0677818022910362,-0.0823388219155423,-0.0850544662309368,-0.0767837895392075,-0.0357172239525181,0.0735368615531319,0.0476190476190476,0.145454545454545,0.0378151260504202,0.105823209049016,-0.0368377328474948,-0.0368377328474948,0.0776470588235294,0.133333333333333,0.0806698348158867,0.049150036954915,0.102597402597403,0.108974358974359,0.06,0.0277845455513149,-0.1440043379745,-0.1440043379745,-0.1440043379745,0.120389924085576,-0.139802657302231,0.0160864323437677,-0.000338060482877552,0.1,-0.1,0.0661211651953838,0.0733333333333333,-0.0238693535666694,0.0511350574712644,0.0545833333333333,-0.1,-0.115789473684211,-0.108646616541353,-0.104738253434356,-0.124271020289644,-0.229541502581357,-0.151960107403145,0.0527488423449256,0.0105155784477099,0.0173913043478261
"CDC42",-0.185714285714286,-0.0773109243697479,0.10020931822912,0.0992192192192192,0.096374269005848,0.0911111111111111,0.08,0.1,0.141666666666667,0.0575212393803098,0.005995670995671,0.0652083333333333,0.0531343010176731,0.0530434782608696,0.0445689019896831,0.0938461538461538,0.0719220779220779,-0.1,-0.138095238095238,-0.0769230769230769,-0.113364055299539,-0.0313002036972981,-0.0313002036972981,-0.04,-0.1,-0.0726233145587984,0.0958333333333333,-0.0714285714285714,0.0278554778554779,-0.06,-0.102201740911418,0.0065359477124183,0.0065359477124183,0.0065359477124183,0.0305561948599923,0.00287741112705245,-0.0634920634920635,0.0313513284101519,-0.0666666666666667,-0.1,-0.0722945854523654,-0.0666666666666667,-0.0638730158730159,-0.112719298245614,-0.0916666666666667,-0.1,-0.08,-0.0911111111111111,-0.101320429340231,0.0771592884001643,-0.135608523383147,-0.124991789819376,0.0876491084238573,0.0773109243697479,0.0714285714285714
"Frizzled",0.0333333333333333,-0.0173913043478261,0.102686351640691,0.108646616541353,0.108646616541353,0.115789473684211,0.1,0.2,-0.0733333333333333,-0.046797599563557,0.160412748171369,-0.0856112596553773,-0.0810431799838579,-0.0776470588235294,-0.0850544662309368,-0.0378151260504202,0.0785014005602241,0.0142857142857143,0.1,0.0476190476190476,0.102597402597403,-0.0266015123750539,-0.0266015123750539,0.06,0.1,0.105823209049016,0.0393939393939394,0.145454545454545,0.116666666666667,0,0.0160864323437677,-0.152665755297334,-0.152665755297334,-0.152665755297334,0.134592822636301,-0.1440043379745,0.0506658715961042,-0.0107039141414141,0.1,-0.1,0.0662089615079387,0.133333333333333,-0.0442577030812325,0.0545833333333333,0.0858333333333333,-0.1,-0.1,-0.115789473684211,-0.104114923069263,-0.123688948112694,-0.228396464413418,-0.155757575757576,0.0618397514358347,0.0164389233954451,-5.55111512312578e-18
"IKK",0.25,0.182828282828283,0.11045197740113,0.116666666666667,0.116666666666667,0.108974358974359,0.116666666666667,0.15,-0.314285714285714,-0.155211558307534,0.14492673992674,-0.14190096844736,0.0105897175450248,-0.094,-0.100666666666667,-0.0913419913419913,-0.00513071895424837,0.0818181818181818,0.2,0.0770562770562771,0.218518518518519,-0.0260200501253133,-0.0260200501253133,0.05,0.2,0.184035759897829,-0.141596638655462,0.2,0.0872495446265938,-0.05,0.151890814081408,-0.0824561403508772,-0.0824561403508772,-0.0824561403508772,0.0892493638676845,-0.0824561403508772,0.154861111111111,0.00442586399108139,0.1,-0.1,-0.00324337391864973,0.3,-0.00586080586080586,0.177799227799228,0.164285714285714,-0.15,-0.116666666666667,-0.108974358974359,-0.10707644997497,-0.369593070104754,-0.227593245248419,-0.157857142857143,-0.101500721500721,-0.175628282828283,-0.205555555555556
"TGFR",0.182222222222222,0.10781746031746,-0.0368356354006801,-0.0363571665011586,-0.0192704982175463,-0.0186253369272237,-0.0242857142857143,-0.0142857142857143,0.117857142857143,-0.0381516017590962,-0.144298632248335,-0.0226401250773729,-0.0145298511558399,-0.0271177944862156,-0.0325972465410101,-0.0884594393450757,-0.0769065506787927,0.08,-0.00666666666666667,0.100689655172414,0.0200574712643678,-0.0256157010718558,-0.0256157010718558,0.0471177944862156,-0.1,0.0522608610948763,-0.199106562703054,0.0450574712643678,-0.0957575757575758,0.0523809523809524,0.0427492929524843,-0.0636904761904762,-0.0636904761904762,-0.0636904761904762,-0.0870091533566996,-0.064860066833751,0.0644574780058651,0.0388873331587458,0.06,0,0.0423516244448537,-0.075,-0.0495595873742327,-0.0797910473859066,-0.0704887218045113,0.0333333333333333,0.0433333333333333,0.0376729559748428,0.0369242093599361,-0.0419916946038399,0.00895659139102904,0.0400910976375926,-0.118592991401991,-0.107108240459304,-0.206031746031746
"cMet",-0.00666666666666668,-0.0108333333333333,0.1291771019678,0.123023255813953,0.120909090909091,0.13,0.15,0.1,0.133333333333333,0.0707602339181286,-0.0366551459293395,0.0782091821222256,0.027592324638588,-0.165,-0.185,0.0818109102543593,0.018607235461168,-0.114285714285714,-0.15,-0.0669172932330827,-0.108181818181818,-0.0236652236652237,-0.0236652236652237,0.155,-0.1,-0.0863068181818182,-0.21,-0.09,-0.052962962962963,0.175,-0.114902082044939,-0.0504761904761905,-0.0504761904761905,-0.0504761904761905,0.00256715234413718,-0.0485893980233603,-0.0930839002267574,0.0377912274923144,-0.1,0.1,-0.0522886950910282,-0.1,-0.142857142857143,-0.138333333333333,-0.113333333333333,0,-0.05,-0.13,-0.1291771019678,-0.263272736995365,-0.177258937973224,-0.155238095238095,0.0313291139240506,0.0193439716312057,-0.00583333333333332
"Jagged",-0.2,-0.0888888888888889,-0.0186013986013986,-0.0276923076923077,-0.0276923076923077,-0.02,0,0,0.1,-0.0333333333333333,-0.0632183908045977,0.11030303030303,0.00196817267239802,0.06,0.06,0.237142857142857,0.022,-0.2,-0.1,-0.18,-0.141666666666667,-0.01256038647343,-0.01256038647343,0,0,-0.0878205128205128,0.08,-0.0666666666666667,-0.00512820512820513,0.1,-0.119047619047619,0.0533333333333333,0.0533333333333333,0.0533333333333333,-2.77555756156289e-18,0.0715151515151515,-0.0666666666666667,0.0151515151515152,0,0,0.00807017543859649,0,-0.0777777777777778,-0.122222222222222,-0.0666666666666667,0,0,0.02,0.0131068931068931,0.141503267973856,0.0128803088803089,0.0242857142857143,0.0557142857142857,0.0688888888888889,0.1
"DELTA",-0.2,-0.0888888888888889,-0.0186013986013986,-0.0276923076923077,-0.0276923076923077,-0.02,0,0,0.1,-0.0333333333333333,-0.0632183908045977,0.11030303030303,0.00196817267239802,0.06,0.06,0.237142857142857,0.022,-0.2,-0.1,-0.18,-0.141666666666667,-0.01256038647343,-0.01256038647343,0,0,-0.0878205128205128,0.08,-0.0666666666666667,-0.00512820512820513,0.1,-0.119047619047619,0.0533333333333333,0.0533333333333333,0.0533333333333333,-2.77555756156289e-18,0.0715151515151515,-0.0666666666666667,0.0151515151515152,0,0,0.00807017543859649,0,-0.0777777777777778,-0.122222222222222,-0.0666666666666667,0,0,0.02,0.0131068931068931,0.141503267973856,0.0128803088803089,0.0242857142857143,0.0557142857142857,0.0688888888888889,0.1
"Csn",-0.00227272727272727,-0.0161265351563859,0.0694507311873061,0.0688076443705858,0.0706708175874708,0.0754743110372525,0.0839080459770115,0.0666666666666667,-0.143333333333333,-0.0280564784053156,0.154642565674575,-0.0642047004178759,-0.0693639177117105,-0.0781818181818182,-0.0698484848484849,-0.0193584193584194,0.0581221754714041,0.0297979797979798,0.141269841269841,0.0155122655122655,0.105883722012754,-0.0110868486352357,-0.0110868486352357,0.0690909090909091,0.26,0.0755558531602953,0.0324086244667358,0.0897546897546898,0.0993300055705438,0.06,0.0533661955058093,-0.135841493155142,-0.135841493155142,-0.135841493155142,0.106635826823334,-0.131810782982398,0.0330577122153209,-0.0134481805471931,0.0857142857142857,-0.0666666666666667,0.0684201220835777,0.11,0.00819076348488113,0.109833333333333,0.105833333333333,-0.0666666666666667,-0.0839080459770115,-0.0754743110372525,-0.0695108634783464,-0.108615021684431,-0.207096422245434,-0.104732747088448,0.0399603339056302,0.0120692559201091,0.0186906377204885
"NFB",-0.205555555555556,-0.175628282828283,-0.10707644997497,-0.11045197740113,-0.111048689138577,-0.116666666666667,-0.108974358974359,-0.116666666666667,0.164285714285714,0.144497272593248,-0.141005171299289,0.136864997224339,-0.0134408263095444,0.100666666666667,0.101320261437908,0.0829548945677978,0.0168767507002801,-0.0770562770562771,-0.2,-0.0913419913419913,-0.184035759897829,0.00954495433987267,0.00954495433987267,-0.094,-0.3,-0.185240579174937,0.144754533392304,-0.218518518518519,-0.0641726215496707,-0.05,-0.130701223003341,0.0824561403508772,0.0824561403508772,0.0824561403508772,-0.0829479940046708,0.0754909662215239,-0.151890814081408,0.0140031390300667,-0.2,0.15,0.00211977841303175,-0.314285714285714,0.0212454212454212,-0.157799227799228,-0.177799227799228,0.116666666666667,0.108974358974359,0.116666666666667,0.107939195073009,0.36715404571451,0.226928793421177,0.155020263424519,0.107476817118251,0.181957396752333,0.182828282828283
"PI3K",0.075,0.128176470588235,-0.0877434511774969,-0.0916982534373839,-0.0916982534373839,-0.0932367149758454,-0.0888888888888889,-0.1,-0.0333333333333333,0.0299902465274275,-0.132864357864358,0.0657894736842105,0.0868291931404153,0.0747899159663866,0.0698718831795013,0.0254962779156328,-0.17135729559108,-0.025,-0.1,-0.0480769230769231,-0.0794871794871795,0.0220483795056559,0.0220483795056559,-0.0571428571428571,0,-0.0822649572649573,-0.0680769230769231,-0.133333333333333,-0.100339366515837,0,0.00376310524209681,0.129766233766234,0.129766233766234,0.129766233766234,-0.112479871175523,0.120177192670343,-0.0322368947579032,0.0165032021589399,-0.1,0.1,-0.0847946484638463,-0.0333333333333333,0.0445175438596491,0.0556561085972851,0.0274509803921569,0.1,0.0888888888888889,0.0932367149758454,0.0879496367445072,0.00700187293541279,0.201243188687731,0.136190476190476,-0.150861788617886,-0.120859397417504,-0.116176470588235
"ILK",0.075,0.128176470588235,-0.0877434511774969,-0.0916982534373839,-0.0916982534373839,-0.0932367149758454,-0.0888888888888889,-0.1,-0.0333333333333333,0.0299902465274275,-0.132864357864358,0.0657894736842105,0.0868291931404153,0.0747899159663866,0.0698718831795013,0.0254962779156328,-0.17135729559108,-0.025,-0.1,-0.0480769230769231,-0.0794871794871795,0.0220483795056559,0.0220483795056559,-0.0571428571428571,0,-0.0822649572649573,-0.0680769230769231,-0.133333333333333,-0.100339366515837,0,0.00376310524209681,0.129766233766234,0.129766233766234,0.129766233766234,-0.112479871175523,0.120177192670343,-0.0322368947579032,0.0165032021589399,-0.1,0.1,-0.0847946484638463,-0.0333333333333333,0.0445175438596491,0.0556561085972851,0.0274509803921569,0.1,0.0888888888888889,0.0932367149758454,0.0879496367445072,0.00700187293541279,0.201243188687731,0.136190476190476,-0.150861788617886,-0.120859397417504,-0.116176470588235
