"","AXIN2","GSK3","SRC","cMet","CD44","STAT","TCFLEF","Wnt","GLI","FOXC2","LIV1","Patched","Destcompl","AKT","IKK","NFB","ILK","MEK","SOSGRB2","cfos","SNAI1","EGR1","RKIP","TGFR","TGF","CDC42","SNAI2","NOTCH","NOTCHic","Csl","PAK1","Jagged","RAF","PI3K","DELTA","RAS","TWIST1","ERK","Csn","SMAD","TrCP","SUFU","HEY1","FUS","miR200","SHH","SMO","Ecadherin","DSH","cateninnuc","Frizzled","cateninmemb","ZEB2","ZEB1","KLF4"
"CDC42",0.013743842364532,-0.046504329004329,0.03,0.0411111111111111,0.033003003003003,-0.05,0.0211218148841911,0.0411111111111111,0.0332163742690059,0.1965443738471,-0.1,0.0266513056835638,-0.0280911649802237,0.0199561403508772,0.00416666666666667,-0.0333333333333333,0.00476190476190476,0.13656595431098,0.00694444444444444,0.16,0.114632034632035,0.14,0.0782983682983683,0.0215686274509804,0.032174688057041,0,-0.0395595159098809,-0.0197435897435897,-0.0243589743589744,-0.0166666666666667,0.0571428571428571,-0.0439236111111111,0.0118191721132898,0.0118191721132898,0.0118191721132898,0.0032825867474361,-0.0715670995670996,-0.138260869565217,0.0333333333333333,0.00168970814132104,0,0.0333333333333333,-0.00434782608695652,0.019047619047619,-0.108182667006196,-0.0303550093872675,0.00238095238095238,-0.0504422732292091,0.05,-0.02001070377308,-0.03,-0.0286624058187301,-0.214381797916907,-0.214381797916907,-0.211174603174603
"SOSGRB2",0.0182205720572057,-0.197091140120593,-0.0142857142857143,0.00745341614906832,0.0262939958592132,0,0.039978206385529,0.00238095238095238,0.0212215320910973,0.20952380952381,0,0.141891891891892,-0.0946681580909769,0.161769005847953,0.174269005847953,0.211111111111111,0.146451612903226,0.150598650598651,-0.0272222222222222,0.149206349206349,0.200171286425018,0.138095238095238,0.0366959064327485,0.0804395604395604,0.0825672200140285,0.0842857142857143,0.0595106492885403,0.170521028267507,0.186013986013986,0.209090909090909,0.114285714285714,0.149039870881379,0.113747645951036,0.113747645951036,0.113747645951036,0.126568158771549,-0.131623188405797,-0.162719862719863,-0.2,-0.151346717798331,-0.1,-0.2,-0.0669507575757576,-0.166666666666667,-0.129523007643987,-0.151194217473287,-0.15,0.0341002471608294,0,-0.037110137551877,0.0142857142857143,0.0362966342966343,-0.212243107769424,-0.212243107769424,-0.219385964912281
"SUFU",0.232384372003906,-0.0413617224593622,0.0711111111111111,0.0720819848975189,0.0735857442960151,0.0433333333333333,0.0703248747307977,0.165277777777778,0.167136513837257,0.11699450131275,0.05,0.141742424242424,-0.0160707265586251,0.0321314256213585,0.0234065934065934,0.0157142857142857,-0.0599692780337942,0.152433528809171,0.169488406330512,0.167459207459207,0.119592684358336,0.152307692307692,0.0859499263622975,0.226241134751773,0.228805237315876,0.216666666666667,0.00278897755192275,-0.0362987012987013,-0.0410606060606061,-0.0342424242424242,0.216666666666667,-0.118900435281828,-0.0104035004804275,-0.0104035004804275,-0.0104035004804275,-0.00818831060700974,-0.0207999130515871,-0.157114379873001,-0.0357142857142857,0.0588145436227087,-0.05,-0.146666666666667,0.0657381556805339,-0.134166666666667,-0.107018050635707,-0.142900725400725,-0.128611111111111,0.0206939389024462,-0.1375,-0.0701714220453757,-0.165277777777778,-0.071492322638219,-0.211533872937366,-0.211533872937366,-0.197998538442241
"NOTCH",0.113611859838275,0.00572100313479624,0.06,0.113846153846154,0.116876456876457,0,0.106986346986347,0.113846153846154,0.116876456876457,0.179591836734694,0,0.0147435897435897,0.0446778046404215,0.0111111111111111,-0.0222222222222222,-0.0333333333333333,0.00476190476190476,0.125714285714286,0.00631578947368421,0.14,0.110769230769231,0.2,0.0667550839964633,0.0328888888888889,0.0490179211469534,-0.0111111111111111,-0.0208276472982355,-0.0375115207373272,0.0657142857142857,0.08,0,-0.0624242424242424,0.0448484848484848,0.0448484848484848,0.0448484848484848,0.0462977602108037,-0.0363050847457627,-0.14,0,-0.00142857142857143,0,0,-0.104347826086957,0.0333333333333333,-0.104242424242424,-0.0382730015082956,0.00833333333333333,-0.106770232031692,0,-0.0975985918843062,-0.06,-0.112157016348448,-0.209339774557166,-0.209339774557166,-0.201932367149758
"FUS",0.229339875516787,-0.0411046530506218,0.0433333333333333,0.0711111111111111,0.0720819848975189,0.05,0.0735857442960151,0.165277777777778,0.165277777777778,0.11426497277677,0.1,0.128611111111111,-0.0143163405937129,0.0234065934065934,0.0157142857142857,0.0357142857142857,-0.0619047619047619,0.157114379873001,0.165991902834008,0.152307692307692,0.117718749094282,0.16,0.0830927835051546,0.216666666666667,0.226241134751773,0.216666666666667,0.00470064531724905,-0.0410606060606061,-0.0342424242424242,-0.0242424242424242,0.233333333333333,-0.118662905590616,-0.0143336314847943,-0.0143336314847943,-0.0143336314847943,-0.0104035004804275,-0.0193566140825149,-0.167459207459207,-0.05,0.0599692780337942,-0.1,-0.0666666666666667,0.0681477942347508,-0.146666666666667,-0.104787567364331,-0.141742424242424,-0.134166666666667,0.0204879656789652,-0.15,-0.0703248747307977,-0.1375,-0.0727201534704155,-0.208152230425289,-0.208152230425289,-0.193806921675774
"STAT",-0.13386848445672,-0.108609256786827,-0.0946428571428571,-0.0810064935064935,-0.0869893994893995,-0.157142857142857,-0.0955067496471282,-0.0810064935064935,-0.08688884644767,0.228951601908657,-0.1,0.000232558139534883,-0.0853299557358128,0.0019774011299435,-0.0166666666666667,-0.05,0.0154589371980676,0.129728020240354,-0.136945812807882,0.166666666666667,0.111887186867361,0.166666666666667,0.0740717503217503,-0.0431519138755981,-0.032040802764487,-0.0642045454545455,-0.0602682653681809,0.0124325353337346,0.00757816640169581,0.0156862745098039,-0.0954545454545455,0.00512535094770442,-0.0614764267990074,-0.0614764267990074,-0.0614764267990074,-0.0674465760527388,-0.190684203352869,-0.137254901960784,0.05,-0.00971181076128602,0,0.05,-0.0173333333333333,0.05,-0.104261457565315,-0.00819715990944639,0.03,0.0374934178190566,0.157142857142857,0.0977713503622653,0.0946428571428571,0.0870356156662056,-0.206957145418684,-0.206957145418684,-0.107902554961378
"SMO",0.223749813404986,-0.0394324122479462,0.05,0.0433333333333333,0.0711111111111111,0.1,0.0720819848975189,0.1375,0.165277777777778,0.116896551724138,0.1,0.134166666666667,-0.0135864135864136,0.0157142857142857,0.0357142857142857,0.05,-0.0666666666666667,0.167459207459207,0.173684210526316,0.16,0.112058371735791,0.1,0.08,0.216666666666667,0.216666666666667,0.233333333333333,0.00272577996715928,-0.0342424242424242,-0.0242424242424242,-0.0333333333333333,0.233333333333333,-0.119867724867725,-0.0259615384615385,-0.0259615384615385,-0.0259615384615385,-0.0143336314847943,-0.019880174291939,-0.152307692307692,-0.1,0.0619047619047619,0,-0.1,0.0695970695970696,-0.0666666666666667,-0.10379746835443,-0.128611111111111,-0.146666666666667,0.0213098834871844,-0.2,-0.0735857442960151,-0.15,-0.075513449559801,-0.205084745762712,-0.205084745762712,-0.188888888888889
"Jagged",0.0928571428571429,0.00344827586206897,0,0.06,0.113846153846154,0,0.116876456876457,0.06,0.113846153846154,0.185714285714286,0,-0.00833333333333333,0.0521544401544402,-0.0222222222222222,-0.0333333333333333,0,0,0.14,-0.02,0.2,0.1,0.1,0.0564102564102564,-0.0111111111111111,0.0328888888888889,0,-0.0150075414781297,0.0657142857142857,0.08,0.1,0,-0.0624242424242424,0.0266666666666667,0.0266666666666667,0.0266666666666667,0.0448484848484848,-0.038,-0.14,0,-0.00476190476190476,0,0,-0.1,0,-0.104242424242424,-0.0147435897435897,0.0333333333333333,-0.104350877192982,0,-0.106986346986347,0,-0.12524602158405,-0.201932367149758,-0.201932367149758,-0.188888888888889
"DELTA",0.0928571428571429,0.00344827586206897,0,0.06,0.113846153846154,0,0.116876456876457,0.06,0.113846153846154,0.185714285714286,0,-0.00833333333333333,0.0521544401544402,-0.0222222222222222,-0.0333333333333333,0,0,0.14,-0.02,0.2,0.1,0.1,0.0564102564102564,-0.0111111111111111,0.0328888888888889,0,-0.0150075414781297,0.0657142857142857,0.08,0.1,0,-0.0624242424242424,0.0266666666666667,0.0266666666666667,0.0266666666666667,0.0448484848484848,-0.038,-0.14,0,-0.00476190476190476,0,0,-0.1,0,-0.104242424242424,-0.0147435897435897,0.0333333333333333,-0.104350877192982,0,-0.106986346986347,0,-0.12524602158405,-0.201932367149758,-0.201932367149758,-0.188888888888889
"SHH",0.219047619047619,-0.0384615384615385,0.1,0.1,0.05,0.1,0.0433333333333333,0.2,0.15,0.1,0,0.0666666666666667,-0.0168831168831169,0.05,0.1,0,-0.0666666666666667,0.16,0.2,0.1,0.1,0,0.08,0.233333333333333,0.233333333333333,0.233333333333333,-0.00298850574712643,-0.0333333333333333,0,-0.1,0.2,-0.105714285714286,0,0,0,-0.0384615384615385,-0.025,-0.1,0,0.0666666666666667,0,0,0.0666666666666667,0,-0.1,-0.146666666666667,-0.1,0.00944444444444445,-0.2,-0.0711111111111111,-0.2,-0.0607885304659498,-0.2,-0.2,-0.2
"MEK",0.0330555238783087,-0.0837946263478178,0.00350877192982456,0.0265856950067476,0.0426696110906637,-0.0333333333333333,0.0352904762306128,0.0197435897435897,0.0358275058275058,0.234526967285588,0,0.0606994535519126,-0.00619130686986792,0.137211611917494,0.126623376623377,0.135714285714286,0.0680358376017319,0.0124027879677183,-0.00717460317460317,0.146551724137931,0.239062228842635,0.15,0.127137697184137,0.0273876279483756,0.0412562410870618,0.0152380952380952,0.06840381806664,0.140195611363495,0.142385392385392,0.161616161616162,0.02,0.0459459396773266,0.123468198468198,0.123468198468198,0.123468198468198,0.133944388944389,-0.178525657349187,-0.127402787967718,-0.185714285714286,-0.0684048412917688,-0.2,-0.0666666666666667,-0.0893091190652166,-0.0466666666666667,-0.104602183657904,-0.074424943747991,-0.0426666666666667,0.0146747615800584,0.0333333333333333,-0.0289707736283824,0.00333333333333333,0.0292635164371176,-0.182732253877161,-0.182732253877161,-0.178048780487805
"RKIP",0.0150375058602907,-0.0830575256107171,-0.0333333333333333,0.00350877192982456,0.0265856950067476,0,0.0426696110906637,-0.00333333333333333,0.0197435897435897,0.234526967285588,0,0.0426666666666667,-0.00179800143053737,0.126623376623377,0.135714285714286,0.185714285714286,0.059124946512623,0.127402787967718,-0.0138412698412698,0.15,0.232651972432378,0.1,0.117927170868347,0.0152380952380952,0.0273876279483756,0.02,0.0725400711080026,0.142385392385392,0.161616161616162,0.188888888888889,0.0666666666666667,0.0516836445953594,0.105519480519481,0.105519480519481,0.105519480519481,0.123468198468198,-0.182554961378491,-0.146551724137931,-0.2,-0.0680358376017319,-0.2,-0.1,-0.0820363917924894,-0.0666666666666667,-0.100577415856047,-0.0606994535519126,-0.0466666666666667,0.0101210275181276,0,-0.0352904762306128,0.0333333333333333,0.0185318091200444,-0.177970349115256,-0.177970349115256,-0.181970349115256
"AXIN2",0.506137234482442,-0.124146472647617,0.12031007751938,0.122034215450414,0.124873332169657,0.113333333333333,0.12639736499498,0.122034215450414,0.124549938720855,0.125105994707868,0.133333333333333,0.0981684981684982,-0.130271513617034,0.13975845410628,0.138647342995169,0.148792270531401,-0.021808143547274,0.00557257728555371,0.125792568036607,-0.0024390243902439,0.137076718202671,0,0.135531135531136,0.138513738664919,0.138843771668219,0.136743827160494,0.0827119495451817,0.0149310776942356,0.0149310776942356,0.023859649122807,0.142916666666667,-0.125907106994064,0.147223650986627,0.147223650986627,0.147223650986627,0.150373257285839,-0.00714516595517272,-0.00971050832003647,-0.144444444444444,0.0210144927536232,-0.133333333333333,-0.1,0.020436692850486,-0.107692307692308,-0.117636652341255,-0.0991521047258752,-0.0981684981684982,0.0703923595621479,-0.113333333333333,-0.126008259936614,-0.12031007751938,-0.0974863139601424,-0.162762720165411,-0.162762720165411,-0.157899285837538
"IKK",0.225,-0.0726007326007326,0.188888888888889,0.181196581196581,0.164273504273504,0.2,0.167098363030566,0.181196581196581,0.164273504273504,0.108629148629149,0.1,0.148888888888889,-0.000980987467535094,0.246010296010296,0.259523809523809,0.342857142857143,0.0763888888888889,-0.0313968253968254,0.0546218487394958,-0.0642857142857143,0.073360192253322,-0.05,0.106193078324226,0.0267676767676768,0.0179676767676768,0.0222222222222222,0.0256716506998538,0.1004329004329,0.105194805194805,0.0909090909090909,0,-0.0361168384879725,0.203750756200847,0.203750756200847,0.203750756200847,0.188257798454368,0.021437908496732,0.0602857142857143,-0.3,-0.0714383938393839,-0.2,-0.1,-0.0829721362229102,-0.12,-0.0246042363433668,-0.138544061302682,-0.16,-0.11447315726955,-0.2,-0.169630008600187,-0.188888888888889,-0.188003867640739,-0.0313333333333333,-0.0313333333333333,-0.0307692307692308
