"","AXIN2","GSK3","SRC","cMet","CD44","STAT","TCFLEF","Wnt","GLI","FOXC2","LIV1","Patched","Destcompl","AKT","IKK","NFB","ILK","MEK","SOSGRB2","cfos","SNAI1","EGR1","RKIP","TGFR","TGF","CDC42","SNAI2","NOTCH","NOTCHic","Csl","PAK1","Jagged","RAF","PI3K","DELTA","RAS","TWIST1","ERK","Csn","SMAD","TrCP","SUFU","HEY1","FUS","miR200","SHH","SMO","Ecadherin","DSH","cateninnuc","Frizzled","cateninmemb","ZEB2","ZEB1","KLF4"
"CD44",-0.16,-0.252380952380952,0,-0.05,-0.13,0.1,-0.0997674418604651,-0.15,-0.13,0.339583333333333,0.1,0.11,-0.145580050201899,0.173333333333333,0.166666666666667,0.1,0.116666666666667,0.2,0.0285714285714286,0.15,0.317543859649123,0.2,0.123703703703704,0.153333333333333,0.125555555555556,0.153333333333333,-0.0131823731823732,0.187218045112782,0.171428571428571,0.1,0.133333333333333,0.143216783216783,0.123809523809524,0.123809523809524,0.123809523809524,0.132380952380952,-0.257509157509158,-0.21,0,-0.106462585034014,0.1,-0.1,-0.0719298245614035,-0.1,-0.190922266139657,-0.100909090909091,-0.15,0.0814688958853545,0,0.0843828264758497,0.1,0.123058608058608,-0.304761904761905,-0.304761904761905,-0.204761904761905
"cMet",-0.139365079365079,-0.250768049155146,-0.05,-0.13,-0.0997674418604651,0,-0.0843828264758497,-0.13,-0.102727272727273,0.333254219409283,0.1,0.100909090909091,-0.136120590742439,0.154583333333333,0.173333333333333,0.166666666666667,0.106462585034014,0.22,0.0019047619047619,0.21,0.305679452869462,0.15,0.112592592592593,0.125555555555556,0.134066193853428,0.153333333333333,-4.36870509863185e-05,0.168069108942569,0.187218045112782,0.171428571428571,0.153333333333333,0.123651565825479,0.132380952380952,0.132380952380952,0.132380952380952,0.126720575022462,-0.24514960694736,-0.2,-0.1,-0.111917130488559,0,-0.1,-0.066047471620227,-0.15,-0.190922266139657,-0.0977840909090909,-0.11,0.0868124073357362,0.1,0.078168137210313,0.15,0.115585298450067,-0.301731601731602,-0.301731601731602,-0.204761904761905
"SRC",-0.144485528496749,-0.260952380952381,-0.15,-0.11,-0.0985245901639344,-0.1,-0.100963614554178,-0.11,-0.0985245901639344,0.340238095238095,0,-0.012962962962963,-0.0803448001274088,-0.0311965811965812,-0.0423076923076923,-0.05,0.0133771929824561,0.122412807318468,-0.07,0.106060606060606,0.241693209224228,0.133333333333333,0.135972629521017,0.0876984126984127,0.0931529581529582,0.0638888888888889,-0.0222941734754695,-0.0364285714285714,-0.0292857142857143,-0.015,0.0888888888888889,0.024707715831569,0.0523821443471005,0.0523821443471005,0.0523821443471005,0.0584427504077066,-0.133025135783756,-0.139393939393939,0.05,-0.014278093883357,0.1,-0.0333333333333333,0.0146888447533929,0.0166666666666667,-0.147041428780559,-0.00174291938997821,0.0166666666666667,0.0525279404691169,0.2,0.1038718919591,0.15,0.0960084568178416,-0.275194669062594,-0.275194669062594,-0.181072351421189
"Wnt",0.113939393939394,-0.0852664576802508,0,0.05,0.0657894736842105,0.1,0.0800751879699248,0.05,0.0657894736842105,0.282429149797571,0,-0.00909090909090909,-0.00970594187331683,0.100833333333333,0.113333333333333,0.133333333333333,-0.0299145299145299,0.0427450980392157,0.139393939393939,0.0333333333333333,0.167080745341615,0,0.18,0.08,0.0973913043478261,0.1,-0.00870689655172414,0.0892857142857143,0.114285714285714,0.1,0.1,-0.0434803921568627,0.183458646616541,0.183458646616541,0.183458646616541,0.174367737525632,-0.0973529411764706,-0.0133333333333333,-0.1,0.0275889485191811,-0.1,0,0.021025641025641,0,-0.124040404040404,-0.00519480519480519,0,-0.0257961485144805,-0.2,-0.0767639296917791,-0.1,-0.0741101694915254,-0.229890004782401,-0.229890004782401,-0.227450980392157
"ZEB1",-0.133651063316228,0.0268289863943968,-0.0908692933083177,-0.0928300776220432,-0.0997745220664876,-0.112820512820513,-0.104295798662232,-0.103781381220406,-0.110310590842399,0.213382241234157,-0.166666666666667,0.0985739750445633,-0.0546579028871043,0.0904889272361231,0.0804889272361231,0.0624561403508772,0.116622871432541,0.0894523624427745,-0.0269005847953216,0.0966666666666667,0.0874197816491532,0.116666666666667,0.0747286626977149,-0.0387061545369447,-0.0383124537495431,-0.0483508245877061,-0.0913374789935797,0.104405687894993,0.0977941176470588,0.0958333333333333,-0.0729885057471264,0.119081635677722,-0.0830851127424836,-0.0830851127424836,-0.0830851127424836,-0.0892268450259482,-0.183141740463271,-0.0837254901960784,-0.0466666666666667,-0.111334409894079,-0.0666666666666667,-0.0416666666666667,-0.131083734917932,-0.0666666666666667,-0.13024041249069,-0.0953711280694743,-0.0848484848484849,-0.0383539608957437,0.123809523809524,0.10488288281096,0.101858304297329,0.092915330900236,-0.227585200612363,-0.227585200612363,-0.22898286370403
"TCFLEF",0.431134065934066,-0.12375637217793,0.0783333333333333,0.0894444444444445,0.084412997903564,0.0583333333333333,-0.0193670708249584,0.0820915032679739,0.0777436771810174,0.196456121388624,0.0333333333333333,0.0340399385560676,-0.138397504254106,0.0389996721371195,0.0270431503979891,0.00768831168831169,-0.0531542492595124,0.131310768209723,0.143543067710732,0.153623693379791,0.196536856913426,0.141428571428571,0.162391973182716,0.175296897552929,0.182912791592664,0.165951103160405,-0.0121443575760462,-0.044499206375687,-0.0474892395982783,-0.0514108082257293,0.158974358974359,-0.127507814888483,0.0538966542612752,0.0538966542612752,0.0538966542612752,0.0487718185188311,-0.0351996511367045,-0.127909407665505,-0.0116883116883117,0.0533454538484226,-0.0571428571428571,-0.0166666666666667,0.0377946522028737,-0.01,-0.124239816408491,-0.0364939262861289,-0.0195238095238095,0.0680071936774214,-0.0509803921568628,0.0191952495191165,-0.0709803921568628,0.113736119616066,-0.226487329434698,-0.226487329434698,-0.122014260249554
"GLI",-0.000579710144927543,-0.193787935430569,0.0396774193548387,0.0250432730133753,0.0146984454271684,0.03,0.0153477960765191,0.0967362428842505,-0.0130509911583027,0.198793967148263,-0.05,0.0864348370927318,-0.0559936429205519,-0.0113686373672276,-0.0129311373672276,-0.0353801169590643,-0.025374647394296,0.242833823634929,0.0159816879285906,0.232142857142857,0.142044325498341,0.257142857142857,0.103971549800745,0.12398069833008,0.116686580683021,0.115804597701149,-0.0404233081756633,-0.0478072502210433,-0.05447391688771,-0.06447391688771,0.0916666666666667,-0.0577059288491435,-0.0179177670370555,-0.0179177670370555,-0.0179177670370555,-0.0256405393142832,-0.0828664930617392,-0.233441558441558,0.0722222222222222,0.0307800527997014,0.0833333333333333,-0.0476190476190476,0.0306657405978289,-0.0601190476190476,-0.11050011907597,-0.0794389523190693,-0.0864348370927318,-0.0556451892878638,-0.1,-0.0182766663694061,-0.109677419354839,-0.0257293295448583,-0.218209165386585,-0.218209165386585,-0.216516516516517
"TrCP",0.00808346500604144,-0.0479588744588745,0.0411111111111111,0.033003003003003,0.0211218148841911,0.03,0.02001070377308,0.0332163742690059,0.0219968620738839,0.200682304881583,-0.05,0.0303550093872675,-0.0282415409200733,0.0236598440545809,0.0199561403508772,0.00416666666666667,-0.00168970814132104,0.14856595431098,0.0257563256325633,0.138260869565217,0.111052082364732,0.16,0.0810607992375948,0.032174688057041,0.0272566552701558,0.0215686274509804,-0.0406445068682896,-0.0142490842490842,-0.0197435897435897,-0.0243589743589744,0,-0.0390156356509884,0.0032825867474361,0.0032825867474361,0.0032825867474361,-0.00580832234347299,-0.0780888386975343,-0.13656595431098,0.0333333333333333,0.00685099846390169,0.0333333333333333,0.019047619047619,0.00300511508951407,0.00238095238095238,-0.108182667006196,-0.0233550093872675,-0.0266513056835638,-0.0543869099074098,-0.03,-0.0213900141179076,-0.0411111111111111,-0.0301276072839316,-0.216632601775428,-0.216632601775428,-0.214453291699193
"PAK1",0.00808346500604144,-0.0479588744588745,0.0411111111111111,0.033003003003003,0.0211218148841911,0.03,0.02001070377308,0.0332163742690059,0.0219968620738839,0.200682304881583,-0.05,0.0303550093872675,-0.0282415409200733,0.0236598440545809,0.0199561403508772,0.00416666666666667,-0.00168970814132104,0.14856595431098,0.0257563256325633,0.138260869565217,0.111052082364732,0.16,0.0810607992375948,0.032174688057041,0.0272566552701558,0.0215686274509804,-0.0406445068682896,-0.0142490842490842,-0.0197435897435897,-0.0243589743589744,0,-0.0390156356509884,0.0032825867474361,0.0032825867474361,0.0032825867474361,-0.00580832234347299,-0.0780888386975343,-0.13656595431098,0.0333333333333333,0.00685099846390169,0.0333333333333333,0.019047619047619,0.00300511508951407,0.00238095238095238,-0.108182667006196,-0.0233550093872675,-0.0266513056835638,-0.0543869099074098,-0.03,-0.0213900141179076,-0.0411111111111111,-0.0301276072839316,-0.216632601775428,-0.216632601775428,-0.214453291699193
"LIV1",0.00808346500604144,-0.0479588744588745,0.0411111111111111,0.033003003003003,0.0211218148841911,0.03,0.02001070377308,0.0332163742690059,0.0219968620738839,0.200682304881583,-0.05,0.0303550093872675,-0.0282415409200733,0.0236598440545809,0.0199561403508772,0.00416666666666667,-0.00168970814132104,0.14856595431098,0.0257563256325633,0.138260869565217,0.111052082364732,0.16,0.0810607992375948,0.032174688057041,0.0272566552701558,0.0215686274509804,-0.0406445068682896,-0.0142490842490842,-0.0197435897435897,-0.0243589743589744,0,-0.0390156356509884,0.0032825867474361,0.0032825867474361,0.0032825867474361,-0.00580832234347299,-0.0780888386975343,-0.13656595431098,0.0333333333333333,0.00685099846390169,0.0333333333333333,0.019047619047619,0.00300511508951407,0.00238095238095238,-0.108182667006196,-0.0233550093872675,-0.0266513056835638,-0.0543869099074098,-0.03,-0.0213900141179076,-0.0411111111111111,-0.0301276072839316,-0.216632601775428,-0.216632601775428,-0.214453291699193
"EGR1",0.00808346500604144,-0.0479588744588745,0.0411111111111111,0.033003003003003,0.0211218148841911,0.03,0.02001070377308,0.0332163742690059,0.0219968620738839,0.200682304881583,-0.05,0.0303550093872675,-0.0282415409200733,0.0236598440545809,0.0199561403508772,0.00416666666666667,-0.00168970814132104,0.14856595431098,0.0257563256325633,0.138260869565217,0.111052082364732,0.16,0.0810607992375948,0.032174688057041,0.0272566552701558,0.0215686274509804,-0.0406445068682896,-0.0142490842490842,-0.0197435897435897,-0.0243589743589744,0,-0.0390156356509884,0.0032825867474361,0.0032825867474361,0.0032825867474361,-0.00580832234347299,-0.0780888386975343,-0.13656595431098,0.0333333333333333,0.00685099846390169,0.0333333333333333,0.019047619047619,0.00300511508951407,0.00238095238095238,-0.108182667006196,-0.0233550093872675,-0.0266513056835638,-0.0543869099074098,-0.03,-0.0213900141179076,-0.0411111111111111,-0.0301276072839316,-0.216632601775428,-0.216632601775428,-0.214453291699193
"Csl",0.109602291143616,0.000263293084771287,0.116876456876457,0.106986346986347,0.0975985918843062,0.113846153846154,0.0971405766171306,0.107199037521618,0.0983280697796827,0.187878822274182,0.06,0.0371977326910913,0.0420720764259181,0.0219638242894057,0.0227390180878553,0.0111111111111111,-0.00648509763617677,0.144472049689441,0.0594200023339946,0.125714285714286,0.106019873845961,0.14,0.0770750684191283,0.0547504052233865,0.0486279562437947,0.0490179211469534,-0.0238523394864898,-0.0286119992062267,-0.0322483628425903,-0.0375115207373272,0.0328888888888889,-0.0546634808348384,0.0369381542994736,0.0369381542994736,0.0369381542994736,0.0299528601818266,-0.0504794533304554,-0.131428571428571,0.0222222222222222,0.0103739865250657,0.0333333333333333,0.00833333333333333,-0.0912357094454281,-0.0147435897435897,-0.107635072245749,-0.0285770430359189,-0.0382730015082956,-0.115312202899601,-0.113846153846154,-0.0990273690699608,-0.116876456876457,-0.11100231846803,-0.215629932118042,-0.215629932118042,-0.211932367149758
"SNAI1",0.00528626220883865,-0.0482889074621748,0.033003003003003,0.0211218148841911,0.02001070377308,0.0411111111111111,0.0213900141179076,0.0219968620738839,0.0207171545784543,0.201825888109029,0.03,0.0233550093872675,-0.0273643479376172,0.016020955165692,0.0236598440545809,0.0199561403508772,-0.00685099846390169,0.157086133683177,0.0291525520476576,0.13656595431098,0.00927272293412655,0.138260869565217,0.0781319289447078,0.0272566552701558,0.0210066552701558,0.032174688057041,-0.0404098437774414,-0.0138409209837781,-0.0142490842490842,-0.0197435897435897,0.0215686274509804,-0.0401921062392237,-0.00580832234347299,-0.00580832234347299,-0.00580832234347299,-0.00745035846826773,-0.077781146389842,-0.14856595431098,-0.00416666666666667,0.00869601691408619,0.0333333333333333,0.00238095238095238,0.00836225794665692,-0.0266513056835638,-0.106741744815995,-0.0157821938532869,-0.0303550093872675,-0.0556356091790019,-0.0411111111111111,-0.0233001844844538,-0.0332163742690059,-0.0327873654877313,-0.214787583325243,-0.214787583325243,-0.214141765219443
"NOTCHic",0.115000748727164,0.00158877172983756,0.113846153846154,0.116876456876457,0.106986346986347,0.06,0.0975985918843062,0.116876456876457,0.107199037521618,0.184430546412113,0,0.0382730015082956,0.0420111379737548,0.0227390180878553,0.0111111111111111,-0.0222222222222222,0.00142857142857143,0.131428571428571,0.0472248803827751,0.14,0.109181929181929,0.14,0.0766142389260408,0.0490179211469534,0.0547504052233865,0.0328888888888889,-0.0230320561158708,-0.0322483628425903,-0.0375115207373272,0.0657142857142857,-0.0111111111111111,-0.0577884808348385,0.0462977602108037,0.0462977602108037,0.0462977602108037,0.0369381542994736,-0.0457390470099137,-0.125714285714286,0.0333333333333333,0.00648509763617677,0,0.0333333333333333,-0.0997324414715719,0.00833333333333333,-0.108288667016991,-0.0371977326910913,-0.0147435897435897,-0.111823830806577,-0.06,-0.0971405766171306,-0.113846153846154,-0.108708740486379,-0.214524959742351,-0.214524959742351,-0.209075224292616
"cfos",0.013743842364532,-0.046504329004329,0.03,0.0411111111111111,0.033003003003003,-0.05,0.0211218148841911,0.0411111111111111,0.0332163742690059,0.1965443738471,-0.1,0.0266513056835638,-0.0280911649802237,0.0199561403508772,0.00416666666666667,-0.0333333333333333,0.00476190476190476,0.13656595431098,0.00694444444444444,0.16,0.114632034632035,0.24,0.0782983682983683,0.0215686274509804,0.032174688057041,0,-0.0395595159098809,-0.0197435897435897,-0.0243589743589744,-0.0166666666666667,-0.0428571428571429,-0.0439236111111111,0.0118191721132898,0.0118191721132898,0.0118191721132898,0.0032825867474361,-0.0715670995670996,-0.138260869565217,0.0333333333333333,0.00168970814132104,0,0.0333333333333333,-0.00434782608695652,0.019047619047619,-0.108182667006196,-0.0303550093872675,0.00238095238095238,-0.0504422732292091,0.05,-0.02001070377308,-0.03,-0.0286624058187301,-0.214381797916907,-0.214381797916907,-0.211174603174603
