"","KLF4","SMAD","ZEB1","ILK","AKT","Patched","IKK","SMO","TGFR","NFB","CDC42","Jagged","Csn","NOTCH","NOTCHic","SOSGRB2","Csl","TrCP","SNAI2","cateninmemb","Ecadherin","AXIN2","MEK","cateninnuc","TCFLEF","ERK","CD44","cfos","Wnt","RAF","PI3K","Frizzled","STAT","DSH","EGR1","Destcompl","LIV1","DELTA","RAS","SRC","GLI","cMet","TWIST1","GSK3","SUFU","PAK1","RKIP","FUS","TGF","FOXC2","SNAI1","SHH","HEY1","ZEB2","miR200"
"IKK",-0.0992673992673993,-0.188744499449945,-0.113243107769424,-0.165972222222222,-0.0444658944658945,-0.0911111111111111,-0.030952380952381,-0.08,-0.192424242424242,0.0857142857142857,-0.183333333333333,-0.00261168384879725,0.1,-0.075036075036075,-0.0766233766233766,-0.128361344537815,-0.0909090909090909,0.2,-0.367896111260334,-0.200305309215924,-0.199413091295418,-0.159761904761905,-0.0196190476190476,-0.142784186658892,-0.138142836447921,-0.0262857142857143,-0.134188034188034,-0.0142857142857143,-0.126495726495726,0.0177253478523896,0.0177253478523896,-0.111111111111111,-0.1,-0.1,0,-0.216253623218093,-0.1,-0.0177253478523896,-0.0134999957397135,0.111111111111111,0.134188034188034,0.126495726495726,0.0426470588235294,0.106813186813187,0.1,0.15,0.138251366120219,0.08,0.196424242424242,0.185772005772006,0.173437941758552,0.108352490421456,0.167492260061919,0.113243107769424,0.114804905239688
"SOSGRB2",-0.116754385964912,-0.0876892999473645,-0.116754385964912,-0.0855913978494624,-0.160453216374269,-0.0626126126126126,-0.147953216374269,-0.0166666666666667,-0.0874725274725275,-0.111111111111111,-0.102857142857143,-0.0877557590802416,-0.1,-0.0233231557175219,0.0118881118881119,-0.0336111111111111,0.0272727272727273,-0.1,0.2272531102037,0.209626652626653,0.186635194122737,0.187486248624862,0.0293631293631294,0.156937005411525,0.154451345755694,0.00815100815100816,0.154451345755694,-0.026984126984127,0.15952380952381,-0.149905838041431,-0.149905838041431,0.142857142857143,0.1,0.1,-0.0380952380952381,0.0178512017438192,0,0.149905838041431,0.137085325220918,-0.142857142857143,-0.158074534161491,-0.155900621118012,0.101652173913043,0.0483075005094641,0,0.0928571428571429,0.0183479532163743,-0.0333333333333333,0.0796711090328112,0.097985347985348,0.122870646766169,0.0905195893567987,0.0902462121212121,0.116754385964912,0.113525189838291
"NFB",-0.114652014652015,-0.203242640713886,-0.12895192002996,-0.188744499449945,-0.0666881166881167,-0.108352490421456,-0.0444658944658945,-0.0911111111111111,-0.196424242424242,-0.030952380952381,-0.192424242424242,-0.00836707953225049,0.0857142857142857,-0.0769715589070428,-0.075036075036075,-0.131519239274657,-0.0766233766233766,0.1,-0.3715546478457,-0.205268350398606,-0.201820795950314,-0.166144883485309,-0.0137366946778711,-0.146313598423598,-0.142784186658892,-0.0196190476190476,-0.138142836447921,-0.0262857142857143,-0.134188034188034,0.0134999957397135,0.0134999957397135,-0.126495726495726,-0.111111111111111,-0.111111111111111,-0.0142857142857143,-0.217084188002146,-0.1,-0.0134999957397135,-0.0120074584262807,0.126495726495726,0.137558820704888,0.134188034188034,0.0467740429505135,0.107989657401422,0.08,0.183333333333333,0.14978982765868,0.08,0.204019179133103,0.193341726887544,0.183026982854443,0.119195863915432,0.187135117204777,0.12895192002996,0.130816989831833
"RAS",-0.196785714285714,-0.0908472479901051,-0.222558910162003,-0.0826839826839827,-0.28,-0.054,-0.28,-0.05,-0.0976470588235294,-0.233333333333333,-0.08,0.0411985018726592,-0.2,0.218023833167825,0.223684210526316,0.0584415584415584,0.25,-0.1,-0.303937462943408,-0.110376537713279,-0.0757354430573283,-0.20901185770751,0.0747729618163055,-0.198171022232792,-0.19448830268605,0.100263157894737,-0.186795994993742,0.095,-0.167647058823529,-0.197948717948718,-0.197948717948718,-0.15,-0.1,-0.1,0.02,0.145119368375182,0,0.197948717948718,0.119102564102564,0.15,0.188480392156863,0.167647058823529,-0.0747190398254228,0.111279069767442,-0.1,0.1,0.200955974842767,0,0.11843913803145,0.101428571428571,0.111710914454277,0.0523050847457627,0.0679841897233202,0.222558910162003,0.234030769230769
"AXIN2",-0.270344822257763,-0.272555785599264,-0.286267911754078,-0.264619277662756,-0.160724637681159,-0.318635531135531,-0.161835748792271,-0.302564102564103,-0.176960969081176,-0.157487922705314,-0.171651234567901,-0.3399253742732,-0.144444444444444,-0.125551886472939,-0.113389724310777,-0.180324989020641,-0.0901754385964912,-0.133333333333333,0.25598525142088,0.317656887310336,0.174032616804209,0.643728838997197,-0.0189650194278288,0.292258311994205,0.289188705422652,-0.0106891573588633,0.285320006712219,-0.00601626016260163,0.279957230686982,-0.0574059353471118,-0.0574059353471118,0.269612403100775,0.253333333333333,0.253333333333333,-0.0133333333333333,-0.185449926501438,0.233333333333333,0.0574059353471118,0.0553061978143034,-0.269612403100775,-0.285617608045473,-0.279957230686982,0.244929996755555,0.196204590349899,0.2,0.170416666666667,0.20553458190555,0.269230769230769,0.179931266110879,0.2625655687014,0.207819497925203,0.327487990151925,0.263951172267602,0.286267911754078,0.299316120603881
"Wnt",-0.319607843137255,-0.295945140131187,-0.361071257771401,-0.256410256410256,-0.218333333333333,-0.177272727272727,-0.193333333333333,-0.15,-0.146666666666667,-0.133333333333333,-0.1,-0.110980392156863,-0.1,-0.00119047619047619,0.00714285714285715,-0.0242424242424242,0.05,-0.1,-0.173793103448276,-0.0600847457627119,0.00702671312427411,-0.155757575757576,-0.00784313725490196,-0.129815017676642,-0.126503759398496,0.0333333333333333,-0.115789473684211,0.0333333333333333,-0.1,-0.0195488721804511,-0.0195488721804511,0,-0.1,0,0,0.137738756829963,0,0.0195488721804511,0.0331852358168148,0.1,0.115789473684211,0.1,0.0594117647058824,-0.0181034482758621,0,0.1,0.128333333333333,0.1,0.172753623188406,0.165425101214575,0.15036231884058,0.191558441558442,0.243076923076923,0.361071257771401,0.362121212121212
"TWIST1",-0.348905565978737,-0.341893603774792,-0.371442495126706,-0.314500864500865,-0.261504314894145,0.00389649923896499,-0.236080586080586,0.0244444444444444,-0.230347439916405,-0.188461538461538,-0.217847439916405,0.0662986129972535,-0.15,0.0961823361823362,0.0961823361823362,-0.0313970545091827,0.0859259259259259,-0.1,-0.474693606634625,-0.319500632280351,-0.350285233149294,-0.277197426229684,0.0440283707321516,-0.249781592700713,-0.244433691608131,0.0415408085430969,-0.236317305696952,0.0310144927536232,-0.223483709273183,-0.141572357644464,-0.141572357644464,-0.211904761904762,-0.195238095238095,-0.195238095238095,0.0266666666666667,-0.178290105790557,-0.166666666666667,0.141572357644464,0.146709343945834,0.211904761904762,0.235483709273183,0.22467071935157,-0.0930872925066289,0.190135926004778,-0.0333333333333333,0.200606060606061,0.293457241283328,-0.0444444444444444,0.23968684766128,0.20150475930671,0.32365164350286,0.0133448800713798,0.285776370522133,0.371442495126706,0.383106941969745
"Frizzled",-0.362464985994398,-0.334262897140532,-0.38978412905853,-0.295945140131187,-0.230833333333333,-0.191558441558442,-0.218333333333333,-0.177272727272727,-0.172753623188406,-0.193333333333333,-0.146666666666667,-0.122091503267974,-0.133333333333333,0.000770308123249303,-0.00119047619047619,-0.0454545454545454,0.00714285714285715,-0.1,-0.181679538779506,-0.064211729889696,-0.000665594568033585,-0.16738548273432,-0.0226579520697168,-0.132195970057594,-0.129815017676642,-0.00784313725490196,-0.126503759398496,0.0333333333333333,-0.115789473684211,-0.0331852358168148,-0.0331852358168148,-0.1,-0.1,0,0.0333333333333333,0.137473504840573,-0.1,0.0331852358168148,0.0418466531396494,0.1,0.126503759398496,0.115789473684211,0.0565546218487395,-0.0138610240334378,0.1,0.1,0.13547619047619,0.15,0.183229813664596,0.17472742679597,0.166235334713596,0.214139086719732,0.283502454991817,0.38978412905853,0.391808712121212
"DSH",-0.390620325800223,-0.363319500914117,-0.412618774727821,-0.334262897140532,-0.257270114942529,-0.214139086719732,-0.230833333333333,-0.191558441558442,-0.183229813664596,-0.218333333333333,-0.172753623188406,-0.136044991640067,-0.193333333333333,-0.00272619537325419,0.000770308123249303,-0.0649667405764967,-0.00119047619047619,-0.133333333333333,-0.184589899664256,-0.0692765119862802,-0.00373846550745413,-0.173714596658371,-0.0158910347764837,-0.136024999443169,-0.132195970057594,-0.0226579520697168,-0.129815017676642,-0.00784313725490196,-0.126503759398496,-0.0418466531396494,-0.0418466531396494,-0.115789473684211,-0.1,-0.1,0.0333333333333333,0.138046023924543,-0.1,0.0418466531396494,0.043247213363739,0.115789473684211,0.128464543712222,0.126503759398496,0.0608099409976757,-0.0140930425949227,0.15,0.146666666666667,0.1445670995671,0.177272727272727,0.191243750946826,0.182086734155278,0.18043823326432,0.235611479357769,0.322098946219887,0.412618774727821,0.41558919992609
"GSK3",-0.412757730380376,-0.383559380974087,-0.431489502811031,-0.363319500914117,-0.279492337164751,-0.235611479357769,-0.257270114942529,-0.214139086719732,-0.191243750946826,-0.230833333333333,-0.183229813664596,-0.145826013537877,-0.218333333333333,-0.00921970186676069,-0.00272619537325419,-0.0710132522044037,0.000770308123249303,-0.193333333333333,-0.18769602563492,-0.0727247878483492,-0.00561531766418775,-0.177519771696422,-0.011913762049211,-0.138722367864221,-0.136024999443169,-0.0158910347764837,-0.132195970057594,-0.0226579520697168,-0.128464543712222,-0.043247213363739,-0.043247213363739,-0.126503759398496,-0.115789473684211,-0.115789473684211,-0.00784313725490196,0.137235879507494,-0.1,0.043247213363739,0.0428270452965122,0.126503759398496,0.130351336165052,0.129815017676642,0.0652913750565745,-0.113094706488434,0.177272727272727,0.172753623188406,0.154842788790157,0.191558441558442,0.199448879151954,0.191815601778882,0.189629816874508,0.253314828640065,0.349434586358295,0.431489502811031,0.434932693478259
"Patched",-0.4,-0.363333333333333,-0.458333333333333,-0.283333333333333,-0.242857142857143,0.04,-0.2,0.2,-0.393333333333333,-0.1,-0.333333333333333,-0.0287830687830688,0,0.139393939393939,0.166666666666667,-0.15,0.2,0,-0.271019157088123,-0.155573476702509,-0.0803964401294498,-0.265800865800866,-0.0276923076923077,-0.141521035598705,-0.136666666666667,-0.02,-0.12,0,-0.2,-0.192307692307692,-0.192307692307692,-0.2,-0.1,-0.2,-0.1,-0.165474525474525,-0.1,0.192307692307692,0.186057692307692,0.1,0.225,0.1,0.0962962962962963,0.157875457875458,-0.2,0.233333333333333,0.288571428571429,-0.3,0.418333333333333,0.305,0.345698924731183,0.0225,0.269230769230769,0.458333333333333,0.464285714285714
"SMO",-0.458333333333333,-0.418888888888889,-0.50409604519774,-0.363333333333333,-0.278857142857143,-0.0225,-0.242857142857143,0.04,-0.418333333333333,-0.2,-0.393333333333333,-0.0466402116402116,-0.1,0.119393939393939,0.139393939393939,-0.186842105263158,0.166666666666667,0,-0.280542966611932,-0.165282214566587,-0.0881455176202248,-0.283042245111211,-0.0428438228438228,-0.146032313794194,-0.141521035598705,-0.0276923076923077,-0.136666666666667,-0.02,-0.225,-0.186057692307692,-0.186057692307692,-0.2,-0.1,-0.2,0,-0.167024913071425,-0.1,0.186057692307692,0.200011180679785,0.1,0.241666666666667,0.12,0.0992374727668845,0.168555069525943,-0.3,0.333333333333333,0.310793650793651,-0.2,0.43454954954955,0.318793103448276,0.379032258064516,0.0558333333333333,0.340659340659341,0.50409604519774,0.511121157323689
"TGF",-0.474802949402492,-0.497116324535679,-0.507530222129764,-0.46969696969697,-0.191979949874687,-0.405747126436782,-0.176190476190476,-0.333333333333333,-0.491746031746032,-0.133333333333333,-0.482222222222222,-0.363316151202749,-0.0333333333333333,-0.39816091954023,-0.353333333333333,-0.35,-0.273333333333333,0,-0.114651320604937,0.122676753805565,0.078079209896249,0.146296296296296,0.0236758563074353,0.112218410520297,0.110304534922211,0.0481203007518797,0.107672955974843,0.0428571428571429,0.122857142857143,0.189285714285714,0.189285714285714,0.142857142857143,0.1,0.1,0,0.110268490525414,0,-0.189285714285714,-0.178571428571429,-0.133333333333333,-0.117196765498652,-0.113333333333333,0.285740740740741,-0.0808032802161961,0.133333333333333,0.46,0.246753246753247,0.233333333333333,0.404246031746032,0.428369565217391,0.356919898283535,0.436997126436782,0.468343004513217,0.507530222129764,0.518069287034804
"STAT",-0.429322638146168,-0.51992337164751,-0.567455621301775,-0.488888888888889,-0.19679580306699,-0.394883720930233,-0.174761904761905,-0.36,-0.296680622009569,-0.17,-0.283522727272727,-0.332219620452242,-0.15,-0.325634772408045,-0.305246422893482,-0.369868637110016,-0.264705882352941,-0.1,0.0766556316373372,0.274683455926166,0.248142862576575,0.276973614620673,-0.0651739405439595,0.238428742797772,0.236879279150573,-0.0576470588235294,0.232778332778333,-0.04,0.223376623376623,0.261171422663358,0.261171422663358,0.214285714285714,0.214285714285714,0.214285714285714,0,0.203923465255631,0.3,-0.261171422663358,-0.264156497290224,-0.214285714285714,-0.234300993124523,-0.223376623376623,0.348410318650199,-0.17613707165109,0.2,0.277272727272727,0.208610038610039,0.3,0.309724100270439,0.403240627130198,0.289368134812353,0.418777526239967,0.498666666666667,0.567455621301775,0.578220331674515
"Jagged",-0.5,-0.490476190476191,-0.573913043478261,-0.4,-0.255555555555556,-0.275,-0.2,-0.2,-0.355555555555556,-0.1,-0.3,-0.229264069264069,0,-0.102857142857143,-0.06,-0.22,0,0,-0.185168426344897,-0.071417596488019,-0.091859649122807,-0.0342857142857143,-0.0466666666666667,-0.0554645354645355,-0.0521678321678322,0.02,-0.0430769230769231,0,-0.02,0.0533333333333333,0.0533333333333333,0,0,0,-0.1,-0.0396911196911197,0,-0.0533333333333333,-0.0260606060606061,0,0.0430769230769231,0.02,0.187,0.0310344827586207,0,0.2,0.287179487179487,0.1,0.391555555555556,0.411428571428571,0.408333333333333,0.328846153846154,0.3,0.573913043478261,0.58
"DELTA",-0.5,-0.490476190476191,-0.573913043478261,-0.4,-0.255555555555556,-0.275,-0.2,-0.2,-0.355555555555556,-0.1,-0.3,-0.229264069264069,0,-0.102857142857143,-0.06,-0.22,0,0,-0.185168426344897,-0.071417596488019,-0.091859649122807,-0.0342857142857143,-0.0466666666666667,-0.0554645354645355,-0.0521678321678322,0.02,-0.0430769230769231,0,-0.02,0.0533333333333333,0.0533333333333333,0,0,0,-0.1,-0.0396911196911197,0,-0.0533333333333333,-0.0260606060606061,0,0.0430769230769231,0.02,0.187,0.0310344827586207,0,0.2,0.287179487179487,0.1,0.391555555555556,0.411428571428571,0.408333333333333,0.328846153846154,0.3,0.573913043478261,0.58
"NOTCH",-0.573913043478261,-0.553809523809524,-0.644283413848631,-0.490476190476191,-0.288888888888889,-0.328846153846154,-0.255555555555556,-0.275,-0.391555555555556,-0.2,-0.355555555555556,-0.258893698893699,-0.1,-0.225437788018433,-0.102857142857143,-0.235789473684211,-0.06,0,-0.195221336397807,-0.0771767587916839,-0.099117713638936,-0.0474932614555256,-0.0752380952380952,-0.0599543313829028,-0.0554645354645355,-0.0466666666666667,-0.0521678321678322,0.02,-0.0430769230769231,0.0260606060606061,0.0260606060606061,-0.02,0,0,0,-0.0368873813733627,0,-0.0260606060606061,-0.0101185770750988,0.02,0.0521678321678322,0.0430769230769231,0.202254237288136,0.0423981191222571,0.1,0.3,0.338903625110522,0.2,0.423813620071685,0.446122448979592,0.452948717948718,0.375904977375566,0.391304347826087,0.644283413848631,0.648571428571429
"NOTCHic",-0.641770186335404,-0.617838300787941,-0.701320450885668,-0.553809523809524,-0.34702842377261,-0.375904977375566,-0.288888888888889,-0.328846153846154,-0.423813620071685,-0.255555555555556,-0.391555555555556,-0.282072506840719,-0.2,-0.238595682755275,-0.225437788018433,-0.258516746411483,-0.102857142857143,-0.1,-0.202235364453919,-0.0830591117328604,-0.103252476272933,-0.05443770589997,-0.0838095238095238,-0.0649924993218341,-0.0599543313829028,-0.0752380952380952,-0.0554645354645355,-0.0466666666666667,-0.0521678321678322,0.0101185770750988,0.0101185770750988,-0.0430769230769231,-0.02,-0.02,0.02,-0.0348873813733627,0,-0.0101185770750988,-0.00469985786327616,0.0430769230769231,0.0532431009850365,0.0521678321678322,0.216719646093167,0.0415716728412653,0.2,0.355555555555556,0.374114892716155,0.275,0.449928269753213,0.476767610269914,0.478874643874644,0.413539385977716,0.45438127090301,0.701320450885668,0.709265070189926
"GLI",-0.665940797940798,-0.631532323100432,-0.709169568185697,-0.582343133911243,-0.303207796276405,-0.345488721804511,-0.268832796276405,-0.302631578947368,-0.553602255476035,-0.209649122807018,-0.527816091954023,-0.385594649539593,-0.183333333333333,-0.347161803713528,-0.327161803713528,-0.34904532046125,-0.307161803713528,-0.15,-0.139274473169531,0.0855542930715074,0.0482709412732681,0.115902777777778,-0.0222418741479515,0.0809817031092272,0.0825955704134711,-0.0205844155844156,0.085517648335549,-0.0192857142857143,-0.02853889943074,0.216003953028718,0.216003953028718,-0.0367741935483871,0.08,-0.04,0.00571428571428572,0.0786572261015295,0.1,-0.216003953028718,-0.219370289662381,-0.0832258064516129,-0.0701845048245791,-0.0881038552321007,0.292876927825994,-0.125593449515584,0.2,0.493333333333333,0.347331880301096,0.25,0.5684257848878,0.505520618335053,0.43576305015049,0.387875553080231,0.587755740769323,0.709169568185697,0.719376041914742
"TrCP",-0.691166276346604,-0.667310121181089,-0.739810988976767,-0.616342379245605,-0.369931773879142,-0.462246117084827,-0.332894736842105,-0.421505376344086,-0.461446396740514,-0.275,-0.434173669467787,-0.382271216768916,-0.25,-0.344688644688645,-0.328205128205128,-0.323569856985699,-0.305128205128205,-0.2,-0.136922691094363,0.0737922848769472,0.0360848109452797,0.107942497753819,-0.122909358879882,0.0723307390695578,0.0746755666557647,-0.118909358879882,0.078008899989098,-0.110434782608696,0.0815594541910331,0.118802805675116,0.118802805675116,0.0762962962962963,0.08,0.08,-0.08,0.0954456507797849,0.1,-0.118802805675116,-0.121075532947843,-0.0762962962962963,-0.0820472590690819,-0.078998998998999,0.298336721249765,-0.036784632034632,0.3,0.404761904761905,0.380945408182977,0.366666666666667,0.478932735538329,0.529665396856808,0.483567266444521,0.503246117084827,0.620056883323044,0.739810988976767,0.749612772350903
"PAK1",-0.691166276346604,-0.667310121181089,-0.739810988976767,-0.616342379245605,-0.369931773879142,-0.462246117084827,-0.332894736842105,-0.421505376344086,-0.461446396740514,-0.275,-0.434173669467787,-0.382271216768916,-0.25,-0.344688644688645,-0.328205128205128,-0.323569856985699,-0.305128205128205,-0.2,-0.136922691094363,0.0737922848769472,0.0360848109452797,0.107942497753819,-0.122909358879882,0.0723307390695578,0.0746755666557647,-0.118909358879882,0.078008899989098,-0.110434782608696,0.0815594541910331,0.118802805675116,0.118802805675116,0.0762962962962963,0.08,0.08,-0.08,0.0954456507797849,0.1,-0.118802805675116,-0.121075532947843,-0.0762962962962963,-0.0820472590690819,-0.078998998998999,0.298336721249765,-0.036784632034632,0.3,0.404761904761905,0.380945408182977,0.366666666666667,0.478932735538329,0.529665396856808,0.483567266444521,0.503246117084827,0.620056883323044,0.739810988976767,0.749612772350903
"LIV1",-0.691166276346604,-0.667310121181089,-0.739810988976767,-0.616342379245605,-0.369931773879142,-0.462246117084827,-0.332894736842105,-0.421505376344086,-0.461446396740514,-0.275,-0.434173669467787,-0.382271216768916,-0.25,-0.344688644688645,-0.328205128205128,-0.323569856985699,-0.305128205128205,-0.2,-0.136922691094363,0.0737922848769472,0.0360848109452797,0.107942497753819,-0.122909358879882,0.0723307390695578,0.0746755666557647,-0.118909358879882,0.078008899989098,-0.110434782608696,0.0815594541910331,0.118802805675116,0.118802805675116,0.0762962962962963,0.08,0.08,-0.08,0.0954456507797849,0.1,-0.118802805675116,-0.121075532947843,-0.0762962962962963,-0.0820472590690819,-0.078998998998999,0.298336721249765,-0.036784632034632,0.3,0.404761904761905,0.380945408182977,0.366666666666667,0.478932735538329,0.529665396856808,0.483567266444521,0.503246117084827,0.620056883323044,0.739810988976767,0.749612772350903
"Csl",-0.697484472049689,-0.668393856343497,-0.743861887349757,-0.617838300787941,-0.385012919896641,-0.413539385977716,-0.34702842377261,-0.375904977375566,-0.449928269753213,-0.288888888888889,-0.423813620071685,-0.302385006840719,-0.255555555555556,-0.249504773664366,-0.238595682755275,-0.278841949663516,-0.225437788018433,-0.2,-0.208424775341317,-0.0876462676961632,-0.107554801854328,-0.0598361634835176,-0.0859834368530021,-0.0687089086986208,-0.0649924993218341,-0.0838095238095238,-0.0599543313829028,-0.0752380952380952,-0.0532431009850365,0.00469985786327616,0.00469985786327616,-0.0521678321678322,-0.0430769230769231,-0.0430769230769231,-0.0466666666666667,-0.0356795812514858,-0.02,-0.00469985786327616,-0.00433221080445263,0.0521678321678322,0.0564689074366494,0.0554645354645355,0.224168856025447,0.0426026006763169,0.275,0.391555555555556,0.393008901932745,0.328846153846154,0.466481557735073,0.497457265442328,0.495475434388478,0.451470420460475,0.516472774170984,0.743861887349757,0.753491649710623
"SNAI1",-0.733845404072461,-0.705563503714914,-0.769700287869756,-0.667310121181089,-0.398403996101365,-0.503246117084827,-0.369931773879142,-0.462246117084827,-0.478932735538329,-0.332894736842105,-0.461446396740514,-0.39874180500421,-0.275,-0.359382522239665,-0.344688644688645,-0.339796272080038,-0.328205128205128,-0.25,-0.140844917041396,0.0712706959304878,0.0335353832657791,0.105611495422816,-0.12515151134625,0.0709884571903631,0.0723307390695578,-0.122909358879882,0.0746755666557647,-0.118909358879882,0.0820472590690819,0.121075532947843,0.121075532947843,0.0815594541910331,0.0762962962962963,0.0762962962962963,-0.110434782608696,0.0944588086745217,0.08,-0.121075532947843,-0.121075532947843,-0.078998998998999,-0.0800362901476925,-0.078008899989098,0.302746977660021,-0.0339463482062492,0.366666666666667,0.434173669467787,0.393497709438207,0.421505376344086,0.489013380699619,0.542498941964813,0.3976242059463,0.534119903492594,0.670056883323044,0.769700287869756,0.781793367932075
"ZEB2",-0.824693412921617,-0.804282165790239,-0.777004315328847,-0.749404117009751,-0.565719106957425,-0.560923344947735,-0.518055555555555,-0.512142857142857,-0.476598639455782,-0.4625,-0.451428571428571,-0.424478102721818,-0.4,-0.343744430432955,-0.327897435897436,-0.312344322344322,-0.302564102564103,-0.3,-0.202200926497209,-0.182059296750127,-0.177561897223702,-0.175964119206633,-0.161383149060693,-0.158982609104922,-0.154696894819208,-0.151627051499717,-0.149415204678363,-0.145175438596491,-0.13011655011655,-0.124632034632035,-0.124632034632035,-0.122424242424242,-0.12,-0.109090909090909,-0.108333333333333,-0.105113754487184,-0.1,0.124632034632035,0.12998535368985,0.133333333333333,0.134703706079853,0.143859649122807,0.221122394460449,0.250649570214956,0.375,0.416883116883117,0.441658615136876,0.446428571428571,0.498291761148904,0.516669774669775,0.536187899873052,0.600014254038644,0.744398826979472,0.777004315328847,0.784994726673378
"miR200",-0.762732919254658,-0.74212257864989,-0.819023297491039,-0.680367092756473,-0.512830188679245,-0.463691983122363,-0.46,-0.401666666666667,-0.417409867172675,-0.4,-0.386764705882353,-0.345123583473188,-0.3,-0.250362082881078,-0.229458128078818,-0.241415215989684,-0.205320197044335,-0.2,-0.288021340746186,-0.291783828745545,-0.297970998145452,-0.276740365171255,-0.139505256648114,-0.260177999947398,-0.254420424189822,-0.136103896103896,-0.248468043237441,-0.104285714285714,-0.227492957746479,-0.226299272866437,-0.226299272866437,-0.212,-0.2,-0.2,-0.114285714285714,-0.195977514068373,-0.2,0.226299272866437,0.233531193065938,0.221739130434783,0.236284166537688,0.237232088181261,0.107189354612668,0.233696318265637,0.26,0.341666666666667,0.413859564803558,0.335,0.440084285777327,0.447421792299841,0.498420838420838,0.509344157035406,0.673220338983051,0.819023297491039,0.726718993444454
