"","Ecadherin","cateninnuc","TCFLEF","GLI","CD44","Destcompl","Wnt","ZEB1","DSH","STAT","SNAI2","AXIN2","LIV1","SMO","cateninmemb","SUFU","Csn","HEY1","TrCP","TWIST1","FOXC2","ERK","Jagged","Csl","cfos","SNAI1","RKIP","EGR1","NOTCHic","NOTCH","MEK","SMAD","ILK","NFB","FUS","TGF","TGFR","GSK3","IKK","CDC42","Patched","SHH","AKT","PAK1","RAF","PI3K","DELTA","RAS","SOSGRB2","ZEB2","SRC","Frizzled","miR200","cMet","KLF4"
"KLF4",-0.184728551644125,-0.276495490011531,-0.278612551032702,-0.283191031023476,-0.282291480798588,-0.270045918732477,-0.286639306885545,0.157951496388029,-0.266666666666667,-0.266666666666667,-0.384493201833627,-0.132674777895132,-0.233333333333333,-0.25,0.0512911929985101,-0.2,-0.2,-0.0256226126814362,-0.1,-0.343520697167756,0.34331350406668,-0.281283422459893,-0.280128117759302,-0.305454545454545,-0.263636363636364,0.253554879766264,0.21763553906411,-0.2,0.326507177033493,0.333723671878854,0.276128783284635,-0.00666666666666667,-0.00666666666666667,0.26,0.233333333333333,-0.135226903178123,-0.132787878787879,0.262132407398542,0.283809523809524,-0.123454545454545,0.25625,0.257325268817204,0.291216931216931,-0.0954545454545455,0.306153846153846,0.306153846153846,0.306153846153846,0.302477375565611,0.0512149799885649,-0.157951496388029,0.284313725490196,0.284313725490196,0.0854741554741555,0.286639306885545,-0.17037037037037
"CD44",-0.0800493974595592,-0.145658914728682,-0.145658914728682,-0.143333333333333,-0.143333333333333,-0.16730874167849,-0.15,0.0952380952380952,0,0.1,-0.290984570984571,-0.11,0.1,0.1,-0.039981684981685,0.1,0.1,0.083625730994152,0,-0.137362637362637,0.145,-0.04,-0.124662004662005,-0.1,-0.1,0.117729930887826,0.158518518518519,-0.1,0.114285714285714,0.130075187969925,0.04,-0.0868480725623583,-0.0888888888888889,-0.1,-0.1,-0.13,-0.113333333333333,0.0255952380952381,-0.1,-0.113333333333333,-0.08,-0.0709090909090909,-0.08,-0.133333333333333,0.0619047619047619,0.0619047619047619,0.0619047619047619,0.0647619047619048,-0.135714285714286,-0.0952380952380952,0,0.1,0.0658541941150637,0.05,0.019047619047619
"STAT",0.0936026550235522,-0.0216523300211163,-0.0234401726909613,-0.030853705118411,-0.0306956931956932,-0.0805804132733943,-0.0400974025974026,0.0926214810830195,-0.0571428571428571,-0.0571428571428571,-0.115556874248121,-0.0389966895849249,0,0.02,0.0183013093825409,0,0,0.0373333333333333,0,-0.17731588751079,0.250237218813906,-0.00666666666666667,-0.0172888197672387,-0.0490196078431372,-0.00666666666666667,0.134629246008519,0.118260939510939,0.0333333333333333,0.0355060943296237,0.0306517253975849,-0.00516129032258064,-0.0442834138486312,-0.0442834138486312,0,0,-0.227263192566396,-0.23450956937799,0.104156653315532,-0.0142857142857143,-0.239772727272727,-0.0269767441860465,-0.0331714344515332,-0.0227602905569007,-0.227272727272727,0.0547456575682382,0.0547456575682382,0.0547456575682382,0.0457904336876412,-0.119622331691297,-0.0926214810830195,0.0446428571428571,0.0446428571428571,0.0465437594718019,0.0400974025974026,-0.00688255100019806
"Patched",0.125412621359223,-0.056537216828479,-0.0633333333333333,-0.1875,-0.08,-0.192447552447552,-0.2,0.0916666666666667,-0.2,-0.1,-0.287448275862069,-0.00995670995670996,-0.1,-0.333333333333333,0.15010752688172,-0.2,0,-0.00769230769230769,0,-0.146296296296296,0.335,-0.26,-0.0831746031746032,-0.2,-0.2,0.206989247311828,0.18,-0.1,0.2,0.227272727272727,0.252307692307692,0,0,0.1,0.3,-0.161666666666667,-0.153333333333333,0.182783882783883,0.15,-0.133333333333333,0.213333333333333,0.213333333333333,0.164285714285714,-0.0333333333333333,0.242307692307692,0.242307692307692,0.242307692307692,0.223557692307692,-0.0166666666666667,-0.0916666666666667,0.1,0.2,0.0690476190476191,0.1,-0.0666666666666667
"FUS",0.127827826333191,-0.0493085473286424,-0.0520259386329903,-0.165064102564103,-0.056537216828479,-0.183663531624829,-0.170833333333333,0.078835222349312,-0.2,-0.1,-0.271875051958504,-0.00119680419530494,-0.1,-0.213333333333333,0.147979559569613,-0.333333333333333,-0.15,-0.0139034878165313,-0.1,-0.122689890383146,0.316261343012704,-0.237156177156177,-0.0676410403518837,-0.227272727272727,-0.252307692307692,0.190861664203113,0.156116838487973,-0.26,0.217272727272727,0.203636363636364,0.21761594727112,-0.000348182283666155,0.00158730158730159,0.164285714285714,0.213333333333333,-0.15258098524056,-0.158963963963964,0.171639940192072,0.160285714285714,-0.161666666666667,0.207777777777778,0.202727272727273,0.148747252747253,-0.153333333333333,0.20727862254025,0.20727862254025,0.20727862254025,0.198981679308809,-0.0506747638326586,-0.078835222349312,0.08,0.1875,0.048844586086095,0.0633333333333333,-0.0870218579234973
"ZEB1",0.070006884547137,0.188571007076674,0.187983922927946,0.183137449676298,0.189313710161989,0.196320173249675,0.186230233181453,0.071002120142256,0.185714285714286,0.192307692307692,0.26242691788407,0.0946974436711456,0.2,-0.0712121212121212,-0.0294490480107734,-0.0666666666666667,-0.0466666666666667,-0.0979900237931326,-0.0666666666666667,0.269588897604317,-0.313193212297818,0.149803921568627,0.170527719564672,0.208333333333333,0.153333333333333,-0.179696874639604,-0.148692674185904,0.133333333333333,-0.208333333333333,-0.207506887052342,-0.138790705709597,0.120898662326837,0.120898662326837,0.0414035087719298,0.0666666666666667,0.259817365389011,0.26217957011342,-0.196501748470511,0.0430428530342249,0.26471764117941,0.0731729055258467,0.0749522649564517,0.0473285673199392,0.257471264367816,-0.199366806262149,-0.199366806262149,-0.199366806262149,-0.196059719647976,0.158011695906433,-0.071002120142256,-0.194746716697936,-0.18815331010453,-0.186059711802947,-0.192785932384211,-0.0626230482179454
"Jagged",0.269859649122807,0.276157176157176,0.25967365967366,0.238461538461538,0.238461538461538,0.273621621621622,0.2,0.0664251207729469,0,0,0.100251382604324,0.152857142857143,0,0.0333333333333333,0.0813590634717395,0,0,0.133333333333333,0,0.036,0.145714285714286,0.06,0.0892640692640693,0.1,0,0.05,0.0769230769230769,-0.1,-0.12,-0.177142857142857,-0.0933333333333333,-0.0380952380952381,-0.0333333333333333,0,0,-0.199111111111111,-0.211111111111111,-0.155938697318008,-0.0333333333333333,-0.2,-0.0583333333333333,-0.0967948717948718,-0.0666666666666667,-0.2,-0.18,-0.18,-0.18,-0.234545454545455,-0.22,-0.0664251207729469,-0.1,-0.1,0.0321212121212121,-0.2,-0.105555555555556
"TrCP",0.250987350933024,0.28314498725424,0.284386366564584,0.283576284885656,0.283645625823844,0.294820522953303,0.274307992202729,0.0640550641387589,0.24,0.24,0.0960402869790285,0.186231682002664,0.2,0.0970814132104455,0.0977729323785413,0.0476190476190476,0.0583333333333333,0.0489894758503101,0.0333333333333333,0.0610679465462074,0.0944954802778975,0.13924834193073,0.0823270279481936,0.0884615384615385,0.110434782608696,0.0321786383560952,0.0428597921415601,0.08,-0.108461538461538,-0.120549450549451,-0.157915008597396,-0.0442123229220003,-0.0455026455026455,-0.0958333333333333,-0.080952380952381,-0.163638242182119,-0.171288515406162,-0.145364177489177,-0.122149122807018,-0.187955182072829,-0.108192524321557,-0.114192524321557,-0.138815789473684,-0.20952380952381,-0.268501248737978,-0.268501248737978,-0.268501248737978,-0.274410339647068,-0.205184268426843,-0.0640550641387589,-0.258518518518518,-0.258518518518518,0.0365250853456288,-0.274734734734735,-0.0581894353369763
"PAK1",0.250987350933024,0.28314498725424,0.284386366564584,0.283576284885656,0.283645625823844,0.294820522953303,0.274307992202729,0.0640550641387589,0.24,0.24,0.0960402869790285,0.186231682002664,0.2,0.0970814132104455,0.0977729323785413,0.0476190476190476,0.0583333333333333,0.0489894758503101,0.0333333333333333,0.0610679465462074,0.0944954802778975,0.13924834193073,0.0823270279481936,0.0884615384615385,0.110434782608696,0.0321786383560952,0.0428597921415601,0.08,-0.108461538461538,-0.120549450549451,-0.157915008597396,-0.0442123229220003,-0.0455026455026455,-0.0958333333333333,-0.080952380952381,-0.163638242182119,-0.171288515406162,-0.145364177489177,-0.122149122807018,-0.187955182072829,-0.108192524321557,-0.114192524321557,-0.138815789473684,-0.20952380952381,-0.268501248737978,-0.268501248737978,-0.268501248737978,-0.274410339647068,-0.205184268426843,-0.0640550641387589,-0.258518518518518,-0.258518518518518,0.0365250853456288,-0.274734734734735,-0.0581894353369763
"LIV1",0.250987350933024,0.28314498725424,0.284386366564584,0.283576284885656,0.283645625823844,0.294820522953303,0.274307992202729,0.0640550641387589,0.24,0.24,0.0960402869790285,0.186231682002664,0.2,0.0970814132104455,0.0977729323785413,0.0476190476190476,0.0583333333333333,0.0489894758503101,0.0333333333333333,0.0610679465462074,0.0944954802778975,0.13924834193073,0.0823270279481936,0.0884615384615385,0.110434782608696,0.0321786383560952,0.0428597921415601,0.08,-0.108461538461538,-0.120549450549451,-0.157915008597396,-0.0442123229220003,-0.0455026455026455,-0.0958333333333333,-0.080952380952381,-0.163638242182119,-0.171288515406162,-0.145364177489177,-0.122149122807018,-0.187955182072829,-0.108192524321557,-0.114192524321557,-0.138815789473684,-0.20952380952381,-0.268501248737978,-0.268501248737978,-0.268501248737978,-0.274410339647068,-0.205184268426843,-0.0640550641387589,-0.258518518518518,-0.258518518518518,0.0365250853456288,-0.274734734734735,-0.0581894353369763
"CDC42",0.253824721175238,0.284386366564584,0.283645625823844,0.274307992202729,0.274734734734735,0.292865635735258,0.258518518518518,0.0630904339136785,0.2,0.2,0.0884453502701678,0.183087027914614,0.1,0.080952380952381,0.0997875843931933,0.0333333333333333,0.0333333333333333,0.0445777111444278,0,0.0523722943722944,0.108288583726173,0.110434782608696,0.0768055555555556,0.05,0.08,0.0367132445613458,0.0478321678321678,0.06,-0.0884615384615385,-0.108461538461538,-0.13924834193073,-0.0455026455026455,-0.0455026455026455,-0.0583333333333333,-0.0476190476190476,-0.171288515406162,-0.187955182072829,-0.14209145021645,-0.0958333333333333,-0.20952380952381,-0.0970814132104455,-0.108192524321557,-0.122149122807018,-0.114285714285714,-0.253867102396514,-0.253867102396514,-0.253867102396514,-0.268501248737978,-0.218055555555556,-0.0630904339136785,-0.24,-0.24,0.0314489432136491,-0.258518518518518,-0.0762222222222222
"SNAI1",0.249894739070381,0.282215715184028,0.28314498725424,0.284490361668106,0.284386366564584,0.294820522953303,0.283576284885656,0.0592580161682792,0.258518518518518,0.258518518518518,0.0987556741731284,0.185532381303364,0.24,0.108192524321557,0.0969784591488349,0.080952380952381,0.0958333333333333,0.0507751901360244,0.0583333333333333,0.0628115362897971,0.0880151753223702,0.157915008597396,0.0832682044187818,0.108461538461538,0.13924834193073,-0.0701345289036912,0.0424413820997191,0.110434782608696,-0.120549450549451,-0.129120879120879,-0.162399313530132,-0.0435973167719388,-0.0442123229220003,-0.122149122807018,-0.0970814132104455,-0.160412435730506,-0.163638242182119,-0.146882329304359,-0.138815789473684,-0.171288515406162,-0.114192524321557,-0.11710514568078,-0.147149122807018,-0.187955182072829,-0.274410339647068,-0.274410339647068,-0.274410339647068,-0.274738746872027,-0.19499558918156,-0.0592580161682792,-0.274734734734735,-0.274307992202729,0.0341235483619592,-0.283645625823844,-0.0578779088572256
"Csl",0.25774664192767,0.282101516104932,0.283759606442267,0.283867208060756,0.283912278197992,0.289157543984895,0.275802691931724,0.0536442736274588,0.238461538461538,0.238461538461538,0.147675921679278,0.171549174244401,0.2,0.114441930618401,0.0683712215484639,0.0583333333333333,0.0666666666666667,0.14994863051129,0.0333333333333333,0.0956009223773233,0.0594570687006727,0.170476190476191,0.112868281920434,0.119078341013825,0.136190476190476,0.00944541770628727,0.021536027149463,0.0933333333333333,-0.142762551540141,-0.156398915176504,-0.188954451345756,-0.042931369190362,-0.0440424803014731,-0.111111111111111,-0.0967948717948718,-0.146896813982082,-0.15483332191859,-0.182466527500946,-0.141343669250646,-0.173304659498208,-0.126269887607649,-0.132304370366269,-0.159173126614987,-0.199111111111111,-0.276367400715227,-0.276367400715227,-0.276367400715227,-0.281146812479933,-0.218716302952503,-0.0536442736274588,-0.25967365967366,-0.25967365967366,0.0344362653101177,-0.276157176157176,-0.0464251207729469
"SHH",0.1225,-0.0633333333333333,-0.08,-0.2,-0.1,-0.202337662337662,-0.2,0.05,-0.2,-0.1,-0.296781609195402,-0.019047619047619,0,-0.3,0.15010752688172,-0.2,0,0,0,-0.15,0.325,-0.2,-0.0942857142857143,-0.1,-0.1,0.216666666666667,0.18,0,0.2,0.2,0.26,0,0,0,0.2,-0.153333333333333,-0.133333333333333,0.192307692307692,0.1,-0.0333333333333333,0.333333333333333,0.213333333333333,0.15,0,0.25,0.25,0.25,0.242307692307692,0.05,-0.05,0.1,0.2,0.0333333333333333,0.1,-0.1
"Csn",0.0327207240938515,-0.114901690561953,-0.116645527002121,-0.119930830081355,-0.119860961085722,-0.238954864418373,-0.123860961085722,0.0369760132340778,-0.133333333333333,-0.133333333333333,-0.0949422684267106,-0.0932363471828769,-0.133333333333333,-0.0112554112554113,0.053679778964218,-0.0142857142857143,0.055,0.0120791805094131,0.18,-0.136619136668225,0.179116178061474,-0.075974025974026,-0.0288227806954676,0.0282828282828283,-0.0772727272727273,0.150110685333157,0.142394077747316,-0.05,-0.026984126984127,-0.0308302808302808,0.066599025974026,-0.0110645228248894,-0.0108074534161491,-0.0466666666666667,0.0142857142857143,-0.153240986266491,-0.154911630657899,0.141651532887632,-0.0466666666666667,-0.153629579375848,0.010180142438207,0.00854079817591187,-0.0490666666666667,-0.143181818181818,0.126041656183853,0.126041656183853,0.126041656183853,0.122010946011109,-0.0302317537184365,-0.0369760132340778,0.129885057471264,0.129885057471264,0.0137603933905031,0.123860961085722,-0.0402398908281261
