"","Ecadherin","cateninnuc","TCFLEF","GLI","CD44","Destcompl","Wnt","ZEB1","DSH","STAT","SNAI2","AXIN2","LIV1","SMO","cateninmemb","SUFU","Csn","HEY1","TrCP","TWIST1","FOXC2","ERK","Jagged","Csl","cfos","SNAI1","RKIP","EGR1","NOTCHic","NOTCH","MEK","SMAD","ILK","NFB","FUS","TGF","TGFR","GSK3","IKK","CDC42","Patched","SHH","AKT","PAK1","RAF","PI3K","DELTA","RAS","SOSGRB2","ZEB2","SRC","Frizzled","miR200","cMet","KLF4"
"SOSGRB2",0.105345450559193,0.118102630422594,0.119823471722785,0.118271221532091,0.122981366459627,0.139519876097057,0.122619047619048,-0.0217418546365915,0.1,0.1,0.374098467447335,0.094458195819582,0,-0.15,0.0640882960882961,-0.2,-0.2,-0.157575757575758,-0.2,0.124550724637681,-0.0883272283272283,-0.0788931788931789,0.210059221729885,0.109090909090909,-0.0761904761904762,-0.0750639658848614,-0.144590643274854,-0.10952380952381,-0.124475524475524,-0.128700876588201,0.0607113607113607,0.168978118655538,0.169677419354839,0.166666666666667,0.166666666666667,0.0693601434026966,0.0643956043956044,-0.073380323899258,0.150877192982456,0.0528571428571429,0.141891891891892,0.14654305468259,0.142543859649123,0.0428571428571429,-0.0828625235404896,-0.0828625235404896,-0.0828625235404896,-0.0790163696943358,-0.0813888888888889,0.0217418546365915,-0.114285714285714,-0.114285714285714,-0.00710316859658417,-0.127329192546584,0.0274561403508772
"SRC",-0.0595757292816116,0.0615615096243382,0.0662594962015194,0.0699180327868852,0.0699180327868852,0.089192944736423,0.065,-0.0431641209943097,0.1,0,0.0312856075866283,0.0586977772111012,0,0.0333333333333333,-0.0220591977248915,0.0333333333333333,0.1,0.00951671631909964,0.1,0.0680927118858153,-0.108669467787115,0.0393939393939394,0.00768819101387909,0.105,-0.0272727272727273,-0.0369641436325434,0.0405995438253503,0,-0.100238095238095,-0.0966666666666667,-0.0563750714694111,0.0115694642010431,0.00526315789473684,-0.1,-0.0333333333333333,0.102316017316017,0.105952380952381,-0.1004329004329,-0.107692307692308,0.0916666666666667,-0.0222222222222222,-0.019281045751634,-0.102136752136752,0.0666666666666667,-0.0410680016687526,-0.0410680016687526,-0.0410680016687526,-0.0395528501536011,0.165714285714286,0.0431641209943097,-0.075,-0.075,-0.0260664617186356,-0.065,-0.0635012919896641
"GLI",-0.224510523210983,-0.254433690153611,-0.255928011731615,-0.215491138116194,-0.256577362380965,-0.233788526614393,-0.109108159392789,-0.0526324458098652,-0.1,-0.24,-0.0770816820068741,-0.173576388888889,-0.2,0.062687969924812,-0.0976233281312687,0.0857142857142857,0,-0.00217583303321843,0.0333333333333333,-0.0457333752834602,-0.0752385405916753,-0.0273376623376623,-0.103928118292809,-0.105110521662246,-0.00785714285714286,-0.0152548749580321,-0.0151536646074878,0.0171428571428571,0.117610521662246,0.123324807376532,0.0356249551553419,-0.00442855544688154,-0.00334747436580046,0.0263157894736842,-0.0732142857142857,0.022943230382589,0.0278844068531772,0.194945088957346,0.0446831364124597,0.0410919540229885,-0.0586063372717508,-0.0557256788355368,0.0540581364124597,0.0583333333333333,0.138994219941203,0.138994219941203,0.138994219941203,0.141172437762985,0.166942113933264,0.0526324458098652,0.243225806451613,0.103225806451613,-0.0418135837330884,0.250542879622345,0.0443689403689404
"NOTCHic",-0.260886176811391,-0.283759606442267,-0.283912278197992,-0.275802691931724,-0.276157176157176,-0.287634082680812,-0.25967365967366,-0.0530917874396135,-0.2,-0.2,-0.140293371343707,-0.169235549565738,-0.1,-0.0967948717948718,-0.0703589891325617,-0.0333333333333333,-0.0333333333333333,-0.145373467112598,0,-0.0877002451764204,-0.0738248847926267,-0.136190476190476,-0.107659948587101,-0.177142857142857,-0.0933333333333333,-0.0137932437932438,-0.0247618336010759,-0.06,0.119078341013825,0.142762551540141,0.170476190476191,0.0440424803014731,0.0447619047619048,0.0666666666666667,0.0583333333333333,0.15483332191859,0.173304659498208,0.179079193185776,0.111111111111111,0.199111111111111,0.114441930618401,0.126269887607649,0.141343669250646,0.211111111111111,0.262081686429513,0.262081686429513,0.262081686429513,0.276367400715227,0.235789473684211,0.0530917874396135,0.238461538461538,0.238461538461538,-0.0285539123689413,0.25967365967366,0.0664251207729469
"TCFLEF",-0.200507036550549,-0.073234687787304,-0.0737501517048298,0.0335038675447883,0.0261353007579423,0.0601251731749301,0.034746103569633,-0.0562364433811802,0.0490196078431373,0.0416666666666667,0.189104882602535,-0.0101142857142857,0.0666666666666667,0.0838095238095238,-0.11177024522198,0.1,0.105194805194805,0.0455315126716782,0.114285714285714,0.163648696084881,-0.342242011344524,0.12006968641115,0.0527072998748775,0.171512832775387,0.128641114982578,-0.139057581191472,-0.0424718739954998,0.145714285714286,-0.161708911206759,-0.15672552250244,-0.12006968641115,-0.00548449982363638,-0.00567570441254652,-0.0931948051948052,-0.0933333333333333,0.263532902343282,0.267837538104871,-0.0423148834895231,-0.0802915793883536,0.272510435301133,-0.0805837173579109,-0.0781297296278496,-0.0748567967796579,0.279487179487179,-0.0597135376738265,-0.0597135376738265,-0.0597135376738265,-0.058530883271724,0.102610778443114,0.0562364433811802,-0.0316666666666667,-0.0390196078431373,-0.0485782089396547,-0.0273931623931624,0.161950916730328
"SMAD",-0.2607645792973,-0.291690292961397,-0.293514001168084,-0.294417433086498,-0.294463797640268,-0.287916184828211,-0.287942612942613,-0.0619381293010909,-0.242857142857143,-0.242857142857143,-0.141734906016655,-0.177724286370216,-0.2,-0.215833333333333,-0.0662037702072976,-0.158333333333333,-0.133333333333333,-0.114850940022427,-0.1,-0.0598168340313559,-0.0983713192388146,-0.145064837637981,-0.0160201089233347,5.55111512312578e-18,-0.105529953917051,-0.00648994643349481,-0.0127489831069689,-0.0571428571428571,0.0264367816091954,0.0423097974822113,0.16429560686875,0.0435767885082954,0.144529169460676,0.176190476190476,0.195833333333333,0.181753027905016,0.19051796814406,0.10268307854774,0.20952380952381,0.208953722334004,0.22775993883792,0.234079641440151,0.228190476190476,0.235714285714286,0.189569557080474,0.189569557080474,0.189569557080474,0.193845872869948,0.238901212658977,0.0619381293010909,0.270634920634921,0.270634920634921,-0.0360884431274219,0.28828197945845,0.0592499684381737
"cfos",-0.253824721175238,-0.284386366564584,-0.283645625823844,-0.274307992202729,-0.274734734734735,-0.292865635735258,-0.258518518518518,-0.0630904339136785,-0.2,-0.2,-0.0884453502701678,-0.183087027914614,-0.1,-0.080952380952381,-0.0997875843931933,-0.0333333333333333,-0.0333333333333333,-0.0445777111444278,0,-0.0523722943722944,-0.108288583726173,-0.110434782608696,-0.0768055555555556,-0.05,-0.08,-0.0367132445613458,-0.0478321678321678,0.04,0.0884615384615385,0.108461538461538,0.13924834193073,0.0455026455026455,0.0455026455026455,0.0583333333333333,0.0476190476190476,0.171288515406162,0.187955182072829,0.14209145021645,0.0958333333333333,0.20952380952381,0.0970814132104455,0.108192524321557,0.122149122807018,0.214285714285714,0.253867102396514,0.253867102396514,0.253867102396514,0.268501248737978,0.218055555555556,0.0630904339136785,0.24,0.24,-0.0314489432136491,0.258518518518518,0.0762222222222222
"EGR1",-0.250987350933024,-0.28314498725424,-0.284386366564584,-0.283576284885656,-0.283645625823844,-0.294820522953303,-0.274307992202729,-0.0640550641387589,-0.24,-0.24,-0.0960402869790285,-0.186231682002664,-0.2,-0.0970814132104455,-0.0977729323785413,-0.0476190476190476,-0.0583333333333333,-0.0489894758503101,-0.0333333333333333,-0.0610679465462074,-0.0944954802778975,-0.13924834193073,-0.0823270279481936,-0.0884615384615385,-0.110434782608696,-0.0321786383560952,-0.0428597921415601,-0.08,0.108461538461538,0.120549450549451,0.157915008597396,0.0442123229220003,0.0455026455026455,0.0958333333333333,0.080952380952381,0.163638242182119,0.171288515406162,0.145364177489177,0.122149122807018,0.187955182072829,0.108192524321557,0.114192524321557,0.138815789473684,0.20952380952381,0.268501248737978,0.268501248737978,0.268501248737978,0.274410339647068,0.205184268426843,0.0640550641387589,0.258518518518518,0.258518518518518,-0.0365250853456288,0.274734734734735,0.0581894353369763
"DELTA",-0.269859649122807,-0.276157176157176,-0.25967365967366,-0.238461538461538,-0.238461538461538,-0.273621621621622,-0.2,-0.0664251207729469,0,0,-0.100251382604324,-0.152857142857143,0,-0.0333333333333333,-0.0813590634717395,0,0,-0.133333333333333,0,-0.036,-0.145714285714286,-0.06,-0.0892640692640693,-0.1,0,-0.05,-0.0769230769230769,0.1,0.12,0.177142857142857,0.0933333333333333,0.0380952380952381,0.0333333333333333,0,0,0.199111111111111,0.211111111111111,0.155938697318008,0.0333333333333333,0.2,0.0583333333333333,0.0967948717948718,0.0666666666666667,0.2,0.18,0.18,0.18,0.234545454545455,0.22,0.0664251207729469,0.1,0.1,-0.0321212121212121,0.2,0.105555555555556
"TGFR",-0.138179004290894,-0.182910546671461,-0.184593451897325,-0.187959307886271,-0.182679576299239,-0.142196549797345,-0.180862533692722,-0.0681558471463916,-0.171428571428571,-0.166666666666667,0.00151972699539071,-0.127786671813854,-0.1,-0.180344827586207,-0.0600596580103248,-0.153333333333333,-0.233333333333333,-0.135460992907801,-0.233333333333333,-0.0501528931066298,0.026561610024682,-0.192614870509607,0.0825697423747625,0.00333333333333333,-0.168170426065163,0.0304539922399939,-0.0682683982683983,-0.152380952380952,0.0104597701149425,0.0169345902588274,0.211792952701388,0.149143750674,0.148787878787879,0.247619047619048,0.17,0.00638973319824384,0.0120634920634921,-0.01100376647963,0.258145363408521,0.126349206349206,0.183469827586207,0.186294686343269,0.267447688989917,0.131111111111111,0.180952380952381,0.180952380952381,0.180952380952381,0.186215538847118,0.139879792072775,0.0681558471463916,0.166666666666667,0.171428571428571,-0.0564007059557671,0.176100628930818,0.0712433257055683
"SMO",-0.129471661949629,0.0520259386329903,0.056537216828479,0.170833333333333,0.0633333333333333,0.187021195858405,0.1875,-0.0696327683615819,0.2,0.1,0.27887684729064,0.00306015823257202,0.1,0.213333333333333,-0.148165779308905,0.3,0.1,0.0124542124542125,0,0.131590413943355,-0.328103448275862,0.252307692307692,0.0724603174603175,0.2,0.26,-0.197465437788018,-0.163333333333333,0.2,-0.227272727272727,-0.217272727272727,-0.237156177156177,-0.00158730158730159,0,-0.15,-0.333333333333333,0.158963963963964,0.161666666666667,-0.175987766279028,-0.164285714285714,0.153333333333333,-0.213333333333333,-0.207777777777778,-0.160285714285714,0.133333333333333,-0.223557692307692,-0.223557692307692,-0.223557692307692,-0.20727862254025,0.0429824561403509,0.0696327683615819,-0.1,-0.2,-0.0399336949969861,-0.08,0.108333333333333
"NOTCH",-0.265020939445388,-0.283912278197992,-0.276157176157176,-0.25967365967366,-0.25967365967366,-0.282967416014145,-0.238461538461538,-0.0701288244766506,-0.1,-0.1,-0.124060906413848,-0.162291105121294,0,-0.0583333333333333,-0.0766470215869228,0,0,-0.13768115942029,0,-0.0682033898305085,-0.102857142857143,-0.0933333333333333,-0.10037518037518,-0.12,-0.06,-0.0238461538461538,-0.0458885941644562,0,0.177142857142857,0.119078341013825,0.136190476190476,0.0447619047619048,0.0380952380952381,0.0333333333333333,0.0333333333333333,0.173304659498208,0.199111111111111,0.174120515499826,0.0666666666666667,0.211111111111111,0.0967948717948718,0.114441930618401,0.111111111111111,0.2,0.234545454545455,0.234545454545455,0.234545454545455,0.262081686429513,0.235789473684211,0.0701288244766506,0.2,0.2,-0.0406926406926407,0.238461538461538,0.0664251207729469
"SUFU",-0.127312893274488,0.0488481892723764,0.0493085473286424,0.160974883233248,0.0520259386329903,0.181909145659916,0.165064102564103,-0.0711057537502782,0.1875,0.08,0.26719476191236,-0.00091092414193159,0.1,0.207777777777778,-0.145796749201263,0.213333333333333,0.164285714285714,0.0139034878165313,0.15,0.117122880073867,-0.308569035320396,0.21761594727112,0.0655032731309811,0.217272727272727,0.237156177156177,-0.187624866928837,-0.152443369100217,0.252307692307692,-0.203636363636364,-0.194906204906205,-0.206977649398779,0.00104102293031743,0.000348182283666155,-0.160285714285714,-0.213333333333333,0.147650018771132,0.15258098524056,-0.169069246104668,-0.148747252747253,0.158963963963964,-0.202727272727273,-0.199252369252369,-0.140022420532488,0.161666666666667,-0.198981679308809,-0.198981679308809,-0.198981679308809,-0.194867755258176,0.0499754631333579,0.0711057537502782,-0.0633333333333333,-0.170833333333333,-0.040666147424385,-0.056537216828479,0.096003893851641
"TGF",-0.139882581803671,-0.184593451897325,-0.182679576299239,-0.180862533692722,-0.176100628930818,-0.140382033668313,-0.171428571428571,-0.0730615075237501,-0.1,-0.1,0.00730676403242775,-0.126499118165785,0,-0.17,-0.0635238612435811,-0.133333333333333,-0.233333333333333,-0.135460992907801,-0.2,-0.0448148148148148,0.0173913043478261,-0.168170426065163,0.0861929307805596,0.0333333333333333,-0.152380952380952,0.0272091544818818,-0.0696969696969697,-0.166666666666667,-0.00333333333333333,0.0104597701149425,0.192614870509607,0.148787878787879,0.148787878787879,0.233333333333333,0.153333333333333,0.0120634920634921,0.126349206349206,-0.0122262603671606,0.247619047619048,0.131111111111111,0.180344827586207,0.183469827586207,0.258145363408521,0.12,0.168452380952381,0.168452380952381,0.168452380952381,0.180952380952381,0.146052631578947,0.0730615075237501,0.166666666666667,0.171428571428571,-0.0590400021434504,0.166666666666667,0.0712433257055683
"cateninnuc",-0.0397224044123742,0.0205068982884249,0.1209763818565,0.123435979347236,0.121947255642908,0.215209686375151,0.124621750098224,-0.0946473007801607,0.134731934731935,0.134731934731935,0.319664376148332,0.028253302950948,0.142424242424242,0.109471766848816,-0.131750584667025,0.111111111111111,0.245833333333333,0.0223387834105484,0.233333333333333,0.192581253850454,-0.27998570828079,0.205196075862009,0.126968756465911,0.276082862523541,0.211525189786059,-0.202871329302921,-0.176182477572056,0.228985507246377,-0.269106118337494,-0.26546975470113,-0.202443782284027,0.00984543544980107,0.00861760461760462,-0.24280303030303,-0.111111111111111,0.152926586037563,0.154454970317039,-0.207913830231713,-0.23880303030303,0.155604395604396,-0.106366176786704,-0.104841122320473,-0.23489678030303,0.157142857142857,-0.236535491535492,-0.236535491535492,-0.236535491535492,-0.23468363968364,0.0109031537881203,0.0946473007801607,-0.126398601398601,-0.127882619663442,-0.0447398759970414,-0.123137731833384,0.128634759862518
"cMet",0.0747058860091775,0.142269084220208,0.145658914728682,0.143333333333333,0.145658914728682,0.165957390327138,0.143333333333333,-0.0962481962481962,0.1,0,0.296823987042965,0.114761904761905,-0.1,-0.08,0.03820232555108,-0.1,-0.1,-0.0816649466804266,-0.1,0.145227805901963,-0.158924050632911,0.04,0.124662004662005,0.114285714285714,0.04,-0.114340100379351,-0.180740740740741,0.1,-0.130075187969925,-0.136458166693329,-0.06,0.0923026180169037,0.0868480725623583,0.1,0.1,0.142765957446809,0.13,-0.0143049155145929,0.08,0.113333333333333,0.0709090909090909,0.0709090909090909,0.0675,0.113333333333333,-0.0647619047619048,-0.0647619047619048,-0.0647619047619048,-0.0647619047619048,0.109047619047619,0.0962481962481962,-0.05,-0.15,-0.0611666941150637,-0.143333333333333,-0.00476190476190476
"AXIN2",-0.0731345553302296,0.0760245185812453,0.0765865592211069,0.0786684520837431,0.0783450586349405,0.111571942848173,0.0811841753541834,-0.0994185446346636,0.0933333333333333,0.0933333333333333,0.155970636420219,-0.045859671960427,0.1,0.0923076923076923,-0.116398266517404,0.1,0.144444444444444,-0.00296049454264464,0.133333333333333,0.100775191302575,-0.168692642252361,0.123131980852519,0.0896067269980313,0.126666666666667,0.12780487804878,-0.125291565605938,-0.112495864350703,0.14,-0.121309523809524,-0.11725546975547,-0.115545773955967,0.0126926616057051,0.0115021854152289,-0.140096618357488,-0.0923076923076923,0.139186136288162,0.141496367311264,-0.111888683525983,-0.138647342995169,0.144151234567901,-0.0887362637362637,-0.0870969194739687,-0.134202898550725,0.142916666666667,-0.132052566654643,-0.132052566654643,-0.132052566654643,-0.129427894738632,0.055448170342981,0.0994185446346636,-0.0863565891472868,-0.0863565891472868,-0.06361324165909,-0.0811841753541834,0.100270109480874
"RAS",-0.0624705534387668,-0.144704671425466,-0.141588524116684,-0.141911764705882,-0.140050062578223,-0.12893738882111,-0.129411764705882,-0.100430780559647,-0.1,-0.1,0.211404615401154,-0.105823451910408,0,-0.1,0.00860820917653316,-0.1,-0.1,-0.0820158102766798,-0.1,0.0183851609383524,-0.104285714285714,-0.0273684210526316,0.0416085156712005,-0.05,0.02,-0.0284955752212389,-0.125088050314465,0.12,0.0657894736842105,0.0752234359483615,0.0332507739938081,0.0970315398886827,0.0909090909090909,0.133333333333333,0.1,0.122970297029703,0.12,0.115723514211886,0.14,0.12,0.104,0.109084745762712,0.145555555555556,0.14,0.174615384615385,0.174615384615385,0.174615384615385,0.0842307692307692,0.0350649350649351,0.100430780559647,0.1,0.1,-0.0679076923076923,0.129411764705882,0.0932142857142857
"Destcompl",-0.119534749115531,0.14800834562831,0.148416300753246,0.151076553000561,0.150334108972424,0.134006847028737,0.15534371441058,-0.146988899167438,0.174603174603175,0.174603174603175,0.253098548990836,0.0765865592211069,0.188888888888889,0.113059660645868,-0.229489878077412,0.122222222222222,0.233333333333333,-0.00388739465662543,0.233333333333333,0.198987808420688,-0.273009039712046,0.202402078795521,0.176935015063825,0.216239717978848,0.217156177156177,-0.255504265713302,-0.222033953016665,0.232307692307692,-0.206457109283196,-0.199443081227084,-0.194807142086661,0.022172096908939,0.0215873015873016,-0.228985507246377,-0.118773946360153,0.206425793547909,0.210268158079929,-0.233155218663218,-0.220877399138269,0.215531315974666,-0.108396448210634,-0.104721399854735,-0.214165989742296,0.218979591836735,-0.222162625915708,-0.222162625915708,-0.222162625915708,-0.218237979133918,0.11153290166691,0.146988899167438,-0.162274407479887,-0.162274407479887,-0.0628868359102476,-0.154811720912723,0.157246379185395
"HEY1",0.184728551644125,0.276495490011531,0.278612551032702,0.283191031023476,0.282291480798588,0.270045918732477,0.286639306885545,-0.157951496388029,0.266666666666667,0.266666666666667,0.384493201833627,0.132674777895132,0.233333333333333,0.25,-0.0512911929985101,0.2,0.2,0.0256226126814362,0.1,0.343520697167756,-0.34331350406668,0.281283422459893,0.280128117759302,0.305454545454545,0.263636363636364,-0.253554879766264,-0.21763553906411,0.2,-0.326507177033493,-0.333723671878854,-0.276128783284635,0.00666666666666667,0.00666666666666667,-0.26,-0.233333333333333,0.135226903178123,0.132787878787879,-0.262132407398542,-0.283809523809524,0.123454545454545,-0.25625,-0.257325268817204,-0.291216931216931,0.0954545454545455,-0.306153846153846,-0.306153846153846,-0.306153846153846,-0.302477375565611,-0.0512149799885649,0.157951496388029,-0.284313725490196,-0.284313725490196,-0.0854741554741555,-0.286639306885545,0.17037037037037
"FOXC2",0.184728551644125,0.276495490011531,0.278612551032702,0.283191031023476,0.282291480798588,0.270045918732477,0.286639306885545,-0.157951496388029,0.266666666666667,0.266666666666667,0.384493201833627,0.132674777895132,0.233333333333333,0.25,-0.0512911929985101,0.2,0.2,0.0256226126814362,0.1,0.343520697167756,-0.34331350406668,0.281283422459893,0.280128117759302,0.305454545454545,0.263636363636364,-0.253554879766264,-0.21763553906411,0.2,-0.326507177033493,-0.333723671878854,-0.276128783284635,0.00666666666666667,0.00666666666666667,-0.26,-0.233333333333333,0.135226903178123,0.132787878787879,-0.262132407398542,-0.283809523809524,0.123454545454545,-0.25625,-0.257325268817204,-0.291216931216931,0.0954545454545455,-0.306153846153846,-0.306153846153846,-0.306153846153846,-0.302477375565611,-0.0512149799885649,0.157951496388029,-0.284313725490196,-0.284313725490196,-0.0854741554741555,-0.286639306885545,0.17037037037037
"Ecadherin",0.0840469547599966,0.275094929787442,0.276495490011531,0.279857697690143,0.278612551032702,0.268181985834062,0.283191031023476,-0.157951496388029,0.284313725490196,0.284313725490196,0.382867675042538,0.13123147892606,0.266666666666667,0.25625,-0.0509065776138947,0.233333333333333,0.26,0.0289783173794228,0.2,0.341099840556955,-0.342627005210845,0.276128783284635,0.277610955287906,0.326507177033493,0.281283422459893,-0.251972601285251,-0.215762879888081,0.263636363636364,-0.333723671878854,-0.331864935819374,-0.270246430343459,0.00690879741727199,0.00666666666666667,-0.283809523809524,-0.25,0.135407735004524,0.135226903178123,-0.260366402983531,-0.291216931216931,0.132787878787879,-0.257325268817204,-0.255750465667598,-0.291216931216931,0.123454545454545,-0.302477375565611,-0.302477375565611,-0.302477375565611,-0.299125420258348,-0.0433202431464596,0.157951496388029,-0.286639306885545,-0.286639306885545,-0.0819359804276006,-0.282291480798588,0.177965307079231
"cateninmemb",0.10166414105635,0.275094929787442,0.276495490011531,0.279857697690143,0.278612551032702,0.268181985834062,0.283191031023476,-0.157951496388029,0.284313725490196,0.284313725490196,0.382867675042538,0.13123147892606,0.266666666666667,0.25625,-0.139409286779993,0.233333333333333,0.26,0.0289783173794228,0.2,0.341099840556955,-0.342627005210845,0.276128783284635,0.277610955287906,0.326507177033493,0.281283422459893,-0.251972601285251,-0.215762879888081,0.263636363636364,-0.333723671878854,-0.331864935819374,-0.270246430343459,0.00690879741727199,0.00666666666666667,-0.283809523809524,-0.25,0.135407735004524,0.135226903178123,-0.260366402983531,-0.291216931216931,0.132787878787879,-0.257325268817204,-0.255750465667598,-0.291216931216931,0.123454545454545,-0.302477375565611,-0.302477375565611,-0.302477375565611,-0.299125420258348,-0.0433202431464596,0.157951496388029,-0.286639306885545,-0.286639306885545,-0.0819359804276006,-0.282291480798588,0.177965307079231
"SNAI2",0.370605327296863,0.345545914992072,0.347409269029339,0.349375827155446,0.348852567998411,0.323076888043251,0.346702030364002,-0.19656052024334,0.305454545454545,0.305454545454545,0.647104507469952,0.188150935398359,0.26,0.289411764705882,0.0517095394528262,0.2,0.2,0.0289481615430983,0.1,0.395381551791253,-0.39115214868447,0.313725490196078,0.341799047728471,0.332894736842105,0.276470588235294,-0.301736736709915,-0.262871794871795,0.2,-0.366228070175439,-0.383111187058556,-0.323184949655538,0.00664882436565165,0.00617035546613011,-0.275,-0.26,0.133866389365111,0.12579185520362,-0.311526404846135,-0.312931034482759,0.107843137254902,-0.303697478991597,-0.309331281808498,-0.331003323639385,0.0745098039215686,-0.358271092786292,-0.358271092786292,-0.358271092786292,-0.359640955799991,-0.104631507775524,0.19656052024334,-0.334025974025974,-0.334025974025974,-0.116140548877004,-0.346702030364002,0.203461538461538
"miR200",-0.302499182613482,-0.304737232194418,-0.303222080679266,-0.296199969045039,-0.298857001314187,-0.292323902167049,-0.28630985915493,-0.285672043010753,-0.24,-0.24,-0.300252376209371,-0.179090477211481,-0.2,-0.0458333333333333,-0.0965552487512337,-0.02,-0.02,-0.00336158192090395,0,-0.21949704692036,0.11365133511475,-0.0761038961038961,-0.103208279389435,-0.0869950738916256,-0.0442857142857143,0.0881050431050431,0.066687022325257,-0.0142857142857143,0.111133004926108,0.126387242214244,0.0931106988249845,-0.00119843537603684,-0.000884955752212389,0.0357894736842105,0.0325,-0.047268250886251,-0.03912871600253,0.200551938952267,0.0557894736842105,-0.0262254901960784,0.0546940928270042,0.061215831957439,0.0689970208540218,-0.0125,0.251500191350938,0.251500191350938,0.251500191350938,0.259729617784853,0.0416473243068988,0.285672043010753,0.270434782608696,0.268,0.260502836816886,0.288744641763625,0.286145617667357
"ZEB2",-0.366949467826033,-0.366672034689084,-0.366412294429344,-0.362138106541776,-0.361130604288499,-0.350157620722438,-0.347459207459207,-0.298943502707235,-0.281818181818182,-0.28,-0.261066375423683,-0.225270672737627,-0.2,-0.179285714285714,-0.127471727177418,-0.125,-0.111111111111111,-0.108680351906158,-0.1,-0.0951346102984378,-0.0685283605283605,-0.0508630447085455,-0.0452706710964392,-0.0102564102564102,-0.0057017543859649,-0.00339774012998215,-0.00289855072463769,0.0416666666666667,0.0462564102564102,0.0708465741908365,0.0837898739768382,0.118930562738533,0.119540318836093,0.148611111111111,0.153571428571429,0.157021919879063,0.171836734693878,0.180580171408414,0.181944444444444,0.194285714285714,0.196358885017422,0.206358885017422,0.209047248182762,0.214285714285714,0.246709956709957,0.246709956709957,0.246709956709957,0.259343789686402,0.269212454212454,0.298943502707235,0.32,0.321818181818182,0.342421140157055,0.346315789473684,0.398654425793839
