"","FOXC2","HEY1","TWIST1","RKIP","FUS","AXIN2","CD44","Wnt","PI3K","cMet","cfos","MEK","Frizzled","DSH","STAT","EGR1","ZEB1","SOSGRB2","LIV1","PAK1","CDC42","TGFR","TGF","SRC","ERK","Ecadherin","TrCP","Jagged","Csl","RAF","DELTA","RAS","cateninmemb","GLI","TCFLEF","NOTCH","Csn","cateninnuc","NOTCHic","AKT","NFB","IKK","Destcompl","SUFU","SNAI2","SMO","GSK3","Patched","SNAI1","ILK","SHH","SMAD","miR200","ZEB2","KLF4"
"cMet",-0.0387341772151899,0.069969040247678,0.0268650450672923,-0.117407407407407,0.1,0.187460317460317,0.164263565891473,0.143333333333333,0.139047619047619,0.143333333333333,-0.08,-0.0727272727272727,0.15,0.1,0.2,-0.1,0.0265512265512265,0.125714285714286,0.1,0.06,0.0475,0.0586111111111111,0.0522281323877068,-0.25,0.06,-0.0702636326794796,-0.1,-0.031525286307895,-0.185714285714286,-0.139047619047619,-0.139047619047619,-0.154141958670261,-0.138213536167273,-0.166060606060606,-0.165802027429934,-0.176307790753479,0,-0.173146660198296,-0.169924812030075,0.0395833333333333,0,0.0333333333333333,-0.224869554701487,-0.1,-0.264174868116474,-0.08,-0.174903993855607,-0.0890909090909091,0.0272258715612864,-0.0605442176870748,-0.0828409090909091,-0.0696351267779839,0.0670203392621871,0.0637806637806638,-0.0412698412698413
"ERK",-0.154761950279192,-0.145328448293569,-0.0455373727104167,-0.139589500952118,-0.0826666666666667,0.00485334516362611,0.00304505324593713,-0.00191142191142191,-0.177015762015762,0.00177278861489388,-0.110293470286134,-0.00614769498436937,0.00717948717948718,0.00333333333333333,0.00701754385964912,-0.0996551724137931,0.00310920711668574,-0.0306746802280783,0.0333333333333333,0.0942857142857143,0.0952202937249666,0.098869928761463,0.0980457529372872,-0.010863697705803,-0.00137319638053314,-0.10539914879927,-0.0428571428571429,0.104381893007033,0.182595182595183,0.177015762015762,0.177015762015762,0.177785839023463,-0.105099311819359,0.000157035946509632,0.000858292478969929,0.194322541715226,-0.0178571428571429,0.00155273692341437,0.197923649748467,-0.00192850951890347,-0.0027056277056277,0.000823784059078179,0.277474315785779,0.0866666666666667,0.326217353150155,0.110535519125683,0.225329205055566,0.107267545269474,0.1282536288739,0.128537873315158,0.115480105655947,0.127626019211815,0.170250070427763,0.181995594524859,0.173392056765985
"Jagged",-0.244285714285714,-0.216666666666667,-0.17,-0.107692307692308,0,-0.0728571428571429,-0.0830769230769231,-0.06,-0.0266666666666667,-0.06,-0.2,-0.173333333333333,0,0,0,-0.1,-0.0519323671497584,0.02,0,0,0,0.0111111111111111,0.0151111111111111,0,0.14,0.115473684210526,0,0.0156709956709957,0.1,0.0266666666666667,0.0266666666666667,0.0539393939393939,0.115743552222425,0.0830769230769231,0.11034965034965,0.105714285714286,0,0.12023976023976,0.12,0.0666666666666667,0,0.0333333333333333,0.0924787644787645,0,0.25201106083459,0.0333333333333333,0.0977011494252874,0.0583333333333333,0.166666666666667,0.116666666666667,0.112179487179487,0.121428571428571,0.252121212121212,0.291545893719807,0.261111111111111
"DELTA",-0.244285714285714,-0.216666666666667,-0.17,-0.107692307692308,0,-0.0728571428571429,-0.0830769230769231,-0.06,-0.0266666666666667,-0.06,-0.2,-0.173333333333333,0,0,0,-0.1,-0.0519323671497584,0.02,0,0,0,0.0111111111111111,0.0151111111111111,0,0.14,0.115473684210526,0,0.0156709956709957,0.1,0.0266666666666667,0.0266666666666667,0.0539393939393939,0.115743552222425,0.0830769230769231,0.11034965034965,0.105714285714286,0,0.12023976023976,0.12,0.0666666666666667,0,0.0333333333333333,0.0924787644787645,0,0.25201106083459,0.0333333333333333,0.0977011494252874,0.0583333333333333,0.166666666666667,0.116666666666667,0.112179487179487,0.121428571428571,0.252121212121212,0.291545893719807,0.261111111111111
"STAT",-0.155608725289707,-0.135333333333333,0.0685887575692673,-0.0926914414414415,0,0.301281071869307,0.259487734487734,0.248376623376623,0.240219189412738,0.248376623376623,-0.206666666666667,-0.214762808349146,0.239285714285714,0.214285714285714,0.214285714285714,-0.166666666666667,-0.0616191500806885,0.148316912972085,0.3,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.0095740008783487,-0.239285714285714,0.20078431372549,-0.149405376979861,0,0.16753853143676,0.0607843137254902,-0.240219189412738,-0.240219189412738,-0.248428144636618,-0.231231827109793,-0.259300993124523,-0.262326851206977,0.0767906112851858,0.05,-0.26482983094476,0.0797032326444091,0.149063761097659,0.11,0.133809523809524,-0.27390633028704,0,-0.131962030839036,0.02,-0.196375166889186,0.0130232558139535,0.136100838396412,0.130515297906602,0.0156781230705907,0.133963573768671,0.256406555752195,0.292890442890443,0.177609427609428
"FUS",-0.310716878402904,-0.0929925147316452,-0.235559034550411,-0.177691048928162,-0.0933333333333333,-0.431704277731264,-0.27428263214671,-0.148611111111111,-0.372204830053667,-0.257777777777778,0.0184615384615385,0.00759424483562415,-0.1375,-0.1,-0.2,-0.02,-0.00198173373539912,-0.0488529014844804,-0.2,-0.0133333333333333,-0.005,-0.0077027027027027,-0.00663887291546866,0.246666666666667,0.00275058275058275,0.00748782256741307,-0.1,-0.136237967743992,0.0454545454545455,0.372204830053667,0.372204830053667,0.384868585512183,0.183410465125547,0.165918803418803,0.278793910342199,0.0518181818181818,-0.1,0.285043910342199,0.0404545454545455,-0.166087912087912,-0.142857142857143,-0.146857142857143,0.352798123621413,-0.0666666666666667,0.466421695709382,0.105833333333333,0.329104875706817,0.128055555555556,0.204376431034982,0.0980952380952381,0.135126262626263,0.103901689708141,0.213999844830776,0.300392534054279,0.301867030965392
"NOTCH",-0.26265306122449,-0.221014492753623,-0.192033898305085,-0.13183023872679,-0.0333333333333333,-0.101159029649596,-0.11034965034965,-0.0830769230769231,-0.0539393939393939,-0.0830769230769231,-0.14,-0.151904761904762,-0.06,0,0,-0.2,-0.0482286634460547,-0.0168421052631579,0,0,0.0111111111111111,0.0151111111111111,0.018336917562724,0.06,0.173333333333333,0.112247877758913,0,0.000856180856180858,0.12,0.0539393939393939,0.0539393939393939,0.0814756258234519,0.123596955363787,0.11034965034965,0.12023976023976,0.028294930875576,0,0.131260168403026,0.105714285714286,0.0555555555555556,0.0333333333333333,0.0666666666666667,0.105562876628297,0,0.269471378294908,0.0583333333333333,0.115882967607106,0.112179487179487,0.177435897435897,0.121428571428571,0.12394419306184,0.131428571428571,0.272121212121212,0.302657004830918,0.291545893719807
"NOTCHic",-0.278782093482554,-0.231783723522854,-0.202725722204456,-0.138872492247917,-0.0583333333333333,-0.117825696316262,-0.12023976023976,-0.11034965034965,-0.0814756258234519,-0.11034965034965,-0.173333333333333,-0.163333333333333,-0.0830769230769231,-0.06,-0.06,-0.14,-0.0534138486312399,-0.0213875598086124,0,0.0111111111111111,0.0151111111111111,0.018336917562724,0.0202477455882017,0.0830769230769231,0.151904761904762,0.113319853256616,0,-0.00113057411070656,0.105714285714286,0.0814756258234519,0.0814756258234519,0.0918204534096588,0.12745091073904,0.120027069704489,0.131260168403026,0.0256633519282076,0.0333333333333333,0.136603679853407,0.028294930875576,0.0439276485788114,0.0666666666666667,0.0555555555555556,0.114896209961631,0.0333333333333333,0.284501438415148,0.112179487179487,0.12745321554099,0.12394419306184,0.184314204314204,0.131428571428571,0.140073225319905,0.13502569373073,0.278479593624102,0.318212560386473,0.302260179434093
"cfos",-0.253987839038054,-0.134807596201899,-0.140069264069264,-0.135501165501166,-0.0476190476190476,0.0538752052545156,0.0314814814814815,0.0314814814814815,0.025599128540305,0.0314814814814815,-0.2,-0.196904937361828,0.05,0.05,0.05,-0.04,-0.0579134478650217,0.0180555555555556,0.1,0.0142857142857143,0.019047619047619,0.0210084033613445,0.0225235548764961,-0.05,0.178260869565217,-0.00367273431933254,0,0.0685763888888889,0.0333333333333333,-0.025599128540305,-0.025599128540305,-0.0231601041500611,-0.0192637181493009,-0.0314814814814815,-0.0245507884121746,0.0594871794871795,0.0333333333333333,-0.0223285661899523,0.0641025641025641,0.0833333333333333,0.0833333333333333,0.0833333333333333,-0.0452616153107527,0.0333333333333333,0.187866464435808,0.0976190476190476,0.0511877705627706,0.100844854070661,0.183039070634007,0.132539682539683,0.114425100984241,0.137378392217102,0.2791146761735,0.319902763365233,0.302444444444444
"Csl",-0.287402783137727,-0.233744507836579,-0.212432268479851,-0.147628252616581,-0.112179487179487,-0.130936236162021,-0.131260168403026,-0.120027069704489,-0.0918204534096588,-0.12023976023976,-0.151904761904762,-0.156811594202899,-0.11034965034965,-0.0830769230769231,-0.0830769230769231,-0.173333333333333,-0.0528613624433946,-0.0352086980199946,-0.06,0.0151111111111111,0.018336917562724,0.0202477455882017,0.0213815324362743,0.11034965034965,0.163333333333333,0.11180822534964,0.0333333333333333,-0.00685974077737323,0.028294930875576,0.0918204534096588,0.0918204534096588,0.102114571056718,0.130661919913352,0.131317392285134,0.136603679853407,0.0329360792009349,0.0666666666666667,0.141234897692172,0.0256633519282076,0.0338501291989664,0.0555555555555556,0.0439276485788114,0.120685362917145,0.0583333333333333,0.293524555491957,0.12394419306184,0.133491507146292,0.140073225319905,0.189057287318157,0.13502569373073,0.146107708078525,0.140581249286285,0.287412055497741,0.324842394640617,0.31940303657695
"TrCP",-0.259505080417365,-0.137748772672487,-0.147677959721438,-0.143788458318845,-0.0976190476190476,0.047585897078415,0.0245507884121746,0.0314814814814815,0.0231601041500611,0.0314814814814815,-0.178260869565217,-0.190238270695161,0.0314814814814815,0.05,0.05,-0.2,-0.0575919044566616,0.00716446644664466,0.05,0.019047619047619,0.0210084033613445,0.0225235548764961,0.0236164510513594,-0.0314814814814815,0.196904937361828,-0.0045723882985713,0.0333333333333333,0.0661224011588275,0.0641025641025641,-0.0231601041500611,-0.0231601041500611,-0.0163419223318793,-0.0168827657683486,-0.0241644083107498,-0.0223285661899523,0.0682783882783883,0.0833333333333333,-0.0190182213623661,0.0594871794871795,0.0796296296296296,0.0833333333333333,0.0833333333333333,-0.0418029686942113,0.0476190476190476,0.192206428269442,0.100844854070661,0.0544604978354978,0.114425100984241,0.188051003808232,0.137378392217102,0.117425100984241,0.143830005120328,0.288251732011063,0.326012088124076,0.318837887067395
"LIV1",-0.259505080417365,-0.137748772672487,-0.147677959721438,-0.143788458318845,-0.0976190476190476,0.047585897078415,0.0245507884121746,0.0314814814814815,0.0231601041500611,0.0314814814814815,-0.178260869565217,-0.190238270695161,0.0314814814814815,0.05,0.05,-0.2,-0.0575919044566616,0.00716446644664466,0.05,0.019047619047619,0.0210084033613445,0.0225235548764961,0.0236164510513594,-0.0314814814814815,0.196904937361828,-0.0045723882985713,0.0333333333333333,0.0661224011588275,0.0641025641025641,-0.0231601041500611,-0.0231601041500611,-0.0163419223318793,-0.0168827657683486,-0.0241644083107498,-0.0223285661899523,0.0682783882783883,0.0833333333333333,-0.0190182213623661,0.0594871794871795,0.0796296296296296,0.0833333333333333,0.0833333333333333,-0.0418029686942113,0.0476190476190476,0.192206428269442,0.100844854070661,0.0544604978354978,0.114425100984241,0.188051003808232,0.137378392217102,0.117425100984241,0.143830005120328,0.288251732011063,0.326012088124076,0.318837887067395
"EGR1",-0.259505080417365,-0.137748772672487,-0.147677959721438,-0.143788458318845,-0.0976190476190476,0.047585897078415,0.0245507884121746,0.0314814814814815,0.0231601041500611,0.0314814814814815,-0.178260869565217,-0.190238270695161,0.0314814814814815,0.05,0.05,-0.2,-0.0575919044566616,0.00716446644664466,0.05,0.019047619047619,0.0210084033613445,0.0225235548764961,0.0236164510513594,-0.0314814814814815,0.196904937361828,-0.0045723882985713,0.0333333333333333,0.0661224011588275,0.0641025641025641,-0.0231601041500611,-0.0231601041500611,-0.0163419223318793,-0.0168827657683486,-0.0241644083107498,-0.0223285661899523,0.0682783882783883,0.0833333333333333,-0.0190182213623661,0.0594871794871795,0.0796296296296296,0.0833333333333333,0.0833333333333333,-0.0418029686942113,0.0476190476190476,0.192206428269442,0.100844854070661,0.0544604978354978,0.114425100984241,0.188051003808232,0.137378392217102,0.117425100984241,0.143830005120328,0.288251732011063,0.326012088124076,0.318837887067395
"SNAI1",-0.265731255766793,-0.146082106005821,-0.151062575106053,-0.14588050852805,-0.100844854070661,0.0438562933488113,0.0223285661899523,0.0241644083107498,0.0163419223318793,0.0245507884121746,-0.196904937361828,-0.19517100612117,0.0314814814814815,0.0314814814814815,0.0314814814814815,-0.178260869565217,-0.0594369229068461,0.010560692861739,0.05,0.0210084033613445,0.0225235548764961,0.0236164510513594,0.0244229026642627,-0.0314814814814815,0.190238270695161,-0.00389600952645891,0.0833333333333333,0.0670635776294158,0.0594871794871795,-0.0163419223318793,-0.0163419223318793,-0.0143714789821256,-0.0156737847666214,-0.0217878086763805,-0.0190182213623661,0.0674620617477761,0.0833333333333333,-0.0175210608048029,0.0682783882783883,0.0803240740740741,0.0833333333333333,0.0796296296296296,-0.0392810388696499,0.0976190476190476,0.196732073592942,0.114425100984241,0.0576948212678411,0.117425100984241,0.0903641710680182,0.143830005120328,0.124221217489095,0.14715103833066,0.291998129705588,0.333023158234777,0.32475689018266
"PI3K",-0.414564459930314,-0.0956782026704335,-0.305059453099368,-0.272317388493859,-0.05,-0.271142857142857,-0.231824600520253,-0.19951690821256,-0.330164502164502,-0.19951690821256,-0.019047619047619,-0.0219405795104927,-0.177777777777778,-0.1,-0.1,-0.0333333333333333,0.00982220815683983,-0.167307692307692,-0.1,0.1,0.105882352941176,0.113882352941176,0.117947393591583,0.177777777777778,0.0366946778711485,-0.00651400097681234,0,-0.0554385964912281,0.125,0.330164502164502,0.330164502164502,0.358931625452173,0.133311899729183,0.231824600520253,0.244818950802739,0.128970223325062,-0.0333333333333333,0.257808641524388,0.109615384615385,-0.0453996983408748,-0.0333333333333333,-0.0274509803921569,0.469817441142941,0,0.321281362728138,0.0666666666666667,0.375937950937951,0.112820512820513,0.296368760064412,0.0888675470188075,0.123931623931624,0.0992675470188075,0.271467219827876,0.341564990181281,0.328289473684211
"ILK",-0.414564459930314,-0.0956782026704335,-0.305059453099368,-0.272317388493859,-0.05,-0.271142857142857,-0.231824600520253,-0.19951690821256,-0.330164502164502,-0.19951690821256,-0.019047619047619,-0.0219405795104927,-0.177777777777778,-0.1,-0.1,-0.0333333333333333,0.00982220815683983,-0.167307692307692,-0.1,0.1,0.105882352941176,0.113882352941176,0.117947393591583,0.177777777777778,0.0366946778711485,-0.00651400097681234,0,-0.0554385964912281,0.125,0.330164502164502,0.330164502164502,0.358931625452173,0.133311899729183,0.231824600520253,0.244818950802739,0.128970223325062,-0.0333333333333333,0.257808641524388,0.109615384615385,-0.0453996983408748,-0.0333333333333333,-0.0274509803921569,0.469817441142941,0,0.321281362728138,0.0666666666666667,0.375937950937951,0.112820512820513,0.296368760064412,0.0888675470188075,0.123931623931624,0.0992675470188075,0.271467219827876,0.341564990181281,0.328289473684211
"Wnt",-0.414655870445344,-0.0917948717948718,-0.286176470588235,-0.261666666666667,0,-0.236969696969697,-0.201315789473684,-0.175,-0.37218045112782,-0.175,-0.0333333333333333,-0.0309803921568627,0,0,-0.1,0,-0.00143472022955524,-0.157575757575758,0,0.1,0.1,0.106666666666667,0.11536231884058,0.1,0.0133333333333333,-0.00398355250833614,-0.1,-0.0427450980392157,0.1,0.37218045112782,0.37218045112782,0.403998632946001,0.123559322033898,0.201315789473684,0.23703007518797,0.126190476190476,-0.1,0.253586366578698,0.142857142857143,-0.153333333333333,-0.133333333333333,-0.153333333333333,0.493771696321549,0,0.290431034482759,0.05,0.479937304075235,0.0590909090909091,0.30388198757764,0.0829059829059829,0.111471861471861,0.0898827270920294,0.263838383838384,0.3493543758967,0.317647058823529
"AKT",-0.43185769301302,-0.106956398159155,-0.316986058603955,-0.28039192265535,-0.0666666666666667,-0.291720474471377,-0.244818950802739,-0.231824600520253,-0.358931625452173,-0.231824600520253,-0.0366946778711485,-0.0270038706497332,-0.19951690821256,-0.177777777777778,-0.177777777777778,-0.019047619047619,0.00639755062259326,-0.173974358974359,-0.1,0.105882352941176,0.113882352941176,0.117947393591583,0.120062197216961,0.19951690821256,0.0219405795104927,-0.00621097067378203,-0.0333333333333333,-0.0587498547693738,0.109615384615385,0.358931625452173,0.358931625452173,0.373148492922053,0.138306802889224,0.244673762531426,0.257808641524388,0.126531198934818,-0.0333333333333333,0.264424026139773,0.128970223325062,-0.156510809451986,-0.0274509803921569,-0.0453996983408748,0.481314546188433,0.05,0.338869302426631,0.112820512820513,0.389647628357306,0.123931623931624,0.30413818362331,0.0992675470188075,0.141826360773729,0.103644651395912,0.279488610202207,0.355948551825117,0.342819388214125
"SMAD",-0.354735806378229,-0.249428174069996,-0.257252072246652,-0.200199125730204,-0.208333333333333,-0.136749664788874,-0.138479925303455,-0.132844932844933,-0.196515472882285,-0.126479925303455,-0.183870967741935,-0.18604001962029,-0.117460317460317,-0.0952380952380952,-0.0885714285714286,-0.2,-0.027961179281934,-0.0412673765158237,-0.06,0.0404761904761905,0.0418846411804158,0.0446779372698013,0.0466699691423113,0.110793650793651,0.190847711927982,0.117133403989286,0.1,0.0922316715542522,0.139047619047619,0.196515472882285,0.196515472882285,0.208357578145443,0.137649215198331,0.145075148672271,0.146485352711867,0.14495894909688,0.133333333333333,0.151855160209334,0.140197044334975,0.102577030812325,0.119047619047619,0.109243697478992,0.175676657212073,0.158333333333333,0.309448539506763,0.223333333333333,0.250942218461015,0.238929663608563,0.246402127890031,0.233354408148929,0.248966838329752,0.139544884339405,0.309277193439491,0.359180224228959,0.351112067158663
"Frizzled",-0.437911684398833,-0.0981778505182761,-0.313795518207283,-0.283095238095238,-0.05,-0.274178999295278,-0.23703007518797,-0.201315789473684,-0.403998632946001,-0.201315789473684,-0.0133333333333333,-0.0161655773420479,-0.175,0,-0.1,-0.0333333333333333,0.00153557680014773,-0.184848484848485,-0.1,0.1,0.106666666666667,0.11536231884058,0.120124223602484,0.175,0.0309803921568627,-0.00654765507243871,-0.1,-0.0599168152109329,0.142857142857143,0.403998632946001,0.403998632946001,0.436282097512931,0.133400591875168,0.23703007518797,0.253586366578698,0.147759103641457,-0.133333333333333,0.268824461816794,0.126190476190476,-0.172083333333333,-0.153333333333333,-0.153333333333333,0.513665595525793,0,0.314721255302948,0.0590909090909091,0.503573667711599,0.111471861471861,0.316580400276052,0.0898827270920294,0.124375087278313,0.10203225980231,0.284150883838384,0.366186059065017,0.350980392156863
"Destcompl",-0.432936583995005,-0.0606227960074114,-0.428590504540959,-0.361003092497373,-0.213026819923372,-0.537800519400661,-0.4910992168966,-0.474667760318106,-0.557445811365899,-0.47430817212048,0.0487179487179487,0.0570875966393709,-0.446944988040878,-0.412698412698413,-0.412698412698413,0.0487179487179487,0.113274525351306,-0.208689277812757,-0.355555555555556,0.130408163265306,0.135235749472203,0.138393644209045,0.141053742731212,0.446944988040878,-0.0558217738545607,-0.018602481070578,-0.266666666666667,-0.362818283105768,0.0550724637681159,0.557445811365899,0.557445811365899,0.572830426750514,0.354576735327757,0.491550877201223,0.502880038814408,0.0648855682379251,-0.323809523809524,0.51007024789141,0.0626811594202899,-0.389657046266326,-0.349896480331263,-0.374220804655587,0.588134903096503,0.188888888888889,0.567326357031416,0.244455391351943,0.619880807581124,0.26259010637785,0.380966682914243,0.0599206349206349,0.277870570594484,0.0649498746867168,0.275801862983527,0.371570121727383,0.368051638141475
"DSH",-0.457392203879352,-0.112212938237574,-0.327979915370403,-0.292186147186147,-0.0590909090909091,-0.298229632206671,-0.253586366578698,-0.23703007518797,-0.436282097512931,-0.23703007518797,-0.0309803921568627,-0.0214287352367848,-0.201315789473684,-0.175,-0.175,-0.0133333333333333,-0.00240143107386801,-0.192165558019217,-0.1,0.106666666666667,0.11536231884058,0.120124223602484,0.122563247992728,0.201315789473684,0.0161655773420479,-0.0059330808845546,-0.133333333333333,-0.0645679780016305,0.126190476190476,0.436282097512931,0.436282097512931,0.453368932246824,0.139643230273284,0.253369944469016,0.268824461816794,0.145661201543554,-0.153333333333333,0.277283945343063,0.147759103641457,-0.184727011494253,-0.153333333333333,-0.172083333333333,0.527596893235717,0.05,0.334860952625416,0.111471861471861,0.520511022699998,0.124375087278313,0.326145617667357,0.10203225980231,0.144620486051319,0.106937920179668,0.293297225301798,0.382721492135883,0.367485246525795
"GSK3",-0.469034947101043,-0.115327125088785,-0.340399889762209,-0.302461836409205,-0.111471861471861,-0.316646679390841,-0.268824461816794,-0.253369944469016,-0.453368932246824,-0.253586366578698,-0.0161655773420479,-0.0151787352367848,-0.23703007518797,-0.201315789473684,-0.201315789473684,-0.0309803921568627,-0.00195566584355598,-0.207514395228519,-0.175,0.11536231884058,0.120124223602484,0.122563247992728,0.124870940300421,0.23703007518797,0.0214287352367848,-0.00741480627144956,-0.153333333333333,-0.0720132334760831,0.147759103641457,0.453368932246824,0.453368932246824,0.467654646532538,0.144152514092912,0.268935982204865,0.277283945343063,0.153193669076022,-0.153333333333333,0.283994471658852,0.145661201543554,-0.196692823460065,-0.172083333333333,-0.184727011494253,0.536649376504473,0.0590909090909091,0.347803144169851,0.124375087278313,0.430660773115971,0.144620486051319,0.332457910026161,0.106937920179668,0.153711395142228,0.112784996641437,0.303262055313522,0.392082561972436,0.385805857212818
"AXIN2",-0.4645732877583,-0.0479479769540621,-0.459687638883041,-0.397612745677262,-0.203846153846154,-0.0678260920614015,-0.514705560432314,-0.480951617214649,-0.569361798773564,-0.480951617214649,0.0388617886178862,0.049741582365872,-0.436124031007752,-0.373333333333333,-0.373333333333333,0.0266666666666667,0.165579621573862,-0.221906583365209,-0.3,0.149166666666667,0.157808641975309,0.164003332240795,0.1682937612837,0.436124031007752,-0.0435346858141479,-0.0282785546155639,-0.2,-0.395374807331329,0.0424561403508772,0.569361798773564,0.569361798773564,0.600070460190886,0.386214390850856,0.514913881365592,0.537800519400661,0.0545700399647768,-0.277777777777778,0.553753826793657,0.04781328320802,-0.412125603864734,-0.342995169082126,-0.382125603864734,0.730344383631035,0.15,0.589380342170976,0.237179487179487,0.657854495491795,0.269322344322344,0.424319474582811,0.048493213710605,0.292601032846935,0.0568265470439383,0.303071703966645,0.400748107088115,0.386246049957892
"ZEB2",-0.496806526806527,-0.393371306113242,-0.346921358546028,-0.308212560386473,-0.289285714285714,-0.235297784971375,-0.213391812865497,-0.207738927738928,-0.206839826839827,-0.202280701754386,-0.197368421052632,-0.190641434427927,-0.176969696969697,-0.163636363636364,-0.16,-0.15,-0.123287702129232,-0.102582417582418,-0.1,0.103896103896104,0.105714285714286,0.111836734693878,0.113424036281179,0.173333333333333,0.174787775891341,0.187993385931736,0.2,0.201491685946993,0.205128205128205,0.206839826839827,0.206839826839827,0.217332332193146,0.218440056459991,0.218748102050854,0.227124207231694,0.23196973518285,0.233333333333333,0.233877453984941,0.235794871794872,0.245251817237799,0.245833333333333,0.248055555555556,0.250558580482997,0.275,0.29762283339833,0.349285714285714,0.34937158951543,0.361480836236934,0.370655060026374,0.386652478976423,0.388753563509661,0.393969552147154,0.43413789946966,0.559387452725187,0.63511267759962
"miR200",-0.368492049955465,-0.360932203389831,-0.125135069429548,-0.277079151470602,-0.2425,0.170502856710432,0.112943572524546,0.119042253521127,0.109559892843475,0.125303123086344,-0.17,-0.204353741496599,0.112,0.14,0.14,-0.2,-0.210197132616487,-0.0297549967762734,0.1,0.0541666666666667,0.0678921568627451,0.0678921568627451,0.0725433196534428,-0.118260869565217,0.22,0.0556195135279923,0.2,0.27931496843283,0.23743842364532,-0.109559892843475,-0.109559892843475,-0.0963429352374899,-0.0897104577983786,-0.104756539235412,-0.110562620143594,0.249069049010604,0.22,-0.102986862567836,0.223645320197044,0.313891332103845,0.267368421052632,0.298796992481203,-0.131165307875684,0.18,-0.0698760333370343,0.2425,0.033181598965028,0.286803797468354,0.323548118548119,0.354784848059184,0.291151623555311,0.377668860598369,0.409029455860305,0.61040770609319,0.59235679779158
