"","FOXC2","HEY1","TWIST1","RKIP","FUS","AXIN2","CD44","Wnt","PI3K","cMet","cfos","MEK","Frizzled","DSH","STAT","EGR1","ZEB1","SOSGRB2","LIV1","PAK1","CDC42","TGFR","TGF","SRC","ERK","Ecadherin","TrCP","Jagged","Csl","RAF","DELTA","RAS","cateninmemb","GLI","TCFLEF","NOTCH","Csn","cateninnuc","NOTCHic","AKT","NFB","IKK","Destcompl","SUFU","SNAI2","SMO","GSK3","Patched","SNAI1","ILK","SHH","SMAD","miR200","ZEB2","KLF4"
"ZEB1",0.296162982518988,0.380600444460548,0.0366273724012159,0.258317465899671,0.204166666666667,-0.350090572772699,-0.300476860537836,-0.286694809255785,-0.233709982157715,-0.29631019387117,0.235333333333333,0.240163600241859,-0.288617886178862,-0.266666666666667,-0.274358974358974,0.183333333333333,0.118267766569204,-0.0369980506822612,-0.266666666666667,-0.0492337164750958,-0.0477844411127769,-0.0513377406051627,-0.0521251421799659,0.29631019387117,-0.224745098039216,0.0627148758699475,-0.233333333333333,-0.362834059958365,-0.2375,0.233709982157715,0.233709982157715,0.237017068771888,0.268466398775841,0.291162163207675,0.297551328622943,-0.254936396046022,-0.293333333333333,0.296572855041729,-0.25906862745098,-0.382434775463248,-0.340701754385965,-0.365291918320391,0.282415533384461,-0.216666666666667,0.238692241825405,-0.235984848484849,0.131327522853558,-0.234024064171123,-0.303255282046318,-0.370474602733564,-0.247903067729842,-0.376243833502794,-0.400187039498883,-0.505945962054525,-0.480348533701827
"TCFLEF",0.353754791448778,0.0897617914803184,0.166816793538852,0.22620287459246,-0.06,-0.357591697191697,0.00426745686179648,-0.0208019105077929,0.104974699041486,-0.0127136752136752,0.0930313588850174,0.0908544881367181,-0.0455882352941176,-0.0705882352941176,-0.0625,0.0857142857142857,-0.0453073719652667,-0.08295470597267,-0.1,-0.130769230769231,-0.128443649373882,-0.134985705448648,-0.136972460415536,0.0375,-0.0901742160278746,0.0681424214539763,-0.0857142857142857,-0.0743670350626084,-0.0429619002072374,-0.104974699041486,-0.104974699041486,-0.121926078804955,0.0293359297256494,0.00403172417238913,-0.11973137438757,-0.0537624995167286,-0.0766233766233766,-0.129525188820559,-0.0527658217758648,-0.0274508661044425,-0.0566233766233766,-0.0404943443653121,-0.46348829028696,0.0666666666666667,0.0751701424193869,0.0361904761904762,-0.423663697107523,0.024900153609831,-0.358516968851697,-0.0978347383610541,0.00833573643191693,-0.104526898972909,-0.307795597976321,-0.396440988835726,-0.279389483065954
"GLI",0.338692595459236,0.162388743118794,0.201978852123165,0.20687972074268,0.00595238095238094,-0.0375739734299517,-0.0129113649312244,-0.153889943074004,0.143716677462754,-0.0249803304484658,0.10047619047619,0.107967042165937,-0.15741935483871,-0.18,-0.05,0.117142857142857,0.0308068783068783,0.00665593993027621,-0.05,0.055,0.051551724137931,0.0496649316851009,0.0480178728615714,0.0274193548387097,-0.117359307359307,-0.00431811806155594,-0.0333333333333333,-0.0907655348481193,-0.109778956675508,-0.143716677462754,-0.143716677462754,-0.155003806175625,0.00504701723758715,0.0415495175420889,0.00869058571044517,-0.113350385246937,-0.0666666666666667,0.00325125516651212,-0.104778956675508,-0.0618818250984604,-0.0614035087719298,-0.0634443250984604,0.0111578205335473,0.0190476190476191,-0.205498360634361,-0.0112155388471178,-0.166694008902613,-0.0275420694593627,-0.254445132767027,-0.157975002514961,-0.0353609995005149,-0.166083110623069,-0.314719264223908,-0.368228622631848,-0.359363363363363
"PAK1",0.259505080417365,0.137748772672487,0.147677959721438,0.143788458318845,0.0976190476190476,-0.047585897078415,-0.0245507884121746,-0.0314814814814815,-0.0231601041500611,-0.0314814814814815,0.178260869565217,0.190238270695161,-0.0314814814814815,-0.05,-0.05,0.2,0.0575919044566616,-0.00716446644664466,-0.05,-0.019047619047619,-0.0210084033613445,-0.0225235548764961,-0.0236164510513594,0.0314814814814815,-0.196904937361828,0.0045723882985713,-0.0333333333333333,-0.0661224011588275,-0.0641025641025641,0.0231601041500611,0.0231601041500611,0.0163419223318793,0.0168827657683486,0.0241644083107498,0.0223285661899523,-0.0682783882783883,-0.0833333333333333,0.0190182213623661,-0.0594871794871795,-0.0796296296296296,-0.0833333333333333,-0.0833333333333333,0.0418029686942113,-0.0476190476190476,-0.192206428269442,-0.100844854070661,-0.0544604978354978,-0.114425100984241,-0.188051003808232,-0.137378392217102,-0.117425100984241,-0.143830005120328,-0.288251732011063,-0.326012088124076,-0.318837887067395
"SRC",0.336764705882353,0.0873303541873552,0.124874321081218,0.148875855327468,0.0333333333333333,-0.256375111564452,-0.218360655737705,-0.22,-0.039933249895703,-0.22,0.106060606060606,0.14484467314656,-0.2,-0.2,-0.3,0.133333333333333,0.00496406109613657,-0.07,-0.2,-0.0888888888888889,-0.0888888888888889,-0.0936507936507937,-0.0918326118326118,0.2,-0.150505050505051,0.168426491808845,-0.1,-0.1432010115267,-0.01,0.039933249895703,0.039933249895703,0.0384180983805514,0.218760664571172,0.218360655737705,0.222019192323071,-0.0195238095238095,-0.1,0.220453196797344,-0.00523809523809524,-0.144017094017094,-0.1,-0.138461538461538,0.0243478260869565,-0.0333333333333333,6.26002459467832e-05,-0.0333333333333333,-0.176623376623377,-0.0444444444444444,-0.260432918848536,-0.115789473684211,-0.0444444444444444,-0.12569938359412,-0.259727711901625,-0.323914345612459,-0.215374677002584
"CDC42",0.253987839038054,0.134807596201899,0.140069264069264,0.135501165501166,0.0476190476190476,-0.0538752052545156,-0.0314814814814815,-0.0314814814814815,-0.025599128540305,-0.0314814814814815,0.2,0.196904937361828,-0.05,-0.05,-0.05,0.14,0.0579134478650217,-0.0180555555555556,-0.1,0.0857142857142857,-0.019047619047619,-0.0210084033613445,-0.0225235548764961,0.05,-0.178260869565217,0.00367273431933254,0,-0.0685763888888889,-0.0333333333333333,0.025599128540305,0.025599128540305,0.0231601041500611,0.0192637181493009,0.0314814814814815,0.0245507884121746,-0.0594871794871795,-0.0333333333333333,0.0223285661899523,-0.0641025641025641,-0.0833333333333333,-0.0833333333333333,-0.0833333333333333,0.0452616153107527,-0.0333333333333333,-0.187866464435808,-0.0976190476190476,-0.0511877705627706,-0.100844854070661,-0.183039070634007,-0.132539682539683,-0.114425100984241,-0.137378392217102,-0.2791146761735,-0.319902763365233,-0.302444444444444
"SUFU",0.319401741926477,0.101426249671404,0.240301302591648,0.180548191785305,0.105833333333333,0.441774535342505,0.278793910342199,0.165918803418803,0.384868585512183,0.27428263214671,0.00275058275058275,-0.00206232994200713,0.148611111111111,0.1375,0.246666666666667,-0.0184615384615385,0.00343100909771796,0.0453563979879769,0.2,0.005,0.0077027027027027,0.00663887291546866,0.00446924766892033,-0.257777777777778,0.00759424483562415,-0.00686990289697022,0.1,0.136950556817626,-0.0404545454545455,-0.384868585512183,-0.384868585512183,-0.389298965259018,-0.185320424197853,-0.17075151717345,-0.285043910342199,-0.0502308802308802,0.142857142857143,-0.287141097042966,-0.0518181818181818,0.170785898665093,0.146857142857143,0.166087912087912,-0.356998017294991,-0.0933333333333333,-0.475320838754867,-0.128055555555556,-0.333989194472884,-0.135126262626263,-0.206591081801592,-0.103901689708141,-0.145550973050973,-0.109213467999134,-0.219204305797319,-0.308605094440752,-0.308453857312697
"TGFR",0.333347324310396,0.177482028926932,0.262999868195598,0.199220779220779,0.103333333333333,0.0887221730211716,0.0908407811982787,0.0898382749326146,0.0773809523809524,0.080314465408805,0.0842105263157895,0.0775438596491228,0.0728571428571429,0.0428571428571429,0.0333333333333333,0.1,-0.0278768253320302,-0.00089343729694607,0,0.108888888888889,0.104126984126984,-0.00123015873015873,-0.0005209388720027,-0.0633333333333333,-0.0775438596491228,-0.105092943205472,0.0333333333333333,-0.0783857334955497,-0.156666666666667,-0.0773809523809524,-0.0773809523809524,-0.0873224728487886,-0.107618070207214,-0.0995156942874533,-0.0980178146911017,-0.168599189613826,0.00833333333333333,-0.102712234531669,-0.163563218390805,-0.0267252433409104,-0.0202380952380952,-0.0360275689223058,-0.0575402431146149,-0.0866666666666667,-0.118482193870506,-0.141264367816092,0.0432058268373275,-0.156889367816092,-0.240711537055061,-0.160185728250244,-0.167623831092928,-0.161253343908607,-0.240098922829735,-0.297968275649723,-0.288339508190767
"SMO",0.304137931034483,0.0886446886446886,0.224564270152505,0.168412698412698,-0.0666666666666667,0.412449619346171,0.257777777777778,0.1375,0.360576923076923,0.246666666666667,0.02,0.00275058275058275,0.1,0.1,0.2,0,0.000141242937853107,0.0219298245614035,0.1,0.0333333333333333,0.0133333333333333,0.005,0.0077027027027027,-0.2,0.0184615384615385,-0.0099535759920706,0,0.127804232804233,0,-0.360576923076923,-0.360576923076923,-0.372204830053667,-0.179872290078992,-0.148611111111111,-0.27428263214671,-0.0404545454545455,0.1,-0.278793910342199,-0.0454545454545455,0.146857142857143,0.1,0.142857142857143,-0.346812722161559,0.1,-0.455470169677066,-0.0933333333333333,-0.32141256801451,-0.105833333333333,-0.197772657450077,-0.0933333333333333,-0.128055555555556,-0.0980952380952381,-0.204098854731766,-0.29364406779661,-0.280555555555556
"TGF",0.32417701863354,0.170019342359768,0.254814814814815,0.193506493506494,0.0866666666666667,0.0745590828924162,0.080314465408805,0.0728571428571429,0.0577380952380952,0.0633333333333333,0.1,0.0775438596491228,0.0428571428571429,0,0,0.1,-0.0335372026905208,-0.0144736842105263,0,0.12,0.108888888888889,0.104126984126984,-0.00123015873015873,-0.0333333333333333,-0.0842105263157895,-0.103900438946528,0,-0.080559646539028,-0.166666666666667,-0.0577380952380952,-0.0577380952380952,-0.0773809523809524,-0.104615760738392,-0.0898382749326146,-0.0908407811982787,-0.163563218390805,0.0333333333333333,-0.0980178146911017,-0.156666666666667,-0.0360275689223058,0.00833333333333333,-0.0202380952380952,-0.0506854044049374,-0.0666666666666667,-0.107834045722358,-0.103333333333333,0.0527412791600658,-0.141264367816092,-0.234516846789574,-0.152121212121212,-0.156889367816092,-0.160185728250244,-0.236286606114192,-0.288534313385572,-0.277625222476481
"Patched",0.28,0.0743589743589744,0.215740740740741,0.162857142857143,-0.1,0.388311688311688,0.246666666666667,0.1,0.323076923076923,0.2,0,-0.0184615384615385,0.1,0,0.1,0.1,-0.00833333333333333,0.0166666666666667,0.1,0.0333333333333333,0.0333333333333333,0.0133333333333333,0.005,-0.2,-0.02,-0.0073705501618123,0,0.124232804232804,0,-0.323076923076923,-0.323076923076923,-0.360576923076923,-0.175017921146953,-0.1375,-0.257777777777778,-0.0454545454545455,0,-0.27428263214671,0,0.142857142857143,0.1,0.1,-0.335184815184815,0.2,-0.432613026819923,0.0666666666666667,-0.308791208791209,-0.0933333333333333,-0.193010752688172,-0.0833333333333333,-0.105833333333333,-0.0933333333333333,-0.195238095238095,-0.275,-0.255555555555556
"SHH",0.25,0.0666666666666667,0.175,0.12,-0.2,0.342857142857143,0.2,0.1,0.3,0.2,0.1,0.02,0,0,0.1,0,0,-0.05,0,0,0.0333333333333333,0.0333333333333333,0.0133333333333333,-0.1,0,-0.0141666666666667,0,0.105714285714286,0.1,-0.3,-0.3,-0.323076923076923,-0.169462365591398,-0.1,-0.246666666666667,0,0,-0.257777777777778,0,0.1,0,0.1,-0.318701298701299,0.2,-0.40727969348659,0.1,-0.28974358974359,0.0666666666666667,-0.183333333333333,-0.0666666666666667,-0.0933333333333333,-0.0833333333333333,-0.166666666666667,-0.25,-0.2
"RAS",0.236666666666667,0.0262845849802372,0.214380796508456,0.121767295597484,0.1,0.166113306982872,0.144305381727159,0.129411764705882,0.266410256410256,0.129411764705882,0.03,0.0306191950464396,0.1,0.1,0.1,-0.02,-0.0808689248895435,-0.0142857142857143,0,-0.06,-0.08,-0.0741176470588235,-0.0830285381479324,-0.1,-0.0247368421052632,0.0811100092210797,-0.1,-0.0513660555884092,-0.1,-0.266410256410256,-0.266410256410256,-0.381794871794872,-0.00684077095772417,-0.146078431372549,-0.156613074034851,-0.0996027805362463,0,-0.164261799247316,-0.105263157894737,0.0422222222222222,0.0333333333333333,0.0533333333333333,-0.407371855046274,-0.1,-0.38164544914037,-0.1,-0.414612403100775,-0.112,-0.196401179941003,-0.114718614718615,-0.127254237288136,-0.124922696351268,-0.181292307692308,-0.212687776141384,-0.199285714285714
"SOSGRB2",0.215079365079365,0.125189393939394,0.181014492753623,0.0484649122807017,0.166666666666667,0.00831958195819582,0.0118012422360248,0.0107142857142857,0.189642184557439,0.00745341614906832,0.120634920634921,0.129398229398229,-0.0142857142857143,0,0,0.10952380952381,-0.0410275689223058,-0.0291666666666667,0,-0.0642857142857143,-0.0442857142857143,-0.0596703296703297,-0.0589611098121736,0.0142857142857143,-0.123337623337623,0.123663123309071,-0.1,-0.191610043124264,-0.209090909090909,-0.189642184557439,-0.189642184557439,-0.197334492249746,0.109913692913693,-0.0150621118012422,-0.0223275580254985,-0.206924061853639,-0.1,-0.02443080850351,-0.216783216783217,-0.0644005847953216,-0.0444444444444444,-0.060233918128655,-0.327100900590834,-0.2,-0.367253972435588,-0.183333333333333,-0.360776303328898,-0.180630630630631,-0.17890618336887,-0.209247311827957,-0.203886444584119,-0.209946612527258,-0.169224911072429,-0.211152882205514,-0.195438596491228
"TWIST1",0.28791954482127,0.0859005401378283,0.215136210090443,0.176130000043044,0.244444444444444,0.248756028917319,0.202864141469627,0.199431913116124,0.219748383132317,0.198446470786896,-0.11768115942029,-0.120168721609345,0.192063492063492,0.180952380952381,0.180952380952381,-0.113333333333333,-0.0931686072036949,0.0533963112910481,0.166666666666667,0.0666666666666667,0.0666666666666667,0.0654166666666667,0.0651888762338649,-0.192063492063492,0.11768115942029,-0.0614435238705602,0,0.0953538342411839,-0.0237037037037037,-0.219748383132317,-0.219748383132317,-0.223515506419989,-0.173675648772003,-0.204231913116124,-0.204548674394589,-0.0272112024942214,0.05,-0.205296230461294,-0.0262678062678063,0.10307009374806,0.0884615384615385,0.097985347985348,-0.221886454100444,-0.233333333333333,-0.485359957991293,-0.256444444444444,-0.20102341224617,-0.263293759512938,-0.161482048049525,-0.0858676858676859,-0.270682922074514,-0.0875178508841875,-0.155496279216015,-0.18720299246615,-0.19296435272045
"MEK",0.150146565663807,0.137478618942034,0.0451212839448134,0.139868052484152,0.0866666666666667,-0.00631675979777246,-0.00177278861489388,-0.00717948717948718,0.167174492174492,-0.010863697705803,0.0996551724137931,-0.00137319638053314,-0.00333333333333333,-0.0333333333333333,-0.0333333333333333,0.11,-0.0092509394001503,0.0335873015873016,0,-0.08,-0.0942857142857143,-0.0952202937249666,-0.098869928761463,0.00701754385964912,-0.110293470286134,0.107767840869301,0,-0.10046623035643,-0.197979797979798,-0.167174492174492,-0.167174492174492,-0.177015762015762,0.105651289740242,-0.00191142191142191,0.00304505324593713,-0.197923649748467,0.0428571428571429,-0.000858292478969929,-0.182595182595183,-0.000823784059078179,0.0178571428571429,0.0027056277056277,-0.274655826496038,-0.0666666666666667,-0.322249814827342,-0.0826666666666667,-0.221786970723141,-0.110535519125683,-0.124549925170197,-0.120788795824383,-0.107267545269474,-0.128537873315158,-0.17098536454541,-0.17459401972171,-0.171066475370636
"RKIP",0.143840259357501,0.141114982578397,0.0366963755199049,0.129341736694678,0.0666666666666667,-0.0126230661040788,-0.010863697705803,-0.00333333333333333,0.16461038961039,-0.00701754385964912,0.11,0.110293470286134,-0.0333333333333333,0,0,0.06,-0.00210808225729316,0.018031746031746,0,-0.1,-0.08,-0.0942857142857143,-0.0952202937249666,0.0333333333333333,-0.0996551724137931,0.105035600432143,0,-0.107023607405611,-0.188888888888889,-0.16461038961039,-0.16461038961039,-0.167174492174492,0.108334216569511,0.00717948717948718,0.00177278861489388,-0.182595182595183,0,0.00304505324593713,-0.197979797979798,0.0027056277056277,0.0428571428571429,0.0178571428571429,-0.271936161224071,-0.1,-0.320060033805444,-0.0866666666666667,-0.216627265563436,-0.0826666666666667,-0.123267873888145,-0.123759092854086,-0.110535519125683,-0.120788795824383,-0.157672671046958,-0.171419416547107,-0.153419416547107
"RAF",0.143840259357501,0.141114982578397,0.0366963755199049,0.129341736694678,0.0666666666666667,-0.0126230661040788,-0.010863697705803,-0.00333333333333333,0.16461038961039,-0.00701754385964912,0.11,0.110293470286134,-0.0333333333333333,0,0,0.06,-0.00210808225729316,0.018031746031746,0,-0.1,-0.08,-0.0942857142857143,-0.0952202937249666,0.0333333333333333,-0.0996551724137931,0.105035600432143,0,-0.107023607405611,-0.188888888888889,-0.16461038961039,-0.16461038961039,-0.167174492174492,0.108334216569511,0.00717948717948718,0.00177278861489388,-0.182595182595183,0,0.00304505324593713,-0.197979797979798,0.0027056277056277,0.0428571428571429,0.0178571428571429,-0.271936161224071,-0.1,-0.320060033805444,-0.0866666666666667,-0.216627265563436,-0.0826666666666667,-0.123267873888145,-0.123759092854086,-0.110535519125683,-0.120788795824383,-0.157672671046958,-0.171419416547107,-0.153419416547107
