"","ZEB2","ZEB1","AXIN2","EGR1","PAK1","CD44","CDC42","TGF","SRC","STAT","NFB","AKT","IKK","RAF","miR200","KLF4","Csn","SNAI1","ILK","SMAD","TrCP","SMO","FUS","SHH","TWIST1","Jagged","NOTCH","GSK3","FOXC2","NOTCHic","Csl","Patched","HEY1","SUFU","Destcompl","SOSGRB2","PI3K","DELTA","RAS","DSH","RKIP","Frizzled","LIV1","Ecadherin","Wnt","GLI","TGFR","cMet","TCFLEF","cateninnuc","ERK","cateninmemb","MEK","SNAI2","cfos"
"LIV1",0.186299771784384,0.186299771784384,0.115057471264368,0.28,0.171428571428571,0.0854163073965054,0.169467787114846,0.166859739424831,0.0837037037037037,0.08,0.0458333333333333,0.0387183235867446,0.0405701754385965,0.0703371592539455,0.0933638737759371,0.184825396825397,0.0583333333333333,0.0845891813995497,0.0200290151903055,0.0213193377709507,0.0333333333333333,0.022273425499232,0.019047619047619,0.0145697217955282,0.0674958592132505,0.00259245057941377,-0.00501831501831502,-0.0848419913419913,-0.00852808070242394,0.00282051282051282,0.00128205128205128,-0.0185697217955282,-0.0225960549137196,-0.019047619047619,-0.0794179431982446,-0.0702282728272827,-0.0703371592539455,-0.0703371592539455,-0.0667007956175818,-0.08,-0.142193202745689,-0.0837037037037037,-0.1,-0.0560671399014392,-0.0863352826510721,-0.0848718680169258,-0.167952635599694,-0.0864064064064064,-0.0839348259150239,-0.0847624121219205,-0.253176123802506,-0.087454644263643,-0.250509457135839,-0.197894059188525,-0.258260869565217
"cfos",0.186621315192744,0.186621315192744,0.115057471264368,0.12,0.185714285714286,0.0864064064064064,0.171428571428571,0.167952635599694,0.08,0.1,0.0583333333333333,0.0405701754385965,0.0458333333333333,0.0691176470588235,0.0938714879891351,0.184825396825397,0.0333333333333333,0.0891237876048003,0.0248677248677249,0.0200290151903055,0,0.019047619047619,0.019047619047619,0.0185697217955282,0.066952380952381,0.00381944444444444,-0.00282051282051282,-0.0870238095238095,-0.00921773587483774,0.00128205128205128,0.0166666666666667,-0.022273425499232,-0.0255372313843078,-0.0333333333333333,-0.0789668153786957,-0.0652777777777778,-0.0691176470588235,-0.0691176470588235,-0.0703371592539455,-0.1,-0.146060606060606,-0.08,-0.1,-0.0564131606626849,-0.0837037037037037,-0.0863352826510721,-0.169467787114846,-0.0837037037037037,-0.0854163073965054,-0.0839348259150239,-0.258260869565217,-0.0878209446299434,-0.253176123802506,-0.198979050146933,-0.28
"GLI",0.188536866359447,0.188536866359447,0.120250603864734,0.342857142857143,0.296666666666667,0.0895302368485309,0.293218390804598,0.288272774822356,0.0896774193548387,0.08,0.0786549707602339,0.0725325217806421,0.0725325217806421,0.0979890212101583,0.0920341577926717,0.19024024024024,0.0944444444444444,0.0625307665338551,0.0475814254389731,0.0481219659795137,0.0833333333333333,0.157644110275689,0.152380952380952,0.147423231800842,0.0729709528351294,0.0288253262681655,0.0102715675129468,-0.196904416268752,-0.00680039559683523,-0.0159858532272325,-0.0159858532272325,-0.149480844969567,-0.0470400096036768,-0.152380952380952,-0.0979608456702164,-0.0869788913151745,-0.0979890212101583,-0.0979890212101583,-0.0962068429923365,0.04,-0.121413611215001,0.0303225806451613,-0.1,-0.0616616568177055,0.029146110056926,-0.0678751665388187,-0.291331598351768,-0.0921164437450826,-0.0898549121732062,-0.0903928679412875,-0.317099567099567,-0.0953390595842827,-0.318757025663103,-0.198025288328317,-0.326190476190476
"TCFLEF",0.200191077441077,0.200191077441077,-0.588423443223443,-0.00428571428571428,0.251282051282051,-0.239289227543945,0.260584376863447,0.271158740916179,-0.2325,-0.2125,-0.0646233766233766,-0.0775616655434327,-0.0743007959782153,-0.153422101575531,0.0920707939985048,0.199040297937357,-0.0766233766233766,0.0503654597378447,0.107689374952533,0.108645397897084,-0.0857142857142857,0.223333333333333,0.223333333333333,0.23707764364404,0.273553339623193,0.213918897702409,0.29112597203752,-0.144986377357673,0.193808798419532,-0.283484776024231,-0.275641638769329,-0.234623655913978,-0.0401863799283154,-0.216666666666667,-0.108509949982993,-0.055947182557961,0.153422101575531,0.153422101575531,0.154604755977634,0.217647058823529,-0.0525944804151169,0.237647058823529,0.2,0.141523024312125,0.241920563097034,0.245026153159145,-0.266191853498961,0.236773504273504,0.143527486421379,0.146706180579454,-0.00398373983739837,0.175691865484577,9.78928156628492e-05,-0.192013919699872,-0.00303135888501742
"SOSGRB2",0.200501253132832,0.200501253132832,0.222077832783278,-0.147619047619048,0.192857142857143,0.195031055900621,0.192857142857143,0.167025173408152,0.142857142857143,0.1,0.133333333333333,0.161622807017544,0.149122807017544,0.0504708097928437,0.126945684805368,0.211929824561403,0.1,0.183641791044776,0.219784946236559,0.213491239942853,0.1,0.2,0.2,0.181835323695789,0.0617101449275362,0.144546136184562,0.120092583472865,0.0742640342359837,-0.108608058608059,-0.146853146853147,-0.154545454545455,-0.186486486486486,-0.112215909090909,-0.2,-0.00529168817759422,-0.300833333333333,-0.0504708097928437,-0.0504708097928437,-0.0632913226133565,-0.1,-0.0486476608187134,-0.142857142857143,0,-0.272002252490057,-0.176190476190476,-0.189233954451346,-0.189010989010989,-0.181987577639752,-0.211873161163779,-0.218182912597813,0.0395109395109395,-0.285415623415623,0.0152685152685153,-0.473735336666731,0.0476190476190476
"NOTCH",0.203059581320451,0.203059581320451,-0.0474932614555256,0.2,0.2,-0.0521678321678322,0.211111111111111,0.221562724014337,-0.02,0,0.0333333333333333,0.0333333333333333,0.0444444444444444,0.00424242424242424,0.102424242424242,0.206763285024155,0,0.121282051282051,0.0285714285714286,0.0285714285714286,0,0.0333333333333333,0.0333333333333333,0.0469079939668175,0.134084745762712,0.0470803270803271,0.0361290322580645,-0.016501219087426,0.00775510204081633,-0.12,-0.12,-0.041025641025641,0.0710144927536232,0,0.020988416988417,-0.0747368421052632,-0.00424242424242424,-0.00424242424242424,0.000105401844532282,0,-0.162422634836428,0.02,0,0.097048104131296,0.0430769230769231,0.0521678321678322,-0.215111111111111,0.0430769230769231,0.0576623376623377,0.0637847866419295,-0.253333333333333,0.0775012186397777,-0.239047619047619,-0.0921939716057363,-0.22
"Csn",0.203563275434243,0.203563275434243,0.186588369531004,0.206666666666667,0.275,0.149422240686885,0.258582089552239,0.248769348593913,0.139655172413793,0.15,0.161666666666667,0.150933333333333,0.153333333333333,0.239192638884696,0.106947278143653,0.20490986138045,0.145,0.164417778082312,0.0214324534161491,0.0160339958326015,0.22,0.000144300144300144,0.00317460317460317,-0.00636019483190292,0.0625853202431043,-0.0218798068450178,-0.142468642468642,0.100088361995362,-0.0927150463847522,0.134776334776335,0.146464646464646,0.00308150630731276,-0.031218161683278,-0.0142857142857143,0.00208624803843529,-0.12836849994235,-0.239192638884696,-0.239192638884696,-0.241687840420204,-0.15,-0.231780116435289,-0.139655172413793,-0.133333333333333,-0.0836470083696475,-0.148088907353552,-0.149398951021674,-0.254735935706085,-0.148088907353552,-0.151029957728686,-0.150729296273485,-0.23004329004329,-0.106243355794138,-0.232126623376623,-0.176706853309153,-0.252121212121212
"Jagged",0.206763285024155,0.206763285024155,-0.0342857142857143,0.1,0.2,-0.0430769230769231,0.2,0.215111111111111,0,0,0,0.0444444444444444,0.0333333333333333,0.0133333333333333,0.102424242424242,0.211111111111111,0,0.116666666666667,0.0333333333333333,0.0285714285714286,0,0.0333333333333333,0,0.041025641025641,0.129,0.0433766233766234,0.12,-0.0187739463601533,0.00571428571428572,-0.12,-0.1,-0.0333333333333333,0.0666666666666667,0,0.020988416988417,-0.08,-0.0133333333333333,-0.0133333333333333,-0.00424242424242424,0,-0.158974358974359,0,0,0.0905964912280702,0.02,0.0430769230769231,-0.211111111111111,0.02,0.0521678321678322,0.0576623376623377,-0.22,0.0686006950795683,-0.253333333333333,-0.0980140774258421,-0.2
"DELTA",0.206763285024155,0.206763285024155,-0.0342857142857143,0.1,0.2,-0.0430769230769231,0.2,0.215111111111111,0,0,0,0.0444444444444444,0.0333333333333333,0.0133333333333333,0.102424242424242,0.211111111111111,0,0.116666666666667,0.0333333333333333,0.0285714285714286,0,0.0333333333333333,0,0.041025641025641,0.129,0.0433766233766234,0.12,-0.0187739463601533,0.00571428571428572,-0.12,-0.1,-0.0333333333333333,0.0666666666666667,0,0.020988416988417,-0.08,-0.0133333333333333,-0.0133333333333333,-0.00424242424242424,0,-0.158974358974359,0,0,0.0905964912280702,0.02,0.0430769230769231,-0.211111111111111,0.02,0.0521678321678322,0.0576623376623377,-0.22,0.0686006950795683,-0.253333333333333,-0.0980140774258421,-0.2
"KLF4",0.211083591331269,0.211083591331269,-0.43962152189776,-0.08,0.245454545454545,-0.393148159162553,0.289454545454545,0.344023651145602,-0.341176470588235,-0.3,-0.12,-0.124761904761905,-0.124761904761905,-0.156666666666667,0.144049654049654,0.207407407407407,-0.1,0.201891976620025,0.0746666666666667,0.0819130434782609,-0.1,0.283333333333333,0.233333333333333,0.339112903225806,0.39481045751634,0.387740675116987,0.320744833029152,0.124104180429628,0.112138984114181,-0.297033492822967,-0.265454545454545,-0.320833333333333,-0.0373873185637892,-0.2,0.136960921185945,0.0110062893081761,0.156666666666667,0.156666666666667,0.164754901960784,0.3,-0.18301381158524,0.341176470588235,0.233333333333333,0.544305962132505,0.37140902872777,0.393822821831218,-0.320121212121212,0.37140902872777,0.412880600634125,0.425209367757412,0.0650267379679144,0.562953166977557,0.0619339544627598,0.341669012753433,0.0709090909090909
"HEY1",0.211083591331269,0.211083591331269,-0.43962152189776,-0.08,0.245454545454545,-0.393148159162553,0.289454545454545,0.344023651145602,-0.341176470588235,-0.3,-0.12,-0.124761904761905,-0.124761904761905,-0.156666666666667,0.144049654049654,0.207407407407407,-0.1,0.201891976620025,0.0746666666666667,0.0819130434782609,-0.1,0.283333333333333,0.233333333333333,0.339112903225806,0.39481045751634,0.387740675116987,0.320744833029152,0.124104180429628,0.112138984114181,-0.297033492822967,-0.265454545454545,-0.320833333333333,-0.0373873185637892,-0.2,0.136960921185945,0.0110062893081761,0.156666666666667,0.156666666666667,0.164754901960784,0.3,-0.18301381158524,0.341176470588235,0.233333333333333,0.544305962132505,0.37140902872777,0.393822821831218,-0.320121212121212,0.37140902872777,0.412880600634125,0.425209367757412,0.0650267379679144,0.562953166977557,0.0619339544627598,0.341669012753433,0.0709090909090909
"FOXC2",0.211083591331269,0.211083591331269,-0.43962152189776,-0.08,0.245454545454545,-0.393148159162553,0.289454545454545,0.344023651145602,-0.341176470588235,-0.3,-0.12,-0.124761904761905,-0.124761904761905,-0.156666666666667,0.144049654049654,0.207407407407407,-0.1,0.201891976620025,0.0746666666666667,0.0819130434782609,-0.1,0.283333333333333,0.233333333333333,0.339112903225806,0.39481045751634,0.387740675116987,0.320744833029152,0.124104180429628,0.112138984114181,-0.297033492822967,-0.265454545454545,-0.320833333333333,-0.0373873185637892,-0.2,0.136960921185945,0.0110062893081761,0.156666666666667,0.156666666666667,0.164754901960784,0.3,-0.18301381158524,0.341176470588235,0.233333333333333,0.544305962132505,0.37140902872777,0.393822821831218,-0.320121212121212,0.37140902872777,0.412880600634125,0.425209367757412,0.0650267379679144,0.562953166977557,0.0619339544627598,0.341669012753433,0.0709090909090909
"GSK3",0.214028166114228,0.214028166114228,0.183568868240516,0.241176470588235,0.255942028985507,0.133970522332321,0.251180124223603,0.241884135659321,0.130451127819549,0.119736842105263,0.159583333333333,0.156724506336575,0.158433908045977,0.235302802882823,0.11618811279235,0.212790344033559,0.165833333333333,0.145138668207425,0.0135608250185475,0.0146103002809163,0.153333333333333,-0.0203044267560397,-0.0138528138528139,-0.0271996626147886,0.0609688422185558,-0.0397831091073899,-0.160101173336467,0.0113790236481662,-0.0883630771513269,0.161399874635169,0.150910364145658,0.0233719114186163,-0.0315284754510257,0.00909090909090909,0.00752067737358984,-0.116837346808986,-0.235302802882823,-0.235302802882823,-0.232991878513075,-0.119736842105263,-0.222581190739085,-0.130451127819549,-0.125,-0.101855546756759,-0.131104722590791,-0.133934911270036,-0.243166186941373,-0.131113379475178,-0.134237663917361,-0.135882400759466,-0.22421740626075,-0.113705945012085,-0.216831042624386,-0.165602685290393,-0.218954248366013
"ERK",0.21701844873408,0.21701844873408,0.280189332586677,0.137241379310345,0.27047619047619,0.241944509220524,0.247111704494882,0.22197935509246,0.215047233468286,0.203508771929825,0.260497835497835,0.260238796102261,0.2593213649096,0.288781773781774,0.121040242890995,0.219218577958693,0.239285714285714,0.260211731907065,0.111924140215868,0.105845112860245,0.214285714285714,0.0718032786885246,0.08,0.0550939862759074,0.100793685976439,0.0142428451075827,-0.0958315040265017,0.185186226075553,-0.081629029560064,0.0844741633062801,0.0822843822843823,-0.0633065466623808,-0.112969191985258,-0.1,-0.0365350146890156,-0.188320542456465,-0.288781773781774,-0.288781773781774,-0.292192114815877,-0.196666666666667,-0.147942689757328,-0.208205128205128,-0.166666666666667,-0.288118978281022,-0.225687645687646,-0.234960828645039,-0.233243091356196,-0.232529750950804,-0.24863595903465,-0.253149847923539,-0.254156272927366,-0.309516091548801,-0.254991927523466,-0.504186442554235,-0.169156272927366
"Ecadherin",0.218666529719895,0.218666529719895,-0.462508119835904,-0.0709090909090909,0.289454545454545,-0.412880600634125,0.320121212121212,0.359032692736922,-0.37140902872777,-0.341176470588235,-0.124761904761905,-0.124761904761905,-0.124761904761905,-0.164754901960784,0.14684295013904,0.225128926394749,-0.12,0.20885400193648,0.0819130434782609,0.0869977892409727,-0.1,0.320833333333333,0.283333333333333,0.353286131572263,0.408404498484683,0.403530148801197,0.333012491021717,0.125428683740886,0.118317473816698,-0.320744833029152,-0.297033492822967,-0.339112903225806,-0.0407430232617757,-0.233333333333333,0.13873165743944,0.00574313141343927,0.164754901960784,0.164754901960784,0.170341494139555,0.341176470588235,-0.189380852783742,0.37140902872777,0.3,0.456477335063372,0.393822821831218,0.413822821831218,-0.344023651145602,0.393148159162553,0.425209367757412,0.43454643591801,0.0619339544627598,0.575901884926275,0.0552672877960931,0.349676237316949,0.0650267379679144
"cateninmemb",0.218666529719895,0.218666529719895,-0.462508119835904,-0.0709090909090909,0.289454545454545,-0.412880600634125,0.320121212121212,0.359032692736922,-0.37140902872777,-0.341176470588235,-0.124761904761905,-0.124761904761905,-0.124761904761905,-0.164754901960784,0.14684295013904,0.225128926394749,-0.12,0.20885400193648,0.0819130434782609,0.0869977892409727,-0.1,0.320833333333333,0.283333333333333,0.353286131572263,0.408404498484683,0.403530148801197,0.333012491021717,0.125428683740886,0.118317473816698,-0.320744833029152,-0.297033492822967,-0.339112903225806,-0.0407430232617757,-0.233333333333333,0.13873165743944,0.00574313141343927,0.164754901960784,0.164754901960784,0.170341494139555,0.341176470588235,-0.189380852783742,0.37140902872777,0.3,0.459603858595069,0.393822821831218,0.413822821831218,-0.344023651145602,0.393148159162553,0.425209367757412,0.43454643591801,0.0619339544627598,0.482111040258946,0.0552672877960931,0.349676237316949,0.0650267379679144
"MEK",0.222215299127781,0.222215299127781,0.26701860087936,0.12,0.28,0.232529750950804,0.27047619047619,0.233243091356196,0.203508771929825,0.166666666666667,0.239285714285714,0.2593213649096,0.260497835497835,0.28528971028971,0.123981419361583,0.230846484935438,0.214285714285714,0.264609880055214,0.1152451734262,0.111924140215868,0.2,0.08,0.1,0.0633065466623808,0.108699372522902,0.0211705559509562,-0.0844741633062801,0.188365154322601,-0.0800905680216025,0.0822843822843823,0.0515151515151515,-0.0718032786885246,-0.114675676626896,-0.1,-0.0364974348318191,-0.204825396825397,-0.28528971028971,-0.28528971028971,-0.288781773781774,-0.166666666666667,-0.150449653545629,-0.196666666666667,-0.1,-0.282660687858777,-0.208205128205128,-0.225687645687646,-0.247111704494882,-0.215047233468286,-0.241944509220524,-0.24863595903465,-0.169156272927366,-0.30169640433629,-0.254156272927366,-0.501210788812125,-0.137241379310345
"SMAD",0.225780703741895,0.225780703741895,0.191333629264885,0.314285714285714,0.219047619047619,0.149743315508021,0.212005365526492,0.199485612137812,0.136666666666667,0.12,0.178571428571429,0.183198879551821,0.180532212885154,0.206183406113537,0.111969780846006,0.225713854967586,0.183333333333333,0.133042685808815,0.123769198837692,0.0232930083615015,0.15,0.108333333333333,0.108333333333333,0.0930132555733661,0.0757100430994437,0.0497121910347717,0.0249698960043788,0.0581700644106659,-0.0377175905290161,-0.0329064039408867,-0.040952380952381,-0.100076452599388,-0.0959408811258044,-0.108333333333333,-0.0380260388275954,-0.109531203785862,-0.206183406113537,-0.206183406113537,-0.204867616639853,-0.1,-0.179595688191282,-0.116666666666667,-0.12,-0.119010696298975,-0.126282051282051,-0.129159749123778,-0.205860114129844,-0.146470588235294,-0.153135445765823,-0.156782862179197,-0.306933876326224,-0.171199759548959,-0.308856953249301,-0.264482464103474,-0.304608294930876
"RKIP",0.232532759445241,0.232532759445241,0.247198781059541,0.02,0.3,0.215047233468286,0.28,0.247111704494882,0.166666666666667,0.1,0.214285714285714,0.260497835497835,0.239285714285714,0.277597402597403,0.126767797070561,0.246532759445242,0.2,0.272302187747521,0.122175866495507,0.1152451734262,0.2,0.1,0.1,0.0718032786885246,0.120787284610814,0.0342853100493168,-0.0822843822843823,0.1876280535855,-0.0737842617152962,0.0515151515151515,0.0333333333333333,-0.08,-0.11831204026326,-0.1,-0.0339869745807731,-0.207047619047619,-0.277597402597403,-0.277597402597403,-0.28528971028971,-0.1,-0.153081232492997,-0.166666666666667,0,-0.273735369097392,-0.196666666666667,-0.208205128205128,-0.27047619047619,-0.203508771929825,-0.232529750950804,-0.241944509220524,-0.137241379310345,-0.294867136043607,-0.169156272927366,-0.49610129976103,-0.12
"SNAI2",0.245490245437382,0.245490245437382,-0.481498994059256,-0.1,0.264705882352941,-0.43962152189776,0.317086834733894,0.384740919779283,-0.373636363636364,-0.323636363636364,-0.158333333333333,-0.172292618750866,-0.16867816091954,-0.20463523096594,0.173588019913808,0.238461538461538,-0.133333333333333,0.253246659056765,0.0821596244131455,0.0922074713030977,-0.1,0.312941176470588,0.26,0.382558882708013,0.435162728267602,0.432165327581949,0.362781954887218,0.173111032917971,0.144246524834575,-0.334210526315789,-0.297368421052632,-0.355798319327731,-0.0398131404460518,-0.2,0.186176778032478,0.0468559837728195,0.20463523096594,0.20463523096594,0.212854409048131,0.323636363636364,-0.228076923076923,0.373636363636364,0.26,0.693248696508338,0.411664532650448,0.440006778639753,-0.355548373195432,0.411664532650448,0.462508119835904,0.478812467661991,0.0882352941176471,0.613267716318057,0.084181240063593,0.599362330329974,0.0941176470588235
"NFB",0.247463371071357,0.247463371071357,-0.126180344478217,0.171428571428571,0.411111111111111,-0.0960162248297841,0.415656565656566,0.411322388441376,-0.0888888888888889,-0.0888888888888889,0.230952380952381,0.234616044616045,0.239060489060489,0.148672920767192,0.134308790294604,0.252747252747253,0.314285714285714,0.201351040468472,0.131751925192519,0.132123672404415,0.3,0.128888888888889,0.14,0.136990259890135,0.33514939309057,0.109960713715813,-0.00447237350463157,0.205649644473174,0.0794559137188619,0.0154401154401154,0.00432900432900433,-0.135785440613027,-0.132166814094059,-0.12,0.10332212723147,-0.202313135780628,-0.148672920767192,-0.148672920767192,-0.146185358578138,0.0888888888888889,-0.247926299565644,0.0888888888888889,0.1,0.0866467918545639,0.0965811965811966,0.0965811965811966,-0.410056565656566,0.0965811965811966,0.0981259294711344,0.0994592628044677,-0.20431746031746,0.127606082415419,-0.193206349206349,-0.245130311321915,-0.175428571428571
"IKK",0.250145363408521,0.250145363408521,-0.124761904761905,0.1,0.4,-0.0965811965811966,0.411111111111111,0.410056565656566,-0.0888888888888889,-0.1,0.314285714285714,0.239060489060489,0.230952380952381,0.145856019358742,0.132798216276477,0.26043956043956,0.3,0.20381679389313,0.134722222222222,0.131751925192519,0.2,0.14,0.12,0.135785440613027,0.333562091503268,0.111399562636676,-0.0154401154401154,0.203296703296703,0.0838383838383839,0.00432900432900433,0.00909090909090909,-0.128888888888889,-0.133952528379773,-0.1,0.104318804972333,-0.201260504201681,-0.145856019358742,-0.145856019358742,-0.148672920767192,0.1,-0.24408014571949,0.0888888888888889,0.1,0.0866467918545639,0.0888888888888889,0.0965811965811966,-0.415656565656566,0.0888888888888889,0.0960162248297841,0.0981259294711344,-0.175428571428571,0.123276620958185,-0.20431746031746,-0.247162831647119,-0.171428571428571
"AKT",0.260652276179786,0.260652276179786,0.164106240330067,0.228571428571429,0.317647058823529,0.118097487544798,0.309647058823529,0.300863623557153,0.106763285024155,0.111111111111111,0.284313725490196,0.182759723936195,0.281749622926094,0.275099567099567,0.140421817012945,0.261515969410706,0.266666666666667,0.215449674911918,0.032293237294918,0.0285895335912143,0.233333333333333,0,0,-0.00698830409356725,0.109642467653152,-0.0230306727082607,-0.167469587847243,0.226037448214868,-0.107127330521426,0.15893300248139,0.165384615384615,0.00277777777777778,-0.0456679232133406,0,0.0274019516589818,-0.163589743589744,-0.275099567099567,-0.275099567099567,-0.275822458665832,-0.111111111111111,-0.265426070093589,-0.106763285024155,-0.1,-0.0805708513137985,-0.117532515793385,-0.118091175011262,-0.307208034433285,-0.117532515793385,-0.11954078651387,-0.119848478821562,-0.258272489323598,-0.091792855556174,-0.263335780462839,-0.181014956247671,-0.269747899159664
"ILK",0.263392002207183,0.263392002207183,0.160857142857143,0.2,0.3,0.117532515793385,0.317647058823529,0.307208034433285,0.111111111111111,0.1,0.266666666666667,0.281749622926094,0.284313725490196,0.275099567099567,0.1425608544461,0.265789473684211,0.233333333333333,0.217705314009662,0.033093237294918,0.032293237294918,0.2,0,0,-0.00277777777777778,0.111783140436027,-0.0223684210526316,-0.15893300248139,0.228860028860029,-0.107879210220674,0.165384615384615,0.15,0,-0.0464198029125887,0,0.026492108813655,-0.176923076923077,-0.275099567099567,-0.275099567099567,-0.275099567099567,-0.1,-0.266047188106012,-0.111111111111111,-0.1,-0.0802678210107682,-0.106763285024155,-0.117532515793385,-0.309647058823529,-0.106763285024155,-0.118097487544798,-0.11954078651387,-0.269747899159664,-0.0892444355765614,-0.258272489323598,-0.181517468810485,-0.228571428571429
"cMet",0.266522366522366,0.266522366522366,-0.0520634920634921,0.05,0.26,-0.0276744186046512,0.285,0.282872340425532,-0.15,-0.2,0.2,0.225416666666667,0.206666666666667,0.142857142857143,0.170913482652613,0.363492063492063,0.2,0.246674596094757,0.120181405895692,0.121999587713873,0.1,0.12,0.1,0.11375,0.229621764003786,0.107103476233911,-0.00161574148136298,0.136731950844854,-0.117900843881857,-0.00902255639097744,-0.0142857142857143,-0.12,-0.118335053319573,-0.1,0.0857162029430937,-0.0823809523809524,-0.142857142857143,-0.142857142857143,-0.137196765498652,0.1,-0.11962962962963,0.05,0.1,-0.0238718737940006,0.03,0.03,-0.285,0.03,0.0276744186046512,0.0237196163447642,-0.09,0.0253502665780246,-0.106363636363636,-0.290686183240928,-0.07
"ZEB1",0.297067931774255,0.297067931774255,-0.313159858332811,0.133333333333333,0.329693486590038,-0.281205241633864,0.348534066300183,0.372869571316371,-0.260412757973734,-0.238461538461538,0.0919298245614035,0.0870117917745183,0.0870117917745183,-0.0784428862870269,0.171735801592961,0.294147304054099,0.0866666666666667,0.207437168703901,0.130844017518094,0.132767094441171,0.0666666666666667,0.176515151515152,0.158333333333333,0.195578720003045,0.331555320441671,0.228257069532782,0.220610516934046,0.11182344421635,0.0277627445018749,-0.211519607843137,-0.195833333333333,-0.19024064171123,-0.109200091790765,-0.158333333333333,0.125905444866354,-0.108538011695906,0.0784428862870269,0.0784428862870269,0.0823798941610427,0.242857142857143,-0.21671966975642,0.264808362369338,0.2,0.253137935743016,0.2763468239078,0.285625174423263,-0.362239650056528,0.272177463856087,0.290513752272162,0.295993204326957,-0.152156862745098,0.338689150833078,-0.155240563185627,0.182996855568534,-0.153333333333333
