"","EGR1","cfos","SOSGRB2","MEK","ERK","cateninmemb","AXIN2","Jagged","LIV1","PI3K","AKT","NOTCHic","Csl","NOTCH","STAT","Frizzled","DSH","ILK","HEY1","SNAI1","FOXC2","RKIP","TWIST1","SNAI2","GLI","Wnt","SMAD","TCFLEF","cateninnuc","SHH","CD44","SMO","Patched","cMet","SRC","FUS","IKK","RAF","DELTA","RAS","NFB","TrCP","SUFU","Csn","Ecadherin","Destcompl","ZEB2","ZEB1","TGF","TGFR","CDC42","miR200","PAK1","KLF4","GSK3"
"cfos",0.36,0.24,0.202777777777778,0.22481945467944,0.209565217391304,0.0656569057362984,0.0733333333333333,-0.0415625,0.1,-0.0308823529411765,-0.0760964912280702,-0.0256410256410256,-0.0333333333333333,-0.0241025641025641,0.05,0.05,0.05,-0.0751322751322751,-0.0744627686156921,0.0166025535645789,-0.022082393933183,-0.0742890442890443,-0.0534372294372294,-0.0608597971371694,-0.0537037037037037,-0.0537037037037037,0.0686806622290493,-0.0497433076640997,-0.0527062706270627,0.0687460886385618,-0.0537037037037037,0.0642857142857143,0.0675115207373272,-0.0537037037037037,-0.05,0.0476190476190476,0.0708333333333333,0.0308823529411765,0.0308823529411765,0.0308823529411765,0.0583333333333333,0,0.0333333333333333,0.0333333333333333,-0.0547295722543901,-0.0821149866367163,0.0524443675775395,0.0524443675775395,-0.148013750954927,-0.146498599439776,-0.152380952380952,-0.0308208131737544,-0.185714285714286,0.0724761904761905,-0.0875297619047619
"CDC42",0.26,0.24,0.202777777777778,0.22481945467944,0.209565217391304,0.0656569057362984,0.0733333333333333,-0.0415625,0.1,-0.0308823529411765,-0.0760964912280702,-0.0256410256410256,-0.0333333333333333,-0.0241025641025641,0.05,0.05,0.05,-0.0751322751322751,-0.0744627686156921,0.0166025535645789,-0.022082393933183,-0.0742890442890443,-0.0534372294372294,-0.0608597971371694,-0.0537037037037037,-0.0537037037037037,0.0686806622290493,-0.0497433076640997,-0.0527062706270627,0.0687460886385618,-0.0537037037037037,0.0642857142857143,0.0675115207373272,-0.0537037037037037,-0.05,0.0476190476190476,0.0708333333333333,0.0308823529411765,0.0308823529411765,0.0308823529411765,0.0583333333333333,0,0.0333333333333333,0.0333333333333333,-0.0547295722543901,-0.0821149866367163,0.0524443675775395,0.0524443675775395,-0.148013750954927,-0.146498599439776,-0.152380952380952,-0.0308208131737544,-0.0857142857142857,0.0724761904761905,-0.0875297619047619
"IKK",-0.05,-0.0357142857142857,-0.0966386554621849,-0.0339365079365079,-0.0317142857142857,-0.10231309658684,-0.0440476190476191,0.0442721024679788,-0.1,-0.131699939503932,-0.0115830115830116,0.132034632034632,0.127272727272727,0.143145743145743,-0.05,-0.0388888888888889,-0.05,0.104861111111111,0.0993808049535604,0.148360192253322,0.16040404040404,-0.121584699453552,-0.00820261437908497,0.0478676097531859,0.021965811965812,0.0235042735042735,-0.0979304180418042,0.018011009705925,0.0196987734190051,-0.11455938697318,0.021965811965812,-0.1,-0.111111111111111,0.0235042735042735,0.0388888888888889,-0.08,0.0142857142857143,0.131699939503932,0.131699939503932,0.133108390208158,0.114285714285714,0.2,-0.1,0.1,0.0916152711498864,0.222089427120653,0.0536190476190476,0.0536190476190476,0.00677575757575758,0.00757575757575758,0.0166666666666667,-0.0261761426978818,0.05,0.045054945054945,0.335970695970696
"KLF4",-0.04,-0.0490909090909091,0.0791881074899943,-0.0477567671867247,-0.0549732620320856,-0.0221196869977358,-0.0688342764308234,0.0257671164417791,0.0333333333333333,-0.073974358974359,-0.0789417989417989,0.00564593301435407,0.0109090909090909,0.00873871651950871,0.0333333333333333,0.0274509803921569,0.0333333333333333,-0.0146666666666667,-0.0124522536287242,0.0414469104918675,-0.0255803141314333,-0.0484642341785199,-0.00412636165577342,0.00648144923024813,-0.0292553107850999,-0.0344277245782034,0.011768115942029,-0.0280063198959291,-0.0291271169071371,-0.026008064516129,-0.0283407680564642,-0.0333333333333333,-0.0270833333333333,-0.0344277245782034,-0.0274509803921569,-0.0333333333333333,0.0752380952380952,0.073974358974359,0.073974358974359,0.0761802413273002,0.08,0.1,0,0.1,0.0103157185653229,0.0802385617211664,0.0543962848297214,0.0543962848297214,-0.045269770879527,-0.0457575757575758,-0.0470909090909091,-0.0435246235246235,-0.0590909090909091,0.0518518518518519,0.0838556077883201
"HEY1",-0.04,-0.0490909090909091,0.0791881074899943,-0.0477567671867247,-0.0549732620320856,-0.0221196869977358,-0.0688342764308234,0.0257671164417791,0.0333333333333333,-0.073974358974359,-0.0789417989417989,0.00564593301435407,0.0109090909090909,0.00873871651950871,0.0333333333333333,0.0274509803921569,0.0333333333333333,-0.0146666666666667,-0.0124522536287242,0.0414469104918675,-0.0255803141314333,-0.0484642341785199,-0.00412636165577342,0.00648144923024813,-0.0292553107850999,-0.0344277245782034,0.011768115942029,-0.0280063198959291,-0.0291271169071371,-0.026008064516129,-0.0283407680564642,-0.0333333333333333,-0.0270833333333333,-0.0344277245782034,-0.0274509803921569,-0.0333333333333333,0.0752380952380952,0.073974358974359,0.073974358974359,0.0761802413273002,0.08,0.1,0,0.1,0.0103157185653229,0.0802385617211664,0.0543962848297214,0.0543962848297214,-0.045269770879527,-0.0457575757575758,-0.0470909090909091,-0.0435246235246235,-0.0590909090909091,0.0518518518518519,0.0838556077883201
"FOXC2",-0.04,-0.0490909090909091,0.0791881074899943,-0.0477567671867247,-0.0549732620320856,-0.0221196869977358,-0.0688342764308234,0.0257671164417791,0.0333333333333333,-0.073974358974359,-0.0789417989417989,0.00564593301435407,0.0109090909090909,0.00873871651950871,0.0333333333333333,0.0274509803921569,0.0333333333333333,-0.0146666666666667,-0.0124522536287242,0.0414469104918675,-0.0255803141314333,-0.0484642341785199,-0.00412636165577342,0.00648144923024813,-0.0292553107850999,-0.0344277245782034,0.011768115942029,-0.0280063198959291,-0.0291271169071371,-0.026008064516129,-0.0283407680564642,-0.0333333333333333,-0.0270833333333333,-0.0344277245782034,-0.0274509803921569,-0.0333333333333333,0.0752380952380952,0.073974358974359,0.073974358974359,0.0761802413273002,0.08,0.1,0,0.1,0.0103157185653229,0.0802385617211664,0.0543962848297214,0.0543962848297214,-0.045269770879527,-0.0457575757575758,-0.0470909090909091,-0.0435246235246235,-0.0590909090909091,0.0518518518518519,0.0838556077883201
"SNAI1",0.209565217391304,0.22481945467944,0.196037632065093,0.213220052586764,0.218152788012773,0.0642021428825718,0.071750010995294,-0.0385036764705882,0.05,-0.0313368983957219,-0.0751705653021442,-0.0252014652014652,-0.0241025641025641,-0.0252014652014652,0.0537037037037037,0.0537037037037037,0.0537037037037037,-0.0654548557774364,-0.063258286822975,-0.0763152561671158,-0.0208660770598535,-0.073651026766679,-0.0538781435955349,-0.0612469215231565,-0.0533969306176913,-0.0502890695573622,0.0668078693075717,-0.0518786844201662,-0.0515689270634289,0.0641635643667171,-0.0527062706270627,0.0687460886385618,0.0647460886385618,-0.0497433076640997,-0.0537037037037037,0.0675115207373272,0.077948343079922,0.0313368983957219,0.0313368983957219,0.0301874731083656,0.0760964912280702,0.0583333333333333,0.0642857142857143,0.0708333333333333,-0.0536051308024712,-0.0827023926517539,0.0582970113129801,0.0582970113129801,-0.147584084111987,-0.146374406692632,-0.148013750954927,-0.0374188227018828,-0.146498599439776,0.0612152742819205,-0.0863380427328447
"PAK1",0.24,0.209565217391304,0.191886688668867,0.218152788012773,0.22481945467944,0.0643748544542471,0.0708176100628931,-0.0415625,0.05,-0.0308823529411765,-0.077948343079922,-0.0241025641025641,-0.0256410256410256,-0.0252014652014652,0.05,0.0537037037037037,0.05,-0.0686806622290493,-0.0656392392039274,0.0206598328008557,-0.0227720491055968,-0.0682116962227459,-0.053980707698099,-0.0624872835747824,-0.0502890695573622,-0.0537037037037037,0.0654548557774364,-0.0527062706270627,-0.0518786844201662,0.0647460886385618,-0.0497433076640997,0.0675115207373272,0.0687460886385618,-0.0537037037037037,-0.0537037037037037,0.0642857142857143,0.0760964912280702,0.0308823529411765,0.0308823529411765,0.0313368983957219,0.0708333333333333,0.0333333333333333,0.0476190476190476,0.0583333333333333,-0.0535531016661549,-0.0828668663359644,0.061126039603263,0.061126039603263,-0.146374406692632,-0.148013750954927,-0.146498599439776,-0.0409730974377137,-0.152380952380952,0.0528040593286495,-0.0853479437229437
"EGR1",0.24,0.209565217391304,0.191886688668867,0.218152788012773,0.22481945467944,0.0643748544542471,0.0708176100628931,-0.0415625,0.05,-0.0308823529411765,-0.077948343079922,-0.0241025641025641,-0.0256410256410256,-0.0252014652014652,0.05,0.0537037037037037,0.05,-0.0686806622290493,-0.0656392392039274,0.0206598328008557,-0.0227720491055968,-0.0682116962227459,-0.053980707698099,-0.0624872835747824,-0.0502890695573622,-0.0537037037037037,0.0654548557774364,-0.0527062706270627,-0.0518786844201662,0.0647460886385618,-0.0497433076640997,0.0675115207373272,0.0687460886385618,-0.0537037037037037,-0.0537037037037037,0.0642857142857143,0.0760964912280702,0.0308823529411765,0.0308823529411765,0.0313368983957219,0.0708333333333333,0.0333333333333333,0.0476190476190476,0.0583333333333333,-0.0535531016661549,-0.0828668663359644,0.061126039603263,0.061126039603263,-0.146374406692632,-0.148013750954927,-0.146498599439776,-0.0409730974377137,-0.152380952380952,0.0528040593286495,-0.0853479437229437
"GLI",0.151428571428571,0.126428571428571,0.0254170018771789,0.137621798091411,0.145909090909091,0.0639202430002086,0.0684375,-0.00881048424900092,0.05,0.114734582357533,0.0117932480009548,-0.0172833775419982,-0.0147833775419982,-0.021092901351522,0.05,-0.0167741935483871,-0.02,-0.0337846768132051,-0.031873059971532,0.0490345607263933,-0.00655615755073959,-0.0721952393849117,-0.0810060379160549,-0.0663777967419753,-0.0758666074528645,0.020303605313093,0.0310819741105024,-0.0484244891818347,-0.047288804782552,0.121572891664788,-0.0464764372337828,0.119548872180451,0.123630504833512,-0.050786782061369,-0.0532258064516129,0.114285714285714,-0.0149182480009548,-0.114734582357533,-0.114734582357533,-0.114536562555553,-0.0169590643274854,-0.0333333333333333,0.114285714285714,-0.0222222222222222,-0.0487580187143674,-0.113273574340622,0.0775056323604711,0.0775056323604711,-0.0950794009210711,-0.0995499891563652,-0.101436781609195,-0.0458437950078817,-0.108333333333333,0.0730853710853711,-0.216634481480672
"RKIP",-0.25,-0.2,-0.100698412698413,-0.196625091709464,-0.168965517241379,-0.112740303328539,0.0625644631973746,0.135324197590751,0,-0.109090909090909,0.0926948051948052,0.142424242424242,0.133333333333333,0.130885780885781,0,0.0666666666666667,0,0.104738981600342,0.0979094076655052,0.116253425468185,0.0993221338048924,0.00812324929971989,-0.0220439691027926,-0.143237745526607,-0.0582051282051282,-0.0466666666666667,-0.0978082885310354,-0.0673107594160226,-0.0670563064898139,-0.118972677595628,-0.0624156545209177,-0.113333333333333,-0.117333333333333,-0.0508771929824561,-0.0666666666666667,-0.133333333333333,-0.101785714285714,0.109090909090909,0.109090909090909,0.106526806526807,-0.114285714285714,-0.1,-0.1,-0.1,0.0859651067335347,0.263910093654186,0.0805480631276901,0.0805480631276901,-0.157409879839786,-0.171428571428571,-0.166666666666667,-0.0530176712274123,-0.133333333333333,0.0945480631276901,0.287746256895193
"RAF",-0.25,-0.2,-0.100698412698413,-0.196625091709464,-0.168965517241379,-0.112740303328539,0.0625644631973746,0.135324197590751,0,-0.109090909090909,0.0926948051948052,0.142424242424242,0.133333333333333,0.130885780885781,0,0.0666666666666667,0,0.104738981600342,0.0979094076655052,0.116253425468185,0.0993221338048924,0.00812324929971989,-0.0220439691027926,-0.143237745526607,-0.0582051282051282,-0.0466666666666667,-0.0978082885310354,-0.0673107594160226,-0.0670563064898139,-0.118972677595628,-0.0624156545209177,-0.113333333333333,-0.117333333333333,-0.0508771929824561,-0.0666666666666667,-0.133333333333333,-0.101785714285714,0.109090909090909,0.109090909090909,0.106526806526807,-0.114285714285714,-0.1,-0.1,-0.1,0.0859651067335347,0.263910093654186,0.0805480631276901,0.0805480631276901,-0.157409879839786,-0.171428571428571,-0.166666666666667,-0.0530176712274123,-0.133333333333333,0.0945480631276901,0.287746256895193
"DSH",0.0533333333333333,0.0474509803921569,0.139320029563932,0.0438029714809901,0.0400435729847495,-0.0729878811040097,0.264385866316982,0.0547110814022579,0.2,-0.226456531450315,-0.177830459770115,0.170168067226891,0.164285714285714,0.172265969324793,0.2,0.215789473684211,0.2,-0.0619172346405557,-0.075172710827806,0.20824016563147,0.127495197580877,-0.205581085581086,-0.0477144049109005,-0.103839528025765,-0.224893115140793,-0.222932330827068,0.0592757252065934,-0.225871466746336,-0.228810024181777,-0.00494250126151967,-0.224919085793955,-0.00432900432900433,-0.00432900432900433,-0.222932330827068,-0.215789473684211,-0.00909090909090909,0.172083333333333,0.226456531450315,0.226456531450315,0.228417315764041,0.165833333333333,0.133333333333333,0,0.153333333333333,-0.0649836367315985,0.265522273976696,0.0807226745562298,0.0807226745562298,-0.322357218603242,-0.324099378881988,-0.32695652173913,-0.0406015952204977,-0.34,0.0954774142666776,0.383729146816594
"GSK3",0.0474509803921569,0.0400435729847495,0.134203750494165,0.0381211532991719,0.0438029714809901,-0.0746678103701459,0.266973385342857,0.0563169208183163,0.2,-0.228417315764041,-0.180394562334217,0.172265969324793,0.170168067226891,0.173045190104014,0.215789473684211,0.222932330827068,0.215789473684211,-0.0592757252065934,-0.0727505654990863,0.210565747026819,0.128611625013094,-0.203826699616173,-0.046562036152898,-0.104616059518432,-0.225836511367208,-0.224893115140793,0.0582262499442246,-0.228810024181777,-0.229336339971251,-0.00733484575912732,-0.225871466746336,-0.00432900432900433,-0.00494250126151967,-0.224919085793955,-0.222932330827068,-0.00432900432900433,0.177830459770115,0.228417315764041,0.228417315764041,0.229257651898494,0.172083333333333,0.153333333333333,-0.00909090909090909,0.165833333333333,-0.0645555827309399,0.266402865734357,0.0862204457300782,0.0862204457300782,-0.321075167321191,-0.322357218603242,-0.324099378881988,-0.0463460266390205,-0.32695652173913,0.0855537501445402,0.286724155136061
"Frizzled",0.0333333333333333,0.0533333333333333,0.151515151515151,0.0400435729847495,0.0474509803921569,-0.0735768092547754,0.258900634249471,0.0547110814022579,0.1,-0.224094326725906,-0.172083333333333,0.164285714285714,0.164285714285714,0.170168067226891,0.2,0.2,0.3,-0.0591134963227986,-0.0716639388979815,0.209109730848861,0.128793898879578,-0.210476190476191,-0.0512605042016807,-0.102791798107256,-0.222932330827068,-0.215789473684211,0.0619172346405557,-0.224919085793955,-0.225871466746336,-0.00432900432900433,-0.222932330827068,-0.00909090909090909,-0.00432900432900433,-0.215789473684211,-0.2,0,0.165833333333333,0.224094326725906,0.224094326725906,0.226456531450315,0.153333333333333,0.1,0,0.133333333333333,-0.0654226182943728,0.263041357946161,0.0909588950286707,0.0909588950286707,-0.324099378881988,-0.32695652173913,-0.34,-0.0527967171717172,-0.333333333333333,0.07703081232493,0.37932079414838
"cateninnuc",-0.0456521739130435,-0.0345410628019324,0.154183360428035,-0.0383211115767553,-0.0332752400171222,0.0786911021181373,-0.215412489359802,-0.0624797974568758,-0.0575757575757576,-0.232450252450252,-0.240707386363636,0.0684783719470357,0.0754551161330822,0.0684783719470357,-0.0421911421911422,-0.0463007312322381,-0.0421911421911422,-0.0287604617604618,-0.0270835818586907,0.202803251416983,-0.0111452099812756,-0.200013723249455,-0.137227941431828,-0.0227571731111118,0.0473876877539772,0.0473876877539772,0.0294425900005709,0.0486096064715736,-0.0509761433213013,0.0947231478320321,0.0488336542684369,0.090528233151184,0.0936338232132958,0.0488336542684369,0.0477466977466977,0.0888888888888889,0.238363636363636,0.232450252450252,0.232450252450252,0.233123653123653,0.236363636363636,0.233333333333333,0.0888888888888889,0.233333333333333,-0.0165807188290124,0.212762739397854,0.0952751925322464,0.0952751925322464,-0.151673863054077,-0.153857269167614,-0.159604395604396,-0.0452416483682676,-0.161142857142857,0.0767854427107096,0.22477196230216
"Destcompl",0.041025641025641,0.041025641025641,0.00210140604643545,0.0333269483508122,0.0350147120638924,-0.247248786117454,0.352746645108814,0.251080835290506,0.283333333333333,-0.0947660332204929,-0.109063951608451,0.15768115942029,0.15768115942029,0.160687171444338,0.29047619047619,0.291846053489889,0.29047619047619,-0.0350793650793651,-0.0469786623632777,0.185728365829732,0.152480921094603,-0.191930710169463,0.0597677695527574,-0.128899803017451,-0.298218323369938,-0.295806449529493,0.0340267335004177,-0.300168482441024,-0.301392347815833,-0.149764820205292,-0.298935605728695,-0.147892720306513,-0.148410855021539,-0.296323665430188,-0.291846053489889,-0.147892720306513,0.107050528789659,0.0947660332204929,0.0947660332204929,0.0952369908343077,0.104347826086957,0.1,-0.144444444444444,0.1,-0.0199412013206572,0.183403781044769,0.113371290545204,0.113371290545204,-0.15389903329753,-0.153406422460091,-0.15603800140746,-0.0518854180457254,-0.162244897959184,0.124009120094863,0.287842999808411
"cateninmemb",-0.0527272727272727,-0.0527272727272727,0.158317534831934,-0.0440432217873091,-0.047572633552015,0.0804323234827527,-0.19560437044575,-0.133212149905908,-0.133333333333333,-0.209581447963801,-0.217835497835498,-0.0116963448922212,-0.0127272727272727,-0.0150420697992844,-0.127450980392157,-0.12047423620611,-0.127450980392157,-0.0230144927536232,-0.0140005434754744,0.18462216055744,-0.0483508489420007,-0.185833802366708,-0.217711931451662,0.0557419553300594,0.123140902872777,0.12047423620611,0.0227723620030179,0.124478367869563,0.123918143779927,0.155588011176022,0.124353834868318,0.15,0.153225806451613,0.121343801423502,0.12047423620611,0.15,0.215238095238095,0.209581447963801,0.209581447963801,0.211257425617432,0.215238095238095,0.2,0.166666666666667,0.22,0.0565249080244724,0.201797798886338,0.125367457534273,0.125367457534273,-0.100860329132635,-0.104657797487066,-0.106121212121212,-0.0652285455078751,-0.107454545454545,0.106235349273324,0.210869695290603
"TGFR",0.123809523809524,0.0974937343358396,0.0247400909681611,0.0959716643206189,0.0863826232247285,-0.00474103663518006,-0.0105233477908728,0.0846315980448656,0,0.122619047619048,0.197173165471819,-0.00666666666666667,-0.00666666666666667,-0.00738609112709832,0,-0.0242857142857143,-0.0142857142857143,0.0639491691104594,0.0633592193770028,0.132032960335454,-0.0239070085980092,-0.0785714285714286,-0.194644128113879,-0.0701374996374234,0.025624728284497,0.0223989218328841,-0.0692872474022744,0.0121801931931028,0.0120916192338468,-0.0674768653808689,0.0107447864945382,-0.076551724137931,-0.070301724137931,0.00811320754716981,0.01,-0.08,-0.199498746867168,-0.122619047619048,-0.122619047619048,-0.12203425229741,-0.204761904761905,-0.233333333333333,-0.113333333333333,-0.233333333333333,0.0155495478653616,-0.0172922159665912,0.126768178307404,0.126768178307404,-0.27830378250591,-0.279722222222222,-0.185079365079365,-0.0330325588390105,-0.208888888888889,0.128654970760234,-0.155801846701325
"TGF",0.0666666666666667,0.123809523809524,0.0407894736842105,0.0863826232247285,0.0974937343358396,-0.00635766481069969,-0.00837742504409171,0.0882547864506627,0,0.120833333333333,0.199498746867168,-0.00666666666666667,0.0133333333333333,-0.00666666666666667,0,-0.0142857142857143,0,0.0687878787878788,0.0663442940038685,0.135867768595041,-0.021723602484472,-0.0857142857142857,-0.195,-0.068980092230016,0.0223989218328841,0.0242857142857143,-0.0639491691104594,0.0107447864945382,0.0121801931931028,-0.070301724137931,0.00811320754716981,-0.08,-0.076551724137931,0.01,0,-0.113333333333333,-0.204761904761905,-0.120833333333333,-0.120833333333333,-0.122619047619048,-0.233333333333333,-0.2,-0.133333333333333,-0.233333333333333,0.015890263367917,-0.016485764353688,0.128654970760234,0.128654970760234,-0.279722222222222,-0.185079365079365,-0.208888888888889,-0.0344988344988345,-0.22,0.128654970760234,-0.156046345478831
"RAS",-0.18,-0.23,-0.128138528138528,-0.214932920536636,-0.224736842105263,-0.0659369332815378,0.200316205533597,0.159720086733688,0,-0.359230769230769,-0.145555555555556,0.276315789473684,0.25,0.281976166832175,0.1,0.15,0.1,0.0995670995670996,-0.00849802371541502,0.174670599803343,0.13952380952381,-0.0113522012578616,0.00594653573376978,-0.0776921257687305,-0.171813725490196,-0.167647058823529,-0.10160791589363,-0.181722345239241,-0.185405064785984,-0.122361581920904,-0.174030037546934,-0.116666666666667,-0.120666666666667,-0.167647058823529,-0.15,-0.1,0.14,0.359230769230769,0.359230769230769,0.263076923076923,0.133333333333333,0.1,-0.1,0.1,0.00986339199711505,0.30146858170114,0.131631075110457,0.131631075110457,-0.176656959813628,-0.177647058823529,-0.16,-0.0696,-0.14,0.136785714285714,0.491188630490956
"ZEB2",-0.183333333333333,-0.157017543859649,-0.156282051282051,-0.15343768548042,-0.14734012450481,-0.109110953763727,-0.107148092742913,-0.102121265024547,-0.1,-0.0982467532467532,-0.0973234683281412,-0.0962051282051282,-0.0948717948717949,-0.0945657839428331,-0.08,-0.0727272727272727,-0.0727272727272727,-0.0657142857142857,-0.0551173020527859,-0.00415025033103743,0.026954156954157,0.0460708534621578,0.0490313685395133,0.0552860397479687,0.0692457389705096,0.0701631701631702,0.0705923344947735,0.0753861570985366,0.0761653778777574,0.0762337662337662,0.0764424951267057,0.0771428571428572,0.0771428571428572,0.0773684210526316,0.08,0.0857142857142857,0.0963888888888889,0.0982467532467532,0.0982467532467532,0.0984608860090659,0.0986111111111111,0.1,0.1,0.111111111111111,0.13158448792301,0.139048281484952,0.140760518027244,0.140760518027244,0.144962550676836,0.145491651205937,0.147532467532468,0.162399432200689,0.167532467532468,0.226793301783258,0.244820469242401
"TWIST1",-0.0466666666666667,-0.0510144927536232,-0.0684816835846584,-0.0393491353302139,-0.0378565980167811,-0.0852264628583565,-0.0908062367739787,0.0396323739825636,-0.0666666666666667,0.00889534014138695,0.107369466691501,0.0234188034188034,0.0311111111111111,0.0234188034188034,-0.0523809523809524,-0.057936507936508,-0.0523809523809524,0.107025207025207,0.107965480846837,0.174059905602361,0.120046326516694,-0.134619545489111,-0.120608450474011,0.0456058888337685,0.0587786131996659,0.0547786131996659,-0.107355240028507,0.0573331626862292,0.0577356928759934,-0.0383627925111156,0.0580988594703027,-0.0484444444444444,-0.038855403348554,0.0536811887875718,0.057936507936508,-0.0444444444444444,-0.112454212454212,-0.00889534014138695,-0.00889534014138695,-0.00752547712768832,-0.107692307692308,-0.1,-0.0333333333333333,-0.1,0.0855440981208425,0.0930911544128122,0.142916600811338,0.142916600811338,0.0230370332021813,0.0200757575757576,0.0175757575757576,-0.0883887083813716,0.0175757575757576,0.134594538253075,0.0904846536726961
"AXIN2",0.0266666666666667,0.0339837398373984,0.0104149489282729,0.0340288574655002,0.0367874781551554,-0.281914371972303,0.704351220831993,0.291313656965831,0.266666666666667,-0.150942093848668,-0.156473429951691,0.214479949874687,0.209122807017544,0.216506976901714,0.313333333333333,0.334263565891473,0.313333333333333,-0.0352887048539222,-0.0472398651911837,0.241093672473511,0.197747521799044,-0.244386249950766,0.0575854143602622,-0.179323666079482,-0.348544632905136,-0.342884255546645,0.0364791810443984,-0.352746645108814,-0.354951573772887,-0.187811505434456,-0.34887794639838,-0.182600732600733,-0.186172161172161,-0.342884255546645,-0.334263565891473,-0.173076923076923,0.153140096618357,0.150942093848668,0.150942093848668,0.152516896998275,0.148792270531401,0.133333333333333,-0.15,0.144444444444444,-0.0317765111652314,0.356474550675572,0.164265107831682,0.164265107831682,-0.204241905753997,-0.2068821697804,-0.209537037037037,-0.0853679982619968,-0.205833333333333,0.171801373726136,0.357294637094408
"ZEB1",0.15,0.13,0.186744639376218,0.130725576574242,0.124117647058824,-0.0381977072561512,-0.109757622717942,0.0756735613503815,0,-0.0809818533661321,0.0478092772915896,0.0979166666666667,0.0979166666666667,0.0987431129476584,-0.00769230769230769,-0.0167247386759582,-0.0142857142857143,0.0612500826949285,0.0518605142698407,0.0779015579373811,-0.0313889031043573,-0.0991074045232653,-0.171100227739291,0.0238622189522158,0.0172071600346682,0.0148016617528813,-0.0646154673103131,0.0117461978870294,0.0113548084545441,-0.0465928121491236,0.0109483255466039,-0.0496212121212121,-0.0476604278074866,0.0081705477688261,0.0101313320825516,-0.0541666666666667,-0.0492378487201611,0.0809818533661321,0.0809818533661321,0.0820842155708565,-0.0508771929824561,-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,0.145299797155298,0.0881841735500272,0.318112556520705,0.318112556520705,-0.194111742774975,-0.194111742774975,-0.194619356988173,0.317794660940056,-0.207662835249042,0.315045854778737,-0.0174370702803979
"miR200",-0.0142857142857143,-0.00428571428571428,0.0272856221792392,-0.00360544217687075,-0.00428571428571428,-0.125127234903827,-0.140907588885946,-0.0174434907695996,-0.1,-0.1281592039801,-0.0281203007518797,0.00118226600985221,-0.00226600985221675,0.000617294258439785,-0.1,-0.096,-0.1,-0.000884955752212389,2.82485875706215e-05,0.0328084878084878,-0.00750950946072898,-0.0266023955594508,-0.110311467673431,0.0775873177277974,0.0952106485064231,0.0974084507042254,0.00245235387133465,0.0960039097965091,0.0960039097965091,0.019821133736929,0.0948134336060329,0.02,0.0187341772151899,0.0970606246172688,0.0956521739130435,0.02,0.0281203007518797,0.1281592039801,0.1281592039801,0.127909827421496,0.0252631578947368,0,0.02,0.02,0.237830227791253,0.139805972485333,0.321545698924731,0.321545698924731,-0.0205766515158201,-0.0199952561669829,-0.0183823529411765,0.24377502425258,-0.0125,0.319858523119393,0.0733886956938639
