"","NFB","SMO","Patched","TrCP","SUFU","FUS","AXIN2","RKIP","STAT","Csn","CD44","Destcompl","cateninmemb","Wnt","SRC","GLI","ZEB2","RAF","DELTA","RAS","PAK1","TGF","CDC42","TGFR","SOSGRB2","PI3K","GSK3","ZEB1","LIV1","KLF4","Frizzled","SNAI2","cfos","DSH","cateninnuc","MEK","TCFLEF","cMet","ERK","Ecadherin","SMAD","AKT","ILK","SHH","EGR1","IKK","SNAI1","TWIST1","NOTCHic","HEY1","Csl","Jagged","NOTCH","miR200","FOXC2"
"cMet",0.2,0.03,0.03,0.2,0.1,0.05,0.144285714285714,0.10962962962963,0,0.2,0.122945736434109,-0.078890499688819,0.17299069258144,0.106666666666667,0,0.12030303030303,-0.112121212121212,0.205714285714286,0.205714285714286,0.196280323450135,-0.153333333333333,-0.111666666666667,0.128333333333333,0.111666666666667,0.123809523809524,-0.205714285714286,-0.143375576036866,0.112121212121212,0.1,-0.211111111111111,-0.1,-0.0322042596495151,-0.135,-0.1,-0.129977461770919,-0.0868181818181818,-0.126022659511032,-0.106666666666667,-0.125,-0.282099783614182,-0.0359616573902288,-0.18625,-0.0268707482993197,-0.039375,-0.075,-0.18,-0.246884996260554,-0.206764621146644,0.0586466165413534,-0.0150670794633643,0.0428571428571429,-0.0729968582142495,0.0607742761158215,-0.161570734519104,-0.265210970464135
"miR200",-0.0252631578947368,0.0266666666666667,0.0279324894514768,0,0.02,0.02,0.169560499619526,-0.0226198486519088,0.12,-0.02,0.120447236422934,0.0946302424798352,0.102057471803094,0.123042253521127,0.115652173913043,0.120844451323325,-0.0967428315412186,-0.139697665518561,-0.139697665518561,-0.144934573249234,0.0458333333333333,0.0514700366268038,-0.0477941176470588,-0.0526328273244782,-0.0580238555770471,0.139697665518561,0.0175234633889269,0.0967428315412186,-0.1,-0.0896652864044168,-0.116,-0.100318538044635,-0.00428571428571428,-0.12,-0.121709862685561,0.000476190476190477,-0.123225014200712,-0.12269442743417,-0.00428571428571428,-0.217781004974398,-0.00604509133651642,0.0318938856575401,-0.00635857096034087,-0.0322803155384333,-0.0142857142857143,0.0281203007518797,0.0344194694194694,-0.0996885323265691,-0.0446305418719212,-0.0084180790960452,-0.0446305418719212,-0.0312641093263007,-0.0519751746402828,0.00992136284798777,-0.00291410486532438
"SOSGRB2",0.188888888888889,-0.05,-0.0418918918918919,0.2,0,-0.0333333333333333,0.00633938393839384,0.0312134502923977,0,0.2,0.00890269151138716,-0.0892789537084839,0.136518193518194,0.00238095238095238,-0.0142857142857143,0.00383022774327122,-0.0709273182957394,0.247080979284369,0.247080979284369,0.240670722874113,-0.0857142857142857,-0.07209726443769,0.0657142857142857,0.0657142857142857,0.111388888888889,-0.247080979284369,-0.185302022272569,0.0709273182957394,0,-0.0580701754385965,0.0142857142857143,-0.0149609641216084,-0.0492063492063492,0,-0.0110099673491652,0.0162318162318162,-0.0131132178271766,-0.00745341614906832,-0.0140712140712141,-0.167695311361716,0.0268260771486578,-0.196125730994152,0.0303225806451613,0.0302639849151477,-0.0380952380952381,-0.183625730994152,-0.15746552949538,-0.108028985507246,0.142657342657343,0.0236742424242424,0.127272727272727,0.020322415297676,0.132798187727765,-0.117321640303741,-0.170866910866911
"SNAI2",0.0916666666666667,-0.0588235294117647,-0.0935174069627851,0.1,0,-0.1,-0.115914109109774,0.0841025641025641,-0.0181818181818182,0.0666666666666667,-0.0699883563354713,-0.0426410754360165,-0.0504492673241271,-0.0388055606365466,-0.0824675324675325,-0.0692868440590065,-0.0669221732745962,0.113105014729324,0.113105014729324,0.0980365215786391,-0.0843137254901961,-0.0933385171236834,0.0890756302521009,0.0796739208503915,0.134956051386072,-0.113105014729324,-0.0778038134104686,0.0669221732745962,0.1,-0.0417307692307692,0.0824675324675325,-0.0226222304952291,0.0745098039215686,0.0181818181818182,0.0643326606192646,0.0682034976152623,0.0483388717993888,0.0388055606365466,0.0411764705882353,0.0573035642203288,0.031469197962897,-0.0890908461431935,0.0271629778672032,0.0709821956951795,0.0333333333333333,-0.0951149425287356,-0.0481635307084532,0.0215598581980478,0.120175438596491,0.0383212778782399,0.0798245614035088,0.064401727224779,0.0955001139211666,-0.0879210821875231,0.0164153341930093
"KLF4",0.12,-0.0833333333333333,-0.114583333333333,0.1,0,-0.1,-0.18426622294864,0.0893424036281179,-0.0333333333333333,0.1,-0.0795202125339519,-0.0553437778632766,-0.0462834060699914,-0.0560419516643867,-0.0862745098039216,-0.078455744767835,-0.061687306501548,0.168717948717949,0.168717948717949,0.155482654600302,-0.109090909090909,-0.133188470066519,0.129090909090909,0.117090909090909,0.188136077758719,-0.168717948717949,-0.086542010142305,0.061687306501548,0.1,-0.0555555555555556,0.0862745098039216,0.045519699929446,0.0672727272727273,0.0333333333333333,0.0763789821145797,0.0615723027730305,0.0638011489888014,0.0560419516643867,0.0378609625668449,0.17325372264457,0.0417971014492754,-0.126878306878307,0.036,0.0984543010752688,0.04,-0.134285714285714,-0.0652491004947478,0.00498910675381264,0.174832535885167,0.0505576776165011,0.132727272727273,0.0756212802689564,0.159368618359394,-0.102682132682133,-0.00253075216777576
"FOXC2",0.12,-0.0833333333333333,-0.114583333333333,0.1,0,-0.1,-0.18426622294864,0.0893424036281179,-0.0333333333333333,0.1,-0.0795202125339519,-0.0553437778632766,-0.0462834060699914,-0.0560419516643867,-0.0862745098039216,-0.078455744767835,-0.061687306501548,0.168717948717949,0.168717948717949,0.155482654600302,-0.109090909090909,-0.133188470066519,0.129090909090909,0.117090909090909,0.188136077758719,-0.168717948717949,-0.086542010142305,0.061687306501548,0.1,-0.0555555555555556,0.0862745098039216,0.045519699929446,0.0672727272727273,0.0333333333333333,0.0763789821145797,0.0615723027730305,0.0638011489888014,0.0560419516643867,0.0378609625668449,0.17325372264457,0.0417971014492754,-0.126878306878307,0.036,0.0984543010752688,0.04,-0.134285714285714,-0.0652491004947478,0.00498910675381264,0.174832535885167,0.0505576776165011,0.132727272727273,0.0756212802689564,0.159368618359394,-0.102682132682133,-0.00253075216777576
"RAS",0.133333333333333,-0.1,-0.088,0.1,-0.1,-0.1,-0.0727536231884058,0.100779874213836,-0.1,0.1,-0.045244055068836,-0.0542887659166729,0.0446117238375165,-0.0558823529411765,-0.05,-0.0433823529411765,-0.0558836524300442,0.246923076923077,0.246923076923077,0.162307692307692,-0.1,-0.092638322655795,0.08,0.103529411764706,0.0796536796536797,-0.246923076923077,-0.0240956072351421,0.0558836524300442,0,-0.0692857142857143,0.05,0.0295593810959903,0.07,0.1,0.0483645606256022,0.0681424148606811,0.0560132858380668,0.0558823529411765,0.0857894736842105,-0.0321526801322198,0.0929499072356215,-0.137777777777778,0.0909090909090909,0.0930847457627119,0.02,-0.126666666666667,-0.0421632251720747,0.0687179487179487,0.223684210526316,0.099802371541502,0.25,0.109962546816479,0.229344587884806,-0.0713846153846154,-0.0268253968253968
"cateninnuc",0.25530303030303,-0.242914389799636,-0.254715632035661,0.233333333333333,-0.211111111111111,-0.251111111111111,-0.401616995385174,0.105030433586265,-0.196736596736597,0.258333333333333,-0.216025761677936,-0.0872780015813108,0.214132152485943,-0.203675250697288,-0.216181041181041,-0.213951930539185,-0.0523992403965178,0.340795465795466,0.340795465795466,0.33540826040826,-0.249142857142857,-0.268982200151903,0.267604395604396,0.262431981811292,0.32529192454938,-0.340795465795466,-0.110439557124209,0.0523992403965178,0.212121212121212,-0.0975887398485263,0.214544815914679,0.0562148290045476,0.040200138026225,0.196736596736597,0.114778246715119,0.0386788280738385,0.207735993193992,0.20531147596365,0.0313393785325541,-0.154407351847373,0.0716754546045133,-0.27027178030303,0.0666277056277056,0.247961819399495,0.0195652173913043,-0.27730303030303,-0.105240933362277,0.0890789143016033,0.369610505262851,0.0951655311309131,0.349843063402385,0.217508365588746,0.36370141435376,-0.139523810912361,-0.0554286369368337
"RKIP",0.0857142857142857,0.0466666666666667,0.0586666666666667,0.1,0.1,0.0666666666666667,0.0174402250351617,0.125770308123249,0,0.1,0.0196356275303644,-0.0249041079846573,0.134728846493552,0.01,0,0.0138461538461538,-0.0456939263510282,0.11038961038961,0.11038961038961,0.10953490953491,-0.0666666666666667,-0.0390298175344904,0.0333333333333333,0.0380952380952381,-0.0264126984126984,-0.11038961038961,-0.178368794326241,0.0456939263510282,0,-0.0396939263510282,0,-0.110571195430437,-0.2,0,-0.0224968884068924,-0.132795304475422,-0.0217335296282665,-0.0157894736842105,-0.168965517241379,-0.173884000742918,-0.0765819553714036,-0.0944264069264069,-0.0696512623020967,-0.0701420765027322,-0.15,-0.0732142857142857,-0.257910578209925,-0.208972073677956,-0.0575757575757576,-0.0820363917924894,-0.0666666666666667,-0.0840306411189264,-0.0614219114219114,-0.112769100140754,-0.258149130562924
"TCFLEF",0.151376623376623,-0.167142857142857,-0.17036866359447,0.114285714285714,-0.183333333333333,-0.176666666666667,-0.482336996336996,0.21603618496579,-0.120833333333333,0.123376623376623,-0.131914610546686,-0.147990046257321,0.142860499895755,-0.122993966817496,-0.135833333333333,-0.126099556879608,-0.0409776271486798,0.273125559288014,0.273125559288014,0.27273134115398,-0.21025641025641,-0.215893249929905,0.212581991651759,0.212581991651759,0.205117764471058,-0.273125559288014,-0.166138890882671,0.0409776271486798,0.133333333333333,-0.13468137254902,0.130686274509804,0.0108496230666485,-0.0620905923344948,0.115686274509804,0.0309982302488624,-0.0754239256678281,0.0299673024138109,0.128141025641026,-0.0706620209059233,-0.16615961180556,0.0688011799009082,-0.154637492941841,0.0674627477785373,0.172209154392016,-0.0742857142857143,-0.151376623376623,-0.240676671074161,-0.0348815070277538,0.298214570380998,0.0956269863926159,0.294293001753547,0.160676343868165,0.295888988985649,-0.151370938298649,-0.232909399323112
