"","NFB","SMO","Patched","TrCP","SUFU","FUS","AXIN2","RKIP","STAT","Csn","CD44","Destcompl","cateninmemb","Wnt","SRC","GLI","ZEB2","RAF","DELTA","RAS","PAK1","TGF","CDC42","TGFR","SOSGRB2","PI3K","GSK3","ZEB1","LIV1","KLF4","Frizzled","SNAI2","cfos","DSH","cateninnuc","MEK","TCFLEF","cMet","ERK","Ecadherin","SMAD","AKT","ILK","SHH","EGR1","IKK","SNAI1","TWIST1","NOTCHic","HEY1","Csl","Jagged","NOTCH","miR200","FOXC2"
"Ecadherin",0.134285714285714,-0.114583333333333,-0.0984543010752688,0.1,-0.1,-0.0833333333333333,-0.179111583773382,0.0620015796580805,-0.0862745098039216,0.12,-0.0638011489888014,-0.0772449894196605,-0.0415398163264017,-0.078455744767835,-0.0560419516643867,-0.0631224114345016,-0.0370427567385148,0.155482654600302,0.155482654600302,0.16916980543829,-0.129090909090909,-0.123966046920045,0.117090909090909,0.133188470066519,0.167083446179772,-0.155482654600302,-0.0624801999877796,0.0370427567385148,0.0333333333333333,-0.089732770745429,0.0560419516643867,0.0559351123316134,0.0378609625668449,0.0862745098039216,0.0664816898643463,0.0470624988514619,0.0763789821145797,0.0795202125339519,0.0615723027730305,0.0693588833066925,0.0371966171877742,-0.143761423761424,0.0417971014492754,0.111840127846922,0.0672727272727273,-0.126878306878307,-0.087400999228925,0.00815484232178284,0.159368618359394,0.0539133823144877,0.174832535885167,0.0666967951430983,0.177584231742294,-0.0909502891067137,0.00868206247753316
"cateninmemb",0.134285714285714,-0.114583333333333,-0.0984543010752688,0.1,-0.1,-0.0833333333333333,-0.179111583773382,0.0620015796580805,-0.0862745098039216,0.12,-0.0638011489888014,-0.0772449894196605,0.0767593392899497,-0.078455744767835,-0.0560419516643867,-0.0631224114345016,-0.0370427567385148,0.155482654600302,0.155482654600302,0.16916980543829,-0.129090909090909,-0.123966046920045,0.117090909090909,0.133188470066519,0.167083446179772,-0.155482654600302,-0.0624801999877796,0.0370427567385148,0.0333333333333333,-0.089732770745429,0.0560419516643867,0.0559351123316134,0.0378609625668449,0.0862745098039216,0.0664816898643463,0.0470624988514619,0.0763789821145797,0.0795202125339519,0.0615723027730305,-0.206785940456562,0.0371966171877742,-0.143761423761424,0.0417971014492754,0.111840127846922,0.0672727272727273,-0.126878306878307,-0.087400999228925,0.00815484232178284,0.159368618359394,0.0539133823144877,0.174832535885167,0.0666967951430983,0.177584231742294,-0.0909502891067137,0.00868206247753316
"ZEB2",-0.113888888888889,-0.108571428571429,-0.103693379790941,-0.1,-0.1,-0.1,-0.0981007267168583,-0.0944927536231884,-0.09,-0.0888888888888889,-0.0774561403508772,-0.0760508450066914,-0.0750806654985705,-0.0726573426573427,-0.07,-0.0644004619233977,-0.029563334727416,-0.022987012987013,-0.022987012987013,-0.0159206318306961,-0.0142857142857143,-0.00511097368240225,0.00155844155844156,0.0104019789734075,0.0191025641025641,0.022987012987013,0.0245059105085398,0.029563334727416,0.05,0.0571978175835147,0.0572727272727273,0.0675657949266008,0.0714912280701754,0.0772727272727273,0.079508454234177,0.0827422115477521,0.0837941685198913,0.0857894736842105,0.0876202603282399,0.0906761378002635,0.103883696173287,0.106993769470405,0.108151988856214,0.108238834336395,0.108333333333333,0.111666666666667,0.115670580573473,0.116426725385051,0.118974358974359,0.122228739002933,0.125641025641026,0.130300402770724,0.130449768810425,0.143393189151773,0.22199222999223
"IKK",0.114285714285714,0.08,0.0762962962962963,0,0.1,0.08,-0.0802380952380952,0.195810564663024,-0.05,0.1,-0.0633333333333333,-0.0921348148207334,0.0169774452735347,-0.0525641025641026,-0.0833333333333333,-0.0633333333333333,-0.0265213032581454,0.122867513611615,0.122867513611615,0.118642161498939,0,0.0263878787878788,-0.0333333333333333,-0.0287878787878788,-0.0069327731092437,-0.122867513611615,-0.219285714285714,0.0265213032581454,0.1,-0.0113553113553114,0.0833333333333333,-0.0339584265974274,-0.0428571428571429,0.05,0.058098405206322,-0.0313015873015873,0.0559887005649718,0.0525641025641026,-0.0468571428571429,-0.0706299606875105,-0.0741886688668867,-0.1998712998713,-0.0652777777777778,-0.0831928480204342,0,-0.180952380952381,-0.183093016680803,-0.160686274509804,0.105194805194805,-0.0601651186790506,0.0909090909090909,-0.00305373320837238,0.0972582972582973,-0.135406911928651,-0.359076479076479
"SHH",0,-0.1,-0.0666666666666667,0,0,0,-0.342857142857143,0.02,-0.1,0,-0.2,-0.108831168831169,0.134336917562724,-0.1,-0.1,-0.1,-0.025,0.2,0.2,0.253846153846154,0.2,-0.02,-0.1,0,0,-0.2,-0.0615384615384615,0.025,0,-0.05,0,0.0823754789272031,0.1,0,0.233333333333333,0.18,0.233333333333333,0.2,0.2,0.0105555555555556,-0.0333333333333333,-0.15,-0.0666666666666667,-0.0133333333333333,0,-0.1,-0.0666666666666667,0.1,0.2,-0.0666666666666667,0.1,0.105714285714286,0.233333333333333,0.05,0.1
"TGF",-0.0333333333333333,0.08,0.076551724137931,0,0.0666666666666667,0.0466666666666667,-0.00123456790123457,0.0445887445887446,0,-0.0333333333333333,-0.00188679245283019,0.00219477196471286,-0.00976771283280484,-0.0142857142857143,0,-0.0161725067385445,-0.020899151700067,-0.0839285714285714,-0.0839285714285714,-0.0803571428571429,0.02,-0.0855555555555556,-0.0311111111111111,-0.0073015873015873,-0.00921052631578947,0.0839285714285714,0.0730531481999192,0.020899151700067,0,-0.0281718789727943,0.0142857142857143,0.00606946913324698,-0.0761904761904762,0,0.00427913695043784,-0.0609857978279031,0.00188679245283019,0,-0.049874686716792,0.0183697126895451,-0.0863734115347019,0.0100250626566416,-0.0912121212121212,-0.079676724137931,-0.133333333333333,0.00476190476190476,0.0347552447552448,0.0318518518518519,-0.166666666666667,-0.11424887169568,-0.146666666666667,-0.0784118802160039,-0.170114942528736,-0.0511470808884602,0.0445807453416149
"ZEB1",-0.159649122807018,-0.0587121212121212,-0.0469474153297683,-0.133333333333333,-0.0666666666666667,-0.0541666666666667,0.163460803300174,-0.13783934956082,0.0282051282051282,-0.133333333333333,0.0504592330991183,0.0468026979887989,0.0258098285294911,0.0495398910033056,0.0550343964978111,0.0601928119655049,-0.0182190255874002,-0.190629675129436,-0.190629675129436,-0.183543060956208,0.0645593869731801,0.0834319423817942,-0.083399966683325,-0.0747705250589595,-0.128538011695906,0.190629675129436,0.05332287182054,0.0182190255874002,-0.0666666666666667,-0.0287797114800499,-0.064924506387921,-0.0432432227430635,0.072,-0.0380952380952381,-0.0488832660757599,0.0827488986784141,-0.04301242458848,-0.0393481219880072,0.092,-0.135382675102208,0.0920356107262192,0.160281441308188,0.0968433030339115,0.0522854936215832,0.1,0.164567155593903,0.153656768001437,0.025109129169666,0.0240196078431373,0.105743686365448,0.0416666666666667,0.0757690647864093,0.0322840706530546,0.164157011237987,0.218270703324513
"GLI",0.0274853801169591,0.0955200501253133,0.103683315431436,0.0333333333333333,0.123809523809524,0.111309523809524,-0.161041666666667,-0.041185296001582,-0.14,0.0222222222222222,-0.130746493393744,-0.127759838887955,-0.116512727301032,-0.0591650853889943,-0.123870967741935,-0.151931042835803,-0.0108289810547875,-0.0108114504957895,-0.0108114504957895,-0.00744511386212617,0.055,0.0378444512482937,-0.0377586206896552,-0.0409032747777055,0.0501390644753477,0.0108114504957895,-0.11651510701018,0.0108289810547875,0.1,-0.0154646074646075,0.0438709677419355,0.12856417081475,0.208571428571429,0.06,0.133747362817207,0.226007031642391,0.136915324562575,0.138505114083399,0.225454545454545,0.187446705509894,-0.0214061219067832,-0.0382953290965509,-0.0241088246094859,-0.099979611727732,0.208571428571429,-0.0336078290965509,0.0531678313679,0.115136331316297,-0.00361847922192749,-0.0271569686680043,-0.0061184792219275,0.00579068752882881,0.00209580649235822,0.0845053810998084,0.171774595803234
"SNAI1",0.0260964912280702,-0.0194800022757012,-0.0244800022757012,0.00833333333333333,-0.00952380952380952,-0.025652841781874,-0.168410611292849,-0.0377000557869279,-0.121481481481481,0.0208333333333333,-0.139388299190279,-0.105808933641157,-0.117221632215507,-0.130634241430134,-0.1404004004004,-0.138860932472181,-0.00926530384510697,0.0574934906211807,0.0574934906211807,0.0560156581088655,-0.046218487394958,-0.0513436416343375,0.046218487394958,0.0473113835698214,0.0628750233513918,-0.0574934906211807,-0.017120028074236,0.00926530384510697,0.14,-0.00248006206210588,0.13990253411306,0.12611394520918,0.136212232866618,0.121481481481481,0.138535932394844,0.136684579652866,0.134560712983383,0.130499410301391,0.133545566199951,0.192631649163907,0.00562291337199086,-0.0325779727095517,0.00476190476190476,0.0227324294601672,0.124347826086957,-0.0298001949317739,-0.0221365557674478,0.142424177272003,0.0480952380952381,0.00763914261356717,0.0382051282051282,0.0442879551104695,0.0440136054421769,0.0915738142461161,0.209139177171965
"STAT",0.03,-0.045,-0.0519767441860465,0,0,-0.025,-0.204959354371119,-0.0288191763191763,-0.142857142857143,0.05,-0.152802752802753,-0.116550602562062,-0.124662510427473,-0.151948051948052,-0.142857142857143,-0.152788388082506,-0.00765644611798458,0.149152191894127,0.149152191894127,0.159599953088157,-0.0772727272727273,-0.0850959538173497,0.0710227272727273,0.0894437799043062,0.149178981937603,-0.149152191894127,-0.0898509123275478,0.00765644611798458,0,0.078064963359081,0.142857142857143,0.0935903734130585,0.126666666666667,0.142857142857143,0.15513014420682,0.135205566097407,0.155010954695497,0.151948051948052,0.13843137254902,0.284833957738937,0.00911211061136099,-0.0527602905569007,0.01256038647343,0.0564015229471084,0.166666666666667,-0.0442857142857143,0.0485275243457646,0.216061882478674,0.0708532061473238,0.0146666666666667,0.0627450980392157,0.0627292955416535,0.0854163129434403,0.0840351424854575,0.215173824130879
"Wnt",0.133333333333333,-0.05,-0.0227272727272727,0.1,0,0,-0.0672727272727273,0.205,-0.1,0.1,0.00789473684210527,-0.0652236180513395,0.127033898305085,-0.05,0,0.00789473684210527,-0.00746054519368723,0.227067669172932,0.227067669172932,0.24524948735475,-0.1,-0.106666666666667,0.1,0.106666666666667,0.139393939393939,-0.227067669172932,-0.1391065830721,0.00746054519368723,0,-0.0294117647058824,-0.1,-0.0230172413793103,-0.0333333333333333,0,0.000265149629039485,-0.0309803921568627,0.031390977443609,0.05,-0.0133333333333333,-0.201863924169196,0.0275889485191811,-0.138333333333333,0.0299145299145299,0.0465367965367965,0,-0.113333333333333,-0.231987577639752,-0.129117647058824,0.135714285714286,0.041025641025641,0.15,-0.000269607843137254,0.160714285714286,-0.133131313131313,-0.302672064777328
"cfos",0.00833333333333333,-0.00952380952380952,-0.025652841781874,0,0.0333333333333333,-0.00952380952380952,-0.165402298850575,-0.0444755244755245,-0.1,0.0333333333333333,-0.1404004004004,-0.101770713089778,-0.119609796728024,-0.121481481481481,-0.14,-0.13990253411306,-0.00734078942311388,0.0500544662309368,0.0500544662309368,0.0524934906211807,-0.0428571428571429,-0.046218487394958,0.0285714285714286,0.046218487394958,0.05,-0.0500544662309368,-0.0184929653679654,0.00734078942311388,0.1,-0.000825396825396826,0.14,0.122396435681107,0.12,0.1,0.139388299190279,0.136212232866618,0.130499410301391,0.121481481481481,0.124347826086957,0.19466989507989,0.00153609831029186,-0.0260964912280702,0.00476190476190476,0.0194800022757012,0.24,-0.0208333333333333,0.0851915173434161,0.145593073593074,0.0397435897435897,0.00434782608695652,0.0166666666666667,0.0448263888888889,0.0382051282051282,0.0937568966980732,0.210574571291931
"LIV1",-0.0208333333333333,0.025652841781874,0.0194800022757012,-0.0333333333333333,0.00952380952380952,0.00952380952380952,0.163515506397745,0.052762817293204,0.14,-0.00833333333333333,0.130499410301391,0.114251916097297,0.116496243614471,0.13990253411306,0.121481481481481,0.130634241430134,-0.000697795785889338,-0.0524934906211807,-0.0524934906211807,-0.0574934906211807,0.0285714285714286,0.0473113835698214,-0.046218487394958,-0.046218487394958,-0.054950495049505,0.0524934906211807,0.00649296536796537,0.000697795785889338,-0.1,0.00902211813687223,-0.121481481481481,-0.131980522480384,-0.124347826086957,-0.14,-0.134560712983383,-0.133545566199951,-0.139388299190279,-0.1404004004004,-0.136212232866618,-0.191278891619682,-0.00476190476190476,0.0298001949317739,-0.00153609831029186,-0.0244800022757012,-0.12,0.0260964912280702,-0.0696783908517693,-0.143962638810465,-0.0382051282051282,-0.0028772378516624,-0.0397435897435897,-0.0374644256987048,-0.0480952380952381,-0.0978178104036569,-0.218160778188483
"AKT",-0.217647058823529,0.0487179487179487,0.0320512820512821,-0.233333333333333,0.05,0.0333333333333333,0.0655860409145608,-0.180319552570192,0.0333333333333333,-0.2,0.00139976947640912,0.0497056239354476,-0.121142161795277,0.0234336677814939,-0.00579710144927537,0.00164595828428716,-0.000667768479655925,-0.196273498191306,-0.196273498191306,-0.206153016263596,0.192647058823529,0.185202164072467,-0.184647058823529,-0.190338115734099,-0.163760683760684,0.196273498191306,0.143639738397803,0.000667768479655925,0,0.0190002249212775,0.00579710144927537,0.00258098989536733,0.0366946778711485,-0.0333333333333333,-0.00471618501962879,0.0333329845737839,-0.0181008004042442,-0.0234336677814939,0.0219405795104927,0.17690240122461,-0.0347363349380156,0.11795785913433,-0.037093237294918,-0.0446828609986505,0.019047619047619,0.204826546003017,0.186810413715448,-0.0106598012683923,-0.128722084367246,-0.0486754420103331,-0.148076923076923,-0.0118996165911467,-0.144575742903831,0.113253597245883,0.165032092426187
"NOTCH",-0.0333333333333333,0.0166666666666667,0.00897435897435898,0,0,-0.0333333333333333,0.152398921832884,0.0497789566755084,0.1,0,0.106573426573427,0.108486125645004,0.10138131023169,0.133846153846154,0.08,0.106573426573427,-0.000644122383252818,-0.0715151515151515,-0.0715151515151515,-0.0845586297760211,0,0.0596845878136201,-0.0555555555555556,-0.0435555555555556,-0.0652631578947368,0.0715151515151515,0.0198275862068966,0.000644122383252818,0,0.00676328502415459,-0.08,-0.156139720845603,-0.14,-0.1,-0.11837876409305,-0.132857142857143,-0.131848151848152,-0.133846153846154,-0.14,-0.194951329937748,-0.00809523809523809,0.0333333333333333,-0.00476190476190476,-0.0325037707390649,-0.2,0.0222222222222222,-0.0541025641025641,-0.144525423728814,0.0657142857142857,0.0956521739130435,0.08,-0.0476094276094276,-0.0633179723502304,-0.0966233766233766,-0.226734693877551
"TrCP",0.0208333333333333,-0.025652841781874,-0.0194800022757012,0.0333333333333333,-0.00952380952380952,-0.00952380952380952,-0.163515506397745,-0.052762817293204,-0.14,0.00833333333333333,-0.130499410301391,-0.114251916097297,-0.116496243614471,-0.13990253411306,-0.121481481481481,-0.130634241430134,0.000697795785889338,0.0524934906211807,0.0524934906211807,0.0574934906211807,-0.0285714285714286,-0.0473113835698214,0.046218487394958,0.046218487394958,0.054950495049505,-0.0524934906211807,-0.00649296536796537,-0.000697795785889338,0.1,-0.00902211813687223,0.121481481481481,0.131980522480384,0.124347826086957,0.14,0.134560712983383,0.133545566199951,0.139388299190279,0.1404004004004,0.136212232866618,0.191278891619682,0.00476190476190476,-0.0298001949317739,0.00153609831029186,0.0244800022757012,0.12,-0.0260964912280702,0.0696783908517693,0.143962638810465,0.0382051282051282,0.0028772378516624,0.0397435897435897,0.0374644256987048,0.0480952380952381,0.0978178104036569,0.218160778188483
"PAK1",0.0208333333333333,-0.025652841781874,-0.0194800022757012,0.0333333333333333,-0.00952380952380952,-0.00952380952380952,-0.163515506397745,-0.052762817293204,-0.14,0.00833333333333333,-0.130499410301391,-0.114251916097297,-0.116496243614471,-0.13990253411306,-0.121481481481481,-0.130634241430134,0.000697795785889338,0.0524934906211807,0.0524934906211807,0.0574934906211807,-0.0285714285714286,-0.0473113835698214,0.046218487394958,0.046218487394958,0.054950495049505,-0.0524934906211807,-0.00649296536796537,-0.000697795785889338,0.1,-0.00902211813687223,0.121481481481481,0.131980522480384,0.124347826086957,0.14,0.134560712983383,0.133545566199951,0.139388299190279,0.1404004004004,0.136212232866618,0.191278891619682,0.00476190476190476,-0.0298001949317739,0.00153609831029186,0.0244800022757012,0.12,-0.0260964912280702,0.0696783908517693,0.143962638810465,0.0382051282051282,0.0028772378516624,0.0397435897435897,0.0374644256987048,0.0480952380952381,0.0978178104036569,0.218160778188483
"EGR1",0.0208333333333333,-0.025652841781874,-0.0194800022757012,0.0333333333333333,-0.00952380952380952,-0.00952380952380952,-0.163515506397745,-0.052762817293204,-0.14,0.00833333333333333,-0.130499410301391,-0.114251916097297,-0.116496243614471,-0.13990253411306,-0.121481481481481,-0.130634241430134,0.000697795785889338,0.0524934906211807,0.0524934906211807,0.0574934906211807,-0.0285714285714286,-0.0473113835698214,0.046218487394958,0.046218487394958,0.054950495049505,-0.0524934906211807,-0.00649296536796537,-0.000697795785889338,0.1,-0.00902211813687223,0.121481481481481,0.131980522480384,0.124347826086957,0.14,0.134560712983383,0.133545566199951,0.139388299190279,0.1404004004004,0.136212232866618,0.191278891619682,0.00476190476190476,-0.0298001949317739,0.00153609831029186,0.0244800022757012,0.12,-0.0260964912280702,0.0696783908517693,0.143962638810465,0.0382051282051282,0.0028772378516624,0.0397435897435897,0.0374644256987048,0.0480952380952381,0.0978178104036569,0.218160778188483
"Csn",-0.12,0.0246753246753247,0.00639575478285156,-0.02,0.0428571428571429,0.00952380952380952,0.0312341635190431,-0.191146931285703,0.0333333333333333,-0.095,-0.0129717952268846,0.042069641277058,-0.125080459921368,0.0141393158842266,-0.0183908045977012,-0.0124982387009263,0.00155665839536807,-0.211409326181539,-0.211409326181539,-0.218127176469447,0.0909090909090909,0.0866785454538812,-0.0953867028493894,-0.0902584977211843,-0.10908797417272,0.211409326181539,0.152527660045528,-0.00155665839536807,0,0.0198664081017022,0.0183908045977012,0.0595122799340939,0.0590909090909091,-0.0333333333333333,0.00973953956990544,0.0661390692640692,-0.00439154882456239,-0.0141393158842266,0.0525974025974026,0.201095051120645,-0.0170906615412455,0.1131,-0.0168335921325052,-0.0186908367500647,0.05,0.1075,0.219844315726402,0.133758765778401,-0.110678210678211,-0.0267580287929125,-0.135353535353535,0.0134265114220703,-0.125101287601288,0.118741028232994,0.309491472058816
