"","TGFR","TGF","Wnt","DSH","SUFU","FUS","NFB","Csn","HEY1","TrCP","LIV1","Csl","Jagged","NOTCHic","NOTCH","GSK3","EGR1","SNAI2","FOXC2","cfos","MEK","ERK","RAF","PI3K","DELTA","RKIP","RAS","SNAI1","SMAD","ILK","STAT","SRC","cMet","SMO","Frizzled","IKK","CD44","Patched","TCFLEF","SHH","AKT","cateninnuc","GLI","Destcompl","TWIST1","AXIN2","CDC42","PAK1","SOSGRB2","cateninmemb","Ecadherin","miR200","ZEB2","ZEB1","KLF4"
"RAF",0.298095238095238,0.304637294170004,-0.1,-0.1,0.1,0.0666666666666667,-0.0428571428571429,0,0.0947348044909021,0,0,0.211111111111111,0.128037836526801,0.22020202020202,0.227894327894328,-0.284712371946415,-0.06,-0.169053156146179,0.0781314470969644,0.11,0.108092443140132,0.127241379310345,0.204545454545455,0.204545454545455,0.204545454545455,-0.295028011204482,0.212237762237762,-0.324504228916869,-0.120641361311998,-0.119651262302097,0.1,0.1,0.105263157894737,-0.0666666666666667,0.1,0.0303571428571429,0.101417004048583,-0.0786666666666667,0.106312108943688,-0.0868633879781421,0.0212662337662338,0.109111091131983,0.0961538461538462,0.371068009085167,-0.169875222816399,0.137376933895921,-0.293333333333333,-0.3,-0.0975238095238095,0.100510258157317,0.030306376082473,0.0472022171188472,-0.129628885700622,-0.129628885700622,-0.135628885700622
"Wnt",0.366666666666667,0.384057971014493,-0.125,0,0,0,-0.133333333333333,-0.1,0.041025641025641,-0.1,0,0.15,0.0772303921568628,0.192857142857143,0.20952380952381,-0.460501567398119,0,0.200344827586207,0.153603238866397,0.0333333333333333,0.0356862745098039,0.0533333333333333,0.340601503759398,0.340601503759398,0.340601503759398,-0.295,0.358783321941217,-0.333229813664596,-0.0591134963227986,-0.0521367521367521,0.1,0.1,0.125,0,0,0.153333333333333,0.130263157894737,-0.00909090909090909,0.140977443609023,-0.00432900432900433,0.153333333333333,0.146937708509685,0.130263157894737,0.467835738414359,-0.135882352941176,0.173939393939394,-0.333333333333333,-0.3,-0.142424242424242,-0.0458898305084746,-0.235467011352141,0.0608080808080808,-0.112290769966523,-0.112290769966523,-0.119607843137255
"GLI",0.352704402515723,0.351057343692194,0.0202656546489564,0,-0.0190476190476191,-0.0190476190476191,0.142982456140351,0.116666666666667,0.0827845517998319,0.0833333333333333,0.1,-0.0269849690539346,0.0194182445166406,-0.0294849690539346,-0.0351992547682203,0.244220179848635,-0.0542857142857143,0.0988689379353825,-0.000154261265909874,0.045952380952381,0.0481336251225754,0.0420562770562771,-0.274747952895843,-0.274747952895843,-0.274747952895843,-0.116825769397765,-0.282866764777031,-0.125029860324987,-0.0830400359457605,-0.083580576486301,-0.12,-0.129677419354839,-0.139433516915814,0.00852130325814537,-0.00967741935483871,-0.149104905119943,-0.143743861743401,0.00239885427855354,-0.146665939665478,0.00116428637731897,-0.156917405119943,-0.148997081327164,-0.124946505712786,-0.21709701355013,-0.176833800984905,-0.170647644927536,-0.353333333333333,-0.353333333333333,-0.247368501704785,-0.231450998035772,-0.243300346328249,0.0542612186575035,-0.107926267281106,-0.107926267281106,-0.103157443157443
"SRC",0.323611111111111,0.329065656565657,-0.005,0,-0.0333333333333333,-0.0333333333333333,0.0833333333333333,0.05,0.051009599470374,0.1,-0.2,-0.105,-0.00547694660079981,-0.100238095238095,-0.103809523809524,-0.111168831168831,0.0666666666666667,0.150336838452195,0.0864098972922502,-0.0393939393939394,-0.0781780064798933,-0.0838383838383839,-0.0570880267000417,-0.0570880267000417,-0.0570880267000417,-0.132486151840991,-0.0540577236697387,-0.225478086775088,-0.0244606448553817,-0.0199561403508772,0.1,0.025,0.005,0.0133333333333333,0.025,-0.091025641025641,0.00991803278688524,0.00962962962962963,0.00625949620151939,0.00080610021786492,-0.102136752136752,0.00737806443418158,0.00991803278688524,0.104425067685937,-0.160298092711886,0.0660801564027371,-0.323611111111111,-0.311111111111111,-0.255714285714286,0.0207768298158958,-0.0968053787171434,0.0697789489093837,-0.102410901467505,-0.102410901467505,0.029328165374677
"KLF4",0.0777575757575758,0.086050258684405,-0.0533059735522116,-0.0333333333333333,0,-0.0333333333333333,-0.12,-0.1,-0.00209320091673033,-0.1,-0.0333333333333333,0.129090909090909,0.0563036663486439,0.14488038277512,0.154158733290584,-0.192005472206531,-0.04,0.135809681053332,0.145760233918129,0.0672727272727273,0.0727305805171178,0.0613903743315508,0.162435897435897,0.162435897435897,0.162435897435897,-0.126973819830963,0.167582956259427,-0.134153733046256,-0.0203478260869565,-0.016,0.0333333333333333,0.0509803921568627,0.0533059735522116,0.0333333333333333,0.0509803921568627,0.134285714285714,0.0593929300739507,0.0333333333333333,0.0617340671976965,0.0365591397849462,0.137989417989418,0.0650964582313204,0.0602025252763495,0.212522252014881,-0.016161220043573,0.156870489800976,-0.0710909090909091,-0.0590909090909091,0.0541452258433391,0.235340909090909,0.197323571523135,0.0709361009361009,-0.0976625386996904,-0.0976625386996904,-0.0703703703703704
"HEY1",0.0777575757575758,0.086050258684405,-0.0533059735522116,-0.0333333333333333,0,-0.0333333333333333,-0.12,-0.1,-0.00209320091673033,-0.1,-0.0333333333333333,0.129090909090909,0.0563036663486439,0.14488038277512,0.154158733290584,-0.192005472206531,-0.04,0.135809681053332,0.145760233918129,0.0672727272727273,0.0727305805171178,0.0613903743315508,0.162435897435897,0.162435897435897,0.162435897435897,-0.126973819830963,0.167582956259427,-0.134153733046256,-0.0203478260869565,-0.016,0.0333333333333333,0.0509803921568627,0.0533059735522116,0.0333333333333333,0.0509803921568627,0.134285714285714,0.0593929300739507,0.0333333333333333,0.0617340671976965,0.0365591397849462,0.137989417989418,0.0650964582313204,0.0602025252763495,0.212522252014881,-0.016161220043573,0.156870489800976,-0.0710909090909091,-0.0590909090909091,0.0541452258433391,0.235340909090909,0.197323571523135,0.0709361009361009,-0.0976625386996904,-0.0976625386996904,-0.0703703703703704
"FOXC2",0.0777575757575758,0.086050258684405,-0.0533059735522116,-0.0333333333333333,0,-0.0333333333333333,-0.12,-0.1,-0.00209320091673033,-0.1,-0.0333333333333333,0.129090909090909,0.0563036663486439,0.14488038277512,0.154158733290584,-0.192005472206531,-0.04,0.135809681053332,0.145760233918129,0.0672727272727273,0.0727305805171178,0.0613903743315508,0.162435897435897,0.162435897435897,0.162435897435897,-0.126973819830963,0.167582956259427,-0.134153733046256,-0.0203478260869565,-0.016,0.0333333333333333,0.0509803921568627,0.0533059735522116,0.0333333333333333,0.0509803921568627,0.134285714285714,0.0593929300739507,0.0333333333333333,0.0617340671976965,0.0365591397849462,0.137989417989418,0.0650964582313204,0.0602025252763495,0.212522252014881,-0.016161220043573,0.156870489800976,-0.0710909090909091,-0.0590909090909091,0.0541452258433391,0.235340909090909,0.197323571523135,0.0709361009361009,-0.0976625386996904,-0.0976625386996904,-0.0703703703703704
"Ecadherin",0.086050258684405,0.091294381650047,-0.0602025252763495,-0.0509803921568627,-0.0333333333333333,-0.0333333333333333,-0.134285714285714,-0.12,0.00126250378125625,-0.1,-0.0333333333333333,0.14488038277512,0.0592784947239299,0.154158733290584,0.159734941469022,-0.197965737107193,-0.0672727272727273,0.139241348723411,0.145989066870074,0.0613903743315508,0.0676325413014315,0.0727305805171178,0.167582956259427,0.167582956259427,0.167582956259427,-0.130344606347817,0.173169548438198,-0.141432214058914,-0.0210742183387725,-0.0203478260869565,0.0509803921568627,0.0533059735522116,0.0593929300739507,0.0333333333333333,0.0533059735522116,0.137989417989418,0.0617340671976965,0.0365591397849462,0.0650964582313204,0.0373465413597494,0.145781625781626,0.0664970184554101,0.0622025252763495,0.218580033934732,-0.0167198792614501,0.160788015574172,-0.0777575757575758,-0.0710909090909091,0.0501978574222864,0.235212703962704,0.0949866679204083,0.0603215757964361,-0.0919753349082212,-0.0919753349082212,-0.0918893577121425
"STAT",0.227272727272727,0.226789635485288,-0.00633116883116883,-0.0142857142857143,0,0.025,0.02,0,0.0426666666666667,0,-0.1,0.0274509803921569,0.017992928622188,0.0139374668786433,0.0168500882378666,-0.0614819759679573,-0.0666666666666667,0.11237811880086,0.0280436264485344,0.00666666666666667,-0.00301075268817204,0.00666666666666667,0.0279983457402812,0.0279983457402812,0.0279983457402812,-0.120883204633205,0.0287446143969976,-0.148888108997422,-0.0437336887112,-0.0471819645732689,0.0142857142857143,0.00178571428571429,0.00633116883116883,-0.0183333333333333,0.00178571428571429,-0.0342857142857143,0.00205766455766456,-0.0253100775193798,0.00111129231791692,-0.0297348562804418,-0.0359806295399516,0.000276965738655898,0.00212948815889992,0.0723050587271501,-0.0650001838907386,0.0563005621829151,-0.227272727272727,-0.227272727272727,-0.119745484400657,0.0284443521888546,-0.0779600557221129,0.0461354157430205,-0.0895015241169087,-0.0895015241169087,-0.00524856407209349
"cfos",0.203641456582633,0.199096002037179,0.123703703703704,0.1,0.0333333333333333,0.0476190476190476,0.0583333333333333,0.0333333333333333,0.0445777111444278,0,0.1,-0.0166666666666667,-0.0126736111111111,-0.0397435897435897,-0.0443589743589744,0.148598484848485,-0.16,0.101837772932663,-0.0248479879756781,0,-0.0249078850405306,-0.0130434782608696,-0.175054466230937,-0.175054466230937,-0.175054466230937,-0.0852680652680653,-0.179932515011425,-0.0994805194805195,-0.0422768390510326,-0.0455026455026455,-0.1,-0.12,-0.123703703703704,-0.0476190476190476,-0.12,-0.0833333333333333,-0.131811811811812,-0.0572964669738863,-0.136762306861317,-0.0634693064800592,-0.093859649122807,-0.139354899453909,-0.131598440545809,-0.190516800299504,-0.149134199134199,-0.158144499178982,-0.20952380952381,-0.214285714285714,-0.198611111111111,-0.226880525656127,-0.242529052766444,0.0389185977421272,-0.0794169645259234,-0.0794169645259234,-0.0962222222222222
"Csn",0.169435166823227,0.177788388780267,-0.168778562525966,-0.15,-0.0142857142857143,-0.0142857142857143,-0.153333333333333,-0.145,0.00476190476190476,-0.02,-0.133333333333333,0.177272727272727,0.0610078836370472,0.194155844155844,0.203771228771229,-0.490675632309524,-0.0266666666666667,0.109358223614315,0.155246217727569,0.0266666666666667,0.0316044372294372,0.0305627705627706,0.397406635872355,0.397406635872355,0.397406635872355,-0.198236922875274,0.406427749116117,-0.211307476210796,-0.0187305501445017,-0.0164169254658385,0.15,0.160344827586207,0.168778562525966,0.0173160173160173,0.160344827586207,0.17,0.175445229192633,0.0183912861332216,0.179625293501314,0.0200306303955167,0.1772,0.182692040344369,0.175328780866577,0.490653345409691,-0.0113417484805984,0.20970835300598,-0.156614654002714,-0.143181818181818,0.00212613859102963,0.0514188038602458,-0.0323958546347999,0.023384233418683,-0.0560082712985939,-0.0560082712985939,-0.0486432521726639
"CD44",-0.00583333333333332,0.00527777777777779,0,0,-0.1,-0.1,0,-0.1,-0.0719298245614035,0,-0.1,-0.2,-0.0907226107226107,-0.185714285714286,-0.190977443609023,0.148214285714286,0.1,0.202202242202242,0.0329166666666667,-0.1,-0.11,-0.12,-0.114285714285714,-0.114285714285714,-0.114285714285714,0.0314814814814815,-0.122857142857143,0.0317650186071239,0.0839002267573696,0.0777777777777778,0.1,0.2,0.1,0.1,0.1,0,0.00666666666666667,0.08,-0.000310077519379845,0.0709090909090909,-0.02,0.00276684555754323,0.00666666666666667,-0.163581796354906,0.00168498168498168,0.03,-0.00666666666666668,-0.0666666666666667,0.0619047619047619,0.0323992673992674,0.000183476278362826,0.0560298638559508,-0.0380952380952381,-0.0380952380952381,0.0904761904761905
"NFB",0.165111111111111,0.168908579465541,0.0904273504273504,0.0888888888888889,0.12,0.12,0.0142857142857143,0.114285714285714,0.111145510835913,0.1,0.1,0.0956709956709957,0.0108042001263094,0.1004329004329,0.104949029465158,-0.218205128205128,-0.00714285714285715,0.215963606439717,-0.072219750148037,-0.00485714285714285,0.00638468720821662,0.00180952380952381,0.080866201443385,0.080866201443385,0.080866201443385,-0.122866750735603,0.0788761516921413,-0.115201877606981,-0.115255770465522,-0.11637101210121,-0.0888888888888889,-0.0888888888888889,-0.0904273504273504,-0.123703703703704,-0.0888888888888889,-0.016988416988417,-0.0921222656815877,-0.127151979565773,-0.0912783838250476,-0.127151979565773,-0.0125439725439725,-0.0913568151975966,-0.0926745414385864,0.121970185765651,-0.234752567693744,-0.122370820668693,-0.161111111111111,-0.161111111111111,-0.125636886333481,-0.252496579430472,-0.311326057979208,0.0207926387724102,-0.0342559271742575,-0.0342559271742575,-0.0337912087912088
"SUFU",-0.0824870615296147,-0.0732168445670901,-0.0907051282051282,-0.0625,-0.0533333333333333,-0.0658333333333333,-0.220857142857143,-0.192857142857143,-0.0722511642364969,-0.15,-0.15,0.252272727272727,0.131169818965944,0.275,0.28531746031746,-0.404808836821194,-0.0323076923076923,0.2445108396514,0.126515449014424,0.0535198135198135,0.0665890235956267,0.0661634916807331,0.373487922912875,0.373487922912875,0.373487922912875,-0.0767791102695374,0.384563872279963,-0.0837810933261562,0.0541446037303893,0.0576088069636457,0.17,0.186666666666667,0.197346278317152,0.0658333333333333,0.0791666666666667,0.240087912087912,0.205616955008881,0.0729040404040404,0.211595215878447,0.0771511446511447,0.251497308061066,0.215431533013997,0.0992553140787342,0.453787198307385,0.0756897241063593,0.348977214607514,0.0941891891891892,0.105,0.20437369647896,0.185563895343922,0.0530005249063195,0.0150258641626782,-0.0310635629639341,-0.0310635629639341,-0.012005769881003
"FUS",-0.0941891891891892,-0.0824870615296147,-0.0791666666666667,-0.05,0.0666666666666667,-0.0533333333333333,-0.192857142857143,-0.15,-0.0710463449593884,-0.1,-0.1,0.227272727272727,0.125706636068082,0.252272727272727,0.275,-0.390412949931734,-0.04,0.23890767551165,0.11931941923775,0.0323076923076923,0.0661634916807331,0.0535198135198135,0.359950805008944,0.359950805008944,0.359950805008944,-0.0608607429225986,0.373487922912875,-0.0733892704982175,0.0576088069636457,0.0582539682539682,0.15,0.17,0.186666666666667,0.0658333333333333,0.0625,0.220857142857143,0.197346278317152,0.0658333333333333,0.205616955008881,0.0729040404040404,0.240087912087912,0.211595215878447,0.0907051282051282,0.441187517286652,0.0771330230754314,0.338438572921332,0.105,0.113333333333333,0.200877192982456,0.184472490159748,0.0565020697054956,0.0139106225269905,-0.0247833697272192,-0.0247833697272192,-0.00541894353369763
"cMet",0.00527777777777779,0.0031501182033097,-0.00666666666666667,-0.1,-0.1,-0.1,0,0,-0.073890608875129,-0.1,-0.1,-0.185714285714286,-0.0972443498530455,-0.190977443609023,-0.197360422332427,0.157891705069124,0.1,0.203662096216841,0.0215242616033755,-0.12,-0.13,-0.11,-0.122857142857143,-0.122857142857143,-0.122857142857143,0.0462962962962963,-0.124743935309973,0.0351548491155984,0.0875365903937333,0.0839002267573696,0.2,0.1,0.00666666666666667,0.08,0,-0.02,-0.000310077519379845,0.0709090909090909,0.00276684555754323,0.0771590909090909,-0.02,-0.000622984950931344,0.00212121212121212,-0.16763585040896,0.00280857719059966,0.0220634920634921,0.00583333333333332,-0.00666666666666668,0.0485714285714286,0.0348903706021144,0.00145574090940608,0.0325923638559508,-0.0148629148629149,-0.0148629148629149,0.0619047619047619
"SHH",0.133333333333333,0.113333333333333,0,0,-0.2,-0.2,0,0,0.0666666666666667,0,0,-0.1,-0.0942857142857143,-0.2,-0.2,0.32051282051282,0,-0.208352490421456,-0.075,-0.1,-0.04,-0.1,-0.25,-0.25,-0.25,0.02,-0.303846153846154,0.0166666666666667,-0.0666666666666667,-0.0666666666666667,-0.1,-0.1,-0.1,0.1,0,-0.1,-0.15,0.0666666666666667,-0.17,-0.0533333333333333,-0.15,-0.186666666666667,-0.05,-0.366493506493506,-0.075,-0.276190476190476,-0.233333333333333,-0.2,-0.25,-0.169462365591398,-0.0658333333333333,0,0,0,0
"Patched",0.113333333333333,0.105,0.05,0,-0.2,-0.1,0.1,0,0.0743589743589744,0,0.1,-0.2,-0.105396825396825,-0.2,-0.227272727272727,0.349084249084249,0.1,-0.220352490421456,-0.095,-0.1,-0.0323076923076923,-0.04,-0.303846153846154,-0.303846153846154,-0.303846153846154,0.0342857142857143,-0.341346153846154,0.039247311827957,-0.0566666666666667,-0.0666666666666667,-0.1,-0.1,-0.15,0.0666666666666667,0,-0.15,-0.17,-0.0533333333333333,-0.186666666666667,-0.0658333333333333,-0.192857142857143,-0.197346278317152,-0.0625,-0.400559440559441,-0.0787037037037037,-0.303463203463203,-0.133333333333333,-0.233333333333333,-0.216666666666667,-0.177795698924731,-0.06292071197411,-0.00714285714285714,0.00833333333333333,0.00833333333333333,-0.0111111111111111
"SMO",0.105,0.0941891891891892,0.0625,0,-0.1,-0.0666666666666667,0.15,0.1,0.0695970695970696,0,0.1,-0.2,-0.11968253968254,-0.227272727272727,-0.252272727272727,0.373356093744443,0.1,-0.230828680897646,-0.108793103448276,-0.04,-0.0535198135198135,-0.0323076923076923,-0.341346153846154,-0.341346153846154,-0.341346153846154,0.0453968253968254,-0.359950805008944,0.058294930875576,-0.0582539682539682,-0.0566666666666667,-0.1,-0.15,-0.17,-0.0533333333333333,-0.05,-0.192857142857143,-0.186666666666667,-0.0658333333333333,-0.197346278317152,-0.0658333333333333,-0.220857142857143,-0.205616955008881,-0.0791666666666667,-0.423815254512929,-0.0787037037037037,-0.324152858635617,-0.113333333333333,-0.133333333333333,-0.200877192982456,-0.181679194070362,-0.0603376861438517,-0.0109403254972875,0.0168079096045198,0.0168079096045198,-0.00277777777777778
