"","TGFR","TGF","Wnt","DSH","SUFU","FUS","NFB","Csn","HEY1","TrCP","LIV1","Csl","Jagged","NOTCHic","NOTCH","GSK3","EGR1","SNAI2","FOXC2","cfos","MEK","ERK","RAF","PI3K","DELTA","RKIP","RAS","SNAI1","SMAD","ILK","STAT","SRC","cMet","SMO","Frizzled","IKK","CD44","Patched","TCFLEF","SHH","AKT","cateninnuc","GLI","Destcompl","TWIST1","AXIN2","CDC42","PAK1","SOSGRB2","cateninmemb","Ecadherin","miR200","ZEB2","ZEB1","KLF4"
"AXIN2",0.360454086091992,0.384546495332916,-0.372354985298049,-0.313333333333333,-0.15,-0.173076923076923,-0.334299516908213,-0.277777777777778,0.0270609641806396,-0.2,-0.266666666666667,0.331228070175439,0.346702428006776,0.370513784461153,0.400243514190883,-0.678302323534589,-0.0266666666666667,0.405783127906733,0.317218901317262,0.0339837398373984,0.0409254091896381,0.0367874781551554,0.52960676321403,0.52960676321403,0.52960676321403,-0.512333490881878,0.554541146416129,-0.566135732783373,-0.0564297216471129,-0.048493213710605,0.313333333333333,0.348217054263566,0.372354985298049,0.182600732600733,0.348217054263566,0.367632850241546,0.389705143026755,0.187957875457875,0.40201463892359,0.190908695130007,0.390966183574879,0.410877587475254,0.38996504819113,0.756113990077957,-0.0592660866291698,0.738194276408819,-0.328595679012346,-0.282916666666667,-0.0517987731451967,0.254229165897338,-0.156774680412228,0.146159046866419,-0.299810652585289,-0.299810652585289,-0.268532606036257
"Destcompl",0.353815696877662,0.368495499833327,-0.343574367221458,-0.311904761904762,-0.144444444444444,-0.147892720306513,-0.331262939958592,-0.309523809523809,0.0327021696252465,-0.266666666666667,-0.283333333333333,0.337555816686251,0.319129439853739,0.361468860164512,0.378502928300785,-0.649840501820355,-0.041025641025641,0.371920249528875,0.290368391406289,0.041025641025641,0.0463656147407963,0.0459436738125263,0.506368700758676,0.506368700758676,0.506368700758676,-0.492614190235285,0.520811400915662,-0.538353897622148,-0.0633792815371763,-0.0592857142857143,0.311904761904762,0.329712981082844,0.34314581690374,0.150749863163656,0.329712981082844,0.348380057075709,0.352474175112695,0.152304267308734,0.359323490181188,0.153658232492486,0.361131734928058,0.36426994607104,0.353036333826282,0.623909806938684,-0.0662838312582558,0.40201463892359,-0.334342012667136,-0.310204081632653,-0.0630044894710559,0.215694699230129,-0.153281430647172,0.111216469798366,-0.261995837187789,-0.261995837187789,-0.240199955441387
"TGFR",0.399285714285714,0.399285714285714,0.034743935309973,0.0428571428571429,0.153333333333333,0.153333333333333,0.208333333333333,0.208333333333333,0.145686461310469,0.233333333333333,0,0.0633333333333333,0.14111038184884,0.0529885057471264,0.0537079302075581,-0.212432527018243,-0.0428571428571429,0.060549629255,0.0363369633025035,0.0691729323308271,0.0536173767752715,0.0536173767752715,-0.0422619047619048,-0.0422619047619048,-0.0422619047619048,-0.226623376623377,-0.0416771094402673,-0.292608519129034,-0.166213599663261,-0.163010752688172,-0.0333333333333333,-0.0233333333333333,-0.0252201257861635,-0.156781609195402,-0.0328571428571428,-0.218859649122807,-0.0278517047335319,-0.159906609195402,-0.0312009870301827,-0.167251241963764,-0.225836393308854,-0.0312895609894386,-0.0379697417615859,0.0654869678290474,-0.282120732832477,-0.0283804906480157,-0.502857142857143,-0.493333333333333,-0.326559454191033,-0.0948655833007168,-0.141110512123344,0.0528582976163621,-0.188198002650746,-0.188198002650746,-0.17961615996513
"TGF",0.502857142857143,0.399285714285714,0.0328571428571428,0,0.133333333333333,0.153333333333333,0.208333333333333,0.233333333333333,0.139716312056738,0.2,0,0.0733333333333333,0.138211831124202,0.0633333333333333,0.0529885057471264,-0.210232038020688,0,0.0628644440698148,0.0324068322981366,0.0428571428571429,0.0536173767752715,0.0691729323308271,-0.0422619047619048,-0.0422619047619048,-0.0422619047619048,-0.219480519480519,-0.0422619047619048,-0.287593769866497,-0.163010752688172,-0.153333333333333,0,-0.0333333333333333,-0.0233333333333333,-0.153333333333333,-0.0428571428571429,-0.208333333333333,-0.0252201257861635,-0.156781609195402,-0.0278517047335319,-0.159906609195402,-0.218859649122807,-0.0312009870301827,-0.034743935309973,0.0664950323451764,-0.27962962962963,-0.0262345679012346,-0.493333333333333,-0.46,-0.330263157894737,-0.0895538050097237,-0.137873714849068,0.0478729603729604,-0.179518757367728,-0.179518757367728,-0.184973302822273
"cateninnuc",0.217570039156246,0.226740344833102,-0.195928138766138,-0.175990675990676,-0.111111111111111,-0.111111111111111,-0.273484848484848,-0.258333333333333,0.00850419694438294,-0.233333333333333,-0.160606060606061,0.318016321406152,0.191529151473193,0.331969809778245,0.341515264323699,-0.417114616170896,-0.0543478260869565,0.292139918671064,0.250320952271772,0.0686335403726708,0.0669090019915304,0.0673677175878607,0.356191466191466,0.356191466191466,0.356191466191466,-0.32247773566384,0.365787425787426,-0.342469765562978,-0.0482378530973347,-0.044008658008658,0.175990675990676,0.187101787101787,0.194710482753961,0.116029143897996,0.188319443113964,0.287484848484849,0.201456514499993,0.119134733960108,0.205713422640396,0.120224058578845,0.295297348484849,0.108834107534072,0.20264750635507,0.466533205616249,0.0370518872745762,0.350253810683876,-0.204351648351648,-0.187428571428571,0.0432856694938253,0.12910761429861,-0.0641683319786067,0.0750406349451082,-0.155698481494736,-0.155698481494736,-0.12556802627977
"MEK",0.304637294170004,0.313396418257596,-0.0961538461538462,-0.1,0.0666666666666667,0.0666666666666667,-0.0303571428571429,-0.0428571428571429,0.0947348044909021,0,-0.1,0.22020202020202,0.131316525051391,0.227894327894328,0.231543962930824,-0.294294681528724,-0.11,-0.166620066121848,0.081735050700568,0.127241379310345,-0.000240890193201272,0.108092443140132,0.212237762237762,0.212237762237762,0.212237762237762,-0.309501695415008,0.22017427017427,-0.330914485327126,-0.123224387142256,-0.120641361311998,0.1,0.105263157894737,0.101417004048583,-0.0786666666666667,0.1,0.0212662337662338,0.106312108943688,-0.0868633879781421,0.109111091131983,-0.0888241722918676,0.0177368220015279,0.110783953585515,0.101048951048951,0.377344159712782,-0.172439325380502,0.140980537499525,-0.298095238095238,-0.293333333333333,-0.0930793650793651,0.099290745962195,0.0273919862828373,0.0561805452922218,-0.143914599986336,-0.143914599986336,-0.12778574844572
"ERK",0.313396418257596,0.318066747927925,-0.101048951048951,-0.1,0.0666666666666667,0.0786666666666667,-0.0212662337662338,-0.0303571428571429,0.0964412891325403,-0.0428571428571429,-0.1,0.227894327894328,0.134027368424885,0.231543962930824,0.236253104205062,-0.29892683411728,-0.127241379310345,-0.164185440332849,0.0839572729227902,0.108092443140132,-0.00497626623776952,-0.000240890193201272,0.22017427017427,0.22017427017427,0.22017427017427,-0.312565762267376,0.226004853232576,-0.337164485327126,-0.122920435774475,-0.123224387142256,0.105263157894737,0.101417004048583,0.106312108943688,-0.0868633879781421,0.0961538461538462,0.0177368220015279,0.109111091131983,-0.0888241722918676,0.110783953585515,-0.0888241722918676,0.0214065467721701,0.112033953585515,0.10430709641236,0.38204164186235,-0.173964984187714,0.144069968393834,-0.304637294170004,-0.298095238095238,-0.101817229157035,0.0986467717211647,0.0247486632481651,0.049807996272614,-0.14249727715169,-0.14249727715169,-0.141739236817813
"TCFLEF",0.374107635463862,0.385697039437372,-0.293984414278532,-0.262745098039216,-0.1,-0.12,-0.159376623376623,-0.123376623376623,-0.00591213880166207,-0.114285714285714,-0.233333333333333,0.301339072214252,0.213714693210346,0.317025346724055,0.331975512837012,-0.365603208986783,-0.0257142857142857,-0.0541184249377927,0.275972439391654,0.018397212543554,0.0133631989381118,0.0174448315911731,0.29709241784332,0.29709241784332,0.29709241784332,-0.296663911466226,0.311941300891941,-0.347520452583214,-0.0546557473700475,-0.0510228601807549,0.258333333333333,0.273333333333333,0.28957264957265,0.12952380952381,0.277745098039216,0.172279849183075,0.29774875020158,0.134362519201229,0.204507054898029,0.134976016133744,0.186410283965684,0.208974408849919,0.302058948440023,0.520964129416393,0.0230138153008464,0.645313797313797,-0.356350626118068,-0.330769230769231,0.012622754491018,0.20861434599507,0.11744116759372,0.0829113858029521,-0.141667552720184,-0.141667552720184,-0.136185383244207
"DSH",0.400248447204969,0.410352976821694,-0.140977443609023,-0.125,0,0.00909090909090909,-0.153333333333333,-0.153333333333333,0.0466620725299337,-0.133333333333333,-0.1,0.20952380952381,0.0925228516353687,0.223249299719888,0.235137411608,-0.49233451403385,-0.0533333333333333,0.213071826554268,0.168533270075498,0.0356862745098039,0.0319268760135633,0.0356862745098039,0.373743951862476,0.373743951862476,0.373743951862476,-0.330489510489511,0.384668321610376,-0.361138716356108,-0.0675423448503952,-0.065655552397565,0.125,0.130263157894737,0.140977443609023,-0.00432900432900433,0.130263157894737,0.165833333333333,0.146937708509685,-0.00755481078061723,0.150747232319209,-0.00816830771313257,0.171580459770115,0.154041978534703,0.146859796550199,0.494745147773097,-0.143481137135705,0.193584178553269,-0.384057971014493,-0.366666666666667,-0.157649667405765,-0.0513842497131411,-0.249217264610735,0.0651144832471052,-0.137043245214048,-0.137043245214048,-0.13435587827364
"RKIP",0.298095238095238,0.304637294170004,-0.1,-0.1,0.1,0.0666666666666667,-0.0428571428571429,0,0.0947348044909021,0,0,0.211111111111111,0.128037836526801,0.22020202020202,0.227894327894328,-0.284712371946415,-0.06,-0.169053156146179,0.0781314470969644,0.11,0.108092443140132,0.127241379310345,0.204545454545455,0.204545454545455,0.204545454545455,-0.295028011204482,0.212237762237762,-0.324504228916869,-0.120641361311998,-0.119651262302097,0.1,0.1,0.105263157894737,-0.0666666666666667,0.1,0.0303571428571429,0.101417004048583,-0.0786666666666667,0.106312108943688,-0.0868633879781421,0.0212662337662338,0.109111091131983,0.0961538461538462,0.371068009085167,-0.169875222816399,0.137376933895921,-0.293333333333333,-0.3,-0.0975238095238095,0.100510258157317,0.030306376082473,0.0472022171188472,-0.129628885700622,-0.129628885700622,-0.135628885700622
