"","FOXC2","miR200","NOTCHic","NOTCH","HEY1","LIV1","Csl","SMAD","Patched","SHH","Csn","TWIST1","RAF","PI3K","NFB","cfos","STAT","Frizzled","SNAI1","SRC","CD44","ZEB1","ZEB2","Ecadherin","PAK1","TGF","TGFR","SOSGRB2","cMet","CDC42","TCFLEF","cateninnuc","cateninmemb","Wnt","GLI","ERK","SNAI2","AXIN2","MEK","RKIP","DSH","IKK","AKT","RAS","EGR1","DELTA","ILK","KLF4","TrCP","Jagged","SMO","FUS","Destcompl","SUFU","GSK3"
"SRC",0.160037348272642,0.0391187234665496,-0.0252380952380952,-0.0288095238095238,-0.0450430321085733,0,-0.03,-0.0257586533902323,-0.0992592592592593,-0.105141612200436,0.05,0.210554502968296,-0.0837380058406341,-0.0837380058406341,0.05,0.139393939393939,-0.1,-0.275,0.0449911712374785,-0.275,-0.280245901639344,0.110916442048518,-0.110916442048518,0.257970390176273,-0.111111111111111,-0.0858838383838384,-0.0986111111111111,-0.0542857142857143,0.295,-0.0986111111111111,0.265611755297881,0.255992068496986,0.306147657536297,0.295,0.280245901639344,-0.161616161616162,-0.325536126262741,0.328101491776106,-0.174823708785973,-0.130465949820789,0.2,-0.0576923076923077,-0.0688034188034188,0.0897986119012402,-0.166666666666667,0.0837380058406341,0.0302631578947368,-0.00891472868217054,-0.1,-0.0844354269583627,0.0733333333333333,0.0333333333333333,0.131559165472209,0.0333333333333333,-0.0917748917748918
"Jagged",0.214285714285714,0.0345454545454546,-0.08,-0.08,-0.1,0,-0.1,-0.00476190476190476,0.00833333333333333,-0.0147435897435897,0,0.146,-0.0333333333333333,-0.0333333333333333,0,0.2,0,0,0.125,0,-0.0830769230769231,0.109903381642512,-0.109903381642512,0.0933333333333333,0,-0.00888888888888889,0.0111111111111111,-0.02,0.06,0,0.08004662004662,0.0767499167499167,0.0930071337113591,0.06,0.0830769230769231,-0.18,-0.237305178481649,0.0728571428571429,-0.213333333333333,-0.143589743589744,0,-0.0333333333333333,-0.0222222222222222,0.0606060606060606,-0.1,0.0333333333333333,0,-0.105555555555556,0,-0.0433766233766234,-0.0333333333333333,0,0.0763706563706564,0,0.0103448275862069
"DELTA",0.214285714285714,0.0345454545454546,-0.08,-0.08,-0.1,0,-0.1,-0.00476190476190476,0.00833333333333333,-0.0147435897435897,0,0.146,-0.0333333333333333,-0.0333333333333333,0,0.2,0,0,0.125,0,-0.0830769230769231,0.109903381642512,-0.109903381642512,0.0933333333333333,0,-0.00888888888888889,0.0111111111111111,-0.02,0.06,0,0.08004662004662,0.0767499167499167,0.0930071337113591,0.06,0.0830769230769231,-0.18,-0.237305178481649,0.0728571428571429,-0.213333333333333,-0.143589743589744,0,-0.0333333333333333,-0.0222222222222222,0.0606060606060606,-0.1,0.0333333333333333,0,-0.105555555555556,0,-0.0433766233766234,-0.0333333333333333,0,0.0763706563706564,0,0.0103448275862069
"SMO",-0.021551724137931,0.0308921036769138,0.0606060606060606,0.0706060606060606,0.0388278388278388,0.1,0.0333333333333333,0.0479365079365079,0.0283333333333333,0.000555555555555554,-0.1,-0.000599128540305012,0.186057692307692,0.186057692307692,-0.1,0.04,0.1,-0.05,-0.0192012288786482,0.05,-0.0188888888888889,0.0800847457627119,-0.0800847457627119,0.0801443373657038,0.0666666666666667,0.0783333333333333,0.0783333333333333,0.0535087719298246,-0.00333333333333333,0.0866666666666667,0.0198597626752967,0.0183560032768004,0.00369175627240143,0.1,0.122222222222222,-0.0323076923076923,0.15256048166393,-0.155097775787431,-0.0232167832167832,0.0109523809523809,0,0.0857142857142857,0.0897142857142857,-0.179080948121646,-0.1,-0.186057692307692,-0.04,-0.0694444444444444,0,0.00791005291005292,-0.0533333333333333,0.0666666666666667,-0.27052172633568,0.1,-0.247672392332587
"SUFU",-0.00777674699283504,0.0234571594389956,0.0751515151515151,0.0751515151515151,0.0501775856411791,0.05,0.0706060606060606,0.0479841872928366,-0.00247474747474748,-0.00286084786084786,-0.0857142857142857,0.00698331869885945,0.172530729781034,0.172530729781034,-0.0897142857142857,0.0232167832167832,0.00333333333333333,-0.122222222222222,-0.00660921962147231,-0.0188888888888889,-0.0183560032768004,0.0798772830319096,-0.0798772830319096,0.0789124481962273,0.0783333333333333,0.0866110621511604,0.0836524822695035,0.0727395411605938,0.0198597626752967,0.0783333333333333,0.0159103511028874,0.0130970518701508,0.000341833377027454,0.122222222222222,0.120363486162743,-0.0266650590788522,0.148819752714111,-0.141494273089131,-0.0338991016320437,-0.00195736026369311,0.1,0.0897142857142857,0.0823317353787153,-0.170631995603819,-0.0323076923076923,-0.172530729781034,-0.0472913466461854,-0.0701708604648626,0.1,0.00548324353478462,-0.000555555555555554,-0.0283333333333333,-0.262302616295594,-0.0533333333333333,-0.236588316019942
"FUS",-0.01497277676951,0.0308921036769138,0.0706060606060606,0.0751515151515151,0.0489727663640707,0.1,0.0606060606060606,0.0472913466461854,0.000555555555555554,-0.00247474747474748,-0.1,0.00306579292566357,0.179080948121646,0.179080948121646,-0.0857142857142857,0.0323076923076923,0.05,-0.1,-0.00882387038808219,0.00333333333333333,-0.0198597626752967,0.0745632733700738,-0.0745632733700738,0.0785005017492654,0.0866666666666667,0.0836524822695035,0.0783333333333333,0.0650472334682861,0.0188888888888889,0.0783333333333333,0.0183560032768004,0.0159103511028874,0.00238821809735488,0.122222222222222,0.122222222222222,-0.0232167832167832,0.149149350604684,-0.144538769576251,-0.0266650590788522,0.00579774177712322,0.05,0.0897142857142857,0.0897142857142857,-0.172530729781034,-0.04,-0.179080948121646,-0.0479365079365079,-0.0743624772313297,0.1,0.00429559507872762,-0.0283333333333333,-0.0533333333333333,-0.265120266481665,0.0666666666666667,-0.24198677360349
"TWIST1",0.197826282869419,0.0285742235265346,-0.0290598290598291,-0.0318900177390743,-0.0668529210902092,-0.133333333333333,-0.0111111111111111,-0.0681296508029181,-0.20041400304414,-0.196965727182071,-0.05,0.126910074098289,-0.0810678624910124,-0.0810678624910124,-0.0269230769230769,-0.0515942028985507,-0.119047619047619,-0.0968253968253968,0.0740942285222311,-0.0968253968253968,-0.0775141091213893,0.0260997839945208,-0.0260997839945208,0.0646700498310247,-0.0933333333333333,-0.0879145720419972,-0.0876867816091954,0.00123217743355043,0.0819317798041202,-0.0864367816091954,0.0785860846190922,0.0804837269422665,0.107798528469146,0.083141186299081,0.079141186299081,0.0305415713196034,-0.37543937038581,0.134192366773012,0.0310390837574143,-0.0328292219596567,0.119047619047619,0.0173992673992674,0.0157043521450301,0.0762733419430672,0.0733333333333333,0.0810678624910124,0.0677996177996178,-0.0320304356889723,0.1,0.00333008954759426,0.218222222222222,0.222222222222222,0.201925774834124,0.233333333333333,0.208127473940396
"ZEB2",-0.159114219114219,-0.122298342080883,-0.109435897435897,-0.105610760823876,-0.102771260997067,-0.1,-0.0974358974358975,-0.0912382550462248,-0.0899477351916377,-0.0890386442825467,-0.0888888888888889,-0.0882673195270579,-0.0848268398268398,-0.0848268398268398,-0.0763888888888889,-0.0675438596491228,-0.06,-0.0460606060606061,-0.0413936726919693,-0.0333333333333333,-0.0299220272904483,-0.000675226905836553,0.000675226905836553,0.0095405776299767,0.0233766233766234,0.023397237682952,0.0249845392702536,0.0268498168498168,0.0280701754385965,0.0324675324675325,0.0334431540510117,0.0364301670380247,0.0376216696194949,0.0409324009324009,0.042767263317722,0.0546406338426712,0.0556804098529394,0.0598947663851899,0.0643967314036468,0.0673752012882448,0.0727272727272727,0.0741666666666667,0.080708722741433,0.0816148483921503,0.0833333333333333,0.0848268398268398,0.0918480111437858,0.0976073946142247,0.1,0.101576231354513,0.102142857142857,0.110714285714286,0.112964717668111,0.125,0.210045099288004
"TGFR",-0.0596840841899699,-0.039179572744645,0.0270114942528736,0.0119035805838088,0.0634458269580531,-0.1,0.0166666666666667,0.0513389201392875,0.0238433908045977,0.0323179670757841,0.141666666666667,0.0133656254118888,-0.0577380952380952,-0.0577380952380952,0.127380952380952,0.214786967418546,-0.166666666666667,-0.152857142857143,-0.0711232036935979,-0.176666666666667,-0.150301224760013,-0.0154458186632963,0.0154458186632963,0.0740656657612271,0.14,0.0433434650455927,0.0447619047619048,0.0528752436647173,0.163459119496855,0.13047619047619,0.139296440071018,0.134070576474915,0.135295084970794,0.139649595687332,0.127391531171203,-0.199231411862991,-0.243535293468159,0.196651490034895,-0.217039631041073,-0.0559307359307359,0.142857142857143,-0.127380952380952,-0.134357696566999,0.060077276524645,-0.20952380952381,0.0577380952380952,-0.0531182795698925,0.0209273182957393,-0.166666666666667,-0.103359586775096,-0.0332183908045977,-0.0366666666666667,0.0479926095223702,-0.0866666666666667,-0.170793161689769
"TGF",-0.0644875776397515,-0.0406458484044691,0.0166666666666667,0.0270114942528736,0.0529980657640232,0,0.0266666666666667,0.0531182795698925,0.0332183908045977,0.0238433908045977,0.166666666666667,0.0187037037037037,-0.0613095238095238,-0.0613095238095238,0.141666666666667,0.20952380952381,-0.1,-0.142857142857143,-0.0761379529561348,-0.166666666666667,-0.163459119496855,-0.022615629984051,0.022615629984051,0.073554592507394,0.14,0.0447619047619048,0.13047619047619,0.056578947368421,0.176666666666667,0.14,0.150301224760013,0.139296440071018,0.142223491437306,0.152857142857143,0.139649595687332,-0.214786967418546,-0.250942700875566,0.204805996472663,-0.199231411862991,-0.0502164502164502,0.1,-0.127380952380952,-0.127380952380952,0.0577380952380952,-0.266666666666667,0.0613095238095238,-0.0466666666666667,0.0280701754385965,-0.2,-0.107707412862052,-0.0366666666666667,-0.0866666666666667,0.0500087385546283,-0.0666666666666667,-0.172015655577299
"SHH",0.025,-0.0333333333333333,0,-0.0333333333333333,-0.0666666666666667,0,0.1,-0.05,0.0666666666666667,-0.0533333333333333,0,0.025,-0.2,-0.2,0,-0.1,-0.1,0,0.0166666666666667,-0.1,-0.05,-0.05,0.05,-0.0822222222222222,-0.2,-0.0866666666666667,-0.0666666666666667,-0.05,0.1,-0.166666666666667,0.00333333333333333,-0.0188888888888889,0.00186379928315412,0,-0.05,0.1,-0.184750957854406,0.219047619047619,0.04,0.02,0,-0.1,-0.1,0.192307692307692,0,0.2,0.0666666666666667,0.1,0,-0.0371428571428572,-0.1,-0.2,0.284415584415584,-0.2,0.256410256410256
"miR200",-0.0353483372995568,-0.0673808683893347,0.00463054187192118,0.00406557012050875,-0.00169491525423729,0.1,0.00463054187192118,0.000682442366909868,0.0120675105485232,0.0120675105485232,-0.02,-0.0993865030674847,0.114825870646766,0.114825870646766,-0.0252631578947368,-0.0342857142857143,0.08,0.076,-0.0283026233026233,0.0756521739130435,0.0759370291116509,-0.0552329749103943,0.0552329749103943,-0.00319968817564972,-0.0125,-0.00892631246046806,-0.00892631246046806,-0.0105867182462927,-0.0770606246172688,-0.0105392156862745,-0.0751433783180001,-0.0755979237725455,-0.0868816249800671,-0.0774084507042253,-0.0763095496053243,0.0342857142857143,0.117501917668551,-0.11809825906727,0.0336054421768707,0.0266023955594508,-0.08,0.022406015037594,0.022406015037594,-0.11507524720537,0.0142857142857143,-0.114825870646766,0.000884955752212389,0.0598861283643892,0,0.00979744265963398,-0.0133333333333333,-0.02,-0.145276567525729,-0.02,-0.0733886956938639
"Patched",0.025,-0.0119047619047619,-0.0333333333333333,-0.0606060606060606,-0.0435897435897436,-0.1,0,-0.04,-0.0533333333333333,-0.0283333333333333,0,0.00648148148148148,-0.192307692307692,-0.192307692307692,0.1,-0.1,-0.1,0,0.0263440860215054,-0.1,-0.00333333333333333,-0.075,0.075,-0.0812513484358145,-0.166666666666667,-0.0783333333333333,-0.0866666666666667,-0.0166666666666667,0.05,-0.0666666666666667,-0.0188888888888889,-0.0198597626752967,-0.00369175627240143,-0.05,-0.1,0.04,-0.162084291187739,0.182683982683983,0.0323076923076923,0.00571428571428572,0,-0.1,-0.0857142857142857,0.186057692307692,0.1,0.192307692307692,0.05,0.0444444444444444,0,-0.0186243386243386,-0.0666666666666667,-0.1,0.276723276723277,-0.2,0.256410256410256
"NOTCH",-0.224489795918367,-0.0288311688311688,0.08,-0.0296774193548387,0.104347826086957,0,0.08,0.00142857142857143,0.0147435897435897,0.0265082956259427,0,-0.154474576271186,0.0606060606060606,0.0606060606060606,-0.0333333333333333,-0.18,0,0.06,-0.132692307692308,0.06,0.08004662004662,-0.0950885668276973,0.0950885668276973,-0.088494623655914,0,-0.00724014336917563,0.00888888888888889,-0.00631578947368421,-0.0830769230769231,-0.0111111111111111,-0.0767499167499167,-0.0722601208315494,-0.0914364530830868,-0.0830769230769231,-0.08004662004662,0.213333333333333,0.241008882185353,-0.0822911051212938,0.199047619047619,0.160831122900088,0,0.0222222222222222,0.0222222222222222,-0.0620553359683794,0.2,-0.0606060606060606,-0.00476190476190476,0.109903381642512,0,0.0396729196729197,0.00833333333333333,0.0333333333333333,-0.0838472918846751,0,-0.0239811912225705
"ZEB1",-0.107752293624011,0.00309074333453451,-0.118259803921569,-0.116606911359585,-0.104090063649649,-0.166666666666667,-0.110416666666667,-0.093322483758716,-0.114438502673797,-0.114794374559918,-0.0466666666666667,0.0154440705697131,-0.18110801310005,-0.18110801310005,-0.0414035087719298,-0.0213333333333333,-0.128205128205128,-0.121022067363531,-0.0123687760780621,-0.111131957473421,-0.105249604532244,-0.100670212728154,0.100670212728154,0.0324728071383108,0.0367816091954023,0.0351519781497796,0.0355456789371811,-0.00214424951267056,0.105249604532244,0.0411294352823588,0.108707051340755,0.111544624726274,0.129203673703295,0.1152528365943,0.115596479205984,0.0130980392156863,-0.0881521429498492,0.141877726839745,0.0205870259998273,0.0246334580957405,0.138095238095238,0.0397641645096347,0.0426213073667776,0.176856044596113,0.0333333333333333,0.18110801310005,0.093322483758716,0.0910210482045942,0.0666666666666667,0.0826587567423355,0.124242424242424,0.133333333333333,0.222732823350932,0.158333333333333,0.215652193028439
"NOTCHic",-0.2325543120474,-0.0166924405074694,-0.0296774193548387,-0.019151103565365,0.0997324414715719,0,0.08,0.00646454265159301,0.0265082956259427,0.0232824891743298,-0.0333333333333333,-0.156361368724017,0.0620553359683794,0.0620553359683794,-0.0222222222222222,-0.213333333333333,0.06,0.0830769230769231,-0.138512413512414,0.0830769230769231,0.0767499167499167,-0.101755233494364,0.101755233494364,-0.0877289268718405,-0.0111111111111111,-0.00660320069401639,-0.00724014336917563,0.00277511961722488,-0.08004662004662,0.00888888888888889,-0.0722601208315494,-0.0675272964040685,-0.0867711386814641,-0.08004662004662,-0.0768208135950071,0.199047619047619,0.241610084590162,-0.0836799940101827,0.221904761904762,0.170690277829666,-0.06,0.0222222222222222,0.0338501291989664,-0.0674740551802021,0.18,-0.0620553359683794,-0.00142857142857143,0.0956176673567978,0,0.0390106680172905,-0.0147435897435897,0.00833333333333333,-0.0875139585513417,0.0333333333333333,-0.0297663151895127
"Csl",-0.236577300553147,-0.0182174949737004,-0.019151103565365,-0.0182420126562741,0.104307604870265,0.06,-0.0296774193548387,0.00257565376270412,0.0232824891743298,0.0250066271053643,-0.0222222222222222,-0.156135635089705,0.0674740551802021,0.0674740551802021,-0.0222222222222222,-0.199047619047619,0.0830769230769231,0.08004662004662,-0.139302927346406,0.08004662004662,0.0722601208315494,-0.110595012499889,0.110595012499889,-0.0887754384997474,0.00888888888888889,-0.00773698754208895,-0.00660320069401639,-0.00779398607383203,-0.0767499167499167,-0.00724014336917563,-0.0675272964040685,-0.06472569548926,-0.0840188451034824,-0.0768208135950071,-0.0719821039175878,0.221904761904762,0.239447519340349,-0.0813663693315194,0.22407867494824,0.173916084281279,-0.0830769230769231,0.0338501291989664,0.0361757105943152,-0.066738761062555,0.213333333333333,-0.0674740551802021,-0.00646454265159301,0.104189095928226,0.0333333333333333,0.0343231680172905,-0.0265082956259427,-0.0147435897435897,-0.0879405277164849,0.00833333333333333,-0.0334482003146968
"cfos",-0.295904898544784,-0.0148629148629149,-0.0576923076923077,-0.0407692307692308,-0.00254872563718141,0.1,-0.05,0.00589691073562041,0.0589861751152074,0.0552824714115037,-0.0333333333333333,-0.235307359307359,0.189052287581699,0.189052287581699,-0.0333333333333333,-0.24,0.2,0.24,-0.187582881253767,0.24,0.228188188188188,-0.125583227641339,0.125583227641339,-0.215231754201524,-0.0142857142857143,-0.0230837789661319,-0.0215686274509804,-0.0319444444444444,-0.236296296296296,0,-0.219277297099079,-0.211869889691672,-0.259885372464452,-0.236296296296296,-0.228401559454191,0.244347826086957,0.399917843713464,-0.280771756978654,0.283330876934414,0.211678321678322,-0.2,0.0458333333333333,0.0668859649122807,-0.198808385142675,0.08,-0.189052287581699,-0.00105820105820106,0.11584126984127,0,0.0849305555555556,-0.0428571428571429,-0.00952380952380952,-0.315044786932754,0.0333333333333333,-0.149905303030303
"CDC42",-0.295904898544784,-0.0148629148629149,-0.0576923076923077,-0.0407692307692308,-0.00254872563718141,0.1,-0.05,0.00589691073562041,0.0589861751152074,0.0552824714115037,-0.0333333333333333,-0.235307359307359,0.189052287581699,0.189052287581699,-0.0333333333333333,-0.24,0.2,0.24,-0.187582881253767,0.24,0.228188188188188,-0.125583227641339,0.125583227641339,-0.215231754201524,0.0857142857142857,-0.0230837789661319,-0.0215686274509804,-0.0319444444444444,-0.236296296296296,0,-0.219277297099079,-0.211869889691672,-0.259885372464452,-0.236296296296296,-0.228401559454191,0.244347826086957,0.399917843713464,-0.280771756978654,0.283330876934414,0.211678321678322,-0.2,0.0458333333333333,0.0668859649122807,-0.198808385142675,0.18,-0.189052287581699,-0.00105820105820106,0.11584126984127,0,0.0849305555555556,-0.0428571428571429,-0.00952380952380952,-0.315044786932754,0.0333333333333333,-0.149905303030303
"TrCP",-0.304180760613749,-0.0174009859289047,-0.0407692307692308,-0.0352747252747253,0.00186303906870094,0.2,-0.0576923076923077,0.00267110428400751,0.0552824714115037,0.0552824714115037,-0.0333333333333333,-0.235307359307359,0.198808385142675,0.198808385142675,-0.0458333333333333,-0.244347826086957,0.24,0.236296296296296,-0.190685506552097,0.236296296296296,0.219277297099079,-0.136837246933944,0.136837246933944,-0.217653899530244,0,-0.024723123228427,-0.0230837789661319,-0.0408553355335533,-0.228188188188188,-0.0215686274509804,-0.211869889691672,-0.208007820726155,-0.256771819350899,-0.228401559454191,-0.219133266771264,0.283330876934414,0.397386198143844,-0.275740310437773,0.295330876934414,0.222175559247382,-0.24,0.0668859649122807,0.0742933723196881,-0.19926293059722,0.24,-0.198808385142675,-0.00589691073562041,0.130595368201926,0.0333333333333333,0.0775685923653715,-0.0589861751152074,-0.0428571428571429,-0.317150050090648,-0.00952380952380952,-0.156450757575758
"PAK1",-0.304180760613749,-0.0174009859289047,-0.0407692307692308,-0.0352747252747253,0.00186303906870094,0.2,-0.0576923076923077,0.00267110428400751,0.0552824714115037,0.0552824714115037,-0.0333333333333333,-0.235307359307359,0.198808385142675,0.198808385142675,-0.0458333333333333,-0.244347826086957,0.24,0.236296296296296,-0.190685506552097,0.236296296296296,0.219277297099079,-0.136837246933944,0.136837246933944,-0.217653899530244,0,-0.024723123228427,-0.0230837789661319,-0.0408553355335533,-0.228188188188188,-0.0215686274509804,-0.211869889691672,-0.208007820726155,-0.256771819350899,-0.228401559454191,-0.219133266771264,0.283330876934414,0.397386198143844,-0.275740310437773,0.295330876934414,0.222175559247382,-0.24,0.0668859649122807,0.0742933723196881,-0.19926293059722,0.24,-0.198808385142675,-0.00589691073562041,0.130595368201926,0.0333333333333333,0.0775685923653715,-0.0589861751152074,-0.0428571428571429,-0.317150050090648,-0.00952380952380952,-0.156450757575758
"RAS",-0.195873015873016,0.0584923076923077,0.0447368421052632,0.0390764647467726,-0.0956521739130435,0,0.05,-0.0934446505875077,-0.112666666666667,-0.100802259887006,-0.1,-0.095253682487725,0.214358974358974,0.214358974358974,-0.133333333333333,-0.11,-0.1,-0.1,-0.231091445427729,-0.1,-0.0471839799749687,-0.147816642120766,0.147816642120766,-0.219050778853483,-0.14,-0.115049504950495,-0.12,-0.0645021645021645,0.0705882352941176,-0.12,0.0348762876672764,0.0317601403584945,-0.137897116168553,0.0705882352941176,0.0497549019607843,0.115263157894737,-0.198524574981043,0.0800790513833992,0.117223942208462,0.122220125786164,0.1,0.14,0.14,-0.325897435897436,0.06,-0.214358974358974,0.0995670995670996,0.146785714285714,0,0.0939720086733688,0.116666666666667,0.1,-0.324533072207491,0.1,-0.343410852713178
"Frizzled",-0.332343470483005,-0.00855113636363636,0.144047619047619,0.134243697478992,0.0096126568466994,-0.1,0.135714285714286,0.000219015932991155,-0.017965367965368,-0.00828794861052926,-0.133333333333333,-0.146218487394958,0.222658920027341,0.222658920027341,-0.153333333333333,-0.2,-0.1,-0.075,-0.230917874396135,-0.075,-0.0520676691729323,-0.172046157269959,0.172046157269959,-0.241953712429716,-0.1,-0.091304347826087,-0.0846376811594203,0.0242424242424242,0.0592105263157895,-0.0933333333333333,0.0487564108947866,0.0501849823233581,-0.10773204196933,0.0592105263157895,0.0520676691729323,0.205882352941176,0.0677727618840422,0.101606765327696,0.198474945533769,0.267142857142857,0,0.140833333333333,0.140833333333333,-0.22502112475175,0.2,-0.222658920027341,0.000715563506261181,0.174789915966387,0.1,-0.00570558526440879,0.0227272727272727,0.05,-0.307456669913411,0,-0.320417972831766
"IKK",-0.398730158730159,-0.0210479375696767,0.104329004329004,0.112265512265512,0.0929824561403509,0.1,0.109090909090909,0.0878987898789879,0.118518518518519,0.125415070242656,-0.1,-0.349411764705882,0.203327283726558,0.203327283726558,-0.114285714285714,-0.0928571428571429,0.1,0.111111111111111,-0.188903025162567,0.111111111111111,0.124957264957265,-0.181438596491228,0.181438596491228,-0.202787770583732,0.1,0.0801777777777778,0.0777777777777778,0.0369747899159664,-0.126495726495726,0.0777777777777778,-0.118742575691728,-0.116210930122108,-0.194510489510489,-0.126495726495726,-0.124957264957265,0.112857142857143,0.421977795684484,-0.154047619047619,0.132857142857143,0.180418943533698,-0.1,0.0476190476190476,0.0503217503217503,-0.21177798795191,0.05,-0.203327283726558,-0.0888888888888889,0.176923076923077,0.2,0.0189690721649485,-0.1,-0.12,-0.323426932810687,-0.1,-0.378791208791209
"SOSGRB2",-0.293455433455433,0.0324830028507278,-0.0881118881118881,-0.0895203388161135,-0.205397727272727,0,-0.0727272727272727,-0.198545755319949,-0.197747747747748,-0.183794259375655,-0.2,-0.242057971014493,0.25969868173258,0.25969868173258,-0.233333333333333,0.0126984126984127,0,0.0428571428571429,-0.284063965884861,0.0428571428571429,0.12111801242236,-0.195739348370927,0.195739348370927,-0.369461666734156,-0.114285714285714,-0.108311900865092,-0.11043956043956,-0.236388888888889,-0.0906832298136646,-0.114285714285714,-0.131644328211834,-0.132217941978564,-0.322139191139191,-0.0845238095238095,-0.114958592132505,-0.0045903045903046,-0.180811370459433,-0.111736798679868,0.00753090753090752,0.0896929824561403,0,0.249122807017544,0.253289473684211,-0.281493553527452,-0.0904761904761905,-0.25969868173258,0.203440860215054,0.18859649122807,0.1,0.257123128669587,0.216666666666667,0.2,-0.400312625480411,0.2,-0.380972656765083
"cMet",-0.317737341772152,0.0585341183574879,-0.0195488721804511,-0.0301871700527916,-0.10264877880977,-0.1,-0.0142857142857143,-0.0990888476602762,-0.0909090909090909,-0.0690340909090909,-0.2,-0.314901428159855,0.193333333333333,0.193333333333333,-0.2,-0.07,0,0.15,-0.278338694708008,0.05,0.244883720930233,-0.20995670995671,0.20995670995671,-0.372697747990772,-0.113333333333333,-0.116761229314421,-0.118888888888889,-0.00476190476190476,-0.21,-0.113333333333333,-0.254114490161002,-0.252984546658177,-0.36745753653227,-0.21,-0.241818181818182,0.09,-0.0294855023322177,-0.262857142857143,0.102727272727273,0.123333333333333,-0.1,0.22,0.2325,-0.214088050314465,0.05,-0.193333333333333,0.100907029478458,0.0968253968253968,0.1,0.181219215567042,0.1,0.1,-0.303572387185833,0.1,-0.210925499231951
