"","Ecadherin","cateninmemb","ZEB1","FOXC2","TWIST1","RAF","PI3K","DELTA","Frizzled","DSH","TCFLEF","CD44","SMO","FUS","AXIN2","NOTCHic","NOTCH","Csl","PAK1","CDC42","TGF","TGFR","SNAI2","Jagged","SOSGRB2","AKT","IKK","NFB","Csn","EGR1","ERK","MEK","cfos","HEY1","TrCP","LIV1","SMAD","ILK","Destcompl","SUFU","Patched","SHH","STAT","SRC","cMet","RAS","Wnt","cateninnuc","miR200","GLI","SNAI1","RKIP","GSK3","ZEB2","KLF4"
"miR200",-0.263021646170801,-0.242035063504993,-0.100138888888889,-0.0229052248564444,-0.106325453687417,-0.125174129353234,-0.125174129353234,-0.125174129353234,-0.112,-0.1,-0.11282550374712,-0.111635027556644,-0.02,-0.02,-0.0781634231757203,0.00571428571428572,0.00627925746569815,0.00226600985221675,-0.0333333333333333,0.0313725490196078,0.0384055572716709,0.0378241619228337,0.127504531358365,-0.0281203867977304,0.0440973565441651,-0.0300070932047099,-0.0281203007518797,-0.0252631578947368,-0.02,-0.0142857142857143,-0.00974025974025974,-0.0117810760667904,-0.0142857142857143,-0.00336158192090395,0,0.1,-0.00427517983209164,-0.00458865945591609,0.132719398222554,0.02,0.0212658227848101,0.020178866263071,0.1,0.11304347826087,0.111635027556644,0.12492475279463,0.110591549295775,0.112977018898636,-0.000519152188611576,0.110591549295775,-0.00161098161098161,-0.00153138635228483,0.0624708212977286,0.100138888888889,0.1
"PI3K",0.0803983766309277,0.102242552537011,-0.111607997792817,0.0836887340301974,0.144858523119393,0.121766233766234,0.121766233766234,0.121766233766234,0.166666666666667,0.2,0.171987982540672,0.172552954292085,0.0166666666666667,0,0.110285714285714,-0.0769230769230769,-0.0801488833746898,-0.1,0,-0.0411764705882353,-0.0339894787183166,-0.0331764705882353,-0.069991764001198,0.0775438596491228,-0.133076923076923,0.109954751131222,0.117647058823529,0.1,0.0333333333333333,-0.0333333333333333,-0.0156862745098039,-0.0206043072966892,-0.0333333333333333,0.0164732788484176,0,-0.1,0.0310101640656262,0.0254101640656262,-0.218348916988276,0,-0.00897435897435897,-0.0117521367521368,-0.2,-0.166666666666667,-0.171014492753623,-0.112177192670343,-0.171014492753623,-0.173018910375724,0.045663323532176,-0.172552954292085,-0.0363083735909823,-0.0322236586942469,-0.121488696488696,0.111607997792817,0.109210526315789
"ILK",0.0803983766309277,0.102242552537011,-0.111607997792817,0.0836887340301974,0.144858523119393,0.121766233766234,0.121766233766234,0.121766233766234,0.166666666666667,0.2,0.171987982540672,0.172552954292085,0.0166666666666667,0,0.110285714285714,-0.0769230769230769,-0.0801488833746898,-0.1,0,-0.0411764705882353,-0.0339894787183166,-0.0331764705882353,-0.069991764001198,0.0775438596491228,-0.133076923076923,0.109954751131222,0.117647058823529,0.1,0.0333333333333333,-0.0333333333333333,-0.0156862745098039,-0.0206043072966892,-0.0333333333333333,0.0164732788484176,0,-0.1,0.0310101640656262,0.0254101640656262,-0.218348916988276,0,-0.00897435897435897,-0.0117521367521368,-0.2,-0.166666666666667,-0.171014492753623,-0.112177192670343,-0.171014492753623,-0.173018910375724,0.045663323532176,-0.172552954292085,-0.0363083735909823,-0.0322236586942469,-0.121488696488696,0.111607997792817,0.109210526315789
"AKT",0.0810044372369883,0.103159983729672,-0.115717586833913,0.0799293355339568,0.142717850336518,0.112177192670343,0.112177192670343,0.112177192670343,0.171014492753623,0.166666666666667,0.173018910375724,0.171987982540672,0.00897435897435897,0.0166666666666667,0.111368746776689,-0.0801488833746898,-0.0838074199600557,-0.0769230769230769,0.0411764705882353,-0.0331764705882353,-0.0373127415581957,-0.0339894787183166,-0.0702932715388864,0.0795306146160102,-0.126410256410256,0.00288404406051464,0.109954751131222,0.117647058823529,0.1,-0.0333333333333333,-0.0206043072966892,-0.0256675984359297,-0.0156862745098039,0.0217364367431544,0.0333333333333333,-0.2,0.0306734637289259,0.0310101640656262,-0.219755037749235,0,-0.0117521367521368,-0.00859424201529465,-0.166666666666667,-0.171014492753623,-0.172552954292085,-0.111936228814922,-0.172552954292085,-0.173326602683416,0.0483371203236199,-0.171994295074208,-0.03455398762607,-0.0241491245327562,-0.123101599714503,0.115717586833913,0.115193432298695
"AXIN2",-0.101258946832118,-0.148981900498921,-0.127552695617075,-0.147412735586038,-0.105057603353749,-0.142302262717488,-0.142302262717488,-0.142302262717488,-0.113643410852713,-0.106666666666667,-0.114786126224736,-0.113496559987925,-0.102930402930403,-0.107692307692308,-0.106563670612739,-0.0195238095238095,-0.0195238095238095,-0.0266666666666667,0.04,-0.0362962962962963,-0.0322015505385347,-0.0318715175352344,0.128345246428348,-0.109216658781876,0.0344400527009223,-0.141545893719807,-0.141545893719807,-0.140096618357488,-0.144444444444444,-0.0266666666666667,-0.0202841729351873,-0.0216634832800149,-0.019349593495935,0.000257791839941941,-0.133333333333333,0.1,0.0011962272831838,0.0011962272831838,0.121576287081621,0.1,0.104716117216117,0.10373251065874,0.106666666666667,0.113643410852713,0.111919272921679,0.143352131483892,0.111919272921679,0.114483488957118,0.096469011076941,0.113806065374509,0.0923644502374854,0.0903194296742684,0.113106074830331,0.127552695617075,0.125721695549941
"Frizzled",0.035696993800849,0.0797672854452516,-0.130880103792302,-0.0303869692119386,0.0403501400560224,0.128503075871497,0.128503075871497,0.128503075871497,0.15,0.3,0.165647562615147,0.172932330827068,0.0272727272727273,0,0.109894291754757,-0.080952380952381,-0.0868347338935574,-0.114285714285714,-0.0666666666666667,0.0333333333333333,0.0459627329192547,0.0507246376811594,-0.187188349831393,0.075222073677956,-0.109090909090909,-0.000416666666666676,0.00583333333333332,-0.00666666666666668,-0.0666666666666667,-0.0333333333333333,0.00431372549019608,-0.00679738562091503,-0.0133333333333333,0.00776868521549372,-0.1,-0.1,0.0233975520000297,0.0168554959252634,-0.237127920382534,0,-0.012987012987013,-0.0162128194386259,-0.2,-0.15,-0.165789473684211,-0.119841658548662,-0.165789473684211,-0.16898089594848,0.0573737373737374,-0.172932330827068,-0.019047619047619,-0.0164285714285714,-0.1369644723093,0.130880103792302,0.132212885154062
"DSH",0.0363115679887331,0.0827119261990796,-0.135604513241121,-0.0334172722422416,0.0332579414744621,0.119841658548662,0.119841658548662,0.119841658548662,0.165789473684211,0.15,0.16898089594848,0.165647562615147,0.012987012987013,0.0272727272727273,0.106940705256867,-0.0868347338935574,-0.0931284401872637,-0.080952380952381,-0.0333333333333333,0.0507246376811594,0.038645659748523,0.0459627329192547,-0.187071935396003,0.0736716860810568,-0.0993348115299335,-0.00386494252873564,-0.000416666666666676,0.00583333333333332,-0.00666666666666668,-0.0133333333333333,-0.00679738562091503,-0.00754926532016315,0.00431372549019608,0.0130318431102306,-0.0666666666666667,-0.2,0.0215107595471995,0.0233975520000297,-0.238272958550473,0,-0.0162128194386259,-0.0143723286410799,-0.15,-0.165789473684211,-0.172932330827068,-0.119561546503844,-0.172932330827068,-0.169960415093627,0.0610322739591032,-0.165742788343408,-0.0164389233954451,-0.00593906093906094,-0.136268416624845,0.135604513241121,0.135125506513285
"GSK3",0.0358176595264348,0.0835076821672493,-0.138724869853305,-0.0380424716042831,0.0341542282862419,0.119561546503844,0.119561546503844,0.119561546503844,0.172932330827068,0.165789473684211,0.169960415093627,0.16898089594848,0.0162128194386259,0.012987012987013,0.11013705228883,-0.0931284401872637,-0.0949466220054455,-0.0868347338935574,-0.0507246376811594,0.0459627329192547,0.0414661725690358,0.038645659748523,-0.188624998381336,0.0749855546941955,-0.10631155571598,-0.00557434423813735,-0.00386494252873564,-0.000416666666666676,0.00583333333333332,0.00431372549019608,-0.00754926532016315,-0.00414017441107224,-0.00679738562091503,0.0140699053939676,-0.00666666666666668,-0.15,0.0213608345097183,0.0215107595471995,-0.239435339670585,-0.0272727272727273,-0.0143723286410799,-0.0129369219425153,-0.165789473684211,-0.172932330827068,-0.165647562615147,-0.121242218772752,-0.165742788343408,-0.169763046672575,0.0620873736074034,-0.16904467513586,-0.0178785690211373,-0.00518718123981282,-0.238597867539987,0.138724869853305,0.138178941627789
"TWIST1",0.0937074751108605,0.110665157788511,-0.156356356356356,0.052911117389737,0.0425291035559914,-0.0147385891218908,-0.0147385891218908,-0.0147385891218908,0.0698412698412698,0.080952380952381,0.067349519908431,0.0681152166925046,-0.0262222222222222,-0.0222222222222222,0.0643838956742182,-0.0862678062678063,-0.0862678062678063,-0.0837037037037037,0.170909090909091,-0.181253918495298,-0.177159385465685,-0.178753918495298,0.229516454120939,0.0672909475630434,-0.226165190009584,0.0889178617992177,0.0923076923076923,0.0923076923076923,0.1,-0.0866666666666667,-0.0970785659801678,-0.0985711032936007,-0.0997101449275362,0.0709691438504998,0.1,-0.0666666666666667,0.0885230865428885,0.0875329875329875,-0.0849515923045567,0.0333333333333333,0.0303318112633181,0.0298392004258797,-0.080952380952381,-0.0698412698412698,-0.0677136102668018,0.0154235206287401,-0.0666833751044277,-0.0670619983443137,0.118810746602383,-0.0674833751044277,0.128950223438493,0.0956262043218565,-0.0878043084099015,0.156356356356356,0.159526787575568
"Destcompl",-0.172776392265804,-0.297270836300355,-0.201770039498994,-0.228526566899345,-0.212795478476202,-0.250973725746223,-0.250973725746223,-0.250973725746223,-0.226766688410524,-0.225396825396825,-0.231518272953562,-0.231244300350823,-0.140996168582375,-0.140996168582375,-0.114786126224736,-0.0425225225225225,-0.0415205185145065,-0.046870348609479,0.00102040816326531,0.007945109078114,0.00995185006852105,0.0100503722360087,0.203757095836935,-0.220403108309447,0.0689504214733259,-0.234905375173832,-0.234234234234234,-0.233333333333333,-0.233333333333333,-0.0456410256410256,-0.0453429630478811,-0.044921022119611,-0.0426107226107226,-0.00387065925527464,-0.233333333333333,0.211111111111111,-0.00279448621553885,-0.00150793650793651,0.155586970213283,0.144444444444444,0.14047803386735,0.141058304660386,0.225396825396825,0.226766688410524,0.228259225723957,0.252072626845124,0.228746886430326,0.231518272953562,0.126170378955653,0.231900875298601,0.183390151072983,0.179941475375118,0.236911863336853,0.201770039498994,0.194685103525781
"Jagged",-0.0111228070175439,0.0446058167184928,-0.224154589371981,-0.225714285714286,-0.121,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.1,0,0.0321678321678322,0.0230769230769231,-0.0333333333333333,0,0.05,-0.16,-0.117142857142857,-0.1,0,0,-0.0195555555555556,-0.0555555555555556,-0.170739064856712,0.0288311688311688,-0.06,0.0444444444444444,0.0333333333333333,0,0,0.1,0.06,0.0933333333333333,0,-0.0666666666666667,0,0,0.0285714285714286,0.0333333333333333,-0.0586563706563707,0,0.00833333333333333,0.0467948717948718,0,-0.1,0,-0.0133333333333333,0,-0.0178821178821179,0.115757575757576,-0.0230769230769231,0.141666666666667,0.174358974358974,0.0103448275862069,0.224154589371981,0.211111111111111
"cfos",-0.0645711076921608,-0.0218523454857766,-0.229132556977593,-0.239689827150372,-0.143186147186147,-0.0382897603485839,-0.0382897603485839,-0.0382897603485839,0.02,0,0.0141505862297942,0.0101901901901902,-0.0523809523809524,-0.019047619047619,0.0289326765188834,-0.0320512820512821,-0.0335897435897436,-0.0166666666666667,0.0428571428571429,-0.00952380952380952,-0.0160300483829896,-0.011484593837535,-0.150309034031662,0.0179861111111111,-0.00833333333333333,0.0155701754385965,0.0208333333333333,0.0333333333333333,0.0333333333333333,0.16,0.0669565217391304,0.0754310980103169,0.08,0.0358820589705147,0,-0.1,0.0348438300051203,0.0396825396825397,-0.0368226236407062,0.0333333333333333,0.0427035330261137,0.0488763725322865,0,-0.02,-0.0237037037037037,0.0370702481534619,-0.0237037037037037,-0.013039475118683,0.11660724896019,-0.0105458089668616,0.156557619595594,0.19011655011655,0.0504004329004329,0.229132556977593,0.229396825396825
"SNAI1",-0.0673417942247159,-0.0255804481257964,-0.231260359606102,-0.244063485302237,-0.1424068829721,-0.036161157244371,-0.036161157244371,-0.036161157244371,0.0105458089668616,0.0237037037037037,0.0120739578773037,0.013039475118683,-0.0488763725322865,-0.0427035330261137,0.0306083593266417,-0.0335897435897436,-0.0335897435897436,-0.0335897435897436,0.011484593837535,-0.0160300483829896,-0.0117168543057817,-0.0111120155961043,-0.150281633433092,0.0176584315730382,-0.00988760196774395,0.0160331384015595,0.0174220272904483,0.0155701754385965,0.0208333333333333,0.0669565217391304,0.0794310980103169,0.0789826675170433,0.0754310980103169,0.0326257564495063,0.0333333333333333,-0.02,0.035551682244933,0.0341986687147977,-0.0366017589790521,0.0523809523809524,0.0508763725322865,0.0491287997167525,-0.0237037037037037,-0.0101901901901902,-0.0141505862297942,0.036161157244371,-0.0139604431132031,-0.0123320890079181,0.117142169989852,-0.0130463663307533,0.0541187505717364,0.190669036304395,0.0482846213192748,0.231260359606102,0.230561219452287
"PAK1",-0.0663012114983892,-0.024233297866729,-0.231383360836114,-0.245207068529683,-0.142099190664408,-0.0370702481534619,-0.0370702481534619,-0.0370702481534619,0.0237037037037037,0.02,0.013039475118683,0.0141505862297942,-0.0427035330261137,-0.0523809523809524,0.0327062614245438,-0.0335897435897436,-0.0335897435897436,-0.0320512820512821,0.00952380952380952,-0.011484593837535,-0.0111120155961043,-0.0160300483829896,-0.150851529510866,0.0185996080436264,-0.0132838283828383,0.0174220272904483,0.0155701754385965,0.0208333333333333,0.0333333333333333,0.08,0.0754310980103169,0.0794310980103169,0.0669565217391304,0.0344114707352206,0.0333333333333333,0,0.0341986687147977,0.0348438300051203,-0.0374241274001047,0.019047619047619,0.0488763725322865,0.0508763725322865,-0.02,-0.0237037037037037,-0.0101901901901902,0.036161157244371,-0.0105458089668616,-0.0120739578773037,0.117622477386586,-0.0139604431132031,0.15536430217316,0.190669036304395,0.0482186147186147,0.231383360836114,0.22775748113453
"EGR1",-0.0663012114983892,-0.024233297866729,-0.231383360836114,-0.245207068529683,-0.142099190664408,-0.0370702481534619,-0.0370702481534619,-0.0370702481534619,0.0237037037037037,0.02,0.013039475118683,0.0141505862297942,-0.0427035330261137,-0.0523809523809524,0.0327062614245438,-0.0335897435897436,-0.0335897435897436,-0.0320512820512821,0.00952380952380952,-0.011484593837535,-0.0111120155961043,-0.0160300483829896,-0.150851529510866,0.0185996080436264,-0.0132838283828383,0.0174220272904483,0.0155701754385965,0.0208333333333333,0.0333333333333333,0.08,0.0754310980103169,0.0794310980103169,0.0669565217391304,0.0344114707352206,0.0333333333333333,0,0.0341986687147977,0.0348438300051203,-0.0374241274001047,0.019047619047619,0.0488763725322865,0.0508763725322865,-0.02,-0.0237037037037037,-0.0101901901901902,0.036161157244371,-0.0105458089668616,-0.0120739578773037,0.117622477386586,-0.0139604431132031,0.15536430217316,0.190669036304395,0.0482186147186147,0.231383360836114,0.22775748113453
"SMO",0.110972276955779,0.200592267808052,-0.235310734463277,-0.127586206896552,0.0107843137254902,0.179807692307692,0.179807692307692,0.179807692307692,0.3,0.2,0.180960086299892,0.172222222222222,0.146666666666667,0.266666666666667,0.0570682191371846,-0.0454545454545455,-0.0404545454545455,0,0.233333333333333,-0.233333333333333,-0.275225225225225,-0.283333333333333,-0.275726327312534,0.183888888888889,-0.226315789473684,0.168285714285714,0.164285714285714,0.15,0.1,0.1,0.0876923076923077,0.0967832167832168,0.08,0.0791208791208791,0,-0.1,0.0817460317460317,0.0833333333333333,-0.208095625304928,-0.3,-0.159166666666667,-0.148055555555556,-0.1,-0.2,-0.166666666666667,-0.177482110912343,-0.275,-0.1779525675029,0.123146473779385,-0.280555555555556,0.158294930875576,0.165238095238095,-0.161922543475942,0.235310734463277,0.227777777777778
"FUS",0.11015035914756,0.198543850675836,-0.240832206855915,-0.131533575317604,0.015496355610307,0.177482110912343,0.177482110912343,0.177482110912343,0.275,0.3,0.1779525675029,0.180960086299892,0.159166666666667,0.146666666666667,0.0564471011247623,-0.0404545454545455,-0.0472727272727273,-0.0454545454545455,0.233333333333333,-0.283333333333333,-0.275225225225225,-0.275225225225225,-0.277701192662624,0.188708165997323,-0.237854251012146,0.160593406593407,0.168285714285714,0.164285714285714,0.15,0.08,0.0967832167832168,0.0933349409211478,0.0876923076923077,0.0776716037585603,0.1,-0.1,0.0901331285202253,0.0817460317460317,-0.208533581509307,-0.266666666666667,-0.148055555555556,-0.151085858585859,-0.2,-0.166666666666667,-0.172222222222222,-0.176172067244221,-0.280555555555556,-0.178496045763769,0.124136572789286,-0.29017094017094,0.160181723328406,0.16833087874325,-0.167608162205039,0.240832206855915,0.245810564663024
"RKIP",-0.25948704730108,-0.186577333636157,-0.247598278335725,-0.256984969053935,-0.207599524658348,0.0954545454545455,0.0954545454545455,0.0954545454545455,0.0333333333333333,0,0.000337381916329285,-0.00735492577597841,-0.153333333333333,-0.133333333333333,0.000527426160337555,-0.129292929292929,-0.117754467754468,-0.111111111111111,-0.0333333333333333,-5.55111512312578e-18,0.00160213618157543,-0.0142857142857143,0.328626216704552,0.138857223704422,0.184634920634921,0.158387445887446,0.155357142857143,0.142857142857143,0.1,0.35,0.331034482758621,0.367204695524578,0.3,0.156523422377081,0.1,0,0.173883861428505,0.170913564398802,-0.219813779170205,0.1,0.149333333333333,0.167366120218579,0,-0.0333333333333333,0.00350877192982456,-0.0911810411810412,0.00666666666666667,0.00805956464855621,0.135655647555604,0.0105128205128205,0.176763808847495,0.286484593837535,0.0637903861308117,0.247598278335725,0.239598278335725
"RAF",-0.25948704730108,-0.186577333636157,-0.247598278335725,-0.256984969053935,-0.207599524658348,0.0954545454545455,0.0954545454545455,0.0954545454545455,0.0333333333333333,0,0.000337381916329285,-0.00735492577597841,-0.153333333333333,-0.133333333333333,0.000527426160337555,-0.129292929292929,-0.117754467754468,-0.111111111111111,-0.0333333333333333,-5.55111512312578e-18,0.00160213618157543,-0.0142857142857143,0.328626216704552,0.138857223704422,0.184634920634921,0.158387445887446,0.155357142857143,0.142857142857143,0.1,0.35,0.331034482758621,0.367204695524578,0.3,0.156523422377081,0.1,0,0.173883861428505,0.170913564398802,-0.219813779170205,0.1,0.149333333333333,0.167366120218579,0,-0.0333333333333333,0.00350877192982456,-0.0911810411810412,0.00666666666666667,0.00805956464855621,0.135655647555604,0.0105128205128205,0.176763808847495,0.286484593837535,0.0637903861308117,0.247598278335725,0.239598278335725
"MEK",-0.263312183913102,-0.196333431197133,-0.250772881510328,-0.261489473558439,-0.204302821361645,0.0911810411810412,0.0911810411810412,0.0911810411810412,-0.00666666666666667,0.0333333333333333,-0.00805956464855621,0.000337381916329285,-0.149333333333333,-0.153333333333333,0.00232922796213936,-0.117754467754468,-0.119944248776366,-0.129292929292929,5.55111512312578e-18,-0.0142857142857143,0.0023320631888747,0.00160213618157543,0.331789233736182,0.144594928622455,0.195746031746032,0.159563916475681,0.158387445887446,0.155357142857143,0.142857142857143,0.3,0.367204695524578,0.258871362191245,0.331034482758621,0.158341604195263,0.1,0,0.179418916779058,0.173883861428505,-0.218767754065602,0.133333333333333,0.167366120218579,0.170634094074788,-0.0333333333333333,0.00350877192982456,0.00735492577597841,-0.0883238983238983,0.0105128205128205,0.00880305907234803,0.137203635171703,0.00282051282051282,0.181250988334674,0.295695120153324,0.061087683428109,0.250772881510328,0.247441415590627
"SOSGRB2",-0.242100648814522,-0.172570414570415,-0.251152882205514,-0.24984126984127,-0.154028985507246,0.0683615819209039,0.0683615819209039,0.0683615819209039,0.0428571428571429,0,0.0191347935055029,0.013871635610766,-0.25,-0.233333333333333,0.0113036303630363,-0.124475524475524,-0.117433270954398,-0.109090909090909,0.0857142857142857,-0.105714285714286,-0.109860494115813,-0.113406593406593,0.338505832031855,0.251761613474426,0.255277777777778,0.265789473684211,0.249122807017544,0.233333333333333,0.2,0.438095238095238,0.462119262119262,0.486361686361686,0.426984126984127,0.258049242424242,0.2,0,0.275216181667795,0.273118279569892,-0.258483909826192,0.2,0.252702702702703,0.264330609679447,0,-0.0428571428571429,-0.0211180124223602,-0.0632333767926988,-0.0178571428571429,-0.0120602237158279,0.151070599661949,-0.0106107660455487,0.25492395167022,0.37108918128655,0.199544718955659,0.251152882205514,0.245438596491228
"SMAD",-0.183601244551425,-0.129029591472442,-0.253303462263491,-0.273253816623296,-0.151939878593299,-0.139286262500236,-0.139286262500236,-0.139286262500236,-0.0523809523809524,-0.0523809523809524,-0.05441495349836,-0.0531937866055513,-0.153333333333333,-0.158333333333333,-0.0287846823388355,-0.126469622331691,-0.12567597153804,-0.127619047619048,0.0214285714285714,-0.0200201207243461,-0.0204229785667196,-0.0228134168137316,-0.0974102696213452,0.097982683982684,-0.00383022774327122,0.0887544351073763,0.0860877684407096,0.0841269841269841,0.0888888888888889,0.0571428571428571,0.0521166005787161,0.0559627544248699,0.0474654377880184,0.101004172265045,0.1,0.06,0.0349878432070213,0.135940224159402,-0.00800244659464843,0.133333333333333,0.157920489296636,0.158292236508532,0.0457142857142857,0.0457142857142857,0.0535574229691877,0.139944157237078,0.0600732600732601,0.0547189048661411,0.128089050983968,0.0600732600732601,0.180982566268857,0.200542773300444,0.107723493437779,0.253303462263491,0.250247689858174
"ERK",-0.2671226885475,-0.198633339200813,-0.25376500749458,-0.26234417441314,-0.210544152845695,0.0883238983238983,0.0883238983238983,0.0883238983238983,-0.0105128205128205,-0.00666666666666667,-0.00880305907234803,-0.00805956464855621,-0.167366120218579,-0.149333333333333,-0.00368703220046227,-0.119944248776366,-0.125207406671102,-0.117754467754468,0.0142857142857143,0.00160213618157543,-0.00233826648145497,0.0023320631888747,0.334494373501737,0.141884085248961,0.213221759901372,0.158646485283021,0.159563916475681,0.158387445887446,0.155357142857143,0.331034482758621,0.258871362191245,0.26416384129988,0.367204695524578,0.162095870406867,0.142857142857143,-0.0333333333333333,0.179418916779058,0.179418916779058,-0.217527618778116,0.153333333333333,0.170634094074788,0.171600277649668,0.00350877192982456,0.00735492577597841,-0.000337381916329285,-0.0877738433183978,0.00282051282051282,0.00790028129457026,0.138919321446213,0.0115924426450742,0.183797284630971,0.304330217646361,0.0635399995044032,0.25376500749458,0.251317384582875
"ZEB1",0.0385968591392962,0.143662193220877,-0.257334566394889,-0.207669504408635,-0.0475081865001911,0.0441831288665505,0.0441831288665505,0.0441831288665505,-0.0167247386759582,-0.0142857142857143,-0.0115202209714405,-0.0115202209714405,-0.100757575757576,-0.0916666666666667,0.0122781020946705,-0.0997549019607843,-0.0997549019607843,-0.0958333333333333,0.0423371647509579,-0.040887889388639,-0.0387435191100507,-0.0383498183226492,-0.126657964909797,0.10392438161362,-0.0769590643274854,0.12500225974773,0.126430831176301,0.128070175438597,0.133333333333333,0.116666666666667,0.113843137254902,0.115164723157986,0.112666666666667,0.10508689928379,0.133333333333333,0,0.120527182713554,0.121007951944323,-0.090232923577394,0.0916666666666667,0.100757575757576,0.101825191415939,0.00769230769230769,0.0101313320825516,0.0101313320825516,-0.0443406091815111,0.0167247386759582,0.0121073051201685,0.147711340839731,0.0177556665110097,0.139397792002916,0.153123330570139,0.0153327505098296,0.257334566394889,0.259169874298226
"ZEB2",-0.317187524602684,-0.269409554884727,-0.259095399547566,-0.257395493395493,-0.165380178462707,-0.145800865800866,-0.145800865800866,-0.145800865800866,-0.145454545454545,-0.145454545454545,-0.144981742305686,-0.14462962962963,-0.139285714285714,-0.125,-0.107838133152403,-0.0860512820512821,-0.084411937788987,-0.0820512820512821,-0.00519480519480519,0.0215584415584416,0.0257912457912458,0.0263203463203463,0.0278773222040643,0.0525190981039445,0.052948717948718,0.0687876427829699,0.0697222222222222,0.0763888888888889,0.0888888888888889,0.0916666666666667,0.0937040181097906,0.0949235303049126,0.0969298245614035,0.0988269794721408,0.1,0.1,0.110817437457767,0.113256461848011,0.115128402352452,0.125,0.13684668989547,0.138664871713652,0.14,0.14,0.14,0.145158467513928,0.145454545454545,0.145890833214777,0.148091480477876,0.150041701417848,0.151382877671392,0.168244766505636,0.214939857829039,0.259095399547566,0.359683038268816
"TCFLEF",0.0217147391731417,0.0546850715457814,-0.311069245082403,-0.277519435167613,-0.0768180013934959,-0.0544208563901705,-0.0544208563901705,-0.0544208563901705,0.0923529411764706,0.0823529411764706,-0.0219170752306329,0.0791138526044186,0.0185714285714286,0.0233333333333333,0.0149958485958486,-0.0815718157181572,-0.0805751379772934,-0.0776502470907062,0.230769230769231,-0.214490161001789,-0.216476915968676,-0.214490161001789,0.212392089243729,0.136358943859015,-0.232662060494396,0.0646584397369811,0.0613975701717637,0.0646233766233766,0.0766233766233766,-0.00428571428571428,-0.0133914053426249,-0.0133914053426249,-0.00672473867595819,0.061663082437276,0.0857142857142857,-0.1,0.0867941169337969,0.0896621857674489,0.0921703486443185,-0.0166666666666667,-0.020184331797235,-0.018343840999689,-0.075,-0.085,-0.0841452991452991,0.0553406987029169,-0.0914982403217697,0.0225184498010796,0.173189293972426,-0.0859081782099685,0.274913238783532,0.250995086559214,0.140443770341687,0.311069245082403,0.311629424497072
