"","Ecadherin","cateninmemb","ZEB1","FOXC2","TWIST1","RAF","PI3K","DELTA","Frizzled","DSH","TCFLEF","CD44","SMO","FUS","AXIN2","NOTCHic","NOTCH","Csl","PAK1","CDC42","TGF","TGFR","SNAI2","Jagged","SOSGRB2","AKT","IKK","NFB","Csn","EGR1","ERK","MEK","cfos","HEY1","TrCP","LIV1","SMAD","ILK","Destcompl","SUFU","Patched","SHH","STAT","SRC","cMet","RAS","Wnt","cateninnuc","miR200","GLI","SNAI1","RKIP","GSK3","ZEB2","KLF4"
"TGF",0.110188582695648,0.0859343573055465,0.217670526778078,0.279611801242236,0.201296296296296,0.150595238095238,0.150595238095238,0.150595238095238,0.0428571428571429,0,0.0465359152598477,0.0452201257861635,0.0866666666666667,0.0866666666666667,0.0262345679012346,0.176666666666667,0.173218390804598,0.186666666666667,-0.08,0.0911111111111111,-0.0291269841269841,0.0815873015873016,0.165599207018188,-0.0558357879234168,0.305263157894737,0.043859649122807,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.233333333333333,0.252882205513784,0.255104427736007,0.247619047619048,-0.0463571889103804,0,0,-0.073030303030303,-0.073030303030303,-0.043771255039755,-0.0666666666666667,-0.0901149425287356,-0.0901149425287356,0,-0.0333333333333333,-0.0433333333333333,-0.155952380952381,-0.0528571428571429,-0.0474928530588908,-0.123524033437827,-0.054743935309973,-0.177635092180547,-0.0692640692640693,0.0884260553536483,-0.217670526778078,-0.221306890414442
"Patched",-0.11207928802589,-0.194767025089606,0.216666666666667,0.1,-0.0166666666666667,-0.192307692307692,-0.192307692307692,-0.192307692307692,-0.2,-0.2,-0.172222222222222,-0.166666666666667,-0.266666666666667,-0.3,-0.0398268398268398,0,0.0454545454545455,0,-0.233333333333333,0.233333333333333,0.283333333333333,0.233333333333333,0.268107279693487,-0.18031746031746,0.2,-0.164285714285714,-0.15,-0.1,0,-0.1,-0.08,-0.0876923076923077,-0.1,-0.0743589743589744,0,0.1,-0.0833333333333333,-0.0833333333333333,0.201118881118881,0.2,0.146666666666667,0.159166666666667,0.1,0.1,0.2,0.179807692307692,0.3,0.180960086299892,-0.114285714285714,0.275,-0.155913978494624,-0.148571428571429,0.164835164835165,-0.216666666666667,-0.211111111111111
"TGFR",0.109507151690537,0.0882438261277174,0.215029017344116,0.277428395128699,0.201652168182417,0.155952380952381,0.155952380952381,0.155952380952381,0.0528571428571429,0.0428571428571429,0.0474928530588908,0.0465359152598477,0.0901149425287356,0.0866666666666667,0.0266637524505908,0.173218390804598,0.172498966344166,0.176666666666667,-0.0911111111111111,0.0815873015873016,-0.0284177642688281,-0.0291269841269841,0.165367725536706,-0.0551111502422574,0.299090318388564,0.0485108119135047,0.043859649122807,0.0333333333333333,0.0333333333333333,0.247619047619048,0.255104427736007,0.263323605818198,0.252882205513784,-0.0448646515969476,0.0333333333333333,0,-0.0712509435996981,-0.073030303030303,-0.0439728679429808,-0.0866666666666667,-0.0901149425287356,-0.0906799142801481,-0.0333333333333333,-0.0433333333333333,-0.0452201257861635,-0.157121971595656,-0.054743935309973,-0.0484671666107066,-0.123230778305862,-0.0553890966002956,-0.177930077431284,-0.0678354978354978,0.0891595516861667,-0.215029017344116,-0.217735461843013
"SHH",-0.109166666666667,-0.183655913978495,0.2,0.1,-0.05,-0.2,-0.2,-0.2,-0.2,-0.2,-0.166666666666667,-0.2,-0.3,-0.2,-0.0761904761904762,0,0,0.1,-0.2,0.233333333333333,0.233333333333333,0.233333333333333,0.272107279693487,-0.191428571428571,0.2,-0.15,-0.1,0,0,0,-0.1,-0.08,-0.1,-0.0666666666666667,0,0,-0.0833333333333333,-0.0666666666666667,0.204415584415584,0.2,0.266666666666667,0.146666666666667,0.1,0.1,0.1,0.192307692307692,0.2,0.172222222222222,-0.1,0.3,-0.133333333333333,-0.12,0.174358974358974,-0.2,-0.2
"Csn",0.000264003448442469,-0.0431616395801033,0.171548387096774,0.0650084947515532,-0.00845332709989091,-0.105738208093067,-0.105738208093067,-0.105738208093067,-0.150574712643678,-0.133333333333333,-0.150802453187848,-0.147265475695887,0.0132756132756133,-0.00793650793650794,-0.109904686024551,0.103030303030303,0.107837995337995,0.0939393939393939,0.0386363636363636,-0.0610244233378562,-0.0507343554105567,-0.0571782694917023,0.17569686807412,-0.0515510439063363,0.0645981782543526,0.034,0.03,0.0216666666666667,0.03,-0.0166666666666667,-0.0231601731601732,-0.0252435064935065,-0.0348484848484848,-0.0218853820598007,0.18,0.2,-0.0271515325701086,-0.0299792960662526,0.240390986914011,-0.0142857142857143,-0.00789926918959177,-0.0111779577141819,0.133333333333333,0.150574712643678,0.15659880902922,0.105930146672722,0.15659880902922,0.15110311464305,-0.0827685405253506,0.147428503352364,-0.00814757699174402,-0.0261857066398698,0.128529654395165,-0.171548387096774,-0.171204481792717
"SRC",0.14134489149195,0.189628798084119,0.160714285714286,0.129112978524743,0.148150814702539,0.100892782644973,0.100892782644973,0.100892782644973,0.075,0,0.0808416633346661,0.0735245901639344,-0.00333333333333333,0.0166666666666667,0.0592375366568915,0.0661904761904762,0.0697619047619048,0.09,0.133333333333333,-0.0958333333333333,-0.126482683982684,-0.110119047619048,0.0713177225026217,0.0375682192425312,0.0971428571428571,0.135470085470085,0.107692307692308,0.1,0.1,0.133333333333333,0.135353535353535,0.137240327806366,0.124242424242424,0.0343429328037074,0.1,0,0.0178165007112376,0.0241228070175439,-0.149984870202262,0.0333333333333333,-0.00777777777777778,-0.00483660130718954,0.1,-0.075,-0.085,-0.100892782644973,-0.085,-0.0788282405158742,-0.0694656712048017,-0.0735245901639344,-0.0120588179024121,0.0935158031932226,0.0468398268398268,-0.160714285714286,-0.257945736434109
"RAS",0.0729200806365585,0.0074509791598829,0.150625920471281,0.0944444444444444,-0.0335406437534097,-0.212307692307692,-0.212307692307692,-0.212307692307692,-0.15,-0.1,-0.127148358525079,-0.130225281602003,0.116666666666667,0.1,-0.106166007905138,0.00526315789473684,-0.0041708043694141,0,-0.1,0.08,0.112323820617356,0.115294117647059,-0.216598889108484,-0.160279913266312,-0.146320346320346,-0.191111111111111,-0.18,-0.133333333333333,-0.1,-0.22,-0.264736842105263,-0.282383900928793,-0.27,-0.122924901185771,-0.1,0,-0.134075448361163,-0.132034632034632,0.244881344299949,-0.1,-0.112666666666667,-0.117751412429379,0.1,0.15,0.132352941176471,0.106538461538462,0.132352941176471,0.129131361357941,-0.113292307692308,0.128186274509804,-0.104877089478859,-0.274088050314465,-0.0176227390180879,-0.150625920471281,-0.139285714285714
"IKK",0.101838340215803,0.108766912789259,0.142095238095238,0.23038961038961,0.22781045751634,0.0175438596491228,0.0175438596491228,0.0175438596491228,0.0166666666666667,0.05,0.0373272490221643,0.0412820512820513,-0.08,-0.08,0.0469047619047619,0.0233766233766234,0.00274170274170274,0.00909090909090909,0.2,-0.177777777777778,-0.171850505050505,-0.155050505050505,0.281893932611096,0.0592393002186817,-0.0670168067226891,0.144272844272844,0.152380952380952,0.285714285714286,0.3,-0.05,-0.0351428571428571,-0.0506984126984127,-0.00714285714285715,0.07781217750258,0.2,-0.1,0.0781765676567657,0.0791666666666667,0.125446407976107,0.1,0.0911111111111111,0.0807662835249042,-0.05,-0.0166666666666667,-0.0551282051282051,-0.0189523103533482,-0.0551282051282051,-0.0419685992331347,-0.0625529542920847,-0.0412820512820513,0.014001979078315,-0.00947176684881603,0.0214468864468864,-0.142095238095238,-0.135531135531136
"NFB",0.101035771997504,0.110139668861065,0.140945812807882,0.226007140270088,0.223683473389356,0.0189523103533482,0.0189523103533482,0.0189523103533482,0.0551282051282051,0.0166666666666667,0.0419685992331347,0.0373272490221643,-0.0911111111111111,-0.08,0.0511600810536981,0.00274170274170274,0.00596750919331565,0.0233766233766234,0.177777777777778,-0.155050505050505,-0.16868594808848,-0.171850505050505,0.280267916350934,0.056361602376955,-0.0743852277753207,0.148717288717289,0.144272844272844,0.152380952380952,0.285714285714286,-0.00714285714285715,-0.0506984126984127,-0.0435088702147526,-0.0351428571428571,0.07781217750258,0.3,-0.05,0.0718568650545352,0.0781765676567657,0.124449730235243,0.08,0.0807662835249042,0.085585560633338,-0.0166666666666667,-0.0551282051282051,-0.0412820512820513,-0.0219373849802138,-0.0412820512820513,-0.0398509521743112,-0.0610423802739578,-0.0367876692595794,0.0104403352426985,-0.0107538181308673,0.0234076707606119,-0.140945812807882,-0.141300366300366
"Wnt",-0.0331328912367465,-0.0800847457627119,0.129890004782401,0.0327125506072874,-0.0355882352941176,-0.137593984962406,-0.137593984962406,-0.137593984962406,-0.3,-0.2,-0.172932330827068,-0.165789473684211,0,0,-0.114545454545455,0.114285714285714,0.080952380952381,0.1,0.1,-0.0666666666666667,-0.0507246376811594,-0.0333333333333333,0.189396551724138,-0.070171568627451,0.112121212121212,-0.00583333333333332,0.00666666666666668,0.0666666666666667,0.1,0,0.0133333333333333,-0.00431372549019608,0.0333333333333333,-0.00564102564102564,0.1,0,-0.0168554959252634,-0.0145299145299145,0.237393172371924,0,0.0272727272727273,0.012987012987013,0.1,0.2,0.15,0.128503075871497,0.15,0.165647562615147,-0.0573737373737374,0.165789473684211,0.0285714285714286,0.02,0.133934169278997,-0.129890004782401,-0.127450980392157
"CD44",-0.00146889588535447,-0.0783882783882784,0.0365079365079365,0.05875,0.00307692307692308,-0.0476190476190476,-0.0476190476190476,-0.0476190476190476,-0.1,0,-0.103023255813954,-0.11,0.15,0.1,-0.1,0.0714285714285714,0.0556390977443609,0,0,0.02,0.0269444444444444,0.0325,-0.285185925185925,-0.185641025641026,-0.328571428571429,-0.22,-0.2,-0.2,-0.2,-0.2,-0.335,-0.325,-0.275,-0.183040935672515,-0.1,-0.1,-0.186507936507937,-0.172222222222222,0.260766124631671,-0.1,-0.15,-0.168181818181818,-0.1,0,-0.05,0.079047619047619,0.05,0.0937924865831843,0.00686429512516469,0.11,-0.113264221158958,-0.233333333333333,-0.173214285714286,-0.0365079365079365,0.073015873015873
"FOXC2",0.362195617655236,0.302250788958106,0.00168214654282766,0.0831367211131276,0.0371285403050109,0.110769230769231,0.110769230769231,0.110769230769231,0.0490196078431372,0.0666666666666667,0.0582705995208226,0.0586050476813577,0.0333333333333333,0.0333333333333333,0.0497332184701562,-0.0290909090909091,-0.0321836925960637,-0.0290909090909091,0.0590909090909091,-0.0870909090909091,-0.0828632668144863,-0.0804242424242424,-0.121893518286792,0.0675852982599609,-0.135949113779302,0.121058201058201,0.124761904761905,0.12,0.1,0.08,0.0826737967914438,0.0795810132862892,0.0709090909090909,0.0183498854087089,0.1,-0.0333333333333333,0.0310144927536232,0.0266666666666667,-0.102154322706347,0,-0.0270833333333333,-0.0303091397849462,-0.0666666666666667,-0.0490196078431372,-0.0559963520291838,-0.110033936651584,-0.0559963520291838,-0.0586441985245585,0.00085877085877086,-0.0594446278912527,-0.00207730414178208,-0.000505050505050505,-0.0921942505662096,-0.00168214654282766,0.0111111111111111
"Ecadherin",0.262292988638682,0.302763609470927,0.00120821289353856,0.0833655540650727,0.0369423205657185,0.110033936651584,0.110033936651584,0.110033936651584,0.0559963520291838,0.0490196078431372,0.0586441985245585,0.0582705995208226,0.0270833333333333,0.0333333333333333,0.0499394040371665,-0.0321836925960637,-0.0332989342317515,-0.0290909090909091,0.0870909090909091,-0.0804242424242424,-0.0841290895992965,-0.0828632668144863,-0.122074132374691,0.0687294630196863,-0.13200174535825,0.121058201058201,0.121058201058201,0.124761904761905,0.12,0.0709090909090909,0.0795810132862892,0.0776202289725637,0.0826737967914438,0.0217055901066955,0.1,-0.0666666666666667,0.0307723620030179,0.0310144927536232,-0.102061126061426,-0.0333333333333333,-0.0303091397849462,-0.0295217382101431,-0.0490196078431372,-0.0559963520291838,-0.0586050476813577,-0.110871925478399,-0.0594446278912527,-0.0588309398877705,0.00104499059806323,-0.058777961224586,-0.00176084844557954,0.00136760867097946,-0.0919735000143332,-0.00120821289353856,0.0149085794655415
"cateninmemb",0.0358668619155518,0.0360657942024292,-0.00120821289353856,-0.0833655540650727,-0.0369423205657185,-0.110033936651584,-0.110033936651584,-0.110033936651584,-0.0559963520291838,-0.0490196078431372,-0.0586441985245585,-0.0582705995208226,-0.0270833333333333,-0.0333333333333333,-0.0499394040371665,0.0321836925960637,0.0332989342317515,0.0290909090909091,-0.0870909090909091,0.0804242424242424,0.0841290895992965,0.0828632668144863,0.122074132374691,-0.0687294630196863,0.13200174535825,-0.121058201058201,-0.121058201058201,-0.124761904761905,-0.12,-0.0709090909090909,-0.0795810132862892,-0.0776202289725637,-0.0826737967914438,-0.0217055901066955,-0.1,0.0666666666666667,-0.0307723620030179,-0.0310144927536232,0.102061126061426,0.0333333333333333,0.0303091397849462,0.0295217382101431,0.0490196078431372,0.0559963520291838,0.0586050476813577,0.110871925478399,0.0594446278912527,0.0588309398877705,-0.00104499059806323,0.058777961224586,0.00176084844557954,-0.00136760867097946,0.0919735000143332,0.00120821289353856,-0.0149085794655415
"KLF4",-0.362195617655236,-0.302250788958106,-0.00168214654282766,-0.0831367211131276,-0.0371285403050109,-0.110769230769231,-0.110769230769231,-0.110769230769231,-0.0490196078431372,-0.0666666666666667,-0.0582705995208226,-0.0586050476813577,-0.0333333333333333,-0.0333333333333333,-0.0497332184701562,0.0290909090909091,0.0321836925960637,0.0290909090909091,-0.0590909090909091,0.0870909090909091,0.0828632668144863,0.0804242424242424,0.121893518286792,-0.0675852982599609,0.135949113779302,-0.121058201058201,-0.124761904761905,-0.12,-0.1,-0.08,-0.0826737967914438,-0.0795810132862892,-0.0709090909090909,-0.0183498854087089,-0.1,0.0333333333333333,-0.0310144927536232,-0.0266666666666667,0.102154322706347,0,0.0270833333333333,0.0303091397849462,0.0666666666666667,0.0490196078431372,0.0559963520291838,0.110033936651584,0.0559963520291838,0.0586441985245585,-0.00085877085877086,0.0594446278912527,0.00207730414178208,0.000505050505050505,0.0921942505662096,0.00168214654282766,-0.0111111111111111
"HEY1",-0.362195617655236,-0.302250788958106,-0.00168214654282766,-0.0831367211131276,-0.0371285403050109,-0.110769230769231,-0.110769230769231,-0.110769230769231,-0.0490196078431372,-0.0666666666666667,-0.0582705995208226,-0.0586050476813577,-0.0333333333333333,-0.0333333333333333,-0.0497332184701562,0.0290909090909091,0.0321836925960637,0.0290909090909091,-0.0590909090909091,0.0870909090909091,0.0828632668144863,0.0804242424242424,0.121893518286792,-0.0675852982599609,0.135949113779302,-0.121058201058201,-0.124761904761905,-0.12,-0.1,-0.08,-0.0826737967914438,-0.0795810132862892,-0.0709090909090909,-0.0183498854087089,-0.1,0.0333333333333333,-0.0310144927536232,-0.0266666666666667,0.102154322706347,0,0.0270833333333333,0.0303091397849462,0.0666666666666667,0.0490196078431372,0.0559963520291838,0.110033936651584,0.0559963520291838,0.0586441985245585,-0.00085877085877086,0.0594446278912527,0.00207730414178208,0.000505050505050505,0.0921942505662096,0.00168214654282766,-0.0111111111111111
"SNAI2",-0.530154259832273,-0.383569523784947,-0.00365428990979652,-0.118734076620906,-0.137581250902788,-0.16268115942029,-0.16268115942029,-0.16268115942029,-0.147272727272727,-0.147272727272727,-0.155754813672068,-0.154723885837016,-0.125882352941176,-0.12,-0.0988498902322521,0.0736842105263158,0.0762816131237184,0.0719298245614035,-0.105882352941176,0.124929971988796,0.129978546602588,0.127494074552898,0.40386625139553,-0.160226641709421,0.17210953346856,-0.169882980196649,-0.16867816091954,-0.158333333333333,-0.133333333333333,-0.1,-0.1,-0.1,-0.0941176470588235,-0.0238848704038577,-0.1,0.12,-0.0428529710961142,-0.0395036887994634,0.149244533686419,0.1,0.123841536614646,0.125249987318871,0.147272727272727,0.147272727272727,0.151498079385403,0.162224538415724,0.151498079385403,0.15637593168449,0.00164073164780916,0.155241394893425,-0.000761061599115391,-0.00285897435897436,0.138873039445948,0.00365428990979652,-0.0075
"cateninnuc",-0.284672234952896,-0.29087973046639,-0.00388381715563477,-0.121722113951622,-0.183290251179388,-0.223171963171963,-0.223171963171963,-0.223171963171963,-0.200498132004981,-0.190909090909091,-0.20124898435367,-0.200726206160989,-0.102750455373406,-0.101111111111111,-0.0586441985245585,0.0122768215594388,0.0145495488321661,0.00878844946641557,-0.146857142857143,0.146857142857143,0.150960440553273,0.150305418719212,0.254434534591094,-0.217252157398417,0.22419466379296,-0.24236553030303,-0.24080303030303,-0.24280303030303,-0.245833333333333,-0.0797101449275362,-0.0762341553755973,-0.0771515865682579,-0.0812974465148378,-0.0398655367459087,-0.233333333333333,0.190909090909091,-0.050360090871687,-0.0502236652236652,0.207566423894193,0.111111111111111,0.103371573385829,0.102717978614587,0.190909090909091,0.199242424242424,0.200329380764163,0.224013714013714,0.20158508852672,0.101166134312245,-0.00292342671660124,0.201980345443716,0.0517982537234201,0.0479498128009294,0.185081114395553,0.00388381715563477,-0.0299844876357332
"cMet",-0.00743695653194833,0.0737619438687055,-0.0334776334776335,-0.0422943037974683,0.000293863439930855,0.079047619047619,0.079047619047619,0.079047619047619,0.05,0.1,0.0937924865831843,0.103023255813954,-0.15,-0.15,0.0761904761904762,-0.0556390977443609,-0.0747880339145737,-0.0714285714285714,0.02,-0.0325,-0.0375827423167849,-0.0269444444444444,0.294674976280816,0.189988851727982,0.348571428571429,0.2325,0.22,0.2,0.2,0.275,0.325,0.352272727272727,0.335,0.196766425868593,0.2,0.1,0.193780663780664,0.186507936507937,-0.252658016523563,0.1,0.168181818181818,0.165056818181818,0,0.05,-0.11,-0.0828212039532794,-0.11,-0.100007175848721,-0.0115517951251647,-0.100909090909091,0.125128627938619,0.233333333333333,0.176440092165899,0.0334776334776335,-0.0634920634920635
