"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.383397945065788,0,-0.215234164373375,-0.215234164373375
"SNAIL",0.470357465491927,0,-0.207010814119567,-0.307010814119567
"OVOL2",-0.114760980612596,0,-0.0194721371066226,-0.0194721371066226
"miR200",-0.476172253718776,0,0.215234164373375,0.215234164373375
