"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.540777999749779,0,-0.277720348944597,-0.517429668825854
"SNAIL",0.642785585394607,0,-0.298642295385564,-0.620468752054269
"OVOL2",-0.30878205155565,0,0.0557622002053686,0.277720348944597
"miR200",-0.620468752054269,0,0.268300668540896,0.498169786571859
