"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.257918009119016,0,-0.154959841808638,0.158129870627082
"SNAIL",0.385844296192699,0,-0.188742996958403,0.087285271010881
"OVOL2",-0.0854530091055213,0,-0.0306953567445197,-0.0622130097893448
"miR200",-0.356085339796307,0,0.158129870627082,-0.15346885367793
