"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.549557311903133,0,-0.627178595158218,-0.243497658423672
"SNAIL",0.651185392116739,0,-0.623203740740592,-0.364732968250429
"OVOL2",-0.243497658423672,0,0.235928851084223,0.019240751149565
"miR200",-0.627178595158218,0,0.601128174990151,0.235928851084223
