"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.540777999749779,0,-0.671008503089411,-0.12414151468104
"SNAIL",0.642785585394607,0,-0.661497013703146,-0.257614033736687
"OVOL2",-0.30878205155565,0,0.457624063831005,-0.12414151468104
"miR200",-0.620468752054269,0,0.642328940431715,0.12414151468104
