"","ZEB","SNAIL","OVOL2","miR200"
"ZEB",0.226319958126215,0,0.152251027628837,-0.295064278676549
"SNAIL",0.350823282023175,0,0.184669750189214,-0.421250313383017
"OVOL2",-0.0886094514295874,0,-0.0949761197617167,-0.00943777658112495
"miR200",-0.325100808557378,0,-0.151578193314287,0.293298088600855
