"","OVOL2","miR200","ZEB"
"miR200",0.12414151468104,0.12414151468104,-0.257614033736687
"ZEB",-0.12414151468104,-0.12414151468104,0.157643769092024
"OVOL2",-0.12414151468104,-0.12414151468104,0.157643769092024
